ngram,height,heigt
1562,6.454419027639753e-05,0.0
1563,6.499881198708733e-05,0.0
1564,6.499881198708733e-05,0.0
1565,6.363471467401334e-05,0.0
1566,6.553838518032405e-05,0.0
1567,1.124686501238362e-05,0.0
1568,1.124686501238362e-05,0.0
1569,3.1009975438272316e-06,0.0
1570,8.690424952614454e-06,0.0
1571,1.604597998396327e-05,0.0
1572,1.6565940768487053e-05,0.0
1573,1.5920679613502996e-05,0.0
1574,1.7010102705431302e-05,0.0
1575,1.8267382334410547e-05,0.0
1576,2.2031481551363997e-05,0.0
1577,1.8538908339646048e-05,0.0
1578,1.5519789225696252e-05,0.0
1579,1.888035727201246e-05,0.0
1580,1.8612408764186383e-05,0.0
1581,1.9302907860817087e-05,0.0
1582,2.055951654256205e-05,0.0
1583,1.965738147191587e-05,0.0
1584,1.89041287350327e-05,0.0
1585,1.777590029762775e-05,0.0
1586,1.3895371466787765e-05,0.0
1587,2.294121791887197e-05,0.0
1588,2.3839318990732344e-05,0.0
1589,2.300596900438125e-05,0.0
1590,2.1481104730420547e-05,0.0
1591,2.368088358447754e-05,0.0
1592,2.3457535072728725e-05,0.0
1593,2.457391877084904e-05,0.0
1594,1.5543401007432423e-05,0.0
1595,1.7373348522856497e-05,0.0
1596,1.7586574228646767e-05,0.0
1597,2.034925247634029e-05,0.0
1598,1.812060716994373e-05,0.0
1599,2.0677572268011447e-05,0.0
1600,2.350191373677392e-05,0.0
1601,3.226231781029908e-05,0.0
1602,3.046876567428366e-05,0.0
1603,3.516876339355284e-05,0.0
1604,3.219925344767814e-05,0.0
1605,3.335325592550882e-05,0.0
1606,3.734096454926268e-05,0.0
1607,3.8625718843832146e-05,0.0
1608,3.744566194135197e-05,0.0
1609,3.6995331096737315e-05,0.0
1610,3.9960189237068077e-05,0.0
1611,4.1057171724137985e-05,0.0
1612,4.27068246478614e-05,0.0
1613,4.180705790141863e-05,0.0
1614,3.987767584996098e-05,0.0
1615,3.5481914892443456e-05,0.0
1616,3.862419518035105e-05,0.0
1617,3.721930339192373e-05,0.0
1618,3.661279879452195e-05,0.0
1619,4.093001215161556e-05,0.0
1620,3.522167467703444e-05,0.0
1621,3.6921280947613665e-05,0.0
1622,3.842912649685916e-05,0.0
1623,3.894987042128507e-05,0.0
1624,4.289204974026818e-05,0.0
1625,8.247626517134319e-05,0.0
1626,7.748961070319638e-05,0.0
1627,7.776360897488692e-05,0.0
1628,7.768127735679238e-05,0.0
1629,7.511917101510335e-05,0.0
1630,7.333201080785199e-05,0.0
1631,6.565714206122461e-05,0.0
1632,3.1680948917970196e-05,0.0
1633,3.3535275568803104e-05,0.0
1634,3.354872101876286e-05,0.0
1635,3.670268077777499e-05,0.0
1636,4.086149601789657e-05,0.0
1637,4.4695997920436116e-05,0.0
1638,4.6469782838747573e-05,0.0
1639,4.285904209869581e-05,0.0
1640,4.100785060602773e-05,0.0
1641,4.0426750274491496e-05,0.0
1642,3.656946189169373e-05,0.0
1643,3.270678462286014e-05,0.0
1644,2.9223742655761142e-05,0.0
1645,3.093672863282596e-05,0.0
1646,3.0202578532875384e-05,0.0
1647,3.0769831157938044e-05,0.0
1648,3.08930133802018e-05,0.0
1649,3.247182524189286e-05,0.0
1650,3.808712062891573e-05,0.0
1651,3.978772032756491e-05,0.0
1652,3.8616149790219166e-05,0.0
1653,3.988899256260733e-05,0.0
1654,4.271607472868969e-05,0.0
1655,4.484577636633601e-05,0.0
1656,4.45844156534544e-05,0.0
1657,4.1125558449753695e-05,0.0
1658,4.0402341775396576e-05,0.0
1659,3.7687000907940925e-05,0.0
1660,3.5914392615917935e-05,0.0
1661,3.533189244210787e-05,0.0
1662,3.7678011982019856e-05,0.0
1663,4.0756559558628525e-05,0.0
1664,4.247822315457077e-05,0.0
1665,4.252088053492896e-05,0.0
1666,5.312109611363017e-05,0.0
1667,6.0768447188560716e-05,0.0
1668,6.052538239081124e-05,0.0
1669,5.919956311117858e-05,0.0
1670,5.874849531599986e-05,0.0
1671,5.8204203794178155e-05,0.0
1672,5.871989924344234e-05,0.0
1673,4.815661616573509e-05,0.0
1674,4.340059500204266e-05,0.0
1675,4.17640273683771e-05,0.0
1676,4.063013381840262e-05,0.0
1677,3.7042882468085736e-05,0.0
1678,3.64117393993573e-05,0.0
1679,3.4099146692564576e-05,0.0
1680,3.5562404134127845e-05,0.0
1681,3.652552108438353e-05,0.0
1682,3.852120296089977e-05,0.0
1683,3.909440965799149e-05,0.0
1684,4.0633996572328866e-05,0.0
1685,3.876250697690661e-05,0.0
1686,3.92199622833037e-05,0.0
1687,3.979648733677875e-05,0.0
1688,3.901190315705857e-05,0.0
1689,3.713398681221796e-05,0.0
1690,3.740169631782919e-05,0.0
1691,3.471963386151141e-05,0.0
1692,3.417208634865736e-05,0.0
1693,3.3762219443035845e-05,0.0
1694,3.3005041716803263e-05,0.0
1695,3.21116887269974e-05,0.0
1696,3.2036257834988646e-05,0.0
1697,3.133612517558504e-05,0.0
1698,3.1115600255101784e-05,0.0
1699,3.198712589177636e-05,0.0
1700,3.241029116907157e-05,0.0
1701,3.222223832770916e-05,0.0
1702,3.2264292323296626e-05,0.0
1703,3.0066063378139267e-05,0.0
1704,2.912530648505448e-05,0.0
1705,3.201052407218542e-05,0.0
1706,3.1155519536696374e-05,0.0
1707,2.9558683568861204e-05,0.0
1708,2.68659971750042e-05,0.0
1709,2.376929426515874e-05,0.0
1710,2.5286745897444363e-05,0.0
1711,2.355858487135265e-05,0.0
1712,2.0173636325385553e-05,0.0
1713,1.9913814997250612e-05,0.0
1714,1.9871390707391712e-05,0.0
1715,2.0831045341245563e-05,0.0
1716,2.075183199069995e-05,0.0
1717,2.037971041448015e-05,0.0
1718,2.300260530319065e-05,0.0
1719,2.2575979008771746e-05,0.0
1720,2.23019745005461e-05,0.0
1721,2.1928420600098824e-05,0.0
1722,2.8269012286078316e-05,7.727586697520955e-09
1723,2.9218011539861826e-05,7.727586697520955e-09
1724,3.0227305095260298e-05,7.727586697520955e-09
1725,2.945372398244217e-05,7.727586697520955e-09
1726,3.208734467209849e-05,7.727586697520955e-09
1727,3.236486606640808e-05,7.727586697520955e-09
1728,3.371077270587973e-05,7.727586697520955e-09
1729,2.732797786718168e-05,0.0
1730,3.021601073019805e-05,0.0
1731,2.8840842527902817e-05,0.0
1732,2.751260970918728e-05,0.0
1733,2.5017144382997814e-05,0.0
1734,2.7446065879692988e-05,0.0
1735,2.8907197702210397e-05,0.0
1736,2.9950934861387524e-05,0.0
1737,2.7315270926919766e-05,0.0
1738,2.644493880714955e-05,0.0
1739,3.210146704597199e-05,3.2309164867326346e-09
1740,3.286703966815756e-05,3.2309164867326346e-09
1741,2.981386699372836e-05,3.2309164867326346e-09
1742,3.098212125353582e-05,3.2309164867326346e-09
1743,3.138656471232285e-05,3.2309164867326346e-09
1744,3.1886072195317994e-05,3.2309164867326346e-09
1745,3.688676094628006e-05,3.2309164867326346e-09
1746,3.1840314217593656e-05,0.0
1747,3.3274879440016646e-05,0.0
1748,3.357139887936812e-05,0.0
1749,3.106574279497311e-05,0.0
1750,3.07530793049539e-05,0.0
1751,3.0783807492948e-05,0.0
1752,2.7619779887442875e-05,0.0
1753,3.207536168961919e-05,0.0
1754,3.288125610976879e-05,0.0
1755,3.6352870925579085e-05,0.0
1756,3.803495513108958e-05,0.0
1757,4.340676085640942e-05,0.0
1758,4.5363489334704354e-05,0.0
1759,4.6055477079270144e-05,0.0
1760,4.339285650140872e-05,2.661366999794674e-09
1761,4.5281148361807156e-05,2.661366999794674e-09
1762,4.457625878525765e-05,2.661366999794674e-09
1763,4.5054294397622084e-05,2.661366999794674e-09
1764,4.3481003688482035e-05,2.661366999794674e-09
1765,4.4676355173578486e-05,2.661366999794674e-09
1766,4.801058457815088e-05,2.661366999794674e-09
1767,4.984072594587425e-05,0.0
1768,5.177278580958955e-05,0.0
1769,5.311997561615759e-05,0.0
1770,5.685154610546306e-05,0.0
1771,5.9194675746506876e-05,0.0
1772,6.071933759293253e-05,0.0
1773,6.255425354798458e-05,0.0
1774,6.468752170413998e-05,0.0
1775,6.390269897695231e-05,0.0
1776,6.71372862208435e-05,0.0
1777,6.634302605691898e-05,0.0
1778,6.36455687137121e-05,0.0
1779,6.0557450654284495e-05,0.0
1780,5.793746199092961e-05,0.0
1781,5.691815957626594e-05,0.0
1782,5.847381700212801e-05,0.0
1783,5.558369438014259e-05,0.0
1784,5.5196454403423036e-05,0.0
1785,5.558911392914264e-05,1.6181223979775235e-09
1786,5.68628976387637e-05,1.6181223979775235e-09
1787,5.783149286539161e-05,1.6181223979775235e-09
1788,5.727097855664657e-05,1.6181223979775235e-09
1789,5.455864239982995e-05,1.6181223979775235e-09
1790,5.5181910803574806e-05,1.6181223979775235e-09
1791,5.552166320350287e-05,1.6181223979775235e-09
1792,5.55310923248596e-05,0.0
1793,5.733614826957429e-05,0.0
1794,5.8384058190443155e-05,9.979855672018596e-10
1795,6.20341301588009e-05,9.979855672018596e-10
1796,6.408539359524314e-05,9.979855672018596e-10
1797,6.513364964380994e-05,9.979855672018596e-10
1798,6.5790353151637e-05,6.784552221615416e-09
1799,6.777366122280779e-05,6.784552221615416e-09
1800,6.780026004500022e-05,6.784552221615416e-09
1801,6.627506029742238e-05,5.786566654413556e-09
1802,6.452971813684729e-05,5.786566654413556e-09
1803,6.56498372596356e-05,5.786566654413556e-09
1804,6.672925363610765e-05,5.786566654413556e-09
1805,6.59615195347994e-05,0.0
1806,6.685301455685735e-05,0.0
1807,6.836703479556101e-05,0.0
1808,6.89542357577011e-05,2.35363189255671e-10
1809,6.695406877302698e-05,2.35363189255671e-10
1810,6.589292024727911e-05,2.35363189255671e-10
1811,6.45641703158617e-05,2.35363189255671e-10
1812,6.681642428572689e-05,2.35363189255671e-10
1813,6.315757595335267e-05,2.35363189255671e-10
1814,6.188192076349099e-05,2.35363189255671e-10
1815,6.264140185001972e-05,0.0
1816,6.59366643438781e-05,0.0
1817,6.561878503167204e-05,0.0
1818,6.559905991057999e-05,0.0
1819,6.529244585960572e-05,0.0
1820,6.726223883950817e-05,0.0
1821,6.7491689281139e-05,1.2855425454308796e-10
1822,6.723013315682433e-05,1.2855425454308796e-10
1823,6.523772442181195e-05,4.094797913443772e-10
1824,6.522778130602092e-05,5.435998080243515e-10
1825,6.493018372566439e-05,5.435998080243515e-10
1826,6.46321511469848e-05,5.435998080243515e-10
1827,6.464511170634069e-05,6.481704141668234e-10
1828,6.436812951246143e-05,5.196161596237354e-10
1829,6.33067408801123e-05,5.898904380836306e-10
1830,6.380513046419114e-05,3.089649012823413e-10
1831,6.373692771636083e-05,1.7484488460236695e-10
1832,6.453276000684127e-05,1.7484488460236695e-10
1833,6.328434288401954e-05,1.7484488460236695e-10
1834,6.283316387063158e-05,7.027427845989515e-11
1835,6.386292807292193e-05,7.027427845989515e-11
1836,6.488074307396476e-05,1.5012235898836934e-10
1837,6.455039484925302e-05,3.050051798427132e-10
1838,6.492010184696742e-05,4.5765667446216543e-10
1839,6.618604571225919e-05,6.850009765762317e-10
1840,6.578565132388446e-05,8.361729086914238e-10
1841,6.549985898475694e-05,8.361729086914238e-10
1842,6.597696119570173e-05,8.969883486769398e-10
1843,6.556049161840097e-05,7.468659896885705e-10
1844,6.577188001496584e-05,5.919831688342267e-10
1845,6.529084670806437e-05,4.3933167421477444e-10
1846,6.315330132825434e-05,4.076488749734811e-10
1847,6.370240277777026e-05,7.413206635855017e-10
1848,6.383437097870878e-05,8.506960136323016e-10
1849,6.255812123916777e-05,1.2197968666884306e-09
1850,6.178276453283615e-05,1.2197968666884306e-09
1851,6.151736774232372e-05,1.2662254617839303e-09
1852,6.124758250994741e-05,1.2662254617839303e-09
1853,6.150072035130247e-05,1.0705639589111575e-09
1854,6.073988801550253e-05,6.86723959443723e-10
1855,5.984542076475918e-05,6.298503583769741e-10
1856,5.980911581510944e-05,1.9993406533532924e-10
1857,6.006326969197419e-05,1.9993406533532924e-10
1858,5.9631440568149886e-05,2.111089834690359e-10
1859,6.004915849189274e-05,2.111089834690359e-10
1860,5.991225511284678e-05,5.770802367712134e-10
1861,5.943030919297598e-05,6.455365488187783e-10
1862,5.956405376699487e-05,5.930347998387272e-10
1863,5.862784954453153e-05,6.407726809471675e-10
1864,5.844306672640544e-05,6.878678024005832e-10
1865,5.828570231512588e-05,8.071704931429074e-10
1866,5.7760714948277124e-05,8.956497329507382e-10
1867,5.7458786614006385e-05,6.161033944922828e-10
1868,5.8499114467330014e-05,5.810784591593026e-10
1869,5.8325233112555e-05,6.2066434531565e-10
1870,5.9352455407081705e-05,6.57399384929036e-10
1871,6.040249510468649e-05,6.103042634756203e-10
1872,6.156431481940672e-05,4.333980595040897e-10
1873,6.261267948762647e-05,4.61945081393316e-10
1874,6.295810037824725e-05,1.2895566321129743e-09
1875,6.308404824397127e-05,1.1551215341386113e-09
1876,6.338868531331952e-05,1.1155356479822638e-09
1877,6.32219941638011e-05,1.100966072277641e-09
1878,6.281577017424362e-05,1.100966072277641e-09
1879,6.212019174459524e-05,1.240621327891489e-09
1880,6.1295873560344e-05,1.1893684331060988e-09
1881,6.149437935424171e-05,3.7002875763469945e-10
1882,6.125070337605263e-05,4.67257490635983e-10
1883,6.0914930405228264e-05,4.67257490635983e-10
1884,5.9610594429873996e-05,4.5837596020424446e-10
1885,5.8467661541986414e-05,5.16422515861592e-10
1886,5.775762110715732e-05,4.3194449207893474e-10
1887,5.738018236505533e-05,5.596088989027034e-10
1888,5.632067196919317e-05,5.999263149750586e-10
1889,5.5626981130834406e-05,6.073811612391669e-10
1890,5.562458370280053e-05,8.097466824048232e-10
1891,5.580387421235043e-05,8.255400252288325e-10
1892,5.616826040620383e-05,8.12436633841023e-10
1893,5.592293122650257e-05,8.264444247999389e-10
1894,5.529577122485664e-05,6.992819696310143e-10
1895,5.510601113201119e-05,6.701238016873898e-10
1896,5.4526107955358126e-05,6.6234235159993e-10
1897,5.410696446363415e-05,4.785535856477452e-10
1898,5.3365359365540955e-05,4.1977659641962665e-10
1899,5.2899741214267646e-05,4.841168715907784e-10
1900,5.2787283493671566e-05,5.052848754484782e-10
1901,5.263143715897708e-05,4.9041961563174e-10
1902,5.2843647738752354e-05,5.050916094103844e-10
1903,5.2855346439173445e-05,4.5600691278568917e-10
1904,5.295941809890792e-05,4.691376374678567e-10
1905,5.3329626617986446e-05,5.120869185042715e-10
1906,5.296683541798432e-05,4.648634235485513e-10
1907,5.2960249636920965e-05,4.4776126259130477e-10
1908,5.3072692285890556e-05,4.2380011206726616e-10
1909,5.2525997099499886e-05,3.446151082751671e-10
1910,5.255489408487587e-05,3.381193440312101e-10
1911,5.274561200557011e-05,3.064118641355711e-10
1912,5.2370108668193484e-05,2.886667373390241e-10
1913,5.220061991297241e-05,2.5520263085316534e-10
1914,5.124078909700204e-05,2.2580123287025648e-10
1915,4.996497903318543e-05,2.1429104720852417e-10
1916,4.889815681963228e-05,2.1810360462115597e-10
1917,4.8066209274111316e-05,2.6057634423220273e-10
1918,4.706829037916448e-05,3.899984997644625e-10
1919,4.68601163967313e-05,4.888136383757973e-10
1920,4.721950608654879e-05,5.994277296750283e-10
1921,4.771178594507676e-05,6.11801478525972e-10
1922,4.8871305417768394e-05,8.132244243088036e-10
1923,4.989243721606077e-05,8.171757278788558e-10
1924,5.069179730656158e-05,8.310674410554648e-10
1925,5.12541139739499e-05,8.856866866897256e-10
1926,5.171209548799587e-05,8.353210781805334e-10
1927,5.2149476687191054e-05,8.78018178004528e-10
1928,5.217845734607961e-05,1.0726993063655703e-09
1929,5.163662717677653e-05,1.0323382109473605e-09
1930,5.09129448411321e-05,1.1738230704898861e-09
1931,5.019748693614799e-05,1.2860010278892275e-09
1932,4.9506199762358195e-05,1.3620353337248252e-09
1933,4.8515819279210905e-05,1.5020150678779487e-09
1934,4.7440763280194786e-05,1.3875116611217209e-09
1935,4.675472622953488e-05,1.3810529862569508e-09
1936,4.591002496973877e-05,1.3296770034238697e-09
1937,4.5761462908038606e-05,1.2288549225810845e-09
1938,4.4797890690720775e-05,1.0842475964675406e-09
1939,4.416067427622953e-05,8.739599401317934e-10
1940,4.353201646673759e-05,7.196681385744443e-10
1941,4.2668922105804086e-05,7.625787977273899e-10
1942,4.155347726607163e-05,7.672135823469769e-10
1943,4.1424272369892735e-05,8.990289029104608e-10
1944,4.091365449962073e-05,9.800011318323548e-10
1945,4.121635200655354e-05,1.1962856776610258e-09
1946,4.15198524673802e-05,1.2954305564757566e-09
1947,4.3499655605825994e-05,1.499519365820236e-09
1948,4.4352400956475844e-05,1.6628050841000735e-09
1949,4.570359513828797e-05,1.481749278831046e-09
1950,4.616251005375359e-05,1.3258292241857816e-09
1951,4.674295269069262e-05,1.4529711085080927e-09
1952,4.692556779316094e-05,1.3596371964804836e-09
1953,4.705445098807104e-05,1.367596639109284e-09
1954,4.6168834420054085e-05,1.2893514192821191e-09
1955,4.627239364448802e-05,1.3491192290311054e-09
1956,4.645577116337206e-05,1.6312627280713953e-09
1957,4.694458454780813e-05,1.7846173903736583e-09
1958,4.7084540191073234e-05,1.7128679585809437e-09
1959,4.766817125658106e-05,1.6940696623279905e-09
1960,4.806223036471887e-05,1.7912859608313981e-09
1961,4.8354227536557505e-05,1.7794072564620527e-09
1962,4.834346535582361e-05,1.6602763291168848e-09
1963,4.78553691729238e-05,1.557704600228606e-09
1964,4.707471920742786e-05,1.446723042951094e-09
1965,4.657953936007938e-05,1.4057054092171078e-09
1966,4.5718628306141386e-05,1.5088815435199925e-09
1967,4.4840015367039344e-05,1.7412302234985434e-09
1968,4.362361557598758e-05,1.771299091528939e-09
1969,4.282569144769306e-05,1.7365999273520417e-09
1970,4.192586805272315e-05,1.7170107399370034e-09
1971,4.142620569577308e-05,1.80584119086851e-09
1972,4.090651522606744e-05,1.8120242766579103e-09
1973,4.0480287550183546e-05,1.646742313938481e-09
1974,3.996311300267864e-05,1.2987925179785975e-09
1975,3.971125780870872e-05,1.361211492729402e-09
1976,3.924291429159764e-05,1.3343659669270584e-09
1977,3.9197724877989716e-05,1.3471510573737078e-09
1978,3.936623709575672e-05,1.3673854271090136e-09
1979,3.920148291009744e-05,1.5093213504410334e-09
1980,3.9370348531519994e-05,1.8095331265145985e-09
1981,3.935920280387758e-05,1.8312513410429737e-09
1982,3.924888681337636e-05,1.784586668916534e-09
1983,3.914017413210656e-05,1.913189686040896e-09
1984,3.914517791210008e-05,1.8267598227745501e-09
1985,3.851438408933713e-05,1.8848672781298805e-09
1986,3.819918284924435e-05,1.758888209682904e-09
1987,3.767399279500491e-05,1.5720595936130621e-09
1988,3.743212125430416e-05,1.654433161896967e-09
1989,3.6995723348809406e-05,1.6035216487964021e-09
1990,3.6612673284253106e-05,1.4287458359264959e-09
1991,3.595727165312772e-05,1.4583228910173114e-09
1992,3.568037625102859e-05,1.3254033426335354e-09
1993,3.554227233897629e-05,1.2212084359625968e-09
1994,3.535273832052813e-05,1.0785595749851495e-09
1995,3.526833409393605e-05,9.189929452345171e-10
1996,3.5169985494576395e-05,8.461733218873795e-10
1997,3.507081575142885e-05,8.25941791150951e-10
1998,3.504475586981114e-05,7.113357284157676e-10
1999,3.484343531973926e-05,6.52501410046215e-10
2000,3.467985672094593e-05,6.221336699775901e-10
2001,3.4616033579888085e-05,5.948034089074485e-10
2002,3.4171683052721035e-05,5.654562413542103e-10
2003,3.4109664868862766e-05,4.984427711843661e-10
2004,3.412420535044346e-05,4.4243418056184273e-10
2005,3.403174559934996e-05,3.9794369585280775e-10
2006,3.395401498502386e-05,3.1465832915435396e-10
2007,3.406212999834679e-05,3.171045787064841e-10
2008,3.391855924356995e-05,3.140169969289326e-10
2009,3.4236521709577315e-05,3.4745371857436425e-10
2010,3.431349094691021e-05,3.829084093449302e-10
2011,3.388052157658551e-05,3.619139283896265e-10
2012,3.361225286166051e-05,3.530905339935561e-10
2013,3.340293759330442e-05,3.384686211860277e-10
2014,3.290491700421886e-05,2.7371986225218793e-10
2015,3.2513560914334706e-05,2.586841713059229e-10
2016,3.204983970915366e-05,2.0911282427871214e-10
2017,3.161502839551152e-05,1.484407157377928e-10
2018,3.167128379573114e-05,1.6513014705621387e-10
2019,3.172293691022787e-05,1.7837843181711666e-10
