ngram,sale,sle,sale,salle
1821,5.851208074350974e-05,1.3408832545889838e-07,5.851208074350974e-05,1.3083084837717252e-07
1822,5.8653997257351875e-05,1.34120387177258e-07,5.8653997257351875e-05,1.3888404432853868e-07
1823,5.837856692128948e-05,1.2890313578444485e-07,5.837856692128948e-05,1.480459965413112e-07
1824,6.078461488609069e-05,1.3157326606005881e-07,6.078461488609069e-05,1.6141614724217236e-07
1825,6.08218927352157e-05,1.1651517947289644e-07,6.08218927352157e-05,1.6237377410886567e-07
1826,6.174750576194908e-05,9.599316034122499e-08,6.174750576194908e-05,1.5638982071258007e-07
1827,6.254771558035697e-05,1.0424112620707352e-07,6.254771558035697e-05,1.7626694516690934e-07
1828,6.334651594183274e-05,1.0254816576856943e-07,6.334651594183274e-05,1.7434489661484675e-07
1829,7.333026691672526e-05,9.637596117987154e-08,7.333026691672526e-05,1.6651069907019129e-07
1830,7.26550497347489e-05,9.934430421156191e-08,7.26550497347489e-05,1.7262801930785698e-07
1831,7.40179602871649e-05,9.162196639473613e-08,7.40179602871649e-05,1.6231013485626784e-07
1832,7.422479289484077e-05,8.806684905136666e-08,7.422479289484077e-05,1.671423573514273e-07
1833,7.50452485850214e-05,8.37235743590879e-08,7.50452485850214e-05,1.8759783720107797e-07
1834,7.665845415821033e-05,7.390842426957533e-08,7.665845415821033e-05,1.893474410914158e-07
1835,7.768924323110176e-05,8.514362243821389e-08,7.768924323110176e-05,2.136644202518515e-07
1836,7.028253457974643e-05,9.265718757335759e-08,7.028253457974643e-05,2.573363998083421e-07
1837,7.171800721802615e-05,9.218779187644291e-08,7.171800721802615e-05,2.577081253158602e-07
1838,7.207653106888756e-05,1.0487063560406438e-07,7.207653106888756e-05,2.857979057223149e-07
1839,7.267676327111465e-05,1.116541718764503e-07,7.267676327111465e-05,3.0619702938240933e-07
1840,7.358596277689295e-05,1.1298485702582184e-07,7.358596277689295e-05,3.0027033151977124e-07
1841,7.314220420084894e-05,1.2301358205084917e-07,7.314220420084894e-05,3.5691759998306747e-07
1842,7.36092499989484e-05,1.2423850900436913e-07,7.36092499989484e-05,3.710789603214185e-07
1843,7.540699880337343e-05,1.2517736130186157e-07,7.540699880337343e-05,3.6397096282923614e-07
1844,7.773374506671513e-05,1.2792296339674586e-07,7.773374506671513e-05,3.941107016609229e-07
1845,7.814370370137372e-05,1.223385989338307e-07,7.814370370137372e-05,3.8713619281744674e-07
1846,8.079274890146085e-05,1.1667282149931322e-07,8.079274890146085e-05,3.88393751953637e-07
1847,8.198835712391883e-05,1.4472711131117778e-07,8.198835712391883e-05,3.8270053234360344e-07
1848,8.399894016162892e-05,1.3643843946705862e-07,8.399894016162892e-05,3.1189992455438187e-07
1849,8.521497303653243e-05,1.2555422301829822e-07,8.521497303653243e-05,2.921587005338162e-07
1850,8.562659890490718e-05,1.210887877586434e-07,8.562659890490718e-05,2.866134707346646e-07
1851,8.48409898545859e-05,1.1700129728556671e-07,8.48409898545859e-05,2.637249484191021e-07
1852,8.632901257702283e-05,1.1174155442209407e-07,8.632901257702283e-05,2.575236196987264e-07
1853,8.58423300087452e-05,1.1934880258682563e-07,8.58423300087452e-05,2.436836967133006e-07
1854,8.676031263478632e-05,9.328777496518472e-08,8.676031263478632e-05,2.4947973794756504e-07
1855,8.78758416677426e-05,1.1315127933033051e-07,8.78758416677426e-05,2.5605195170490855e-07
1856,8.907971433862778e-05,1.1274152253041133e-07,8.907971433862778e-05,2.5253694551403374e-07
1857,8.927493763621897e-05,1.1301848599844431e-07,8.927493763621897e-05,2.3762135827252807e-07
1858,9.103137459273316e-05,1.1399551169688493e-07,9.103137459273316e-05,2.3735164437052196e-07
1859,9.086704605059432e-05,1.1347097686861421e-07,9.086704605059432e-05,2.529058796036614e-07
1860,9.189037414866366e-05,1.0779595933334868e-07,9.189037414866366e-05,3.2222703388080323e-07
1861,9.246180395296375e-05,1.0834385985195435e-07,9.246180395296375e-05,3.3691096388923013e-07
1862,9.11820721479931e-05,9.699674206688411e-08,9.11820721479931e-05,4.2095674400245896e-07
1863,9.196868839873267e-05,1.0359788506418357e-07,9.196868839873267e-05,4.1978093179295684e-07
1864,9.228043927578256e-05,1.0472602290129934e-07,9.228043927578256e-05,4.342930038449465e-07
1865,9.336596745665052e-05,1.019979488806452e-07,9.336596745665052e-05,4.2868782657023985e-07
1866,9.478769373215203e-05,1.0675001504978354e-07,9.478769373215203e-05,4.198060464334828e-07
1867,9.734259011955666e-05,1.0672408125498936e-07,9.734259011955666e-05,3.541742289923734e-07
1868,9.974280068750627e-05,1.0559368186185176e-07,9.974280068750627e-05,3.456011979454031e-07
1869,0.0001041671192589482,9.666754964752857e-08,0.0001041671192589482,2.6217059964242904e-07
1870,0.00010711781007038163,8.807649822171828e-08,0.00010711781007038163,2.643116821283391e-07
1871,0.00011048159337536032,9.660390430456443e-08,0.00011048159337536032,2.541015443772007e-07
1872,0.00011226299310302628,9.608168077030704e-08,0.00011226299310302628,2.5676921008458263e-07
1873,0.00011450496614478263,9.05465477834306e-08,0.00011450496614478263,2.403988698266143e-07
1874,0.00011714153307756143,8.78243164541865e-08,0.00011714153307756143,2.400287460854348e-07
1875,0.00011999996786471456,8.647128981108056e-08,0.00011999996786471456,2.4263362417644073e-07
1876,0.00012218003394082189,9.390535130445901e-08,0.00012218003394082189,2.591023624225792e-07
1877,0.00012336074204150855,9.973562648773232e-08,0.00012336074204150855,2.506894268045861e-07
1878,0.00012667851322995766,8.712377511496275e-08,0.00012667851322995766,2.44933488602328e-07
1879,0.0001295243949113813,8.838325474666167e-08,0.0001295243949113813,2.3929884004506417e-07
1880,0.00013243094144854695,9.18597566266856e-08,0.00013243094144854695,2.4098055665230535e-07
1881,0.0001337757587732215,9.14805470740378e-08,0.0001337757587732215,2.3120103419062487e-07
1882,0.00013374162205894078,9.112548785391742e-08,0.00013374162205894078,2.1021335174152357e-07
1883,0.00013759823923464864,8.155985905692173e-08,0.00013759823923464864,1.7895974987628245e-07
1884,0.0001420094257420195,7.365728902998723e-08,0.0001420094257420195,1.8182059185229654e-07
1885,0.00014364521484822035,7.308956944435912e-08,0.00014364521484822035,1.7423329471252407e-07
1886,0.00014445569831877947,7.480883417494105e-08,0.00014445569831877947,1.6653154740911953e-07
1887,0.00014475027481759234,7.022000707885517e-08,0.00014475027481759234,1.6375355268597298e-07
1888,0.00014527014822566083,7.20393852507836e-08,0.00014527014822566083,1.5963869616695903e-07
1889,0.0001460413934962292,7.128673169225814e-08,0.0001460413934962292,1.6317142126354156e-07
1890,0.00014219261772398437,7.059822085661186e-08,0.00014219261772398437,1.6777905744090405e-07
1891,0.0001401512189269332,6.983144272356054e-08,0.0001401512189269332,1.6148730302185349e-07
1892,0.0001383835354187925,6.866094943396612e-08,0.0001383835354187925,1.6005283092519157e-07
1893,0.0001370512493719746,6.406696785786283e-08,0.0001370512493719746,1.648967063212175e-07
1894,0.0001379700967975493,6.293851332169912e-08,0.0001379700967975493,1.6680151913663265e-07
1895,0.0001379292516503483,5.994283368084195e-08,0.0001379292516503483,1.585532030747215e-07
1896,0.0001369920459442905,6.28374995212003e-08,0.0001369920459442905,1.6122900754161102e-07
1897,0.0001358077216926696,6.429647011633019e-08,0.0001358077216926696,1.647643961583916e-07
1898,0.00013550694399912442,6.919565923421292e-08,0.00013550694399912442,1.575619452052836e-07
1899,0.00013438488323507563,6.882480312648503e-08,0.00013438488323507563,1.55986901363901e-07
1900,0.0001350308968020337,6.889290154228028e-08,0.0001350308968020337,1.5160299682293044e-07
1901,0.0001341074946269925,6.70196774267749e-08,0.0001341074946269925,1.4134567395883225e-07
1902,0.00013496402035733418,6.631952840864739e-08,0.00013496402035733418,1.4675952745132497e-07
1903,0.0001389386327770938,6.053170764630522e-08,0.0001389386327770938,1.3194971464664767e-07
1904,0.00014229650384679968,5.882268741938138e-08,0.00014229650384679968,1.216829659256291e-07
1905,0.00014228828825123076,5.178835544532896e-08,0.00014228828825123076,1.2006585287898425e-07
1906,0.00014493385762242333,5.087942207231728e-08,0.00014493385762242333,1.140521236818261e-07
1907,0.00014678910000449314,4.9130160765084186e-08,0.00014678910000449314,1.087913962091339e-07
1908,0.0001485912299748244,4.8891352426900473e-08,0.0001485912299748244,1.1052833924298153e-07
1909,0.00014959180927170173,4.8432765607588276e-08,0.00014959180927170173,1.0360627961907604e-07
1910,0.00014866347607624318,4.759301016779968e-08,0.00014866347607624318,1.0257606979686378e-07
1911,0.0001504785634876628,4.5736314291389135e-08,0.0001504785634876628,9.996287937091048e-08
1912,0.00015456520902392055,4.59127029728279e-08,0.00015456520902392055,9.437571029431118e-08
1913,0.00015572600906515227,4.498931868316244e-08,0.00015572600906515227,9.579498489691624e-08
1914,0.00015737296572686837,4.4242157112453894e-08,0.00015737296572686837,9.364140396428411e-08
1915,0.00015821236801067634,4.3847082155577614e-08,0.00015821236801067634,8.883661146390815e-08
1916,0.00015922219401025877,4.4673576837794826e-08,0.00015922219401025877,8.855263493907322e-08
1917,0.00015980123966333589,4.499387123197656e-08,0.00015980123966333589,8.600124853533739e-08
1918,0.00016041021860603775,4.443427568747081e-08,0.00016041021860603775,8.431569905756728e-08
1919,0.0001586744245806975,4.4401711513890925e-08,0.0001586744245806975,8.633974601934824e-08
1920,0.00015710280110527362,4.3493411031444596e-08,0.00015710280110527362,9.250133103932967e-08
1921,0.00015404213835219189,4.24764436957048e-08,0.00015404213835219189,9.51058112264036e-08
1922,0.00015192417985027923,4.1169378509461496e-08,0.00015192417985027923,1.0134261734557575e-07
1923,0.0001484198000980541,4.100562175527297e-08,0.0001484198000980541,1.0505852035943722e-07
1924,0.00014634084280779852,4.020542984254202e-08,0.00014634084280779852,1.0894034728283129e-07
1925,0.00014307315203560783,4.116800766951201e-08,0.00014307315203560783,1.1153844070577179e-07
1926,0.0001397922439666997,4.0633045119063486e-08,0.0001397922439666997,1.1570140705836301e-07
1927,0.00013800184491888752,4.127593149811608e-08,0.00013800184491888752,1.0709860427076429e-07
1928,0.00013995052099094858,4.079314663840705e-08,0.00013995052099094858,1.0347904476150558e-07
1929,0.00014002767940317945,4.047137380780441e-08,0.00014002767940317945,9.453199112385846e-08
1930,0.0001437755147760202,3.8576348211043817e-08,0.0001437755147760202,9.011057601680608e-08
1931,0.00014409856313639985,3.93756148956267e-08,0.00014409856313639985,8.561164475752645e-08
1932,0.00014397357881534845,4.019264261095097e-08,0.00014397357881534845,8.28831850136729e-08
1933,0.0001448674135774906,4.2499685041060986e-08,0.0001448674135774906,7.670094756154608e-08
1934,0.0001459312833113862,4.303463388818532e-08,0.0001459312833113862,7.331055889332155e-08
1935,0.00014283980375954082,4.508735886231209e-08,0.00014283980375954082,6.880932852076122e-08
1936,0.00014448268796383803,4.630627665440963e-08,0.00014448268796383803,6.78379059593226e-08
1937,0.00014058032372434224,4.77020952262462e-08,0.00014058032372434224,6.358235994850605e-08
1938,0.00014224801478641375,4.7370770163622315e-08,0.00014224801478641375,6.073446050842384e-08
1939,0.0001411915311889191,4.534003851728942e-08,0.0001411915311889191,5.6538799546907674e-08
1940,0.00014026302337047776,4.224021056740769e-08,0.00014026302337047776,5.254426633476734e-08
1941,0.00013727039289993366,4.2160555174015306e-08,0.00013727039289993366,5.279063484765954e-08
1942,0.0001370340323774144,4.1177524374396464e-08,0.0001370340323774144,5.0945828381340364e-08
1943,0.0001311866383600448,4.118573012793344e-08,0.0001311866383600448,4.746965030579174e-08
1944,0.00012838843187117682,4.327676452118924e-08,0.00012838843187117682,4.625195464719971e-08
1945,0.00012251361580898186,4.3363384248453126e-08,0.00012251361580898186,4.520920222310971e-08
1946,0.0001204848730204893,4.472178462476352e-08,0.0001204848730204893,4.606785302436427e-08
1947,0.00011612340105265113,4.84915148035725e-08,0.00011612340105265113,4.858397519212433e-08
1948,0.00011501601381626512,4.737995088329886e-08,0.00011501601381626512,4.879418976802949e-08
1949,0.00011228103539906442,4.794819018018513e-08,0.00011228103539906442,5.168694881620338e-08
1950,0.00011232450300927408,4.709578454204737e-08,0.00011232450300927408,5.292508678930322e-08
1951,0.00011287000545832728,4.591860047753471e-08,0.00011287000545832728,5.3059736160321336e-08
1952,0.00011291335873206012,4.630835143919805e-08,0.00011291335873206012,5.3327870627331974e-08
1953,0.00011054795322706923,4.562135913488419e-08,0.00011054795322706923,5.279565330949611e-08
1954,0.00011180324612983636,4.4837873096932005e-08,0.00011180324612983636,5.247734538979135e-08
1955,0.0001093427584107433,4.623728904513362e-08,0.0001093427584107433,5.2154218467746564e-08
1956,0.00010819484201160126,4.663655366649826e-08,0.00010819484201160126,5.1138548887560576e-08
1957,0.00010622331007782902,4.7284643756029254e-08,0.00010622331007782902,5.271149662787268e-08
1958,0.00010357487501875897,4.6577485741344e-08,0.00010357487501875897,5.7493002105145156e-08
1959,0.00010035530639080597,4.666805963893239e-08,0.00010035530639080597,5.865087209550828e-08
1960,9.936710557667539e-05,5.010740013387606e-08,9.936710557667539e-05,5.9543064574134926e-08
1961,9.504353095378195e-05,4.987281343460381e-08,9.504353095378195e-05,5.904874912841608e-08
1962,9.35659055747757e-05,5.134701654339681e-08,9.35659055747757e-05,5.8774386246795984e-08
1963,9.071974117042763e-05,5.249332904863227e-08,9.071974117042763e-05,6.154496188872014e-08
1964,8.93264836382254e-05,5.583052902531043e-08,8.93264836382254e-05,6.185374752070466e-08
1965,8.724997210915067e-05,6.157848681758488e-08,8.724997210915067e-05,6.04616268162772e-08
1966,8.608019977275814e-05,6.50972791861802e-08,8.608019977275814e-05,6.032749360380357e-08
1967,8.409476036571764e-05,6.387820101443659e-08,8.409476036571764e-05,6.03335763571522e-08
1968,8.394835562545008e-05,6.305188802814752e-08,8.394835562545008e-05,6.083742170354916e-08
1969,8.383737648338345e-05,6.23135453078508e-08,8.383737648338345e-05,6.329000054198072e-08
1970,8.420560438285715e-05,6.081366775236217e-08,8.420560438285715e-05,6.355620030262799e-08
1971,8.303508158340784e-05,5.860242576919258e-08,8.303508158340784e-05,6.063066797829769e-08
1972,8.321129904028826e-05,5.465289427369109e-08,8.321129904028826e-05,5.579068787905531e-08
1973,8.325903555877241e-05,5.219779960644441e-08,8.325903555877241e-05,5.422004280473759e-08
1974,8.411890926903911e-05,5.141113693493285e-08,8.411890926903911e-05,5.450109899892855e-08
1975,8.529883676341601e-05,5.155552733932771e-08,8.529883676341601e-05,5.33028234883659e-08
1976,8.603761463226485e-05,5.0729125535196676e-08,8.603761463226485e-05,4.906614695495851e-08
1977,8.572525985073298e-05,4.96129253235722e-08,8.572525985073298e-05,4.7032149857224274e-08
1978,8.648116116611553e-05,4.832627200000518e-08,8.648116116611553e-05,4.748214063202535e-08
1979,8.65759710515184e-05,4.9658169132271723e-08,8.65759710515184e-05,4.690701566849904e-08
1980,8.653949459715347e-05,5.46594338045127e-08,8.653949459715347e-05,4.909535482917298e-08
1981,8.563364722899028e-05,5.9244426507478106e-08,8.563364722899028e-05,4.748078400293057e-08
1982,8.400999753835745e-05,5.9429329013482857e-08,8.400999753835745e-05,4.783635430629017e-08
1983,8.229018359478297e-05,6.002771765370848e-08,8.229018359478297e-05,5.228462031579641e-08
1984,8.21715168837857e-05,6.31873570609644e-08,8.21715168837857e-05,5.2385095626407615e-08
1985,8.110213717113115e-05,6.45385312176521e-08,8.110213717113115e-05,5.34605731112541e-08
1986,7.961905170564673e-05,6.135817035409932e-08,7.961905170564673e-05,5.541976629988962e-08
1987,7.84431550917881e-05,5.5341617257097046e-08,7.84431550917881e-05,5.478597080761054e-08
1988,7.723011575373156e-05,4.9350227016020654e-08,7.723011575373156e-05,5.518299112899123e-08
1989,7.629337882722862e-05,4.815262804364855e-08,7.629337882722862e-05,5.6362595606580205e-08
1990,7.552557300576674e-05,4.6701244522345016e-08,7.552557300576674e-05,5.526189994498054e-08
1991,7.390841970586084e-05,4.3003287280336215e-08,7.390841970586084e-05,5.499995836544258e-08
1992,7.2868651061851e-05,4.0620104613253716e-08,7.2868651061851e-05,5.542901096841238e-08
1993,7.12995876840848e-05,3.939416056856057e-08,7.12995876840848e-05,5.8861113570531284e-08
1994,7.076209814320984e-05,3.862172448521051e-08,7.076209814320984e-05,5.898428716883635e-08
1995,6.984244516518499e-05,3.881424096415945e-08,6.984244516518499e-05,5.869755932102245e-08
1996,6.909124619726623e-05,3.7420914367203295e-08,6.909124619726623e-05,5.898727043326549e-08
1997,6.767373270122334e-05,3.6191901792952715e-08,6.767373270122334e-05,6.169800315092289e-08
1998,6.691592612436839e-05,3.582837391848313e-08,6.691592612436839e-05,6.065016171825327e-08
1999,6.551167462021112e-05,3.572454789134229e-08,6.551167462021112e-05,6.014728727775167e-08
2000,6.425438186852261e-05,3.535467131752869e-08,6.425438186852261e-05,5.820300990373133e-08
2001,6.193981295967075e-05,3.407619735591132e-08,6.193981295967075e-05,6.049550752404034e-08
2002,6.0273712214049215e-05,3.186026426809414e-08,6.0273712214049215e-05,6.248535707901023e-08
2003,5.813540961493605e-05,3.123665719735007e-08,5.813540961493605e-05,6.570651984410298e-08
2004,5.653974793468868e-05,3.0506044420722644e-08,5.653974793468868e-05,6.447001611929539e-08
2005,5.449393471021072e-05,3.028483876375633e-08,5.449393471021072e-05,7.188295926750601e-08
2006,5.2395683139496085e-05,2.8298672357810314e-08,5.2395683139496085e-05,7.807686687653716e-08
2007,4.9774417025868646e-05,2.6295635383429986e-08,4.9774417025868646e-05,8.126176709311039e-08
2008,4.695337442431732e-05,2.4612972485523902e-08,4.695337442431732e-05,8.638860192279805e-08
2009,4.347174321342858e-05,2.342326992683346e-08,4.347174321342858e-05,9.306335714752225e-08
2010,3.997692354979725e-05,2.200797487107918e-08,3.997692354979725e-05,9.887854344827116e-08
2011,3.6634690851704886e-05,2.1248084434790015e-08,3.6634690851704886e-05,1.0284459810756224e-07
2012,3.34119070300533e-05,1.9956961797415066e-08,3.34119070300533e-05,1.1352989507226344e-07
2013,3.093467395436684e-05,1.8854078806132942e-08,3.093467395436684e-05,1.1294810877058938e-07
2014,2.8868834436122726e-05,1.7945441323417655e-08,2.8868834436122726e-05,1.2787635483846316e-07
2015,2.729897408114214e-05,1.874212290126869e-08,2.729897408114214e-05,1.449959268841537e-07
2016,2.6635367508528623e-05,1.9302074985968635e-08,2.6635367508528623e-05,1.5319472319268762e-07
2017,2.6472433395004675e-05,1.966291263144626e-08,2.6472433395004675e-05,1.586193244899429e-07
2018,2.6146329037146643e-05,1.924742587533501e-08,2.6146329037146643e-05,1.698832164720443e-07
2019,2.5586133688193513e-05,1.8788843147987677e-08,2.5586133688193513e-05,1.6838696836884992e-07
