ngram,aside,asid,asid,asid
1625,1.7559999248208313e-05,0.0,0.0,0.0
1626,1.7159942152440116e-05,0.0,0.0,0.0
1627,1.8114732288917628e-05,0.0,0.0,0.0
1628,1.7396855257954614e-05,0.0,0.0,0.0
1629,1.703170015129477e-05,0.0,0.0,0.0
1630,1.295848577293717e-05,0.0,0.0,0.0
1631,1.3475114493693191e-05,0.0,0.0,0.0
1632,1.4202111872561676e-05,0.0,0.0,0.0
1633,1.2498828774758814e-05,0.0,0.0,0.0
1634,1.1045614753259412e-05,0.0,0.0,0.0
1635,1.301136256058401e-05,8.231971345854358e-08,8.231971345854358e-08,8.231971345854358e-08
1636,1.2411538721478013e-05,8.231971345854358e-08,8.231971345854358e-08,8.231971345854358e-08
1637,1.5146983839388537e-05,8.231971345854358e-08,8.231971345854358e-08,8.231971345854358e-08
1638,1.6647141819703393e-05,8.231971345854358e-08,8.231971345854358e-08,8.231971345854358e-08
1639,1.890513885882683e-05,1.6018994334185015e-07,1.6018994334185015e-07,1.6018994334185015e-07
1640,1.9419086778985468e-05,2.6299799823651225e-07,2.6299799823651225e-07,2.6299799823651225e-07
1641,2.1139217746427414e-05,4.421642643137602e-07,4.421642643137602e-07,4.421642643137602e-07
1642,2.2786491691866623e-05,3.598445508552166e-07,3.598445508552166e-07,3.598445508552166e-07
1643,2.4009376050214216e-05,4.5016699752003273e-07,4.5016699752003273e-07,4.5016699752003273e-07
1644,2.1872611926353003e-05,4.5016699752003273e-07,4.5016699752003273e-07,4.5016699752003273e-07
1645,2.370831134612672e-05,4.99283828503394e-07,4.99283828503394e-07,4.99283828503394e-07
1646,2.4022944801669966e-05,4.2141359862008745e-07,4.2141359862008745e-07,4.2141359862008745e-07
1647,2.6119943478469005e-05,4.226510960896641e-07,4.226510960896641e-07,4.226510960896641e-07
1648,2.4883390584104097e-05,2.434848300124161e-07,2.434848300124161e-07,2.434848300124161e-07
1649,2.221602556216697e-05,3.2171260500035714e-07,3.2171260500035714e-07,3.2171260500035714e-07
1650,2.4608534528981962e-05,2.3139015833554106e-07,2.3139015833554106e-07,2.3139015833554106e-07
1651,2.804962189527162e-05,2.3139015833554106e-07,2.3139015833554106e-07,2.3139015833554106e-07
1652,2.394364115129325e-05,1.8227332735217976e-07,1.8227332735217976e-07,1.8227332735217976e-07
1653,2.2753021637202308e-05,1.8227332735217976e-07,1.8227332735217976e-07,1.8227332735217976e-07
1654,2.22233412776924e-05,1.197109611439373e-07,1.197109611439373e-07,1.197109611439373e-07
1655,2.3004418965553797e-05,1.197109611439373e-07,1.197109611439373e-07,1.197109611439373e-07
1656,2.3079407843137494e-05,8.67905173760976e-08,8.67905173760976e-08,8.67905173760976e-08
1657,2.12510714326137e-05,8.67905173760976e-08,8.67905173760976e-08,8.67905173760976e-08
1658,2.024177216039139e-05,8.67905173760976e-08,8.67905173760976e-08,8.67905173760976e-08
1659,2.184650501086643e-05,1.5112488784195322e-07,1.5112488784195322e-07,1.5112488784195322e-07
1660,2.0670695318715714e-05,1.5112488784195322e-07,1.5112488784195322e-07,1.5112488784195322e-07
1661,1.8976209633235286e-05,1.0964170168595696e-07,1.0964170168595696e-07,1.0964170168595696e-07
1662,2.0037211600408356e-05,1.0964170168595696e-07,1.0964170168595696e-07,1.0964170168595696e-07
1663,2.020255929632445e-05,1.3002934906580776e-07,1.3002934906580776e-07,1.3002934906580776e-07
1664,2.1090675675493132e-05,1.6933233025286298e-07,1.6933233025286298e-07,1.6933233025286298e-07
1665,2.0811295014157493e-05,1.6933233025286298e-07,1.6933233025286298e-07,1.6933233025286298e-07
1666,1.976631002824953e-05,1.848947549985626e-07,1.848947549985626e-07,1.848947549985626e-07
1667,1.998205568400278e-05,2.1734707088074045e-07,2.1734707088074045e-07,2.1734707088074045e-07
1668,2.1660430580336003e-05,2.1734707088074045e-07,2.1734707088074045e-07,2.1734707088074045e-07
1669,1.9749206200815805e-05,2.1734707088074045e-07,2.1734707088074045e-07,2.1734707088074045e-07
1670,2.0333127005350044e-05,1.903012604641065e-07,1.903012604641065e-07,1.903012604641065e-07
1671,1.9805608644674066e-05,2.2921866462054042e-07,2.2921866462054042e-07,2.2921866462054042e-07
1672,1.9500958062833108e-05,2.2921866462054042e-07,2.2921866462054042e-07,2.2921866462054042e-07
1673,2.0271141563301042e-05,1.7406473976474705e-07,1.7406473976474705e-07,1.7406473976474705e-07
1674,2.2227743881688055e-05,1.741429481886111e-07,1.741429481886111e-07,1.741429481886111e-07
1675,2.1502097167415612e-05,1.741429481886111e-07,1.741429481886111e-07,1.741429481886111e-07
1676,2.1228195042307823e-05,1.741429481886111e-07,1.741429481886111e-07,1.741429481886111e-07
1677,2.056459392666251e-05,1.6907997795507462e-07,1.6907997795507462e-07,1.6907997795507462e-07
1678,2.0945808630910635e-05,1.306967354659199e-07,1.306967354659199e-07,1.306967354659199e-07
1679,2.0653244454089353e-05,1.7684027397990576e-07,1.7684027397990576e-07,1.7684027397990576e-07
1680,2.275381835456106e-05,2.0640319015845826e-07,2.0640319015845826e-07,2.0640319015845826e-07
1681,2.2464887998856803e-05,1.9624851331302905e-07,1.9624851331302905e-07,1.9624851331302905e-07
1682,2.2399569908364875e-05,2.1640954628310283e-07,2.1640954628310283e-07,2.1640954628310283e-07
1683,2.3171058403802037e-05,3.0467845947766493e-07,3.0467845947766493e-07,3.0467845947766493e-07
1684,2.3040864497098873e-05,3.2953542066544675e-07,3.2953542066544675e-07,3.2953542066544675e-07
1685,2.1882519571850674e-05,3.3010994116011716e-07,3.3010994116011716e-07,3.3010994116011716e-07
1686,2.359411142346549e-05,3.392248158564014e-07,3.392248158564014e-07,3.392248158564014e-07
1687,2.1828457647643518e-05,3.261191190111796e-07,3.261191190111796e-07,3.261191190111796e-07
1688,2.10232806888858e-05,3.037432715505669e-07,3.037432715505669e-07,3.037432715505669e-07
1689,2.1546940323397784e-05,3.467245781913724e-07,3.467245781913724e-07,3.467245781913724e-07
1690,2.0345030861790292e-05,2.7922595588084474e-07,2.7922595588084474e-07,2.7922595588084474e-07
1691,2.2748274984353755e-05,2.697149028563217e-07,2.697149028563217e-07,2.697149028563217e-07
1692,2.3475454716909943e-05,2.766393285875373e-07,2.766393285875373e-07,2.766393285875373e-07
1693,2.1718058113557553e-05,2.2138091537726723e-07,2.2138091537726723e-07,2.2138091537726723e-07
1694,2.0532677808660083e-05,1.801808256881746e-07,1.801808256881746e-07,1.801808256881746e-07
1695,2.107107476539178e-05,2.1119443260886328e-07,2.1119443260886328e-07,2.1119443260886328e-07
1696,2.2481629847399226e-05,2.4252777157991137e-07,2.4252777157991137e-07,2.4252777157991137e-07
1697,2.5362326726151097e-05,2.658399296251446e-07,2.658399296251446e-07,2.658399296251446e-07
1698,2.5156403613176997e-05,2.376503646571239e-07,2.376503646571239e-07,2.376503646571239e-07
1699,2.67831637756899e-05,2.4259243705923185e-07,2.4259243705923185e-07,2.4259243705923185e-07
1700,3.044977165700402e-05,2.945838478548727e-07,2.945838478548727e-07,2.945838478548727e-07
1701,3.2995524504388284e-05,3.4291764450244955e-07,3.4291764450244955e-07,3.4291764450244955e-07
1702,3.3761906576858435e-05,3.7182983549298244e-07,3.7182983549298244e-07,3.7182983549298244e-07
1703,3.451178807673776e-05,3.546426268842749e-07,3.546426268842749e-07,3.546426268842749e-07
1704,3.5667411274126994e-05,3.4520724463098826e-07,3.4520724463098826e-07,3.4520724463098826e-07
1705,3.5425209197066056e-05,3.610959221792395e-07,3.610959221792395e-07,3.610959221792395e-07
1706,3.6266272478055074e-05,3.1989314359342255e-07,3.1989314359342255e-07,3.1989314359342255e-07
1707,3.418745758868421e-05,2.800541858099288e-07,2.800541858099288e-07,2.800541858099288e-07
1708,3.440844972958855e-05,2.6065799119123767e-07,2.6065799119123767e-07,2.6065799119123767e-07
1709,3.5708916714481476e-05,2.4883225790972574e-07,2.4883225790972574e-07,2.4883225790972574e-07
1710,3.7504211962056744e-05,2.404038811830235e-07,2.404038811830235e-07,2.404038811830235e-07
1711,3.6673188982864045e-05,2.2514147194182703e-07,2.2514147194182703e-07,2.2514147194182703e-07
1712,3.772253486593919e-05,2.6455419340923723e-07,2.6455419340923723e-07,2.6455419340923723e-07
1713,3.6809292006572445e-05,2.751148408768651e-07,2.751148408768651e-07,2.751148408768651e-07
1714,3.8434304899835426e-05,3.108204416386278e-07,3.108204416386278e-07,3.108204416386278e-07
1715,3.881962922085742e-05,2.81882839609742e-07,2.81882839609742e-07,2.81882839609742e-07
1716,3.922542444862691e-05,2.603476494706618e-07,2.603476494706618e-07,2.603476494706618e-07
1717,3.746337097254582e-05,2.3733598806887e-07,2.3733598806887e-07,2.3733598806887e-07
1718,3.5802485529399875e-05,2.2569308707634912e-07,2.2569308707634912e-07,2.2569308707634912e-07
1719,3.589775639868874e-05,1.8257350272879842e-07,1.8257350272879842e-07,1.8257350272879842e-07
1720,3.572331427546617e-05,1.971819852794202e-07,1.971819852794202e-07,1.971819852794202e-07
1721,3.416390869201028e-05,1.668440476570205e-07,1.668440476570205e-07,1.668440476570205e-07
1722,3.316175726857702e-05,2.054819811446253e-07,2.054819811446253e-07,2.054819811446253e-07
1723,3.127309277520648e-05,1.9126745901384572e-07,1.9126745901384572e-07,1.9126745901384572e-07
1724,3.054516751685047e-05,1.689027061705214e-07,1.689027061705214e-07,1.689027061705214e-07
1725,3.150294963104118e-05,1.6851390276834926e-07,1.6851390276834926e-07,1.6851390276834926e-07
1726,3.1426509979480344e-05,1.5475204000787407e-07,1.5475204000787407e-07,1.5475204000787407e-07
1727,3.0119989657708046e-05,1.3219295880162463e-07,1.3219295880162463e-07,1.3219295880162463e-07
1728,3.0435469982746455e-05,1.6002976163268352e-07,1.6002976163268352e-07,1.6002976163268352e-07
1729,3.13150132050006e-05,1.5325171176527874e-07,1.5325171176527874e-07,1.5325171176527874e-07
1730,3.281695327521967e-05,1.654510737937796e-07,1.654510737937796e-07,1.654510737937796e-07
1731,3.412304951260532e-05,1.6286761349095157e-07,1.6286761349095157e-07,1.6286761349095157e-07
1732,3.437685310408207e-05,1.6803170816664143e-07,1.6803170816664143e-07,1.6803170816664143e-07
1733,3.389551108869325e-05,1.6994352287318698e-07,1.6994352287318698e-07,1.6994352287318698e-07
1734,3.584043536518168e-05,1.820667492324901e-07,1.820667492324901e-07,1.820667492324901e-07
1735,3.598617851301762e-05,1.625775344190775e-07,1.625775344190775e-07,1.625775344190775e-07
1736,3.534210346905249e-05,1.6379160021935085e-07,1.6379160021935085e-07,1.6379160021935085e-07
1737,3.4104815183257286e-05,1.5308514227691766e-07,1.5308514227691766e-07,1.5308514227691766e-07
1738,3.2743551855674013e-05,1.3767673984992663e-07,1.3767673984992663e-07,1.3767673984992663e-07
1739,3.288613775761665e-05,1.5423794102226956e-07,1.5423794102226956e-07,1.5423794102226956e-07
1740,3.3042485613675255e-05,1.4813819047633713e-07,1.4813819047633713e-07,1.4813819047633713e-07
1741,3.158417764227904e-05,1.4015358423031493e-07,1.4015358423031493e-07,1.4015358423031493e-07
1742,3.1138687908034104e-05,1.3979536918538672e-07,1.3979536918538672e-07,1.3979536918538672e-07
1743,3.0626330824036684e-05,1.3561559951215584e-07,1.3561559951215584e-07,1.3561559951215584e-07
1744,3.204871635326916e-05,1.4855670623806612e-07,1.4855670623806612e-07,1.4855670623806612e-07
1745,3.310485356321026e-05,1.5568804201393505e-07,1.5568804201393505e-07,1.5568804201393505e-07
1746,3.3222742266454066e-05,1.6643361025866659e-07,1.6643361025866659e-07,1.6643361025866659e-07
1747,3.2857871701708063e-05,1.7641396356436546e-07,1.7641396356436546e-07,1.7641396356436546e-07
1748,3.375943898780471e-05,1.8042830264773458e-07,1.8042830264773458e-07,1.8042830264773458e-07
1749,3.455769781014949e-05,1.7473993502952518e-07,1.7473993502952518e-07,1.7473993502952518e-07
1750,3.519738467210638e-05,1.5904068106920022e-07,1.5904068106920022e-07,1.5904068106920022e-07
1751,3.439634383539669e-05,1.5367115021750317e-07,1.5367115021750317e-07,1.5367115021750317e-07
1752,3.4969966301494946e-05,1.5664235876654077e-07,1.5664235876654077e-07,1.5664235876654077e-07
1753,3.431189491363641e-05,1.4699465619319847e-07,1.4699465619319847e-07,1.4699465619319847e-07
1754,3.405884620276213e-05,1.4296008897320333e-07,1.4296008897320333e-07,1.4296008897320333e-07
1755,3.5132839392255324e-05,1.4424154467665824e-07,1.4424154467665824e-07,1.4424154467665824e-07
1756,3.444361911013922e-05,1.578105986206018e-07,1.578105986206018e-07,1.578105986206018e-07
1757,3.4657000079667864e-05,1.6897665895092879e-07,1.6897665895092879e-07,1.6897665895092879e-07
1758,3.517955467811719e-05,1.8174525808132914e-07,1.8174525808132914e-07,1.8174525808132914e-07
1759,3.4135162682754784e-05,2.0441764344728393e-07,2.0441764344728393e-07,2.0441764344728393e-07
1760,3.5157213330551584e-05,1.9553246488612785e-07,1.9553246488612785e-07,1.9553246488612785e-07
1761,3.576596957697932e-05,1.9959222795153308e-07,1.9959222795153308e-07,1.9959222795153308e-07
1762,3.4667501105494534e-05,1.9793303757913755e-07,1.9793303757913755e-07,1.9793303757913755e-07
1763,3.428290126196641e-05,1.815749085056138e-07,1.815749085056138e-07,1.815749085056138e-07
1764,3.423475521101084e-05,1.8251003958929296e-07,1.8251003958929296e-07,1.8251003958929296e-07
1765,3.421423493169381e-05,1.71905875439344e-07,1.71905875439344e-07,1.71905875439344e-07
1766,3.369954304486912e-05,1.404412337535632e-07,1.404412337535632e-07,1.404412337535632e-07
1767,3.329888464317524e-05,1.4565081737519643e-07,1.4565081737519643e-07,1.4565081737519643e-07
1768,3.282796751591377e-05,1.6090389820533346e-07,1.6090389820533346e-07,1.6090389820533346e-07
1769,3.275007735023142e-05,1.7295209835716768e-07,1.7295209835716768e-07,1.7295209835716768e-07
1770,3.307333775280442e-05,1.9339803054257182e-07,1.9339803054257182e-07,1.9339803054257182e-07
1771,3.293862027931027e-05,1.9969363813337232e-07,1.9969363813337232e-07,1.9969363813337232e-07
1772,3.227044414545942e-05,1.9983910653260345e-07,1.9983910653260345e-07,1.9983910653260345e-07
1773,3.2552052808958774e-05,2.3975043664644803e-07,2.3975043664644803e-07,2.3975043664644803e-07
1774,3.1903201618531186e-05,2.2126730669924655e-07,2.2126730669924655e-07,2.2126730669924655e-07
1775,3.158918791866329e-05,1.9836625447006944e-07,1.9836625447006944e-07,1.9836625447006944e-07
1776,3.178221647561129e-05,1.8655635411083234e-07,1.8655635411083234e-07,1.8655635411083234e-07
1777,3.143850881315302e-05,1.6658667638986507e-07,1.6658667638986507e-07,1.6658667638986507e-07
1778,3.25914809634144e-05,1.572441011684792e-07,1.572441011684792e-07,1.572441011684792e-07
1779,3.276924300215407e-05,1.514511660210311e-07,1.514511660210311e-07,1.514511660210311e-07
1780,3.3194655770785175e-05,1.3762569547485066e-07,1.3762569547485066e-07,1.3762569547485066e-07
1781,3.404040944587905e-05,1.6212109293129678e-07,1.6212109293129678e-07,1.6212109293129678e-07
1782,3.4337377136190685e-05,1.685284262618682e-07,1.685284262618682e-07,1.685284262618682e-07
1783,3.521450214196063e-05,1.9467064963204654e-07,1.9467064963204654e-07,1.9467064963204654e-07
1784,3.5980443499283865e-05,1.9380707020185843e-07,1.9380707020185843e-07,1.9380707020185843e-07
1785,3.466987462681053e-05,1.8612102183267e-07,1.8612102183267e-07,1.8612102183267e-07
1786,3.6699920851138555e-05,1.8561049890714848e-07,1.8561049890714848e-07,1.8561049890714848e-07
1787,3.725663814943151e-05,1.694813757272381e-07,1.694813757272381e-07,1.694813757272381e-07
1788,3.7296121133424875e-05,1.5656686969123257e-07,1.5656686969123257e-07,1.5656686969123257e-07
1789,3.766259708624732e-05,1.60748637004612e-07,1.60748637004612e-07,1.60748637004612e-07
1790,3.735091585050603e-05,1.3721412171565005e-07,1.3721412171565005e-07,1.3721412171565005e-07
1791,3.67897742502724e-05,1.466325910217035e-07,1.466325910217035e-07,1.466325910217035e-07
1792,3.776932654935601e-05,1.6689387548142675e-07,1.6689387548142675e-07,1.6689387548142675e-07
1793,3.588422103868132e-05,1.6327690742303146e-07,1.6327690742303146e-07,1.6327690742303146e-07
1794,3.470336689913113e-05,1.6647777861018248e-07,1.6647777861018248e-07,1.6647777861018248e-07
1795,3.428721434569785e-05,1.8615019976258346e-07,1.8615019976258346e-07,1.8615019976258346e-07
1796,3.499521543354993e-05,1.8951829819765669e-07,1.8951829819765669e-07,1.8951829819765669e-07
1797,3.5571470756882005e-05,1.8958935044111058e-07,1.8958935044111058e-07,1.8958935044111058e-07
1798,3.626506648808052e-05,1.9535227632364434e-07,1.9535227632364434e-07,1.9535227632364434e-07
1799,3.515871139825322e-05,1.7975251763248578e-07,1.7975251763248578e-07,1.7975251763248578e-07
1800,3.485906771467333e-05,1.9105970596098943e-07,1.9105970596098943e-07,1.9105970596098943e-07
1801,3.565410172866125e-05,1.9292399550912315e-07,1.9292399550912315e-07,1.9292399550912315e-07
1802,3.6234414437785745e-05,1.8404216867955775e-07,1.8404216867955775e-07,1.8404216867955775e-07
1803,3.5907449013653346e-05,1.9066082960047685e-07,1.9066082960047685e-07,1.9066082960047685e-07
1804,3.535363014504712e-05,1.9404517104248953e-07,1.9404517104248953e-07,1.9404517104248953e-07
1805,3.658846253529191e-05,1.9571745164219984e-07,1.9571745164219984e-07,1.9571745164219984e-07
1806,3.7379726044101904e-05,2.0441623657266712e-07,2.0441623657266712e-07,2.0441623657266712e-07
1807,3.817444927075745e-05,2.1047870088101002e-07,2.1047870088101002e-07,2.1047870088101002e-07
1808,3.913119196243185e-05,2.086605702191134e-07,2.086605702191134e-07,2.086605702191134e-07
1809,3.896851766122771e-05,1.941930786334264e-07,1.941930786334264e-07,1.941930786334264e-07
1810,3.881460725096986e-05,1.8069410044420563e-07,1.8069410044420563e-07,1.8069410044420563e-07
1811,3.864257814711891e-05,1.7660482143355694e-07,1.7660482143355694e-07,1.7660482143355694e-07
1812,3.7674411682278984e-05,1.629192100592393e-07,1.629192100592393e-07,1.629192100592393e-07
1813,3.759207434736059e-05,1.4954425304430125e-07,1.4954425304430125e-07,1.4954425304430125e-07
1814,3.7804770337450986e-05,1.3174361157552994e-07,1.3174361157552994e-07,1.3174361157552994e-07
1815,3.702664928693723e-05,1.2371246478031545e-07,1.2371246478031545e-07,1.2371246478031545e-07
1816,3.707914220285602e-05,1.2319507090653913e-07,1.2319507090653913e-07,1.2319507090653913e-07
1817,3.7588799127011695e-05,1.1146577451524666e-07,1.1146577451524666e-07,1.1146577451524666e-07
1818,3.7835911955750946e-05,9.907219273535312e-08,9.907219273535312e-08,9.907219273535312e-08
1819,3.8258182030403987e-05,8.81269558915067e-08,8.81269558915067e-08,8.81269558915067e-08
1820,3.911169811284968e-05,8.168533227603803e-08,8.168533227603803e-08,8.168533227603803e-08
1821,3.9175415752522114e-05,7.551104985736856e-08,7.551104985736856e-08,7.551104985736856e-08
1822,4.0127264323278465e-05,7.164630438134217e-08,7.164630438134217e-08,7.164630438134217e-08
1823,4.087420893483795e-05,6.424869220771662e-08,6.424869220771662e-08,6.424869220771662e-08
1824,4.143422847846523e-05,6.109149300722752e-08,6.109149300722752e-08,6.109149300722752e-08
1825,4.1866899014816484e-05,5.614313636215229e-08,5.614313636215229e-08,5.614313636215229e-08
1826,4.155991077173634e-05,5.367449265999572e-08,5.367449265999572e-08,5.367449265999572e-08
1827,4.1188449228814405e-05,5.1319044506012035e-08,5.1319044506012035e-08,5.1319044506012035e-08
1828,4.1690652454105604e-05,5.0188118296188936e-08,5.0188118296188936e-08,5.0188118296188936e-08
1829,4.285082052644741e-05,4.980831036505151e-08,4.980831036505151e-08,4.980831036505151e-08
1830,4.3341237739826154e-05,4.666246411488828e-08,4.666246411488828e-08,4.666246411488828e-08
1831,4.3177421632987845e-05,4.234204402970525e-08,4.234204402970525e-08,4.234204402970525e-08
1832,4.3068033327082435e-05,4.180136668553912e-08,4.180136668553912e-08,4.180136668553912e-08
1833,4.374787853781267e-05,4.175328781132391e-08,4.175328781132391e-08,4.175328781132391e-08
1834,4.410023185690599e-05,4.156693782826031e-08,4.156693782826031e-08,4.156693782826031e-08
1835,4.402501664506937e-05,4.3039331590729746e-08,4.3039331590729746e-08,4.3039331590729746e-08
1836,4.302472630765156e-05,4.131405516107277e-08,4.131405516107277e-08,4.131405516107277e-08
1837,4.299454407633415e-05,4.0635359712025224e-08,4.0635359712025224e-08,4.0635359712025224e-08
1838,4.318011893441768e-05,4.077606087702991e-08,4.077606087702991e-08,4.077606087702991e-08
