ngram,student,stuent,studnt,studdent
1937,7.787365133741073e-05,1.995119973991726e-09,2.792968951353154e-10,2.0396320148703088e-10
1938,7.80397396218697e-05,1.8703102875962584e-09,2.7481613611752513e-10,3.2999594723470693e-10
1939,7.86520353618211e-05,1.932606138613632e-09,2.300312024194895e-10,3.063527011436053e-10
1940,7.797383711606796e-05,2.208921490165494e-09,1.6315583011612082e-10,3.8373248626274604e-10
1941,7.732560334261507e-05,2.2651391556089654e-09,1.9073440049588442e-10,4.3888962702227323e-10
1942,7.58400939438226e-05,2.4138508017809303e-09,2.6545854007028625e-10,5.136137665966751e-10
1943,7.467219464680446e-05,2.4404630538654715e-09,2.874277581816591e-10,5.790055260642849e-10
1944,7.315624679904431e-05,2.4263393040767157e-09,4.512274700710758e-10,4.667934451672653e-10
1945,7.347436206016158e-05,2.2481005152690567e-09,4.857834789191123e-10,3.708359492498354e-10
1946,7.293218992085062e-05,2.4127191197312723e-09,5.18735949036778e-10,4.2048026172025743e-10
1947,7.344764682264733e-05,2.6365127065679825e-09,6.585124509176207e-10,3.431004766011167e-10
1948,7.293394758432572e-05,2.760648424146187e-09,6.993338804875801e-10,3.0504333582902024e-10
1949,7.350490860907095e-05,2.7860713577457628e-09,7.436528813377561e-10,2.6433152095733144e-10
1950,7.39466174439128e-05,3.1761238718429142e-09,7.345861815658391e-10,2.247447981686333e-10
1951,7.419193051256505e-05,3.2673388439263817e-09,6.086471287287359e-10,2.247447981686333e-10
1952,7.338405911078942e-05,3.359126849693845e-09,6.307586159730911e-10,1.8412048770542556e-10
1953,7.32992120902054e-05,3.350767790217495e-09,6.421535168689627e-10,1.658546484674593e-10
1954,7.305518894489589e-05,3.1820312416743134e-09,4.910997085185085e-10,1.8037060436507498e-10
1955,7.436079405514257e-05,3.1748645617264107e-09,4.951709677212892e-10,2.2124761249266355e-10
1956,7.474515587091446e-05,3.2721091867772755e-09,4.5693586216342755e-10,2.0070329327064636e-10
1957,7.528592478982838e-05,3.245025200929571e-09,4.3583963719808136e-10,1.5851084333995402e-10
1958,7.568952215868714e-05,3.224057402003869e-09,3.7689776002539487e-10,2.0611807498888927e-10
1959,7.59702836928357e-05,3.215952583600158e-09,3.549477071389846e-10,2.3560988180301324e-10
1960,7.64647193136625e-05,3.2268306122367515e-09,3.349273091011819e-10,2.465828523510817e-10
1961,7.740084402030334e-05,3.18351085175956e-09,3.654336287937733e-10,2.4332246535101783e-10
1962,7.738447519451646e-05,3.2222565568166115e-09,4.1538344291991436e-10,2.0574896944910596e-10
1963,7.817539257562853e-05,3.30549232430144e-09,4.2371011560460303e-10,2.31896389987377e-10
1964,7.909315796236374e-05,3.3090890028120157e-09,4.379463200817771e-10,2.2439555868209686e-10
1965,8.02546928753145e-05,3.4011588149037866e-09,5.111085998876774e-10,2.561240634262647e-10
1966,8.326329407282174e-05,3.597507593409789e-09,5.425696162194729e-10,2.988790177650889e-10
1967,8.568940289218776e-05,3.6711671480560426e-09,5.215226663222796e-10,3.09595647729477e-10
1968,8.847931894706562e-05,3.690341112059871e-09,5.827788846739829e-10,3.0719662032417464e-10
1969,9.092427873318749e-05,3.949412955403123e-09,5.142191236310164e-10,3.316775376175204e-10
1970,9.180242029417838e-05,4.017432132995071e-09,5.127795053651494e-10,3.359096562413225e-10
1971,9.211766986741818e-05,3.8355726848595035e-09,6.558666784276365e-10,3.805793408592376e-10
1972,9.154458322362708e-05,3.802906339040695e-09,1.4719225045161416e-09,3.36025385096393e-10
1973,8.954407011125503e-05,3.6435225947428762e-09,1.4170081814273467e-09,3.47143840459133e-10
1974,8.714695598298152e-05,3.4461922839211313e-09,1.893527814703485e-09,3.3481328324892953e-10
1975,8.453744937599237e-05,3.398489584987325e-09,1.9170013235544505e-09,3.5839474245489914e-10
1976,8.119319993836273e-05,3.0500145583748204e-09,1.9515407504285977e-09,3.295831752355863e-10
1977,7.948202151705377e-05,2.6681717311762198e-09,2.1126644045299514e-09,3.659997434092764e-10
1978,7.726675643685407e-05,2.671795689452543e-09,1.9752370156167487e-09,3.7678279643119493e-10
1979,7.558049505210615e-05,2.6585283974256413e-09,1.0784706956844049e-09,3.5012871669420116e-10
1980,7.398790018799315e-05,2.7704737075901723e-09,1.100312101352609e-09,2.902636870939977e-10
1981,7.27584566837842e-05,2.8555473065493077e-09,5.859839914888556e-10,2.7241556728650554e-10
1982,7.174712560039811e-05,2.811839538985339e-09,4.710549787535965e-10,2.770350427235993e-10
1983,7.14404190408199e-05,2.849301509019345e-09,4.270692747855774e-10,3.053772155782651e-10
1984,7.0857659531092e-05,2.917234105075701e-09,1.9295171809525462e-10,2.5451547615494366e-10
1985,7.07472738992822e-05,2.8546215550103884e-09,2.2541867777154627e-10,1.883101933315106e-10
1986,7.058003913178774e-05,2.6851593646983117e-09,2.2988894121667158e-10,1.8709104751546413e-10
1987,7.097846329478281e-05,2.466566094229604e-09,1.884060833932745e-10,1.545943789649229e-10
1988,7.151547574072279e-05,2.3442794055179253e-09,1.8700930585837027e-10,1.3863639204890277e-10
1989,7.149420603777148e-05,2.1392454633125826e-09,1.7883832757946217e-10,1.1488293947100762e-10
1990,7.263137376867235e-05,1.9052016630993762e-09,1.8102553037928944e-10,8.378282888894212e-11
1991,7.317914943476873e-05,1.9446479823262817e-09,1.9260141745358617e-10,5.4380455495804474e-11
1992,7.422441558446735e-05,1.9010615462785754e-09,3.3108982073838863e-10,5.350872671537412e-11
1993,7.51835697363796e-05,1.857075477522991e-09,3.232468742080703e-10,4.6600171638155885e-11
1994,7.672457910043054e-05,1.848411582524737e-09,3.35884458639381e-10,4.641583397397524e-11
1995,7.809992426440917e-05,1.8308504553691103e-09,3.3479590181533554e-10,4.58715555619525e-11
1996,8.0048839403649e-05,1.9225838064431043e-09,3.596540852833309e-10,3.8869571252129835e-11
1997,8.064102335733228e-05,1.945075624375038e-09,3.245568962393998e-10,6.006979140295497e-11
1998,8.177104713727854e-05,1.8280158815236242e-09,3.387243352867156e-10,7.162536635225386e-11
1999,8.274137404181861e-05,1.5749775015917932e-09,1.51398990566598e-10,6.526302018646949e-11
2000,8.326679484785668e-05,1.4845330877287311e-09,1.3851627186526168e-10,6.526302018646949e-11
2001,8.376878707037707e-05,1.3360786167902562e-09,1.327866725305985e-10,6.383062035280368e-11
2002,8.461321184378383e-05,1.300979740603836e-09,1.2538096354803534e-10,5.7443488953629846e-11
2003,8.492803109610187e-05,1.1188242832194106e-09,1.506102782171987e-10,5.1141449706034894e-11
2004,8.543585136067122e-05,1.0443555504518238e-09,1.4919832135624437e-10,2.1672851013843086e-11
2005,8.562655836742903e-05,8.728671793293127e-10,1.1869099552403688e-10,1.0117276064544204e-11
2006,8.583825027536867e-05,9.107196901376418e-10,1.0242126293905481e-10,1.0117276064544204e-11
2007,8.621506588367213e-05,8.508567818564319e-10,1.1852274618100774e-10,1.0117276064544204e-11
2008,8.4795242790798e-05,7.730303540144843e-10,9.823982599632686e-11,5.0465460183739855e-12
2009,8.208735588206244e-05,5.746411481575921e-10,1.1361466727739205e-10,2.5789941115223717e-11
2010,8.05477746845489e-05,5.698949764479774e-10,7.32507417817401e-11,3.807162967820307e-11
2011,7.912967079651676e-05,4.766322574718223e-10,7.244244390866176e-11,3.76674807416639e-11
2012,7.837709355434137e-05,4.3836856367107657e-10,7.852482949591685e-11,4.300733826607355e-11
2013,7.741715255958428e-05,4.210534857282003e-10,8.387585219625317e-11,4.835836096640987e-11
2014,7.501183011169945e-05,3.615004763789033e-10,6.777436895430026e-11,5.874986112676593e-11
2015,7.280328593749021e-05,2.875649515137508e-10,6.777436895430026e-11,7.504187450007344e-11
2016,7.303551683435217e-05,2.3363212108987573e-10,4.703097385745052e-11,5.4298479403223714e-11
2017,7.238088316322926e-05,1.818227784768552e-10,3.576462101010739e-11,4.901958931361842e-11
2018,7.16931390343234e-05,1.791912000725926e-10,2.991883338299139e-11,5.232415126177337e-11
2019,7.02592315064976e-05,1.8660999741987316e-10,9.36428972558856e-12,5.606043840949981e-11
