ngram,history,hitory,hisory,histroy
1903,0.00016092543124354312,4.563324575355767e-09,4.823017858106888e-09,1.3259375581624916e-09
1904,0.00015969377584821944,4.494764846033458e-09,5.023971714836404e-09,1.2937457295945721e-09
1905,0.00015821164665145,4.556621334219e-09,5.181180373625693e-09,1.5666882870389388e-09
1906,0.00015488215181643942,4.746826772919885e-09,5.161594136231835e-09,1.8378612758646845e-09
1907,0.00015380941788732474,4.798524910754054e-09,4.9954765403624285e-09,1.9477067102004396e-09
1908,0.0001521542331569695,4.199269471832119e-09,4.742518187685261e-09,2.0885145359171376e-09
1909,0.0001505719659949786,4.0755273441764726e-09,4.8632694062332254e-09,2.0266434720893146e-09
1910,0.00014933570595790764,4.032404061453982e-09,4.6180501327748e-09,1.7861734075934927e-09
1911,0.00014663838789731796,4.140113363249043e-09,4.470223810163329e-09,2.00044126501859e-09
1912,0.0001448415277991444,4.412830450257437e-09,4.117562291128252e-09,2.094935264944959e-09
1913,0.00014357045542315712,4.207780822186789e-09,4.067662587711343e-09,2.3124415001899277e-09
1914,0.00014165533398876766,4.104016967535326e-09,4.197930955232973e-09,2.4284976172874094e-09
1915,0.00014014141717260436,4.197455113644619e-09,4.725704272345865e-09,2.5980784904408185e-09
1916,0.00013907261433944638,4.1829983921104485e-09,5.1314288691222436e-09,3.2832358022792464e-09
1917,0.00013845086297286407,4.177090165821287e-09,5.126479812085043e-09,3.857365664978423e-09
1918,0.000137844164523163,4.367354541504451e-09,5.676652417970932e-09,3.90895484235289e-09
1919,0.0001373631093883887,4.256037744454488e-09,6.052081502616602e-09,3.845255923197653e-09
1920,0.00013780885949797397,3.9482429072178e-09,6.208319763041053e-09,3.789169739880955e-09
1921,0.00013778960939297185,3.5626073202621455e-09,6.224134985188812e-09,3.770106449252353e-09
1922,0.00013782611599058976,3.13372106042209e-09,5.961932344636775e-09,4.185056333229551e-09
1923,0.00014018156174902936,2.922149347891637e-09,5.663155087733327e-09,3.8656769531440565e-09
1924,0.00014136402543434606,2.5449264759050803e-09,5.851063379834289e-09,3.449992799379028e-09
1925,0.00014257821645255068,1.9466796904613457e-09,5.52307533041585e-09,3.818027513194774e-09
1926,0.00014408297595634525,1.3280842219615912e-09,5.731644238591928e-09,3.979134958039968e-09
1927,0.00014485184926473136,1.2088330098818695e-09,5.807772929244948e-09,3.742022358643737e-09
1928,0.00014559698424168995,1.2051318911053345e-09,5.812076788101552e-09,3.6518863012956005e-09
1929,0.0001466162544342556,1.2372246957096218e-09,5.777061432407241e-09,3.337592662561966e-09
1930,0.00014459677497922842,1.2121833457636099e-09,6.059055352685456e-09,3.5133509910880078e-09
1931,0.00014476717582770756,1.2004421663063575e-09,6.382975735265615e-09,3.743141336569928e-09
1932,0.000145248748594895,1.1825415646704585e-09,6.643016739868049e-09,3.408272822699335e-09
1933,0.00014520127816857503,1.2298526641529861e-09,6.469889195821159e-09,3.2522075667427787e-09
1934,0.00014640113347143467,1.22795914706383e-09,6.707297637932795e-09,3.1368926503968655e-09
1935,0.00014672107395849058,1.5133265434436843e-09,7.066875529204708e-09,3.0157993562746857e-09
1936,0.0001461183897585475,1.5247628556583744e-09,7.0071292260617415e-09,3.091983145710385e-09
1937,0.00014668228478902684,1.4592556528216149e-09,7.1906462371730734e-09,2.5716977436474053e-09
1938,0.00014636398866839175,1.4496425964389508e-09,6.993492832460138e-09,2.573572339364156e-09
1939,0.00014661833535813327,1.3849667523935238e-09,6.629081093580323e-09,2.593584807237497e-09
1940,0.00014666664771669145,1.3233435855067706e-09,6.842550462745781e-09,2.6666479500749217e-09
1941,0.00014608312423141406,1.3866970191170731e-09,7.248224560234868e-09,3.1385692774879968e-09
1942,0.00014529409444159164,1.1886451109103087e-09,7.053334234135329e-09,3.444786329203404e-09
1943,0.00014565961360598782,1.2147414740759643e-09,7.501488700053675e-09,3.3953872412086282e-09
1944,0.00014531194340504174,1.1680013940156592e-09,7.319375962465204e-09,3.7331605426008505e-09
1945,0.00014577695193500922,1.2379858566851404e-09,7.3758256645208215e-09,3.8710190925732894e-09
1946,0.00014487778701420342,1.196256252785791e-09,7.936305073436806e-09,4.151186949741259e-09
1947,0.0001446995115007407,1.2844462319147203e-09,8.024702172601143e-09,4.2240521556737215e-09
1948,0.00014389529782679996,1.2519176647732673e-09,7.640338013053288e-09,4.113223571268674e-09
1949,0.0001440671954437026,1.3508623426210826e-09,8.027012451553413e-09,4.101541868044884e-09
1950,0.00014407131363571222,1.3393688063396375e-09,8.157770966680085e-09,4.5420339552951614e-09
1951,0.0001444744474221287,1.405158727469618e-09,8.609018006414511e-09,4.563817355775411e-09
1952,0.00014364686960886632,1.3807315529008284e-09,8.865869181663908e-09,4.56869897469403e-09
1953,0.0001441368637772809,1.4548834042266939e-09,8.750950948004693e-09,4.611931566803459e-09
1954,0.00014360715327451805,1.5506008540658707e-09,8.695404142754017e-09,4.8473719324196705e-09
1955,0.0001439545927236655,1.449466372324285e-09,8.719667273940753e-09,5.3515753098817444e-09
1956,0.0001445494854124263,1.3418373713745625e-09,8.821479800604135e-09,5.544580286961523e-09
1957,0.00014539860006022667,1.2917223639925218e-09,8.780485544994982e-09,5.349156482838322e-09
1958,0.00014609295716841837,1.2478566909937934e-09,8.634836591779406e-09,5.577220907326819e-09
1959,0.00014760581585246006,1.208984420511935e-09,8.448654855085027e-09,5.656991066059293e-09
1960,0.00014815462470453764,1.2638492633395719e-09,8.64328266102023e-09,6.110538741666005e-09
1961,0.00015023164451122284,1.1826511516131534e-09,8.59452153889606e-09,6.448973609098272e-09
1962,0.0001513131137471646,1.2589137351629427e-09,8.492730455397383e-09,6.4078353417024965e-09
1963,0.00015284313121810555,1.2613104846285035e-09,8.192174494325855e-09,6.574685684768156e-09
1964,0.00015405351171336536,1.2972452953111509e-09,7.787895090720959e-09,6.8420348117318295e-09
1965,0.00015581702921606068,1.3452686742354558e-09,7.702686298318083e-09,6.86661280216835e-09
1966,0.00015636537864338607,1.3843924419530497e-09,7.550533722065568e-09,6.9879355635293905e-09
1967,0.00015724816434417984,1.4645096246823641e-09,7.039147169913511e-09,7.174763640348049e-09
1968,0.0001564570640247049,1.4881209756520013e-09,6.736509064860943e-09,7.109592787506764e-09
1969,0.00015604854602965394,1.5044305959729547e-09,6.724194407630486e-09,7.524091191360834e-09
1970,0.00015521415584121963,1.374240848101798e-09,6.778209422313759e-09,8.00615396201465e-09
1971,0.00015394898530628,1.4449574552750327e-09,6.773926055002124e-09,8.457603252663505e-09
1972,0.00015222844792463417,1.4335103738970035e-09,6.602573091437794e-09,9.419529473880012e-09
1973,0.00015080378839879164,1.4695605843328963e-09,6.561949967525444e-09,1.0498599196344977e-08
1974,0.00014921870648062656,1.4139637714651242e-09,6.435897021666343e-09,1.0660101626821676e-08
1975,0.00014844224746671638,1.4373293190571091e-09,6.4194534767279626e-09,1.0942746645322846e-08
1976,0.00014787008279069726,1.4587023811074573e-09,6.090983400192889e-09,1.0831002888218272e-08
1977,0.0001479288933166702,1.6358788450838396e-09,5.803976093383361e-09,1.078434484570932e-08
1978,0.0001481129293097183,1.563981087495035e-09,5.626168737243071e-09,1.0902837363094671e-08
1979,0.00014847621371570443,1.5596184026784548e-09,5.452200024791409e-09,1.0563027658910024e-08
1980,0.0001490491267759353,1.4604779449304113e-09,5.2582351806051975e-09,1.0403109231203546e-08
1981,0.0001496419156735231,1.3767963277392222e-09,5.44713017548913e-09,1.0474154115464834e-08
1982,0.0001510238549339452,1.475836104119261e-09,5.366428127270442e-09,1.0957918255322901e-08
1983,0.00015218425999462073,1.5414155190336081e-09,5.395873842977445e-09,1.1517214864349107e-08
1984,0.0001531376890073131,1.445607617738582e-09,5.282161057757711e-09,1.1586766593804247e-08
1985,0.0001546651723661593,1.4098448281834359e-09,5.243164569179726e-09,1.1277690654359113e-08
1986,0.0001558563775948382,1.3679873741726363e-09,5.05500904627151e-09,1.1031423013158864e-08
1987,0.00015813463583721647,1.378437522855539e-09,5.07977793162695e-09,1.0532068169969274e-08
1988,0.0001601366384420544,1.4407152613772821e-09,4.654237027525352e-09,1.0101917144059565e-08
1989,0.00016172795065878226,1.234345697082822e-09,4.548642700592203e-09,9.235060145178814e-09
1990,0.0001637705635013325,1.2208390726924684e-09,4.472696149956537e-09,8.698933954117853e-09
1991,0.0001658771257747763,1.255422741954147e-09,4.403476916436944e-09,8.297724729544598e-09
1992,0.00016679303579231991,1.2498411274185018e-09,4.199778112580686e-09,7.857383442301722e-09
1993,0.00016951321283288832,1.2400300072482447e-09,4.1426112064511605e-09,7.411637716257604e-09
1994,0.00017136036642893617,1.1638871295310033e-09,3.8755837903993646e-09,7.071150839469251e-09
1995,0.00017396633172341223,1.0256590021739953e-09,3.7203387989340595e-09,6.673129731333509e-09
1996,0.0001764296508294397,1.0130574553838097e-09,3.584508943634189e-09,6.237609349670135e-09
1997,0.00017862100087638413,8.981344636259183e-10,3.5070071925856284e-09,5.763825163183713e-09
1998,0.00017971817578654736,7.580428031315835e-10,3.2098861029490014e-09,5.5132428146618756e-09
1999,0.00018283839952865883,6.76787772649742e-10,3.1710538004960297e-09,5.0726436384707085e-09
2000,0.0001835605424795566,5.882510946607158e-10,3.0165205254308246e-09,4.671234256546443e-09
2001,0.00018579049459991178,5.428438492367199e-10,2.9517476399628808e-09,4.194014056681437e-09
2002,0.00018672263831831515,5.14515255797424e-10,2.9591299569428233e-09,3.728197274708935e-09
2003,0.0001876755995908752,4.899107865417664e-10,2.780511979391268e-09,3.5071703002082747e-09
2004,0.00018836647879132734,4.2250185096546847e-10,2.5382268985042954e-09,2.918112354929495e-09
2005,0.00018915741903973476,4.3844368611902137e-10,2.370429027668105e-09,2.4916903461148975e-09
2006,0.00018840460273038064,3.7851132793563305e-10,2.080120171348605e-09,2.2268376825047245e-09
2007,0.00018751433526631445,4.06919722619906e-10,1.9576481705537876e-09,1.9078775147031634e-09
2008,0.0001840637581023787,4.406493488548094e-10,1.8370470224380954e-09,1.6150945898146013e-09
2009,0.0001799090823624283,4.255217968659622e-10,1.5839996933156693e-09,1.600714441948473e-09
2010,0.00017750513299168752,4.2077562515634755e-10,1.3110303874265738e-09,1.4170727448613108e-09
2011,0.0001746687776176259,3.6869357021772156e-10,1.0740394764040063e-09,1.3250118304140658e-09
2012,0.00017363331945879118,3.0521564690315957e-10,9.432288283761636e-10,1.1160465884785253e-09
2013,0.00017413790919817984,3.2147316554796493e-10,8.530439370752723e-10,1.0324394196713017e-09
2014,0.0001724044725831066,2.671159067744812e-10,7.107551769358622e-10,1.0814829428821123e-09
2015,0.00017119412950705737,7.25386185642028e-10,5.223701788586205e-10,1.0801004297305334e-09
2016,0.00017227515179131712,7.172306954699487e-10,4.47906759301223e-10,9.25269773498018e-10
2017,0.0001720946941835185,7.46021115253607e-10,4.3180985639009367e-10,9.26642614492342e-10
2018,0.00017252676479984075,8.692279146460536e-10,4.4017955946884513e-10,9.299891745584432e-10
2019,0.00017101763660321012,1.0585006413044162e-09,4.661216967960513e-10,9.195229577763087e-10
