ngram,package,packge,packge,packge
1947,1.238953934392027e-05,7.153183759608542e-10,7.153183759608542e-10,7.153183759608542e-10
1948,1.2338955847163951e-05,7.627612351259114e-10,7.627612351259114e-10,7.627612351259114e-10
1949,1.2282315115693823e-05,8.003807458071119e-10,8.003807458071119e-10,8.003807458071119e-10
1950,1.245879879466624e-05,9.34527130283921e-10,9.34527130283921e-10,9.34527130283921e-10
1951,1.273547786695417e-05,1.087906994648843e-09,1.087906994648843e-09,1.087906994648843e-09
1952,1.293734736204247e-05,1.0819926462727177e-09,1.0819926462727177e-09,1.0819926462727177e-09
1953,1.2854382865563302e-05,1.1578622267321187e-09,1.1578622267321187e-09,1.1578622267321187e-09
1954,1.2995273209526204e-05,1.1249770876758142e-09,1.1249770876758142e-09,1.1249770876758142e-09
1955,1.3257454936267874e-05,1.239790873138905e-09,1.239790873138905e-09,1.239790873138905e-09
1956,1.3640332586614282e-05,1.227807157531759e-09,1.227807157531759e-09,1.227807157531759e-09
1957,1.3768260812087516e-05,1.1352847313033416e-09,1.1352847313033416e-09,1.1352847313033416e-09
1958,1.3880799867495495e-05,1.0298699432936026e-09,1.0298699432936026e-09,1.0298699432936026e-09
1959,1.3920811267910591e-05,1.2206286299181507e-09,1.2206286299181507e-09,1.2206286299181507e-09
1960,1.4243413845958588e-05,1.200993344457097e-09,1.200993344457097e-09,1.200993344457097e-09
1961,1.4493489548580588e-05,1.3324882070746875e-09,1.3324882070746875e-09,1.3324882070746875e-09
1962,1.471663303423806e-05,1.206890230611078e-09,1.206890230611078e-09,1.206890230611078e-09
1963,1.4930362859948737e-05,1.150652438410203e-09,1.150652438410203e-09,1.150652438410203e-09
1964,1.5315028446951017e-05,1.176101454320693e-09,1.176101454320693e-09,1.176101454320693e-09
1965,1.545297592591461e-05,1.2272115545997053e-09,1.2272115545997053e-09,1.2272115545997053e-09
1966,1.5902056475169957e-05,1.1483942051272932e-09,1.1483942051272932e-09,1.1483942051272932e-09
1967,1.6144594025848035e-05,1.1751857820208045e-09,1.1751857820208045e-09,1.1751857820208045e-09
1968,1.639845036801749e-05,1.1135506405857143e-09,1.1135506405857143e-09,1.1135506405857143e-09
1969,1.6688873334455172e-05,1.1922956669582367e-09,1.1922956669582367e-09,1.1922956669582367e-09
1970,1.6995500118355267e-05,1.1786834920788992e-09,1.1786834920788992e-09,1.1786834920788992e-09
1971,1.7412995605679627e-05,1.2316679343093995e-09,1.2316679343093995e-09,1.2316679343093995e-09
1972,1.8141004017836947e-05,1.2029496050074734e-09,1.2029496050074734e-09,1.2029496050074734e-09
1973,1.8563657899254133e-05,1.1141104150347303e-09,1.1141104150347303e-09,1.1141104150347303e-09
1974,1.9538593343375915e-05,1.1036527723464117e-09,1.1036527723464117e-09,1.1036527723464117e-09
1975,2.0549001159711873e-05,1.1771694095687378e-09,1.1771694095687378e-09,1.1771694095687378e-09
1976,2.1528156139538623e-05,1.159300766495619e-09,1.159300766495619e-09,1.159300766495619e-09
1977,2.250591075738027e-05,1.3109118076773792e-09,1.3109118076773792e-09,1.3109118076773792e-09
1978,2.3572875111962537e-05,1.2355999477543988e-09,1.2355999477543988e-09,1.2355999477543988e-09
1979,2.4480802364580866e-05,1.4036222105241946e-09,1.4036222105241946e-09,1.4036222105241946e-09
1980,2.607148209270755e-05,1.6468898546482892e-09,1.6468898546482892e-09,1.6468898546482892e-09
1981,2.7302042456410292e-05,1.8527586528474922e-09,1.8527586528474922e-09,1.8527586528474922e-09
1982,2.861462365087521e-05,1.926771924549391e-09,1.926771924549391e-09,1.926771924549391e-09
1983,2.9988412019780037e-05,2.1664125334933513e-09,2.1664125334933513e-09,2.1664125334933513e-09
1984,3.093834181657128e-05,2.3653041668149554e-09,2.3653041668149554e-09,2.3653041668149554e-09
1985,3.1685705315404835e-05,2.567512742095752e-09,2.567512742095752e-09,2.567512742095752e-09
1986,3.2136057728036705e-05,2.5658876610736213e-09,2.5658876610736213e-09,2.5658876610736213e-09
1987,3.218025033545148e-05,2.4281700459839938e-09,2.4281700459839938e-09,2.4281700459839938e-09
1988,3.1876153505956086e-05,2.412002153562298e-09,2.412002153562298e-09,2.412002153562298e-09
1989,3.157205797573884e-05,2.304653277742018e-09,2.304653277742018e-09,2.304653277742018e-09
1990,3.138872359288923e-05,2.0654421030639826e-09,2.0654421030639826e-09,2.0654421030639826e-09
1991,3.1539618118716006e-05,1.727952154378138e-09,1.727952154378138e-09,1.727952154378138e-09
1992,3.124861021725727e-05,1.6242291876546388e-09,1.6242291876546388e-09,1.6242291876546388e-09
1993,3.106920407195243e-05,1.4343284575930276e-09,1.4343284575930276e-09,1.4343284575930276e-09
1994,3.0723583092497264e-05,1.2907578973907009e-09,1.2907578973907009e-09,1.2907578973907009e-09
1995,3.0509521820931695e-05,1.093812818098172e-09,1.093812818098172e-09,1.093812818098172e-09
1996,3.0086394742413957e-05,9.936851976176187e-10,9.936851976176187e-10,9.936851976176187e-10
1997,2.9340650663860807e-05,9.556140640703298e-10,9.556140640703298e-10,9.556140640703298e-10
1998,2.8510563944499673e-05,9.298118307045553e-10,9.298118307045553e-10,9.298118307045553e-10
1999,2.814887193380855e-05,7.929625131123227e-10,7.929625131123227e-10,7.929625131123227e-10
2000,2.789779033004639e-05,7.551011879261945e-10,7.551011879261945e-10,7.551011879261945e-10
2001,2.745408944195203e-05,7.561040365240095e-10,7.561040365240095e-10,7.561040365240095e-10
2002,2.6925877526602043e-05,7.216639746105663e-10,7.216639746105663e-10,7.216639746105663e-10
2003,2.6328346783494843e-05,6.575208393628478e-10,6.575208393628478e-10,6.575208393628478e-10
2004,2.559245669025196e-05,6.434012687707633e-10,6.434012687707633e-10,6.434012687707633e-10
2005,2.4867510676683325e-05,6.105797930747567e-10,6.105797930747567e-10,6.105797930747567e-10
2006,2.4159428254019337e-05,5.904366519514172e-10,5.904366519514172e-10,5.904366519514172e-10
2007,2.3361875199563137e-05,5.241581930397793e-10,5.241581930397793e-10,5.241581930397793e-10
2008,2.274993390268979e-05,4.496396905600315e-10,4.496396905600315e-10,4.496396905600315e-10
2009,2.2198311593716164e-05,4.1889553333998974e-10,4.1889553333998974e-10,4.1889553333998974e-10
2010,2.1399614914636394e-05,4.552513961047262e-10,4.552513961047262e-10,4.552513961047262e-10
2011,2.093083977732541e-05,3.63605267918375e-10,3.63605267918375e-10,3.63605267918375e-10
2012,2.040566271586743e-05,3.3602128916644855e-10,3.3602128916644855e-10,3.3602128916644855e-10
2013,1.9738387241626958e-05,3.2283053115676555e-10,3.2283053115676555e-10,3.2283053115676555e-10
2014,1.899341181602462e-05,2.9565190177002366e-10,2.9565190177002366e-10,2.9565190177002366e-10
2015,1.8108819858753122e-05,3.074903883103021e-10,3.074903883103021e-10,3.074903883103021e-10
2016,1.7419388054154945e-05,2.6396472507794755e-10,2.6396472507794755e-10,2.6396472507794755e-10
2017,1.7266225768253207e-05,1.933297526697982e-10,1.933297526697982e-10,1.933297526697982e-10
2018,1.689292330411263e-05,2.1899699137462037e-10,2.1899699137462037e-10,2.1899699137462037e-10
2019,1.655938285693992e-05,2.176777352119741e-10,2.176777352119741e-10,2.176777352119741e-10
