ngram,sport,sprt,sport,spot
1644,1.3641970083101893e-05,0.0,1.3641970083101893e-05,6.389224771347861e-06
1645,1.4123667645955201e-05,0.0,1.4123667645955201e-05,6.12702722589477e-06
1646,1.29784823781977e-05,1.007384103754053e-07,1.29784823781977e-05,5.797014864583616e-06
1647,1.3312893965381331e-05,1.007384103754053e-07,1.3312893965381331e-05,5.391970132352851e-06
1648,1.4999673550976564e-05,1.007384103754053e-07,1.4999673550976564e-05,6.35362331584994e-06
1649,6.598369980435694e-06,1.007384103754053e-07,6.598369980435694e-06,4.771943102761205e-06
1650,1.79637566718936e-05,1.007384103754053e-07,1.79637566718936e-05,6.469935345064316e-06
1651,1.8543112625073782e-05,1.007384103754053e-07,1.8543112625073782e-05,6.424644912580593e-06
1652,1.995796584911399e-05,1.007384103754053e-07,1.995796584911399e-05,6.971569454045883e-06
1653,2.0987864088186014e-05,0.0,2.0987864088186014e-05,6.8947694801733765e-06
1654,2.0005919947964556e-05,0.0,2.0005919947964556e-05,7.287171846266054e-06
1655,1.9765240365034386e-05,0.0,1.9765240365034386e-05,6.59984344305745e-06
1656,2.0210167024613058e-05,0.0,2.0210167024613058e-05,6.8553941088924016e-06
1657,9.957125452534196e-06,0.0,9.957125452534196e-06,6.311537585393775e-06
1658,1.0297898825228913e-05,0.0,1.0297898825228913e-05,7.178389718579378e-06
1659,1.0128533761287275e-05,0.0,1.0128533761287275e-05,6.9631582521521655e-06
1660,1.0841917498640083e-05,0.0,1.0841917498640083e-05,7.1571010136852105e-06
1661,1.0982613210736808e-05,0.0,1.0982613210736808e-05,6.781954165749734e-06
1662,1.2789212697888225e-05,0.0,1.2789212697888225e-05,7.047204657543002e-06
1663,1.4408926939982589e-05,0.0,1.4408926939982589e-05,6.5850672724211885e-06
1664,1.4782532161916606e-05,0.0,1.4782532161916606e-05,7.011357833367324e-06
1665,1.525942168102899e-05,0.0,1.525942168102899e-05,5.985603788108815e-06
1666,1.5186191246487266e-05,0.0,1.5186191246487266e-05,6.228906028939361e-06
1667,1.438064496791672e-05,0.0,1.438064496791672e-05,5.961665237919078e-06
1668,1.4218273658376088e-05,0.0,1.4218273658376088e-05,8.049375017955234e-06
1669,1.1864941305767779e-05,0.0,1.1864941305767779e-05,7.421798435253939e-06
1670,1.080239046911759e-05,0.0,1.080239046911759e-05,7.584159383051363e-06
1671,1.1379982229950006e-05,0.0,1.1379982229950006e-05,5.892010514279329e-06
1672,1.0501939154242532e-05,0.0,1.0501939154242532e-05,6.592941255283742e-06
1673,8.845522383385937e-06,0.0,8.845522383385937e-06,6.490642850362097e-06
1674,9.010677721172605e-06,0.0,9.010677721172605e-06,6.8495735052108235e-06
1675,9.133443914574205e-06,0.0,9.133443914574205e-06,5.4598463715852375e-06
1676,9.154744150561913e-06,0.0,9.154744150561913e-06,6.883219774473608e-06
1677,9.29500486433556e-06,0.0,9.29500486433556e-06,6.961871869342369e-06
1678,7.945775840718333e-06,0.0,7.945775840718333e-06,7.388158337562345e-06
1679,7.7523072832264e-06,0.0,7.7523072832264e-06,6.5042047481256304e-06
1680,7.210320648352665e-06,0.0,7.210320648352665e-06,6.3031556172583284e-06
1681,7.796758934221413e-06,0.0,7.796758934221413e-06,8.35400101095729e-06
1682,7.258775147939949e-06,0.0,7.258775147939949e-06,7.703205061001686e-06
1683,7.0260429895695e-06,0.0,7.0260429895695e-06,6.432628944302061e-06
1684,6.262662054723478e-06,0.0,6.262662054723478e-06,7.302250164035026e-06
1685,5.752822452060562e-06,0.0,5.752822452060562e-06,6.647809901291371e-06
1686,5.640882688697145e-06,0.0,5.640882688697145e-06,7.268755617977669e-06
1687,5.819441542241423e-06,0.0,5.819441542241423e-06,7.188891199153399e-06
1688,5.007796971767675e-06,0.0,5.007796971767675e-06,5.303205885606335e-06
1689,5.441382199933287e-06,0.0,5.441382199933287e-06,5.381530464936597e-06
1690,4.929964461553027e-06,0.0,4.929964461553027e-06,5.2595411749020315e-06
1691,5.441749798202571e-06,0.0,5.441749798202571e-06,4.3020499041241626e-06
1692,5.3966835236808815e-06,0.0,5.3966835236808815e-06,4.786364895283311e-06
1693,5.725654838378043e-06,0.0,5.725654838378043e-06,4.132854590872219e-06
1694,5.441480165505449e-06,0.0,5.441480165505449e-06,4.231277768797424e-06
1695,4.990288321745798e-06,1.550680346034434e-08,4.990288321745798e-06,4.276303668250746e-06
1696,4.2944541291944915e-06,1.550680346034434e-08,4.2944541291944915e-06,5.061936170542529e-06
1697,4.782738480051714e-06,1.550680346034434e-08,4.782738480051714e-06,5.89581158497562e-06
1698,4.19660604425839e-06,1.550680346034434e-08,4.19660604425839e-06,8.663868779227154e-06
1699,4.146412493355456e-06,1.550680346034434e-08,4.146412493355456e-06,8.408790303552191e-06
1700,3.900118339775613e-06,1.550680346034434e-08,3.900118339775613e-06,8.680181736053783e-06
1701,4.80616988949935e-06,2.5173562789859716e-08,4.80616988949935e-06,8.877498690448452e-06
1702,4.842241066528784e-06,9.666759329515377e-09,4.842241066528784e-06,8.752936634794293e-06
1703,4.6144010476772176e-06,9.666759329515377e-09,4.6144010476772176e-06,7.889493677534379e-06
1704,4.213093331730176e-06,9.666759329515377e-09,4.213093331730176e-06,7.269164435846116e-06
1705,4.1774665403084195e-06,9.666759329515377e-09,4.1774665403084195e-06,5.229909967446085e-06
1706,5.246441267965045e-06,9.666759329515377e-09,5.246441267965045e-06,6.105510302794366e-06
1707,4.94812437474528e-06,9.666759329515377e-09,4.94812437474528e-06,5.897332974719964e-06
1708,4.1642185156628586e-06,9.645867342961928e-09,4.1642185156628586e-06,5.644743688597893e-06
1709,4.069891636910532e-06,2.1670883500389338e-08,4.069891636910532e-06,5.286982416561971e-06
1710,4.757902713338678e-06,2.1670883500389338e-08,4.757902713338678e-06,5.338754168146157e-06
1711,4.943675581411558e-06,2.1670883500389338e-08,4.943675581411558e-06,5.370259064615571e-06
1712,5.0157575840005715e-06,2.1670883500389338e-08,5.0157575840005715e-06,4.801294705560265e-06
1713,4.233540494169574e-06,3.2488898682458967e-08,4.233540494169574e-06,4.186752513695475e-06
1714,4.5581228797735614e-06,3.2488898682458967e-08,4.5581228797735614e-06,4.585326905726106e-06
1715,4.777402344708597e-06,2.284303133949704e-08,4.777402344708597e-06,4.674593745741211e-06
1716,5.494991065851147e-06,2.852793150915594e-08,5.494991065851147e-06,4.894994422751811e-06
1717,5.417352765237281e-06,2.852793150915594e-08,5.417352765237281e-06,4.808219793111286e-06
1718,5.309829183326136e-06,2.852793150915594e-08,5.309829183326136e-06,4.890217886505914e-06
1719,5.1357450437145805e-06,2.852793150915594e-08,5.1357450437145805e-06,4.643700159639204e-06
1720,5.148679877363195e-06,1.770991632708631e-08,5.148679877363195e-06,4.612809561876929e-06
1721,4.923806987530302e-06,1.770991632708631e-08,4.923806987530302e-06,4.179151379243454e-06
1722,4.977510440897147e-06,2.5437503024607266e-08,4.977510440897147e-06,3.997970484955918e-06
1723,4.704872188605285e-06,2.0077939057370842e-08,4.704872188605285e-06,4.026866625801111e-06
1724,4.540592304432981e-06,2.594885880772121e-08,4.540592304432981e-06,4.151841202266431e-06
1725,4.680549961579215e-06,2.594885880772121e-08,4.680549961579215e-06,4.328883830696993e-06
1726,5.179510026209755e-06,2.594885880772121e-08,5.179510026209755e-06,4.983314998493629e-06
1727,4.970416804488715e-06,2.594885880772121e-08,4.970416804488715e-06,4.9855960761695835e-06
1728,4.75235700443071e-06,2.594885880772121e-08,4.75235700443071e-06,5.285430233925581e-06
1729,4.689055523548242e-06,1.8221272110200256e-08,4.689055523548242e-06,5.403930052645072e-06
1730,5.665457397948817e-06,5.870919750350367e-09,5.665457397948817e-06,5.2763497738591724e-06
1731,5.47280647619378e-06,0.0,5.47280647619378e-06,5.081899027053234e-06
1732,5.9100439752260825e-06,0.0,5.9100439752260825e-06,4.838870739019642e-06
1733,5.501140646759138e-06,7.024769591420668e-09,5.501140646759138e-06,4.508499582048639e-06
1734,5.636871752098419e-06,7.024769591420668e-09,5.636871752098419e-06,5.3571434364130255e-06
1735,6.011473390442136e-06,7.024769591420668e-09,6.011473390442136e-06,5.685705933241739e-06
1736,5.657123584309634e-06,7.024769591420668e-09,5.657123584309634e-06,6.248981013154012e-06
1737,4.4243502900696645e-06,7.024769591420668e-09,4.4243502900696645e-06,6.2229285374217265e-06
1738,4.334223392886218e-06,7.024769591420668e-09,4.334223392886218e-06,6.664848634890015e-06
1739,3.4994881486584617e-06,1.0255686078153303e-08,3.4994881486584617e-06,6.551942793261592e-06
1740,3.584274720326773e-06,3.2309164867326346e-09,3.584274720326773e-06,6.6773161831536394e-06
1741,3.986590871006358e-06,9.172267263173645e-09,3.986590871006358e-06,5.990776636671009e-06
1742,4.647617791826113e-06,9.172267263173645e-09,4.647617791826113e-06,8.04361226463308e-06
1743,4.868714930645572e-06,9.172267263173645e-09,4.868714930645572e-06,7.944084115609127e-06
1744,6.358373314339717e-06,1.363632762263478e-08,6.358373314339717e-06,9.360762110840629e-06
1745,6.430265654801458e-06,1.994790364636044e-08,6.430265654801458e-06,1.1107933720008337e-05
1746,6.769244951751066e-06,2.1694964301234776e-08,6.769244951751066e-06,1.166922077443035e-05
1747,7.581881261233191e-06,2.585411605439601e-08,7.581881261233191e-06,1.1984400771325454e-05
1748,7.22523662131737e-06,1.9912765277955e-08,7.22523662131737e-06,1.2319627460653595e-05
1749,6.840290520163503e-06,1.9912765277955e-08,6.840290520163503e-06,1.0718918344667014e-05
1750,7.229850747795094e-06,1.9912765277955e-08,7.229850747795094e-06,1.165546239332928e-05
1751,6.0641508038575665e-06,1.5448704918493864e-08,6.0641508038575665e-06,1.140084051647656e-05
1752,6.398907186979029e-06,1.6934309193012657e-08,6.398907186979029e-06,1.1167662705702242e-05
1753,7.195348449126218e-06,1.1956332051405688e-08,7.195348449126218e-06,1.2432866632090217e-05
1754,6.776895653664334e-06,7.797180298244451e-09,6.776895653664334e-06,1.385781914515454e-05
1755,7.471674182722511e-06,7.797180298244451e-09,7.471674182722511e-06,1.631885412020243e-05
1756,7.303281368617068e-06,1.3868121381424966e-08,7.303281368617068e-06,2.0172336397601092e-05
1757,7.62229858862286e-06,1.9958367910736082e-08,7.62229858862286e-06,2.319420621331249e-05
1758,7.355529955280612e-06,1.9958367910736082e-08,7.355529955280612e-06,2.4111389523438576e-05
1759,7.379234635404178e-06,1.216118761249163e-08,7.379234635404178e-06,2.4812643459881656e-05
1760,7.081078365445137e-06,1.216118761249163e-08,7.081078365445137e-06,2.4924736603030135e-05
1761,7.145661064506774e-06,1.216118761249163e-08,7.145661064506774e-06,2.5567298507667147e-05
1762,7.556676272153189e-06,1.216118761249163e-08,7.556676272153189e-06,2.4490959341554636e-05
1763,8.267371413239744e-06,8.928921094561052e-09,8.267371413239744e-06,2.2408820638832238e-05
1764,8.6162773576299e-06,2.8386745652499356e-09,8.6162773576299e-06,2.1768793106145624e-05
1765,9.157128910633869e-06,5.786082977822713e-09,9.157128910633869e-06,2.3185030451194117e-05
1766,9.528814189252444e-06,5.786082977822713e-09,9.528814189252444e-06,2.4237253715650047e-05
1767,9.843653840237363e-06,8.730585270606234e-09,9.843653840237363e-06,2.6430634794191326e-05
1768,1.0119969114644586e-05,8.730585270606234e-09,1.0119969114644586e-05,2.7268442344003624e-05
1769,9.438387548600855e-06,1.1776844896108481e-08,9.438387548600855e-06,2.8238055684986258e-05
1770,9.858663880939794e-06,1.182109191485584e-08,9.858663880939794e-06,2.9890737745777835e-05
1771,1.0055422275659762e-05,1.182109191485584e-08,1.0055422275659762e-05,3.085806435722459e-05
1772,9.949157954127128e-06,1.1509765331295187e-08,9.949157954127128e-06,3.112541812047961e-05
1773,1.0010559760433222e-05,1.9295337898889945e-08,1.0010559760433222e-05,3.226584392125785e-05
1774,9.687195805392029e-06,2.4368225278895546e-08,9.687195805392029e-06,3.21305215038592e-05
1775,1.00596996292422e-05,2.725691443978511e-08,1.00596996292422e-05,3.218706219091213e-05
1776,1.1407348600706818e-05,2.9635393821487403e-08,1.1407348600706818e-05,3.309012858413293e-05
1777,1.1459187200151583e-05,2.675247223749011e-08,1.1459187200151583e-05,3.459361479534502e-05
1778,1.09263229595464e-05,2.675247223749011e-08,1.09263229595464e-05,3.3880546003014646e-05
1779,1.116286317223317e-05,2.4116390408477984e-08,1.116286317223317e-05,3.3820421387125475e-05
1780,1.101115607785427e-05,1.8679958151730195e-08,1.101115607785427e-05,3.310830938322137e-05
1781,1.1238249109218096e-05,1.2575085353968722e-08,1.1238249109218096e-05,3.340941293572541e-05
1782,1.1179217835888267e-05,1.1844529674525411e-08,1.1179217835888267e-05,3.469723196758423e-05
1783,1.0524133618413803e-05,8.59438970784205e-09,1.0524133618413803e-05,3.590664424077009e-05
1784,1.0057572451062566e-05,8.59438970784205e-09,1.0057572451062566e-05,3.364657485300475e-05
1785,1.0671854007731391e-05,1.1830634503797098e-08,1.0671854007731391e-05,3.385597691314095e-05
1786,1.0415684950463141e-05,1.3170732821825887e-08,1.0415684950463141e-05,3.3850359094295914e-05
1787,1.0949514294874721e-05,1.211073412983004e-08,1.0949514294874721e-05,3.5512647238127624e-05
1788,1.0945082457120797e-05,1.0198217254802394e-08,1.0945082457120797e-05,3.519502622241687e-05
1789,1.0848695637832861e-05,9.203468590409817e-09,1.0848695637832861e-05,3.560558876155743e-05
1790,1.0867655743952906e-05,9.238566356373212e-09,1.0867655743952906e-05,3.534507985542794e-05
1791,1.0804242914933379e-05,1.0324532593943201e-08,1.0804242914933379e-05,3.700783521968073e-05
1792,1.078172122756119e-05,1.035307382681237e-08,1.078172122756119e-05,3.82575012086558e-05
1793,1.1009770787495654e-05,9.012975508783581e-09,1.1009770787495654e-05,3.984665818279609e-05
1794,1.1172134041511786e-05,8.721819457134318e-09,1.1172134041511786e-05,4.0096777541163776e-05
1795,1.0946537518715818e-05,1.1461635704027425e-08,1.0946537518715818e-05,4.189260705191243e-05
1796,1.0625807720186589e-05,1.029825088697375e-08,1.0625807720186589e-05,4.362329387471878e-05
1797,1.0795860492050582e-05,1.0923172461778968e-08,1.0795860492050582e-05,4.626770532922819e-05
1798,1.1340280902264307e-05,1.446645964924593e-08,1.1340280902264307e-05,4.795570982553597e-05
1799,1.1280577252494237e-05,1.3604751991636022e-08,1.1280577252494237e-05,4.972859928134962e-05
1800,1.1791367277120507e-05,1.566307147474585e-08,1.1791367277120507e-05,4.994717840288233e-05
1801,1.1963512666365464e-05,1.791546923511435e-08,1.1963512666365464e-05,5.025888198620773e-05
1802,1.2807692525841827e-05,1.8214540479074718e-08,1.2807692525841827e-05,5.131164756936154e-05
1803,1.3694502480835321e-05,2.1373540144103183e-08,1.3694502480835321e-05,5.072471062054059e-05
1804,1.3555687733709679e-05,2.0674464553037197e-08,1.3555687733709679e-05,4.958939358143003e-05
1805,1.3778230303224908e-05,1.734359868420045e-08,1.3778230303224908e-05,4.840335844034728e-05
1806,1.3469065639323422e-05,1.6233270854521768e-08,1.3469065639323422e-05,4.774890788082432e-05
1807,1.367055808389393e-05,1.5848721192566828e-08,1.367055808389393e-05,4.787828168316212e-05
1808,1.3314453099155799e-05,1.424588015806551e-08,1.3314453099155799e-05,4.7523547047083934e-05
1809,1.2620417042593804e-05,1.2835316048105078e-08,1.2620417042593804e-05,4.553262780453744e-05
1810,1.210504342452623e-05,1.1419817599492684e-08,1.210504342452623e-05,4.575065915040406e-05
1811,1.1522644984194943e-05,9.753042690923458e-09,1.1522644984194943e-05,4.573955136168349e-05
1812,1.0874614417843986e-05,9.648196400543644e-09,1.0874614417843986e-05,4.743277168017812e-05
1813,1.0728137437711536e-05,1.0101260526442144e-08,1.0728137437711536e-05,4.6743852310880485e-05
1814,1.0067943159291254e-05,9.47228137196784e-09,1.0067943159291254e-05,4.861073934340051e-05
1815,9.82382932436719e-06,9.17672401560107e-09,9.82382932436719e-06,5.027967147595648e-05
1816,9.977328383164214e-06,7.928746072392658e-09,9.977328383164214e-06,5.2971428626083904e-05
1817,1.0140024902024639e-05,7.556025424396547e-09,1.0140024902024639e-05,5.5034807051665015e-05
1818,1.0917855953656336e-05,8.161466708805115e-09,1.0917855953656336e-05,5.7244565271373305e-05
