ngram,dream,drem,drm,dreamm
1558,4.930589966534171e-06,0.0,0.0,0.0
1559,5.484592553070147e-06,0.0,0.0,0.0
1560,5.933282799170618e-06,0.0,0.0,0.0
1561,5.933282799170618e-06,0.0,0.0,0.0
1562,5.933282799170618e-06,0.0,0.0,0.0
1563,5.933282799170618e-06,0.0,0.0,0.0
1564,5.933282799170618e-06,0.0,0.0,0.0
1565,4.898937472067441e-06,0.0,0.0,0.0
1566,1.460490888608287e-06,0.0,0.0,0.0
1567,1.6941979603351292e-06,0.0,0.0,0.0
1568,1.6941979603351292e-06,0.0,0.0,0.0
1569,1.6941979603351292e-06,0.0,0.0,0.0
1570,1.6941979603351292e-06,0.0,0.0,0.0
1571,1.6941979603351292e-06,0.0,0.0,0.0
1572,1.7223188868748757e-06,0.0,0.0,0.0
1573,1.7223188868748757e-06,0.0,0.0,0.0
1574,1.0399215690475622e-06,0.0,0.0,0.0
1575,1.0399215690475622e-06,0.0,0.0,0.0
1576,2.3919628802104853e-06,0.0,0.0,0.0
1577,2.3919628802104853e-06,0.0,0.0,0.0
1578,6.969311990750222e-06,0.0,0.0,0.0
1579,5.92939042170266e-06,0.0,0.0,0.0
1580,5.92939042170266e-06,0.0,0.0,0.0
1581,5.92939042170266e-06,0.0,0.0,0.0
1582,5.92939042170266e-06,0.0,0.0,0.0
1583,5.298283018159314e-06,0.0,0.0,0.0
1584,1.1592064311116701e-05,0.0,0.0,0.0
1585,7.203433288590791e-06,0.0,0.0,0.0
1586,1.0797902388860945e-05,0.0,0.0,0.0
1587,1.0797902388860945e-05,0.0,0.0,0.0
1588,1.1467408203965793e-05,0.0,0.0,0.0
1589,1.3147946528338902e-05,0.0,0.0,0.0
1590,1.3726890902684577e-05,0.0,0.0,0.0
1591,1.1431111634660088e-05,0.0,0.0,0.0
1592,1.1242393546646262e-05,0.0,0.0,0.0
1593,8.541031352901232e-06,0.0,0.0,0.0
1594,8.876294519463304e-06,0.0,0.0,0.0
1595,9.108382885512714e-06,0.0,0.0,0.0
1596,7.427844561139604e-06,0.0,0.0,0.0
1597,1.2181070847613487e-05,0.0,0.0,0.0
1598,8.227302739019901e-06,0.0,0.0,0.0
1599,8.227302739019901e-06,0.0,1.1791114827376856e-07,0.0
1600,7.76022017134892e-06,0.0,1.1791114827376856e-07,0.0
1601,7.81560472822613e-06,0.0,1.1791114827376856e-07,0.0
1602,7.227212717810159e-06,0.0,1.1791114827376856e-07,0.0
1603,8.463543045828764e-06,0.0,1.1791114827376856e-07,0.0
1604,3.2617900923729134e-06,0.0,1.1791114827376856e-07,0.0
1605,4.3419251077076685e-06,0.0,1.1791114827376856e-07,0.0
1606,7.785369754336508e-06,0.0,0.0,0.0
1607,7.359345415482364e-06,0.0,0.0,0.0
1608,9.364828786471793e-06,0.0,0.0,0.0
1609,9.428974570775089e-06,0.0,0.0,0.0
1610,9.2122303548032e-06,0.0,0.0,0.0
1611,8.668115567291221e-06,0.0,0.0,0.0
1612,8.350748820313519e-06,0.0,0.0,0.0
1613,5.2269251357626804e-06,0.0,0.0,0.0
1614,7.204583685701696e-06,0.0,0.0,0.0
1615,4.8084525912729855e-06,0.0,0.0,0.0
1616,4.4311046362314044e-06,0.0,0.0,0.0
1617,3.535059858807342e-06,0.0,0.0,0.0
1618,3.621731585618753e-06,0.0,0.0,0.0
1619,5.853160985225259e-06,0.0,0.0,0.0
1620,6.641668107931764e-06,0.0,0.0,0.0
1621,5.199263560890748e-06,0.0,0.0,0.0
1622,7.872503139034442e-06,0.0,0.0,0.0
1623,9.219574061652175e-06,0.0,0.0,0.0
1624,9.245364919609398e-06,0.0,0.0,0.0
1625,9.266779816893436e-06,0.0,0.0,0.0
1626,6.228348232590568e-06,0.0,0.0,0.0
1627,5.279991488090932e-06,0.0,0.0,0.0
1628,5.923946738611059e-06,0.0,0.0,0.0
1629,3.4157658482009926e-06,0.0,0.0,0.0
1630,2.7586869139538195e-06,0.0,0.0,0.0
1631,4.139714292250574e-06,0.0,0.0,0.0
1632,4.365773780331697e-06,0.0,0.0,0.0
1633,4.502866577890277e-06,0.0,0.0,0.0
1634,4.5899315637143445e-06,0.0,0.0,0.0
1635,3.986960288265047e-06,0.0,0.0,0.0
1636,4.256123637398039e-06,0.0,8.684440899742185e-08,0.0
1637,4.736693686676777e-06,0.0,8.684440899742185e-08,0.0
1638,3.8123494700162804e-06,0.0,8.684440899742185e-08,0.0
1639,3.871798591197668e-06,0.0,8.684440899742185e-08,0.0
1640,4.145938013217736e-06,0.0,8.684440899742185e-08,0.0
1641,5.153265517167581e-06,0.0,8.684440899742185e-08,0.0
1642,5.764475775192425e-06,0.0,8.684440899742185e-08,0.0
1643,7.136702639140172e-06,0.0,0.0,0.0
1644,7.616047014380456e-06,0.0,0.0,0.0
1645,7.9432514407277e-06,0.0,0.0,0.0
1646,7.5446345947836694e-06,0.0,0.0,0.0
1647,8.59004012454534e-06,0.0,0.0,0.0
1648,9.58248879864446e-06,0.0,0.0,0.0
1649,8.864407196337457e-06,0.0,0.0,0.0
1650,8.375562369370268e-06,0.0,0.0,0.0
1651,8.961660114437109e-06,0.0,4.300008121000636e-08,0.0
1652,1.0143953464388947e-05,0.0,4.300008121000636e-08,0.0
1653,1.1123126504181918e-05,0.0,4.300008121000636e-08,0.0
1654,1.2113996685262204e-05,0.0,4.300008121000636e-08,0.0
1655,1.2714433393869382e-05,0.0,4.300008121000636e-08,0.0
1656,1.4555740693010324e-05,0.0,4.300008121000636e-08,0.0
1657,1.571273112079195e-05,0.0,4.300008121000636e-08,0.0
1658,1.4763502154632338e-05,0.0,0.0,0.0
1659,1.4674521740484384e-05,0.0,0.0,0.0
1660,1.4675930287921801e-05,0.0,0.0,0.0
1661,1.4378355444932822e-05,0.0,0.0,0.0
1662,1.2546302709129772e-05,0.0,0.0,0.0
1663,1.0892578562301683e-05,0.0,0.0,0.0
1664,1.15622226206012e-05,0.0,0.0,0.0
1665,1.155410434096536e-05,4.4091616960681024e-08,4.4091616960681024e-08,0.0
1666,1.0726023577132895e-05,4.4091616960681024e-08,1.2398841217223629e-07,0.0
1667,1.0124725382151415e-05,4.4091616960681024e-08,1.2398841217223629e-07,0.0
1668,9.681167674508678e-06,4.4091616960681024e-08,1.2398841217223629e-07,0.0
1669,1.0283692193167684e-05,4.4091616960681024e-08,1.2398841217223629e-07,0.0
1670,1.078621744454722e-05,4.4091616960681024e-08,1.2398841217223629e-07,0.0
1671,9.01083558346727e-06,4.4091616960681024e-08,1.2398841217223629e-07,0.0
1672,9.528022604042366e-06,0.0,7.989679521155527e-08,0.0
1673,1.087808628394019e-05,0.0,0.0,0.0
1674,1.1953236025874503e-05,0.0,0.0,0.0
1675,1.2580518549449543e-05,0.0,0.0,0.0
1676,1.242317895438256e-05,0.0,0.0,0.0
1677,1.348039300605056e-05,0.0,0.0,0.0
1678,1.3306650544109289e-05,3.983714285433442e-08,0.0,0.0
1679,1.2710538612736855e-05,3.983714285433442e-08,0.0,0.0
1680,1.1103323296473328e-05,3.983714285433442e-08,0.0,0.0
1681,1.0554970750880394e-05,3.983714285433442e-08,0.0,0.0
1682,9.310008603538985e-06,3.983714285433442e-08,0.0,0.0
1683,9.041457555472984e-06,3.983714285433442e-08,0.0,0.0
1684,8.081296333070245e-06,9.828030199189795e-08,0.0,0.0
1685,7.856062049021212e-06,5.844315913756353e-08,0.0,0.0
1686,8.037790394155309e-06,5.844315913756353e-08,0.0,0.0
1687,8.208892528013426e-06,5.844315913756353e-08,0.0,0.0
1688,8.67789360979389e-06,5.844315913756353e-08,0.0,0.0
1689,8.757331150783492e-06,5.844315913756353e-08,0.0,0.0
1690,8.271890692412853e-06,7.921345002159796e-08,0.0,0.0
1691,7.455751788906387e-06,2.0770290884034433e-08,0.0,0.0
1692,7.740278241336845e-06,2.0770290884034433e-08,0.0,0.0
1693,7.644216891224329e-06,2.0770290884034433e-08,0.0,0.0
1694,7.043911019926392e-06,2.0770290884034433e-08,2.4385550594680742e-08,0.0
1695,5.971379453382854e-06,2.0770290884034433e-08,2.4385550594680742e-08,0.0
1696,5.385846179706277e-06,2.0770290884034433e-08,2.4385550594680742e-08,0.0
1697,6.501730825090947e-06,0.0,2.4385550594680742e-08,0.0
1698,6.994756209418743e-06,0.0,2.4385550594680742e-08,0.0
1699,6.4853136011931515e-06,2.6139080741164174e-08,3.745509096526283e-08,0.0
1700,5.823811534355627e-06,2.6139080741164174e-08,1.2844006391787843e-07,0.0
1701,5.9013872747267925e-06,2.6139080741164174e-08,1.0405451332319768e-07,0.0
1702,6.603004424375415e-06,2.6139080741164174e-08,1.0405451332319768e-07,0.0
1703,6.870577570745289e-06,2.6139080741164174e-08,1.0405451332319768e-07,0.0
1704,5.559547259638618e-06,4.346261407915465e-08,1.1271627999219294e-07,0.0
1705,5.386230701073405e-06,4.346261407915465e-08,1.1271627999219294e-07,0.0
1706,6.6016097142502465e-06,1.732353333799048e-08,1.1072212251812224e-07,0.0
1707,6.694707540840941e-06,1.732353333799048e-08,1.9737149565506636e-08,0.0
1708,6.944225658246848e-06,1.732353333799048e-08,2.9383016908468562e-08,0.0
1709,6.371369181579212e-06,1.732353333799048e-08,2.9383016908468562e-08,0.0
1710,6.898397844322192e-06,1.732353333799048e-08,4.659804022009796e-08,0.0
1711,7.327509527905411e-06,0.0,3.7936273551102724e-08,0.0
1712,7.8927489864457e-06,0.0,4.879969342904847e-08,0.0
1713,6.527397025430608e-06,0.0,5.936034089667633e-08,0.0
1714,6.729276849780165e-06,0.0,5.936034089667633e-08,0.0
1715,6.648684055627589e-06,0.0,4.9714473553714404e-08,0.0
1716,7.066302649556226e-06,0.0,5.856943171725756e-08,0.0
1717,7.3702100442980215e-06,0.0,4.135440840562816e-08,0.0
1718,8.179691056804067e-06,0.0,4.135440840562816e-08,0.0
1719,7.605029103225596e-06,0.0,3.049098852768241e-08,0.0
1720,7.988640131121169e-06,0.0,8.854958163543155e-09,0.0
1721,7.726769906314854e-06,8.760058075755036e-09,1.761501623929819e-08,0.0
1722,7.671382653435493e-06,8.760058075755036e-09,1.761501623929819e-08,0.0
1723,7.84172581396498e-06,8.760058075755036e-09,8.760058075755036e-09,0.0
1724,7.281962228132345e-06,8.760058075755036e-09,8.760058075755036e-09,0.0
1725,6.966151106878117e-06,8.760058075755036e-09,1.6113011115846476e-08,0.0
1726,7.397162919785062e-06,8.760058075755036e-09,1.6113011115846476e-08,0.0
1727,7.287585958692944e-06,8.760058075755036e-09,1.6113011115846476e-08,0.0
1728,7.505322173528839e-06,0.0,7.352953040091441e-09,0.0
1729,8.000043375691998e-06,0.0,7.352953040091441e-09,0.0
1730,9.820919071249331e-06,0.0,7.352953040091441e-09,0.0
1731,1.0336757181253883e-05,6.966739566191141e-09,1.4319692606282582e-08,0.0
1732,1.2007159187175733e-05,6.966739566191141e-09,1.3225263424081796e-08,0.0
1733,1.1689518747256703e-05,6.966739566191141e-09,1.3225263424081796e-08,0.0
1734,1.3163919967545163e-05,1.2128471179754082e-08,1.8386995037644738e-08,0.0
1735,1.316221440512371e-05,1.8595397222043175e-08,1.8386995037644738e-08,0.0
1736,1.2565126261116738e-05,2.410772229463224e-08,1.8386995037644738e-08,0.0
1737,1.0121847286167654e-05,3.102935051759102e-08,2.530862326060352e-08,0.0
1738,9.70384676942818e-06,2.955442722298228e-08,1.834188369441238e-08,0.0
1739,7.074563687378291e-06,2.955442722298228e-08,1.2083359836521725e-08,0.0
1740,8.067362062190244e-06,2.955442722298228e-08,1.9570638443155985e-08,0.0
1741,7.339983280222181e-06,2.4392695609419335e-08,1.4408906829593043e-08,0.0
1742,8.456688419755665e-06,1.7925769567130245e-08,1.4408906829593043e-08,0.0
1743,9.435393524524574e-06,2.2044838081975674e-08,3.367169400446203e-08,0.0
1744,1.1874543393527606e-05,1.512320985901689e-08,2.6750065781503248e-08,0.0
1745,1.2346862571835768e-05,9.631393587434495e-09,2.6750065781503248e-08,0.0
1746,1.3265751476865262e-05,9.631393587434495e-09,2.6750065781503248e-08,0.0
1747,1.314743180306063e-05,1.379054534059573e-08,2.3421938928030224e-08,0.0
1748,1.2838048210791645e-05,1.379054534059573e-08,2.706167074555716e-08,0.0
1749,1.2389400321158714e-05,1.379054534059573e-08,2.706167074555716e-08,0.0
1750,1.2389944069062559e-05,4.159151753161236e-09,7.798883570688174e-09,0.0
1751,1.1075539597576218e-05,4.159151753161236e-09,7.798883570688174e-09,0.0
1752,1.1247563244458953e-05,4.159151753161236e-09,1.16974737198104e-08,0.0
1753,1.1955998940850674e-05,4.159151753161236e-09,1.16974737198104e-08,0.0
1754,1.1849260382794974e-05,0.0,7.538321966649164e-09,0.0
1755,1.3879561265639495e-05,0.0,3.898590149122226e-09,0.0
1756,1.3947268338857352e-05,0.0,3.898590149122226e-09,0.0
1757,1.4684514748556207e-05,0.0,1.607908320774446e-08,0.0
1758,1.4215591883320095e-05,0.0,1.918666800041332e-08,0.0
1759,1.4293233367165417e-05,0.0,1.5288077851291097e-08,0.0
1760,1.350567929746051e-05,0.0,1.5288077851291097e-08,0.0
1761,1.3619724476094624e-05,0.0,2.0839212768107374e-08,0.0
1762,1.3123614085738414e-05,0.0,2.0839212768107374e-08,0.0
1763,1.3376985277448381e-05,0.0,2.0839212768107374e-08,0.0
1764,1.3569583513474623e-05,0.0,8.658719709485143e-09,0.0
1765,1.4699341720967953e-05,0.0,1.1445951741961835e-08,0.0
1766,1.4904238014423754e-05,0.0,1.1445951741961835e-08,0.0
1767,1.6357354979845695e-05,0.0,1.1445951741961835e-08,0.0
1768,1.6293270294097185e-05,0.0,5.8948168251455564e-09,0.0
1769,1.5520826309511904e-05,0.0,5.8948168251455564e-09,0.0
1770,1.6149500100125026e-05,0.0,5.8948168251455564e-09,0.0
1771,1.6161635877714226e-05,2.6326438172320975e-09,5.8948168251455564e-09,0.0
1772,1.541678466310259e-05,2.6326438172320975e-09,0.0,0.0
1773,1.567127232452289e-05,2.6326438172320975e-09,0.0,0.0
1774,1.4712697650663489e-05,2.6326438172320975e-09,2.672463139674619e-09,0.0
1775,1.569143309357709e-05,2.6326438172320975e-09,2.672463139674619e-09,0.0
1776,1.689414057182148e-05,2.6326438172320975e-09,2.672463139674619e-09,0.0
1777,1.7195870376391603e-05,2.6326438172320975e-09,5.590513448997367e-09,0.0
1778,1.6653971994985894e-05,0.0,5.590513448997367e-09,0.0
1779,1.6789311952639503e-05,0.0,8.152199169688044e-09,0.0
1780,1.6554667776550298e-05,0.0,8.152199169688044e-09,0.0
1781,1.6812840970357813e-05,0.0,9.304769780068715e-09,0.0
1782,1.656946772397662e-05,2.1581334814462546e-09,1.1462903261514969e-08,0.0
1783,1.530767946990506e-05,4.332732521967435e-09,1.1462903261514969e-08,0.0
1784,1.471886636344217e-05,4.332732521967435e-09,1.0209325067884428e-08,0.0
1785,1.4919920951277682e-05,4.332732521967435e-09,1.0209325067884428e-08,0.0
1786,1.477751408986348e-05,5.672830839996225e-09,8.98773766522254e-09,0.0
1787,1.5113830678663881e-05,9.540255569666961e-09,1.2855162394893277e-08,0.0
1788,1.539427401959464e-05,9.540255569666961e-09,1.2949784863483923e-08,0.0
1789,1.5153857540488908e-05,7.382122088220708e-09,1.0791651382037668e-08,0.0
1790,1.533212785683905e-05,5.207523047699527e-09,1.1896499785279957e-08,0.0
1791,1.560111195431091e-05,8.465421887292126e-09,1.0232027669587751e-08,0.0
1792,1.6203657391348054e-05,9.553683939194407e-09,1.1320289721490034e-08,0.0
1793,1.6660865445114075e-05,8.213585621165618e-09,1.1952235645651399e-08,0.0
1794,1.6528857226408684e-05,4.3461608914948815e-09,9.082796483182522e-09,0.0
1795,1.6219406461459585e-05,5.259433016086794e-09,5.1631402645365856e-09,0.0
1796,1.613720243247891e-05,5.259433016086794e-09,6.111301877252475e-09,0.0
1797,1.7340372973454316e-05,5.259433016086794e-09,6.140300775773053e-09,0.0
1798,1.7803731939888428e-05,2.580190854623814e-09,6.718957453902671e-09,0.0
1799,1.7603867620761904e-05,2.0926983955251087e-09,8.033773773214697e-09,0.0
1800,1.771058539036728e-05,7.032665561013118e-09,7.296721322396544e-09,0.0
1801,1.842126870802271e-05,7.961346502684461e-09,7.691757199422357e-09,0.0
1802,1.904143794360737e-05,7.482201176094755e-09,8.125883997424564e-09,0.0
1803,1.9896050486879956e-05,8.184201094607602e-09,7.87972230322152e-09,0.0
1804,1.9056033644509235e-05,9.404511296701962e-09,7.966185203553015e-09,0.0
1805,1.92319047138361e-05,9.345209622020029e-09,7.387528525423395e-09,0.0
1806,1.8841792292992716e-05,1.0812840844920402e-08,5.760100428377411e-09,0.0
1807,1.9175657923499655e-05,5.872873679432392e-09,4.943551092294131e-09,0.0
1808,1.9009026021064657e-05,5.1795559270167195e-09,3.785892837322129e-09,0.0
1809,1.848208960707e-05,5.107278758639414e-09,4.799164557819527e-09,0.0
1810,1.7745926925272215e-05,5.0590917804222664e-09,4.31510229135869e-09,0.0
1811,1.7270877573797145e-05,4.541933400809788e-09,3.329176030091625e-09,0.0
1812,1.6363373106287327e-05,4.7387032076073865e-09,3.806592549108043e-09,0.0
1813,1.6271536359064548e-05,3.64019944346491e-09,4.000839326501193e-09,0.0
1814,1.595813461920313e-05,4.476031989497642e-09,4.209271296597348e-09,0.0
1815,1.5349001841968857e-05,6.751497932151145e-09,4.360189526891085e-09,0.0
1816,1.5603442729375922e-05,7.150339177895506e-09,2.91279100839148e-09,0.0
1817,1.6337339470088148e-05,6.496526237599807e-09,3.0375484984444613e-09,0.0
1818,1.7474774072720072e-05,6.5095138803071356e-09,4.2354434879955855e-09,0.0
1819,1.8486668523109984e-05,5.943686511221204e-09,4.2089193083175556e-09,0.0
1820,1.99748548246654e-05,5.858171043498268e-09,3.5338161286091463e-09,0.0
1821,2.0663187959663837e-05,5.4080012690249646e-09,3.4211587213966207e-09,0.0
1822,2.1533671835121432e-05,3.6457855623339697e-09,3.783490727065393e-09,0.0
1823,2.2014981888267876e-05,4.008796834169865e-09,5.047655626810865e-09,0.0
1824,2.219354506191199e-05,4.545276900889763e-09,4.704960484705875e-09,1.3412001667997434e-10
1825,2.2037315700020243e-05,5.095305431547712e-09,4.5388495501746155e-09,1.3412001667997434e-10
1826,2.1819548627328394e-05,5.063506233352452e-09,4.443451955588833e-09,1.3412001667997434e-10
1827,2.151176808443519e-05,5.538542497645389e-09,4.566940508305655e-09,1.3412001667997434e-10
1828,2.1565178290724623e-05,5.925184866560431e-09,4.825028630607773e-09,1.3412001667997434e-10
1829,2.0644310227778207e-05,5.738765669021413e-09,4.568335170469189e-09,1.3412001667997434e-10
1830,2.086114883630736e-05,5.0915862161358765e-09,3.971302080835975e-09,1.3412001667997434e-10
1831,2.092082935892644e-05,4.83379014593055e-09,4.714459362580621e-09,0.0
1832,2.1268365734223543e-05,4.3339672961550946e-09,5.321579431085053e-09,0.0
1833,2.132278314093128e-05,4.957773429887473e-09,6.533171717900846e-09,0.0
1834,2.12786843413986e-05,4.428957518192484e-09,6.779370842480148e-09,0.0
1835,2.1321549606260044e-05,4.494486370378224e-09,6.8448996946658875e-09,0.0
1836,2.257688538520597e-05,5.658699223484323e-09,7.553958601493247e-09,0.0
1837,2.272070742037613e-05,5.801707812582078e-09,7.738682329870374e-09,0.0
1838,2.2922659419626662e-05,7.431167554321811e-09,7.377153776744194e-09,0.0
1839,2.287169367523997e-05,8.18045117359897e-09,5.882772903729818e-09,0.0
1840,2.3139925490665648e-05,7.967248575166e-09,4.844787650424922e-09,0.0
1841,2.341894235412058e-05,7.556512304773833e-09,4.81010460034221e-09,0.0
1842,2.3877028849840697e-05,7.995802496298308e-09,5.796733854828468e-09,0.0
1843,2.3749998425565927e-05,6.9251407148434345e-09,5.382649342117978e-09,1.3114905986607742e-10
1844,2.4002719978203197e-05,8.175529396327517e-09,1.3212565295818633e-08,1.9793191688829585e-10
1845,2.4153977782199426e-05,7.735638478984746e-09,1.423245064659438e-08,1.9793191688829585e-10
1846,2.4321752529691105e-05,7.3939786991518625e-09,1.5027512440773146e-08,1.9793191688829585e-10
1847,2.4996587204181458e-05,8.01638070210434e-09,1.5892336399251202e-08,1.9793191688829585e-10
1848,2.5083657809383502e-05,9.291832953855256e-09,1.7340669598654912e-08,1.9793191688829585e-10
1849,2.5060639797759776e-05,8.820801803263327e-09,1.7343350628656092e-08,1.9793191688829585e-10
1850,2.534088473891773e-05,8.972044948255383e-09,2.6572606718186113e-08,6.678285702221842e-11
1851,2.563729373962685e-05,9.052126032876068e-09,1.942297890776347e-08,0.0
1852,2.5461248047317247e-05,8.9995971310129e-09,1.8982134657769782e-08,5.0561570803202876e-11
1853,2.5646165990370457e-05,9.080370994800952e-09,1.969027994620985e-08,9.882091177106287e-11
1854,2.541434124785675e-05,9.49442492879728e-09,2.1073956611518596e-08,9.882091177106287e-11
1855,2.5053333956748247e-05,9.216654233463423e-09,1.994085639468933e-08,9.882091177106287e-11
1856,2.4937239036911967e-05,9.454236124132161e-09,1.9902869130561385e-08,9.882091177106287e-11
1857,2.478696712517246e-05,9.465529503062596e-09,1.1956490464370972e-08,9.882091177106287e-11
1858,2.423130302174416e-05,8.552391683736005e-09,1.3304522372692418e-08,1.5642442500026935e-10
1859,2.4295179952917222e-05,8.964549356806271e-09,1.3806157867739849e-08,1.0586285419706648e-10
1860,2.393319144695332e-05,9.234686793035962e-09,1.326593818922512e-08,5.7603513229206473e-11
1861,2.3662917945849976e-05,8.798862717794366e-09,1.7436197247937864e-08,5.7603513229206473e-11
1862,2.4004316271332626e-05,1.0000074292447283e-08,2.1617246913154175e-08,5.7603513229206473e-11
1863,2.422489965933242e-05,1.1581982928277057e-08,2.6463655140267813e-08,5.7603513229206473e-11
1864,2.4042485165409744e-05,1.2553315656812662e-08,2.943306157529183e-08,5.7603513229206473e-11
1865,2.4125116656900252e-05,1.3418194174822214e-08,3.2302337439814114e-08,0.0
1866,2.4280281909990924e-05,1.3227178463637301e-08,3.964371650003581e-08,0.0
1867,2.4419151356726487e-05,1.2523334877049105e-08,4.124026910444302e-08,0.0
1868,2.4535466893991854e-05,1.2245023471381598e-08,7.26960325587405e-08,0.0
1869,2.4217229240873295e-05,1.0497154193497441e-08,6.947007388394663e-08,0.0
1870,2.409929246433811e-05,8.758536308915512e-09,7.368927918654273e-08,4.223646036091314e-11
1871,2.3968060434396777e-05,8.267355752370316e-09,8.735566631961384e-08,4.223646036091314e-11
1872,2.3938229787745513e-05,7.512261860195428e-09,8.357189695828993e-08,4.223646036091314e-11
1873,2.369090517666856e-05,6.928632271093907e-09,7.69527026227885e-08,4.223646036091314e-11
1874,2.3414172184337595e-05,7.1805949123212744e-09,8.108810270865011e-08,4.223646036091314e-11
1875,2.3027556900550345e-05,7.412278473546101e-09,4.388792871980383e-08,4.223646036091314e-11
1876,2.2844013074063696e-05,7.423024607687369e-09,4.4786041034480406e-08,4.223646036091314e-11
1877,2.2601281411230696e-05,8.073932506696174e-09,3.830022978133586e-08,0.0
1878,2.2629591122884968e-05,7.827773921117601e-09,2.151778843995089e-08,0.0
1879,2.2488352052667843e-05,8.042764866798637e-09,2.335771208196645e-08,3.4913813903461997e-11
1880,2.2474696379504167e-05,7.680148897800824e-09,2.33108563563178e-08,3.4913813903461997e-11
1881,2.228405797463243e-05,7.36472387836378e-09,1.8478166425544325e-08,3.4913813903461997e-11
1882,2.2007247285468372e-05,8.161373608674336e-09,3.010890888991266e-08,3.4913813903461997e-11
1883,2.1862956730598982e-05,8.08280363275214e-09,2.878831496998048e-08,6.703644187374839e-11
1884,2.1499134943171937e-05,8.375584543378928e-09,2.6677162827987947e-08,6.703644187374839e-11
1885,2.1357227264421192e-05,8.745449761197018e-09,2.725004070011242e-08,6.703644187374839e-11
1886,2.136542622922986e-05,8.45976691873521e-09,2.5927410313946505e-08,3.212262797028639e-11
1887,2.1196443412918597e-05,8.321825958493686e-09,2.588995760634459e-08,3.212262797028639e-11
1888,2.117480939237534e-05,8.725373883728643e-09,2.634908443813596e-08,5.912547039267833e-11
1889,2.154776640444262e-05,7.290523581663219e-09,1.764989246818719e-08,5.912547039267833e-11
1890,2.1622592872258144e-05,7.32221569091759e-09,2.0320744705973733e-08,2.700284242239194e-11
1891,2.1666851223147076e-05,6.208502632633537e-09,2.343999864048588e-08,5.260789423136966e-11
1892,2.1500957050843033e-05,5.909941076203446e-09,2.5325955428050813e-08,5.260789423136966e-11
1893,2.1380349218296552e-05,5.3413419401745645e-09,2.4895469051346353e-08,7.566956783389145e-11
1894,2.1086045308038592e-05,5.937434829509211e-09,2.5291657783960934e-08,7.566956783389145e-11
1895,2.0987286656496247e-05,5.559647250511343e-09,2.6296335014259446e-08,4.8666725411499505e-11
1896,2.1133025386786487e-05,5.851198192630136e-09,3.159960065041949e-08,4.8666725411499505e-11
1897,2.1343130356399342e-05,6.112468943695961e-09,3.309844132104445e-08,4.8666725411499505e-11
