ngram,east,est,est,east
1544,4.956761586072389e-06,1.1448743732346753e-05,1.1448743732346753e-05,4.956761586072389e-06
1545,2.4782850102513165e-05,7.239227410796697e-06,7.239227410796697e-06,2.4782850102513165e-05
1546,4.771875774167711e-05,8.917464583646506e-06,8.917464583646506e-06,4.771875774167711e-05
1547,4.771875774167711e-05,8.917464583646506e-06,8.917464583646506e-06,4.771875774167711e-05
1548,6.347258009295078e-05,1.0106432325431212e-05,1.0106432325431212e-05,6.347258009295078e-05
1549,6.0463287419614585e-05,7.097139652095004e-06,7.097139652095004e-06,6.0463287419614585e-05
1550,6.15439788426946e-05,7.097139652095004e-06,7.097139652095004e-06,6.15439788426946e-05
1551,5.959650992995843e-05,7.371762876573484e-06,7.371762876573484e-06,5.959650992995843e-05
1552,4.7702642340092484e-05,5.949513056943293e-06,5.949513056943293e-06,4.7702642340092484e-05
1553,2.4766734700928543e-05,4.271275884093484e-06,4.271275884093484e-06,2.4766734700928543e-05
1554,2.4766734700928543e-05,4.271275884093484e-06,4.271275884093484e-06,2.4766734700928543e-05
1555,9.012912349654861e-06,3.0823081423087776e-06,3.0823081423087776e-06,9.012912349654861e-06
1556,9.012912349654861e-06,3.0823081423087776e-06,3.0823081423087776e-06,9.012912349654861e-06
1557,7.932220926574831e-06,3.0823081423087776e-06,3.0823081423087776e-06,7.932220926574831e-06
1558,1.1342464339187635e-05,7.211109992307943e-07,7.211109992307943e-07,1.1342464339187635e-05
1559,6.848689996071958e-06,3.4384465834591538e-06,3.4384465834591538e-06,6.848689996071958e-06
1560,1.1784282833104953e-05,1.1066180637239345e-05,1.1066180637239345e-05,1.1784282833104953e-05
1561,1.1784282833104953e-05,1.1066180637239345e-05,1.1066180637239345e-05,1.1784282833104953e-05
1562,1.1784282833104953e-05,1.1066180637239345e-05,1.1066180637239345e-05,1.1784282833104953e-05
1563,1.5875878099385382e-05,1.2884667479998565e-05,1.2884667479998565e-05,1.5875878099385382e-05
1564,2.2237524847566548e-05,1.2884667479998565e-05,1.2884667479998565e-05,2.2237524847566548e-05
1565,1.983908207746156e-05,1.7943670952393275e-05,1.7943670952393275e-05,1.983908207746156e-05
1566,2.401531751924527e-05,4.8771292702960114e-05,4.8771292702960114e-05,2.401531751924527e-05
1567,2.180931395352153e-05,5.069712070897887e-05,5.069712070897887e-05,2.180931395352153e-05
1568,2.180931395352153e-05,5.069712070897887e-05,5.069712070897887e-05,2.180931395352153e-05
1569,2.329472460717495e-05,5.8866879304072685e-05,5.8866879304072685e-05,2.329472460717495e-05
1570,1.920312934089452e-05,5.704839246131347e-05,5.704839246131347e-05,1.920312934089452e-05
1571,1.2841482592713354e-05,7.175950252401111e-05,7.175950252401111e-05,1.2841482592713354e-05
1572,1.28696035192531e-05,6.722045983614018e-05,6.722045983614018e-05,1.28696035192531e-05
1573,5.254921494010237e-06,3.672961955609415e-05,3.672961955609415e-05,5.254921494010237e-06
1574,3.070043768665138e-06,2.9354903680151828e-05,2.9354903680151828e-05,3.070043768665138e-06
1575,4.32732339764438e-06,2.9354903680151828e-05,2.9354903680151828e-05,4.32732339764438e-06
1576,2.8419127439909583e-06,2.5691949628838173e-05,2.5691949628838173e-05,2.8419127439909583e-06
1577,2.8419127439909583e-06,3.844932890777792e-05,3.844932890777792e-05,2.8419127439909583e-06
1578,2.8419127439909583e-06,3.096561204074533e-05,3.096561204074533e-05,2.8419127439909583e-06
1579,1.8019911749433959e-06,3.367942515199372e-05,3.367942515199372e-05,1.8019911749433959e-06
1580,1.8019911749433959e-06,3.7827883846018396e-05,3.7827883846018396e-05,1.8019911749433959e-06
1581,2.443894378042647e-06,4.45486480852456e-05,4.45486480852456e-05,2.443894378042647e-06
1582,1.6055961233567878e-06,4.538661083383236e-05,4.538661083383236e-05,1.6055961233567878e-06
1583,2.8071527010199915e-06,4.9050390706335225e-05,4.9050390706335225e-05,2.8071527010199915e-06
1584,2.8071527010199915e-06,3.719212301283343e-05,3.719212301283343e-05,2.8071527010199915e-06
1585,3.5620250530752984e-06,3.562627249006515e-05,3.562627249006515e-05,3.5620250530752984e-06
1586,3.5620250530752984e-06,3.3111392440332565e-05,3.3111392440332565e-05,3.5620250530752984e-06
1587,3.908104612751881e-06,2.622594437135766e-05,2.622594437135766e-05,3.908104612751881e-06
1588,3.390995678793323e-06,2.0004357208693235e-05,2.0004357208693235e-05,3.390995678793323e-06
1589,5.772911338551369e-06,2.1593838677550332e-05,2.1593838677550332e-05,5.772911338551369e-06
1590,7.1711113248186716e-06,1.6802937612478024e-05,1.6802937612478024e-05,7.1711113248186716e-06
1591,7.97071171681247e-06,2.57655643898553e-05,2.57655643898553e-05,7.97071171681247e-06
1592,8.40978295205527e-06,2.4282824272501913e-05,2.4282824272501913e-05,8.40978295205527e-06
1593,1.0865826880035456e-05,3.0932062470258514e-05,3.0932062470258514e-05,1.0865826880035456e-05
1594,1.0855010486920946e-05,3.525803445622192e-05,3.525803445622192e-05,1.0855010486920946e-05
1595,1.1087098852970354e-05,3.5735590894806334e-05,3.5735590894806334e-05,1.1087098852970354e-05
1596,8.707038270066342e-06,3.8989438897780406e-05,3.8989438897780406e-05,8.707038270066342e-06
1597,1.3855255636891733e-05,3.6094003917241935e-05,3.6094003917241935e-05,1.3855255636891733e-05
1598,1.814255577820794e-05,2.6984242140315473e-05,2.6984242140315473e-05,1.814255577820794e-05
1599,1.8245634789439335e-05,2.4574106776396676e-05,2.4574106776396676e-05,1.8245634789439335e-05
1600,1.7600194334071212e-05,2.6258991446021745e-05,2.6258991446021745e-05,1.7600194334071212e-05
1601,2.2929323417234366e-05,2.948903069669281e-05,2.948903069669281e-05,2.2929323417234366e-05
1602,2.5786155025083906e-05,2.863026682981789e-05,2.863026682981789e-05,2.5786155025083906e-05
1603,2.5365318573936486e-05,2.4597415046758086e-05,2.4597415046758086e-05,2.5365318573936486e-05
1604,1.7787614962929054e-05,2.7688843277116704e-05,2.7688843277116704e-05,1.7787614962929054e-05
1605,1.3487772694783676e-05,2.884829388806663e-05,2.884829388806663e-05,1.3487772694783676e-05
1606,6.952810669450368e-05,2.9241789629200605e-05,2.9241789629200605e-05,6.952810669450368e-05
1607,6.771750322189161e-05,2.3174761216588585e-05,2.3174761216588585e-05,6.771750322189161e-05
1608,7.223666805852449e-05,2.1169872135422857e-05,2.1169872135422857e-05,7.223666805852449e-05
1609,6.84782422695207e-05,2.189183994362663e-05,2.189183994362663e-05,6.84782422695207e-05
1610,7.370362090698888e-05,3.6429329546600843e-05,3.6429329546600843e-05,7.370362090698888e-05
1611,7.906361367661572e-05,3.899838988477963e-05,3.899838988477963e-05,7.906361367661572e-05
1612,7.908355759614747e-05,5.403400882642018e-05,5.403400882642018e-05,7.908355759614747e-05
1613,2.382373726764594e-05,5.8583886129781604e-05,5.8583886129781604e-05,2.382373726764594e-05
1614,2.5471785972643245e-05,6.087165378890599e-05,6.087165378890599e-05,2.5471785972643245e-05
1615,1.643105861148797e-05,9.275756097589951e-05,9.275756097589951e-05,1.643105861148797e-05
1616,1.643105861148797e-05,9.406387159417915e-05,9.406387159417915e-05,1.643105861148797e-05
1617,1.2194010651001008e-05,8.368438440291876e-05,8.368438440291876e-05,1.2194010651001008e-05
1618,7.64851893109153e-06,7.970614452850506e-05,7.970614452850506e-05,7.64851893109153e-06
1619,8.529534235484399e-06,6.455965038704952e-05,6.455965038704952e-05,8.529534235484399e-06
1620,7.358648157865641e-06,6.167568894202955e-05,6.167568894202955e-05,7.358648157865641e-06
1621,6.781107458664337e-06,6.514441494281138e-05,6.514441494281138e-05,6.781107458664337e-06
1622,9.015001329057018e-06,0.00011045410220893765,0.00011045410220893765,9.015001329057018e-06
1623,2.1677467819764778e-05,0.0001096313925310304,0.0001096313925310304,2.1677467819764778e-05
1624,2.2182459101064262e-05,0.0001057662682017378,0.0001057662682017378,2.2182459101064262e-05
1625,3.864127224265498e-05,0.00010858365242581516,0.00010858365242581516,3.864127224265498e-05
1626,3.856060746849315e-05,0.00010999780585864625,0.00010999780585864625,3.856060746849315e-05
1627,3.8452813961547303e-05,0.00011064332466048654,0.00011064332466048654,3.8452813961547303e-05
1628,3.908560828287071e-05,0.00015306542237729964,0.00015306542237729964,3.908560828287071e-05
1629,3.6864295452687657e-05,7.282922888407484e-05,7.282922888407484e-05,3.6864295452687657e-05
1630,2.4633073962831986e-05,7.493302941189281e-05,7.493302941189281e-05,2.4633073962831986e-05
1631,2.5690351419273482e-05,7.542895036749542e-05,7.542895036749542e-05,2.5690351419273482e-05
1632,1.4294091767754122e-05,7.731702914627801e-05,7.731702914627801e-05,1.4294091767754122e-05
1633,1.775917238384344e-05,7.986022137629334e-05,7.986022137629334e-05,1.775917238384344e-05
1634,1.9428678862303578e-05,7.871891414522127e-05,7.871891414522127e-05,1.9428678862303578e-05
1635,1.8877852491121822e-05,3.5703985953919725e-05,3.5703985953919725e-05,1.8877852491121822e-05
1636,2.0067240679314375e-05,3.519477858000235e-05,3.519477858000235e-05,2.0067240679314375e-05
1637,2.1318678591342177e-05,3.463664246997463e-05,3.463664246997463e-05,2.1318678591342177e-05
1638,2.018211489485111e-05,4.499306019819674e-05,4.499306019819674e-05,2.018211489485111e-05
1639,1.5770064887224828e-05,4.551877204253937e-05,4.551877204253937e-05,1.5770064887224828e-05
1640,1.1211671822560934e-05,4.459285290587494e-05,4.459285290587494e-05,1.1211671822560934e-05
1641,9.519695822746144e-06,4.8486935026760746e-05,4.8486935026760746e-05,9.519695822746144e-06
1642,9.338768352660867e-06,4.335987900308932e-05,4.335987900308932e-05,9.338768352660867e-06
1643,7.084291845720665e-06,4.0952581717387405e-05,4.0952581717387405e-05,7.084291845720665e-06
1644,8.334775860216073e-06,4.598729388557591e-05,4.598729388557591e-05,8.334775860216073e-06
1645,8.09954402062171e-06,3.574771192558858e-05,3.574771192558858e-05,8.09954402062171e-06
1646,9.486421577418827e-06,3.4797298277616005e-05,3.4797298277616005e-05,9.486421577418827e-06
1647,1.0845201237381324e-05,3.787278163664658e-05,3.787278163664658e-05,1.0845201237381324e-05
1648,1.1031648041028217e-05,4.353004396762117e-05,4.353004396762117e-05,1.1031648041028217e-05
1649,1.1077060605657607e-05,4.9425415129787454e-05,4.9425415129787454e-05,1.1077060605657607e-05
1650,1.2128661767617035e-05,5.419533460683722e-05,5.419533460683722e-05,1.2128661767617035e-05
1651,1.0442497179090943e-05,8.031864074707431e-05,8.031864074707431e-05,1.0442497179090943e-05
1652,1.009876424567275e-05,8.283066251481484e-05,8.283066251481484e-05,1.009876424567275e-05
1653,8.207248486412158e-06,8.542849744636831e-05,8.542849744636831e-05,8.207248486412158e-06
1654,7.620407294390523e-06,8.548580704622768e-05,8.548580704622768e-05,7.620407294390523e-06
1655,9.446519600585037e-06,8.625638812580811e-05,8.625638812580811e-05,9.446519600585037e-06
1656,9.109168526525277e-06,8.463290162451033e-05,8.463290162451033e-05,9.109168526525277e-06
1657,9.301857712021696e-06,8.42911317054781e-05,8.42911317054781e-05,9.301857712021696e-06
1658,8.75185859123511e-06,5.355385915858538e-05,5.355385915858538e-05,8.75185859123511e-06
1659,9.525146911723173e-06,5.221915567485017e-05,5.221915567485017e-05,9.525146911723173e-06
1660,8.955733846960356e-06,4.814490005498685e-05,4.814490005498685e-05,8.955733846960356e-06
1661,8.207238384524576e-06,4.636118605308833e-05,4.636118605308833e-05,8.207238384524576e-06
1662,6.027290023017226e-06,3.778195267451727e-05,3.778195267451727e-05,6.027290023017226e-06
1663,7.712699406121309e-06,3.5808765980099065e-05,3.5808765980099065e-05,7.712699406121309e-06
1664,8.146720801960328e-06,3.3735385971210364e-05,3.3735385971210364e-05,8.146720801960328e-06
1665,7.626084051740431e-06,3.2411203262329635e-05,3.2411203262329635e-05,7.626084051740431e-06
1666,1.0451996867491939e-05,3.351356567041616e-05,3.351356567041616e-05,1.0451996867491939e-05
1667,1.0474914964626286e-05,3.230719682635806e-05,3.230719682635806e-05,1.0474914964626286e-05
1668,1.0374963868084056e-05,3.24703554984548e-05,3.24703554984548e-05,1.0374963868084056e-05
1669,1.0904221442485453e-05,3.092995575570967e-05,3.092995575570967e-05,1.0904221442485453e-05
1670,9.621378775851294e-06,3.1483335988014005e-05,3.1483335988014005e-05,9.621378775851294e-06
1671,9.104270751387438e-06,3.6161906921604115e-05,3.6161906921604115e-05,9.104270751387438e-06
1672,9.346114503776854e-06,4.677765589024473e-05,4.677765589024473e-05,9.346114503776854e-06
1673,5.480928458772334e-06,4.820384596574253e-05,4.820384596574253e-05,5.480928458772334e-06
1674,6.00282458305758e-06,4.896112035826913e-05,4.896112035826913e-05,6.00282458305758e-06
1675,7.109624935505313e-06,4.838241199779857e-05,4.838241199779857e-05,7.109624935505313e-06
1676,6.22904851102898e-06,5.0473822089510835e-05,5.0473822089510835e-05,6.22904851102898e-06
1677,5.65066477520304e-06,5.229038755974865e-05,5.229038755974865e-05,5.65066477520304e-06
1678,4.996695728160765e-06,4.9524758651386946e-05,4.9524758651386946e-05,4.996695728160765e-06
1679,5.962791663348201e-06,4.0163191442843527e-05,4.0163191442843527e-05,5.962791663348201e-06
1680,6.117782813167391e-06,4.2067215482737606e-05,4.2067215482737606e-05,6.117782813167391e-06
1681,6.71230936534682e-06,4.249053485442086e-05,4.249053485442086e-05,6.71230936534682e-06
1682,5.772807834806112e-06,4.109997098566964e-05,4.109997098566964e-05,5.772807834806112e-06
1683,5.64753214251011e-06,3.8607524662178806e-05,3.8607524662178806e-05,5.64753214251011e-06
1684,6.283380741933797e-06,3.80755726447595e-05,3.80755726447595e-05,6.283380741933797e-06
1685,5.968705254742547e-06,3.996476360563455e-05,3.996476360563455e-05,5.968705254742547e-06
1686,5.606679719351502e-06,4.147327126702294e-05,4.147327126702294e-05,5.606679719351502e-06
1687,5.171003173083071e-06,3.8335712036184433e-05,3.8335712036184433e-05,5.171003173083071e-06
1688,4.029537754896799e-06,3.539408745772172e-05,3.539408745772172e-05,4.029537754896799e-06
1689,3.708847292013421e-06,3.5249680227674875e-05,3.5249680227674875e-05,3.708847292013421e-06
1690,4.9057425387997815e-06,3.712177372757911e-05,3.712177372757911e-05,4.9057425387997815e-06
1691,6.604163088143521e-06,3.3607928474209204e-05,3.3607928474209204e-05,6.604163088143521e-06
1692,6.747306250482714e-06,3.0345307485341827e-05,3.0345307485341827e-05,6.747306250482714e-06
1693,6.853668667515324e-06,2.7200149296342196e-05,2.7200149296342196e-05,6.853668667515324e-06
1694,7.345605646540727e-06,2.427089579474081e-05,2.427089579474081e-05,7.345605646540727e-06
1695,7.794448947606725e-06,2.5756488737118032e-05,2.5756488737118032e-05,7.794448947606725e-06
1696,8.2031300345469e-06,2.539945463857813e-05,2.539945463857813e-05,8.2031300345469e-06
1697,8.475493684402733e-06,2.3207744171876194e-05,2.3207744171876194e-05,8.475493684402733e-06
1698,1.264841025009186e-05,2.5546525388823022e-05,2.5546525388823022e-05,1.264841025009186e-05
1699,1.2483776263902005e-05,2.5404997619001995e-05,2.5404997619001995e-05,1.2483776263902005e-05
1700,1.1823055907760655e-05,2.5425229458570747e-05,2.5425229458570747e-05,1.1823055907760655e-05
1701,1.1516389495877125e-05,2.7726447764767465e-05,2.7726447764767465e-05,1.1516389495877125e-05
1702,1.120358652834901e-05,2.870788167846123e-05,2.870788167846123e-05,1.120358652834901e-05
1703,1.0930330891564413e-05,2.8952750393987765e-05,2.8952750393987765e-05,1.0930330891564413e-05
1704,9.926330530366353e-06,3.0209851112366387e-05,3.0209851112366387e-05,9.926330530366353e-06
1705,3.6662918156642784e-06,2.782464538800663e-05,2.782464538800663e-05,3.6662918156642784e-06
1706,4.05834859001126e-06,2.752966637282433e-05,2.752966637282433e-05,4.05834859001126e-06
1707,3.8942372222144125e-06,3.054051246311117e-05,3.054051246311117e-05,3.8942372222144125e-06
1708,3.922151108781691e-06,3.239265892521611e-05,3.239265892521611e-05,3.922151108781691e-06
1709,3.6959874510752603e-06,3.118097343498708e-05,3.118097343498708e-05,3.6959874510752603e-06
1710,4.946278685175847e-06,3.060889685002621e-05,3.060889685002621e-05,4.946278685175847e-06
1711,5.850927794069451e-06,3.2459879158912895e-05,3.2459879158912895e-05,5.850927794069451e-06
1712,7.153174205346399e-06,3.674770466334719e-05,3.674770466334719e-05,7.153174205346399e-06
1713,7.5707101002210815e-06,3.864477782501906e-05,3.864477782501906e-05,7.5707101002210815e-06
1714,7.975197994320687e-06,3.5785488632557515e-05,3.5785488632557515e-05,7.975197994320687e-06
1715,8.062375270258468e-06,3.3497790095030465e-05,3.3497790095030465e-05,8.062375270258468e-06
1716,8.629429755403959e-06,3.567595506735545e-05,3.567595506735545e-05,8.629429755403959e-06
1717,8.098141928972577e-06,3.630186776198181e-05,3.630186776198181e-05,8.098141928972577e-06
1718,7.029369271549513e-06,3.490878277391728e-05,3.490878277391728e-05,7.029369271549513e-06
1719,5.496387724893534e-06,3.432456183613145e-05,3.432456183613145e-05,5.496387724893534e-06
1720,6.201385336420831e-06,3.448417763658134e-05,3.448417763658134e-05,6.201385336420831e-06
1721,5.9573692072133e-06,3.42557502465622e-05,3.42557502465622e-05,5.9573692072133e-06
1722,6.272734481171938e-06,3.547040978446603e-05,3.547040978446603e-05,6.272734481171938e-06
1723,5.922148959923236e-06,3.676440766347306e-05,3.676440766347306e-05,5.922148959923236e-06
1724,5.329575092868513e-06,3.993672076571134e-05,3.993672076571134e-05,5.329575092868513e-06
1725,6.42545095226004e-06,4.379751278195597e-05,4.379751278195597e-05,6.42545095226004e-06
1726,7.208295690881121e-06,4.426847616351941e-05,4.426847616351941e-05,7.208295690881121e-06
1727,7.286690626122956e-06,4.4999648058105125e-05,4.4999648058105125e-05,7.286690626122956e-06
1728,7.658270793139568e-06,4.549289821755208e-05,4.549289821755208e-05,7.658270793139568e-06
1729,7.805519284634751e-06,4.449543199111109e-05,4.449543199111109e-05,7.805519284634751e-06
1730,8.363926813867043e-06,4.299357871267213e-05,4.299357871267213e-05,8.363926813867043e-06
1731,9.385447745963965e-06,4.014957214946792e-05,4.014957214946792e-05,9.385447745963965e-06
1732,8.982567838497094e-06,3.704204651252699e-05,3.704204651252699e-05,8.982567838497094e-06
1733,8.480342005766164e-06,3.394695756599374e-05,3.394695756599374e-05,8.480342005766164e-06
1734,1.1896093838004163e-05,3.9357772298639505e-05,3.9357772298639505e-05,1.1896093838004163e-05
1735,1.2418285093320134e-05,4.152247285154382e-05,4.152247285154382e-05,1.2418285093320134e-05
1736,1.2855236751160451e-05,4.511483452266215e-05,4.511483452266215e-05,1.2855236751160451e-05
1737,1.2642707263564392e-05,4.5789894751838543e-05,4.5789894751838543e-05,1.2642707263564392e-05
1738,1.226691496672824e-05,4.785759301739745e-05,4.785759301739745e-05,1.226691496672824e-05
1739,1.2933539372690056e-05,4.5903242997675466e-05,4.5903242997675466e-05,1.2933539372690056e-05
1740,1.5501990999057724e-05,4.543259715969076e-05,4.543259715969076e-05,1.5501990999057724e-05
1741,1.1942972183273273e-05,3.8837556920563134e-05,3.8837556920563134e-05,1.1942972183273273e-05
1742,2.629876280479948e-05,3.634516646603255e-05,3.634516646603255e-05,2.629876280479948e-05
1743,2.7584276397517116e-05,3.143331170057146e-05,3.143331170057146e-05,2.7584276397517116e-05
1744,3.07625627361371e-05,3.0435165172093548e-05,3.0435165172093548e-05,3.07625627361371e-05
1745,3.379959447816613e-05,3.176904621276273e-05,3.176904621276273e-05,3.379959447816613e-05
1746,3.697445702398129e-05,3.254305530780195e-05,3.254305530780195e-05,3.697445702398129e-05
1747,3.610899096072119e-05,3.340936979969099e-05,3.340936979969099e-05,3.610899096072119e-05
1748,3.5890171992442834e-05,3.4120704315552886e-05,3.4120704315552886e-05,3.5890171992442834e-05
1749,2.1638134577577667e-05,3.66023086826317e-05,3.66023086826317e-05,2.1638134577577667e-05
1750,2.3126254226164228e-05,3.938591466326865e-05,3.938591466326865e-05,2.3126254226164228e-05
1751,2.13293829541986e-05,3.860583638015669e-05,3.860583638015669e-05,2.13293829541986e-05
1752,2.100701437614459e-05,3.6419076423044316e-05,3.6419076423044316e-05,2.100701437614459e-05
1753,2.1023081249690483e-05,3.7245988746040636e-05,3.7245988746040636e-05,2.1023081249690483e-05
1754,2.143975195524815e-05,3.594585359678604e-05,3.594585359678604e-05,2.143975195524815e-05
1755,2.555017116329899e-05,3.450975886413029e-05,3.450975886413029e-05,2.555017116329899e-05
1756,3.412059309734364e-05,3.1911966548899985e-05,3.1911966548899985e-05,3.412059309734364e-05
1757,4.150927374472043e-05,2.9766683448022896e-05,2.9766683448022896e-05,4.150927374472043e-05
1758,4.558206533796952e-05,3.2318958931552644e-05,3.2318958931552644e-05,4.558206533796952e-05
1759,4.744699877587014e-05,3.225666737957259e-05,3.225666737957259e-05,4.744699877587014e-05
1760,4.6931345942929124e-05,3.088614955361534e-05,3.088614955361534e-05,4.6931345942929124e-05
1761,4.9945029396829863e-05,3.0526067608401976e-05,3.0526067608401976e-05,4.9945029396829863e-05
1762,5.158797440734426e-05,3.0919038960876476e-05,3.0919038960876476e-05,5.158797440734426e-05
1763,4.74147688821956e-05,3.2006940663060437e-05,3.2006940663060437e-05,4.74147688821956e-05
1764,4.548345740269204e-05,3.5551657544731696e-05,3.5551657544731696e-05,4.548345740269204e-05
1765,4.345735682623594e-05,3.382215670301646e-05,3.382215670301646e-05,4.345735682623594e-05
1766,5.025632448710634e-05,3.2767337220970406e-05,3.2767337220970406e-05,5.025632448710634e-05
1767,5.1282330657288965e-05,3.323716867141359e-05,3.323716867141359e-05,5.1282330657288965e-05
1768,5.43067575823183e-05,3.414426516558576e-05,3.414426516558576e-05,5.43067575823183e-05
1769,5.021093576423092e-05,3.294745043344197e-05,3.294745043344197e-05,5.021093576423092e-05
1770,5.5295482005541476e-05,3.308924325600466e-05,3.308924325600466e-05,5.5295482005541476e-05
1771,5.099413283460308e-05,2.9605014268392032e-05,2.9605014268392032e-05,5.099413283460308e-05
1772,5.082888154512537e-05,2.8486542370436447e-05,2.8486542370436447e-05,5.082888154512537e-05
1773,4.5862502572292995e-05,2.774217864498496e-05,2.774217864498496e-05,4.5862502572292995e-05
1774,4.679533490811342e-05,2.705467860713335e-05,2.705467860713335e-05,4.679533490811342e-05
1775,4.2574194854491255e-05,2.708688875178008e-05,2.708688875178008e-05,4.2574194854491255e-05
1776,4.5676373961863904e-05,2.7949693893398425e-05,2.7949693893398425e-05,4.5676373961863904e-05
1777,4.123421993946457e-05,2.5541760935863878e-05,2.5541760935863878e-05,4.123421993946457e-05
1778,4.2315771809496384e-05,2.625982545266327e-05,2.625982545266327e-05,4.2315771809496384e-05
1779,4.1948658690671436e-05,2.6902301604942685e-05,2.6902301604942685e-05,4.1948658690671436e-05
1780,4.177507980784867e-05,2.702553761732166e-05,2.702553761732166e-05,4.177507980784867e-05
1781,4.2098990369205626e-05,2.667613495889652e-05,2.667613495889652e-05,4.2098990369205626e-05
1782,4.319281677973257e-05,2.5827689179485397e-05,2.5827689179485397e-05,4.319281677973257e-05
1783,4.235555674573074e-05,3.0026328334185693e-05,3.0026328334185693e-05,4.235555674573074e-05
1784,4.09690632555534e-05,3.052563416921268e-05,3.052563416921268e-05,4.09690632555534e-05
1785,4.061030501491457e-05,3.2227197152678855e-05,3.2227197152678855e-05,4.061030501491457e-05
1786,4.1360183656381976e-05,2.984772761140318e-05,2.984772761140318e-05,4.1360183656381976e-05
1787,4.070429245725141e-05,2.915278764703544e-05,2.915278764703544e-05,4.070429245725141e-05
1788,4.1192712939976316e-05,2.9391408133960795e-05,2.9391408133960795e-05,4.1192712939976316e-05
1789,4.3400425056461245e-05,2.910684854993763e-05,2.910684854993763e-05,4.3400425056461245e-05
