ngram,energy,enrgy,enegy,eneregy
1932,5.7428103900747374e-05,9.21103677458441e-10,5.666981388120971e-10,7.864063765263194e-10
1933,5.8129582092598344e-05,7.606429375250912e-10,7.293566326290904e-10,8.563962436028813e-10
1934,5.862076380123783e-05,7.143546627246572e-10,9.307559901377311e-10,9.462677427344142e-10
1935,5.9834476165373675e-05,7.090702866133622e-10,1.0184710118916434e-09,9.216967942839358e-10
1936,6.06644779119441e-05,8.295421254673435e-10,9.374608609232941e-10,8.28445950729062e-10
1937,6.04002780164592e-05,8.552870633948828e-10,1.1122152167507083e-09,8.942907406669523e-10
1938,5.993439169417668e-05,9.154115085000366e-10,1.0942921806795474e-09,9.070814734256163e-10
1939,6.038759186464761e-05,9.166622877421204e-10,1.271051914513472e-09,9.220908322607865e-10
1940,6.027454635061856e-05,1.097215130260335e-09,1.1657205439037049e-09,8.578415636569961e-10
1941,6.0153170904543784e-05,1.0849686486537534e-09,1.0064203359583246e-09,8.782843460445175e-10
1942,6.0663454600476795e-05,1.1340481034397394e-09,1.2217989873798884e-09,9.859736717552993e-10
1943,6.278944679901802e-05,1.2265679999456935e-09,1.3755834963166284e-09,1.0094905665360342e-09
1944,6.634055223133015e-05,1.3954546506418047e-09,1.3633149767830081e-09,8.644227833531914e-10
1945,6.952456585297893e-05,1.459473440910765e-09,1.5015390121751538e-09,8.179354515120657e-10
1946,7.324909841242646e-05,1.6662528737728825e-09,1.6084548692951728e-09,5.523033478972903e-10
1947,7.907946928753518e-05,1.800282581739968e-09,1.7205225022465243e-09,5.007168231628358e-10
1948,8.321843363644023e-05,2.0358254447318457e-09,1.7983082166241259e-09,6.469025374901603e-10
1949,8.675524233175176e-05,1.9398004472545185e-09,1.6876818514128494e-09,6.936263210624968e-10
1950,8.850309677654877e-05,1.896573469701528e-09,1.5226951128559968e-09,7.217194996395853e-10
1951,9.128950374101155e-05,2.0564070763689254e-09,1.7467093485886868e-09,7.971983212451406e-10
1952,9.667901654860802e-05,2.0571768732935425e-09,1.6783158037928354e-09,8.568486475901693e-10
1953,0.00010206474170055506,2.217734329512666e-09,1.8494092923759808e-09,9.335770965814204e-10
1954,0.00010528050604209836,2.2805666402955384e-09,1.8664239043175712e-09,1.1077685673528087e-09
1955,0.0001118397807918622,2.526153968546956e-09,2.185622714558276e-09,1.1266593610440419e-09
1956,0.000118099369241723,3.0734348082412613e-09,2.2842365618050817e-09,9.863872893082056e-10
1957,0.00012506923355561282,3.2234731074863377e-09,2.6713695065540476e-09,1.0676708247662044e-09
1958,0.00012983589632702724,3.0933489737959364e-09,2.793223398610069e-09,9.947870781092304e-10
1959,0.0001356103249625968,3.420910602410946e-09,3.3930777869934606e-09,9.389552092191928e-10
1960,0.0001381235945570682,3.5898363329575236e-09,3.11336729413065e-09,8.926577195676546e-10
1961,0.00014198586411241974,3.865244473694978e-09,3.7027685203686443e-09,7.634885243864734e-10
1962,0.00014442716409186169,3.879851963515892e-09,3.4607153809318447e-09,6.003170480558698e-10
1963,0.00014606590100031878,3.8826895032428865e-09,3.5102656495819164e-09,6.878745727784923e-10
1964,0.00014598465973644385,4.013723448841639e-09,3.743210963413901e-09,5.881442693977945e-10
1965,0.00014615593369983668,4.359234116537079e-09,3.7894249801543165e-09,6.432312916431521e-10
1966,0.00014285712677519768,4.364876396830855e-09,3.5515222984727757e-09,7.70125633899253e-10
1967,0.00014208490028977394,4.723566363448331e-09,3.815634570208155e-09,7.86200576863294e-10
1968,0.00014233092328400483,4.867832105657856e-09,3.596222843325693e-09,8.563133376985174e-10
1969,0.000144346066268294,4.9004348515576825e-09,4.0850355796452826e-09,8.607935396222542e-10
1970,0.00015348822801440422,5.66176902186807e-09,4.7423567612574806e-09,8.4150963181833e-10
1971,0.0001728941424516961,7.046317117089172e-09,5.043124933530001e-09,1.0020745106713897e-09
1972,0.00019482160860206932,8.106644815748204e-09,5.65260558995005e-09,1.0353010115871086e-09
1973,0.00021556850905264064,9.604178595269884e-09,6.652568147152189e-09,1.1499498892802202e-09
1974,0.00023952828736842742,1.0533815216920824e-08,7.754873822461507e-09,1.4614279310519252e-09
1975,0.0002597439701535872,1.1577582955827178e-08,9.155675519321806e-09,1.6220158946137327e-09
1976,0.00028297035688800473,1.3300541112926112e-08,1.0949165827968597e-08,1.722300016889936e-09
1977,0.00030156487732061317,1.4043296049846634e-08,1.2586415401979626e-08,1.9344068410579294e-09
1978,0.00030642179107027393,1.5108009446659513e-08,1.347227218673197e-08,1.7630080014921897e-09
1979,0.0003046675493741142,1.5953529291274597e-08,1.3939047122895382e-08,1.7208455533561968e-09
1980,0.0003021910462328898,1.6497165030874124e-08,1.4591094554816664e-08,1.7466770807494925e-09
1981,0.00029172525267183246,1.668483801913518e-08,1.5314160479411905e-08,1.5768610940801254e-09
1982,0.0002824778452382556,1.7030372540765322e-08,1.5534562588673647e-08,1.5086599509344418e-09
1983,0.00026713724738718677,1.633026057236618e-08,1.467478519653501e-08,1.5285564956636831e-09
1984,0.0002482469488833366,1.5549012744031643e-08,1.4052130126174234e-08,1.3290810753550731e-09
1985,0.00023131155467126518,1.4501038211481695e-08,1.3672627347765293e-08,1.577471661232518e-09
1986,0.00021872104636193917,1.342940298647883e-08,1.345155580574036e-08,1.5892569799851636e-09
1987,0.00020866847522224167,1.2544897311426797e-08,1.3735055251881282e-08,1.5801679964511095e-09
1988,0.0002037456350600613,1.2101965398057603e-08,1.3377883816596231e-08,1.4559435720532372e-09
1989,0.00019840662467426488,1.1166152574000016e-08,1.2511445593840368e-08,1.4280260307586445e-09
1990,0.00019254479931467877,1.053845575883981e-08,1.2135194309743319e-08,1.3043227053977091e-09
1991,0.00018828894826583564,9.907322137284576e-09,1.0845632645940993e-08,1.2674257516514282e-09
1992,0.00018663588603625873,8.6542402450667e-09,1.03010478242587e-08,9.638548610040638e-10
1993,0.00018262348852918616,8.088146470035845e-09,1.0023513130619222e-08,1.0267674884926033e-09
1994,0.00017806509900505522,7.06382755463356e-09,8.44063187597856e-09,7.97918885726239e-10
1995,0.00017183898099964217,6.11470353715861e-09,7.316301469424096e-09,8.030732467911861e-10
1996,0.00016616719533755844,5.462819085977344e-09,6.684025586979812e-09,6.549791264909288e-10
1997,0.00016253428475465626,5.08243466360422e-09,6.05705593618008e-09,5.878224653064836e-10
1998,0.00016041326203516552,4.934665374735557e-09,5.981785987176278e-09,5.554509630023574e-10
1999,0.00015674186995186443,4.579805360346459e-09,5.56036740460643e-09,5.262451704560586e-10
2000,0.0001552453634628494,3.960048574772454e-09,4.914973190344491e-09,3.666568259325891e-10
2001,0.00015391524149371044,3.5164324468135125e-09,4.4745658606919795e-09,3.4505616816219286e-10
2002,0.000154540449979582,3.268605132587611e-09,4.025406071964507e-09,3.0191615675777076e-10
2003,0.00015622713129102652,3.1031949391088378e-09,3.8629085644511665e-09,3.477780226500217e-10
2004,0.0001581916689506865,2.928842279814603e-09,3.632547310569326e-09,3.522232882342229e-10
2005,0.00015787778206036558,2.6146258491621666e-09,3.4460093826079887e-09,2.9952743658372734e-10
2006,0.00015922665936938887,2.3937124663372546e-09,3.13766057580267e-09,3.138604634126249e-10
2007,0.00016028621965753182,2.2705415325674494e-09,3.042248611758883e-09,3.5212951998708775e-10
2008,0.00016197726446469978,2.1726498378171755e-09,2.9921943018556315e-09,3.2699621829723746e-10
2009,0.00016871207792844092,2.2192855172623436e-09,3.2416262372793524e-09,2.969828812434841e-10
2010,0.00017227417265530676,2.1872038148883023e-09,3.0478398852348423e-09,2.8101926192815515e-10
2011,0.00016939007452622588,1.921135457066165e-09,2.8629097822577674e-09,2.4448099150301394e-10
2012,0.000168450952125048,1.6843571141019913e-09,2.5376683928815933e-09,2.314315311811667e-10
2013,0.00016861618496477604,1.605692063438064e-09,2.5009584244831527e-09,2.061075729729657e-10
2014,0.0001664752365156476,1.5628081923806698e-09,2.2485838746533204e-09,1.6265604884816272e-10
2015,0.00016464265978096852,1.5193762200763468e-09,2.0576996297348516e-09,1.7908765442831154e-10
2016,0.0001593158085597679,1.256963652210682e-09,1.7275076924505584e-09,1.563053862928067e-10
2017,0.0001549317894387059,9.983887883091569e-10,1.5855665669306518e-09,1.107131018807106e-10
2018,0.00015653004811611027,9.770884434878725e-10,1.5257172414351316e-09,1.133576552070359e-10
2019,0.000157187670993153,1.0531550492798303e-09,1.589425036030434e-09,9.497331567021039e-11
