ngram,mission,mision,msion,mision
1552,2.244076644534029e-05,0.0,0.0,0.0
1553,2.216106024986532e-05,0.0,0.0,0.0
1554,2.216106024986532e-05,0.0,0.0,0.0
1555,1.6216221411013976e-05,0.0,0.0,0.0
1556,1.6216221411013976e-05,0.0,0.0,0.0
1557,6.489998798185427e-06,0.0,0.0,0.0
1558,2.08130207153902e-05,0.0,0.0,0.0
1559,1.4323021917204772e-05,0.0,0.0,0.0
1560,1.6117782901606654e-05,0.0,0.0,0.0
1561,1.6117782901606654e-05,0.0,0.0,0.0
1562,1.6117782901606654e-05,0.0,0.0,0.0
1563,1.6117782901606654e-05,0.0,0.0,0.0
1564,1.6117782901606654e-05,0.0,0.0,0.0
1565,1.7947609844018838e-06,0.0,0.0,0.0
1566,1.7947609844018838e-06,0.0,0.0,0.0
1567,0.0,0.0,0.0,0.0
1568,0.0,0.0,0.0,0.0
1569,5.1989372877869755e-06,0.0,0.0,0.0
1570,5.1989372877869755e-06,0.0,0.0,0.0
1571,5.1989372877869755e-06,0.0,0.0,0.0
1572,5.718898072310756e-06,0.0,0.0,0.0
1573,5.718898072310756e-06,0.0,0.0,0.0
1574,5.718898072310756e-06,0.0,0.0,0.0
1575,5.718898072310756e-06,0.0,0.0,0.0
1576,9.706412324054066e-07,0.0,0.0,0.0
1577,9.706412324054066e-07,0.0,0.0,0.0
1578,9.706412324054066e-07,0.0,0.0,0.0
1579,6.9182282394259734e-06,0.0,0.0,0.0
1580,6.9182282394259734e-06,0.0,0.0,0.0
1581,6.9182282394259734e-06,0.0,0.0,0.0
1582,6.9182282394259734e-06,0.0,0.0,0.0
1583,8.149726844359456e-06,0.0,0.0,0.0
1584,9.048838429797407e-06,0.0,0.0,0.0
1585,9.048838429797407e-06,0.0,0.0,0.0
1586,2.5812906382530594e-06,0.0,0.0,0.0
1587,2.9273701979296414e-06,0.0,0.0,0.0
1588,2.9273701979296414e-06,0.0,0.0,0.0
1589,2.9273701979296414e-06,0.0,0.0,0.0
1590,1.2451911451145342e-06,0.0,0.0,0.0
1591,6.126130236745147e-07,0.0,0.0,0.0
1592,6.126130236745147e-07,0.0,0.0,0.0
1593,6.126130236745147e-07,0.0,0.0,0.0
1594,3.116270363534568e-06,0.0,0.0,0.0
1595,3.5670674541116957e-06,0.0,0.0,0.0
1596,4.408740356406529e-06,0.0,0.0,0.0
1597,4.529802449074591e-06,0.0,0.0,0.0
1598,6.076859498144975e-06,0.0,0.0,0.0
1599,6.4305929429662815e-06,0.0,0.0,0.0
1600,6.856617281820425e-06,0.0,0.0,0.0
1601,9.866596233873029e-06,0.0,0.0,0.0
1602,2.173508365948302e-05,0.0,0.0,0.0
1603,2.1717630975867257e-05,0.0,0.0,0.0
1604,4.9691172047719844e-05,0.0,0.0,0.0
1605,4.843976600048856e-05,0.0,0.0,0.0
1606,4.992787496251237e-05,0.0,0.0,0.0
1607,4.950185062365823e-05,0.0,0.0,0.0
1608,4.3642134772068986e-05,0.0,0.0,0.0
1609,3.132285025588187e-05,0.0,0.0,0.0
1610,3.088097482109983e-05,0.0,0.0,0.0
1611,2.9911962136403806e-06,0.0,0.0,0.0
1612,2.429011747803348e-06,0.0,0.0,0.0
1613,1.3862217623942082e-06,0.0,0.0,0.0
1614,2.3750510373637165e-06,0.0,0.0,0.0
1615,2.3750510373637165e-06,0.0,0.0,0.0
1616,2.3750510373637165e-06,0.0,0.0,0.0
1617,2.1162475880893387e-06,0.0,0.0,0.0
1618,8.80482274721674e-06,0.0,0.0,0.0
1619,8.91735724703072e-06,0.0,0.0,0.0
1620,8.219043739440427e-06,0.0,0.0,0.0
1621,7.40863246002326e-06,0.0,0.0,0.0
1622,7.478980868264833e-06,0.0,0.0,0.0
1623,1.0173122713500301e-05,0.0,0.0,0.0
1624,1.0796242358018e-05,0.0,0.0,0.0
1625,3.9028426418294e-06,0.0,4.1532345156675934e-07,0.0
1626,1.710837375412666e-05,0.0,4.1532345156675934e-07,0.0
1627,1.7167406180565843e-05,0.0,4.1532345156675934e-07,0.0
1628,1.7054499811105677e-05,0.0,4.1532345156675934e-07,0.0
1629,3.117919858043804e-05,0.0,4.1532345156675934e-07,0.0
1630,2.900255071023951e-05,0.0,4.1532345156675934e-07,0.0
1631,3.3527128209698276e-05,0.0,4.1532345156675934e-07,0.0
1632,3.3893632746639923e-05,0.0,0.0,0.0
1633,2.0849752729645843e-05,0.0,0.0,0.0
1634,2.1183654041578848e-05,0.0,0.0,0.0
1635,2.1118142415486674e-05,0.0,0.0,0.0
1636,7.270472873902431e-06,0.0,0.0,0.0
1637,6.752978898865487e-06,0.0,0.0,0.0
1638,1.8184156098348986e-06,0.0,0.0,0.0
1639,2.3084835772481582e-06,0.0,0.0,0.0
1640,2.13710603702566e-06,0.0,0.0,0.0
1641,1.9420438174425466e-06,0.0,0.0,0.0
1642,1.9420438174425466e-06,0.0,0.0,0.0
1643,1.9559559681121234e-06,9.032244666481607e-08,0.0,9.032244666481607e-08
1644,2.5975862253549816e-06,9.032244666481607e-08,0.0,9.032244666481607e-08
1645,2.9976635248983385e-06,9.032244666481607e-08,0.0,9.032244666481607e-08
1646,3.4506903716646775e-06,9.032244666481607e-08,0.0,9.032244666481607e-08
1647,3.66001898198322e-06,9.032244666481607e-08,0.0,9.032244666481607e-08
1648,4.553488711930445e-06,9.032244666481607e-08,0.0,9.032244666481607e-08
1649,4.866399811882209e-06,9.032244666481607e-08,0.0,9.032244666481607e-08
1650,4.592950298436855e-06,0.0,0.0,0.0
1651,4.209320528454035e-06,4.300008121000636e-08,0.0,4.300008121000636e-08
1652,4.084953429485592e-06,4.300008121000636e-08,0.0,4.300008121000636e-08
1653,3.152232961513489e-06,4.300008121000636e-08,0.0,4.300008121000636e-08
1654,2.9230626686122766e-06,4.300008121000636e-08,0.0,4.300008121000636e-08
1655,2.253909899861485e-06,4.300008121000636e-08,0.0,4.300008121000636e-08
1656,2.076920793570025e-06,1.3361474365020903e-07,0.0,1.3361474365020903e-07
1657,2.3505381412698104e-06,1.3361474365020903e-07,0.0,1.3361474365020903e-07
1658,2.414231451958975e-06,9.061466244020266e-08,0.0,9.061466244020266e-08
1659,3.53887401161046e-06,9.061466244020266e-08,0.0,9.061466244020266e-08
1660,3.562869145363428e-06,9.061466244020266e-08,0.0,9.061466244020266e-08
1661,3.614273591015912e-06,9.061466244020266e-08,0.0,9.061466244020266e-08
1662,3.2537456360971973e-06,9.061466244020266e-08,0.0,9.061466244020266e-08
1663,3.5119935140366058e-06,0.0,0.0,0.0
1664,3.543565713113951e-06,0.0,0.0,0.0
1665,4.015521028577496e-06,0.0,0.0,0.0
1666,2.4782350708717005e-06,3.9948397605777634e-08,0.0,3.9948397605777634e-08
1667,2.4018842249721014e-06,3.9948397605777634e-08,0.0,3.9948397605777634e-08
1668,2.5737859102394267e-06,3.9948397605777634e-08,0.0,3.9948397605777634e-08
1669,2.6809733039304514e-06,3.9948397605777634e-08,0.0,3.9948397605777634e-08
1670,2.4800492773075737e-06,3.9948397605777634e-08,0.0,3.9948397605777634e-08
1671,2.4390111873019904e-06,3.9948397605777634e-08,0.0,3.9948397605777634e-08
1672,2.088172891490103e-06,3.9948397605777634e-08,0.0,3.9948397605777634e-08
1673,2.1606024672239854e-06,0.0,0.0,0.0
1674,2.0637929602734014e-06,0.0,0.0,0.0
1675,2.23797945052086e-06,0.0,0.0,0.0
1676,2.2690181984736616e-06,0.0,0.0,0.0
1677,2.243703339185491e-06,0.0,0.0,0.0
1678,2.409594458185893e-06,1.991857142716721e-08,0.0,1.991857142716721e-08
1679,2.2436448716689483e-06,1.991857142716721e-08,0.0,1.991857142716721e-08
1680,2.7136523580598545e-06,1.991857142716721e-08,0.0,1.991857142716721e-08
1681,3.0453349089449536e-06,1.991857142716721e-08,0.0,1.991857142716721e-08
1682,3.0084186489278053e-06,1.991857142716721e-08,0.0,1.991857142716721e-08
1683,2.7960619815660593e-06,1.991857142716721e-08,0.0,1.991857142716721e-08
1684,3.1248978465165626e-06,1.991857142716721e-08,0.0,1.991857142716721e-08
1685,2.869690807269113e-06,0.0,0.0,0.0
1686,3.090155311318605e-06,0.0,0.0,0.0
1687,2.6775769746174253e-06,0.0,0.0,0.0
1688,2.3045470730461863e-06,0.0,0.0,0.0
1689,2.2082871932330557e-06,0.0,0.0,0.0
1690,2.2654103141966127e-06,0.0,0.0,0.0
1691,1.8175755696704852e-06,0.0,0.0,0.0
1692,1.8152482539335324e-06,0.0,0.0,0.0
1693,1.7881904292542977e-06,0.0,0.0,0.0
1694,1.8731440880921063e-06,0.0,0.0,0.0
1695,2.043434238073262e-06,0.0,0.0,0.0
1696,3.144778434359198e-06,0.0,0.0,0.0
1697,3.5871524184066014e-06,0.0,0.0,0.0
1698,4.927970573070135e-06,0.0,0.0,0.0
1699,4.88980426130833e-06,0.0,0.0,0.0
1700,4.731484815628002e-06,0.0,0.0,0.0
1701,4.4329315512316366e-06,0.0,0.0,0.0
1702,4.327963438299776e-06,0.0,0.0,0.0
1703,3.133284215956727e-06,0.0,0.0,0.0
1704,3.1431801029871816e-06,0.0,0.0,0.0
1705,2.3028981429108953e-06,0.0,9.157804673317775e-09,0.0
1706,2.379751289741502e-06,0.0,9.157804673317775e-09,0.0
1707,2.651120569550715e-06,0.0,9.157804673317775e-09,0.0
1708,2.824495465704656e-06,0.0,9.157804673317775e-09,0.0
1709,3.0057076888364724e-06,0.0,9.157804673317775e-09,0.0
1710,3.423145796789738e-06,0.0,9.157804673317775e-09,0.0
1711,3.1356384105103122e-06,0.0,9.157804673317775e-09,0.0
1712,3.0532971777574858e-06,0.0,1.086341987794575e-08,0.0
1713,3.1112563517256475e-06,0.0,1.086341987794575e-08,0.0
1714,3.4372416004251657e-06,0.0,1.086341987794575e-08,0.0
1715,3.4648914736733005e-06,0.0,1.086341987794575e-08,0.0
1716,3.2976396531531852e-06,0.0,1.086341987794575e-08,0.0
1717,2.8172888570614826e-06,0.0,1.086341987794575e-08,0.0
1718,2.754870544257366e-06,0.0,1.086341987794575e-08,0.0
1719,2.4918744786970948e-06,0.0,0.0,0.0
1720,2.4610805797107915e-06,0.0,0.0,0.0
1721,1.9197000256099273e-06,0.0,0.0,0.0
1722,2.2827017736355108e-06,0.0,0.0,0.0
1723,2.5110671231232118e-06,0.0,0.0,0.0
1724,2.648803501870134e-06,5.870919750350367e-09,0.0,5.870919750350367e-09
1725,4.004011040186535e-06,2.0576825830533252e-08,7.352953040091441e-09,2.0576825830533252e-08
1726,4.100092447905419e-06,2.0576825830533252e-08,7.352953040091441e-09,2.0576825830533252e-08
1727,4.1844548052592605e-06,2.7419541684789043e-08,7.352953040091441e-09,2.7419541684789043e-08
1728,5.378106314830282e-06,3.389910168445047e-08,7.352953040091441e-09,3.389910168445047e-08
1729,5.3416483102150125e-06,3.389910168445047e-08,7.352953040091441e-09,3.389910168445047e-08
1730,5.134047536817629e-06,3.389910168445047e-08,7.352953040091441e-09,3.389910168445047e-08
1731,5.29991452172648e-06,3.499492150029125e-08,7.352953040091441e-09,3.499492150029125e-08
1732,4.116291880304093e-06,2.0289015420108366e-08,0.0,2.0289015420108366e-08
1733,4.321862888900796e-06,2.0289015420108366e-08,0.0,2.0289015420108366e-08
1734,4.29842979039157e-06,1.3446299565852574e-08,0.0,1.3446299565852574e-08
1735,3.1830737238383984e-06,6.966739566191141e-09,0.0,6.966739566191141e-09
1736,4.127053736218451e-06,6.966739566191141e-09,0.0,6.966739566191141e-09
1737,4.1867218182492905e-06,2.773162423506749e-08,0.0,2.773162423506749e-08
1738,4.147904064666363e-06,2.076488466887635e-08,0.0,2.076488466887635e-08
1739,4.313378829985075e-06,2.3995801155608987e-08,0.0,2.3995801155608987e-08
1740,4.758479787726953e-06,2.3995801155608987e-08,0.0,2.3995801155608987e-08
1741,4.668417464667332e-06,2.3995801155608987e-08,0.0,2.3995801155608987e-08
1742,4.821672551510606e-06,2.3995801155608987e-08,0.0,2.3995801155608987e-08
1743,3.677167017355844e-06,2.3995801155608987e-08,0.0,2.3995801155608987e-08
1744,3.7283869655116826e-06,7.69497684619377e-09,0.0,7.69497684619377e-09
1745,3.56921028859298e-06,7.69497684619377e-09,0.0,7.69497684619377e-09
1746,3.7311109995893536e-06,9.442037501068107e-09,0.0,9.442037501068107e-09
1747,3.4248951773666443e-06,9.442037501068107e-09,4.159151753161236e-09,9.442037501068107e-09
1748,3.6992655623180326e-06,9.442037501068107e-09,4.159151753161236e-09,9.442037501068107e-09
1749,3.7984871466635795e-06,9.442037501068107e-09,4.159151753161236e-09,9.442037501068107e-09
1750,4.2065157686010934e-06,9.442037501068107e-09,4.159151753161236e-09,9.442037501068107e-09
1751,4.8228497624742365e-06,4.977977141606971e-09,4.159151753161236e-09,4.977977141606971e-09
1752,6.10513474644644e-06,4.977977141606971e-09,4.159151753161236e-09,4.977977141606971e-09
1753,6.248633521214028e-06,0.0,4.159151753161236e-09,0.0
1754,6.4114902410697794e-06,0.0,0.0,0.0
1755,6.39107533321034e-06,0.0,0.0,0.0
1756,9.514038278471812e-06,9.106411117240247e-09,0.0,9.106411117240247e-09
1757,9.667856245089621e-06,9.106411117240247e-09,0.0,9.106411117240247e-09
1758,9.406256400065363e-06,1.5321580702577975e-08,0.0,1.5321580702577975e-08
1759,8.603098584509488e-06,1.88003756055163e-08,0.0,1.88003756055163e-08
1760,8.94511614595623e-06,2.1461742605310974e-08,0.0,2.1461742605310974e-08
1761,9.594763793886938e-06,2.1461742605310974e-08,0.0,2.1461742605310974e-08
1762,1.0183838120220961e-05,2.1461742605310974e-08,0.0,2.1461742605310974e-08
1763,7.721905733758052e-06,1.2355331488070727e-08,0.0,1.2355331488070727e-08
1764,7.669835473019962e-06,1.2355331488070727e-08,0.0,1.2355331488070727e-08
1765,7.822654359707875e-06,9.087570315305778e-09,0.0,9.087570315305778e-09
1766,7.805317766594402e-06,9.009827550698901e-09,0.0,9.009827550698901e-09
1767,7.344564437516965e-06,6.348460550904227e-09,0.0,6.348460550904227e-09
1768,6.920043363477037e-06,6.348460550904227e-09,0.0,6.348460550904227e-09
1769,6.556742196802848e-06,9.394720176406476e-09,0.0,9.394720176406476e-09
1770,5.845674422744196e-06,1.227764176040377e-08,0.0,1.227764176040377e-08
1771,5.629994250609473e-06,1.227764176040377e-08,0.0,1.227764176040377e-08
1772,5.2418119074510675e-06,9.33023334783099e-09,0.0,9.33023334783099e-09
1773,5.1581268962763716e-06,5.929181209499543e-09,0.0,5.929181209499543e-09
1774,5.284614936889349e-06,5.929181209499543e-09,0.0,5.929181209499543e-09
1775,5.118569853428718e-06,5.929181209499543e-09,0.0,5.929181209499543e-09
1776,4.886959946556349e-06,2.8829215839972935e-09,0.0,2.8829215839972935e-09
1777,5.913263521506451e-06,2.9180503093227473e-09,0.0,2.9180503093227473e-09
1778,6.096681837724256e-06,2.5167199879660984e-08,0.0,2.5167199879660984e-08
1779,6.745576748861433e-06,2.772888560035166e-08,0.0,2.772888560035166e-08
1780,6.803758878959343e-06,2.772888560035166e-08,0.0,2.772888560035166e-08
1781,6.739668606314808e-06,2.772888560035166e-08,0.0,2.772888560035166e-08
1782,6.477339216611913e-06,2.9887019081797916e-08,0.0,2.9887019081797916e-08
1783,6.7802465569652015e-06,3.20616181223191e-08,0.0,3.20616181223191e-08
1784,6.287060841714265e-06,3.0808039928688554e-08,0.0,3.0808039928688554e-08
1785,6.529932306875708e-06,8.558890358350319e-09,0.0,8.558890358350319e-09
1786,7.688095722966994e-06,5.997204637659641e-09,0.0,5.997204637659641e-09
1787,8.038042908862866e-06,8.575487875361887e-09,0.0,8.575487875361887e-09
1788,8.058670638482518e-06,1.1188592021125845e-08,0.0,1.1188592021125845e-08
1789,8.350199550477555e-06,9.03045853967959e-09,0.0,9.03045853967959e-09
1790,8.451170742773684e-06,7.960707902400697e-09,0.0,7.960707902400697e-09
1791,8.78866226880096e-06,6.296235786708491e-09,0.0,6.296235786708491e-09
1792,9.35992199759182e-06,8.472759890513056e-09,0.0,8.472759890513056e-09
1793,8.330838617049657e-06,1.0444804132703212e-08,0.0,1.0444804132703212e-08
1794,8.971480708299038e-06,9.862492029404685e-09,0.0,9.862492029404685e-09
1795,9.904269128518145e-06,8.162660008232642e-09,0.0,8.162660008232642e-09
1796,1.1578928998850252e-05,9.11082162094853e-09,0.0,9.11082162094853e-09
1797,1.2866944936312003e-05,9.139820519469107e-09,0.0,9.139820519469107e-09
1798,1.2995113788097764e-05,1.2033103846675886e-08,5.786566781296187e-10,1.2033103846675886e-08
1799,1.2931164227276376e-05,1.2259658114085629e-08,1.1794262709331959e-09,1.2259658114085629e-08
1800,1.3507529729395173e-05,1.2757597454639478e-08,1.1794262709331959e-09,1.2757597454639478e-08
1801,1.3924618282804399e-05,1.122596679107143e-08,1.1794262709331959e-09,1.122596679107143e-08
1802,1.4219416958180123e-05,1.0312694666479518e-08,1.1794262709331959e-09,1.0312694666479518e-08
1803,1.3476607559173967e-05,1.0768532890789321e-08,1.1794262709331959e-09,1.0768532890789321e-08
1804,1.332686744197937e-05,1.0244840690073635e-08,1.1794262709331959e-09,1.0244840690073635e-08
1805,1.3494577615347225e-05,7.611234864590699e-09,6.00769592803577e-10,7.611234864590699e-09
1806,1.3626190203857342e-05,6.759457041713038e-09,0.0,6.759457041713038e-09
1807,1.363335663232387e-05,5.544800856555858e-09,4.184424552887224e-10,5.544800856555858e-09
1808,1.37783589317613e-05,6.728002678789226e-09,6.538056445443934e-10,6.728002678789226e-09
1809,1.4087750839410416e-05,7.63262673699115e-09,8.347304593568441e-10,7.63262673699115e-09
1810,1.4614474431644859e-05,7.536252780556855e-09,8.347304593568441e-10,7.536252780556855e-09
1811,1.486159778453709e-05,7.629249501991557e-09,8.347304593568441e-10,7.629249501991557e-09
1812,1.5921215630701875e-05,8.085696810512997e-09,1.0734387188650528e-09,8.085696810512997e-09
1813,1.6405880030236274e-05,7.116334442360182e-09,1.4613975268013795e-09,7.116334442360182e-09
1814,1.782297087109847e-05,6.905797711453943e-09,1.4608713445290228e-09,6.905797711453943e-09
1815,1.836416647295534e-05,5.644536837934311e-09,1.225508155273352e-09,5.644536837934311e-09
1816,1.9006717983367188e-05,7.782676281209433e-09,1.2347560593032166e-09,7.782676281209433e-09
1817,1.9945466712150456e-05,7.503135826933009e-09,1.4061036303557118e-09,7.503135826933009e-09
1818,2.0892174818852383e-05,7.516123469640336e-09,1.4061036303557118e-09,7.516123469640336e-09
1819,2.0798665251017417e-05,7.85208076337085e-09,1.4679902531662086e-09,7.85208076337085e-09
1820,2.148140161547677e-05,9.038905750864096e-09,1.2274283811564146e-09,9.038905750864096e-09
1821,2.0992471296007613e-05,9.279657677195376e-09,9.380663626831369e-10,9.279657677195376e-09
1822,2.1303352176411344e-05,9.891527470123102e-09,1.1876041658024202e-09,9.891527470123102e-09
1823,2.2589409387105013e-05,8.955705510516054e-09,9.974314469601048e-10,8.955705510516054e-09
1824,2.288439307968864e-05,9.000580217640878e-09,1.0943239092675583e-09,9.000580217640878e-09
1825,2.3323096164468942e-05,9.550608748298828e-09,1.2209407136103729e-09,9.550608748298828e-09
1826,2.366344129508694e-05,9.446512588035766e-09,1.1573423172198512e-09,9.446512588035766e-09
1827,2.3650630672429024e-05,8.618884843920277e-09,1.1145159874357903e-09,8.618884843920277e-09
1828,2.4193337334768978e-05,8.87795253185735e-09,1.2066203512541206e-09,8.87795253185735e-09
1829,2.4188054729685454e-05,9.496109676376818e-09,1.0273568265947323e-09,9.496109676376818e-09
1830,2.3375093795558704e-05,8.62812716511436e-09,1.313270468563031e-09,8.62812716511436e-09
1831,2.360290792629322e-05,8.20542966906146e-09,1.4166090760754052e-09,8.20542966906146e-09
1832,2.3109601118319135e-05,7.45015842668855e-09,1.2899922717325906e-09,7.45015842668855e-09
1833,2.338206494251998e-05,7.73934640184239e-09,1.3829088350649143e-09,7.73934640184239e-09
1834,2.3566707698461998e-05,7.296572140142692e-09,1.4444586162097396e-09,7.296572140142692e-09
1835,2.4190502829566996e-05,7.008712879904724e-09,1.3075833987003754e-09,7.008712879904724e-09
1836,2.4671542113147943e-05,5.9178327952277445e-09,1.6126150018510747e-09,5.9178327952277445e-09
1837,2.605702372550565e-05,5.917936331454956e-09,1.7913498065854787e-09,5.917936331454956e-09
1838,2.5940682202677374e-05,6.794188608541926e-09,1.572422660332608e-09,6.794188608541926e-09
1839,2.667422450031154e-05,6.813761903907383e-09,1.7997669624466743e-09,6.813761903907383e-09
1840,2.695537789674875e-05,6.256861663698845e-09,1.6210258453013588e-09,6.256861663698845e-09
1841,2.779789740868312e-05,6.808164666947749e-09,1.6648382910362208e-09,6.808164666947749e-09
1842,2.75294462751065e-05,6.8285378304214615e-09,1.7635012022105506e-09,6.8285378304214615e-09
1843,2.8050081839735087e-05,7.090003917298304e-09,1.5849189103990723e-09,7.090003917298304e-09
1844,2.7275386206123846e-05,6.9862499594920885e-09,1.187053320718588e-09,6.9862499594920885e-09
1845,2.8135526528265992e-05,6.260600196991309e-09,1.0344018260991357e-09,6.260600196991309e-09
1846,2.8288611896901523e-05,6.969319597617738e-09,1.3288215210722448e-09,6.969319597617738e-09
1847,2.8872929500981366e-05,7.80418250658142e-09,1.420071449320659e-09,7.80418250658142e-09
1848,2.922626793276452e-05,7.95764723956641e-09,1.592952333532135e-09,7.95764723956641e-09
1849,2.956889485566145e-05,7.86279282952559e-09,1.6792037205171084e-09,7.86279282952559e-09
1850,2.9462825945561883e-05,8.072766582196372e-09,1.577419948630064e-09,8.072766582196372e-09
1851,3.0145923509345656e-05,8.05174428718049e-09,1.6499228808594272e-09,8.05174428718049e-09
1852,3.06879106314487e-05,8.514918421147805e-09,1.8521691640722387e-09,8.514918421147805e-09
1853,3.1212292534681705e-05,8.626990550502406e-09,1.8129985608033345e-09,8.626990550502406e-09
1854,3.135546025337784e-05,7.970385621344382e-09,2.0250934421436486e-09,7.970385621344382e-09
1855,3.1364583784514775e-05,8.289807443670076e-09,1.7997849718501664e-09,8.289807443670076e-09
1856,3.1490029869019054e-05,8.200911315116497e-09,1.7795812918513271e-09,8.200911315116497e-09
1857,3.183684150696665e-05,8.070459284985937e-09,2.262252195097046e-09,8.070459284985937e-09
1858,3.1540844117573996e-05,8.511467784545954e-09,2.4685874931508677e-09,8.511467784545954e-09
1859,3.0382237517707316e-05,8.831592663532156e-09,2.5100587640127158e-09,8.831592663532156e-09
1860,3.0020728705234694e-05,9.005211370245142e-09,2.332441414612926e-09,9.005211370245142e-09
1861,2.9838542364554348e-05,8.88100653335349e-09,2.1603580829016825e-09,8.88100653335349e-09
1862,2.9531661181993384e-05,7.971356781005007e-09,2.3371624635615262e-09,7.971356781005007e-09
1863,2.9010907383053564e-05,7.928216496009912e-09,2.2318820918394114e-09,7.928216496009912e-09
1864,2.8485215287738746e-05,8.239178482329277e-09,2.125222585215779e-09,8.239178482329277e-09
1865,2.779059988305172e-05,8.010680246124074e-09,2.221867023699531e-09,8.010680246124074e-09
1866,2.74777968505597e-05,7.709465066341181e-09,2.376306056690274e-09,7.709465066341181e-09
1867,2.700749194316034e-05,7.3081086579155195e-09,2.114542469693654e-09,7.3081086579155195e-09
1868,2.641649994724763e-05,7.873321106188769e-09,2.011355851713351e-09,7.873321106188769e-09
1869,2.5967055989895016e-05,8.329239076232398e-09,1.9145615331212743e-09,8.329239076232398e-09
1870,2.5931632470539106e-05,8.461626574022115e-09,2.02476664799635e-09,8.461626574022115e-09
1871,2.57652658807014e-05,8.379802248928821e-09,1.9189999827291207e-09,8.379802248928821e-09
1872,2.568214404163882e-05,8.117750154618924e-09,1.845299857361482e-09,8.117750154618924e-09
1873,2.578142864097442e-05,7.614976205161383e-09,1.7592132909146789e-09,7.614976205161383e-09
1874,2.581100099113038e-05,7.365748074964326e-09,1.9941858323388064e-09,7.365748074964326e-09
1875,2.5841011457876967e-05,6.9086244661572695e-09,2.09574426067251e-09,6.9086244661572695e-09
1876,2.5859610884383854e-05,6.376453333599232e-09,2.0882208502064667e-09,6.376453333599232e-09
1877,2.5984027940596987e-05,6.242382674262867e-09,2.0445121151624335e-09,6.242382674262867e-09
1878,2.6127082622094478e-05,5.87253610819159e-09,1.8607543601183757e-09,5.87253610819159e-09
1879,2.611517525760324e-05,6.553482328237286e-09,1.7365856530560109e-09,6.553482328237286e-09
1880,2.6378721356325385e-05,7.614961613658774e-09,1.8191558259772478e-09,7.614961613658774e-09
1881,2.676266324540068e-05,8.823995185330041e-09,1.761929998725772e-09,8.823995185330041e-09
1882,2.737597580042867e-05,1.057434590683621e-08,1.7404014102900029e-09,1.057434590683621e-08
1883,2.86194179872317e-05,1.2446895260507875e-08,1.7673905355104174e-09,1.2446895260507875e-08
1884,2.8791677842881264e-05,1.3198488587765463e-08,1.6492132263020868e-09,1.3198488587765463e-08
1885,2.909915045685401e-05,1.4823666865433033e-08,1.8160657739534664e-09,1.4823666865433033e-08
1886,2.9311450426965685e-05,1.4429818356071727e-08,1.87514384971824e-09,1.4429818356071727e-08
