ngram,village,vllage,vilage,vilage
1692,2.1594366736670575e-06,0.0,2.762920660513503e-08,2.762920660513503e-08
1693,3.0787834118330337e-06,0.0,0.0,0.0
1694,3.1014964503940845e-06,0.0,0.0,0.0
1695,3.101354114473257e-06,0.0,0.0,0.0
1696,2.817055043838731e-06,0.0,0.0,0.0
1697,3.1877862300331927e-06,0.0,0.0,0.0
1698,3.635875836088027e-06,0.0,1.0371270572509924e-08,1.0371270572509924e-08
1699,3.3518592853657277e-06,0.0,1.0371270572509924e-08,1.0371270572509924e-08
1700,1.7238840582324753e-06,0.0,1.0371270572509924e-08,1.0371270572509924e-08
1701,1.5969042733234216e-06,0.0,1.0371270572509924e-08,1.0371270572509924e-08
1702,1.6117298896136032e-06,0.0,1.0371270572509924e-08,1.0371270572509924e-08
1703,1.6370757854084722e-06,0.0,1.0371270572509924e-08,1.0371270572509924e-08
1704,9.54879969380532e-07,0.0,1.0371270572509924e-08,1.0371270572509924e-08
1705,1.4284498328314449e-06,0.0,0.0,0.0
1706,1.8160882331942827e-06,0.0,0.0,0.0
1707,1.884775948773105e-06,0.0,0.0,0.0
1708,1.9715469729167775e-06,0.0,0.0,0.0
1709,1.9959557156263533e-06,0.0,0.0,0.0
1710,2.1830664098030994e-06,0.0,0.0,0.0
1711,2.2342024733136767e-06,0.0,0.0,0.0
1712,1.2228029951139824e-06,0.0,0.0,0.0
1713,1.1380690117286058e-06,0.0,0.0,0.0
1714,1.2245390743308754e-06,0.0,0.0,0.0
1715,1.3222368977494625e-06,0.0,0.0,0.0
1716,1.4290455924635483e-06,0.0,0.0,0.0
1717,1.4057716068042022e-06,0.0,0.0,0.0
1718,1.5990734019461733e-06,0.0,0.0,0.0
1719,1.8167082446650186e-06,0.0,0.0,0.0
1720,2.202449569007773e-06,0.0,0.0,0.0
1721,2.4115453730441265e-06,0.0,0.0,0.0
1722,2.4627533678410274e-06,0.0,0.0,0.0
1723,2.730033949254513e-06,0.0,6.175176179924944e-09,6.175176179924944e-09
1724,2.8242518348114184e-06,0.0,6.175176179924944e-09,6.175176179924944e-09
1725,2.8361674822008354e-06,0.0,6.175176179924944e-09,6.175176179924944e-09
1726,2.9372547812402317e-06,0.0,6.175176179924944e-09,6.175176179924944e-09
1727,2.590744835677989e-06,0.0,6.175176179924944e-09,6.175176179924944e-09
1728,2.725223696740743e-06,0.0,6.175176179924944e-09,6.175176179924944e-09
1729,2.96085555159412e-06,0.0,6.175176179924944e-09,6.175176179924944e-09
1730,3.0027680233095973e-06,0.0,8.18323796027341e-09,8.18323796027341e-09
1731,2.7957185336293022e-06,0.0,8.18323796027341e-09,8.18323796027341e-09
1732,2.8985546123294625e-06,0.0,8.18323796027341e-09,8.18323796027341e-09
1733,3.123273342810405e-06,0.0,1.520800755169408e-08,1.520800755169408e-08
1734,3.7567048301363163e-06,0.0,1.520800755169408e-08,1.520800755169408e-08
1735,5.663348994338386e-06,0.0,1.520800755169408e-08,1.520800755169408e-08
1736,5.387687451730017e-06,0.0,2.072033262428314e-08,2.072033262428314e-08
1737,6.182206431861102e-06,0.0,1.2537094664009731e-08,1.2537094664009731e-08
1738,6.652463265969086e-06,0.0,1.2537094664009731e-08,1.2537094664009731e-08
1739,7.06167991536079e-06,0.0,1.2537094664009731e-08,1.2537094664009731e-08
1740,7.683613375775167e-06,0.0,1.2999603679223322e-08,1.2999603679223322e-08
1741,7.028879021423304e-06,0.0,1.2999603679223322e-08,1.2999603679223322e-08
1742,1.694336963607514e-05,0.0,1.2999603679223322e-08,1.2999603679223322e-08
1743,1.7547057430939666e-05,0.0,1.7118672194068755e-08,1.7118672194068755e-08
1744,1.78782840976055e-05,0.0,1.7118672194068755e-08,1.7118672194068755e-08
1745,1.8316414070795872e-05,0.0,1.7118672194068755e-08,1.7118672194068755e-08
1746,2.0784289355495794e-05,0.0,1.7118672194068755e-08,1.7118672194068755e-08
1747,2.1025391203823218e-05,0.0,1.379054534059573e-08,1.379054534059573e-08
1748,2.195662597971802e-05,0.0,1.379054534059573e-08,1.379054534059573e-08
1749,1.0389390744031906e-05,0.0,1.379054534059573e-08,1.379054534059573e-08
1750,1.399761965460909e-05,0.0,4.159151753161236e-09,4.159151753161236e-09
1751,1.3876172358452874e-05,0.0,7.72829038859462e-09,7.72829038859462e-09
1752,1.4793340142205125e-05,0.0,1.552547068683907e-08,1.552547068683907e-08
1753,1.3530240006990166e-05,0.0,1.552547068683907e-08,1.552547068683907e-08
1754,1.467274387323414e-05,0.0,1.1366318933677836e-08,1.1366318933677836e-08
1755,1.6514882385568592e-05,0.0,1.1366318933677836e-08,1.1366318933677836e-08
1756,2.0812029106309637e-05,0.0,1.1366318933677836e-08,1.1366318933677836e-08
1757,2.2335302803964752e-05,0.0,1.4411442198333394e-08,1.4411442198333394e-08
1758,2.505876415982909e-05,0.0,1.3949888355568874e-08,1.3949888355568874e-08
1759,2.9769682311910272e-05,0.0,6.1527080573244214e-09,6.1527080573244214e-09
1760,3.239785655750893e-05,0.0,6.1527080573244214e-09,6.1527080573244214e-09
1761,3.513427327561658e-05,0.0,6.1527080573244214e-09,6.1527080573244214e-09
1762,3.4221006249676324e-05,0.0,6.1527080573244214e-09,6.1527080573244214e-09
1763,3.2580775950918905e-05,0.0,6.1527080573244214e-09,6.1527080573244214e-09
1764,3.072576510021463e-05,0.0,5.918264481660376e-09,5.918264481660376e-09
1765,3.0564310561333385e-05,2.9474084125727782e-09,1.1652904926709847e-08,1.1652904926709847e-08
1766,3.046613762437898e-05,2.9474084125727782e-09,1.5053957065041297e-08,1.5053957065041297e-08
1767,3.098733213846572e-05,2.9474084125727782e-09,1.7998459357824814e-08,1.7998459357824814e-08
1768,2.9440536049410832e-05,2.9474084125727782e-09,1.7998459357824814e-08,1.7998459357824814e-08
1769,3.032718034644079e-05,2.9474084125727782e-09,1.7998459357824814e-08,1.7998459357824814e-08
1770,3.126062983938027e-05,2.9474084125727782e-09,2.088138094182211e-08,2.088138094182211e-08
1771,3.0964374673203565e-05,2.9474084125727782e-09,1.8070701252830597e-08,1.8070701252830597e-08
1772,3.09778967805739e-05,0.0,9.228476015112262e-09,9.228476015112262e-09
1773,2.9969541563852025e-05,0.0,5.827423876780813e-09,5.827423876780813e-09
1774,2.948132740649661e-05,0.0,5.5553847236719125e-09,5.5553847236719125e-09
1775,3.0967550628702156e-05,0.0,8.444073884561476e-09,8.444073884561476e-09
1776,3.210142754791637e-05,0.0,8.444073884561476e-09,8.444073884561476e-09
1777,3.404895401867439e-05,0.0,5.5611523005641825e-09,5.5611523005641825e-09
1778,3.5945831249201933e-05,0.0,5.5611523005641825e-09,5.5611523005641825e-09
1779,3.5585966803150117e-05,0.0,5.5611523005641825e-09,5.5611523005641825e-09
1780,3.457636895681e-05,0.0,5.5611523005641825e-09,5.5611523005641825e-09
1781,3.426174355679125e-05,0.0,6.713722910944853e-09,6.713722910944853e-09
1782,3.35364095787684e-05,0.0,5.983167231501543e-09,5.983167231501543e-09
1783,3.332751293783076e-05,0.0,1.2506964606830349e-08,1.2506964606830349e-08
1784,3.1196429647804636e-05,0.0,1.4171436722522555e-08,1.4171436722522555e-08
1785,3.055566152657515e-05,0.0,1.4171436722522555e-08,1.4171436722522555e-08
1786,3.2200078879083905e-05,0.0,1.6851633358580135e-08,1.6851633358580135e-08
1787,3.4560509707911736e-05,0.0,1.8140774977431258e-08,1.8140774977431258e-08
1788,3.7150429437003497e-05,2.6131041457639573e-09,1.4315741227375968e-08,1.4315741227375968e-08
1789,4.081206861883402e-05,2.6131041457639573e-09,1.5647762197090742e-08,1.5647762197090742e-08
1790,4.380435659965899e-05,3.717952549006246e-09,1.0228813225004224e-08,1.0228813225004224e-08
1791,4.807652606229697e-05,3.717952549006246e-09,9.650307346882009e-09,9.650307346882009e-09
1792,5.018227602704428e-05,3.717952549006246e-09,1.2915093375706225e-08,1.2915093375706225e-08
1793,5.080013007890167e-05,3.717952549006246e-09,1.22069409818388e-08,1.22069409818388e-08
1794,5.0635382129777486e-05,3.717952549006246e-09,1.4909741631795115e-08,1.4909741631795115e-08
1795,5.091154889669269e-05,1.1048484032422883e-09,1.5823013756387028e-08,1.5823013756387028e-08
1796,5.0693764933384955e-05,1.1048484032422883e-09,1.4229182530657778e-08,1.4229182530657778e-08
1797,5.128414704813622e-05,0.0,1.3691257778296923e-08,1.3691257778296923e-08
1798,5.084592027872402e-05,0.0,1.491991825324541e-08,1.491991825324541e-08
1799,5.197517592543071e-05,0.0,1.5259749781242656e-08,1.5259749781242656e-08
1800,5.1945489498653584e-05,0.0,1.5346025022162328e-08,1.5346025022162328e-08
1801,5.163424222181285e-05,0.0,1.5533146959155275e-08,1.5533146959155275e-08
1802,5.044962901073242e-05,0.0,1.93952696443083e-08,1.93952696443083e-08
1803,4.97562406443259e-05,0.0,1.8902946255902212e-08,1.8902946255902212e-08
1804,5.0151462866259476e-05,3.0507755052358986e-10,2.0776643009209498e-08,2.0776643009209498e-08
1805,4.844116587524435e-05,3.0507755052358986e-10,2.0539436310481766e-08,2.0539436310481766e-08
1806,4.731582781200164e-05,3.0507755052358986e-10,2.0554520117700903e-08,2.0554520117700903e-08
1807,4.8322868159240375e-05,3.0507755052358986e-10,2.1006855429764722e-08,2.1006855429764722e-08
1808,4.899307428526559e-05,3.0507755052358986e-10,2.2005781577913045e-08,2.2005781577913045e-08
1809,4.860987766213449e-05,3.0507755052358986e-10,1.8677785286667714e-08,1.8677785286667714e-08
1810,5.0407921142842884e-05,3.0507755052358986e-10,2.2722226639919947e-08,2.2722226639919947e-08
1811,5.08248943203528e-05,0.0,2.2625445644004165e-08,2.2625445644004165e-08
1812,5.444121727902841e-05,7.161248102452841e-10,2.1264150440458707e-08,2.1264150440458707e-08
1813,5.455619455980403e-05,7.161248102452841e-10,1.9584243179541057e-08,1.9584243179541057e-08
1814,5.601865632343106e-05,7.161248102452841e-10,2.0625876752587502e-08,2.0625876752587502e-08
1815,5.823920998539377e-05,7.161248102452841e-10,1.9117559979520138e-08,1.9117559979520138e-08
1816,6.226039996753181e-05,1.2866429826325592e-09,2.109327036846155e-08,2.109327036846155e-08
1817,6.292794413249274e-05,1.2866429826325592e-09,1.71869573810974e-08,1.71869573810974e-08
1818,6.248124814841763e-05,1.2866429826325592e-09,1.860285005404551e-08,1.860285005404551e-08
1819,6.491939348052256e-05,5.705181723872751e-10,2.029148430234987e-08,2.029148430234987e-08
1820,6.580125045729801e-05,5.705181723872751e-10,2.3068392148875968e-08,2.3068392148875968e-08
1821,6.601116391331223e-05,6.990724269303631e-10,2.2729960136302907e-08,2.2729960136302907e-08
1822,6.638617716297241e-05,8.238413284900048e-10,2.1430895661264263e-08,2.1430895661264263e-08
1823,6.454886533902027e-05,8.151742297053082e-10,1.9693340038072294e-08,1.9693340038072294e-08
1824,6.631332455851537e-05,9.492942463852826e-10,2.338189248567752e-08,2.338189248567752e-08
1825,6.814956058016313e-05,9.492942463852826e-10,2.1901262771604835e-08,2.1901262771604835e-08
1826,6.575620708255363e-05,1.0677924893493745e-09,2.234046167107603e-08,2.234046167107603e-08
1827,6.76723694985932e-05,1.0677924893493745e-09,2.0656307394720637e-08,2.0656307394720637e-08
1828,6.78850020839101e-05,1.0495675439869956e-09,2.0421342331441598e-08,2.0421342331441598e-08
1829,6.634562097523096e-05,9.247986424273538e-10,2.219691554371041e-08,2.219691554371041e-08
1830,6.903091239759565e-05,4.5825211086076527e-10,2.4895371351720186e-08,2.4895371351720186e-08
1831,6.79191762174014e-05,3.2413209418079095e-10,2.514547579681091e-08,2.514547579681091e-08
1832,6.801409420274598e-05,3.2413209418079095e-10,2.533570762709912e-08,2.533570762709912e-08
1833,6.784563187725976e-05,2.05633851216699e-10,2.645070626020437e-08,2.645070626020437e-08
1834,6.742120967828669e-05,2.05633851216699e-10,2.7072807234113886e-08,2.7072807234113886e-08
1835,6.834842133685015e-05,2.628713437400977e-10,2.8199302702449003e-08,2.8199302702449003e-08
1836,6.99408192303963e-05,3.379325232342824e-10,3.1934544151925234e-08,3.1934544151925234e-08
1837,6.907884068953405e-05,2.4262798119829247e-10,3.196469552538669e-08,3.196469552538669e-08
1838,6.945830786467663e-05,2.4262798119829247e-10,3.04528493850447e-08,3.04528493850447e-08
1839,7.055828401852133e-05,2.4262798119829247e-10,3.230305724498196e-08,3.230305724498196e-08
1840,7.035597601705896e-05,2.4262798119829247e-10,3.129195340940376e-08,3.129195340940376e-08
1841,7.133700793409454e-05,2.4262798119829247e-10,3.071631964652559e-08,3.071631964652559e-08
1842,7.13297984995214e-05,7.506117949418467e-11,2.8800288630139092e-08,2.8800288630139092e-08
1843,7.144667844321313e-05,0.0,2.4132016765828927e-08,2.4132016765828927e-08
1844,7.112599476905806e-05,2.0034856313649081e-10,2.4259090736222788e-08,2.4259090736222788e-08
1845,7.019264116284571e-05,2.0034856313649081e-10,2.3760567608681933e-08,2.3760567608681933e-08
1846,6.872275220562838e-05,2.0034856313649081e-10,2.4332563138987747e-08,2.4332563138987747e-08
1847,6.920520224541958e-05,2.0034856313649081e-10,2.441498355868329e-08,2.441498355868329e-08
1848,6.861720404620948e-05,2.0034856313649081e-10,2.3687538787596296e-08,2.3687538787596296e-08
1849,6.84588511441169e-05,2.540880997666964e-10,2.4077680801529563e-08,2.4077680801529563e-08
1850,6.927906672769626e-05,3.9649783456496834e-10,2.4045012837957203e-08,2.4045012837957203e-08
1851,7.113717999475609e-05,2.890064616194772e-10,2.1500207963193977e-08,2.1500207963193977e-08
1852,7.220397466361257e-05,2.890064616194772e-10,2.1215171207091188e-08,2.1215171207091188e-08
1853,7.392929442825594e-05,2.890064616194772e-10,1.8881378619336634e-08,1.8881378619336634e-08
1854,7.448017380998604e-05,2.890064616194772e-10,1.9184228174294404e-08,1.9184228174294404e-08
1855,7.466663269691967e-05,3.415082105995282e-10,2.0087766497819563e-08,2.0087766497819563e-08
1856,7.567682769149542e-05,7.847567119943579e-10,2.1136281423496583e-08,2.1136281423496583e-08
1857,7.412897061190702e-05,7.386154307223844e-10,2.166213303971582e-08,2.166213303971582e-08
1858,7.217414427681692e-05,6.457582405313847e-10,2.1566619474404954e-08,2.1566619474404954e-08
1859,7.020097421315898e-05,7.066876290500496e-10,2.0270051415138823e-08,2.0270051415138823e-08
1860,6.804946211299725e-05,7.066876290500496e-10,1.960315782716699e-08,1.960315782716699e-08
1861,6.58190251020382e-05,7.631743094625523e-10,1.8755449130277872e-08,1.8755449130277872e-08
1862,6.457424595802357e-05,7.106725604825012e-10,1.85648455338797e-08,1.85648455338797e-08
1863,6.347772796289064e-05,2.6142240356590614e-10,1.8660387647782628e-08,1.8660387647782628e-08
1864,6.47905892817237e-05,1.6515395003960772e-10,2.074675225267291e-08,2.074675225267291e-08
1865,6.599107551405073e-05,1.6515395003960772e-10,2.2958905506901114e-08,2.2958905506901114e-08
1866,6.786074092295686e-05,1.484641814248582e-10,2.4697743279083236e-08,2.4697743279083236e-08
1867,6.872330569811831e-05,1.9167663884671933e-10,2.5831763902520573e-08,2.5831763902520573e-08
1868,7.066692445992626e-05,5.384952523573056e-10,2.6841662353100608e-08,2.6841662353100608e-08
1869,7.07651031137045e-05,5.384952523573056e-10,2.571686597008238e-08,2.571686597008238e-08
1870,7.075379003903695e-05,4.907573712488653e-10,2.482315394506226e-08,2.482315394506226e-08
1871,7.010226649331994e-05,6.124855543378414e-10,2.093752866321503e-08,2.093752866321503e-08
1872,6.99729540169106e-05,6.943889748914752e-10,1.833967263767785e-08,1.833967263767785e-08
1873,6.951031017316771e-05,6.501493549875598e-10,1.697453149469246e-08,1.697453149469246e-08
1874,6.976358833656247e-05,6.069368975656988e-10,1.7208398008148962e-08,1.7208398008148962e-08
1875,6.949402242233711e-05,2.0363160364260986e-10,1.5799067070482968e-08,1.5799067070482968e-08
1876,7.066903968474694e-05,4.336235021844865e-10,1.566096192411643e-08,1.566096192411643e-08
1877,7.159873868139195e-05,5.384785157452094e-10,1.5767059657889604e-08,1.5767059657889604e-08
1878,7.352897539801364e-05,5.618917712065955e-10,1.8359369262961015e-08,1.8359369262961015e-08
1879,7.389607760290216e-05,5.847297883982655e-10,1.960234742780033e-08,1.960234742780033e-08
1880,7.448341368996938e-05,5.847297883982655e-10,1.97076810743673e-08,1.97076810743673e-08
1881,7.358040706354327e-05,6.478609791495314e-10,1.8974190092129513e-08,1.8974190092129513e-08
1882,7.385133877895507e-05,8.423184451520984e-10,1.980507072626584e-08,1.980507072626584e-08
1883,7.250519826941724e-05,6.444491745805081e-10,2.028417408642521e-08,2.028417408642521e-08
1884,7.130619425359847e-05,5.701050683125177e-10,1.8782246234496014e-08,1.8782246234496014e-08
1885,6.812660493389038e-05,5.410567410768508e-10,1.692398005863944e-08,1.692398005863944e-08
1886,6.667363881466113e-05,4.6390391924714235e-10,1.5903871489594427e-08,1.5903871489594427e-08
