ngram,university,unversity,univerity,univrsity
1921,2.770965511444956e-05,3.561896476180136e-09,2.6284615912380057e-09,3.6401994811331914e-10
1922,2.775992054791589e-05,3.765751535996945e-09,2.191362789640193e-09,4.606251322829864e-10
1923,2.7644992639709797e-05,3.750607396086585e-09,2.1659637099753174e-09,4.154695466630974e-10
1924,2.8357613960646893e-05,3.938737701071813e-09,2.3959911990952978e-09,4.2592534261436706e-10
1925,2.8981284101194304e-05,3.832256591427909e-09,2.3786611252114246e-09,1.9584151760605144e-10
1926,3.0239695011654737e-05,3.9455804020808014e-09,2.375110283051437e-09,1.674300242100151e-10
1927,3.1484247041849554e-05,3.4509332217222013e-09,2.3686244235828926e-09,1.6650347172448525e-10
1928,3.197138721588999e-05,3.656821353662362e-09,2.254077860871665e-09,1.6650347172448525e-10
1929,3.306514970193218e-05,3.804805867194513e-09,2.639037322005322e-09,6.989828755481803e-11
1930,3.277201202373752e-05,3.801156088302702e-09,2.502412443927682e-09,6.989828755481803e-11
1931,3.3114728336970855e-05,3.814775669955647e-09,2.1225368526270725e-09,4.547675728058412e-11
1932,3.253743489040062e-05,3.757245435411148e-09,1.948066509692227e-09,6.912000337168576e-11
1933,3.2227411013861585e-05,3.8067543086027305e-09,1.9739198133171344e-09,6.912000337168576e-11
1934,3.17161346694255e-05,3.847361984554709e-09,1.9251970097476446e-09,6.857899565686815e-11
1935,3.1573755612563605e-05,3.198127604012565e-09,1.9187383348828746e-09,9.080132875752663e-11
1936,3.0715108420866143e-05,3.051891977230119e-09,1.6223967169715081e-09,9.080132875752663e-11
1937,3.0338145214565365e-05,3.1949715571601344e-09,1.8501233878254197e-09,1.1324374572994702e-10
1938,2.947709305902078e-05,3.0573710864599336e-09,2.0190090869017953e-09,1.1324374572994702e-10
1939,2.9401876028194757e-05,3.652447709358496e-09,1.8137245514994659e-09,8.960049963884537e-11
1940,2.8467760785133578e-05,3.9239786023667224e-09,1.9226175730833818e-09,8.960049963884537e-11
1941,2.7718546594509723e-05,3.933235419901442e-09,2.0942602096951646e-09,7.224332045284245e-11
1942,2.7410556348123854e-05,3.857038022303527e-09,2.447607656235513e-09,5.0020987352183965e-11
1943,2.7622519285484615e-05,3.911294336031038e-09,2.6243931948245957e-09,5.0020987352183965e-11
1944,2.7979567416228486e-05,3.950374059615212e-09,2.7810113418474155e-09,2.7578570379763587e-11
1945,2.829689037753269e-05,4.137702751856003e-09,3.1491961260954326e-09,2.7578570379763587e-11
1946,2.8812235021697624e-05,3.778971865589906e-09,3.413534566121257e-09,2.7578570379763587e-11
1947,2.957999952611447e-05,3.971225380285302e-09,3.2418763229458136e-09,2.7578570379763587e-11
1948,2.996714699423007e-05,4.361246855718751e-09,3.399119176604261e-09,1.709999998743074e-11
1949,3.010541747374061e-05,4.513614815238043e-09,3.090430831877354e-09,1.709999998743074e-11
1950,3.0199480014354257e-05,4.6416940767203735e-09,3.4149099421248205e-09,3.4019975328877397e-11
1951,3.0227116180217956e-05,4.559338430608153e-09,3.269186603966594e-09,5.056907373005412e-11
1952,3.066614642323527e-05,4.8056502269641246e-09,2.9197649377619784e-09,8.193697208820033e-11
1953,3.070995392460775e-05,5.0537017745203425e-09,2.9296717432966292e-09,8.193697208820033e-11
1954,3.074297014141588e-05,4.9536918059597414e-09,3.35313310451113e-09,8.193697208820033e-11
1955,3.15534276264121e-05,5.07762390863523e-09,3.2764262097068855e-09,6.483697210076959e-11
1956,3.2760819522081874e-05,5.853975907196432e-09,3.5799136988146074e-09,7.830497758146545e-11
1957,3.3903344696487435e-05,6.064846466305848e-09,3.493717252009024e-09,9.961617840138968e-11
1958,3.5509258201013184e-05,6.347205491355876e-09,3.884098281099162e-09,1.1877250274564385e-10
1959,3.669573301782033e-05,6.34731765560202e-09,4.058572589116238e-09,1.21286422373666e-10
1960,3.845583601754957e-05,6.496128016461203e-09,4.153768376876801e-09,1.8481359002699349e-10
1961,3.98849520674308e-05,6.910403106884035e-09,4.179144903153948e-09,2.1858029771091936e-10
1962,4.155709237758336e-05,7.431420304523531e-09,4.340869505118203e-09,2.1858029771091936e-10
1963,4.272663552131105e-05,7.179185246286579e-09,4.669335902056966e-09,2.1501614873496522e-10
1964,4.416153439836178e-05,7.377572901796319e-09,4.836304626617707e-09,2.037649027683156e-10
1965,4.5320555467956834e-05,7.704950328551213e-09,4.689003027128333e-09,1.7687456162405824e-10
1966,4.714241991418281e-05,8.17686559731864e-09,4.908099831319695e-09,1.6937195792702094e-10
1967,4.8428080065475244e-05,8.409402634563484e-09,5.1587817192658545e-09,1.4122350610363503e-10
1968,4.932979468971358e-05,8.328917619085781e-09,5.1943699500408715e-09,1.6945258787418434e-10
1969,4.9187040921034555e-05,8.388385097646278e-09,4.8968583473854974e-09,2.0536013068633048e-10
1970,4.8848734357826675e-05,8.563209823770584e-09,4.466892189469718e-09,2.0422578311014254e-10
1971,4.7880179668676904e-05,8.719364087893057e-09,4.337847604927804e-09,2.2200035460733554e-10
1972,4.632671334547922e-05,8.616498054741278e-09,4.268963849085594e-09,2.305761633212912e-10
1973,4.396047318420772e-05,8.453110909657977e-09,3.992575286255422e-09,2.3721333627538653e-10
1974,4.172695480519906e-05,8.269848234781257e-09,3.646758355608475e-09,2.5071963949407916e-10
1975,3.994839374042515e-05,8.538515418519767e-09,3.4093330698275234e-09,1.968333502141587e-10
1976,3.84598014144493e-05,8.316227579590368e-09,3.5215857214459287e-09,1.9307153197629338e-10
1977,3.759744868148118e-05,8.698237051264966e-09,3.560236327970756e-09,2.2443407945596912e-10
1978,3.660628915115792e-05,9.105531313074217e-09,3.7057025701971368e-09,2.20479219207156e-10
1979,3.6226849520712025e-05,9.588382405516832e-09,3.826064195625431e-09,2.3559913246508554e-10
1980,3.598025952149848e-05,9.882621958874033e-09,3.982944101516799e-09,2.7311419098507983e-10
1981,3.568587219758358e-05,1.0575193926903076e-08,4.467219990747903e-09,2.547483662510405e-10
1982,3.557561597387705e-05,1.0743753823102712e-08,4.612721093977257e-09,3.0593082630695333e-10
1983,3.557496165740304e-05,1.0782973371346673e-08,4.728870311205518e-09,2.8859011311618433e-10
1984,3.530680727895482e-05,1.073272125142109e-08,4.7430711421928405e-09,2.5580865005623924e-10
1985,3.545540675986558e-05,1.0296209599200016e-08,4.4777938817170644e-09,2.5117938483111754e-10
1986,3.529885465728252e-05,9.90445604896552e-09,4.374572830962669e-09,2.6011991172136817e-10
1987,3.532634686312771e-05,9.511262824954007e-09,4.216898766681457e-09,2.430882063102808e-10
1988,3.531283281128188e-05,8.674096361817516e-09,3.7040431039819008e-09,2.1256901199568594e-10
1989,3.5320671096477394e-05,7.99669080160064e-09,3.522029239683937e-09,1.66581075322636e-10
1990,3.532396346729781e-05,7.397305688629428e-09,3.347013808964659e-09,1.5177606393912413e-10
1991,3.532436312525533e-05,6.488237566263219e-09,2.9935786548053655e-09,1.9697961813257082e-10
1992,3.5204005273824025e-05,5.989854453706098e-09,2.641893386596499e-09,1.8625862657772885e-10
1993,3.523763111193797e-05,5.434704940045419e-09,2.3220322966009478e-09,1.5124865546508762e-10
1994,3.5514137250304755e-05,4.976373027939676e-09,2.1337284796172996e-09,1.0425204499279036e-10
1995,3.579837617248164e-05,4.606910281828342e-09,1.891929264046561e-09,1.1063917639196421e-10
1996,3.614617682095351e-05,4.255763677970695e-09,1.7056779956701818e-09,1.0993923132973649e-10
1997,3.619758613889904e-05,3.921271942074002e-09,1.4503662556667303e-09,1.214442802274388e-10
1998,3.63902015253968e-05,3.69902467386599e-09,1.4216355235875865e-09,7.466792016035712e-11
1999,3.6724510989318204e-05,3.4087272052626562e-09,1.4368484180238283e-09,6.548826808220173e-11
2000,3.707644178315864e-05,3.1044003241070025e-09,1.3736150946844612e-09,6.943176737915304e-11
2001,3.7311058674406793e-05,2.7647195961171586e-09,1.2221811657957866e-09,6.799936754548724e-11
2002,3.752607933295492e-05,2.6753604728416545e-09,1.2084724015133069e-09,6.698078996209794e-11
2003,3.7494618611942444e-05,2.453729838361848e-09,1.1288971662232988e-09,5.4376711466908034e-11
2004,3.757237157385264e-05,2.254326915616746e-09,1.0507938487590097e-09,7.31509376881791e-11
2005,3.718739182139481e-05,2.0725458650870466e-09,9.73481890336509e-10,6.737315021352965e-11
2006,3.692960048543422e-05,1.8930817389874376e-09,8.291574807702976e-10,7.168970625470727e-11
2007,3.6662422644440085e-05,1.726099866214018e-09,7.431576861830333e-10,6.667200868773878e-11
2008,3.587344274689842e-05,1.6156428575949837e-09,6.849531180337059e-10,7.218343779845173e-11
2009,3.4896494201218176e-05,1.2893919900035046e-09,6.117495914598997e-10,6.681488398266718e-11
2010,3.438736790225708e-05,1.1841865821260456e-09,5.009740955408404e-10,7.090878008772109e-11
2011,3.4172877349192277e-05,1.145616942580371e-09,4.832021766836598e-10,4.527190205058254e-11
2012,3.4646295327027996e-05,1.0746585288323729e-09,4.5747451858448226e-10,5.06117595749922e-11
2013,3.5280150768812746e-05,9.332123565971732e-10,4.759809927154127e-10,4.607853855420618e-11
2014,3.506168026693298e-05,9.341228187790103e-10,4.893399019323397e-10,6.149437779426733e-11
2015,3.476501764712988e-05,8.837246807351968e-10,4.85584330681529e-10,5.091221863738417e-11
2016,3.5379770581909854e-05,7.804333052823559e-10,4.5675637875116793e-10,5.717070443048541e-11
2017,3.555174589564558e-05,7.624429513667744e-10,4.755678952491257e-10,6.192294304633676e-11
2018,3.5659474815474826e-05,7.004527957654716e-10,4.471937098404766e-10,6.780817574103537e-11
2019,3.533389917720342e-05,6.60636725879904e-10,4.561998764862629e-10,7.541546900857732e-11
