ngram,hotel,hoel,hotl,hottel
1919,2.1732322888315787e-05,1.6725390120494614e-09,1.9221521834517877e-09,1.3038802081683746e-10
1920,2.1952224415144883e-05,1.7812684819215212e-09,1.8593066134339357e-09,1.3038802081683746e-10
1921,2.2300888563872183e-05,1.7970450048667074e-09,1.678301878424041e-09,1.1465016138848379e-10
1922,2.2633102032289442e-05,1.6709945014982607e-09,1.8425533479923421e-09,1.1465016138848379e-10
1923,2.255058175900818e-05,1.6455954218333853e-09,1.866261145622161e-09,9.959829885434043e-11
1924,2.2617151833921006e-05,1.5058640604311994e-09,1.789338582065219e-09,8.563256453137619e-11
1925,2.2314872174839756e-05,1.413811282332692e-09,1.54485847923626e-09,7.41219585709274e-11
1926,2.191778263035563e-05,1.3327743274084624e-09,1.6636708201543472e-09,7.41219585709274e-11
1927,2.1761804289001573e-05,1.419558335959335e-09,1.7277164460998457e-09,7.41219585709274e-11
1928,2.140223503894439e-05,1.1734569823776804e-09,2.088967094542633e-09,1.144388116016058e-10
1929,2.0959510948159732e-05,1.1296924031155088e-09,1.8082275359582972e-09,1.144388116016058e-10
1930,2.0707576758078566e-05,1.020294912049532e-09,1.8130875213882648e-09,1.4166620456089263e-10
1931,2.035286420972885e-05,9.750748105766656e-10,1.9288884299330432e-09,1.4166620456089263e-10
1932,2.0111669852797475e-05,1.0261897323956708e-09,2.0266517670413417e-09,1.429423464514658e-10
1933,2.0027168180344495e-05,1.027899111066028e-09,2.0064149706757105e-09,1.6610950511911478e-10
1934,1.9704385392417733e-05,9.345110677358041e-10,2.1379761770491866e-09,1.6610950511911478e-10
1935,1.9448289354581254e-05,9.988294516879596e-10,1.7695014818487819e-09,1.1990337690979758e-10
1936,1.9325282534867127e-05,1.1908103273291663e-09,1.6719022674241808e-09,1.4084080925323506e-10
1937,1.9152745932972592e-05,1.3015399591420618e-09,1.686594800328781e-09,1.1361341629394822e-10
1938,1.904077128399097e-05,1.33608294269497e-09,1.5112737093504946e-09,1.1361341629394822e-10
1939,1.8678668701405904e-05,1.2216190519482544e-09,1.6470008531602583e-09,6.632692411174495e-11
1940,1.814489847414994e-05,1.2142085035828286e-09,1.6243014552433773e-09,6.895302781132325e-11
1941,1.802042035186397e-05,1.094733343658711e-09,1.5784011240884054e-09,9.653159819108684e-11
1942,1.783043184592056e-05,1.2380735722342502e-09,1.5945154085983404e-09,1.490334046648302e-10
1943,1.794717536540702e-05,1.1380294405251489e-09,1.7901747861870376e-09,1.2809597232139273e-10
1944,1.795429411036561e-05,1.0998473956977e-09,1.7226081354999273e-09,1.4706729485019261e-10
1945,1.8006537045169224e-05,2.3642366239354627e-09,1.95467929144298e-09,1.6583671539179993e-10
1946,1.8140127005088808e-05,4.887606858921296e-09,1.920576919722805e-09,2.1548102786222197e-10
1947,1.83681607138299e-05,4.881860074920244e-09,1.9202352247964835e-09,1.8968776549499466e-10
1948,1.8255713127603356e-05,4.970124375550508e-09,1.8524138255062083e-09,2.3050919506495404e-10
1949,1.8294914168239173e-05,4.92632025648833e-09,1.8900333361874087e-09,2.0680354254462178e-10
1950,1.8044321612770936e-05,5.190079651765497e-09,1.9619262405155625e-09,2.2372351788606844e-10
1951,1.7896384503858697e-05,5.179984282780278e-09,2.0628300972142758e-09,2.2130129375844528e-10
1952,1.7815098025104298e-05,3.98542554513881e-09,2.1044807801169033e-09,2.0253187321683797e-10
1953,1.760258393395426e-05,1.6070225467806105e-09,2.0410945790670455e-09,1.5288756074641593e-10
1954,1.7385749223259544e-05,1.5596214478616081e-09,2.027036253135098e-09,5.448183660169573e-10
1955,1.7217911330849995e-05,1.4755869542122063e-09,1.9537500347713686e-09,5.05406870124744e-10
1956,1.7011477081853498e-05,1.3821105847102088e-09,2.0764463640584754e-09,4.813243940320661e-10
1957,1.699895152082068e-05,1.651663599539737e-09,1.9845688743152276e-09,6.428165767537384e-10
1958,1.6851759937708266e-05,1.5363870810501469e-09,1.8988775948461776e-09,6.619729010979927e-10
1959,1.6438133180989617e-05,1.5489566772077167e-09,1.7979073468105916e-09,6.845607790945912e-10
1960,1.629570501141383e-05,1.4457738339856974e-09,1.8433396555193683e-09,9.492572977665148e-10
1961,1.588632091755114e-05,1.5355068169345794e-09,1.8507116950061686e-09,7.036488911379582e-10
1962,1.5753923694969023e-05,1.611769400484369e-09,1.8985435763190547e-09,7.970814603590932e-10
1963,1.5541078677675353e-05,1.7274613168487868e-09,1.9453182874075635e-09,9.286071534735691e-10
1964,1.518298878571451e-05,1.1539552488163248e-09,2.0426753621904936e-09,8.041548557998926e-10
1965,1.5093087313289288e-05,1.1676084860872444e-09,2.089363460022753e-09,8.566002530312795e-10
1966,1.5002674185130413e-05,1.6400936164728819e-09,2.154946522812752e-09,8.60391589323812e-10
1967,1.4942878026756392e-05,1.6739866794322568e-09,2.1503608259111827e-09,6.576078233542861e-10
1968,1.4885997968251883e-05,1.730625166983048e-09,2.288367654098725e-09,5.289985076968001e-10
1969,1.476309742949005e-05,1.7828423182209008e-09,2.2834516658473294e-09,4.2453120582422853e-10
1970,1.4658034420530644e-05,1.5844599124800344e-09,2.119842032069893e-09,2.7483901067691466e-10
1971,1.469037462291973e-05,1.5210826407953603e-09,1.9569446222230826e-09,2.7458455548983503e-10
1972,1.4433277361344413e-05,1.53715752824825e-09,1.900584657908512e-09,2.1252007098571113e-10
1973,1.4339301482583064e-05,1.0355829527242122e-09,1.756831125021563e-09,2.6042772700256885e-10
1974,1.4205522607621138e-05,1.2355660621616543e-09,1.8071518567300667e-09,2.0666247730973175e-10
1975,1.4238215693954512e-05,1.2714154173920633e-09,1.735975648945295e-09,2.2949689618927723e-10
1976,1.4270738574850839e-05,1.1604437728201284e-09,1.7408481957557699e-09,2.1957955592677436e-10
1977,1.442772892395234e-05,1.2500728230335767e-09,1.8448962040602218e-09,2.669949212116432e-10
1978,1.4606942646163848e-05,1.4461613335419494e-09,1.8585525816762681e-09,2.2960937318128316e-10
1979,1.4952967960977861e-05,1.4143975593913387e-09,1.7933217926519823e-09,2.0352303770858933e-10
1980,1.5365076511183622e-05,1.3837935004217578e-09,1.831162840407582e-09,1.3707299481976624e-10
1981,1.582865999288125e-05,1.1631574354480684e-09,1.7483808686539044e-09,1.5181488853742231e-10
1982,1.6307300419222364e-05,1.0497893110361645e-09,1.92336305612376e-09,1.1126738667337805e-10
1983,1.6838759880296754e-05,1.1451833529082682e-09,1.9098460273576326e-09,1.0323095552980784e-10
1984,1.745300999443446e-05,1.2706524483390475e-09,1.8627890024142904e-09,4.7046081316385167e-11
1985,1.802588303689845e-05,1.0646297573683024e-09,2.0321851185960735e-09,3.796029909059711e-11
1986,1.8735432864299844e-05,1.1077067358605014e-09,2.1561329705781826e-09,4.486885416781534e-11
1987,1.928175515786279e-05,1.0916156946626033e-09,2.284450105273704e-09,3.703202675064965e-11
1988,1.9847732671353568e-05,1.1698514141527433e-09,2.3854702499040823e-09,1.4142630023432951e-11
1989,2.0381896060176325e-05,1.1191232385243666e-09,2.28440671141377e-09,2.079464180214176e-11
1990,2.079740079352632e-05,1.0124600681647523e-09,2.225787919053955e-09,3.410956636188242e-11
1991,2.1230142790175576e-05,8.629602429469482e-10,2.245207749876751e-09,3.410956636188242e-11
1992,2.150569447881675e-05,9.806181581037014e-10,2.1909003341694498e-09,3.323783758145206e-11
1993,2.183200922445394e-05,9.335604828868733e-10,2.07969750944313e-09,3.921200120557014e-11
1994,2.2257358328455928e-05,9.374828849725451e-10,2.109130727210941e-09,7.172765010911495e-11
1995,2.2690167108001852e-05,8.44508954830506e-10,2.0169569348027494e-09,8.450191290746264e-11
1996,2.3142584073606747e-05,8.130012932713474e-10,1.890573776895467e-09,7.784990112875384e-11
1997,2.38996310924579e-05,8.405998278401431e-10,2.1001840901289727e-09,7.028750101786433e-11
1998,2.4517810223707265e-05,8.000761006091547e-10,2.148622391118238e-09,7.606528849251376e-11
1999,2.5129404093604535e-05,7.221547328382729e-10,2.032831950390549e-09,8.054943071671744e-11
2000,2.5616160201025195e-05,7.435145753044634e-10,2.170657701202775e-09,1.1439857642530399e-10
2001,2.6285344574716873e-05,7.068163911304128e-10,2.2042053103378733e-09,1.4780241960887786e-10
2002,2.7087423274809096e-05,6.401650083048033e-10,2.4137470910901015e-09,1.4576526444209925e-10
2003,2.788869824144058e-05,6.912061637339864e-10,2.3548044149533455e-09,1.5092340175223588e-10
2004,2.8642463543552106e-05,8.126373542337108e-10,2.19940844901702e-09,1.603105148628714e-10
2005,2.9484507779540892e-05,8.030404595262195e-10,2.100248245159467e-09,1.7440710136016969e-10
2006,3.073324790290956e-05,7.815139567237037e-10,2.078334869283692e-09,1.6870718512672156e-10
2007,3.225463686768697e-05,7.955681827606245e-10,1.9394119326372153e-09,1.3270964287810065e-10
2008,3.386696101058208e-05,1.057475274013342e-09,1.6292133118790885e-09,6.679015079098199e-11
2009,3.466927462016299e-05,1.1626594211198794e-09,1.2343856016703926e-09,6.020172232747343e-11
2010,3.501706149628652e-05,1.1503004897812324e-09,1.1480104010276803e-09,5.913748112239072e-11
2011,3.582453739779469e-05,1.1030469712228604e-09,9.14656840346671e-10,7.649462264011246e-11
2012,3.6355586157047325e-05,1.0780618382127167e-09,7.013785901272789e-10,5.662024866816471e-11
2013,3.63430569580357e-05,1.6170486854300797e-09,5.329728682200243e-10,5.147367651162479e-11
2014,3.603704005529705e-05,1.6030575597117798e-09,4.1751991150132794e-10,4.073935435032285e-11
2015,3.510546386158759e-05,1.3726231183421233e-09,3.224200703049502e-10,4.073935435032285e-11
2016,3.528597985028422e-05,1.3192577585918741e-09,2.6448043308995624e-10,4.9107646768464797e-11
2017,3.5737091820919886e-05,1.391071480227879e-09,1.9870762847651324e-10,5.251604244064604e-11
2018,3.534586212481372e-05,1.396312820922674e-09,2.1895108712199908e-10,1.752376022068347e-11
2019,3.502592971926788e-05,1.6239092709424696e-09,2.6434410823478194e-10,2.190470027585434e-11
