ngram,manufacturer,manfacturer,manufactrer,manufaturer
1938,2.6044253900181502e-05,3.501567353530228e-09,1.337305464778536e-10,5.495827582706931e-10
1939,2.709174285493126e-05,3.886356252686645e-09,1.337305464778536e-10,3.8658159411714925e-10
1940,2.8020807543985677e-05,4.19155878260215e-09,1.3635665017743192e-10,4.2025316758311146e-10
1941,2.9136536405920716e-05,4.672736927549945e-09,6.895302781132325e-11,4.0087089401920547e-10
1942,3.0538728294361916e-05,5.3296156694265e-09,4.6730694710664775e-11,5.503191731680092e-10
1943,3.0448903479347272e-05,5.854297459505022e-09,4.724658759463247e-11,6.366483649790564e-10
1944,3.0305147967218155e-05,5.983146866839206e-09,6.621791012343233e-11,7.02120365815771e-10
1945,3.023583017888346e-05,6.333434665606319e-09,1.0375675120664698e-10,8.492928939483692e-10
1946,2.9601687596628574e-05,6.0242044368814214e-09,1.0375675120664698e-10,8.160529474388056e-10
1947,2.8613418960178804e-05,6.2622976645546456e-09,7.796348883941967e-11,8.784496622179664e-10
1948,2.814546106882127e-05,6.336290539873549e-09,1.1216348881428116e-10,8.944568102060251e-10
1949,2.6913515674615545e-05,6.227896357354926e-09,1.2916965116563769e-10,7.96027018111291e-10
1950,2.6465794040372464e-05,6.252921989714975e-09,1.2463630127967917e-10,7.564402953225929e-10
1951,2.6775623025189687e-05,6.319508218309368e-09,1.553122729631389e-10,7.394847313855837e-10
1952,2.704411287725504e-05,6.625983571341619e-09,1.1777343187992428e-10,6.803475996860645e-10
1953,2.703168710078379e-05,7.355248220010578e-09,1.6484114271987848e-10,8.52070338889074e-10
1954,2.7246771683816666e-05,7.861055171888763e-09,1.7935709861749416e-10,7.735963100266982e-10
1955,2.709729493030214e-05,8.027655112081383e-09,1.596513506713875e-10,6.921675653272428e-10
1956,2.6928939145623838e-05,7.784891525070797e-09,2.369212276761726e-10,6.950211001959567e-10
1957,2.6980995504085774e-05,7.703946242847742e-09,2.8371988191373225e-10,6.65572374991541e-10
1958,2.71617276926658e-05,7.718345327946606e-09,2.578762035259403e-10,6.21139528700354e-10
1959,2.674779950341742e-05,7.463124277303938e-09,3.0305195951913737e-10,6.468791534177041e-10
1960,2.6486226748342494e-05,6.93614213683905e-09,2.983356924597074e-10,5.221354777112148e-10
1961,2.615182425610588e-05,6.134109157126691e-09,3.175864442460176e-10,5.363398614122161e-10
1962,2.5588538327221094e-05,5.648442665976258e-09,3.0309219221726277e-10,6.37298460036208e-10
1963,2.5215356799890287e-05,5.784792835226784e-09,2.781431493855838e-10,6.725611456648295e-10
1964,2.491715141721735e-05,5.943456837798067e-09,2.4140445000129876e-10,7.692296165119825e-10
1965,2.4269226092396172e-05,6.054879264638657e-09,2.176008341768311e-10,7.859695909979386e-10
1966,2.383011607370073e-05,6.4011906251794565e-09,1.8121814961334438e-10,8.263037397173077e-10
1967,2.373856269904146e-05,6.543280139936769e-09,1.654007427052763e-10,9.042914353837464e-10
1968,2.3497236335450517e-05,6.596581439818497e-09,1.4049057651359982e-10,9.269828952060014e-10
1969,2.328251321159769e-05,6.898474299735621e-09,1.4049057651359982e-10,9.061600914073153e-10
1970,2.3256694995715016e-05,7.1426260461748825e-09,9.747210677479856e-11,8.521034195701255e-10
1971,2.319886516488623e-05,7.33471118761843e-09,8.839397765335124e-11,7.977618803651459e-10
1972,2.323825641984253e-05,7.505950083697144e-09,1.405666485987389e-10,8.487381829093619e-10
1973,2.3601424410506816e-05,7.415602417840514e-09,1.4002767397983514e-10,8.54466886135441e-10
1974,2.374881634230925e-05,7.361045487438592e-09,1.5423115364208784e-10,1.1203271723024345e-09
1975,2.416775558750877e-05,7.568148647456902e-09,1.6159361249894795e-10,1.117978098985617e-09
1976,2.4848234066407065e-05,7.688350527652282e-09,1.6963004364251814e-10,1.0618082207131912e-09
1977,2.5341933776092317e-05,7.364035857295091e-09,1.4332151685685675e-10,1.2996281431984107e-09
1978,2.546660159298751e-05,7.142224652970494e-09,1.3357964436958421e-10,1.447548033820364e-09
1979,2.578137692970423e-05,6.962578513736162e-09,8.953467431746124e-11,1.5359965363107415e-09
1980,2.6379219499566326e-05,7.3372726941808455e-09,8.911740492382033e-11,1.6286953849079362e-09
1981,2.6203150420250105e-05,7.491752995747447e-09,5.600968696776018e-11,1.381546004581529e-09
1982,2.650774279443015e-05,7.797578138735162e-09,6.202517071380548e-11,1.51189432402126e-09
1983,2.6086409759175566e-05,7.577280707644313e-09,8.3598762337259e-11,1.630129808916081e-09
1984,2.6083457019662353e-05,7.60855232785827e-09,8.3598762337259e-11,1.6365543840736662e-09
1985,2.5919958976114037e-05,7.278575900723386e-09,8.267290869747233e-11,1.5310556632032656e-09
1986,2.541707570864154e-05,7.2647599047570566e-09,1.0217942811308056e-10,1.4209254725220229e-09
1987,2.4513922263785e-05,6.451196910006729e-09,9.434260069591488e-11,1.273698384857929e-09
1988,2.402877492256396e-05,5.83485856456686e-09,8.671280211726616e-11,1.2521008039913438e-09
1989,2.3290814039812956e-05,5.0568871947019394e-09,7.113032980082018e-11,1.1730622822320974e-09
1990,2.2800250527715044e-05,4.5058340233542336e-09,6.149269387340744e-11,1.0715664784071472e-09
1991,2.2158438306567924e-05,4.063903816639172e-09,6.806196231612383e-11,9.170600469486447e-10
1992,2.20071376263929e-05,3.875544900872845e-09,6.082788736990911e-11,9.65864118843537e-10
1993,2.1713660316891037e-05,3.5627614509386215e-09,3.3193667061036185e-11,1.0803076211374218e-09
1994,2.183621160968739e-05,3.3360431560071545e-09,4.619992682070822e-11,1.1418364983687264e-09
1995,2.2364270989783108e-05,3.149262565013292e-09,8.452271620702184e-11,1.1820479833042035e-09
1996,2.2353773342079615e-05,3.075048120899331e-09,9.047478292350292e-11,1.122532384505754e-09
1997,2.2360605985990594e-05,2.9365967435524e-09,8.775996843917483e-11,1.1244060206726049e-09
1998,2.2318797294116977e-05,2.820011874809276e-09,9.274627494575733e-11,1.144034613074853e-09
1999,2.1967991935006076e-05,2.624844627366737e-09,9.816951914075136e-11,1.1403718287133253e-09
2000,2.214613492209797e-05,2.4235794958217737e-09,9.816951914075136e-11,1.0486784773888758e-09
2001,2.160297870951971e-05,2.243612248368062e-09,9.023398942724953e-11,9.462901256236072e-10
2002,2.0529682972534958e-05,2.0613336910406996e-09,5.727975385672046e-11,9.124014083943572e-10
2003,2.003351307523969e-05,1.9720670334828175e-09,4.983381267166718e-11,9.330762670448474e-10
2004,1.9407116009720733e-05,1.8863026696180896e-09,3.2576240316384286e-11,9.088636034247446e-10
2005,1.8583445905408424e-05,1.7714274967519016e-09,3.592644634168149e-11,8.190734360599297e-10
2006,1.798501424283521e-05,1.638669390656235e-09,3.0503202146687465e-11,7.332980254761066e-10
2007,1.6709778719814494e-05,1.4448517065319371e-09,3.0503202146687465e-11,6.360397288217103e-10
2008,1.570289844364327e-05,1.3083799916507083e-09,2.5432472100517245e-11,6.027481133255971e-10
2009,1.4816462810683464e-05,1.2210270175902087e-09,2.0063918284732705e-11,4.90986590670087e-10
2010,1.3713634481454002e-05,1.0386126165456184e-09,1.4905780974596082e-11,4.0190788594010995e-10
2011,1.2850427992816549e-05,9.52810695422e-10,1.4905780974596082e-11,3.667788196175843e-10
2012,1.1944020245989253e-05,8.562667717727988e-10,0.0,3.495032973350425e-10
2013,1.109941448313683e-05,7.819304965422142e-10,0.0,2.8856223363174903e-10
2014,1.0468359635394466e-05,7.265447767222457e-10,0.0,2.612121947314401e-10
2015,9.828155270952266e-06,6.485744996620468e-10,1.0861342579295196e-11,2.137320712279424e-10
2016,9.199344211603083e-06,5.408507094565148e-10,1.0861342579295196e-11,1.9305960946966064e-10
2017,8.9699023343807e-06,5.068109774445754e-10,1.2671566342511062e-11,1.7269787625414276e-10
2018,8.62606257214793e-06,4.4568927992649775e-10,1.5205879611013275e-11,1.29245183305704e-10
2019,8.444886020697595e-06,3.6087183935551437e-10,1.900734951376659e-11,9.614322098866479e-11
