ngram,screen,scren,scren,sceen
1912,1.5530228146027575e-05,2.4238455528394607e-09,2.4238455528394607e-09,1.267416108571443e-09
1913,1.593451595129279e-05,2.3706014770244874e-09,2.3706014770244874e-09,1.0559847520217959e-09
1914,1.6360302132462884e-05,2.281959367498944e-09,2.281959367498944e-09,1.0411661532927496e-09
1915,1.6690954778044086e-05,2.4059383533067293e-09,2.4059383533067293e-09,1.0154926740771737e-09
1916,1.677508017954616e-05,2.255816470128228e-09,2.255816470128228e-09,9.22838163029484e-10
1917,1.686512275357797e-05,2.1483111797441066e-09,2.1483111797441066e-09,9.660782808649871e-10
1918,1.6904017684282735e-05,2.158368848727475e-09,2.158368848727475e-09,8.726581362290225e-10
1919,1.6863292850238004e-05,2.5381735284974685e-09,2.5381735284974685e-09,6.988553981544601e-10
1920,1.6775643806405632e-05,2.5357694832806033e-09,2.5357694832806033e-09,6.308753559241304e-10
1921,1.6659629961525623e-05,2.298541531712114e-09,2.298541531712114e-09,8.107973855800818e-10
1922,1.6952994493684465e-05,2.238191616170988e-09,2.238191616170988e-09,7.7168021575932e-10
1923,1.696753783367707e-05,2.45042438721096e-09,2.45042438721096e-09,7.75631519329372e-10
1924,1.707726733002346e-05,2.425854818609098e-09,2.425854818609098e-09,8.557679406376703e-10
1925,1.716021610523707e-05,2.36541611694666e-09,2.36541611694666e-09,8.126111926211519e-10
1926,1.730716134521312e-05,1.955387137922823e-09,1.955387137922823e-09,9.162489457624292e-10
1927,1.776686154438981e-05,1.696462732197241e-09,1.696462732197241e-09,9.380607679521091e-10
1928,1.803361400171915e-05,1.7946037988991748e-09,1.7946037988991748e-09,8.44722700518322e-10
1929,1.8060598449665122e-05,1.58291464856321e-09,1.58291464856321e-09,9.998409996761888e-10
1930,1.830857192024788e-05,1.326196493892492e-09,1.326196493892492e-09,1.0324162873815673e-09
1931,1.8480167584909524e-05,1.1814787898023482e-09,1.1814787898023482e-09,8.650885365200724e-10
1932,1.8555975267580444e-05,9.533412491975162e-10,9.533412491975162e-10,9.628518736283708e-10
1933,1.8764098058454692e-05,9.094488832652101e-10,9.094488832652101e-10,9.413940857009147e-10
1934,1.8793642344202715e-05,9.746884747720485e-10,9.746884747720485e-10,9.630504528766538e-10
1935,1.899646953721198e-05,8.366572494335398e-10,8.366572494335398e-10,1.0256073807684324e-09
1936,1.9078099025396762e-05,8.358528532013767e-10,8.358528532013767e-10,1.0283469512436687e-09
1937,1.9548759155441076e-05,8.119279752495854e-10,8.119279752495854e-10,1.0588768552453688e-09
1938,2.0020775991724804e-05,1.024969724174239e-09,1.024969724174239e-09,1.093419838798277e-09
1939,2.0372609599559966e-05,1.0536160872336759e-09,1.0536160872336759e-09,1.1793589359067523e-09
1940,2.0391606345323714e-05,8.940720802597113e-10,8.940720802597113e-10,1.169322297719536e-09
1941,2.0639638803134274e-05,8.675540226686453e-10,8.675540226686453e-10,1.2725007872812659e-09
1942,2.0745478520568993e-05,9.227415399231426e-10,9.227415399231426e-10,1.2495418192212275e-09
1943,2.1026953618275e-05,9.9019688282187e-10,9.9019688282187e-10,1.105043366335577e-09
1944,2.1284058155807933e-05,1.1815259623856482e-09,1.1815259623856482e-09,1.0497452510424159e-09
1945,2.1619612328192617e-05,1.1299454130301152e-09,1.1299454130301152e-09,1.0941221896741483e-09
1946,2.2098774414709104e-05,1.2785908819796482e-09,1.2785908819796482e-09,9.277787110002172e-10
1947,2.2837685849351275e-05,1.385253427838811e-09,1.385253427838811e-09,9.478251834187696e-10
1948,2.291060315785996e-05,1.3185248686526612e-09,1.3185248686526612e-09,9.599751945746755e-10
1949,2.306906364018297e-05,1.3719481423939734e-09,1.3719481423939734e-09,9.987971085122028e-10
1950,2.3303677153307945e-05,1.5341876975177066e-09,1.5341876975177066e-09,1.0483436103341554e-09
1951,2.3240295766819535e-05,1.4788830160483712e-09,1.4788830160483712e-09,1.2065679170067005e-09
1952,2.2991369925356203e-05,1.3382406532131646e-09,1.3382406532131646e-09,1.2633893613817853e-09
1953,2.267390326388912e-05,1.1841545046107983e-09,1.1841545046107983e-09,1.2878969002372287e-09
1954,2.2047873894085308e-05,1.1678263435653336e-09,1.1678263435653336e-09,1.3421074886364538e-09
1955,2.172352339714832e-05,1.216845862168319e-09,1.216845862168319e-09,1.35432127417496e-09
1956,2.1976122817639926e-05,1.3735545240883035e-09,1.3735545240883035e-09,1.3317230810169382e-09
1957,2.1546777393918353e-05,1.1456722951283131e-09,1.1456722951283131e-09,1.45123779660139e-09
1958,2.1076961534812915e-05,9.688466616277124e-10,9.688466616277124e-10,1.5336447191570203e-09
1959,2.0667720621401842e-05,1.057322087026437e-09,1.057322087026437e-09,1.5035524730017918e-09
1960,2.0104674019551438e-05,1.11141671263074e-09,1.11141671263074e-09,1.6219444993430849e-09
1961,1.977139410363244e-05,1.085333616630229e-09,1.085333616630229e-09,1.5988102270674582e-09
1962,1.940063547018716e-05,1.1578615050871527e-09,1.1578615050871527e-09,1.5650280595279143e-09
1963,1.8642326072689946e-05,9.471359490349179e-10,9.471359490349179e-10,1.5971363913942177e-09
1964,1.8108901193565024e-05,9.635916509154185e-10,9.635916509154185e-10,1.549108000605973e-09
1965,1.783588751485305e-05,1.024407027459619e-09,1.024407027459619e-09,1.4190493542136957e-09
1966,1.757590871420689e-05,1.0647411761789881e-09,1.0647411761789881e-09,1.4807610058755115e-09
1967,1.776384877822628e-05,1.1022493790718053e-09,1.1022493790718053e-09,1.4265935734312863e-09
1968,1.7699525415082462e-05,1.224761815775212e-09,1.224761815775212e-09,1.5299137988224386e-09
1969,1.7707185439316424e-05,1.0929445761119284e-09,1.0929445761119284e-09,1.52581989900012e-09
1970,1.75336793160698e-05,1.2131437362608973e-09,1.2131437362608973e-09,1.4799221847994204e-09
1971,1.7683021204512833e-05,1.1587597786062125e-09,1.1587597786062125e-09,1.5774066814649196e-09
1972,1.765219764950286e-05,1.2178333579677363e-09,1.2178333579677363e-09,1.670783495682266e-09
1973,1.7652502720011398e-05,1.182291582096135e-09,1.182291582096135e-09,1.7068337061181588e-09
1974,1.75297159980151e-05,1.143208385099927e-09,1.143208385099927e-09,1.632371793292009e-09
1975,1.7495245629106648e-05,1.0198558981449374e-09,1.0198558981449374e-09,1.6246854655272663e-09
1976,1.752741107858518e-05,9.726629026017365e-10,9.726629026017365e-10,1.6139127970557103e-09
1977,1.7837133262738852e-05,8.417156971418649e-10,8.417156971418649e-10,1.6209007786776348e-09
1978,1.8320986003215823e-05,8.664456929707853e-10,8.664456929707853e-10,1.700086801495867e-09
1979,1.9237096629305078e-05,8.539553032958582e-10,8.539553032958582e-10,1.7318206868566222e-09
1980,2.0710714254944052e-05,7.68493451414847e-10,7.68493451414847e-10,1.8599482271801954e-09
1981,2.2543015802511945e-05,6.676171916884601e-10,6.676171916884601e-10,2.4076048297873497e-09
1982,2.4555194873495827e-05,6.599391350852508e-10,6.599391350852508e-10,2.4209301388974527e-09
1983,2.6692645146145617e-05,6.745395432693004e-10,6.745395432693004e-10,2.6000828474386547e-09
1984,2.8601589292520657e-05,6.67105553337726e-10,6.67105553337726e-10,2.817730588538276e-09
1985,3.013012012940765e-05,7.77122881918351e-10,7.77122881918351e-10,2.6729384102911322e-09
1986,3.141738255050898e-05,7.572102389552526e-10,7.572102389552526e-10,2.7948544748365325e-09
1987,3.237949359962451e-05,9.163514074523554e-10,9.163514074523554e-10,2.6984110501615532e-09
1988,3.2863934133534455e-05,9.260238924874947e-10,9.260238924874947e-10,2.232835916160525e-09
1989,3.313752053405291e-05,9.11017566940231e-10,9.11017566940231e-10,2.249780139962354e-09
1990,3.327285282596547e-05,8.998419192313938e-10,8.998419192313938e-10,2.3279399677785963e-09
1991,3.331997556545373e-05,8.978166107390503e-10,8.978166107390503e-10,2.2234997018192158e-09
1992,3.3436152859524426e-05,9.34416476734106e-10,9.34416476734106e-10,2.1947326495868377e-09
1993,3.326533780117253e-05,8.33491942131559e-10,8.33491942131559e-10,2.1022872966268226e-09
1994,3.3159720000445046e-05,6.71518019761714e-10,6.71518019761714e-10,2.0943607483202088e-09
1995,3.3108949927347044e-05,7.310351094310822e-10,7.310351094310822e-10,2.133883736377129e-09
1996,3.30817440824051e-05,7.212333428898075e-10,7.212333428898075e-10,1.9854421916067265e-09
1997,3.3094802867188787e-05,6.90401696130343e-10,6.90401696130343e-10,1.7204352862977755e-09
1998,3.3277332217299514e-05,7.097928673387749e-10,7.097928673387749e-10,1.5660969663956946e-09
1999,3.36939977257446e-05,5.248620902977206e-10,5.248620902977206e-10,1.5188368816611485e-09
2000,3.4309712126352156e-05,5.499687253226629e-10,5.499687253226629e-10,1.3681190942043437e-09
2001,3.4657158851457227e-05,5.385095266533365e-10,5.385095266533365e-10,1.2253942305306964e-09
2002,3.4747596925756496e-05,4.987009099328382e-10,4.987009099328382e-10,1.1235598959150446e-09
2003,3.498672075303537e-05,5.245127546579401e-10,5.245127546579401e-10,1.1259111579572538e-09
2004,3.541886222332583e-05,4.908082868697911e-10,4.908082868697911e-10,1.181841957631491e-09
2005,3.565226091138486e-05,4.4724042326725414e-10,4.4724042326725414e-10,1.1385009522437072e-09
2006,3.6325844640876835e-05,4.536601610245177e-10,4.536601610245177e-10,1.1404939294555406e-09
2007,3.752799031125116e-05,3.813156140048639e-10,3.813156140048639e-10,1.0925884641466155e-09
2008,3.9389898509918044e-05,3.4604085321394377e-10,3.4604085321394377e-10,1.1144111506616078e-09
2009,4.1202863420559357e-05,2.999218557041074e-10,2.999218557041074e-10,1.0641489911478175e-09
2010,4.3013364899837014e-05,3.074573755312837e-10,3.074573755312837e-10,1.0516270076976753e-09
2011,4.445768822084314e-05,2.8605874464817024e-10,2.8605874464817024e-10,1.029606209814103e-09
2012,4.6040728193474934e-05,2.527636478098584e-10,2.527636478098584e-10,1.0175283790151264e-09
2013,4.663637446356006e-05,2.5603485651060076e-10,2.5603485651060076e-10,9.3845443321123e-10
2014,4.625143368944659e-05,2.5569203450965487e-10,2.5569203450965487e-10,9.449034808563438e-10
2015,4.470361195022373e-05,2.884156534631112e-10,2.884156534631112e-10,8.730618291811051e-10
2016,4.373069792304055e-05,2.844088427069101e-10,2.844088427069101e-10,8.945855009149081e-10
2017,4.310005412359411e-05,2.267336469038058e-10,2.267336469038058e-10,8.717394398930859e-10
2018,4.222900315653533e-05,2.525823092347501e-10,2.525823092347501e-10,7.731143725209222e-10
2019,4.105334028281504e-05,2.7834888387257006e-10,2.7834888387257006e-10,7.701532050985449e-10
