ngram,strategy,strategy,stategy,stratgey
1922,2.237959506601328e-06,2.237959506601328e-06,2.5418453532464825e-09,2.8345973385983977e-11
1923,2.1878842549735315e-06,2.1878842549735315e-06,2.55125465198347e-09,2.8345973385983977e-11
1924,2.2179747572538744e-06,2.2179747572538744e-06,2.680160109720069e-09,1.4380239063019725e-11
1925,2.2562602940264957e-06,2.2562602940264957e-06,2.582335979971008e-09,0.0
1926,2.3176035028882325e-06,2.3176035028882325e-06,2.7185827557372834e-09,0.0
1927,2.385479514746943e-06,2.385479514746943e-06,2.709317246742314e-09,0.0
1928,2.5041704247996677e-06,2.5041704247996677e-06,2.6860086218708344e-09,0.0
1929,2.566171555632276e-06,2.566171555632276e-06,2.4030000687704144e-09,2.5285797265541176e-11
1930,2.6418665259240825e-06,2.6418665259240825e-06,2.04806812778965e-09,2.5285797265541176e-11
1931,2.748173366334023e-06,2.748173366334023e-06,1.7866772268020676e-09,2.5285797265541176e-11
1932,2.8798601761081954e-06,2.8798601761081954e-06,1.5579016251646545e-09,2.5285797265541176e-11
1933,3.0722632930389537e-06,3.0722632930389537e-06,1.4918188985722581e-09,2.5285797265541176e-11
1934,3.2106281651067548e-06,3.2106281651067548e-06,1.3066657993705227e-09,2.5285797265541176e-11
1935,3.334214755211308e-06,3.334214755211308e-06,1.3200808462216734e-09,2.5285797265541176e-11
1936,3.5351466262259886e-06,3.5351466262259886e-06,1.8383638976184257e-09,2.093743234343748e-11
1937,3.912168787272614e-06,3.912168787272614e-06,2.106190436343017e-09,4.337984931585786e-11
1938,4.484152733701714e-06,4.484152733701714e-06,2.610321419333721e-09,4.337984931585786e-11
1939,5.38054086973716e-06,5.38054086973716e-06,3.3596437378134526e-09,1.4295595064859968e-10
1940,6.097468778014965e-06,6.097468778014965e-06,3.749636537772208e-09,1.6874921301582698e-10
1941,6.636114806367134e-06,6.636114806367134e-06,3.921279174383991e-09,1.6874921301582698e-10
1942,6.960020657840817e-06,6.960020657840817e-06,4.063882754122363e-09,1.6874921301582698e-10
1943,7.243743441774443e-06,7.243743441774443e-06,3.9087647404504165e-09,1.478117806723895e-10
1944,7.580059380935771e-06,7.580059380935771e-06,4.11188356379861e-09,1.8228332930382762e-10
1945,7.457600141996019e-06,7.457600141996019e-06,4.0283643087946075e-09,1.8228332930382762e-10
1946,6.963919856519039e-06,6.963919856519039e-06,4.3239303566216285e-09,1.9854395706873718e-10
1947,6.682876443976836e-06,6.682876443976836e-06,4.374491816402529e-09,1.727506947015099e-10
1948,6.660858226885986e-06,6.660858226885986e-06,4.7027347095861066e-09,2.411506946512329e-10
1949,6.71130932719929e-06,6.71130932719929e-06,4.7147586787080596e-09,2.411506946512329e-10
1950,6.866211411501613e-06,6.866211411501613e-06,4.910517833626013e-09,2.411506946512329e-10
1951,6.790695026990891e-06,6.790695026990891e-06,4.634417484693034e-09,2.007858274485511e-10
1952,6.8052788394977275e-06,6.8052788394977275e-06,4.532340344301897e-09,2.792055743351872e-10
1953,7.081905615840307e-06,7.081905615840307e-06,4.114802657336927e-09,1.6336884523753577e-10
1954,7.222359857093709e-06,7.222359857093709e-06,4.087143639403783e-09,2.0691671293038283e-10
1955,7.29815701561165e-06,7.29815701561165e-06,3.998873486312147e-09,1.530109650094147e-10
1956,7.729810087247252e-06,7.729810087247252e-06,4.189024904732719e-09,1.7994697597080644e-10
1957,8.087109433420534e-06,8.087109433420534e-06,4.153803364762407e-09,1.7994697597080644e-10
1958,8.584391642736072e-06,8.584391642736072e-06,4.715457008990549e-09,1.7529968548186352e-10
1959,9.22662262122945e-06,9.22662262122945e-06,5.059978214205785e-09,2.0981932659567904e-10
1960,9.674927631359814e-06,9.674927631359814e-06,5.338248509900723e-09,2.521707703762033e-10
1961,1.0452755564723962e-05,1.0452755564723962e-05,5.8636048397683484e-09,2.3113404047845976e-10
1962,1.1216019369645177e-05,1.1216019369645177e-05,6.335173465186829e-09,3.186573495152421e-10
1963,1.1930677049219543e-05,1.1930677049219543e-05,6.516280404156305e-09,3.016251950585921e-10
1964,1.275317806305663e-05,1.275317806305663e-05,7.162879495885883e-09,3.375984353182204e-10
1965,1.367754910981083e-05,1.367754910981083e-05,7.671841828482684e-09,4.93183175845743e-10
1966,1.4722856836410106e-05,1.4722856836410106e-05,8.548158371622451e-09,4.24209143011302e-10
1967,1.6081940624904485e-05,1.6081940624904485e-05,9.373031366927925e-09,4.437704519331755e-10
1968,1.7333891134642598e-05,1.7333891134642598e-05,9.906966675592749e-09,6.072466825014975e-10
1969,1.8780728558860054e-05,1.8780728558860054e-05,1.0845782557769975e-08,7.745356984746796e-10
1970,2.0348092740667717e-05,2.0348092740667717e-05,1.1744549586824502e-08,9.049439848267988e-10
1971,2.1960873449903113e-05,2.1960873449903113e-05,1.2499142038840155e-08,9.853324505521804e-10
1972,2.351095203526451e-05,2.351095203526451e-05,1.318445099128342e-08,9.048003536880702e-10
1973,2.5169760452367234e-05,2.5169760452367234e-05,1.3455097099982335e-08,1.0506792182317172e-09
1974,2.6851758125953245e-05,2.6851758125953245e-05,1.4471910146442366e-08,1.0783889971475803e-09
1975,2.8732495463503126e-05,2.8732495463503126e-05,1.5518333538823625e-08,1.378971651152686e-09
1976,3.075937066958951e-05,3.075937066958951e-05,1.6577000216955184e-08,1.3105758541901276e-09
1977,3.289897540525999e-05,3.289897540525999e-05,1.8039459830682906e-08,1.3468447468412137e-09
1978,3.484494092325414e-05,3.484494092325414e-05,1.970825813657484e-08,1.410001472722046e-09
1979,3.7062039804628254e-05,3.7062039804628254e-05,2.1782734092669542e-08,1.5181118425847524e-09
1980,3.9243029667496944e-05,3.9243029667496944e-05,2.444449087590783e-08,1.6025565953624111e-09
1981,4.1312838480475224e-05,4.1312838480475224e-05,2.6304074601008713e-08,1.7570876182609091e-09
1982,4.306748087401502e-05,4.306748087401502e-05,2.8110929710984626e-08,1.5076854368142482e-09
1983,4.508700970161174e-05,4.508700970161174e-05,2.992032729512825e-08,1.4622272757693266e-09
1984,4.688342544665959e-05,4.688342544665959e-05,3.216119992544009e-08,1.5502675968345363e-09
1985,4.924326068638558e-05,4.924326068638558e-05,3.345070861574381e-08,1.5516010381284267e-09
1986,5.11367034050636e-05,5.11367034050636e-05,3.386278939793945e-08,1.5361586447326658e-09
1987,5.323697717228372e-05,5.323697717228372e-05,3.378006039968438e-08,1.5159934418917942e-09
1988,5.509397669811733e-05,5.509397669811733e-05,3.300054122031984e-08,1.4381937228437535e-09
1989,5.697190707516191e-05,5.697190707516191e-05,3.1626506873700625e-08,1.2875020335581917e-09
1990,5.8167436301508655e-05,5.8167436301508655e-05,2.9482934696797462e-08,1.1586792636464338e-09
1991,5.9632668645852914e-05,5.9632668645852914e-05,2.7086948303381827e-08,1.0057354710950911e-09
1992,6.0373185468571524e-05,6.0373185468571524e-05,2.4304302824264467e-08,8.757823672616333e-10
1993,6.127649404723863e-05,6.127649404723863e-05,2.228161756688353e-08,7.670148960414735e-10
1994,6.183414162868368e-05,6.183414162868368e-05,1.9985697160710255e-08,7.665131862566454e-10
1995,6.269597620952741e-05,6.269597620952741e-05,1.8167695411567105e-08,7.726118950961742e-10
1996,6.332466208342729e-05,6.332466208342729e-05,1.68457353463428e-08,8.058744861903579e-10
1997,6.41577280475758e-05,6.41577280475758e-05,1.5703613520656745e-08,8.482749264920081e-10
1998,6.480531010311097e-05,6.480531010311097e-05,1.4135615471794999e-08,8.694864748827667e-10
1999,6.619170640728303e-05,6.619170640728303e-05,1.325542570944955e-08,8.348574381414739e-10
2000,6.729497441223689e-05,6.729497441223689e-05,1.1774287830438165e-08,8.211192053678548e-10
2001,6.848244499581466e-05,6.848244499581466e-05,1.0696861301490962e-08,6.942654001299406e-10
2002,6.977669025738058e-05,6.977669025738058e-05,9.874972331910418e-09,5.808669468040531e-10
2003,7.096311310306191e-05,7.096311310306191e-05,9.073871432008218e-09,5.333421293892851e-10
2004,7.223733804754115e-05,7.223733804754115e-05,8.434428711012742e-09,5.198238476571732e-10
2005,7.283334499723943e-05,7.283334499723943e-05,7.685002665981853e-09,4.664322311323918e-10
2006,7.270765075060938e-05,7.270765075060938e-05,7.1672528864244865e-09,4.964816494431748e-10
2007,7.273174768280504e-05,7.273174768280504e-05,6.902686549332364e-09,4.769350549414599e-10
2008,7.209568346817312e-05,7.209568346817312e-05,6.432857992320708e-09,4.3482407357282275e-10
2009,7.124837429728359e-05,7.124837429728359e-05,6.222814390761349e-09,4.628922443762816e-10
2010,7.076332362235657e-05,7.076332362235657e-05,6.093483368679082e-09,4.4389896916971084e-10
2011,6.92823585788054e-05,6.92823585788054e-05,5.792440178303033e-09,4.719501099449883e-10
2012,6.846071482868865e-05,6.846071482868865e-05,5.449496758609078e-09,4.084721866304264e-10
2013,6.889365925287296e-05,6.889365925287296e-05,5.0928109031543406e-09,3.942591709454086e-10
2014,6.746668389366408e-05,6.746668389366408e-05,4.833290497988482e-09,3.9305929344646273e-10
2015,6.596106478744852e-05,6.596106478744852e-05,4.584357401630054e-09,3.355553771352707e-10
2016,6.504821794806048e-05,6.504821794806048e-05,4.029020101674925e-09,2.6720857272875623e-10
2017,6.421448051696643e-05,6.421448051696643e-05,3.5876660161212235e-09,2.496525763895363e-10
2018,6.421516300179065e-05,6.421516300179065e-05,3.2783010084358464e-09,1.825946838174275e-10
2019,6.375457451213151e-05,6.375457451213151e-05,3.3502962071274567e-09,2.0020910276863368e-10
