ngram,fishing,fshing,fiishing,fishng
1912,1.91336093848804e-05,5.583346503388955e-10,7.982490819140914e-10,5.888956861837308e-10
1913,1.8623898930465138e-05,4.4729561324682466e-10,8.730829987551353e-10,5.505633092285831e-10
1914,1.7945868031737128e-05,5.349608652885759e-10,7.996973956052906e-10,6.235110205921046e-10
1915,1.7251229369971304e-05,4.6147122234607707e-10,7.899626429187987e-10,7.780308619587117e-10
1916,1.5706945824993973e-05,5.129810742854346e-10,7.712965980185718e-10,8.872064630579704e-10
1917,1.5609367437718902e-05,5.273304987118976e-10,7.450917343427526e-10,9.578025119059775e-10
1918,1.5581028362378546e-05,5.297443376818731e-10,7.906462944668696e-10,9.326627961999838e-10
1919,1.552003816738891e-05,5.426999187342827e-10,8.892530719720579e-10,8.741729205587388e-10
1920,1.627305846341187e-05,7.461206295657417e-10,8.603975191042882e-10,1.0436036043274095e-09
1921,1.6740798076040975e-05,6.719168118721594e-10,9.42489602235546e-10,9.68278413797969e-10
1922,1.7260621202045252e-05,6.564645137009859e-10,8.874337058857001e-10,8.175901899942772e-10
1923,1.7809322214036782e-05,6.097099452302096e-10,8.557310019316081e-10,8.634991174475256e-10
1924,1.8314154138871735e-05,7.14341926880532e-10,7.823923909538217e-10,8.354936306290536e-10
1925,1.883226052866251e-05,6.510656676482287e-10,8.140064673898908e-10,8.498578388646142e-10
1926,1.974206965574662e-05,6.66240259390121e-10,8.640499288281589e-10,1.068110401712476e-09
1927,2.0129657319297882e-05,5.933923570765134e-10,8.148669536752909e-10,8.583689632095976e-10
1928,2.079020902913596e-05,6.337092101071917e-10,7.883563425086543e-10,9.846216381908285e-10
1929,2.1246085452730767e-05,6.359782125534405e-10,7.917598501431097e-10,1.013310943090825e-09
1930,2.1720273122939814e-05,6.712274525882173e-10,8.81463872131378e-10,9.530203451798717e-10
1931,2.1863266478508842e-05,5.509312767897662e-10,1.014440404694434e-09,1.1176643182382e-09
1932,2.1989209406975923e-05,5.988558399172561e-10,1.0189068953638169e-09,1.1444979170731934e-09
1933,2.2128708483900743e-05,5.305753396158051e-10,1.1137732799529739e-09,1.1242611207075625e-09
1934,2.2585796094582683e-05,3.714066930988429e-10,1.1121502607736033e-09,1.2360594928547845e-09
1935,2.277382736792788e-05,3.474228979901842e-10,1.0425474967450705e-09,1.1646952688007924e-09
1936,2.3641936682646963e-05,4.4341333581078754e-10,1.050439834322197e-09,1.2729264071380847e-09
1937,2.3983810024219565e-05,3.5694618094606057e-10,9.992875614285778e-10,1.4734256909803329e-09
1938,2.4877403380482326e-05,4.177221743110035e-10,8.636417493855322e-10,1.4721226063560015e-09
1939,2.5027369182290776e-05,3.9658048670406943e-10,7.479270774141916e-10,1.7036735117897145e-09
1940,2.495579142954999e-05,3.7603943173599875e-10,5.499270721338284e-10,1.6035943287536929e-09
1941,2.532380027072837e-05,4.3119657249552594e-10,4.426983977813746e-10,1.859997751057258e-09
1942,2.545125088155536e-05,4.1165995215816254e-10,5.975180984916863e-10,2.0477826418690323e-09
1943,2.5748709958861582e-05,3.723645439609616e-10,7.497549486019344e-10,2.1387548557580007e-09
1944,2.609229496946292e-05,3.4992212698854123e-10,8.082847645164901e-10,2.124631105969245e-09
1945,2.6404539832063684e-05,3.567602285021414e-10,1.1994597616725245e-09,2.2014536542919974e-09
1946,2.7737247104856317e-05,4.228089069334219e-10,1.2820565442606124e-09,2.0597167305069775e-09
1947,2.9044677181186023e-05,4.632435486793897e-10,1.4106811552228038e-09,2.1367548206997965e-09
1948,2.9620086154734183e-05,4.42286407894724e-10,1.4857025847676247e-09,1.9624762608622906e-09
1949,3.05939816566284e-05,4.513906867334835e-10,1.473506007686e-09,1.9866967912055398e-09
1950,3.129561316330053e-05,4.287239373036909e-10,1.3728792309335753e-09,1.906309935303544e-09
1951,3.239955211548866e-05,5.114694303008451e-10,1.5165701948229226e-09,1.947877605244587e-09
1952,3.296307477285154e-05,5.744618193835396e-10,1.2447984944406544e-09,1.876655180461333e-09
1953,3.3206743475083e-05,6.939636325904124e-10,1.4732660884903786e-09,2.0058341495702135e-09
1954,3.328024519890148e-05,7.874112393859076e-10,1.4156598988306663e-09,1.977259863775568e-09
1955,3.342052046459035e-05,8.836595106436513e-10,1.515979421361026e-09,2.1726874426570522e-09
1956,3.3320587265604574e-05,9.304552208076546e-10,1.7060157889555887e-09,2.186270482112158e-09
1957,3.313476554467343e-05,9.605488785321574e-10,1.7490681442871342e-09,2.272160206016695e-09
1958,3.245290879151851e-05,9.373124260874427e-10,1.6964750556728144e-09,2.1937234251367954e-09
1959,3.237119562982116e-05,8.256486883073677e-10,1.7473164661195385e-09,2.23203265394188e-09
1960,3.211842106663555e-05,6.961887534716129e-10,1.6299848455097227e-09,2.2417553527783898e-09
1961,3.21827571627052e-05,6.603244974621805e-10,1.6921603166305692e-09,2.308665639613342e-09
1962,3.1769012951242204e-05,6.11490275082005e-10,1.734082940732914e-09,2.2206977843909824e-09
1963,3.1628831753291055e-05,6.099130922532225e-10,1.4362096353462812e-09,2.250440342014112e-09
1964,3.104733981932181e-05,5.581727302583772e-10,1.4556502907809537e-09,2.088483893761658e-09
1965,3.096032170495684e-05,5.603692589316114e-10,1.3348518243131276e-09,1.952696893070538e-09
1966,3.0272628334517193e-05,5.503657886572557e-10,1.468198523075464e-09,1.8412081066137326e-09
1967,2.9928102126827332e-05,4.975552549333986e-10,1.3396585428284068e-09,1.674060604425368e-09
1968,2.9270920224787134e-05,4.1802670848665816e-10,1.2804224347462423e-09,1.643053566218506e-09
1969,2.911775430090659e-05,4.620890574941987e-10,1.3138637479568972e-09,1.6193617240795837e-09
1970,2.901159548075936e-05,5.231703483131258e-10,1.3924840566329318e-09,1.4370787258601224e-09
1971,2.940494726187483e-05,5.676279882635019e-10,1.409452863944592e-09,1.6870253923987173e-09
1972,2.9730976166320033e-05,6.102677609286036e-10,1.433625020284625e-09,1.7632505772929058e-09
1973,3.0330718800541945e-05,6.576364413352869e-10,1.1990764254526149e-09,1.883458674737223e-09
1974,3.1116970473833915e-05,1.1260085602022534e-09,1.2388981507349683e-09,1.834833602514558e-09
1975,3.140987324253989e-05,1.3006823554714435e-09,1.1428623206529868e-09,1.782225478308419e-09
1976,3.1484954628727534e-05,1.2955524272432024e-09,9.851253305167722e-10,1.7403327033451076e-09
1977,3.171000467513555e-05,1.524455196997922e-09,8.593798133433544e-10,1.6605163593348087e-09
1978,3.133000193754144e-05,1.7189617348581772e-09,7.016776921402774e-10,1.4298752975301048e-09
1979,3.085096821970572e-05,1.8096812144057545e-09,6.177412391141144e-10,1.3419646505141714e-09
1980,3.054216202664455e-05,1.8368558341030905e-09,5.739671436545888e-10,1.2634138021486559e-09
1981,2.994312152233241e-05,1.666386386021758e-09,6.327989560921716e-10,1.2764668211318053e-09
1982,2.976042014779523e-05,1.5215448345706761e-09,5.591154473928914e-10,1.3715851311855788e-09
1983,2.9573336827784908e-05,1.6970985886441019e-09,4.755815057243064e-10,1.3271902148710118e-09
1984,2.9352691854001023e-05,1.438142573282976e-09,4.6552764321987945e-10,1.472767051170974e-09
1985,2.9469420561716625e-05,1.331545255009051e-09,4.4457851983148444e-10,1.4542499902704874e-09
1986,2.9560677441103117e-05,1.3161028616132902e-09,4.047528413621469e-10,1.4957014991624972e-09
1987,2.9387063477770425e-05,1.5741979783204636e-09,3.911692111097891e-10,1.467908175964031e-09
1988,2.9284474294399843e-05,1.3687868457726689e-09,1.9139766656493607e-10,1.5010634957235425e-09
1989,2.9329224811850247e-05,1.5807083895781814e-09,2.1724623092530696e-10,1.4322910635300445e-09
1990,2.9955951634162504e-05,1.5841939823449787e-09,2.800956391427586e-10,1.4151071425771988e-09
1991,3.0040894801329288e-05,1.7498443487846365e-09,2.843209318775004e-10,1.2834337957480712e-09
1992,3.0098172958657544e-05,1.8217428518089003e-09,2.4815055565952093e-10,1.297810946012033e-09
1993,3.0411942913945366e-05,1.7709476107796718e-09,2.1958194389754786e-10,1.2341329862814681e-09
1994,3.038267901242112e-05,1.5071869863270138e-09,1.9264773754420642e-10,1.0853496553878524e-09
1995,3.035951236337756e-05,1.4893700003451978e-09,1.9794631261497005e-10,1.04401705138178e-09
1996,3.021202350542548e-05,1.3734885689104764e-09,1.6468625322579074e-10,9.25683264168293e-10
1997,2.9526590099391926e-05,1.1832007199405074e-09,7.057684149404584e-11,8.498001072673337e-10
1998,2.909452814492397e-05,1.0632917165790241e-09,6.16331306427639e-11,8.297756648456556e-10
1999,2.842680156131142e-05,1.0618121540747642e-09,6.705637483775791e-11,7.520656756084979e-10
2000,2.7567066873806262e-05,1.0368335555201368e-09,6.455851478404107e-11,6.984303571996467e-10
2001,2.7042248672972035e-05,1.1001175764009069e-09,6.312611495037527e-11,7.46387515285615e-10
2002,2.6426889235153794e-05,1.1656428917332968e-09,6.543893552035662e-11,6.833431994860259e-10
2003,2.566680424414309e-05,1.2379202821552075e-09,7.575521014062986e-11,6.558683913431602e-10
2004,2.497010791557841e-05,1.2850652367621e-09,7.50492317101527e-11,5.574742017217765e-10
2005,2.4462666260660626e-05,1.2483112242302396e-09,6.765305577654296e-11,4.990005591271845e-10
2006,2.3997039794007185e-05,1.178141988728803e-09,6.737638373808887e-11,4.485313271589726e-10
2007,2.374871499861391e-05,1.1923709480094707e-09,7.846016941307329e-11,4.237923068028948e-10
2008,2.318716308634196e-05,1.210224634792415e-09,7.868051894534465e-11,3.3318021754245667e-10
2009,2.234172123800298e-05,1.406932522865897e-09,6.550366201832754e-11,2.4484360521191487e-10
2010,2.1613568605971523e-05,1.3200681183077124e-09,5.5187387398054306e-11,1.8188171975463963e-10
2011,2.09404339070066e-05,1.29361231250767e-09,5.942563554334995e-11,1.5967479099844783e-10
2012,2.0100783201217253e-05,1.2437842105456858e-09,6.016816360619539e-11,1.5196518820101027e-10
2013,1.953123371224917e-05,1.08032061074681e-09,5.502159144965546e-11,1.5854291465976023e-10
2014,1.8607660032492796e-05,9.778303127523052e-10,3.8748697207229603e-11,1.3656003485756115e-10
2015,1.783742741931097e-05,8.14365212169805e-10,3.3457617628788026e-11,1.2068679562660112e-10
2016,1.761484574152356e-05,4.807157549009083e-10,2.5160259292666964e-11,1.186479230835813e-10
2017,1.752345663893114e-05,3.793389884617267e-10,2.935363584144479e-11,1.3364636480828196e-10
2018,1.7384849343216047e-05,2.732248233217049e-10,2.2225651180596272e-11,1.2787885750320528e-10
2019,1.7187213870784035e-05,2.200492739412585e-10,9.092562640311552e-12,1.0378006787270522e-10
