ngram,ticket,tiket,tiket,tickett
1923,1.0605070981130535e-05,1.2747985603641813e-10,1.2747985603641813e-10,2.3347050324775053e-09
1924,1.0395591613944686e-05,1.7632291658488596e-10,1.7632291658488596e-10,2.8927422520855626e-09
1925,1.0353611937067139e-05,1.7632291658488596e-10,1.7632291658488596e-10,2.4814385625658376e-09
1926,1.0097027630503622e-05,4.0006402357573023e-10,4.0006402357573023e-10,3.446140674410815e-09
1927,1.0079489194530261e-05,3.763990924499083e-10,3.763990924499083e-10,4.716246948532898e-09
1928,9.747056537889875e-06,4.851444067905624e-10,4.851444067905624e-10,4.756064684942527e-09
1929,9.732547109056863e-06,7.380023794459742e-10,7.380023794459742e-10,4.813443294742521e-09
1930,9.629619333801592e-06,8.495858936998144e-10,8.495858936998144e-10,4.929398920795945e-09
1931,9.556914327341864e-06,8.007428331513466e-10,8.007428331513466e-10,4.698803187811304e-09
1932,9.288911314797588e-06,8.007428331513466e-10,8.007428331513466e-10,4.633616093993201e-09
1933,9.304300095079401e-06,7.570946528431424e-10,7.570946528431424e-10,3.6501264550586096e-09
1934,9.44502491100658e-06,7.792920237686169e-10,7.792920237686169e-10,2.3074801038168248e-09
1935,9.50252901280432e-06,7.091020984680999e-10,7.091020984680999e-10,2.140767840774771e-09
1936,9.357467336355643e-06,5.399938551864381e-10,5.399938551864381e-10,2.085043495002127e-09
1937,9.249523957675723e-06,5.385114061023139e-10,5.385114061023139e-10,2.032746344265186e-09
1938,9.172993226716894e-06,6.037681584850471e-10,6.037681584850471e-10,1.547109860857075e-09
1939,9.027826763485791e-06,6.286621838182325e-10,6.286621838182325e-10,1.5297205089938514e-09
1940,8.791987641286272e-06,7.038836636568441e-10,7.038836636568441e-10,1.3728026136496295e-09
1941,8.48378834104681e-06,7.141050548506048e-10,7.141050548506048e-10,1.5587168262458967e-09
1942,8.263274984139052e-06,6.972541492590776e-10,6.972541492590776e-10,1.3418649286960666e-09
1943,8.13996205449387e-06,6.778643975500844e-10,6.778643975500844e-10,1.3025695204988657e-09
1944,8.116745253313898e-06,7.139517845969731e-10,7.139517845969731e-10,7.310957950146246e-10
1945,8.263652294512472e-06,7.050032918565208e-10,7.050032918565208e-10,6.658390426318914e-10
1946,8.430067282461096e-06,7.297535789937573e-10,7.297535789937573e-10,7.233980716035506e-10
1947,8.516148487355427e-06,4.791416311330668e-10,4.791416311330668e-10,9.532801413327162e-10
1948,8.445877808428901e-06,4.752844903358319e-10,4.752844903358319e-10,7.458944295546388e-10
1949,8.609366107391128e-06,4.254683986079247e-10,4.254683986079247e-10,7.981153119348708e-10
1950,8.605560391775466e-06,3.949483716260614e-10,3.949483716260614e-10,8.092885171530537e-10
1951,8.533283367536829e-06,3.2350106323900517e-10,3.2350106323900517e-10,8.516691399737145e-10
1952,8.365571764963014e-06,3.1424465014267307e-10,3.1424465014267307e-10,1.0398765261575095e-09
1953,8.339259043818206e-06,2.64600337672251e-10,2.64600337672251e-10,1.0461182158622811e-09
1954,8.219928856435996e-06,3.621299926592769e-10,3.621299926592769e-10,9.243251323073512e-10
1955,8.086013882088342e-06,3.3981849675449437e-10,3.3981849675449437e-10,1.9140055492908712e-09
1956,7.778571606260292e-06,3.667545077158861e-10,3.667545077158861e-10,1.946648635937314e-09
1957,7.805003341283217e-06,4.0937690935573453e-10,4.0937690935573453e-10,2.0958270515894893e-09
1958,7.727433057880262e-06,3.4578774367664625e-10,3.4578774367664625e-10,2.282175845128417e-09
1959,7.5330709218438386e-06,3.664995331030342e-10,3.664995331030342e-10,2.1278502769307904e-09
1960,7.295062914636219e-06,5.041417323286318e-10,5.041417323286318e-10,2.1195730726120132e-09
1961,7.258810066040107e-06,4.635426764654227e-10,4.635426764654227e-10,2.3988647417689482e-09
1962,7.148415988922352e-06,5.059664611887068e-10,5.059664611887068e-10,1.534617686895144e-09
1963,7.201908374554478e-06,5.087420207328108e-10,5.087420207328108e-10,1.489072333691967e-09
1964,7.029647674374116e-06,5.222127690591399e-10,5.222127690591399e-10,1.30239388321637e-09
1965,7.07701298909212e-06,5.482129155393827e-10,5.482129155393827e-10,1.3252783711717849e-09
1966,7.151738957743094e-06,5.59586920451898e-10,5.59586920451898e-10,1.5903609936910153e-09
1967,7.1475130555752135e-06,4.838574739286981e-10,4.838574739286981e-10,1.5695715758847128e-09
1968,7.086420737323351e-06,4.82378339653319e-10,4.82378339653319e-10,1.3165917641825127e-09
1969,7.170132903411286e-06,5.186886753438813e-10,5.186886753438813e-10,1.1945734877473667e-09
1970,6.988790248994649e-06,5.591331762668159e-10,5.591331762668159e-10,1.2194423962671612e-09
1971,6.8940164185603085e-06,6.034635806934879e-10,6.034635806934879e-10,1.541293132805472e-09
1972,6.717622844527276e-06,6.200170139208134e-10,6.200170139208134e-10,1.3110242653396093e-09
1973,6.631656755676626e-06,5.821498560987237e-10,5.821498560987237e-10,1.0946007909597354e-09
1974,6.614696108694521e-06,5.854171274728109e-10,5.854171274728109e-10,9.924290912875578e-10
1975,6.503140801734324e-06,5.292897112659947e-10,5.292897112659947e-10,1.1308217378364865e-09
1976,6.357745795477447e-06,4.6174924201685437e-10,4.6174924201685437e-10,1.0991888074344099e-09
1977,6.368425537013016e-06,4.477780448018466e-10,4.477780448018466e-10,1.0654493041796697e-09
1978,6.366522484313464e-06,3.5431418116920506e-10,3.5431418116920506e-10,7.034584145352138e-10
1979,6.3019777241736715e-06,3.329490849690586e-10,3.329490849690586e-10,6.658379165485379e-10
1980,6.3181637415254954e-06,3.151890851490638e-10,3.151890851490638e-10,6.146442600916759e-10
1981,6.45452785517721e-06,3.64456036778498e-10,3.64456036778498e-10,6.033905319835497e-10
1982,6.560124217815298e-06,5.098939088415172e-10,5.098939088415172e-10,3.753599534369759e-10
1983,6.6745440433026356e-06,5.363343023669285e-10,5.363343023669285e-10,3.7219032617790456e-10
1984,6.801121734107645e-06,5.977589217260564e-10,5.977589217260564e-10,4.756910421122029e-10
1985,6.985749418423179e-06,7.522793102740114e-10,7.522793102740114e-10,4.710617768870812e-10
1986,7.189923638049679e-06,7.575623977335815e-10,7.575623977335815e-10,4.856917130385036e-10
1987,7.330795077515566e-06,1.175424757526855e-09,1.175424757526855e-09,5.212190758361958e-10
1988,7.3566603922310084e-06,1.241194432946965e-09,1.241194432946965e-09,5.655486079447769e-10
1989,7.5627317528415006e-06,1.1764027609194117e-09,1.1764027609194117e-09,5.024592309681758e-10
1990,7.697885134153434e-06,1.196327219827558e-09,1.196327219827558e-09,4.787616275647721e-10
1991,7.888821268612187e-06,1.1903952902768212e-09,1.1903952902768212e-09,3.475509463557458e-10
1992,7.984116044618922e-06,1.1223221875665347e-09,1.1223221875665347e-09,3.368299548009038e-10
1993,8.20882840863695e-06,1.1438828614477155e-09,1.1438828614477155e-09,2.944442328844943e-10
1994,8.469898213141797e-06,8.000569651223088e-10,8.000569651223088e-10,2.6658834068842603e-10
1995,8.689608356300077e-06,7.475829399972156e-10,7.475829399972156e-10,2.2757706631880226e-10
1996,8.875509593053721e-06,9.369966390084171e-10,9.369966390084171e-10,2.573373974230313e-10
1997,9.215240035181133e-06,9.022223523835748e-10,9.022223523835748e-10,2.900426684540999e-10
1998,9.457293085038795e-06,8.598782400400954e-10,8.598782400400954e-10,3.4148869446478814e-10
1999,9.631743653569305e-06,8.465194418454708e-10,8.465194418454708e-10,3.5942526336160286e-10
2000,9.745118014896953e-06,8.510530692871856e-10,8.510530692871856e-10,3.621198321360605e-10
2001,9.870210435890061e-06,9.106987465732987e-10,9.106987465732987e-10,3.788790808867404e-10
2002,1.0044764556888757e-05,8.90327200853136e-10,8.90327200853136e-10,3.814675698337362e-10
2003,1.0177652386898575e-05,7.477315512792262e-10,7.477315512792262e-10,4.4740061457191974e-10
2004,1.0253912608147533e-05,8.221224812032801e-10,8.221224812032801e-10,4.165200565405972e-10
2005,1.0337388370576914e-05,9.167526182629615e-10,9.167526182629615e-10,3.5723722392942495e-10
2006,1.059133774106158e-05,8.594767833943909e-10,8.594767833943909e-10,3.4473070429998284e-10
2007,1.0849087889904954e-05,9.912590986133856e-10,9.912590986133856e-10,3.9892650889011046e-10
2008,1.112114387069596e-05,1.0245453453881582e-09,1.0245453453881582e-09,3.696038772657165e-10
2009,1.1195859640013492e-05,1.7386127379051937e-09,1.7386127379051937e-09,3.698511675492051e-10
2010,1.1126045007715999e-05,1.7915930881708319e-09,1.7915930881708319e-09,2.695550053008081e-10
2011,1.1202392800311958e-05,2.3757161872671263e-09,2.3757161872671263e-09,2.8226974924105974e-10
2012,1.1301115721705304e-05,3.3705016317624778e-09,3.3705016317624778e-09,2.695915534462705e-10
2013,1.126882398239104e-05,3.511877170022818e-09,3.511877170022818e-09,2.761692799050205e-10
2014,1.1090527160766734e-05,3.499653566940708e-09,3.499653566940708e-09,2.2717918815981112e-10
2015,1.0785051667231268e-05,3.7219057201300286e-09,3.7219057201300286e-09,2.387384892951364e-10
2016,1.0716880621787692e-05,3.782913744159495e-09,3.782913744159495e-09,2.4113203100917247e-10
2017,1.0837791554270856e-05,4.16503633434336e-09,4.16503633434336e-09,2.4788721769697375e-10
2018,1.0751126319519244e-05,4.003642151140241e-09,4.003642151140241e-09,2.5846852713673484e-10
2019,1.0589244766379124e-05,2.976741880766909e-09,2.976741880766909e-09,2.670171549146172e-10
