ngram,protection,protetion,protetion,protection
1770,4.208485760110696e-05,0.0,0.0,4.208485760110696e-05
1771,4.304709260135756e-05,0.0,0.0,4.304709260135756e-05
1772,4.44173404373162e-05,0.0,0.0,4.44173404373162e-05
1773,4.4665929765739876e-05,0.0,0.0,4.4665929765739876e-05
1774,4.652977440855466e-05,0.0,0.0,4.652977440855466e-05
1775,4.726834907030154e-05,0.0,0.0,4.726834907030154e-05
1776,4.894882087163361e-05,0.0,0.0,4.894882087163361e-05
1777,5.131210127728991e-05,0.0,0.0,5.131210127728991e-05
1778,5.213049371377565e-05,0.0,0.0,5.213049371377565e-05
1779,5.454203554628683e-05,0.0,0.0,5.454203554628683e-05
1780,5.727065061884267e-05,0.0,0.0,5.727065061884267e-05
1781,5.5562210556152945e-05,0.0,0.0,5.5562210556152945e-05
1782,5.565904159863878e-05,0.0,0.0,5.565904159863878e-05
1783,5.663295606999392e-05,0.0,0.0,5.663295606999392e-05
1784,5.705248414804893e-05,0.0,0.0,5.705248414804893e-05
1785,5.7056035335075907e-05,0.0,0.0,5.7056035335075907e-05
1786,5.972048269800975e-05,0.0,0.0,5.972048269800975e-05
1787,5.755394834393103e-05,0.0,0.0,5.755394834393103e-05
1788,5.86644969839004e-05,0.0,0.0,5.86644969839004e-05
1789,5.9926170381783906e-05,0.0,0.0,5.9926170381783906e-05
1790,5.9068897306653e-05,0.0,0.0,5.9068897306653e-05
1791,5.9277623742153605e-05,0.0,0.0,5.9277623742153605e-05
1792,6.042476888978854e-05,0.0,0.0,6.042476888978854e-05
1793,5.477110348043165e-05,0.0,0.0,5.477110348043165e-05
1794,5.501993915199169e-05,0.0,0.0,5.501993915199169e-05
1795,5.3989009237349297e-05,0.0,0.0,5.3989009237349297e-05
1796,5.418434946997357e-05,0.0,0.0,5.418434946997357e-05
1797,5.4962857705374646e-05,0.0,0.0,5.4962857705374646e-05
1798,5.381898102184225e-05,0.0,0.0,5.381898102184225e-05
1799,5.4689629905624315e-05,0.0,0.0,5.4689629905624315e-05
1800,5.5375729841346454e-05,0.0,0.0,5.5375729841346454e-05
1801,5.7254956378268874e-05,0.0,0.0,5.7254956378268874e-05
1802,5.954125039612076e-05,0.0,0.0,5.954125039612076e-05
1803,5.983061990783816e-05,0.0,0.0,5.983061990783816e-05
1804,5.994233859902514e-05,3.0507755052358986e-10,3.0507755052358986e-10,5.994233859902514e-05
1805,5.986783850987974e-05,3.0507755052358986e-10,3.0507755052358986e-10,5.986783850987974e-05
1806,5.7772901137858366e-05,3.0507755052358986e-10,3.0507755052358986e-10,5.7772901137858366e-05
1807,5.7963465743731444e-05,3.0507755052358986e-10,3.0507755052358986e-10,5.7963465743731444e-05
1808,5.695470930991827e-05,3.0507755052358986e-10,3.0507755052358986e-10,5.695470930991827e-05
1809,5.628392734381903e-05,3.0507755052358986e-10,3.0507755052358986e-10,5.628392734381903e-05
1810,5.6854348388567034e-05,3.0507755052358986e-10,3.0507755052358986e-10,5.6854348388567034e-05
1811,5.834392816593338e-05,0.0,0.0,5.834392816593338e-05
1812,5.98808131014396e-05,2.3870825950820876e-10,2.3870825950820876e-10,5.98808131014396e-05
1813,6.146586903404179e-05,2.3870825950820876e-10,2.3870825950820876e-10,6.146586903404179e-05
1814,6.32118244539015e-05,4.4766639601639165e-10,4.4766639601639165e-10,6.32118244539015e-05
1815,6.438035883807711e-05,4.4766639601639165e-10,4.4766639601639165e-10,6.438035883807711e-05
1816,6.438457733435956e-05,4.4766639601639165e-10,4.4766639601639165e-10,6.438457733435956e-05
1817,6.572225278692454e-05,4.4766639601639165e-10,4.4766639601639165e-10,6.572225278692454e-05
1818,6.410913296609319e-05,4.4766639601639165e-10,4.4766639601639165e-10,6.410913296609319e-05
1819,6.358003780145996e-05,9.604453264446177e-10,9.604453264446177e-10,6.358003780145996e-05
1820,6.347660486686177e-05,9.604453264446177e-10,9.604453264446177e-10,6.347660486686177e-05
1821,6.263202210123251e-05,1.2657042081087866e-09,1.2657042081087866e-09,6.263202210123251e-05
1822,6.318777429571907e-05,1.2657042081087866e-09,1.2657042081087866e-09,6.318777429571907e-05
1823,6.41788361203258e-05,1.5466297449100758e-09,1.5466297449100758e-09,6.41788361203258e-05
1824,6.36513988346061e-05,1.6807497615900502e-09,1.6807497615900502e-09,6.36513988346061e-05
1825,6.574250853321115e-05,1.6807497615900502e-09,1.6807497615900502e-09,6.574250853321115e-05
1826,6.663860196048128e-05,9.292625716536154e-10,9.292625716536154e-10,6.663860196048128e-05
1827,6.721900821763224e-05,9.292625716536154e-10,9.292625716536154e-10,6.721900821763224e-05
1828,6.754620907096458e-05,4.150455534812636e-10,4.150455534812636e-10,6.754620907096458e-05
1829,7.128033653966018e-05,5.555941104010539e-10,5.555941104010539e-10,7.128033653966018e-05
1830,7.34580316930078e-05,2.7466857359976464e-10,2.7466857359976464e-10,7.34580316930078e-05
1831,7.287026840328638e-05,1.405485569197903e-10,1.405485569197903e-10,7.287026840328638e-05
1832,7.066922730051115e-05,1.405485569197903e-10,1.405485569197903e-10,7.066922730051115e-05
1833,7.008690850593016e-05,1.405485569197903e-10,1.405485569197903e-10,7.008690850593016e-05
1834,6.946645537807074e-05,1.405485569197903e-10,1.405485569197903e-10,6.946645537807074e-05
1835,6.877705111816925e-05,1.405485569197903e-10,1.405485569197903e-10,6.877705111816925e-05
1836,6.385824963217601e-05,0.0,0.0,6.385824963217601e-05
1837,6.149837801266196e-05,7.744141042717193e-11,7.744141042717193e-11,6.149837801266196e-05
1838,6.221998046385124e-05,1.5376715773689805e-10,1.5376715773689805e-10,6.221998046385124e-05
1839,6.391881418364522e-05,5.326743490741137e-10,5.326743490741137e-10,6.391881418364522e-05
1840,6.432437398221477e-05,1.0617761273376151e-09,1.0617761273376151e-09,6.432437398221477e-05
1841,6.517416009696067e-05,1.0617761273376151e-09,1.0617761273376151e-09,6.517416009696067e-05
1842,6.587737100614634e-05,1.2442224393639988e-09,1.2442224393639988e-09,6.587737100614634e-05
1843,6.934579141670838e-05,1.2442224393639988e-09,1.2442224393639988e-09,6.934579141670838e-05
1844,6.834130752914851e-05,1.1667810289368268e-09,1.1667810289368268e-09,6.834130752914851e-05
1845,6.780104688784507e-05,1.0904552816271007e-09,1.0904552816271007e-09,6.780104688784507e-05
1846,6.71298366796691e-05,7.11548090289885e-10,7.11548090289885e-10,6.71298366796691e-05
1847,6.65694372271121e-05,2.430517771172853e-10,2.430517771172853e-10,6.65694372271121e-05
1848,6.608618787140585e-05,2.430517771172853e-10,2.430517771172853e-10,6.608618787140585e-05
1849,6.576393362982864e-05,6.060546509090159e-11,6.060546509090159e-11,6.576393362982864e-05
1850,6.298956109925971e-05,2.5048510091504484e-10,2.5048510091504484e-10,6.298956109925971e-05
1851,6.31259499641601e-05,2.9691369601054467e-10,2.9691369601054467e-10,6.31259499641601e-05
1852,6.177782051963732e-05,3.9803683761695044e-10,3.9803683761695044e-10,6.177782051963732e-05
1853,6.0886808829049445e-05,4.4629617858481044e-10,4.4629617858481044e-10,6.0886808829049445e-05
1854,6.011620176390612e-05,6.382000126782726e-10,6.382000126782726e-10,6.011620176390612e-05
1855,5.9313471345896165e-05,6.907017616583236e-10,6.907017616583236e-10,5.9313471345896165e-05
1856,5.853034131827631e-05,7.404005662538436e-10,7.404005662538436e-10,5.853034131827631e-05
1857,5.817856643781332e-05,5.505209304297004e-10,5.505209304297004e-10,5.817856643781332e-05
1858,5.8318578729605565e-05,5.61695848563407e-10,5.61695848563407e-10,5.8318578729605565e-05
1859,5.879576877175298e-05,5.215020954756661e-10,5.215020954756661e-10,5.879576877175298e-05
1860,5.865896985466991e-05,4.732427545078061e-10,4.732427545078061e-10,5.865896985466991e-05
1861,5.880164410752643e-05,2.7722013573594495e-10,2.7722013573594495e-10,5.880164410752643e-05
1862,5.821313399272705e-05,2.2471838675589392e-10,2.2471838675589392e-10,5.821313399272705e-05
1863,5.864874141739814e-05,1.7501958216037394e-10,1.7501958216037394e-10,5.864874141739814e-05
1864,5.800286089652218e-05,2.6920982506720547e-10,2.6920982506720547e-10,5.800286089652218e-05
1865,5.8072085396686036e-05,3.4428596481664696e-10,3.4428596481664696e-10,5.8072085396686036e-05
1866,5.7267695540628794e-05,3.7183581610581283e-10,3.7183581610581283e-10,5.7267695540628794e-05
1867,5.756805070892109e-05,3.7183581610581283e-10,3.7183581610581283e-10,5.756805070892109e-05
1868,5.748890440112778e-05,3.601608336964038e-10,3.601608336964038e-10,5.748890440112778e-05
1869,5.778970236341203e-05,5.185043783217935e-10,5.185043783217935e-10,5.778970236341203e-05
1870,5.6753282738749734e-05,6.029772990436198e-10,6.029772990436198e-10,5.6753282738749734e-05
1871,5.622488346749118e-05,8.739716054037164e-10,8.739716054037164e-10,5.622488346749118e-05
1872,5.542537629870432e-05,7.822436627018853e-10,7.822436627018853e-10,5.542537629870432e-05
1873,5.5647810638350036e-05,6.937644228940546e-10,6.937644228940546e-10,5.5647810638350036e-05
1874,5.544134858480122e-05,7.335051375813504e-10,7.335051375813504e-10,5.544134858480122e-05
1875,5.527933119862739e-05,7.689235002685178e-10,7.689235002685178e-10,5.527933119862739e-05
1876,5.4861040553078055e-05,6.105799556431282e-10,6.105799556431282e-10,5.4861040553078055e-05
1877,5.5549396555371846e-05,5.610587074299036e-10,5.610587074299036e-10,5.5549396555371846e-05
