ngram,cap,cp,capp,capp
1807,2.5225097748001906e-05,1.7183320518857466e-07,1.4914944454095088e-08,1.4914944454095088e-08
1808,2.5420635990615536e-05,1.6907362164277272e-07,1.3999035327775085e-08,1.3999035327775085e-08
1809,2.6246053104322137e-05,1.523981976804732e-07,1.7147498278445383e-08,1.7147498278445383e-08
1810,2.5987467649559092e-05,1.4564651554646195e-07,1.647068805153497e-08,1.647068805153497e-08
1811,2.5931915713174802e-05,1.3838021014781328e-07,1.6280910334184488e-08,1.6280910334184488e-08
1812,2.672039720761989e-05,1.8652174002145978e-07,2.2537310430591007e-08,2.2537310430591007e-08
1813,2.7676305243013693e-05,1.352028853318643e-07,2.6223453884556746e-08,2.6223453884556746e-08
1814,2.7795436316020122e-05,1.3121873720933763e-07,2.6011864915988425e-08,2.6011864915988425e-08
1815,2.7866075989939937e-05,1.1987994800019157e-07,2.951264870582853e-08,2.951264870582853e-08
1816,2.880670035665389e-05,1.2765213749535827e-07,3.033286016013952e-08,3.033286016013952e-08
1817,2.841773182028971e-05,1.354756266534553e-07,3.075527451760049e-08,3.075527451760049e-08
1818,2.9178775678571712e-05,1.3139957947113805e-07,3.305335395862942e-08,3.305335395862942e-08
1819,3.085210924577301e-05,8.875915672287452e-08,4.4599713002112044e-08,4.4599713002112044e-08
1820,3.080806631520058e-05,9.070454457368474e-08,4.732170376188703e-08,4.732170376188703e-08
1821,3.056451844583664e-05,8.874213820929202e-08,4.7497948558421806e-08,4.7497948558421806e-08
1822,3.0739542905523975e-05,9.149709713694523e-08,4.3929094330406674e-08,4.3929094330406674e-08
1823,3.037695517247942e-05,1.222123126508125e-07,4.3561498091244337e-08,4.3561498091244337e-08
1824,3.034701018935136e-05,1.1735642806749119e-07,4.567069497188722e-08,4.567069497188722e-08
1825,2.9385102607193403e-05,1.179622200554929e-07,4.5403815374100986e-08,4.5403815374100986e-08
1826,2.8432636879317996e-05,1.0466616982642205e-07,3.758777625658841e-08,3.758777625658841e-08
1827,2.6644071632680217e-05,1.0002804223014599e-07,3.381116574020991e-08,3.381116574020991e-08
1828,2.6116090988840108e-05,1.0580847385556678e-07,3.451253042082872e-08,3.451253042082872e-08
1829,2.5013291503585477e-05,9.989571430375171e-08,3.434189085485936e-08,3.434189085485936e-08
1830,2.3859875260054002e-05,6.2646813704857e-08,3.081509181157571e-08,3.081509181157571e-08
1831,2.3364623692551894e-05,6.169093883353785e-08,3.055949740879019e-08,3.055949740879019e-08
1832,2.2679705320375172e-05,5.9338373960469785e-08,2.9356944177193e-08,2.9356944177193e-08
1833,2.204840088130108e-05,5.552966645236016e-08,1.909508310201805e-08,1.909508310201805e-08
1834,2.2225786129378582e-05,5.35901075896358e-08,2.1390954023965085e-08,2.1390954023965085e-08
1835,2.3210004655993544e-05,4.9537744319293e-08,2.2151624027141485e-08,2.2151624027141485e-08
1836,2.3556632576011388e-05,5.18755446218425e-08,2.5126879117059227e-08,2.5126879117059227e-08
1837,2.386077488024187e-05,4.6854761848180715e-08,2.726560475809135e-08,2.726560475809135e-08
1838,2.4276392650790513e-05,4.7812502401711754e-08,2.536207980138475e-08,2.536207980138475e-08
1839,2.5972720063042027e-05,5.7368498776863164e-08,2.994041903292555e-08,2.994041903292555e-08
1840,2.7403327684234163e-05,5.70781055435938e-08,3.490795715980052e-08,3.490795715980052e-08
1841,2.8665893686203553e-05,7.825303782738047e-08,3.5916866433386274e-08,3.5916866433386274e-08
1842,2.9078058755008635e-05,9.92970856015875e-08,4.668959187524381e-08,4.668959187524381e-08
1843,2.9803842802981046e-05,1.0275223313474921e-07,5.0355941384948114e-08,5.0355941384948114e-08
1844,3.121579642798419e-05,1.0353997633874964e-07,5.982978354016463e-08,5.982978354016463e-08
1845,3.1371155273518525e-05,1.1430738666717843e-07,6.796969235064612e-08,6.796969235064612e-08
1846,3.110177281736729e-05,1.1107774458959544e-07,7.755324611074294e-08,7.755324611074294e-08
1847,3.0841883407057526e-05,1.2282028042217723e-07,8.391755912384724e-08,8.391755912384724e-08
1848,3.074754957716712e-05,1.1265685273542658e-07,8.82424921704634e-08,8.82424921704634e-08
1849,2.9979538469758283e-05,1.0027329265329041e-07,8.373145935333273e-08,8.373145935333273e-08
