ngram,actor,acctor,actr,actorr
1920,4.690830857206103e-06,1.4380239063019725e-11,2.5831507567884516e-09,5.902826104892916e-10
1921,4.875534419365327e-06,1.4380239063019725e-11,2.724868822642382e-09,5.756661209229844e-10
1922,5.275305803869352e-06,1.4380239063019725e-11,2.9615741446521936e-09,5.756661209229844e-10
1923,5.671640077967563e-06,6.34871282529608e-11,2.938527405531894e-09,5.455623958546976e-10
1924,6.0790035994224515e-06,6.34871282529608e-11,2.8823683915847808e-09,2.2435051336541382e-10
1925,6.410778951249085e-06,4.9106889189941076e-11,2.813288728959711e-09,6.041257672689021e-11
1926,6.644550727027568e-06,4.9106889189941076e-11,2.7364493052469842e-09,4.620683002887205e-11
1927,6.811772176921035e-06,4.9106889189941076e-11,2.9592003450825845e-09,2.3005175145815062e-11
1928,6.878800442271833e-06,4.9106889189941076e-11,2.6865883803342936e-09,2.3005175145815062e-11
1929,6.774409549897038e-06,7.439268645548225e-11,2.4345381583706124e-09,4.829097241135624e-11
1930,6.659052295227801e-06,2.5285797265541176e-11,2.2296008372890697e-09,4.829097241135624e-11
1931,6.842696750806811e-06,2.5285797265541176e-11,2.074953447157262e-09,4.829097241135624e-11
1932,6.749908802053792e-06,2.5285797265541176e-11,2.0858006433144283e-09,2.5285797265541176e-11
1933,6.714152017853589e-06,2.5285797265541176e-11,2.0892194006551433e-09,2.5285797265541176e-11
1934,6.672927871217585e-06,2.5285797265541176e-11,2.0838093155768026e-09,4.775367204842443e-11
1935,6.634157866106502e-06,4.7508130366199655e-11,2.278525939353975e-09,4.775367204842443e-11
1936,6.564605298210933e-06,4.315976544409596e-11,2.603219322645194e-09,2.2467874782883257e-11
1937,6.599156807039565e-06,6.560218241651633e-11,2.731606385530938e-09,2.2467874782883257e-11
1938,6.2050672957931444e-06,6.560218241651633e-11,3.0393155611311127e-09,2.2467874782883257e-11
1939,6.025376933394e-06,6.560218241651633e-11,3.160154899666574e-09,2.2467874782883257e-11
1940,5.805772031765498e-06,6.560218241651633e-11,3.3516799177338694e-09,4.8261137150110553e-11
1941,5.598497279736746e-06,6.560218241651633e-11,3.371158114567103e-09,5.3371832746990884e-11
1942,5.52414439880522e-06,6.828789517981143e-11,3.618765319148208e-09,7.827987861094447e-11
1943,5.5694329473356315e-06,4.735046283637396e-11,3.3768022346590344e-09,9.973320383834964e-11
1944,5.481120881865666e-06,4.3879368392753444e-11,3.6541904740212364e-09,1.5664716944220813e-10
1945,5.594600029975741e-06,4.3879368392753444e-11,3.429464363285157e-09,1.7541658998381544e-10
1946,5.878435851108017e-06,4.3879368392753444e-11,3.3038443409643445e-09,1.7541658998381544e-10
1947,6.1702058441629304e-06,4.3879368392753444e-11,3.1687895482182935e-09,1.661803036448869e-10
1948,6.498294039504669e-06,4.3879368392753444e-11,3.041953863406174e-09,1.5570173325255406e-10
1949,6.66962712005313e-06,1.8971322528799864e-11,2.8194987297272942e-09,1.47799849739957e-10
1950,6.840925574839016e-06,3.589129787024652e-11,2.7717383626375228e-09,1.6018647519544515e-10
1951,7.050034063078263e-06,1.6919975341446657e-11,2.6990716645818632e-09,1.0327250959158668e-10
1952,7.05583248158551e-06,1.6919975341446657e-11,2.8348260247160593e-09,8.450308904997935e-11
1953,7.045122986580411e-06,3.260921195767454e-11,3.0024840391718044e-09,1.3157079988993355e-10
1954,7.049769984795213e-06,3.260921195767454e-11,2.839412911142298e-09,1.7307764745209753e-10
1955,6.9306578162858e-06,3.260921195767454e-11,2.975723207525911e-09,1.7047189949342163e-10
1956,6.9255799124740795e-06,3.260921195767454e-11,3.129693377473026e-09,1.6693374262276095e-10
1957,6.821772071167029e-06,2.8432962333775028e-11,3.1863493906872773e-09,1.3309379193986766e-10
1958,6.734963465403e-06,4.0334770246008844e-11,3.237359570894073e-09,1.3309379193986766e-10
1959,6.863219044004966e-06,5.1628709244308115e-11,3.121343231501531e-09,2.008574279122044e-10
1960,6.8904060494138065e-06,3.5939472628080236e-11,2.9694572990988733e-09,1.537897170722502e-10
1961,6.9223836882364206e-06,4.7195041525632013e-11,3.359518694980222e-09,1.0698146237933922e-10
1962,7.015624955134367e-06,6.759855373873945e-11,3.2280680985406563e-09,1.1289072256369183e-10
1963,7.128009916154302e-06,7.750241024348118e-11,3.1441366970292553e-09,1.1923043009247943e-10
1964,7.375862618833448e-06,8.27453046557482e-11,3.2257266064610643e-09,1.3721705022229358e-10
1965,7.606519115402729e-06,7.965857834468792e-11,3.0749221264463652e-09,1.7247737662698778e-10
1966,7.70838317164037e-06,8.595078220580937e-11,3.202136746237118e-09,1.2229988351407173e-10
1967,7.951099308099532e-06,1.1248481907826552e-10,3.399493036277639e-09,1.576785993440133e-10
1968,8.124075845574095e-06,1.2779887366619136e-10,3.269945552426228e-09,1.7299265393193915e-10
1969,8.347046722129952e-06,1.25349132859157e-10,3.3719301319377693e-09,1.6156602742186824e-10
1970,8.508490412038685e-06,1.2421478528296907e-10,3.639684585467405e-09,1.5929733226949239e-10
1971,8.524021203421789e-06,1.2412996622642884e-10,3.8970129980141016e-09,1.5026161267631518e-10
1972,8.53578837580114e-06,1.5879211041307835e-10,4.0655382869760254e-09,1.4108762174431481e-10
1973,8.434797629368923e-06,1.6596825897734798e-10,4.1772922581324275e-09,1.2350147888489412e-10
1974,8.450701443507569e-06,1.5572922812401302e-10,4.0477120702827764e-09,1.0441776907407378e-10
1975,8.372275325590245e-06,1.9403560603497334e-10,4.023590825598587e-09,7.784814558859615e-11
1976,8.260752565547591e-06,2.082275592031811e-10,4.0730052663917604e-09,7.690769102912981e-11
1977,8.296464524651778e-06,2.877485680286007e-10,3.735457752642089e-09,6.73950840571599e-11
1978,8.435958144608386e-06,2.861666241273296e-10,3.3768406483756864e-09,5.844418352052294e-11
1979,8.535346426339987e-06,2.589448001260359e-10,3.2830433609782564e-09,3.2357848047829105e-11
1980,8.78878030822047e-06,2.576929919451132e-10,3.488939359641563e-09,4.8031502882160486e-11
1981,8.954677209008618e-06,2.642873826532087e-10,4.1984852102875234e-09,7.751529031747267e-11
1982,9.091551094440678e-06,2.142343713143876e-10,5.463820063056346e-09,1.0716127043270645e-10
1983,9.235025312851316e-06,1.8949115243186273e-10,6.71255270415624e-09,1.0652734498089217e-10
1984,9.380300460699281e-06,1.232524157140131e-10,8.418825033932161e-09,1.058515274440389e-10
1985,9.484248039370868e-06,1.503370092105692e-10,1.1045609316084892e-08,1.058515274440389e-10
1986,9.528936711181554e-06,1.8244149494710856e-10,1.2674403431540376e-08,1.1966863759847535e-10
1987,9.663712522264437e-06,1.7899341384075562e-10,1.3669586986152029e-08,1.0399498276414398e-10
1988,9.809479836673876e-06,1.9076106418698073e-10,1.411515120659195e-08,6.514759912090717e-11
1989,1.0062950683017594e-05,1.8259008590807265e-10,1.3326966006945083e-08,4.2153630784382197e-11
1990,1.0343406107235101e-05,2.3510473875260855e-10,1.2305638032371137e-08,3.475112509262626e-11
1991,1.0593323427851179e-05,2.2619149460191756e-10,1.0752061526834008e-08,4.710833657685574e-11
1992,1.0726566090722503e-05,2.018740814394412e-10,8.481590350685662e-09,7.255772123999321e-11
1993,1.1009263029596436e-05,1.663969126177088e-10,6.93534645585763e-09,7.162332978689306e-11
1994,1.1324798573956027e-05,1.5934077024096612e-10,6.1709683712203e-09,7.812645966672908e-11
1995,1.145109659514024e-05,1.502322487642197e-10,5.537935253231905e-09,9.03564445486893e-11
1996,1.1776988165885477e-05,1.5618431548070077e-10,5.30617993987903e-09,9.000647201757544e-11
1997,1.2142648821671692e-05,1.1927725473981354e-10,5.40312753268982e-09,1.1876909525310175e-10
1998,1.2387881724862382e-05,1.1191650532903021e-10,5.194810327933754e-09,9.906129042058787e-11
1999,1.2891134636967244e-05,9.825271201794169e-11,8.470917967073888e-09,7.361190575745041e-11
2000,1.3235215322181051e-05,1.0094728079239929e-10,8.92948480237164e-09,7.111404570373355e-11
2001,1.3628387153273383e-05,9.80824811250677e-11,8.204028186956488e-09,7.982310645804347e-11
2002,1.4191158048301336e-05,8.863961697572594e-11,7.888423438272087e-09,7.139881939645574e-11
2003,1.445841904309678e-05,8.635181310080929e-11,7.642813175985047e-09,7.541305476913403e-11
2004,1.4684600630841618e-05,6.838826132377867e-11,7.102808753854463e-09,5.6743523570355696e-11
2005,1.4991656046601878e-05,6.261047384912923e-11,6.961585657145568e-09,5.6743523570355696e-11
2006,1.5055601189877571e-05,5.7187229654135205e-11,3.2831888001944823e-09,5.6743523570355696e-11
2007,1.5242278485467458e-05,4.160994217834129e-11,2.4477814061388668e-09,4.635866492273623e-11
2008,1.5124405893272654e-05,3.675956166444243e-11,2.275153533824538e-09,4.701971351955032e-11
2009,1.4864632118717833e-05,2.480257938514934e-11,1.6419114758279919e-09,4.457996422410229e-11
2010,1.5032844463088882e-05,1.4486304764876096e-11,1.2657794217536227e-09,3.835758570888295e-11
2011,1.5169111325771415e-05,1.4082155828336924e-11,1.062093599576589e-09,4.219168442200414e-11
2012,1.533731041750538e-05,1.4082155828336924e-11,1.132570335135189e-09,4.219168442200414e-11
2013,1.5779656938060987e-05,1.4082155828336924e-11,8.674019875381284e-10,4.219168442200414e-11
2014,1.5818211717747283e-05,1.4082155828336924e-11,7.526346649086183e-10,4.219168442200414e-11
2015,1.5883932974247728e-05,8.791076249895343e-12,7.882897073192246e-10,3.174911648069172e-11
2016,1.6114274980541916e-05,4.642397081834813e-12,7.656493058608557e-10,2.3451758144570664e-11
2017,1.6104933365568286e-05,5.416129928807282e-12,8.025094940429985e-10,2.2584172379436218e-11
2018,1.608891598152695e-05,0.0,8.525223416100402e-10,7.602939805506637e-12
2019,1.598360609023075e-05,0.0,5.423468618648286e-10,9.503674756883296e-12
