ngram,instruction,instruction,instructon,instrucion
1632,1.4911323952609174e-05,1.4911323952609174e-05,0.0,0.0
1633,1.1233973574625062e-05,1.1233973574625062e-05,0.0,0.0
1634,1.1458815346746373e-05,1.1458815346746373e-05,0.0,0.0
1635,1.2324232297292578e-05,1.2324232297292578e-05,0.0,0.0
1636,1.1758928979231445e-05,1.1758928979231445e-05,0.0,0.0
1637,1.1729720816739636e-05,1.1729720816739636e-05,0.0,0.0
1638,1.1432701934869069e-05,1.1432701934869069e-05,0.0,0.0
1639,9.906994949103267e-06,9.906994949103267e-06,0.0,0.0
1640,1.1174884028670412e-05,1.1174884028670412e-05,0.0,0.0
1641,1.1983175292178722e-05,1.1983175292178722e-05,0.0,0.0
1642,1.2479489669203758e-05,1.2479489669203758e-05,0.0,0.0
1643,1.3097941259080212e-05,1.3097941259080212e-05,0.0,0.0
1644,1.387161656956388e-05,1.387161656956388e-05,0.0,0.0
1645,1.57666267373965e-05,1.57666267373965e-05,0.0,0.0
1646,1.672334565228084e-05,1.672334565228084e-05,0.0,0.0
1647,1.6226630318020136e-05,1.6226630318020136e-05,0.0,0.0
1648,1.7030270620515303e-05,1.7030270620515303e-05,0.0,0.0
1649,1.687238078115375e-05,1.687238078115375e-05,0.0,0.0
1650,1.5397435553105815e-05,1.5397435553105815e-05,0.0,0.0
1651,1.550824215103473e-05,1.550824215103473e-05,0.0,0.0
1652,1.3379959195195365e-05,1.3379959195195365e-05,0.0,0.0
1653,1.5260080804832148e-05,1.5260080804832148e-05,0.0,0.0
1654,1.68731989366019e-05,1.68731989366019e-05,0.0,0.0
1655,1.689577103596613e-05,1.689577103596613e-05,0.0,0.0
1656,1.5508872300935244e-05,1.5508872300935244e-05,0.0,0.0
1657,1.7568885336264168e-05,1.7568885336264168e-05,0.0,0.0
1658,1.7755662286487806e-05,1.7755662286487806e-05,0.0,0.0
1659,1.767158424367413e-05,1.767158424367413e-05,0.0,0.0
1660,1.806708607026459e-05,1.806708607026459e-05,0.0,0.0
1661,1.5400442634927458e-05,1.5400442634927458e-05,0.0,0.0
1662,1.3551609591948882e-05,1.3551609591948882e-05,0.0,0.0
1663,1.275419270184232e-05,1.275419270184232e-05,0.0,0.0
1664,1.0504761933459252e-05,1.0504761933459252e-05,0.0,0.0
1665,9.279003701781871e-06,9.279003701781871e-06,0.0,0.0
1666,1.0686506064822815e-05,1.0686506064822815e-05,0.0,0.0
1667,8.317563924720162e-06,8.317563924720162e-06,0.0,0.0
1668,9.095788300328422e-06,9.095788300328422e-06,0.0,0.0
1669,9.434675575903384e-06,9.434675575903384e-06,0.0,0.0
1670,9.612565008865204e-06,9.612565008865204e-06,0.0,0.0
1671,1.0781629498524126e-05,1.0781629498524126e-05,0.0,0.0
1672,1.0728840347188193e-05,1.0728840347188193e-05,0.0,0.0
1673,1.0147703376008263e-05,1.0147703376008263e-05,0.0,0.0
1674,1.0542214762868493e-05,1.0542214762868493e-05,0.0,0.0
1675,1.1145439852303493e-05,1.1145439852303493e-05,0.0,0.0
1676,1.2175440848035837e-05,1.2175440848035837e-05,0.0,0.0
1677,1.2519073347253393e-05,1.2519073347253393e-05,0.0,0.0
1678,1.1799969018154246e-05,1.1799969018154246e-05,0.0,0.0
1679,1.12513902682362e-05,1.12513902682362e-05,0.0,0.0
1680,1.1332581379974727e-05,1.1332581379974727e-05,0.0,0.0
1681,1.0359265486061173e-05,1.0359265486061173e-05,0.0,0.0
1682,9.300500745926651e-06,9.300500745926651e-06,0.0,0.0
1683,7.811628198136791e-06,7.811628198136791e-06,0.0,0.0
1684,7.115419683551798e-06,7.115419683551798e-06,0.0,0.0
1685,7.477878008493073e-06,7.477878008493073e-06,0.0,0.0
1686,7.701761562982159e-06,7.701761562982159e-06,0.0,0.0
1687,6.465256676944721e-06,6.465256676944721e-06,0.0,0.0
1688,5.929779003313992e-06,5.929779003313992e-06,0.0,0.0
1689,6.466828608608921e-06,6.466828608608921e-06,0.0,0.0
1690,6.934189059393248e-06,6.934189059393248e-06,0.0,0.0
1691,7.201313824875147e-06,7.201313824875147e-06,0.0,0.0
1692,6.021258708902419e-06,6.021258708902419e-06,0.0,0.0
1693,5.539392369818026e-06,5.539392369818026e-06,0.0,0.0
1694,6.009497253346906e-06,6.009497253346906e-06,0.0,0.0
1695,5.993065217678252e-06,5.993065217678252e-06,0.0,0.0
1696,6.352050831992528e-06,6.352050831992528e-06,0.0,0.0
1697,8.918408281845456e-06,8.918408281845456e-06,0.0,0.0
1698,9.582949685084583e-06,9.582949685084583e-06,0.0,0.0
1699,9.33424200866284e-06,9.33424200866284e-06,0.0,0.0
1700,8.985528503606993e-06,8.985528503606993e-06,0.0,0.0
1701,8.472361709469364e-06,8.472361709469364e-06,0.0,0.0
1702,8.266628323586442e-06,8.266628323586442e-06,0.0,0.0
1703,7.373515765201384e-06,7.373515765201384e-06,0.0,0.0
1704,4.087360918804604e-06,4.087360918804604e-06,0.0,0.0
1705,3.531084465586381e-06,3.531084465586381e-06,0.0,0.0
1706,4.102341547098019e-06,4.102341547098019e-06,0.0,0.0
1707,4.037669132880442e-06,4.037669132880442e-06,0.0,0.0
1708,4.065186089974304e-06,4.065186089974304e-06,0.0,0.0
1709,4.234811691666047e-06,4.234811691666047e-06,0.0,0.0
1710,4.1602627496623815e-06,4.1602627496623815e-06,0.0,0.0
1711,4.358010317316387e-06,4.358010317316387e-06,0.0,0.0
1712,3.738323731080787e-06,3.738323731080787e-06,0.0,0.0
1713,4.3899954594702905e-06,4.3899954594702905e-06,0.0,0.0
1714,4.6671459585923e-06,4.6671459585923e-06,0.0,0.0
1715,4.220058794349565e-06,4.220058794349565e-06,0.0,0.0
1716,4.162785736688031e-06,4.162785736688031e-06,0.0,0.0
1717,4.387376488271652e-06,4.387376488271652e-06,0.0,0.0
1718,4.694369798536562e-06,4.694369798536562e-06,0.0,0.0
1719,4.575238611843295e-06,4.575238611843295e-06,0.0,0.0
1720,4.426913278621214e-06,4.426913278621214e-06,0.0,0.0
1721,5.0186829574678474e-06,5.0186829574678474e-06,0.0,0.0
1722,5.4918515063816035e-06,5.4918515063816035e-06,0.0,0.0
1723,5.946950994127422e-06,5.946950994127422e-06,0.0,0.0
1724,5.62005579597878e-06,5.62005579597878e-06,0.0,0.0
1725,5.624904377197838e-06,5.624904377197838e-06,0.0,0.0
1726,6.49249139834345e-06,6.49249139834345e-06,0.0,0.0
1727,6.011220713324812e-06,6.011220713324812e-06,0.0,0.0
1728,6.04210026722285e-06,6.04210026722285e-06,0.0,0.0
1729,6.140403326883513e-06,6.140403326883513e-06,0.0,0.0
1730,5.811352236508226e-06,5.811352236508226e-06,0.0,0.0
1731,5.9770599623984055e-06,5.9770599623984055e-06,0.0,0.0
1732,5.935058327720201e-06,5.935058327720201e-06,0.0,6.258523857890655e-09
1733,6.432943272167384e-06,6.432943272167384e-06,0.0,6.258523857890655e-09
1734,6.597826865929944e-06,6.597826865929944e-06,0.0,6.258523857890655e-09
1735,6.7250555600497004e-06,6.7250555600497004e-06,0.0,6.258523857890655e-09
1736,6.615879816048878e-06,6.615879816048878e-06,0.0,6.258523857890655e-09
1737,6.810705859347113e-06,6.810705859347113e-06,0.0,6.258523857890655e-09
1738,7.943873762477388e-06,7.943873762477388e-06,0.0,6.258523857890655e-09
1739,8.158691603707016e-06,8.158691603707016e-06,0.0,0.0
1740,7.20936233327458e-06,7.20936233327458e-06,0.0,0.0
1741,7.12967539584497e-06,7.12967539584497e-06,0.0,0.0
1742,7.144815624217569e-06,7.144815624217569e-06,0.0,0.0
1743,7.244156027549512e-06,7.244156027549512e-06,0.0,0.0
1744,8.235348429609854e-06,8.235348429609854e-06,0.0,0.0
1745,7.98774668250449e-06,7.98774668250449e-06,0.0,0.0
1746,8.436932018542262e-06,8.436932018542262e-06,0.0,0.0
1747,8.910171735416433e-06,8.910171735416433e-06,0.0,0.0
1748,1.0047048947723982e-05,1.0047048947723982e-05,0.0,0.0
1749,1.1211038586874825e-05,1.1211038586874825e-05,0.0,0.0
1750,1.286918788017439e-05,1.286918788017439e-05,0.0,0.0
1751,1.3427582286697413e-05,1.3427582286697413e-05,0.0,0.0
1752,1.575422070995306e-05,1.575422070995306e-05,0.0,3.898590149122226e-09
1753,1.6699190122640823e-05,1.6699190122640823e-05,0.0,3.898590149122226e-09
1754,1.7735298310331666e-05,1.7735298310331666e-05,0.0,3.898590149122226e-09
1755,1.81685137639371e-05,1.81685137639371e-05,0.0,3.898590149122226e-09
1756,1.8496814846002962e-05,1.8496814846002962e-05,0.0,3.898590149122226e-09
1757,1.8895585396551595e-05,1.8895585396551595e-05,0.0,3.898590149122226e-09
1758,1.850877794952664e-05,1.850877794952664e-05,0.0,3.898590149122226e-09
1759,1.7090689133120967e-05,1.7090689133120967e-05,0.0,0.0
1760,1.837237946996798e-05,1.837237946996798e-05,7.984100745618759e-09,0.0
1761,1.9005538108883358e-05,1.9005538108883358e-05,7.984100745618759e-09,0.0
1762,1.95881988734722e-05,1.95881988734722e-05,7.984100745618759e-09,0.0
1763,1.9917350463012034e-05,1.9917350463012034e-05,7.984100745618759e-09,0.0
1764,2.0206175577186514e-05,2.0206175577186514e-05,7.984100745618759e-09,0.0
1765,2.1495320002681444e-05,2.1495320002681444e-05,7.984100745618759e-09,0.0
1766,2.1639851703574614e-05,2.1639851703574614e-05,7.984100745618759e-09,0.0
1767,2.1293433487049436e-05,2.1293433487049436e-05,0.0,0.0
1768,2.1147996189288927e-05,2.1147996189288927e-05,0.0,0.0
1769,2.1949326765025035e-05,2.1949326765025035e-05,0.0,0.0
1770,2.2801138974110862e-05,2.2801138974110862e-05,0.0,0.0
1771,2.4028809743218256e-05,2.4028809743218256e-05,0.0,0.0
1772,2.408686902656752e-05,2.408686902656752e-05,0.0,0.0
1773,2.5095056896264267e-05,2.5095056896264267e-05,0.0,0.0
1774,2.594034828819401e-05,2.594034828819401e-05,0.0,0.0
1775,2.6965767184654915e-05,2.6965767184654915e-05,0.0,0.0
1776,2.6339675969211385e-05,2.6339675969211385e-05,0.0,0.0
1777,2.5914445879087517e-05,2.5914445879087517e-05,0.0,0.0
1778,2.5588188561544355e-05,2.5588188561544355e-05,0.0,0.0
1779,2.5566028073496583e-05,2.5566028073496583e-05,0.0,0.0
1780,2.602905806270428e-05,2.602905806270428e-05,0.0,0.0
1781,2.5230187020497397e-05,2.5230187020497397e-05,0.0,0.0
1782,2.5512296685649615e-05,2.5512296685649615e-05,0.0,0.0
1783,2.6052128565165083e-05,2.6052128565165083e-05,0.0,0.0
1784,2.7190236453731942e-05,2.7190236453731942e-05,0.0,0.0
1785,2.7658233583289465e-05,2.7658233583289465e-05,0.0,0.0
1786,2.7796371536429172e-05,2.7796371536429172e-05,0.0,0.0
1787,2.8041700456274805e-05,2.8041700456274805e-05,0.0,0.0
1788,2.905970255337057e-05,2.905970255337057e-05,0.0,0.0
1789,2.9646878569370267e-05,2.9646878569370267e-05,1.163384817053676e-09,0.0
1790,2.9627470212290064e-05,2.9627470212290064e-05,1.163384817053676e-09,0.0
1791,2.9306448985672822e-05,2.9306448985672822e-05,2.2493510546236652e-09,0.0
1792,2.947903262143622e-05,2.947903262143622e-05,2.2493510546236652e-09,0.0
1793,3.0126339749715824e-05,3.0126339749715824e-05,2.2493510546236652e-09,0.0
1794,3.017065552869878e-05,3.017065552869878e-05,2.2493510546236652e-09,0.0
1795,3.0158919668922734e-05,3.0158919668922734e-05,2.2493510546236652e-09,0.0
1796,3.114657530594351e-05,3.114657530594351e-05,1.0859662375699892e-09,0.0
1797,3.503384842978059e-05,3.503384842978059e-05,1.6528898884514221e-09,0.0
1798,3.624730691496682e-05,3.624730691496682e-05,5.66923650881433e-10,0.0
1799,3.6765229846683466e-05,3.6765229846683466e-05,1.16769324368501e-09,0.0
1800,3.715411341025694e-05,3.715411341025694e-05,1.991021062305468e-09,0.0
1801,3.8098768657489147e-05,3.8098768657489147e-05,1.991021062305468e-09,4.643404708356716e-10
1802,3.956699168026846e-05,3.956699168026846e-05,1.991021062305468e-09,8.984672688378786e-10
1803,3.984954881681395e-05,3.984954881681395e-05,2.342021021561891e-09,1.9514671148864895e-09
1804,3.77610808105341e-05,3.77610808105341e-05,2.9954075727748173e-09,2.2565446654100795e-09
1805,3.8052759399371485e-05,3.8052759399371485e-05,3.774440093806675e-09,2.2565446654100795e-09
1806,3.811125446061071e-05,3.811125446061071e-05,3.4322206029660916e-09,2.2565446654100795e-09
1807,3.894092151313089e-05,3.894092151313089e-05,3.236556483139046e-09,3.930314486564969e-09
1808,3.9299684431171045e-05,3.9299684431171045e-05,3.236556483139046e-09,3.4659740157292974e-09
1809,3.868484106663216e-05,3.868484106663216e-05,3.417481297951497e-09,3.0318472177270905e-09
1810,3.8317786155468116e-05,3.8317786155468116e-05,3.066481338695074e-09,2.1967850237304886e-09
1811,3.820017237947988e-05,3.820017237947988e-05,2.080555077428008e-09,1.8917074732068986e-09
1812,3.876513437717222e-05,3.876513437717222e-05,1.7789390754125683e-09,2.1304157327151074e-09
1813,4.020763351166222e-05,4.020763351166222e-05,1.5203889734495745e-09,2.3243951366832707e-09
1814,4.1876175341063314e-05,4.1876175341063314e-05,1.1016834111643448e-09,8.59583452036564e-10
1815,4.366092772605563e-05,4.366092772605563e-05,1.4879648307137521e-09,8.59583452036564e-10
1816,4.631275909819773e-05,4.631275909819773e-05,1.3070400159013014e-09,1.2399288897211947e-09
1817,4.774888449381771e-05,4.774888449381771e-05,1.3070400159013014e-09,1.3646863797741764e-09
1818,4.9070865186097634e-05,4.9070865186097634e-05,1.0726560750740077e-09,1.7227561123687808e-09
1819,4.889233189585086e-05,4.889233189585086e-05,5.952395560575902e-10,1.9349401921989593e-09
1820,4.877668158899594e-05,4.877668158899594e-05,7.42636491984123e-10,2.4779454837237883e-09
1821,4.898858034201632e-05,4.898858034201632e-05,5.336783554759401e-10,2.911758643721539e-09
1822,4.914750492649286e-05,4.914750492649286e-05,2.7216583748617447e-10,3.7851409625691954e-09
1823,4.937973582335482e-05,4.937973582335482e-05,9.744796636290687e-10,4.1071093510274585e-09
1824,5.0345365057832426e-05,5.0345365057832426e-05,1.2427196969890174e-09,4.032654242282417e-09
1825,5.196947053523867e-05,5.196947053523867e-05,1.2427196969890174e-09,3.927818118373441e-09
1826,5.358670750865713e-05,5.358670750865713e-05,1.598214441741622e-09,4.543409949851553e-09
1827,5.447685855740149e-05,5.447685855740149e-05,1.8690999303849765e-09,3.910995860501032e-09
1828,5.597661168264624e-05,5.597661168264624e-05,2.0897585487463945e-09,3.930200434939682e-09
1829,5.584984059428929e-05,5.584984059428929e-05,2.105538204106543e-09,3.197366673011816e-09
1830,5.6943288655020297e-05,5.6943288655020297e-05,1.5938334620356288e-09,3.0668801308055193e-09
1831,5.788915638861779e-05,5.788915638861779e-05,2.068750710420326e-09,3.0773240939601418e-09
1832,6.047302096184077e-05,6.047302096184077e-05,2.2390496282450758e-09,3.931033466995717e-09
1833,6.156622112030163e-05,6.156622112030163e-05,2.048511408122725e-09,3.359418870069979e-09
1834,6.217439243170832e-05,6.217439243170832e-05,1.7132891771964864e-09,3.5870890385021018e-09
1835,6.278089391084254e-05,6.278089391084254e-05,1.6601973605391761e-09,3.5953803743739498e-09
1836,6.48916996267092e-05,6.48916996267092e-05,1.8198935215961244e-09,3.6800153559367134e-09
1837,6.384930020431057e-05,6.384930020431057e-05,1.6292844375241445e-09,3.185629482427288e-09
1838,6.305877988259973e-05,6.305877988259973e-05,1.1151044056388416e-09,2.983271233222443e-09
1839,5.995424622337201e-05,5.995424622337201e-05,1.3994940920422243e-09,2.3310168557293717e-09
1840,5.9156119927398064e-05,5.9156119927398064e-05,1.2345375674119703e-09,2.1384911460689946e-09
1841,5.8614541298343935e-05,5.8614541298343935e-05,1.5013654288052537e-09,1.9462055935091728e-09
1842,5.690697487027917e-05,5.690697487027917e-05,1.455429507072178e-09,1.4583846987191252e-09
1843,5.490389854198189e-05,5.490389854198189e-05,1.4174829088275942e-09,1.4954992799687261e-09
1844,5.4832332742600034e-05,5.4832332742600034e-05,1.4842657658498126e-09,1.618406432678045e-09
1845,5.431616955320351e-05,5.431616955320351e-05,1.455504803983741e-09,1.875774519837543e-09
1846,5.392095512693881e-05,5.392095512693881e-05,1.1312571990274023e-09,1.551526914881204e-09
1847,5.352040586460914e-05,5.352040586460914e-05,1.2524681292092055e-09,1.9764486634622968e-09
1848,5.409300294039505e-05,5.409300294039505e-05,1.2307061084523445e-09,2.3833702075418526e-09
1849,5.416883037209378e-05,5.416883037209378e-05,1.2165543017417235e-09,2.469621594526826e-09
1850,5.456362383223937e-05,5.456362383223937e-05,1.144135817833712e-09,3.1567216221947294e-09
1851,5.5287901237274385e-05,5.5287901237274385e-05,1.1237815559069934e-09,3.2813732128314908e-09
1852,5.5786222739178424e-05,5.5786222739178424e-05,2.7437818802703416e-09,3.200487232378281e-09
1853,5.5626874070315224e-05,5.5626874070315224e-05,2.661600221966408e-09,3.4078616278116716e-09
1854,5.503984461289032e-05,5.503984461289032e-05,2.8434004634941043e-09,3.4381238966929573e-09
1855,5.424230091323677e-05,5.424230091323677e-05,2.7252814251342373e-09,3.678773365299394e-09
1856,5.39591461087444e-05,5.39591461087444e-05,2.9159951873771105e-09,3.608870884670117e-09
1857,5.346338886218811e-05,5.346338886218811e-05,3.0630551388950114e-09,2.948278097848954e-09
1858,5.290298940963112e-05,5.290298940963112e-05,3.016626543799512e-09,3.0841060499093534e-09
1859,5.2237779787641815e-05,5.2237779787641815e-05,1.4401274855175522e-09,3.3187333040426583e-09
1860,5.169350073889031e-05,5.169350073889031e-05,1.5138585623170847e-09,3.4078843715233477e-09
1861,5.189791668921576e-05,5.189791668921576e-05,1.32382075143259e-09,3.4411699997452925e-09
1862,5.165588455773624e-05,5.165588455773624e-05,1.2252502980457182e-09,3.0993899351778556e-09
1863,5.0756694171078766e-05,5.0756694171078766e-05,1.070271109832837e-09,2.9483325979042162e-09
1864,5.029195329240922e-05,5.029195329240922e-05,8.746168868510398e-10,3.177573573312894e-09
1865,5.195103793604565e-05,5.195103793604565e-05,1.538015175534773e-09,4.043542044846709e-09
1866,5.1985256244993904e-05,5.1985256244993904e-05,1.780933432473018e-09,3.954263523762793e-09
1867,5.499455489500958e-05,5.499455489500958e-05,2.047855123572211e-09,3.7865718061080855e-09
1868,5.5854388067798156e-05,5.5854388067798156e-05,2.1589402487975917e-09,3.6679337543445355e-09
1869,5.8359577711338974e-05,5.8359577711338974e-05,2.364190795515039e-09,3.4992887833405563e-09
1870,6.08128856194006e-05,6.08128856194006e-05,2.5166323628208633e-09,3.789442585119421e-09
1871,6.23643869143312e-05,6.23643869143312e-05,2.659379446815332e-09,3.961189297209598e-09
1872,6.146728108953019e-05,6.146728108953019e-05,2.1188362889620495e-09,3.166764961370916e-09
