ngram,amount,amont,amunt,ammount
1896,0.0003171955426556191,1.314597687849885e-08,1.3766016699572653e-09,2.490276064724485e-09
1897,0.0003163591193567429,1.341042274053247e-08,1.2892555237683671e-09,2.3270428441333836e-09
1898,0.000316912740735071,1.2846345320838282e-08,1.2723636866329713e-09,2.5306597452510816e-09
1899,0.0003169973289394485,1.2751027408545009e-08,1.5874409762885377e-09,2.8504698284288158e-09
1900,0.00031718977178180855,1.2556713383357225e-08,1.7220236823791068e-09,2.7014277164434067e-09
1901,0.00031716956956578154,1.2309169429767865e-08,1.696836020898778e-09,2.74974187863819e-09
1902,0.0003180546087345907,1.2826785982562278e-08,1.908815042536308e-09,2.711619325904532e-09
1903,0.00032438153201448064,1.2911747607599215e-08,2.104072313205815e-09,2.679380558693164e-09
1904,0.00032973543108840076,1.266201568991424e-08,2.132088077517429e-09,4.419600257194694e-09
1905,0.00033221294870600104,1.2872075088361207e-08,2.4423973002793022e-09,4.019758605343173e-09
1906,0.00033729519678412804,1.3262587726460749e-08,2.60292980820103e-09,3.6608631205835097e-09
1907,0.00034152065719743926,1.3539272306469944e-08,3.0961317319468306e-09,3.972390559349646e-09
1908,0.0003478132005381797,1.4175897408311552e-08,3.2954006507728603e-09,4.120249427356068e-09
1909,0.00035266259302651245,1.4128413106107018e-08,3.2541851594355566e-09,4.289186355294865e-09
1910,0.0003575938795360604,1.3661373619657167e-08,2.9218102064782717e-09,4.270481412937954e-09
1911,0.00036306110476808887,1.3857490520154312e-08,3.2813035621970243e-09,2.9177708344667916e-09
1912,0.00036961271377679495,1.3266904781111016e-08,3.2699022695885968e-09,3.2520508349723596e-09
1913,0.0003736606948742909,1.2620122724626981e-08,3.1701132036892385e-09,3.3503054140483967e-09
1914,0.00037961790803819895,1.2790771108939225e-08,2.949316394281912e-09,2.9250461735281466e-09
1915,0.0003831201756838709,1.2545586664763114e-08,3.928680158971076e-09,2.884331694121199e-09
1916,0.0003868900738390429,1.3142019916756453e-08,4.266373793931117e-09,2.9237281484739697e-09
1917,0.000388033438606986,1.384936216502248e-08,4.605580171203525e-09,3.4016326105097097e-09
1918,0.00038922774755129855,1.4412614213199504e-08,4.594923489317385e-09,3.1752723466433555e-09
1919,0.00038905062163913887,1.535672719147182e-08,4.574050186231407e-09,3.167354616679623e-09
1920,0.0003865072877878057,1.629889823107078e-08,4.594847803827764e-09,3.2844684273923365e-09
1921,0.00038496234420953054,1.692995940264349e-08,4.985084884572595e-09,3.811860763544164e-09
1922,0.00038162602660512287,1.7402023948826743e-08,3.977110609097525e-09,4.572654857934058e-09
1923,0.0003774455232944872,1.8058201791047524e-08,3.5279070458622233e-09,4.449795357582989e-09
1924,0.0003741863890484508,1.818898885476626e-08,3.2413504261593775e-09,4.264360800984182e-09
1925,0.00037065967418519515,1.7843542516564933e-08,3.2211347240312146e-09,4.8509366682277945e-09
1926,0.00036507870286836157,1.7678244645935592e-08,2.964140282430654e-09,4.8154235202499e-09
1927,0.0003622386970424226,1.8131698047747184e-08,2.841182860408813e-09,4.803378298287189e-09
1928,0.0003596121927590242,1.763650051397495e-08,2.362786395109546e-09,4.853301157784326e-09
1929,0.0003611130897687482,1.7377470890827292e-08,2.078643360611413e-09,4.123897572633999e-09
1930,0.0003644213180190751,1.7412701122257853e-08,2.3915144230026085e-09,4.297469808583238e-09
1931,0.0003659364966941731,1.7518772971974224e-08,2.2332440579348703e-09,4.91263712249739e-09
1932,0.0003662263916339725,1.7227931335485536e-08,2.1789041602739344e-09,4.230776776533876e-09
1933,0.00036833653159971746,1.757669108672287e-08,2.343027843172101e-09,4.073978963705014e-09
1934,0.00037020472726518553,1.6914318580672572e-08,2.3165024263884148e-09,4.1118816605591385e-09
1935,0.0003700016324208783,1.7186589675231645e-08,2.2626633027529e-09,3.8702822534121745e-09
1936,0.000371902108392013,1.9052131047406614e-08,2.8062321514151935e-09,4.906043952043351e-09
1937,0.0003692731261253357,1.908832660189676e-08,3.066308778316389e-09,4.8600142323250245e-09
1938,0.00036968790560162494,1.90797764888982e-08,3.3177227314646576e-09,3.94951728464678e-09
1939,0.0003697055300498115,1.9932913478523266e-08,3.7199010221351206e-09,4.264505700949225e-09
1940,0.0003697043991581138,2.079974110407485e-08,3.57873973312804e-09,4.2781039980407545e-09
1941,0.00036678494403271804,2.1698935727597146e-08,3.898496620762566e-09,4.090260606405747e-09
1942,0.00036574064870364964,2.1595098788550005e-08,4.2100850900743984e-09,4.127123975905533e-09
1943,0.00035508317107866915,1.987422873891579e-08,4.012060414052396e-09,3.712716673780798e-09
1944,0.00034935379101495655,2.0583708198224874e-08,3.752685923912631e-09,3.431139150578133e-09
1945,0.0003414101541108851,2.09044504880954e-08,3.636721067147773e-09,3.5326968017557192e-09
1946,0.0003357632667757571,2.105339242624333e-08,3.170643128999221e-09,3.522626063861318e-09
1947,0.000326765638809385,2.087346092797101e-08,3.527234218988643e-09,3.8237994358171685e-09
1948,0.00032183393237314055,2.2285818143278187e-08,3.2349270881074486e-09,4.186242336905772e-09
1949,0.00031290141799088033,2.2449177247299953e-08,3.3094786276523435e-09,4.5395919404508535e-09
1950,0.0003118456266487816,2.2829134138646623e-08,3.0574651540707774e-09,4.368217724045767e-09
1951,0.00031045950267330876,2.2054478624308364e-08,3.034852194946528e-09,4.890115709191686e-09
1952,0.000307976093608886,2.239179584608207e-08,3.2960781247228154e-09,5.8257515002578336e-09
1953,0.00030219711646038504,2.221979273591452e-08,3.7104695982392855e-09,5.77828413688459e-09
1954,0.00030232959293893406,2.292727633143191e-08,3.655590861763512e-09,5.580515668616012e-09
1955,0.00029950356942468455,2.1467092484580722e-08,3.849878178157391e-09,5.501528248836556e-09
1956,0.00030053862636642795,2.2116646038382115e-08,3.5162616469313387e-09,5.38134590856641e-09
1957,0.0002961874457209238,2.3776801480071948e-08,3.678613731088782e-09,5.444542848311227e-09
1958,0.000290928512445784,2.400567034044343e-08,3.895682062652181e-09,5.839799754880914e-09
1959,0.0002855356391851923,2.4090805033389577e-08,3.925248697506894e-09,5.725771602880871e-09
1960,0.0002820441357990993,2.4459175002838103e-08,3.5285916728205233e-09,5.9868122522946774e-09
1961,0.0002750811566199575,2.4093054662444047e-08,3.324433585559307e-09,6.636602949734132e-09
1962,0.0002710356285596,2.4188168928113944e-08,3.28803229088237e-09,6.677022046375214e-09
1963,0.00026398536283522844,2.449906258813631e-08,3.2908388395266488e-09,6.965494276605406e-09
1964,0.0002605508322760995,2.4464959582002977e-08,3.403159119587583e-09,6.993736066464505e-09
1965,0.0002556471819324153,2.599885234084403e-08,3.3982341068090297e-09,6.830081706559505e-09
1966,0.0002533275193335222,2.572712912548728e-08,3.3687040775934716e-09,6.621459507678245e-09
1967,0.00025009210263046304,2.7215531923323917e-08,3.525580843139713e-09,6.56509342127671e-09
1968,0.00024993517477664033,2.7141972225308564e-08,3.584798680122958e-09,6.57557291156812e-09
1969,0.00024782019110196937,2.774156498170604e-08,3.4798956097655977e-09,7.587864622341352e-09
1970,0.0002488783564850954,2.883021161486405e-08,3.595775930977295e-09,7.553050185293841e-09
1971,0.00024853429931681603,2.860334826136425e-08,3.4860326054391474e-09,7.781193340455112e-09
1972,0.00025109956914093345,2.8941008320007962e-08,3.3992793976470435e-09,8.698804851040417e-09
1973,0.0002519197732908651,3.0759190750018206e-08,3.2564038449882967e-09,9.392796381949405e-09
1974,0.0002539067396095821,3.1000053064238793e-08,3.2374028537317047e-09,1.0163187371046791e-08
1975,0.00025303398641491573,3.2513282225262885e-08,3.4257306515326847e-09,1.0295379152377596e-08
1976,0.00025310402270406485,3.404840320797575e-08,3.5209699917564716e-09,1.016542418495549e-08
1977,0.00025071241335743774,3.3942621665719996e-08,3.5362844715994666e-09,1.079208912711595e-08
1978,0.0002486868990152808,3.46708734103426e-08,3.722590775317209e-09,1.1151214808689604e-08
1979,0.00024510682643657286,3.4170152929391406e-08,3.849944648795908e-09,1.1257293129420174e-08
1980,0.00024298458135620291,3.39705675652827e-08,3.984565915311171e-09,1.1355338003227189e-08
1981,0.00023851514145332788,3.383995356947318e-08,4.005223359320504e-09,1.1677130754402957e-08
1982,0.0002343696230257462,3.3422444748306846e-08,4.202338382037445e-09,1.2673252669515023e-08
1983,0.00023090962869381265,3.270752405423341e-08,4.348731533606756e-09,1.2676542989912117e-08
1984,0.0002285259189583095,3.211775962646308e-08,4.270077878589161e-09,1.2668959468799455e-08
1985,0.00022608142379405244,3.047065507847232e-08,4.357183693213886e-09,1.2911697869607711e-08
1986,0.00022243638522922993,2.9543695490019672e-08,4.001597212318789e-09,1.274101865281604e-08
1987,0.00021809857779382064,2.7720658276767348e-08,3.7705696342982264e-09,1.3263905783235584e-08
1988,0.00021574529403421496,2.5935979966870296e-08,3.578811405954444e-09,1.325292142695389e-08
1989,0.00021539842003091638,2.3872048464974275e-08,3.069722809279085e-09,1.2469921603245178e-08
1990,0.0002132452084749405,2.1921133099210366e-08,2.7393506034962503e-09,1.2363694068540099e-08
1991,0.00021083681453351995,2.0189126561019422e-08,2.5371526308453393e-09,1.2240450050374615e-08
1992,0.00020977700062628304,1.9211773251624564e-08,2.0633598322003112e-09,1.1495314795289297e-08
1993,0.00020720593498221466,1.7905639383895633e-08,1.9135088434398183e-09,1.0633087553303864e-08
1994,0.00020671689708251506,1.719612363615397e-08,1.7155168714160546e-09,9.30303973538977e-09
1995,0.00020508009765762836,1.6007135807326123e-08,1.3788550460144426e-09,7.956936665109993e-09
1996,0.00020252772498809333,1.5276505013365035e-08,1.5364110935881366e-09,6.909078642536315e-09
1997,0.00019965570910634206,1.4251115969849642e-08,1.3567233765015325e-09,5.951304909197168e-09
1998,0.00019723881060989306,1.3589597637673835e-08,1.2670488388647323e-09,5.00422192573069e-09
1999,0.0001929310757467257,1.276321740359013e-08,1.3699727463567513e-09,4.457857416539923e-09
2000,0.0001907605869096837,1.2326947335899213e-08,1.3699040711325138e-09,4.0898351055013956e-09
2001,0.0001860347983893007,1.1575365174313187e-08,1.4245936890462068e-09,3.6343302335849005e-09
2002,0.00018262081097678414,1.0869654763569412e-08,1.474013332027267e-09,3.4733342868520367e-09
2003,0.0001787398027123085,1.030869840284205e-08,1.2420452523618864e-09,3.7010229801483418e-09
2004,0.00017597643974503235,1.0045915972105896e-08,1.191187910214759e-09,3.4978029679016184e-09
2005,0.0001730913105088153,9.37563188989949e-09,1.2976004873773865e-09,3.3862628574204176e-09
2006,0.0001688880958161982,9.057104843890329e-09,1.1645656978436542e-09,3.092633942587091e-09
2007,0.0001630926729246442,8.171718603376478e-09,1.078740652360466e-09,2.778915684866133e-09
2008,0.00015734398662711361,7.586802995364548e-09,9.815126885851351e-10,2.5608688978908033e-09
2009,0.00015097794572024474,7.587847366303485e-09,9.785949431747758e-10,2.798096532252714e-09
2010,0.00014414109630576734,8.74507266601654e-09,9.158819496463926e-10,2.561654713747633e-09
2011,0.0001361925231841659,8.332994802121415e-09,1.086230795786593e-09,2.4334490613041127e-09
2012,0.0001278053646923841,8.449966440845661e-09,1.0609613425900071e-09,2.335222681892901e-09
2013,0.00012201810438585068,8.646818753074318e-09,1.018935658070319e-09,2.456181083917589e-09
2014,0.0001158794662582555,8.883862026972826e-09,1.0321231488522438e-09,2.4637120280398707e-09
2015,0.00011019386874977499,1.2467739983281132e-08,1.1270968047760732e-09,2.4212572106005072e-09
2016,0.00010607028525555506,1.2509636120634177e-08,1.190674741342284e-09,2.0469721632007267e-09
2017,0.00010336605312962395,1.168586220382887e-08,1.269715231104011e-09,1.9057367720935283e-09
2018,0.00010159971716348082,1.283365254067803e-08,1.1791924214854532e-09,1.929419557455958e-09
2019,9.978117304854095e-05,1.4098357592473576e-08,1.1095452473464107e-09,1.7576419208964467e-09
