ngram,light,ligt,ligh,ligt
1859,0.00025552508720595924,5.128454042388089e-09,7.777202780191925e-08,5.128454042388089e-09
1860,0.0002532252235271569,6.523976248118402e-09,7.874337727896221e-08,6.523976248118402e-09
1861,0.0002510343266684296,6.052243246250961e-09,7.666968977153893e-08,6.052243246250961e-09
1862,0.00024938454277746914,7.57593565658965e-09,7.72369393839004e-08,7.57593565658965e-09
1863,0.0002466669538989663,8.89690892386901e-09,7.831286349560937e-08,8.89690892386901e-09
1864,0.00024530842867014665,8.110135610702888e-09,7.818086394146511e-08,8.110135610702888e-09
1865,0.00024421789566986263,8.834143067864325e-09,8.077279086852026e-08,8.834143067864325e-09
1866,0.0002448881984621819,9.983573840648724e-09,8.156661022797249e-08,9.983573840648724e-09
1867,0.0002447336903839771,8.845116892887615e-09,8.323591771386418e-08,8.845116892887615e-09
1868,0.00024656349186053764,9.040160746971132e-09,8.580685825368814e-08,9.040160746971132e-09
1869,0.00024580896258287666,7.993175581739414e-09,8.690839540089915e-08,7.993175581739414e-09
1870,0.00024807568739301393,7.203813989775654e-09,8.923689469903756e-08,7.203813989775654e-09
1871,0.0002472831672223817,7.302389359864492e-09,8.811146605986713e-08,7.302389359864492e-09
1872,0.0002497417216155944,6.583318779007641e-09,9.047226866089528e-08,6.583318779007641e-09
1873,0.0002473345500350531,5.453566677614065e-09,8.970455261143278e-08,5.453566677614065e-09
1874,0.00024620095375991823,5.795425916943486e-09,9.056053735483666e-08,5.795425916943486e-09
1875,0.0002452574865726222,6.574629919851662e-09,9.057943271630262e-08,6.574629919851662e-09
1876,0.00024676563875151,7.77617538614907e-09,9.190061587917495e-08,7.77617538614907e-09
1877,0.00024553095863666385,8.140185160852655e-09,9.091074458313284e-08,8.140185160852655e-09
1878,0.0002458694507367909,8.449219355912061e-09,9.191846471269725e-08,8.449219355912061e-09
1879,0.0002460693774212684,9.289248164329983e-09,9.140047398302289e-08,9.289248164329983e-09
1880,0.0002471759944455698,9.341207997591385e-09,9.049080266062706e-08,9.341207997591385e-09
1881,0.0002475999021303973,9.286482884261562e-09,8.9940609119107e-08,9.286482884261562e-09
1882,0.00024643280318871675,8.29925138136543e-09,8.764032141276143e-08,8.29925138136543e-09
1883,0.00024337069148064723,7.1090538535299535e-09,8.619667519431979e-08,7.1090538535299535e-09
1884,0.0002409536994361718,6.700658250480274e-09,8.584006496091336e-08,6.700658250480274e-09
1885,0.00023969550758400665,6.6714345159368804e-09,8.907401800278031e-08,6.6714345159368804e-09
1886,0.00023834757822831825,5.824942052510908e-09,8.76168846681529e-08,5.824942052510908e-09
1887,0.00023847078305802176,5.956717658810768e-09,8.869027721760046e-08,5.956717658810768e-09
1888,0.00023836463099412088,5.815272327173002e-09,9.083952992991076e-08,5.815272327173002e-09
1889,0.00023946052533574402,6.136620100960499e-09,9.120445452838664e-08,6.136620100960499e-09
1890,0.0002408723667031154,6.3706776996598686e-09,9.120281114454493e-08,6.3706776996598686e-09
1891,0.0002426879239335124,6.228407948124673e-09,9.145339114573809e-08,6.228407948124673e-09
1892,0.00024177837102407857,5.7706476422733235e-09,8.88883054780568e-08,5.7706476422733235e-09
1893,0.00024209852771101787,5.657474108236979e-09,8.949336611457121e-08,5.657474108236979e-09
1894,0.0002397911635593378,6.402590140603641e-09,8.933048434300872e-08,6.402590140603641e-09
1895,0.00023812644940335304,7.153342616663037e-09,8.735164921550417e-08,7.153342616663037e-09
1896,0.00023611832667873905,6.635577738072535e-09,8.672131863412297e-08,6.635577738072535e-09
1897,0.0002357149891655094,6.341524702183474e-09,8.518909209799728e-08,6.341524702183474e-09
1898,0.0002334304985457233,6.825573630107686e-09,8.346551741819244e-08,6.825573630107686e-09
1899,0.00023281145799306354,6.807126798743671e-09,8.244466239862699e-08,6.807126798743671e-09
1900,0.00023059223063423166,7.134115139909422e-09,8.090342009024556e-08,7.134115139909422e-09
1901,0.0002297781008694853,6.606394288764607e-09,8.012076031198895e-08,6.606394288764607e-09
1902,0.0002287966012123174,5.638412149876006e-09,8.042434477114771e-08,5.638412149876006e-09
1903,0.00022631525851985707,5.678626013860821e-09,8.274537525007222e-08,5.678626013860821e-09
1904,0.0002247951425878065,5.537997869810494e-09,8.498804809115817e-08,5.537997869810494e-09
1905,0.00022423851104187115,4.7993020034299755e-09,8.651510593641173e-08,4.7993020034299755e-09
1906,0.0002230185637017712,4.826260756120502e-09,8.691603373530857e-08,4.826260756120502e-09
1907,0.0002215110185456329,4.845691498849598e-09,8.825719735991047e-08,4.845691498849598e-09
1908,0.00022031871152908674,4.596220895943962e-09,9.075674358070631e-08,4.596220895943962e-09
1909,0.00021953827360578413,4.555164848493323e-09,9.136907002422439e-08,4.555164848493323e-09
1910,0.00021908904143076922,4.346754924254372e-09,9.189711188842661e-08,4.346754924254372e-09
1911,0.00021709674911107868,4.373319769815762e-09,9.174530646305357e-08,4.373319769815762e-09
1912,0.00021573565027210861,4.490812674110398e-09,9.304550831399996e-08,4.490812674110398e-09
1913,0.00021417703205120882,4.422963773009769e-09,9.650055890883128e-08,4.422963773009769e-09
1914,0.00021303849851912155,4.040812954083808e-09,9.999416355250495e-08,4.040812954083808e-09
1915,0.00021030408139007965,4.290546330919045e-09,1.0315721457995356e-07,4.290546330919045e-09
1916,0.00020799005454007004,4.5847519431723475e-09,1.0739670130988088e-07,4.5847519431723475e-09
1917,0.00020733128310114677,5.372588342465536e-09,1.0881066308294457e-07,5.372588342465536e-09
1918,0.0002064253473820697,5.922760948351424e-09,1.1012475401425295e-07,5.922760948351424e-09
1919,0.00020592551404011568,5.956627064611959e-09,1.1097866092768527e-07,5.956627064611959e-09
1920,0.0002069108366932986,6.153874489354751e-09,1.1063338689609736e-07,6.153874489354751e-09
1921,0.00020578748496648456,6.400189394335192e-09,1.0786553466297327e-07,6.400189394335192e-09
1922,0.00020716816236797188,6.3611288934696725e-09,1.0774402170454778e-07,6.3611288934696725e-09
1923,0.00020807851979043335,6.445705239396407e-09,1.046222268184595e-07,6.445705239396407e-09
1924,0.00020754444994963706,5.855190427744057e-09,1.0133087816451994e-07,5.855190427744057e-09
1925,0.0002087151910278148,5.458186854870714e-09,1.017199459900959e-07,5.458186854870714e-09
1926,0.00020822321987777417,5.690000851440605e-09,1.0124473196323639e-07,5.690000851440605e-09
1927,0.00020719996453928097,5.2644953793138225e-09,9.886468177455754e-08,5.2644953793138225e-09
1928,0.00020710753493144045,5.024798037973304e-09,9.767442626135952e-08,5.024798037973304e-09
1929,0.0002059750009461173,5.040354292670404e-09,9.450130278310098e-08,5.040354292670404e-09
1930,0.00020479494872103845,4.518408219007191e-09,9.170869118081879e-08,4.518408219007191e-09
1931,0.00020437320095619986,4.589928215281702e-09,9.155336958396479e-08,4.589928215281702e-09
1932,0.00020289879882641668,4.82441182241595e-09,8.870343342388359e-08,4.82441182241595e-09
1933,0.00020264050025226816,5.158031430545813e-09,8.609598925854048e-08,5.158031430545813e-09
1934,0.00020187183898607536,5.580322458089069e-09,8.784886570570702e-08,5.580322458089069e-09
1935,0.00020195219050427632,6.055122086274472e-09,8.862539451521506e-08,6.055122086274472e-09
1936,0.00020023067398662015,6.258865647978951e-09,8.833590823899482e-08,6.258865647978951e-09
1937,0.0001995423621597833,6.653596784644833e-09,9.110679144441747e-08,6.653596784644833e-09
1938,0.00019765349030162076,7.0373987906943316e-09,9.195083094937218e-08,7.0373987906943316e-09
1939,0.00019698865487173731,6.892030121211487e-09,9.569923012772311e-08,6.892030121211487e-09
1940,0.00019472293622259582,6.667481868203952e-09,9.977957152581699e-08,6.667481868203952e-09
1941,0.000193802679340089,7.375459735011905e-09,1.0549478344858341e-07,7.375459735011905e-09
1942,0.0001926111227865996,7.225014047358107e-09,1.1363090684264015e-07,7.225014047358107e-09
1943,0.000193553972556921,6.715507324831346e-09,1.1633156304924341e-07,6.715507324831346e-09
1944,0.00019312624395492354,6.7009047834330565e-09,1.1940629361463705e-07,6.7009047834330565e-09
1945,0.00019363787890012776,6.798748548269324e-09,1.2367315248086796e-07,6.798748548269324e-09
1946,0.0001940565707627684,6.655574250454979e-09,1.2271744204943908e-07,6.655574250454979e-09
1947,0.000195424267855872,6.78474762086775e-09,1.2362365505883384e-07,6.78474762086775e-09
1948,0.0001951335309838344,6.293926269052008e-09,1.2097360675105457e-07,6.293926269052008e-09
1949,0.0001956422347575426,6.4765266800342096e-09,1.1613318053248025e-07,6.4765266800342096e-09
1950,0.0001951349591503718,7.081685143057419e-09,1.1729070844726916e-07,7.081685143057419e-09
1951,0.00019517842364231392,7.043725856549697e-09,1.1596236707386457e-07,7.043725856549697e-09
1952,0.0001942893473564514,6.962214297142769e-09,1.1582162885913152e-07,6.962214297142769e-09
1953,0.00019275610975455493,7.191141142876794e-09,1.1727995489049395e-07,7.191141142876794e-09
1954,0.0001916178464723219,7.025360927924242e-09,1.184362972139752e-07,7.025360927924242e-09
1955,0.00019176582489827915,6.926993074379035e-09,1.174607443691197e-07,6.926993074379035e-09
1956,0.00019113408052362502,6.694159385542012e-09,1.1931446713171162e-07,6.694159385542012e-09
1957,0.00019093650501287942,6.465540610836992e-09,1.1846389976913737e-07,6.465540610836992e-09
1958,0.00019086973458927657,6.508957753733771e-09,1.1825688923343997e-07,6.508957753733771e-09
1959,0.0001916670028419633,6.138283405375335e-09,1.1732177337567659e-07,6.138283405375335e-09
1960,0.00019181474635843188,6.0282688047712844e-09,1.187074849846275e-07,6.0282688047712844e-09
1961,0.00019162313505408486,5.703787981608295e-09,1.1601178532113668e-07,5.703787981608295e-09
1962,0.00019076222088187933,5.643305124790134e-09,1.1366136476453903e-07,5.643305124790134e-09
1963,0.00018980604571489884,5.752719253341151e-09,1.1151626669711082e-07,5.752719253341151e-09
1964,0.0001879481424111873,5.939090172038927e-09,1.0896639780964636e-07,5.939090172038927e-09
1965,0.00018643780952386026,6.122784755392883e-09,1.0726092166838238e-07,6.122784755392883e-09
1966,0.00018419176298526248,6.387297548014561e-09,1.0507035495623183e-07,6.387297548014561e-09
1967,0.00018219928564836403,6.539717402530089e-09,1.0158608075373974e-07,6.539717402530089e-09
1968,0.00018014575886939253,6.868311062748132e-09,1.008082323648653e-07,6.868311062748132e-09
1969,0.00017789634668068693,6.737266427287685e-09,9.935983566070458e-08,6.737266427287685e-09
1970,0.00017513312091718296,6.464017131081943e-09,9.685291705149471e-08,6.464017131081943e-09
1971,0.00017407810914197138,6.100595076726936e-09,9.724613749183066e-08,6.100595076726936e-09
1972,0.00017216993104999086,6.582596816835056e-09,9.60069580660924e-08,6.582596816835056e-09
1973,0.00017033800291496197,6.5805493118123846e-09,9.553092488496467e-08,6.5805493118123846e-09
1974,0.0001685700720242624,6.338818359097331e-09,9.411119756513081e-08,6.338818359097331e-09
1975,0.0001672824125437598,6.283213441601479e-09,9.419584655136402e-08,6.283213441601479e-09
1976,0.00016606238412870361,6.519516989759008e-09,9.487497923795932e-08,6.519516989759008e-09
1977,0.00016603923618926534,6.664444868980419e-09,9.458958264271392e-08,6.664444868980419e-09
1978,0.00016588613133145764,6.7996285427593e-09,9.401374764398237e-08,6.7996285427593e-09
1979,0.00016595266060903668,5.922285075042412e-09,9.368134864676644e-08,5.922285075042412e-09
1980,0.00016638780653011054,5.661452957233288e-09,9.382355768496251e-08,5.661452957233288e-09
1981,0.0001665190959881459,5.9947964053159404e-09,9.46145724307306e-08,5.9947964053159404e-09
1982,0.00016707295435480773,5.873546855233209e-09,9.365386180856408e-08,5.873546855233209e-09
1983,0.00016755120928532312,5.700609254485503e-09,9.265276901260222e-08,5.700609254485503e-09
1984,0.00016795085476977483,6.000557193987431e-09,9.24078266604868e-08,6.000557193987431e-09
1985,0.000167198057170026,6.135586070956021e-09,9.060949476439159e-08,6.135586070956021e-09
1986,0.00016635663424884633,7.032073463213757e-09,8.954559405083273e-08,7.032073463213757e-09
1987,0.00016574020264670253,7.342104701990593e-09,8.681175955871367e-08,7.342104701990593e-09
1988,0.000165335154244011,7.048155646417951e-09,8.35051626576647e-08,7.048155646417951e-09
1989,0.00016465525550302118,7.2485538841046295e-09,8.054121687044763e-08,7.2485538841046295e-09
1990,0.0001637624206653397,7.128144423924303e-09,7.741105889635946e-08,7.128144423924303e-09
1991,0.000162356038345024,6.984668589536471e-09,7.326337631801444e-08,6.984668589536471e-09
1992,0.00016192329141111777,6.6419481343465185e-09,7.108987988756001e-08,6.6419481343465185e-09
1993,0.00016177594703289548,5.902404914032948e-09,6.884998019326563e-08,5.902404914032948e-09
1994,0.00016176248651130924,5.8611949579504395e-09,6.773961912033752e-08,5.8611949579504395e-09
1995,0.00016224897574699883,5.9966039752826614e-09,6.66216613305031e-08,5.9966039752826614e-09
1996,0.00016312521308593984,5.693426428722757e-09,6.581766801413583e-08,5.693426428722757e-09
1997,0.00016509750483757152,5.532092498380539e-09,6.492550649487125e-08,5.532092498380539e-09
1998,0.0001672520489332133,5.283647170577816e-09,6.538740901110682e-08,5.283647170577816e-09
1999,0.00016907509624226286,5.531917717555806e-09,6.413938789608307e-08,5.531917717555806e-09
2000,0.00017159168159456125,6.047925969556088e-09,6.175365285798762e-08,6.047925969556088e-09
2001,0.00017411553666793874,5.730219029434888e-09,5.91940089326012e-08,5.730219029434888e-09
2002,0.0001758674853980275,5.398975869549563e-09,5.75012271448421e-08,5.398975869549563e-09
2003,0.00017848343954288533,5.5872105037784485e-09,5.5250071438552236e-08,5.5872105037784485e-09
2004,0.00018037311591407551,6.174676833329126e-09,5.2872465516884404e-08,6.174676833329126e-09
2005,0.00018311623924611404,6.557099561734146e-09,5.009445962806629e-08,6.557099561734146e-09
2006,0.0001866378463871245,6.302542424460203e-09,4.8512120035379014e-08,6.302542424460203e-09
2007,0.00019030768765203123,6.40473991302721e-09,4.674575697955723e-08,6.40473991302721e-09
2008,0.00019489917446792657,6.587046971365648e-09,4.35416249087796e-08,6.587046971365648e-09
2009,0.00020076912811159024,7.325792290251749e-09,3.8237378977409464e-08,7.325792290251749e-09
2010,0.0002052689835961376,7.840996677340887e-09,3.425139232555401e-08,7.840996677340887e-09
2011,0.00020993729413021356,8.082098292204267e-09,2.9746863512108187e-08,8.082098292204267e-09
2012,0.0002132676974205034,8.409409803432157e-09,2.562854817256266e-08,8.409409803432157e-09
2013,0.00021449418688592101,8.56563962616162e-09,2.043677011747442e-08,8.56563962616162e-09
2014,0.0002172411124255242,1.3888625360891638e-08,1.740164368158048e-08,1.3888625360891638e-08
2015,0.00021891284476233914,2.145959308665267e-08,1.4241959167549112e-08,2.145959308665267e-08
2016,0.00022050082874816975,2.1120927483155227e-08,1.4427287745430054e-08,2.1120927483155227e-08
2017,0.0002210375508487535,2.304105099308155e-08,1.3087285255508618e-08,2.304105099308155e-08
2018,0.0002210701146395877,2.576444799728961e-08,1.2897020607027799e-08,2.576444799728961e-08
2019,0.00022202149557415396,2.9719856353693785e-08,1.2103033131261043e-08,2.9719856353693785e-08
