ngram,nation,naton,natin,naiton
1900,6.130067673179187e-05,9.203798516972078e-10,4.794649597984955e-09,9.223605212937969e-11
1901,6.208316959340923e-05,8.883779069522393e-10,4.849365829530581e-09,2.6360292520217447e-10
1902,6.098007465230434e-05,1.083138638304147e-09,5.476524281685816e-09,2.6360292520217447e-10
1903,5.9608103453813654e-05,1.3300151258111015e-09,5.6236035828050035e-09,2.6016164421184737e-10
1904,5.831134954600462e-05,1.297823297243182e-09,5.716788629785339e-09,2.6016164421184737e-10
1905,5.7161786181885486e-05,1.385012196200971e-09,5.7215287111286474e-09,2.6016164421184737e-10
1906,5.643805759193908e-05,1.3708390573479485e-09,5.924534957862144e-09,2.1833599016053895e-10
1907,5.6062136406710905e-05,1.3883945858074652e-09,5.994303720058269e-09,2.1833599016053895e-10
1908,5.401135058491491e-05,1.710957010990301e-09,5.9607100842486355e-09,7.44180253134782e-11
1909,5.3303009605899986e-05,1.5767117373626555e-09,5.268828230851698e-09,8.819903438547375e-11
1910,5.280817952422824e-05,1.4283283999994012e-09,5.085200260879219e-09,1.5490322615877413e-10
1911,5.316302849678323e-05,1.5727066078013203e-09,5.133246209051581e-09,2.1081495378748117e-10
1912,5.57847238919099e-05,1.503391609615688e-09,5.1060225888680375e-09,2.6847138500413996e-10
1913,5.893842587413799e-05,1.5173826401720142e-09,4.5082300432446635e-09,3.375268447672727e-10
1914,6.32098272035364e-05,1.677625062677736e-09,4.623713539026702e-09,3.375268447672727e-10
1915,6.958066920300812e-05,1.910521970785847e-09,4.787110517513935e-09,3.578941042335439e-10
1916,7.485270128069845e-05,2.1928931686383227e-09,4.695051141518596e-09,4.193724098148063e-10
1917,7.776444856842448e-05,2.377709077247151e-09,4.5087394135683616e-09,4.344892144482669e-10
1918,7.886382601489978e-05,2.441666963853046e-09,4.496875887533796e-09,3.929577258825796e-10
1919,7.726863207478476e-05,2.5958465535832633e-09,4.443632192366717e-09,3.7791853376870476e-10
1920,7.470121324461485e-05,2.6740955481687122e-09,4.403468891110509e-09,3.2423641152920114e-10
1921,7.076633171111877e-05,2.6730128586750978e-09,4.107813644793623e-09,3.5234801980849843e-10
1922,6.502253225854864e-05,2.3489444040641113e-09,4.0030524926594674e-09,3.528344442013268e-10
1923,6.0848499872788254e-05,2.3599526777218216e-09,4.075021526566453e-09,2.7757512954806884e-10
1924,5.870225816449549e-05,2.28288207385471e-09,4.13746021570611e-09,2.0423651857028246e-10
1925,5.744627612460006e-05,2.1333083236437946e-09,4.183390332558799e-09,1.8985627950726273e-10
1926,5.679562465437422e-05,2.0412943240495044e-09,4.120434533254931e-09,1.4723904040447877e-10
1927,5.660463804295952e-05,2.1039501410921193e-09,4.244819606924466e-09,1.463124879189489e-10
1928,5.661039072687605e-05,1.938482485641657e-09,4.274033095695375e-09,1.1820087963965165e-10
1929,5.779607506285954e-05,1.9003904164601894e-09,3.8759405843588215e-09,1.2046988208590038e-10
1930,5.805981397445846e-05,1.6735736130257806e-09,3.942789333117551e-09,1.2046988208590038e-10
1931,5.937835417820939e-05,1.6202352951363456e-09,4.087573961848128e-09,9.604835181166647e-11
1932,6.0160443743890415e-05,1.7659232013197572e-09,3.821082942120516e-09,9.604835181166647e-11
1933,6.117498924140818e-05,1.8376224351714298e-09,3.6423389383953365e-09,9.604835181166647e-11
1934,6.228810213672529e-05,2.0133078696257402e-09,3.5213434707819555e-09,7.30394693139656e-11
1935,6.371622657752596e-05,2.274104349275774e-09,3.4201238983756964e-09,7.30394693139656e-11
1936,6.468656387629121e-05,2.255906493355196e-09,3.811977971374907e-09,1.0621760415663317e-10
1937,6.684344719230597e-05,2.3346237641521027e-09,4.0514322055936904e-09,1.5110243810147394e-10
1938,6.866646539752505e-05,2.5028579209163127e-09,4.217711703700746e-09,1.728546888957183e-10
1939,7.295585965039209e-05,2.443185193839221e-09,4.286261441015833e-09,2.7243079022846016e-10
1940,7.68778138860528e-05,2.4746984303039963e-09,4.490916971633396e-09,3.240173149629147e-10
1941,8.087308482832409e-05,2.316458723252067e-09,4.573748554495946e-09,3.8428514735424e-10
1942,8.37445373430715e-05,2.3755444119747236e-09,5.042842461071879e-09,4.341012390821472e-10
1943,8.542803698219359e-05,2.6810499058933193e-09,4.9520843933440315e-09,3.7180483493580244e-10
1944,8.549777183881295e-05,2.6204254321982035e-09,4.79079823431253e-09,4.217766156175021e-10
1945,8.453235100854986e-05,2.7454801923961927e-09,4.486773619305495e-09,4.1879378536486504e-10
1946,8.074171429533246e-05,2.918588466143441e-09,4.576566427415076e-09,3.523138923457379e-10
1947,7.739251616710265e-05,2.7911960679257876e-09,4.660241843217656e-09,3.669552717244784e-10
1948,7.376368323873197e-05,2.7404746725880257e-09,4.7573776029707915e-09,3.184195645251313e-10
1949,7.063442171784118e-05,2.4986085581498887e-09,4.7778183314457175e-09,3.0261579749993727e-10
1950,6.827309178853673e-05,2.2713683315142166e-09,4.706177828392047e-09,3.3192240027941315e-10
1951,6.667826008716864e-05,2.2281747716742675e-09,4.493445139784415e-09,3.694585728622865e-10
1952,6.56859327656483e-05,2.163893080593076e-09,4.560805986843417e-09,3.8205705067882537e-10
1953,6.584944016399927e-05,2.0334556102444677e-09,4.800898123491493e-09,4.117177888301222e-10
1954,6.511765968753025e-05,2.1561639458005696e-09,4.5369017431795555e-09,3.600058406145428e-10
1955,6.467875625405992e-05,2.138248974706666e-09,4.619956893238606e-09,3.4030009266843615e-10
1956,6.411907296361668e-05,2.0072221345352706e-09,4.197086805086363e-09,3.1975577344641893e-10
1957,6.468670575746469e-05,1.9617133314600974e-09,4.275698937762838e-09,3.7094565117991504e-10
1958,6.495599934299077e-05,2.0223566948069608e-09,4.5031961968890394e-09,2.623564797949689e-10
1959,6.544978844301243e-05,1.7532530189561563e-09,4.501394907612572e-09,4.1169160540961107e-10
1960,6.593364378204569e-05,1.70888106839787e-09,5.167084950384395e-09,4.12461826598027e-10
1961,6.720247516308778e-05,1.6741796520542656e-09,5.344141795760038e-09,4.204570084955149e-10
1962,6.847712938906625e-05,1.9657947333432244e-09,5.6170832747020376e-09,4.467697808929749e-10
1963,7.018282381717913e-05,2.4443651864507795e-09,6.12340933514588e-09,5.026287719367417e-10
1964,7.149740226200915e-05,2.6249199639291223e-09,6.643375056419083e-09,4.906120668454353e-10
1965,7.359544023139668e-05,2.663238058658075e-09,6.980457799089988e-09,5.285140202466415e-10
1966,7.59015664308598e-05,2.9511487539427404e-09,7.619201269903897e-09,5.236724169378957e-10
1967,7.771812878283007e-05,3.100280175440316e-09,7.438682939461419e-09,4.866792861570244e-10
1968,7.914128634313653e-05,3.334969364158066e-09,8.249588314056057e-09,5.26163937816396e-10
1969,7.961777425537418e-05,3.148452213227618e-09,8.327848125385832e-09,6.289870846387657e-10
1970,7.969057332957163e-05,2.801730514256917e-09,8.56096159042506e-09,6.648941952569487e-10
1971,7.926579460867547e-05,2.844491769111406e-09,9.056995661386021e-09,6.107646967544258e-10
1972,7.77713576098904e-05,3.136547815125417e-09,9.328871262783065e-09,5.925363533165751e-10
1973,7.560653986209738e-05,3.260498188899825e-09,9.252336801474875e-09,5.074699945975933e-10
1974,7.320106046141259e-05,3.3371343466370718e-09,9.480632279235124e-09,5.46115981801622e-10
1975,7.094864953874744e-05,3.197239013224313e-09,1.0355586102913809e-08,5.652151960752353e-10
1976,6.937930863516937e-05,3.276405496117312e-09,1.1159910329183731e-08,4.939129066056885e-10
1977,6.809396290918812e-05,3.3788196367774096e-09,1.1452886258414959e-08,4.2881085587127236e-10
1978,6.635430223208718e-05,3.215290161102351e-09,1.1694818954513916e-08,4.419668242494623e-10
1979,6.509107437783055e-05,3.2602315450499677e-09,1.1425738196838405e-08,5.204051078955274e-10
1980,6.397247177249352e-05,3.007418853633632e-09,1.257335746629451e-08,5.393256317733273e-10
1981,6.335436150298587e-05,3.162060296142093e-09,1.2487800507951111e-08,5.885925834027615e-10
1982,6.250345385134486e-05,3.2788799611945964e-09,1.2680282221059055e-08,6.1125850809545e-10
1983,6.184851840121805e-05,3.3006983812811086e-09,1.2564948066134157e-08,6.795782309903282e-10
1984,6.11192470907034e-05,3.3323870012631166e-09,1.3175656882984704e-08,7.423544834406215e-10
1985,6.123661868124535e-05,3.5006845359017038e-09,1.339322430737866e-08,7.585015869361809e-10
1986,6.109864885469765e-05,3.458827605281759e-09,1.6556124598261183e-08,7.125801853342345e-10
1987,6.169479300816809e-05,3.499372886699754e-09,1.6670661803378347e-08,6.296144696874403e-10
1988,6.225824420523298e-05,3.2431892726947353e-09,1.7417610972561955e-08,5.914130038872248e-10
1989,6.296340299221421e-05,3.2004748692518856e-09,1.6327885202624008e-08,6.339963296416887e-10
1990,6.340347421688161e-05,3.070667434609423e-09,1.6388647518437793e-08,5.59923343801394e-10
1991,6.356953859462269e-05,2.905541109297717e-09,1.5976242551118958e-08,4.898613776520883e-10
1992,6.344716426350974e-05,2.855241059458129e-09,1.567690117403637e-08,4.947405144292308e-10
1993,6.387644576274656e-05,2.817398219485361e-09,1.3146114165506008e-08,4.445118439999618e-10
1994,6.376801528468994e-05,2.6099537134679653e-09,1.230514280946084e-08,4.567807540941818e-10
1995,6.378842434579772e-05,2.6338368628943597e-09,1.169733732098166e-08,4.2524516249578935e-10
1996,6.404640485665627e-05,2.5036040225095188e-09,1.1716623734717554e-08,3.7343149802574315e-10
1997,6.458627779336114e-05,2.3617920476480337e-09,1.1350969180463316e-08,3.2986697698752666e-10
1998,6.5198028875914e-05,2.34588321783897e-09,1.1310919566044828e-08,3.3168736011747665e-10
1999,6.616772381156417e-05,2.088665716572434e-09,1.1115867210825009e-08,2.942410144900011e-10
2000,6.682490389461495e-05,1.7694203562663396e-09,1.041912955912494e-08,3.619393059071742e-10
2001,6.77013532757493e-05,1.7164215604381639e-09,1.0281162207296087e-08,3.4827417537210334e-10
2002,6.828098100543554e-05,1.59828996069779e-09,9.899158318457272e-09,3.1430136469636135e-10
2003,6.880877585250087e-05,1.5577131489458956e-09,1.044073031205731e-08,2.3524518642594114e-10
2004,6.945165867883978e-05,1.4696214245546457e-09,9.910690300176026e-09,2.2737472619002323e-10
2005,6.996748249678473e-05,1.373584579411613e-09,9.159986039516558e-09,1.92708000350856e-10
2006,6.978944501107825e-05,1.344698130623101e-09,8.503611719541076e-09,1.8590139546795622e-10
2007,6.921946728003345e-05,1.2656380943276702e-09,7.937785508259156e-09,1.0853914989006341e-10
2008,6.755746913508378e-05,1.289664256339965e-09,7.154453125173583e-09,9.905873938580762e-11
2009,6.527554640862425e-05,1.1286131632434353e-09,7.29411296442249e-09,9.66189900903596e-11
2010,6.372386425417582e-05,9.3817406224669e-10,5.708367683305531e-09,8.114457865558502e-11
2011,6.175694787608725e-05,9.644012255449752e-10,6.629684166727299e-09,6.600494109609834e-11
2012,6.051083723182923e-05,8.484963525441052e-10,9.509874094553489e-09,6.600494109609834e-11
2013,5.9782776848546094e-05,7.574936511378638e-10,1.2671059122583626e-08,5.6325148414407675e-11
2014,5.868622195391383e-05,6.756149449417746e-10,2.5972339675764796e-08,4.0223665172454763e-11
2015,5.841149582660624e-05,5.508625064035552e-10,3.8936787984310076e-08,2.435042594149474e-11
2016,5.877488001715392e-05,5.346933927365325e-10,3.935504439794053e-08,2.857003919157616e-11
2017,5.884127676836215e-05,5.330609287312882e-10,4.544137347887537e-08,3.3331712390172186e-11
2018,5.907363010919653e-05,4.121956553859718e-10,5.17349251438759e-08,3.9998054868206624e-11
2019,5.84723611609661e-05,4.3114181669245966e-10,5.808060721257391e-08,4.999756858525828e-11
