ngram,establishment,establishent,estblishment,establishent
1558,4.732113185517457e-05,0.0,0.0,0.0
1559,3.5062245063142784e-05,0.0,0.0,0.0
1560,3.8203076915773894e-05,0.0,0.0,0.0
1561,3.8203076915773894e-05,0.0,0.0,0.0
1562,3.760209191178936e-05,0.0,0.0,0.0
1563,3.7015837343850376e-05,0.0,0.0,0.0
1564,3.7015837343850376e-05,0.0,0.0,0.0
1565,3.595453563320916e-06,0.0,0.0,0.0
1566,3.595453563320916e-06,0.0,0.0,0.0
1567,2.5018137291356524e-06,0.0,0.0,0.0
1568,2.5018137291356524e-06,0.0,0.0,0.0
1569,9.186161670576049e-06,0.0,0.0,0.0
1570,8.731539959886245e-06,0.0,0.0,0.0
1571,1.363524331411879e-05,0.0,0.0,0.0
1572,1.363524331411879e-05,0.0,0.0,0.0
1573,1.363524331411879e-05,0.0,0.0,0.0
1574,1.2132762841637096e-05,0.0,0.0,0.0
1575,1.2132762841637096e-05,0.0,0.0,0.0
1576,8.60317813281394e-06,0.0,0.0,0.0
1577,8.60317813281394e-06,0.0,0.0,0.0
1578,5.144953417714403e-06,0.0,0.0,0.0
1579,5.7917082228544e-06,0.0,0.0,0.0
1580,5.7917082228544e-06,0.0,0.0,0.0
1581,5.246996676890246e-06,0.0,0.0,0.0
1582,5.246996676890246e-06,0.0,0.0,0.0
1583,2.8131673518925837e-06,0.0,0.0,0.0
1584,2.8131673518925837e-06,0.0,0.0,0.0
1585,1.5564068007734022e-06,0.0,0.0,0.0
1586,9.096519956334045e-07,0.0,0.0,0.0
1587,9.096519956334045e-07,0.0,0.0,0.0
1588,9.096519956334045e-07,0.0,0.0,0.0
1589,3.523822491453237e-06,0.0,0.0,0.0
1590,3.322839883626979e-06,0.0,0.0,0.0
1591,4.38897373961871e-06,0.0,0.0,0.0
1592,4.797227445253936e-06,0.0,0.0,0.0
1593,5.243780898516499e-06,0.0,0.0,0.0
1594,6.2495704306846685e-06,0.0,0.0,0.0
1595,6.2495704306846685e-06,0.0,0.0,0.0
1596,9.527110250928672e-06,0.0,0.0,0.0
1597,1.1186276554196542e-05,0.0,0.0,0.0
1598,2.2859510863781907e-05,0.0,0.0,0.0
1599,2.556405109187056e-05,0.0,0.0,0.0
1600,4.194545921823841e-05,0.0,0.0,0.0
1601,4.113499354778989e-05,0.0,0.0,0.0
1602,4.489341933679368e-05,0.0,0.0,0.0
1603,3.9001709020729845e-05,0.0,0.0,0.0
1604,3.8525294647635224e-05,0.0,0.0,0.0
1605,2.6235674048231366e-05,0.0,0.0,0.0
1606,2.4695924334342374e-05,0.0,0.0,0.0
1607,7.867962754711958e-06,0.0,0.0,0.0
1608,8.870704440206672e-06,0.0,0.0,0.0
1609,5.4896266062444606e-06,0.0,0.0,0.0
1610,5.6170748702503004e-06,0.0,0.0,0.0
1611,1.2209766274346684e-05,0.0,0.0,0.0
1612,1.1760018708173448e-05,0.0,0.0,0.0
1613,1.1915982107828832e-05,0.0,0.0,0.0
1614,1.3564030812826136e-05,0.0,0.0,0.0
1615,1.4270681560901721e-05,0.0,0.0,0.0
1616,1.4614182670616824e-05,0.0,0.0,0.0
1617,1.6092771732343992e-05,0.0,0.0,0.0
1618,1.291818827147446e-05,0.0,0.0,0.0
1619,1.3143257271102421e-05,0.0,0.0,0.0
1620,1.606099942819128e-05,0.0,0.0,0.0
1621,1.4591368718746317e-05,0.0,0.0,0.0
1622,1.2827349239939525e-05,0.0,0.0,0.0
1623,1.3992399544804357e-05,0.0,0.0,0.0
1624,1.3431687550889495e-05,0.0,0.0,0.0
1625,8.310876377696072e-06,0.0,0.0,0.0
1626,9.69316009299551e-06,0.0,0.0,0.0
1627,5.337006265498141e-06,0.0,0.0,0.0
1628,6.141262669448874e-06,0.0,0.0,0.0
1629,8.14632877726191e-06,0.0,0.0,0.0
1630,6.5191763951588655e-06,0.0,0.0,0.0
1631,8.307850326413505e-06,0.0,0.0,0.0
1632,8.857607131825976e-06,0.0,0.0,0.0
1633,7.661532793333339e-06,0.0,0.0,0.0
1634,7.799309547148628e-06,0.0,0.0,0.0
1635,7.063594288021184e-06,0.0,0.0,0.0
1636,5.265208999714689e-06,0.0,0.0,0.0
1637,5.15278226690238e-06,0.0,0.0,0.0
1638,3.194138457729423e-06,0.0,0.0,0.0
1639,3.8124350437231314e-06,0.0,0.0,0.0
1640,4.2236211064456645e-06,0.0,0.0,0.0
1641,6.532912672290487e-06,0.0,0.0,0.0
1642,8.876749494187866e-06,0.0,0.0,0.0
1643,8.890661644857443e-06,0.0,0.0,0.0
1644,9.569294596596073e-06,0.0,0.0,0.0
1645,1.2525052008121357e-05,0.0,0.0,0.0
1646,1.17599522582168e-05,0.0,0.0,0.0
1647,1.1769852237973413e-05,0.0,0.0,0.0
1648,1.1090082385375613e-05,0.0,0.0,0.0
1649,1.0063841955343378e-05,0.0,0.0,0.0
1650,1.0493114651970764e-05,0.0,0.0,0.0
1651,1.0915163784375181e-05,0.0,0.0,0.0
1652,7.919121864168638e-06,0.0,0.0,0.0
1653,8.646804872114444e-06,0.0,0.0,0.0
1654,9.017452872025647e-06,0.0,0.0,0.0
1655,7.061355583053748e-06,0.0,0.0,0.0
1656,5.995180702354576e-06,0.0,0.0,0.0
1657,6.205577814658422e-06,0.0,0.0,0.0
1658,7.371279122838002e-06,0.0,0.0,0.0
1659,7.662059715585201e-06,0.0,0.0,0.0
1660,7.653870235506994e-06,0.0,0.0,0.0
1661,6.7195994526108346e-06,0.0,0.0,0.0
1662,6.753883115249794e-06,0.0,0.0,0.0
1663,6.912452249707712e-06,0.0,0.0,0.0
1664,7.758732782089542e-06,0.0,0.0,0.0
1665,6.183769837012473e-06,0.0,0.0,0.0
1666,6.8955445483100315e-06,0.0,0.0,0.0
1667,8.271925756681802e-06,0.0,0.0,0.0
1668,9.840819205107567e-06,0.0,0.0,0.0
1669,1.1762577222335885e-05,0.0,0.0,0.0
1670,1.1376171609559346e-05,0.0,0.0,0.0
1671,1.0350245539874387e-05,0.0,0.0,0.0
1672,1.0447327667861828e-05,0.0,0.0,0.0
1673,9.549930479936717e-06,0.0,0.0,0.0
1674,8.027017851678206e-06,0.0,0.0,0.0
1675,7.081663722731589e-06,0.0,0.0,0.0
1676,8.013148707115242e-06,0.0,0.0,0.0
1677,8.246397490958251e-06,0.0,0.0,0.0
1678,8.5206048814663e-06,0.0,0.0,0.0
1679,8.716298777601747e-06,0.0,0.0,0.0
1680,8.51824877047745e-06,0.0,0.0,0.0
1681,8.347863513336051e-06,0.0,0.0,0.0
1682,8.564439407824206e-06,0.0,0.0,0.0
1683,5.8718765428368765e-06,0.0,0.0,0.0
1684,6.68305467245643e-06,0.0,0.0,0.0
1685,6.052267346084201e-06,0.0,0.0,0.0
1686,6.109806528391866e-06,0.0,0.0,0.0
1687,5.985628799213113e-06,0.0,0.0,0.0
1688,5.878971965752758e-06,0.0,0.0,0.0
1689,5.875106093558965e-06,0.0,0.0,0.0
1690,6.199668405315606e-06,0.0,0.0,0.0
1691,5.471882559504593e-06,0.0,0.0,0.0
1692,5.527845425084317e-06,0.0,0.0,0.0
1693,6.189509966653921e-06,0.0,0.0,0.0
1694,7.327268284435766e-06,0.0,0.0,0.0
1695,7.589816407614437e-06,0.0,0.0,0.0
1696,7.476820006299281e-06,0.0,0.0,0.0
1697,8.327217561340408e-06,0.0,0.0,0.0
1698,1.1701857764429796e-05,0.0,0.0,0.0
1699,1.1821568283007114e-05,0.0,0.0,0.0
1700,1.03357877248657e-05,0.0,0.0,0.0
1701,8.870030861934148e-06,0.0,0.0,0.0
1702,8.196252922841398e-06,0.0,0.0,0.0
1703,8.087555118306358e-06,0.0,0.0,0.0
1704,7.0767487483993e-06,0.0,0.0,0.0
1705,4.296280134700023e-06,0.0,0.0,0.0
1706,4.276094094685894e-06,0.0,0.0,0.0
1707,4.143050806045981e-06,0.0,0.0,0.0
1708,4.4414459482920525e-06,0.0,0.0,0.0
1709,4.55062763649039e-06,0.0,0.0,0.0
1710,4.097706453519225e-06,0.0,0.0,0.0
1711,3.7485361385084355e-06,0.0,0.0,0.0
1712,2.903945317354685e-06,0.0,0.0,0.0
1713,2.9436228032864165e-06,0.0,0.0,0.0
1714,3.46888340832915e-06,0.0,0.0,0.0
1715,3.3786690372445653e-06,0.0,0.0,0.0
1716,3.2120724102112163e-06,0.0,0.0,0.0
1717,3.1561256881624492e-06,0.0,0.0,0.0
1718,3.366619401796405e-06,0.0,0.0,0.0
1719,3.411775911185292e-06,0.0,0.0,0.0
1720,3.703295403413774e-06,0.0,0.0,0.0
1721,3.4114212732155077e-06,0.0,0.0,0.0
1722,3.616448111642967e-06,0.0,0.0,0.0
1723,3.9913864579180625e-06,0.0,0.0,0.0
1724,4.280371545714193e-06,0.0,0.0,0.0
1725,4.953241094491594e-06,0.0,0.0,0.0
1726,5.248393335932633e-06,0.0,0.0,0.0
1727,4.974403769405658e-06,0.0,0.0,0.0
1728,5.669961995278884e-06,0.0,0.0,0.0
1729,5.877944269221709e-06,0.0,0.0,0.0
1730,5.870153407678507e-06,0.0,0.0,0.0
1731,5.750145127032218e-06,0.0,0.0,0.0
1732,5.085777144943547e-06,0.0,0.0,0.0
1733,5.954151642332103e-06,0.0,0.0,0.0
1734,6.185187528119838e-06,0.0,0.0,0.0
1735,6.001852040883802e-06,0.0,0.0,0.0
1736,6.452203608984876e-06,0.0,0.0,0.0
1737,6.886149841583185e-06,0.0,0.0,0.0
1738,9.429144841176043e-06,0.0,0.0,0.0
1739,1.0576840265587504e-05,0.0,0.0,0.0
1740,1.005714817178419e-05,0.0,0.0,0.0
1741,9.992355249518628e-06,0.0,0.0,0.0
1742,1.0163776486089254e-05,0.0,0.0,0.0
1743,1.0092839017618513e-05,0.0,0.0,0.0
1744,9.798086336689136e-06,0.0,0.0,0.0
1745,7.740472548383487e-06,0.0,0.0,0.0
1746,8.288519503756625e-06,0.0,0.0,0.0
1747,9.23835945546411e-06,0.0,0.0,0.0
1748,1.1299193504653107e-05,0.0,0.0,0.0
1749,1.2698280638038081e-05,0.0,0.0,0.0
1750,1.3245067293610191e-05,0.0,0.0,0.0
1751,1.5563680010797854e-05,0.0,0.0,0.0
1752,1.714305004238018e-05,0.0,0.0,0.0
1753,1.7789551618209642e-05,0.0,0.0,0.0
1754,1.8516862837714143e-05,0.0,0.0,0.0
1755,1.8606377125252038e-05,0.0,0.0,0.0
1756,2.030295088063992e-05,0.0,0.0,0.0
1757,2.1714703897097415e-05,0.0,0.0,0.0
1758,2.1652125464502854e-05,0.0,0.0,0.0
1759,2.1882665220930774e-05,0.0,0.0,0.0
1760,2.3031643909884485e-05,0.0,0.0,0.0
1761,2.3928646572000745e-05,0.0,0.0,0.0
1762,2.4856561399896498e-05,0.0,0.0,0.0
1763,2.4533183022867888e-05,0.0,0.0,0.0
1764,2.5786745287145356e-05,0.0,0.0,0.0
1765,2.8199688001352895e-05,2.9474084125727782e-09,0.0,2.9474084125727782e-09
1766,3.0197287612411727e-05,9.749512689235677e-09,0.0,9.749512689235677e-09
1767,3.0921367267313015e-05,9.749512689235677e-09,0.0,9.749512689235677e-09
1768,3.168541609608967e-05,9.749512689235677e-09,0.0,9.749512689235677e-09
1769,3.2777624645469973e-05,9.749512689235677e-09,0.0,9.749512689235677e-09
1770,3.379009389651141e-05,9.749512689235677e-09,0.0,9.749512689235677e-09
1771,3.3886614151664875e-05,9.749512689235677e-09,0.0,9.749512689235677e-09
1772,3.38296771847776e-05,6.802104276662899e-09,0.0,6.802104276662899e-09
1773,3.475470449692304e-05,0.0,0.0,0.0
1774,3.599022758342991e-05,0.0,0.0,0.0
1775,3.70974448742345e-05,0.0,0.0,0.0
1776,3.602437417222453e-05,2.712369503602271e-09,0.0,2.712369503602271e-09
1777,3.605821672993313e-05,2.712369503602271e-09,0.0,2.712369503602271e-09
1778,3.614799581035706e-05,2.712369503602271e-09,0.0,2.712369503602271e-09
1779,3.710881771569673e-05,2.712369503602271e-09,0.0,2.712369503602271e-09
1780,3.799321192283449e-05,2.712369503602271e-09,0.0,2.712369503602271e-09
1781,3.708918614263114e-05,6.537403253657561e-09,0.0,6.537403253657561e-09
1782,3.6868748013928e-05,6.537403253657561e-09,0.0,6.537403253657561e-09
1783,3.9679805403076375e-05,3.825033750055289e-09,0.0,3.825033750055289e-09
1784,4.239149399966534e-05,5.489505865747495e-09,0.0,5.489505865747495e-09
1785,4.462643171012003e-05,5.489505865747495e-09,0.0,5.489505865747495e-09
1786,4.7146907620896983e-05,8.169702501805074e-09,0.0,8.169702501805074e-09
1787,4.763014294439927e-05,8.169702501805074e-09,0.0,8.169702501805074e-09
1788,4.9454641287281576e-05,4.344668751749785e-09,0.0,4.344668751749785e-09
1789,5.1708897704624436e-05,5.5080535688034615e-09,0.0,5.5080535688034615e-09
1790,5.119805583880017e-05,6.61290197204575e-09,0.0,6.61290197204575e-09
1791,4.943618997848327e-05,4.948429856353544e-09,0.0,4.948429856353544e-09
1792,5.01670796698558e-05,4.948429856353544e-09,0.0,4.948429856353544e-09
1793,4.765362973557785e-05,2.2682332202959644e-09,0.0,2.2682332202959644e-09
1794,4.631598702482214e-05,2.2682332202959644e-09,9.979855672018596e-10,2.2682332202959644e-09
1795,4.5908550548899386e-05,2.2682332202959644e-09,1.9112576917937727e-09,2.2682332202959644e-09
1796,4.519049616646953e-05,1.1048484032422883e-09,1.9112576917937727e-09,1.1048484032422883e-09
1797,4.5925770142015866e-05,5.66923650881433e-10,1.9112576917937727e-09,5.66923650881433e-10
1798,4.758114872467039e-05,1.1455803290110517e-09,1.9112576917937727e-09,1.1455803290110517e-09
1799,4.931453960515293e-05,1.1455803290110517e-09,2.51202728459735e-09,1.1455803290110517e-09
1800,5.176734651156169e-05,1.9689081476315096e-09,2.9236911939075785e-09,1.9689081476315096e-09
1801,5.391022153032411e-05,1.9689081476315096e-09,1.925705626705719e-09,1.9689081476315096e-09
1802,5.616934816186715e-05,1.9689081476315096e-09,1.012433502113806e-09,1.9689081476315096e-09
1803,5.705000148736872e-05,2.3199081068879325e-09,1.012433502113806e-09,2.3199081068879325e-09
1804,5.786786537750491e-05,2.0580620065300893e-09,1.012433502113806e-09,2.0580620065300893e-09
1805,5.6952715697531987e-05,1.7390828301243134e-09,1.012433502113806e-09,1.7390828301243134e-09
1806,5.485249961826152e-05,1.7390828301243134e-09,4.116639093102289e-10,1.7390828301243134e-09
1807,5.314821724563704e-05,1.124976239148217e-09,0.0,1.124976239148217e-09
1808,5.3402317072530945e-05,1.3603394284038878e-09,0.0,1.3603394284038878e-09
1809,5.537695272193689e-05,2.8077379469034926e-09,3.618496296249012e-10,2.8077379469034926e-09
1810,5.78251523880421e-05,2.892613291751088e-09,1.0156625699205994e-09,2.892613291751088e-09
1811,5.9774535787125516e-05,2.821919682054792e-09,1.0156625699205994e-09,2.821919682054792e-09
1812,6.350439746581417e-05,3.0396586993473663e-09,1.254370829428808e-09,3.0396586993473663e-09
1813,6.858199256904689e-05,3.2336381033155296e-09,1.254370829428808e-09,3.2336381033155296e-09
1814,7.25387160075895e-05,3.2333750121793514e-09,1.463328965936991e-09,3.2333750121793514e-09
1815,7.4962353599923e-05,3.191152532698384e-09,1.6564696757116947e-09,3.191152532698384e-09
1816,7.463459769496694e-05,1.9339267330410946e-09,1.2946200460867934e-09,1.9339267330410946e-09
1817,7.452635847065332e-05,1.6693989999895719e-09,6.408071057910953e-10,1.6693989999895719e-09
1818,7.39511035914932e-05,1.6140499254595803e-09,6.408071057910953e-10,1.6140499254595803e-09
1819,7.257004056425233e-05,1.2869308476025155e-09,5.523962874422393e-10,1.2869308476025155e-09
1820,6.899209360459022e-05,1.0929514436343523e-09,5.523962874422393e-10,1.0929514436343523e-09
1821,6.639711916380162e-05,1.1411018162123453e-09,9.862094474399896e-10,1.1411018162123453e-09
1822,6.553114508278668e-05,1.3222678190467312e-09,9.178376392249277e-10,1.3222678190467312e-09
1823,6.500216529405276e-05,1.5534834212666787e-09,9.178376392249277e-10,1.5534834212666787e-09
1824,6.412898801499978e-05,1.5162558668941578e-09,1.3201976892648508e-09,1.5162558668941578e-09
1825,6.46524432730595e-05,1.46383780493967e-09,1.57343129795048e-09,1.46383780493967e-09
1826,6.574880951250504e-05,2.1430280803892897e-09,1.660130342719311e-09,2.1430280803892897e-09
1827,6.67880688394819e-05,2.4567398988167052e-09,1.7647009488617827e-09,2.4567398988167052e-09
1828,6.80589530799937e-05,2.530619325202821e-09,1.1219296523558496e-09,2.530619325202821e-09
1829,6.752230755020199e-05,2.4374097264333118e-09,1.067435029256103e-09,2.4374097264333118e-09
1830,6.902216825567718e-05,2.111325947407039e-09,1.162739571292093e-09,2.111325947407039e-09
1831,7.106803449070347e-05,2.3487845715993873e-09,7.603795212521699e-10,2.3487845715993873e-09
1832,7.162367650640331e-05,2.222167767256573e-09,7.625942893036657e-10,2.222167767256573e-09
1833,7.219973901685859e-05,1.4751583129627273e-09,6.905543280057356e-10,1.4751583129627273e-09
1834,7.273250438239691e-05,1.410627075466258e-09,5.859837218632638e-10,1.410627075466258e-09
1835,7.296841587438914e-05,1.4147727434021817e-09,8.373339323495901e-10,1.4147727434021817e-09
1836,7.34579932343747e-05,1.2837979885509704e-09,7.670596538896949e-10,1.2837979885509704e-09
1837,7.152039324864745e-05,1.1884934465149805e-09,6.717551118537049e-10,1.1884934465149805e-09
1838,6.966730870772153e-05,1.5038465235000282e-09,7.480808591634311e-10,1.5038465235000282e-09
1839,6.804593327355437e-05,1.6554093968628487e-09,6.441953557891265e-10,1.6554093968628487e-09
1840,6.628553819609806e-05,2.5555486774361415e-09,4.792388311588727e-10,2.5555486774361415e-09
1841,6.44577355290364e-05,2.3763457075125824e-09,5.492164421662591e-10,2.3763457075125824e-09
1842,6.327682785922661e-05,2.406104728157134e-09,7.235743036483808e-10,2.406104728157134e-09
1843,6.239293413403044e-05,2.452705958967881e-09,7.891488335814196e-10,2.452705958967881e-09
1844,6.151098724720734e-05,2.6530545221043714e-09,7.891488335814196e-10,2.6530545221043714e-09
1845,6.113149408650185e-05,2.1663390922402723e-09,7.128230862716935e-10,2.1663390922402723e-09
1846,6.150368946172031e-05,2.014776218877452e-09,5.61260212908873e-10,2.014776218877452e-09
1847,6.138965233861069e-05,1.153369606170835e-09,5.61260212908873e-10,1.153369606170835e-09
1848,6.189556630228512e-05,1.4115180294435196e-09,4.912826019014866e-10,1.4115180294435196e-09
1849,6.214711382719023e-05,1.1003649420209577e-09,6.557452993303871e-11,1.1003649420209577e-09
1850,6.207831549025806e-05,1.0460510870201135e-09,0.0,1.0460510870201135e-09
1851,6.22472892116223e-05,9.385597140746223e-10,4.642859509549981e-11,9.385597140746223e-10
1852,6.189605067317774e-05,7.889049968845541e-10,9.699016589870268e-11,7.889049968845541e-10
1853,6.106359017264497e-05,7.889049968845541e-10,9.699016589870268e-11,7.889049968845541e-10
1854,6.02348695143259e-05,7.181959273326401e-10,9.699016589870268e-11,7.181959273326401e-10
1855,5.952232978805634e-05,4.950733910126712e-10,9.699016589870268e-11,4.950733910126712e-10
1856,5.85976974564671e-05,4.910326589779856e-10,9.699016589870268e-11,4.910326589779856e-10
1857,5.746205975551025e-05,5.411598312323105e-10,9.699016589870268e-11,5.411598312323105e-10
1858,5.660735717226219e-05,1.3123553434444902e-09,1.0816508403240936e-10,1.3123553434444902e-09
1859,5.541470350830683e-05,1.3227231611599522e-09,1.1853290174787138e-10,1.3227231611599522e-09
1860,5.440038044720755e-05,1.4447135789273447e-09,1.1853290174787138e-10,1.4447135789273447e-09
1861,5.361355007542963e-05,1.5636717516047988e-09,1.1853290174787138e-10,1.5636717516047988e-09
1862,5.2395551132836514e-05,1.570104796178029e-09,1.7425117301453748e-10,1.570104796178029e-09
1863,5.146213879925199e-05,1.6158817537993896e-09,1.7425117301453748e-10,1.6158817537993896e-09
1864,5.106283996220944e-05,1.4704399682002084e-09,1.7425117301453748e-10,1.4704399682002084e-09
1865,5.0744821367386195e-05,6.506138167899118e-10,2.49327312763979e-10,6.506138167899118e-10
1866,5.0103692566543554e-05,6.781636680790776e-10,2.768771640531449e-10,6.781636680790776e-10
1867,4.9875028967757574e-05,5.561732503116851e-10,2.768771640531449e-10,5.561732503116851e-10
1868,4.923115349291558e-05,4.315249150074355e-10,2.768771640531449e-10,4.315249150074355e-10
1869,4.8665029940561256e-05,3.992601447867981e-10,2.2115889278647875e-10,3.992601447867981e-10
1870,4.85489129329965e-05,4.727302240135702e-10,2.633953531473919e-10,4.727302240135702e-10
1871,4.7953506769512645e-05,9.531239170928225e-10,2.633953531473919e-10,9.531239170928225e-10
1872,4.711924339062534e-05,1.2365110483144752e-09,1.7166741044556082e-10,1.2365110483144752e-09
1873,4.7074568491162995e-05,1.1870405610839692e-09,8.318817063773004e-11,1.1870405610839692e-09
1874,4.645295069037404e-05,1.3857441384855308e-09,8.318817063773004e-11,1.3857441384855308e-09
1875,4.595378257883047e-05,1.3810474708275677e-09,1.2330320098286052e-10,1.3810474708275677e-09
1876,4.574938741695535e-05,1.3785396673388866e-09,1.2330320098286052e-10,1.3785396673388866e-09
1877,4.4656517794854676e-05,1.209593825895234e-09,8.106674062194737e-11,1.209593825895234e-09
1878,4.3898508010897785e-05,7.183903710001565e-10,8.106674062194737e-11,7.183903710001565e-10
1879,4.3062846608726045e-05,3.907766887856212e-10,4.011503034513047e-11,3.907766887856212e-10
1880,4.209008121896269e-05,4.175413031199631e-10,4.011503034513047e-11,4.175413031199631e-10
1881,4.1996616866007184e-05,4.713624887234655e-10,4.011503034513047e-11,4.713624887234655e-10
1882,4.178022001204746e-05,5.608857743334892e-10,6.481915797757714e-11,5.608857743334892e-10
1883,4.177456399442495e-05,5.484670614500483e-10,6.481915797757714e-11,5.484670614500483e-10
1884,4.148395964875817e-05,6.094888760355133e-10,6.481915797757714e-11,6.094888760355133e-10
1885,4.152638159991641e-05,6.312500720552703e-10,9.384243580625094e-11,6.312500720552703e-10
1886,4.196893860353157e-05,7.140159217845974e-10,9.384243580625094e-11,7.140159217845974e-10
1887,4.2383704567328095e-05,8.416803286083661e-10,9.384243580625094e-11,8.416803286083661e-10
1888,4.225542475718872e-05,6.431612504480861e-10,1.2084527822864288e-10,6.431612504480861e-10
1889,4.228822945151478e-05,8.799154698519678e-10,1.0836790988376168e-10,8.799154698519678e-10
1890,4.1942842342125785e-05,9.42148660674848e-10,1.0836790988376168e-10,9.42148660674848e-10
1891,4.204372349444644e-05,1.0859672605612047e-09,1.595780135017171e-10,1.0859672605612047e-09
1892,4.203919940794419e-05,1.1627502016775537e-09,1.7549789994258143e-10,1.1627502016775537e-09
1893,4.163249832345173e-05,1.2183543975284395e-09,1.9855957354510322e-10,1.2183543975284395e-09
1894,4.1655727857557524e-05,1.2237425794925372e-09,1.9855957354510322e-10,1.2237425794925372e-09
1895,4.1491914349275506e-05,1.4237913863774614e-09,1.7155673112271127e-10,1.4237913863774614e-09
1896,4.172789236430877e-05,1.3481052306220575e-09,2.548779144089559e-10,1.3481052306220575e-09
1897,4.204674041830003e-05,1.3888175847449296e-09,3.6633844568978446e-10,1.3888175847449296e-09
1898,4.305873465325151e-05,1.3282825157239537e-09,3.8728101479725194e-10,1.3282825157239537e-09
1899,4.341472387230689e-05,1.3755920846847403e-09,3.7876566367461047e-10,1.3755920846847403e-09
1900,4.3797776535419484e-05,1.273363248177617e-09,4.46057016719895e-10,1.273363248177617e-09
1901,4.398477956004042e-05,1.1773574099776291e-09,5.1460376436298e-10,1.1773574099776291e-09
1902,4.418297300747197e-05,1.0782675308185219e-09,6.695683769335809e-10,1.0782675308185219e-09
1903,4.407619053381495e-05,1.0266483298414032e-09,5.657836937051591e-10,1.0266483298414032e-09
1904,4.431366271871541e-05,9.387262316679872e-10,5.177381222156084e-10,9.387262316679872e-10
1905,4.406954498595691e-05,9.316426439833135e-10,4.760791740990708e-10,9.316426439833135e-10
1906,4.439903048998011e-05,8.581084810975272e-10,5.017113054371438e-10,8.581084810975272e-10
1907,4.486320228482198e-05,9.53818833439511e-10,4.69958974513851e-10,9.53818833439511e-10
1908,4.529870888550899e-05,1.084314431893623e-09,6.347279428244233e-10,1.084314431893623e-09
1909,4.604974466409268e-05,1.1911889887171257e-09,6.175734269214012e-10,1.1911889887171257e-09
1910,4.718958682912801e-05,1.2275796093926976e-09,9.162684837051214e-10,1.2275796093926976e-09
1911,4.742271838560035e-05,1.274112291861838e-09,1.1743459439011212e-09,1.274112291861838e-09
1912,4.781867703838673e-05,1.2522033965289836e-09,1.3312356138074831e-09,1.2522033965289836e-09
1913,4.832634814582499e-05,1.543940221702757e-09,1.4121548533704446e-09,1.543940221702757e-09
