ngram,attention,atention,attentoin,attntion
1541,0.00023471859406397146,0.0,0.0,0.0
1542,0.0002490106458675915,0.0,0.0,0.0
1543,0.00024364347336813807,0.0,0.0,0.0
1544,0.0002467037816781418,0.0,0.0,0.0
1545,0.0002469717017804994,0.0,0.0,0.0
1546,0.00023590955761067432,0.0,0.0,0.0
1547,2.043875011687695e-05,0.0,0.0,0.0
1548,3.1139459403155865e-05,0.0,0.0,0.0
1549,1.4588350089590157e-05,0.0,0.0,0.0
1550,5.457393228880392e-05,0.0,0.0,0.0
1551,5.151362397880023e-05,0.0,0.0,0.0
1552,5.9177924803017436e-05,0.0,0.0,0.0
1553,5.86185124120675e-05,0.0,0.0,0.0
1554,5.86185124120675e-05,0.0,0.0,0.0
1555,5.152371314969579e-05,0.0,0.0,0.0
1556,5.9850723378726146e-05,0.0,0.0,0.0
1557,1.9865141179512386e-05,0.0,0.0,0.0
1558,5.1921428426534734e-05,0.0,0.0,0.0
1559,4.570843079168948e-05,0.0,0.0,0.0
1560,5.019533299283856e-05,0.0,0.0,0.0
1561,5.019533299283856e-05,0.0,0.0,0.0
1562,4.658942296893136e-05,0.0,0.0,0.0
1563,3.826241273990101e-05,0.0,0.0,0.0
1564,3.826241273990101e-05,0.0,0.0,0.0
1565,9.241527420402105e-06,0.0,0.0,0.0
1566,7.522304128672529e-06,0.0,0.0,0.0
1567,5.082593945969295e-06,0.0,0.0,0.0
1568,5.082593945969295e-06,0.0,0.0,0.0
1569,1.4737762675005278e-05,0.0,0.0,0.0
1570,1.4737762675005278e-05,0.0,0.0,0.0
1571,2.4545169383470367e-05,0.0,0.0,0.0
1572,2.150976745594692e-05,0.0,0.0,0.0
1573,2.4026586158600238e-05,0.0,0.0,0.0
1574,2.2524105686118545e-05,0.0,0.0,0.0
1575,2.2524105686118545e-05,0.0,0.0,0.0
1576,1.557301957940841e-05,0.0,0.0,0.0
1577,2.3227447562541264e-05,0.0,0.0,0.0
1578,1.534734574956279e-05,0.0,0.0,0.0
1579,2.1814893541107138e-05,0.0,0.0,0.0
1580,1.929807483845382e-05,0.0,0.0,0.0
1581,2.053328548104868e-05,0.0,0.0,0.0
1582,2.053328548104868e-05,0.0,0.0,0.0
1583,2.50385418049908e-05,0.0,0.0,0.0
1584,1.8283225407295894e-05,0.0,0.0,0.0
1585,1.673335668783693e-05,0.0,0.0,0.0
1586,1.3860277996562737e-05,0.0,0.0,0.0
1587,1.732107372325637e-05,0.0,0.0,0.0
1588,1.6210657349802204e-05,0.0,0.0,0.0
1589,1.863810156724607e-05,0.0,0.0,0.0
1590,1.6368300066460506e-05,0.0,0.0,0.0
1591,1.946719050595545e-05,0.0,0.0,0.0
1592,2.0880669710874956e-05,0.0,0.0,0.0
1593,1.9295691215250243e-05,0.0,0.0,0.0
1594,1.7511211288885014e-05,0.0,0.0,0.0
1595,2.1800473275236853e-05,0.0,0.0,0.0
1596,2.2739720666972323e-05,0.0,0.0,0.0
1597,1.8889742023020517e-05,0.0,0.0,0.0
1598,3.139099044346949e-05,0.0,0.0,0.0
1599,3.054336424871248e-05,0.0,0.0,0.0
1600,4.4616292793112476e-05,0.0,0.0,0.0
1601,4.665113036545725e-05,0.0,0.0,0.0
1602,4.6599196139140986e-05,0.0,0.0,0.0
1603,4.405672474864072e-05,0.0,0.0,0.0
1604,5.386446641101169e-05,0.0,0.0,0.0
1605,3.8377147965158133e-05,0.0,0.0,0.0
1606,4.6322750677063596e-05,0.0,0.0,0.0
1607,3.024033152801816e-05,0.0,0.0,0.0
1608,2.7727243702559334e-05,0.0,0.0,0.0
1609,2.6971237665358266e-05,0.0,0.0,0.0
1610,2.869598262935012e-05,0.0,0.0,0.0
1611,2.5582015171364348e-05,0.0,0.0,0.0
1612,2.6184087541228758e-05,0.0,0.0,0.0
1613,2.1450268182629122e-05,0.0,0.0,0.0
1614,2.1779877930124974e-05,0.0,0.0,0.0
1615,2.401030155851913e-05,0.0,0.0,0.0
1616,2.6347115408498212e-05,0.0,0.0,0.0
1617,2.4539398217322222e-05,0.0,0.0,0.0
1618,2.4240327775260084e-05,0.0,0.0,0.0
1619,2.4877013304701124e-05,0.0,0.0,0.0
1620,2.2535241149463608e-05,0.0,0.0,0.0
1621,2.3989811325009214e-05,0.0,0.0,0.0
1622,2.2742122837371426e-05,0.0,0.0,0.0
1623,2.595339219624293e-05,0.0,0.0,0.0
1624,3.1633428339513815e-05,0.0,0.0,0.0
1625,2.5810459581927197e-05,0.0,0.0,0.0
1626,2.9529937169822267e-05,0.0,0.0,0.0
1627,2.899480750784278e-05,0.0,0.0,0.0
1628,2.806227874836103e-05,0.0,0.0,0.0
1629,3.438200064920238e-05,0.0,0.0,0.0
1630,2.916803798923086e-05,0.0,0.0,0.0
1631,2.592083319541416e-05,5.6679985911094784e-08,0.0,0.0
1632,2.9115724503623953e-05,5.6679985911094784e-08,0.0,0.0
1633,2.4379392211163315e-05,5.6679985911094784e-08,0.0,0.0
1634,2.4458821241881067e-05,5.6679985911094784e-08,0.0,0.0
1635,2.443036724538875e-05,5.6679985911094784e-08,0.0,0.0
1636,1.784042160579702e-05,5.6679985911094784e-08,0.0,0.0
1637,1.4818676131004135e-05,5.6679985911094784e-08,0.0,0.0
1638,1.2856627498487277e-05,0.0,0.0,0.0
1639,9.168495775416627e-06,0.0,0.0,0.0
1640,9.682397571201104e-06,0.0,0.0,0.0
1641,9.698405847302638e-06,0.0,0.0,0.0
1642,1.1358054897365427e-05,0.0,0.0,0.0
1643,9.628122841474709e-06,0.0,0.0,0.0
1644,1.2106363377435108e-05,0.0,0.0,0.0
1645,1.2908122714959194e-05,0.0,0.0,0.0
1646,1.294893018309397e-05,0.0,0.0,0.0
1647,1.2865922030869115e-05,0.0,0.0,0.0
1648,1.3372132619744142e-05,0.0,0.0,0.0
1649,1.245384193485474e-05,0.0,0.0,0.0
1650,1.5259766379520962e-05,0.0,0.0,0.0
1651,1.329632699967728e-05,0.0,0.0,0.0
1652,1.3787749724412737e-05,0.0,0.0,0.0
1653,1.2955767748020922e-05,0.0,0.0,0.0
1654,1.2742950405351752e-05,4.1483186155996266e-08,0.0,0.0
1655,1.2431914001354016e-05,4.1483186155996266e-08,0.0,0.0
1656,1.240780771435571e-05,4.1483186155996266e-08,0.0,0.0
1657,1.0922677704781694e-05,4.1483186155996266e-08,0.0,0.0
1658,1.0338680372764689e-05,4.1483186155996266e-08,0.0,0.0
1659,9.280990915223291e-06,4.1483186155996266e-08,0.0,0.0
1660,1.2832677254794231e-05,4.1483186155996266e-08,0.0,0.0
1661,1.2858844716642384e-05,0.0,0.0,0.0
1662,1.2629857857453836e-05,0.0,0.0,0.0
1663,1.1943443366492699e-05,0.0,0.0,0.0
1664,1.1896214346052147e-05,0.0,0.0,0.0
1665,1.1339948611878623e-05,0.0,0.0,0.0
1666,1.1490361235441274e-05,0.0,0.0,0.0
1667,8.567817790857849e-06,0.0,0.0,0.0
1668,8.314828846778255e-06,4.3753215907470026e-08,0.0,0.0
1669,8.173197134705593e-06,4.3753215907470026e-08,0.0,0.0
1670,8.826479903031473e-06,4.3753215907470026e-08,0.0,0.0
1671,8.350024407783557e-06,4.3753215907470026e-08,0.0,0.0
1672,8.520908392841062e-06,4.3753215907470026e-08,0.0,0.0
1673,8.605487632199324e-06,4.3753215907470026e-08,0.0,0.0
1674,1.0527212972582284e-05,4.3753215907470026e-08,0.0,0.0
1675,1.1361232996672957e-05,0.0,0.0,0.0
1676,1.2739859877391219e-05,0.0,0.0,0.0
1677,1.3919438125802636e-05,0.0,0.0,0.0
1678,1.4116878966368468e-05,0.0,0.0,0.0
1679,1.5230857051002594e-05,0.0,0.0,0.0
1680,1.5213719312409271e-05,0.0,0.0,0.0
1681,1.3852281491771074e-05,0.0,0.0,0.0
1682,1.3083477564837917e-05,0.0,0.0,0.0
1683,1.2448603099203734e-05,0.0,0.0,0.0
1684,1.0930570559659308e-05,0.0,0.0,0.0
1685,1.1311223975748622e-05,0.0,0.0,0.0
1686,1.0956890426833915e-05,0.0,0.0,0.0
1687,1.0527515639426252e-05,0.0,0.0,0.0
1688,1.1989658949979848e-05,0.0,0.0,0.0
1689,1.158334557008597e-05,0.0,0.0,0.0
1690,1.1303052815492265e-05,0.0,0.0,0.0
1691,1.0770306939126126e-05,0.0,0.0,0.0
1692,1.0042839416460733e-05,0.0,0.0,0.0
1693,1.034374898673767e-05,0.0,0.0,0.0
1694,1.0010011724911497e-05,0.0,0.0,0.0
1695,7.958487718237198e-06,0.0,0.0,0.0
1696,1.0428381431535985e-05,0.0,0.0,0.0
1697,1.3028061467983726e-05,0.0,0.0,0.0
1698,1.6841219218934255e-05,0.0,0.0,0.0
1699,1.6679384251412038e-05,0.0,0.0,0.0
1700,1.532508732842481e-05,0.0,0.0,0.0
1701,1.51478288898943e-05,0.0,0.0,0.0
1702,1.4554425401261792e-05,0.0,0.0,0.0
1703,1.2757349492988266e-05,0.0,0.0,0.0
1704,9.076384523203679e-06,0.0,0.0,0.0
1705,7.859814526714867e-06,0.0,0.0,0.0
1706,9.574475273309093e-06,0.0,0.0,0.0
1707,9.163404716413684e-06,0.0,0.0,0.0
1708,9.248650615388345e-06,0.0,0.0,0.0
1709,9.574601465698964e-06,0.0,0.0,0.0
1710,1.0462324293517408e-05,0.0,0.0,0.0
1711,1.0647679898413895e-05,0.0,0.0,0.0
1712,7.751740797955011e-06,0.0,0.0,0.0
1713,6.225156669513256e-06,0.0,0.0,0.0
1714,6.9167928294129e-06,0.0,0.0,0.0
1715,7.046295325250997e-06,0.0,0.0,0.0
1716,6.76185735366224e-06,0.0,0.0,0.0
1717,5.325989539934588e-06,0.0,0.0,0.0
1718,6.836372059686775e-06,0.0,0.0,0.0
1719,7.434657748360353e-06,0.0,0.0,0.0
1720,8.211037636231464e-06,0.0,0.0,0.0
1721,7.890114635042014e-06,0.0,0.0,0.0
1722,8.85134561810576e-06,0.0,0.0,0.0
1723,9.852773278648133e-06,0.0,0.0,0.0
1724,1.0282483084925584e-05,0.0,0.0,0.0
1725,1.008729226928803e-05,0.0,0.0,0.0
1726,1.1253727474728034e-05,0.0,0.0,0.0
1727,1.1244448030213658e-05,0.0,0.0,0.0
1728,1.4451179984981926e-05,0.0,0.0,0.0
1729,1.439169487379591e-05,0.0,0.0,0.0
1730,1.416816524267363e-05,0.0,0.0,0.0
1731,1.4199771872621828e-05,0.0,0.0,0.0
1732,1.2913718754654318e-05,0.0,0.0,0.0
1733,1.3130405737423903e-05,0.0,0.0,0.0
1734,1.4533456708574835e-05,0.0,0.0,0.0
1735,1.2165460962673283e-05,0.0,0.0,0.0
1736,1.1817799856674225e-05,0.0,0.0,0.0
1737,1.2366035727089703e-05,0.0,0.0,0.0
1738,1.467991523895762e-05,0.0,0.0,0.0
1739,1.573316694702953e-05,0.0,0.0,0.0
1740,1.664201019074036e-05,0.0,0.0,0.0
1741,1.5577881380782594e-05,0.0,0.0,0.0
1742,1.5863039672175156e-05,0.0,0.0,0.0
1743,1.6834836320153306e-05,0.0,0.0,0.0
1744,1.718177281873068e-05,0.0,0.0,0.0
1745,1.762035559035472e-05,0.0,0.0,0.0
1746,2.071042477577326e-05,0.0,0.0,0.0
1747,2.2224840514744365e-05,0.0,0.0,0.0
1748,2.507956014596857e-05,3.639731817526938e-09,0.0,0.0
1749,3.0426655419952503e-05,3.639731817526938e-09,0.0,0.0
1750,3.450240287098235e-05,1.6834657604444407e-08,0.0,0.0
1751,3.876093017294936e-05,1.6834657604444407e-08,0.0,0.0
1752,4.2074460777387556e-05,1.6834657604444407e-08,0.0,0.0
1753,4.766777159862353e-05,1.6834657604444407e-08,0.0,0.0
1754,5.204342440785175e-05,1.6834657604444407e-08,0.0,0.0
1755,5.783236182261524e-05,1.3194925786917468e-08,0.0,0.0
1756,6.182398854954434e-05,1.926586687009798e-08,0.0,0.0
1757,6.413173209044285e-05,6.070941083180514e-09,0.0,0.0
1758,6.775665834928597e-05,1.5393695207421842e-08,0.0,0.0
1759,7.119976050619568e-05,1.5393695207421842e-08,0.0,0.0
1760,7.193918593527217e-05,2.603916320660054e-08,0.0,0.0
1761,7.566742611483537e-05,4.824370287386566e-08,0.0,0.0
1762,7.453263762207436e-05,5.092628490339328e-08,0.0,0.0
1763,7.61553383199498e-05,5.053269295071264e-08,0.0,0.0
1764,8.356037142220885e-05,5.053269295071264e-08,0.0,0.0
1765,8.924133726395667e-05,4.120993882647131e-08,0.0,0.0
1766,9.589331498968281e-05,4.4610990964802765e-08,0.0,0.0
1767,0.00010034017863550357,3.6910025258407586e-08,0.0,0.0
1768,0.00010369809855806775,1.7387698138447505e-08,0.0,0.0
1769,0.00011486699388894652,2.689015461092887e-08,0.0,0.0
1770,0.00012119497634038063,2.4095727064426294e-08,0.0,0.0
1771,0.00012823971233696545,3.4626302333354686e-08,0.0,0.0
1772,0.00013574043467607616,3.4626302333354686e-08,0.0,0.0
1773,0.0001414427419409289,4.93915866936082e-08,0.0,0.0
1774,0.0001531257522791358,4.644708440082468e-08,0.0,0.0
1775,0.00015786839191735323,4.376487185351964e-08,0.0,0.0
1776,0.00015916220270030732,3.700457235871519e-08,0.0,0.0
1777,0.00016505872606233294,3.4121650774717894e-08,0.0,0.0
1778,0.0001662005192234314,2.3591075505789505e-08,0.0,0.0
1779,0.00016802395111881196,2.6152761226480185e-08,0.0,2.5616857206906776e-09
1780,0.00017547607213990496,1.0335565038742191e-08,0.0,2.5616857206906776e-09
1781,0.00017230116022152027,1.798563253885277e-08,0.0,2.5616857206906776e-09
1782,0.00018072099607836987,2.6618166464637786e-08,0.0,2.5616857206906776e-09
1783,0.000187730514361257,2.3368026497954427e-08,0.0,2.5616857206906776e-09
1784,0.00019279821052415564,3.002591496072325e-08,0.0,2.5616857206906776e-09
1785,0.00019883485635676022,3.002591496072325e-08,0.0,2.5616857206906776e-09
1786,0.00019732267745504423,3.014442587609015e-08,0.0,0.0
1787,0.000192932368788336,3.295185204064767e-08,0.0,0.0
1788,0.00019643285902150507,3.0527992832065006e-08,0.0,0.0
1789,0.00019651473433311497,3.003915262565572e-08,0.0,0.0
1790,0.00019439871539361775,3.2283947198103695e-08,0.0,0.0
1791,0.00019389581367639557,2.9969923685614826e-08,0.0,0.0
1792,0.00019192659030003206,3.105818573751711e-08,0.0,0.0
1793,0.00019751706193866475,2.936401122255461e-08,0.0,0.0
1794,0.00019772918104925857,2.420744474715012e-08,9.979855672018596e-10,0.0
1795,0.00019718912413476834,2.4460868949408417e-08,9.979855672018596e-10,0.0
1796,0.00019899103790521622,1.821349845546446e-08,9.979855672018596e-10,0.0
1797,0.00019869507689561163,1.7195646747783907e-08,9.979855672018596e-10,0.0
1798,0.00019662286961517696,1.574506512471073e-08,9.979855672018596e-10,0.0
1799,0.00019849687773135623,1.826142062962991e-08,9.979855672018596e-10,0.0
1800,0.00019526793039403856,2.0568709783016662e-08,9.979855672018596e-10,0.0
1801,0.00019778453653478728,2.1961731227244334e-08,0.0,0.0
1802,0.00019966694734258844,1.9086859584912678e-08,1.3023804257272786e-09,0.0
1803,0.00019629490686514015,1.8945536187483673e-08,1.3023804257272786e-09,0.0
1804,0.0001964255705908207,2.0425235090572513e-08,1.3023804257272786e-09,0.0
1805,0.00019153616449330002,2.0648081847493164e-08,1.3023804257272786e-09,0.0
1806,0.0001856620074249804,1.9370415113176672e-08,1.3023804257272786e-09,0.0
1807,0.00018265243436742042,1.9424643481004622e-08,1.5116016533716398e-09,0.0
1808,0.00017677935829851776,2.1326706622915026e-08,1.5116016533716398e-09,0.0
1809,0.00017343943805566857,2.433061485618282e-08,2.092212276443612e-10,0.0
1810,0.00017124613805208355,2.4319116244596117e-08,2.092212276443612e-10,0.0
1811,0.0001721630958075236,2.0844179081182445e-08,2.092212276443612e-10,2.343839408272938e-10
1812,0.00017671741287423565,1.8682882035087848e-08,2.092212276443612e-10,2.343839408272938e-10
1813,0.00017618724294672056,2.0817457472129978e-08,2.092212276443612e-10,2.343839408272938e-10
1814,0.00018204781476275196,1.997741553135971e-08,1.4627069079762934e-09,2.343839408272938e-10
1815,0.00018723889245718186,1.7648034525815807e-08,1.6558476177509972e-09,2.343839408272938e-10
1816,0.0001883830430285473,1.4321438130642555e-08,1.6558476177509972e-09,2.343839408272938e-10
1817,0.0001893034974013322,1.5148150416572596e-08,1.8271951888034925e-09,2.343839408272938e-10
1818,0.00018734636458767845,1.481605593767199e-08,1.8271951888034925e-09,0.0
1819,0.00018443411889685585,1.62659819581888e-08,1.977492629962845e-09,0.0
1820,0.0001859436140096347,1.2983631186053962e-08,1.977492629962845e-09,0.0
1821,0.00018331594973070814,1.2661555867258097e-08,5.147857219865517e-10,0.0
1822,0.00018100502243864218,1.4440768200277684e-08,4.464139137714897e-10,1.2476890155964171e-10
1823,0.0001790111418813467,1.4827488189642476e-08,4.464139137714897e-10,1.2476890155964171e-10
1824,0.0001779237895139626,1.373259487077608e-08,2.7506634271899447e-10,1.2476890155964171e-10
1825,0.000177514340196337,1.4684254574197958e-08,2.7506634271899447e-10,1.2476890155964171e-10
1826,0.0001796498878060707,1.6782428653121835e-08,4.802636463122464e-10,1.2476890155964171e-10
1827,0.00018023696611635387,1.7590094714137194e-08,4.802636463122464e-10,1.2476890155964171e-10
1828,0.00018113050360365638,1.8052575815171882e-08,5.905929554929554e-10,2.350982107403508e-10
1829,0.00017898927035275847,1.882137391971485e-08,4.658240539333138e-10,1.103293091807091e-10
1830,0.00018143784836865962,1.7772758502993772e-08,5.611285959693037e-10,1.103293091807091e-10
1831,0.0001828273296788601,1.796954217171885e-08,5.611285959693037e-10,1.103293091807091e-10
1832,0.00018401550395148142,1.8072409727462206e-08,7.314275137940537e-10,1.103293091807091e-10
1833,0.0001839415407240657,1.6868607209476394e-08,5.408892936717028e-10,1.103293091807091e-10
1834,0.00018270067604524748,1.5878487984772553e-08,5.408892936717028e-10,1.103293091807091e-10
1835,0.00018230175192002207,1.4571118914627083e-08,5.143433853430476e-10,0.0
1836,0.00018351838142344995,1.338430141320909e-08,5.143433853430476e-10,0.0
1837,0.00018035758902052685,1.4087366447971102e-08,4.190388433070577e-10,0.0
1838,0.00017770379989607527,1.3941777510240172e-08,4.190388433070577e-10,1.5265149461945223e-10
1839,0.00017549524740648588,1.3556014089033397e-08,2.4873992548230765e-10,1.5265149461945223e-10
1840,0.00017336625023745,1.1768602727256296e-08,8.37834008520539e-11,1.5265149461945223e-10
1841,0.00017250147980770895,1.2661275964173261e-08,8.37834008520539e-11,1.5265149461945223e-10
1842,0.00016921208589337766,1.2780312046751469e-08,0.0,1.5265149461945223e-10
1843,0.00016776553197165152,1.1502608008941349e-08,0.0,2.1822602455249092e-10
1844,0.00016820818252329315,1.1850680056316572e-08,0.0,2.1822602455249092e-10
1845,0.00016861559249394174,1.3127193300631137e-08,0.0,6.557452993303871e-11
1846,0.00016828726594602422,1.2949512319591707e-08,1.9566150287277295e-10,6.557452993303871e-11
1847,0.00016796751047617624,1.3983222579838639e-08,2.562669679636745e-10,6.557452993303871e-11
1848,0.00016797418356873095,1.3461018839271738e-08,3.109546429870745e-10,6.557452993303871e-11
1849,0.0001694845497175785,1.3398676327166673e-08,3.109546429870745e-10,1.1931406656324432e-10
1850,0.00016994359611999243,1.424828014303817e-08,3.109546429870745e-10,5.3739536630205616e-11
1851,0.00016924344734953984,1.2319823320236115e-08,3.573832380825743e-10,5.3739536630205616e-11
1852,0.0001687347186296912,1.0780834447388088e-08,3.573832380825743e-10,5.3739536630205616e-11
1853,0.00016851217411125878,1.1049397397044913e-08,2.5824041714552134e-10,5.3739536630205616e-11
1854,0.00016811386740300804,9.766514390869524e-09,1.9763495205461978e-10,5.3739536630205616e-11
1855,0.00016824401141743043,1.0079378538157308e-08,1.9544902601127083e-10,5.3739536630205616e-11
1856,0.00016681910243018398,1.0272512301107944e-08,2.4514783060679083e-10,4.969880459551998e-11
1857,0.00016655698086002043,9.962145457771093e-09,2.4514783060679083e-10,1.459672581218184e-10
1858,0.0001657926248818902,1.1120203932283142e-08,1.98719235511291e-10,2.6117428458023133e-10
1859,0.0001648513591914837,1.1196611130312054e-08,8.68942477495947e-10,2.6117428458023133e-10
1860,0.00016345908183471432,9.789722619858919e-09,7.72423795560227e-10,3.221694934639276e-10
1861,0.0001626427297846281,9.713396372948831e-09,7.72423795560227e-10,3.7865617387643017e-10
1862,0.0001616241580839934,9.036269320107846e-09,7.199220465801761e-10,3.7865617387643017e-10
1863,0.00016064141735634102,8.448403056503042e-09,6.70223241984656e-10,4.721710165713131e-10
1864,0.00015954379965218583,7.896066277014922e-09,6.70223241984656e-10,4.229976844984305e-10
1865,0.0001592413942229801,6.968134386957965e-09,6.70223241984656e-10,4.4047031101866555e-10
1866,0.00015817524399608374,8.149346213721337e-09,0.0,4.847099309225809e-10
1867,0.00015818934480194002,9.321240731655474e-09,0.0,4.669271794607458e-10
1868,0.00015770993195474148,9.434559736628704e-09,8.962339600618715e-11,5.000638950544304e-10
1869,0.0001576005036310692,1.0212995718969102e-08,8.962339600618715e-11,5.396497812107778e-10
1870,0.00015751277013415738,1.0899958713395108e-08,8.962339600618715e-11,4.386725942812879e-10
1871,0.00015775834617670625,1.148690856719473e-08,1.301994583575399e-10,4.3215353517922495e-10
1872,0.0001577354601717421,1.2807220173272071e-08,1.301994583575399e-10,3.4042559247739387e-10
1873,0.00015852229262236506,1.2353025776893186e-08,1.301994583575399e-10,4.132122342705356e-10
1874,0.00015910710291271762,1.1986127011555579e-08,1.301994583575399e-10,4.0974049153597036e-10
1875,0.00016012208444798098,1.2050498757584397e-08,4.057606235135276e-11,3.201170955297832e-10
1876,0.00016035117940711125,2.046544140504076e-08,1.1724003117536645e-10,3.1886319378544263e-10
1877,0.0001608389596055661,1.9859484723383503e-08,1.1724003117536645e-10,3.814817469852524e-10
1878,0.00016025915933174213,2.055870521441453e-08,7.66639688240137e-11,3.7719104427149016e-10
1879,0.00016098653681443205,2.022058304922731e-08,1.464915966309377e-10,3.711531478981353e-10
1880,0.00016016453446354717,1.973167990903286e-08,1.793782800867711e-10,2.5412688620107815e-10
1881,0.00016077556730514125,2.0583047012832723e-08,2.1094387546240411e-10,2.4595176688941526e-10
1882,0.00016049918901574398,2.2362865083534545e-08,3.0817260846368756e-10,2.4595176688941526e-10
1883,0.00016067155437277897,1.4704245186538043e-08,3.2787652156799195e-10,2.3974241044769483e-10
1884,0.00016123620610285019,1.603110507833857e-08,3.583874288607244e-10,1.348873968869719e-10
1885,0.00016214261164090464,1.634996036971513e-08,3.583874288607244e-10,1.2762531507805519e-10
1886,0.00016219016106333584,1.6105281045294565e-08,3.1614841696939576e-10,1.4788873300578383e-10
1887,0.00016359564740144248,1.5825516770056377e-08,3.108957020397136e-10,2.584246071103889e-10
1888,0.00016302965897401528,1.5254346611267725e-08,3.0633294908647256e-10,2.808646965795398e-10
1889,0.00016342094750143588,1.3052769722219994e-08,3.661295929134413e-10,3.8554827584493165e-10
1890,0.00016354962800895528,1.6206612115813153e-08,4.721272321507795e-10,3.534256478746453e-10
1891,0.00016351966353665506,1.663841122022193e-08,4.672213766670247e-10,3.79030699683623e-10
1892,0.00016286611623529877,1.59523205438867e-08,6.245224535929492e-10,3.5000742185494916e-10
1893,0.00016231657355092466,1.5833081829746172e-08,6.430571848823976e-10,3.1789186362628033e-10
1894,0.00016212667521488453,1.7008563890641426e-08,6.375149892117499e-10,2.9572308094368994e-10
1895,0.000162069928982029,1.922253727621686e-08,6.10512146789358e-10,2.8405981138719076e-10
1896,0.0001608572991764439,2.1206829435373364e-08,4.728671957966921e-10,2.7627836129973105e-10
1897,0.00016007834346964955,2.0029450986669417e-08,3.4480869548492166e-10,2.7627836129973105e-10
1898,0.0001588268725234749,1.9838900934741688e-08,4.4547082292797514e-10,3.047878160173616e-10
1899,0.00015925579854021116,2.2073071878228997e-08,3.6102537229584387e-10,4.322851620314998e-10
1900,0.0001591479272714683,2.4656126029753977e-08,5.859611050342193e-10,4.6343530203861253e-10
1901,0.00015828222759799765,2.757990407482274e-08,6.66689449678261e-10,4.093415844381403e-10
1902,0.0001580222846574283,2.8967603934607463e-08,6.66689449678261e-10,4.014357497211003e-10
1903,0.00015856661151961556,3.203427796043863e-08,6.791873135331932e-10,3.6829019992420543e-10
1904,0.0001583249499422631,3.300552034854068e-08,7.792714291315101e-10,3.999976798198444e-10
1905,0.00015959342791964964,3.476025258107386e-08,7.597322889843891e-10,5.745861029035229e-10
1906,0.00015970718024098978,3.539621472116648e-08,9.506314267517168e-10,4.93633715253112e-10
1907,0.0001595931056986696,3.567555799983373e-08,8.700246039478848e-10,5.27322945230248e-10
1908,0.0001601106092234009,3.576728297665406e-08,8.083778487869406e-10,5.067740255215725e-10
1909,0.00016096199604882195,3.591779622930906e-08,9.3240692944363e-10,6.377095577793566e-10
1910,0.000161348216352053,3.524139913224644e-08,9.556241988205117e-10,6.703702097400819e-10
1911,0.0001622968661000154,3.5011707564893054e-08,8.65100657776452e-10,7.92419974875764e-10
1912,0.00016178160980676433,3.528994950231988e-08,8.880995859352123e-10,6.357875852775712e-10
1913,0.00016206871077883989,3.4696972913853385e-08,9.246011178909441e-10,7.751155788644176e-10
1914,0.00016224213426799646,3.490598007463827e-08,7.77998328459008e-10,8.626124061082509e-10
1915,0.00016283403341991028,3.3050227189944185e-08,8.643347466324209e-10,9.923364590364819e-10
1916,0.00016275588131975383,3.315939649845794e-08,8.00513116112305e-10,1.1731571983705384e-09
1917,0.0001627124667200925,3.3610523634105705e-08,8.850749062221703e-10,1.1884658416124898e-09
