ngram,conclusion,conclsion
1603,4.2510317013823495e-05,0.0
1604,5.939755906833203e-05,0.0
1605,5.335646606649139e-05,0.0
1606,5.3284665877332115e-05,0.0
1607,4.956172545332395e-05,0.0
1608,4.177924737242782e-05,0.0
1609,4.309489122533705e-05,0.0
1610,4.719000961423652e-05,0.0
1611,3.3374812639002425e-05,0.0
1612,2.7660475357801522e-05,0.0
1613,3.356332152699386e-05,0.0
1614,3.3456543211026914e-05,0.0
1615,3.663011895176689e-05,0.0
1616,3.495149316482379e-05,0.0
1617,3.262468869382117e-05,0.0
1618,3.6296085974234824e-05,0.0
1619,3.807737734210345e-05,0.0
1620,3.2063136261837955e-05,0.0
1621,3.842883649797711e-05,0.0
1622,4.989695454631666e-05,0.0
1623,5.087275037242632e-05,0.0
1624,5.536481590492518e-05,0.0
1625,5.0612278105940535e-05,0.0
1626,5.376453009375837e-05,0.0
1627,5.3545105142153e-05,0.0
1628,5.0759976667385285e-05,0.0
1629,4.52017666248139e-05,0.0
1630,4.5624167146992735e-05,0.0
1631,3.873086617594319e-05,0.0
1632,3.788218418776523e-05,0.0
1633,3.7351165052054315e-05,0.0
1634,3.982533806785276e-05,0.0
1635,4.0027833165368065e-05,0.0
1636,3.249931614845991e-05,0.0
1637,3.071591994999575e-05,0.0
1638,3.242873806032419e-05,0.0
1639,3.3536863026841145e-05,0.0
1640,3.151438639698816e-05,0.0
1641,3.153470502833703e-05,0.0
1642,3.1142670195549726e-05,0.0
1643,3.0177054083781384e-05,0.0
1644,3.163274323014775e-05,0.0
1645,3.118531237435361e-05,0.0
1646,3.425201703066705e-05,0.0
1647,3.3562060577553764e-05,0.0
1648,3.0009038450121546e-05,0.0
1649,2.971988773684383e-05,0.0
1650,3.1466005696399536e-05,0.0
1651,3.117727906750848e-05,0.0
1652,3.242537241021637e-05,0.0
1653,3.0073056612829013e-05,0.0
1654,3.321767638096519e-05,0.0
1655,3.368097558060461e-05,0.0
1656,2.9445290368000444e-05,0.0
1657,3.013298321872883e-05,0.0
1658,2.719459735089913e-05,0.0
1659,2.533037747655596e-05,0.0
1660,2.648584450071212e-05,0.0
1661,2.447214345530873e-05,0.0
1662,2.501653398212511e-05,0.0
1663,2.4429785168779616e-05,0.0
1664,2.3467542892571407e-05,0.0
1665,2.5591341649747585e-05,0.0
1666,2.4515231936155552e-05,0.0
1667,2.2730457203579135e-05,0.0
1668,2.2033910551856805e-05,0.0
1669,2.178477344776703e-05,0.0
1670,2.517455530843498e-05,0.0
1671,2.5196700205145006e-05,0.0
1672,2.4159141113549204e-05,0.0
1673,2.523757549559897e-05,0.0
1674,2.592955388536211e-05,0.0
1675,2.5812205421971157e-05,0.0
1676,2.4847559481193976e-05,0.0
1677,2.284407050215772e-05,0.0
1678,2.1833166101714596e-05,0.0
1679,2.2967715527296866e-05,0.0
1680,2.260278519575617e-05,0.0
1681,2.160007222430847e-05,0.0
1682,2.130608429849547e-05,0.0
1683,2.116975597995666e-05,0.0
1684,2.068358039001136e-05,0.0
1685,1.9183557534623625e-05,0.0
1686,1.9024055550939272e-05,0.0
1687,1.829824603711521e-05,0.0
1688,1.7131673043227886e-05,0.0
1689,1.622167370182329e-05,0.0
1690,1.5115814936247521e-05,0.0
1691,1.4561420227567265e-05,0.0
1692,1.5697996267200714e-05,0.0
1693,1.3537188351619989e-05,0.0
1694,1.3629010676855355e-05,0.0
1695,1.3501611387515108e-05,0.0
1696,1.32456330642786e-05,0.0
1697,1.3348857204878836e-05,0.0
1698,1.5433171418927876e-05,0.0
1699,1.4633669447253591e-05,0.0
1700,1.4351391980328896e-05,0.0
1701,1.3426778098489325e-05,0.0
1702,1.2538918846465613e-05,0.0
1703,1.264220717140623e-05,0.0
1704,1.3044659486435453e-05,0.0
1705,1.0193032656908535e-05,0.0
1706,1.0436632237542653e-05,0.0
1707,1.0063498133864154e-05,0.0
1708,9.337049635048191e-06,0.0
1709,9.942206361301942e-06,0.0
1710,9.741463340365694e-06,0.0
1711,8.136311602616583e-06,0.0
1712,7.0872840102051015e-06,0.0
1713,5.936996980640938e-06,0.0
1714,7.484064164080857e-06,0.0
1715,7.577096961800375e-06,0.0
1716,7.001668888863476e-06,0.0
1717,6.745996350738486e-06,0.0
1718,7.710675812891818e-06,0.0
1719,7.690985902237507e-06,0.0
1720,8.468665945266756e-06,0.0
1721,8.716765445829619e-06,0.0
1722,9.387771342517226e-06,0.0
1723,9.653189051407804e-06,0.0
1724,9.703059569281841e-06,0.0
1725,9.464665936320671e-06,0.0
1726,1.0180406206927728e-05,0.0
1727,1.0466800761475628e-05,0.0
1728,1.0052403532816762e-05,0.0
1729,9.77612775646516e-06,0.0
1730,9.386623202902098e-06,0.0
1731,1.0885555184358964e-05,0.0
1732,1.0697175574542988e-05,0.0
1733,1.206740651988574e-05,0.0
1734,1.2894874284289212e-05,0.0
1735,1.1920792465908952e-05,0.0
1736,1.2156570651963453e-05,0.0
1737,1.4108056477977828e-05,0.0
1738,1.4463400735361834e-05,0.0
1739,1.558298533512113e-05,0.0
1740,1.4429877410293557e-05,0.0
1741,1.4009593931924818e-05,0.0
1742,1.4472672644062965e-05,0.0
1743,1.4431961842222205e-05,0.0
1744,1.355196569160658e-05,0.0
1745,1.328503367403755e-05,0.0
1746,1.3478683026083413e-05,0.0
1747,1.4168957152703245e-05,0.0
1748,1.4630499728290098e-05,0.0
1749,1.580831368690789e-05,0.0
1750,1.770587030997766e-05,0.0
1751,1.9819313820335083e-05,0.0
1752,2.011281477669919e-05,0.0
1753,2.1250708544227693e-05,0.0
1754,2.3103908201197294e-05,0.0
1755,2.486690625249009e-05,0.0
1756,2.6907502095647423e-05,0.0
1757,2.8080024224306855e-05,0.0
1758,2.769627696709774e-05,0.0
1759,2.8723405713597977e-05,0.0
1760,2.908541656714598e-05,0.0
1761,3.0134742441337687e-05,0.0
1762,3.014034440898935e-05,0.0
1763,3.0063162090040612e-05,0.0
1764,3.0150207489246634e-05,0.0
1765,3.0639840718192447e-05,0.0
1766,3.194920204155746e-05,0.0
1767,3.269898947369906e-05,0.0
1768,3.281176785614142e-05,0.0
1769,3.412025710401524e-05,0.0
1770,3.5208363052723666e-05,0.0
1771,3.670263894101871e-05,0.0
1772,3.8136284794226026e-05,0.0
1773,3.8484048023487306e-05,0.0
1774,3.902594679467646e-05,0.0
1775,3.9617157329173225e-05,0.0
1776,3.985957820467385e-05,0.0
1777,4.03824493072794e-05,0.0
1778,3.980588423603747e-05,0.0
1779,4.010060573429135e-05,0.0
1780,4.041384298553956e-05,0.0
1781,3.955989918072841e-05,0.0
1782,4.0719995532916596e-05,0.0
1783,4.196959447913936e-05,0.0
1784,4.1796835700681966e-05,0.0
1785,4.335256744525395e-05,0.0
1786,4.396172568833988e-05,0.0
1787,4.411466527796749e-05,0.0
1788,4.5017011351384486e-05,0.0
1789,4.444815879521359e-05,0.0
1790,4.380494803107078e-05,0.0
1791,4.395839226033006e-05,0.0
1792,4.304104991855898e-05,0.0
1793,4.3626123182808184e-05,0.0
1794,4.431528525726337e-05,0.0
1795,4.571226963889785e-05,0.0
1796,4.5867136317870715e-05,0.0
1797,4.5618694587444353e-05,0.0
1798,4.5697251542670915e-05,0.0
1799,4.7576604369429075e-05,0.0
1800,4.6675727519738886e-05,0.0
1801,4.656396673194e-05,0.0
1802,4.673778052425145e-05,0.0
1803,4.740367460596774e-05,0.0
1804,4.8332748909680436e-05,3.0507755052358986e-10
1805,4.841338990705221e-05,3.0507755052358986e-10
1806,4.7597799753670446e-05,3.0507755052358986e-10
1807,4.7693439617952595e-05,3.0507755052358986e-10
1808,4.8013328653593946e-05,3.0507755052358986e-10
1809,4.773246681517256e-05,4.860023653360404e-10
1810,4.717224926155593e-05,4.860023653360404e-10
1811,4.832428697097514e-05,1.809248148124506e-10
1812,4.925060212761829e-05,1.809248148124506e-10
1813,4.963552055414766e-05,1.809248148124506e-10
1814,5.0658570086982634e-05,3.898829513206335e-10
1815,5.0888666009996086e-05,3.898829513206335e-10
1816,5.1449630908401946e-05,2.0895813650818289e-10
1817,5.241964442705337e-05,2.0895813650818289e-10
1818,5.184442852623761e-05,2.0895813650818289e-10
1819,5.1855798769143545e-05,2.0895813650818289e-10
1820,5.1456663121436054e-05,3.563550724347156e-10
1821,5.113515622464807e-05,1.4739693592653273e-10
1822,5.115321307260144e-05,1.4739693592653273e-10
1823,5.158035024318711e-05,1.4739693592653273e-10
1824,5.163576965320057e-05,1.4739693592653273e-10
1825,5.1551122201739675e-05,2.7401374026934736e-10
1826,5.239345409790985e-05,2.7401374026934736e-10
1827,5.31176603025025e-05,2.311874104852864e-10
1828,5.3780437675803637e-05,3.415167196659955e-10
1829,5.8017159192656565e-05,3.415167196659955e-10
1830,5.870456464305919e-05,3.415167196659955e-10
1831,5.9264588344376534e-05,3.415167196659955e-10
1832,5.961121808338378e-05,9.812450613948848e-10
1833,5.956551103736274e-05,9.812450613948848e-10
1834,6.01055144215934e-05,8.766744552524131e-10
1835,6.0447094126305145e-05,7.663451460717039e-10
1836,5.691987878110792e-05,7.663451460717039e-10
1837,5.6426054860431964e-05,7.663451460717039e-10
1838,5.633935818748016e-05,7.663451460717039e-10
1839,5.665077489019106e-05,0.0
1840,5.674531088776088e-05,7.558596605759606e-11
1841,5.6479501966220725e-05,7.558596605759606e-11
1842,5.6357936305825464e-05,7.558596605759606e-11
1843,5.6852914505205785e-05,2.0673502592367347e-10
1844,5.7495499017282524e-05,2.0673502592367347e-10
1845,5.797267242866967e-05,2.0673502592367347e-10
1846,5.857954965904355e-05,2.0673502592367347e-10
1847,5.891813530719706e-05,1.3114905986607742e-10
1848,5.911076004849747e-05,1.3114905986607742e-10
1849,5.921904240884552e-05,1.3114905986607742e-10
1850,5.947849526169843e-05,4.746990895603582e-11
1851,5.940563953897383e-05,4.746990895603582e-11
1852,5.980520654702559e-05,9.80314797592387e-11
1853,5.9837273251365074e-05,9.80314797592387e-11
1854,5.989020376416322e-05,1.485333403891279e-10
1855,6.061185662734455e-05,1.485333403891279e-10
1856,6.085944135390621e-05,2.479309495801678e-10
1857,6.122660800299075e-05,2.0046104062413202e-10
1858,6.153223927997584e-05,3.15668067082545e-10
1859,6.166508579294064e-05,2.651064962793421e-10
1860,6.199197585894061e-05,2.651064962793421e-10
1861,6.268143157025666e-05,2.146046356494529e-10
1862,6.288024399379668e-05,2.146046356494529e-10
1863,6.349303813684466e-05,1.1520702645841295e-10
1864,6.341917573341302e-05,1.623021479118287e-10
1865,6.360308387749163e-05,4.709512145341575e-11
1866,6.349415447662718e-05,4.709512145341575e-11
1867,6.37635332947996e-05,4.709512145341575e-11
1868,6.373394093576021e-05,4.709512145341575e-11
1869,6.401110606800233e-05,1.658527759573758e-10
1870,6.41076424342048e-05,1.658527759573758e-10
1871,6.453351254874309e-05,1.1875765450396004e-10
1872,6.500023924413004e-05,1.1875765450396004e-10
1873,6.510479163677831e-05,1.1875765450396004e-10
1874,6.52535880882559e-05,1.1875765450396004e-10
1875,6.526939146819391e-05,1.5887268484909052e-10
1876,6.513457317071567e-05,4.011503034513047e-11
1877,6.514233765691253e-05,4.011503034513047e-11
1878,6.470930072412427e-05,4.011503034513047e-11
1879,6.446542413738956e-05,7.502884424859246e-11
1880,6.453844045089292e-05,1.0791552770442588e-10
1881,6.434808476894562e-05,1.0791552770442588e-10
1882,6.402870037293593e-05,1.0021007634808399e-10
1883,6.427963879624648e-05,1.0021007634808399e-10
1884,6.437389778771571e-05,1.0021007634808399e-10
1885,6.454106811101415e-05,1.0021007634808399e-10
1886,6.431564335278901e-05,9.288487836021732e-11
1887,6.455115050942238e-05,1.7053406900898897e-10
1888,6.426880489535896e-05,3.325511195782584e-10
1889,6.454699593762468e-05,3.263124354058178e-10
1890,6.403540360874363e-05,3.263124354058178e-10
1891,6.424520376770358e-05,3.263124354058178e-10
1892,6.44550403064516e-05,3.712555996753559e-10
1893,6.466495064419828e-05,3.8979033096480416e-10
1894,6.444815101401349e-05,3.2343800257120646e-10
1895,6.470904606560777e-05,1.8259215964607937e-10
1896,6.405205723629999e-05,1.564212648297314e-10
1897,6.361452636026246e-05,1.7499802004320283e-10
1898,6.292651804480036e-05,2.2911252656981114e-10
1899,6.260413595425365e-05,2.2059717544716965e-10
1900,6.248804805051935e-05,1.7447382824212606e-10
1901,6.244948339631915e-05,1.6456365635266123e-10
1902,6.23552878096234e-05,2.6392048070787514e-10
1903,6.330189613176376e-05,3.2767706008891244e-10
1904,6.37476020658921e-05,3.883690075883501e-10
1905,6.434532510216482e-05,3.9524195027951237e-10
1906,6.437163912258776e-05,3.5881413713261574e-10
1907,6.441676772997848e-05,4.02764658926001e-10
1908,6.458919129467436e-05,3.6849128510445846e-10
1909,6.50755807458024e-05,2.755252712490933e-10
1910,6.474372327959697e-05,2.3931647140175624e-10
1911,6.514178468413385e-05,2.4391536409699e-10
1912,6.550212544555376e-05,2.98240777312537e-10
1913,6.628594357087942e-05,3.411345333199327e-10
1914,6.675784970866516e-05,4.141159280570049e-10
1915,6.746239315751674e-05,5.416257085690188e-10
1916,6.728503961182599e-05,5.291155529591712e-10
1917,6.768630555598065e-05,5.155335077484352e-10
1918,6.780710100429133e-05,4.316659123402923e-10
1919,6.791497123361166e-05,3.7317603669904745e-10
1920,6.71412646105247e-05,3.3028228069165166e-10
1921,6.686296235004972e-05,2.9768518899908614e-10
1922,6.56971096759662e-05,1.7017540848707213e-10
1923,6.529630419598626e-05,2.0423043514286984e-10
1924,6.413743228352229e-05,2.391077613683734e-10
1925,6.348899790152376e-05,3.311284619516337e-10
1926,6.224586052537364e-05,3.8892029279630995e-10
1927,6.198290118066194e-05,4.11658671436602e-10
1928,6.14212554605079e-05,3.9575230790868584e-10
1929,6.173096491173575e-05,4.463239024397682e-10
1930,6.171076581397626e-05,3.9721701324982716e-10
1931,6.263199663538086e-05,3.483739527013593e-10
1932,6.248289979079605e-05,2.5635325211809905e-10
1933,6.287010182859376e-05,1.4173843448135008e-10
1934,6.265084864155921e-05,1.6393580540682454e-10
1935,6.290546454173247e-05,1.1772967719750734e-10
1936,6.251902492035047e-05,1.0903294735329995e-10
1937,6.231739566179126e-05,1.0903294735329995e-10
1938,6.150123798371559e-05,1.0903294735329995e-10
1939,6.10532151767984e-05,1.0903294735329995e-10
1940,6.0511771152960137e-05,1.0903294735329995e-10
1941,6.0145865843099144e-05,9.167576816729702e-11
1942,5.929738576274498e-05,6.945343506663854e-11
1943,5.919404897472954e-05,2.7578570379763587e-11
1944,5.88405470937557e-05,6.552121543736332e-11
1945,5.862347045747031e-05,8.429063597897063e-11
1946,5.833105699691389e-05,1.5048305260620002e-10
1947,5.810119234541032e-05,1.8359700466279756e-10
1948,5.814404461749031e-05,1.5601843428303397e-10
1949,5.8583415791092974e-05,2.0703692133710357e-10
1950,5.8148307289229706e-05,2.9163679606179574e-10
1951,5.786940372282905e-05,2.7024324940537273e-10
1952,5.796913683298044e-05,2.9852567540971416e-10
1953,5.834505593936358e-05,2.4802249539871267e-10
1954,5.8604201123151665e-05,2.439404551373465e-10
1955,5.8766701321084316e-05,2.584347071661013e-10
1956,5.877713868228186e-05,2.2088422559272758e-10
1957,5.929853952173809e-05,1.617718023031297e-10
1958,5.961902414648128e-05,1.4522270390195302e-10
1959,5.985460510211331e-05,1.6593449332834099e-10
1960,5.9841130548323106e-05,1.6083311765724417e-10
1961,5.9906581425041493e-05,1.655679135459387e-10
1962,5.9736237225089485e-05,1.5107366151718386e-10
1963,5.973304983594322e-05,1.5741336904597147e-10
1964,5.932604991747732e-05,1.4091922767578424e-10
1965,5.912584102978664e-05,1.4973430927695778e-10
1966,5.877857724304444e-05,8.197067330462104e-11
1967,5.8517624503500496e-05,8.022749131697537e-11
1968,5.820551554539374e-05,6.417386661754826e-11
1969,5.814286643206807e-05,7.31507523205848e-11
1970,5.7559513931794625e-05,1.1472960181097796e-10
1971,5.744713832557734e-05,1.1468719228270783e-10
1972,5.726983571158988e-05,1.232630009966635e-10
1973,5.710698418884671e-05,1.397711946182767e-10
1974,5.699340856933434e-05,1.6351652769903373e-10
1975,5.6811118806113624e-05,1.701319442469286e-10
1976,5.651578145001882e-05,1.6115505854389208e-10
1977,5.640300618584401e-05,2.4424389594157603e-10
1978,5.6064767185099686e-05,2.5161285257694187e-10
1979,5.576271619897203e-05,2.586050649416067e-10
1980,5.500765057929259e-05,3.0479149065731903e-10
1981,5.4492464447061396e-05,2.798312771977253e-10
1982,5.384301402955316e-05,2.8514875778056544e-10
1983,5.34111620384335e-05,3.221612857437098e-10
1984,5.285687127200488e-05,1.9238707254271807e-10
1985,5.240546618421961e-05,1.9776944070499473e-10
1986,5.1652300628899995e-05,1.9411200325685536e-10
1987,5.125263279686416e-05,1.381048514635465e-10
1988,5.0785424848852146e-05,1.4433787250729095e-10
1989,5.028690273840246e-05,1.1469189239205718e-10
1990,4.947587201188851e-05,7.767936442891278e-11
1991,4.873107796551527e-05,6.954744617506035e-11
1992,4.7804060678962355e-05,5.420756700656528e-11
1993,4.7279179333210255e-05,3.348190177491059e-11
1994,4.677172130738784e-05,2.6794434230893925e-11
1995,4.637942765839398e-05,2.570587740684844e-11
1996,4.6062331031342705e-05,3.200791665444339e-11
1997,4.572682363297125e-05,3.200791665444339e-11
1998,4.5430703072010404e-05,4.8549798110324765e-11
1999,4.539346108296221e-05,6.930367391078107e-11
2000,4.5020870207476295e-05,6.930367391078107e-11
2001,4.456434336524191e-05,7.437440395695129e-11
2002,4.3932048616365395e-05,6.160014115860361e-11
2003,4.3296732785945225e-05,6.56143765312819e-11
2004,4.293918807109419e-05,7.066092254965589e-11
2005,4.2593080641901384e-05,5.2518366144045054e-11
2006,4.1806634856454495e-05,3.0548716334344306e-11
2007,4.0903078375517256e-05,3.5915877414995274e-11
2008,3.981321008593243e-05,3.613622694726664e-11
2009,3.9051043651332816e-05,4.028490611532717e-11
2010,3.855022857481215e-05,3.815642370516173e-11
2011,3.7672795899977374e-05,4.703706843665691e-11
2012,3.676061636984481e-05,5.2748189992489285e-11
2013,3.641295396456761e-05,4.760161783594936e-11
2014,3.614064813258925e-05,4.2234456755298384e-11
2015,3.6122721212450415e-05,6.409673412073008e-11
2016,3.585043045209854e-05,7.872351233197326e-11
2017,3.5491199014359154e-05,8.22916734755097e-11
2018,3.547145461197942e-05,7.925194112079481e-11
2019,3.55875108652981e-05,8.037542506555972e-11
