ngram,research,reearch,researh,reserch
1932,7.647500232061637e-05,3.2765877312966397e-09,7.200858361969661e-10,3.820363565181546e-09
1933,7.739744510867499e-05,3.027121283797182e-09,6.978954596765468e-10,3.5935758813110397e-09
1934,7.83735210591528e-05,2.5228193819718368e-09,6.968134442469115e-10,3.7042922380286267e-09
1935,8.108619970568855e-05,2.715774525898139e-09,5.137504013478075e-10,5.211888016403472e-09
1936,8.345184012016813e-05,2.9646105253228986e-09,4.2484791280233177e-10,4.2023912762344045e-09
1937,8.604258722958289e-05,3.283926908181911e-09,3.9283554385617844e-10,3.805370399742206e-09
1938,8.689490433815601e-05,3.17704024992744e-09,4.2289776640875536e-10,3.9787368637839955e-09
1939,8.882169329029108e-05,3.324024389073088e-09,4.751873755592939e-10,3.9316934787235274e-09
1940,8.987134372416352e-05,3.894570031550058e-09,6.378252549137692e-10,3.880574734565252e-09
1941,9.306476567871869e-05,4.660694750770387e-09,6.031108965417634e-10,3.936792400008723e-09
1942,9.726830778942843e-05,5.289979819268962e-09,7.801529303527336e-10,2.5663282134301214e-09
1943,0.00010416409973653831,5.927603106771682e-09,1.1249538166082017e-09,2.7896316209411307e-09
1944,0.00011170074243896774,6.582323194440473e-09,1.3491385944927207e-09,2.967076330660591e-09
1945,0.00012037816070785214,7.2981785059766935e-09,1.5594574996415288e-09,3.281935707326917e-09
1946,0.00012845145309776335,8.016368077282517e-09,1.873583994298806e-09,2.7331172563244924e-09
1947,0.0001360568858217448,8.200959213309846e-09,1.873242299372484e-09,2.9664888006359594e-09
1948,0.00014127915450704416,8.688116321613798e-09,2.296885142400689e-09,3.415524498149937e-09
1949,0.00014411023169356798,9.07169837662179e-09,2.1826515832807606e-09,3.991844125092062e-09
1950,0.00014717774839872227,9.396429856423083e-09,2.045758007440668e-09,3.954043568756203e-09
1951,0.00015057749988045543,9.557856157320949e-09,1.9646217985780368e-09,4.236581054227275e-09
1952,0.0001547361462144181,9.752228167871278e-09,1.927852734594028e-09,3.977921008464185e-09
1953,0.00016033271302668645,1.0391252112741865e-08,1.7651779244636551e-09,4.255403680224796e-09
1954,0.0001670875769507672,1.1108675376395435e-08,1.7511195985317078e-09,4.480181337029876e-09
1955,0.00017537680313190713,1.1793973036284505e-08,1.5477104042815881e-09,4.380022725466606e-09
1956,0.0001861819702233853,1.2671337883724781e-08,1.7724437156069988e-09,4.63409098396182e-09
1957,0.00019556193105277738,1.3272780969535752e-08,1.7693423551686953e-09,5.061174939464357e-09
1958,0.00020309100468044302,1.3889982116869045e-08,2.0561200678567306e-09,5.303748392851812e-09
1959,0.00021113564434926957,1.502770517549022e-08,2.1916847067363474e-09,5.8691205546373175e-09
1960,0.00021737923920487186,1.5056683392141882e-08,2.40652280642755e-09,6.242681609742411e-09
1961,0.00022423507055334215,1.5647931712286274e-08,2.6390062199003037e-09,6.763303123895932e-09
1962,0.00023106592457874546,1.5749343162951845e-08,2.710475145915682e-09,7.121035634176971e-09
1963,0.00023360534188603715,1.5531675247513832e-08,2.9553269989942723e-09,7.2942566907231915e-09
1964,0.0002357952991068097,1.5165396430713178e-08,3.2632805981234826e-09,7.377950821713901e-09
1965,0.00023703188344370574,1.4918758672877175e-08,3.463327941893064e-09,7.716339947957555e-09
1966,0.0002376206185934799,1.4185123678852766e-08,3.493898852775195e-09,7.713509450216601e-09
1967,0.00023892667377367616,1.4048373258341534e-08,3.4171988413537034e-09,7.815119472200292e-09
1968,0.00023938611723549132,1.3633882594327978e-08,3.4186597045301627e-09,7.692011281891707e-09
1969,0.00023791746311222335,1.2738059622969494e-08,3.484736721404147e-09,7.687448582467077e-09
1970,0.0002396893292565697,1.2151029642788152e-08,3.3773657204250185e-09,7.409575112201797e-09
1971,0.00024135934238854264,1.2008157008429926e-08,3.168780793316728e-09,7.610483925597172e-09
1972,0.0002453484256485743,1.1530750576582705e-08,2.8208053353446464e-09,8.028387478629741e-09
1973,0.00025114866522406895,1.1624287818027109e-08,2.644743884212224e-09,8.623868730239792e-09
1974,0.0002555304984395791,1.0820721842362348e-08,3.0458858292701864e-09,1.0586406671921265e-08
1975,0.00026181357679888606,1.0335727956040891e-08,3.607889764722927e-09,1.1285624308093084e-08
1976,0.0002654519131673234,1.0373427323478218e-08,3.974486866604414e-09,1.2200920147214284e-08
1977,0.0002682211010583809,1.0153608493672955e-08,4.209486822607086e-09,1.4146888866710988e-08
1978,0.00026978968526236713,9.955946162725532e-09,4.405534984438678e-09,1.5300941719991508e-08
1979,0.0002715793463201927,1.0207038262218963e-08,5.068390818152579e-09,1.653357311377184e-08
1980,0.00026988531629155787,1.049224123456887e-08,5.681567153256342e-09,1.8157387212828065e-08
1981,0.0002696151038565274,1.0923465053126944e-08,5.669498775213404e-09,1.8753123244761938e-08
1982,0.0002686790955652084,1.0971778533327584e-08,5.441429719508863e-09,1.9863704205290234e-08
1983,0.00027206896421765644,1.1355336988166137e-08,5.683441653811119e-09,2.143697993720447e-08
1984,0.0002733951509331486,1.1184346528279678e-08,5.986176253104856e-09,2.2504711237404862e-08
1985,0.0002748325225963656,1.0827755200385321e-08,6.638465777086822e-09,2.3251588844784366e-08
1986,0.0002750757391498025,1.0631066693633784e-08,6.5693815466870225e-09,2.3950576125538906e-08
1987,0.00027749916937734397,9.877276647379013e-09,6.386004106470214e-09,2.4532927816218423e-08
1988,0.0002775888964866421,9.418806496646376e-09,6.321699862001294e-09,2.396477429199097e-08
1989,0.0002754382024120007,8.869308081622357e-09,6.267802657841262e-09,2.37729130349505e-08
1990,0.00027186421461270323,7.838991741441045e-09,5.838771053946954e-09,2.264232940823214e-08
1991,0.0002705878162357424,7.459340891001278e-09,5.458164206321012e-09,2.0336915136048058e-08
1992,0.0002684009710459837,7.126118488948967e-09,4.567319252960342e-09,1.887524270216545e-08
1993,0.0002640666976471299,6.33327498381472e-09,4.068571352837986e-09,1.725384990436396e-08
1994,0.00025938629031380903,5.522719297752181e-09,3.737065672788325e-09,1.4842562607546889e-08
1995,0.000256072249612771,5.048885373274256e-09,3.310551388580052e-09,1.2903414590782956e-08
1996,0.00025347020502002645,4.68548717285395e-09,2.824609625560827e-09,1.1270192271492111e-08
1997,0.0002495027209598837,4.451889840899932e-09,2.4564439212885046e-09,9.965257634953722e-09
1998,0.0002449861723497244,4.120814324691326e-09,2.1871829268351105e-09,8.979471325229075e-09
1999,0.00024260533142036626,3.7322643388547155e-09,2.1338654811385383e-09,8.084304083309592e-09
2000,0.0002425225019188864,3.3892893253855458e-09,1.926621084891167e-09,6.809033654369452e-09
2001,0.0002420652225347502,3.2746973386922816e-09,1.789196251473462e-09,6.164737799606103e-09
2002,0.00024235414873276438,3.1760868855558654e-09,1.6252520757780481e-09,5.5115496293873485e-09
2003,0.00024195366963145455,2.8175166802820885e-09,1.544532945985111e-09,5.032223653651207e-09
2004,0.0002418964951565223,2.4010344664863024e-09,1.5169997797619722e-09,4.453181030277571e-09
2005,0.00024055868353960768,2.1938281350283464e-09,1.2762913741732567e-09,4.0936649308471425e-09
2006,0.0002377506940060162,1.931188843760724e-09,1.082327751232372e-09,3.723613512767494e-09
2007,0.00023493704585624591,1.7642069709873048e-09,9.70715278000459e-10,3.376693464523279e-09
2008,0.00023028459067323377,1.459079087709877e-09,8.32701138201283e-10,3.1782631447287356e-09
2009,0.00022798932539964362,1.1772382989074158e-09,8.751715622043069e-10,3.1575528858240887e-09
2010,0.0002385472575302369,1.1122337495450552e-09,7.797074018180337e-10,3.099028208656104e-09
2011,0.00023618205990974924,9.783912648307437e-10,6.246736818292322e-10,3.014210087875264e-09
2012,0.00023762214238688882,7.723091927885101e-10,5.623095481307619e-10,2.913155780096385e-09
2013,0.00024112421046343764,7.191725627718273e-10,5.81429372901811e-10,2.657223028913945e-09
2014,0.00024032786313910037,5.901892798881076e-10,6.360114498552402e-10,2.4746215552897054e-09
2015,0.00023883863676538958,5.602574926805953e-10,6.439547704596902e-10,2.199219647661518e-09
2016,0.00023764572064724883,4.734189721792134e-10,5.343339818228035e-10,1.922676827272239e-09
2017,0.0002246609001304023,3.994833462870699e-10,5.42194039665489e-10,1.6795299410491775e-09
2018,0.0002254198247101158,3.5589225108600966e-10,5.921386436735787e-10,1.4629906841534534e-09
2019,0.00022241378610488027,3.7945205571404683e-10,6.84104800585672e-10,1.370845575943136e-09
