ngram,shape,shpe,sape,shapee
1734,1.0514733665851444e-05,0.0,9.059343802115499e-08,0.0
1735,1.0770707051830999e-05,0.0,7.114212406479834e-08,0.0
1736,1.0618752315037585e-05,0.0,8.130712205099502e-08,0.0
1737,1.0227211987512419e-05,0.0,8.82287502739538e-08,0.0
1738,1.0622939693608455e-05,0.0,1.0470419908870099e-07,0.0
1739,9.720624543011322e-06,0.0,1.049075082042756e-07,0.0
1740,1.0042718323737582e-05,0.0,1.062950357574469e-07,0.0
1741,9.90197427849385e-06,0.0,8.720734762895127e-08,0.0
1742,1.0638134751518788e-05,0.0,8.711779386771923e-08,0.0
1743,1.0889577164821926e-05,0.0,8.021221274491706e-08,0.0
1744,1.163250843611812e-05,0.0,1.0007494769378614e-07,0.0
1745,1.3609608296454618e-05,0.0,8.99110749027646e-08,0.0
1746,1.4520910034272155e-05,0.0,1.0336115049572722e-07,0.0
1747,1.561878122759351e-05,0.0,9.75359221959999e-08,0.0
1748,1.5664857788319102e-05,0.0,1.2569026962085316e-07,0.0
1749,1.496593813499203e-05,0.0,1.4904457959882427e-07,0.0
1750,1.6101487874818433e-05,0.0,1.658030375852247e-07,0.0
1751,1.598853616867148e-05,0.0,1.5686436733679849e-07,0.0
1752,1.4999265788771612e-05,0.0,1.6224856226797003e-07,0.0
1753,1.695580301332354e-05,0.0,1.6245406340788448e-07,0.0
1754,1.790768536531167e-05,0.0,1.5000152510578702e-07,0.0
1755,1.870951018645428e-05,0.0,1.2923101496856555e-07,0.0
1756,1.954000435944181e-05,0.0,1.1467668592501923e-07,0.0
1757,2.04148304224613e-05,0.0,1.1264782046842875e-07,0.0
1758,1.999824014222083e-05,0.0,1.0101729713036483e-07,0.0
1759,1.9403042642807122e-05,0.0,9.97579108842826e-08,0.0
1760,1.8000985879293046e-05,0.0,9.294733643067892e-08,0.0
1761,1.7759342491834624e-05,0.0,8.876326772013141e-08,0.0
1762,1.8125961625108694e-05,0.0,8.55922210567834e-08,0.0
1763,1.8147725053755232e-05,0.0,8.744691421774015e-08,0.0
1764,1.8217983259611564e-05,2.810679688991513e-09,7.151796716747022e-08,0.0
1765,1.9931426192800116e-05,2.810679688991513e-09,8.003983964499639e-08,0.0
1766,2.110880996042397e-05,2.810679688991513e-09,9.6811872042833e-08,0.0
1767,2.16602321805632e-05,5.7551819817750325e-09,8.350503679009438e-08,0.0
1768,2.2007381370972974e-05,8.437394529080069e-09,9.691609952661955e-08,0.0
1769,2.194529536479552e-05,8.437394529080069e-09,9.605190496943448e-08,0.0
1770,2.3550190235255286e-05,8.437394529080069e-09,8.76686233449878e-08,0.0
1771,2.388057639888887e-05,5.6267148400885554e-09,7.923658427801326e-08,0.0
1772,2.38713658161162e-05,5.6267148400885554e-09,6.449954221514937e-08,0.0
1773,2.4702590183421436e-05,5.6267148400885554e-09,5.026707888029185e-08,0.0
1774,2.5004121458290945e-05,2.682212547305036e-09,5.8284468553080974e-08,0.0
1775,2.5216006179107353e-05,0.0,4.7762094977445354e-08,0.0
1776,2.643884311380264e-05,0.0,4.066790586827145e-08,0.0
1777,2.5394983822479844e-05,0.0,3.201914111627957e-08,0.0
1778,2.451405219159954e-05,0.0,4.0362572458921675e-08,0.0
1779,2.3736960429232568e-05,0.0,4.548594390030303e-08,0.0
1780,2.304947364401804e-05,0.0,3.4859130439355927e-08,0.0
1781,2.4169543913948083e-05,0.0,3.4491808266677385e-08,0.0
1782,2.4585357095929794e-05,0.0,4.023565303157284e-08,0.0
1783,2.3599291775358972e-05,0.0,3.862234189609483e-08,0.0
1784,2.39033459885312e-05,1.664472115692206e-09,4.195128612747924e-08,0.0
1785,2.44649904094071e-05,1.664472115692206e-09,4.0080344376747234e-08,0.0
1786,2.405556629777753e-05,1.664472115692206e-09,4.1657464525509824e-08,0.0
1787,2.4593202657082918e-05,1.664472115692206e-09,4.059746583351398e-08,0.0
1788,2.4159104473905506e-05,1.664472115692206e-09,3.8173606624931315e-08,0.0
1789,2.385713638172352e-05,1.664472115692206e-09,3.4194611967361e-08,0.0
1790,2.4226509724810186e-05,1.664472115692206e-09,3.0985359928641694e-08,0.0
1791,2.4884320217617123e-05,1.0859662375699892e-09,2.982834817239726e-08,0.0
1792,2.5337993845044237e-05,1.0859662375699892e-09,2.879716896688121e-08,0.0
1793,2.6812895677202115e-05,1.0859662375699892e-09,2.7026787791888703e-08,0.0
1794,2.7583663073268587e-05,1.0859662375699892e-09,3.4719516404736946e-08,0.0
1795,2.852833988851801e-05,1.0859662375699892e-09,3.405966886305123e-08,0.0
1796,2.899291627857435e-05,1.0859662375699892e-09,3.6991422496563634e-08,0.0
1797,3.007739412298958e-05,1.6528898884514221e-09,4.728304478110853e-08,0.0
1798,3.1347773464014086e-05,5.66923650881433e-10,5.2633649058212284e-08,0.0
1799,3.223189248404067e-05,5.66923650881433e-10,5.800619108851736e-08,0.0
1800,3.295713993013903e-05,1.3902514695018908e-09,6.295601500434194e-08,0.0
1801,3.2989067871572585e-05,1.3902514695018908e-09,7.347644372300368e-08,0.0
1802,3.3432626878493465e-05,1.3902514695018908e-09,7.976325276461336e-08,0.0
1803,3.421586370677687e-05,1.7412514287583137e-09,8.762195845081675e-08,0.0
1804,3.473133412106628e-05,1.1743277778768807e-09,8.621889335813648e-08,0.0
1805,3.442760030988471e-05,1.1743277778768807e-09,8.856410208376733e-08,0.0
1806,3.552729893791755e-05,1.4328778798398746e-09,8.938500428712359e-08,0.0
1807,3.650956984659258e-05,6.095500612194168e-10,9.059379481511445e-08,0.0
1808,3.671165385250268e-05,6.095500612194168e-10,9.345099881232142e-08,0.0
1809,3.6532041121972725e-05,6.095500612194168e-10,9.327239273001656e-08,0.0
1810,3.6874330232551855e-05,2.5855010196299387e-10,8.981496486220359e-08,0.0
1811,3.586017971559029e-05,2.5855010196299387e-10,8.745598734094528e-08,0.0
1812,3.6383729041387725e-05,2.5855010196299387e-10,8.952365452127456e-08,0.0
1813,3.491991706791201e-05,0.0,9.127347867986049e-08,0.0
1814,3.47800185928853e-05,0.0,9.334911611956289e-08,0.0
1815,3.577117292609598e-05,0.0,8.277119637308975e-08,0.0
1816,3.7036498854701805e-05,0.0,8.788096802650866e-08,0.0
1817,3.7176555321951e-05,1.7134757105249524e-10,8.651794709229372e-08,0.0
1818,3.851860830244342e-05,3.5038243734979753e-10,8.831108796617368e-08,0.0
1819,3.911562089342624e-05,8.012747766881847e-10,8.524322428879064e-08,0.0
1820,4.0419045814944964e-05,8.012747766881847e-10,8.261862153143998e-08,0.0
1821,4.069150184347693e-05,8.012747766881847e-10,7.639618918428173e-08,0.0
1822,4.0626048887913513e-05,8.012747766881847e-10,7.0353975343908e-08,0.0
1823,4.0083346643119254e-05,1.0822003134894738e-09,6.53852728151248e-08,0.0
1824,4.0203398384619504e-05,9.108527424369786e-10,6.602780443034004e-08,0.0
1825,3.967746150530209e-05,7.318178761396763e-10,6.857162050875689e-08,0.0
1826,3.946087911442321e-05,3.9942377976538117e-10,6.657696971501537e-08,1.1849824296409191e-10
1827,3.9487710247548034e-05,3.9942377976538117e-10,6.135923566067244e-08,1.1849824296409191e-10
1828,3.954268582414703e-05,3.9942377976538117e-10,6.533990770662967e-08,1.1849824296409191e-10
1829,3.91956148502816e-05,3.9942377976538117e-10,6.367644646486172e-08,1.1849824296409191e-10
1830,3.9544605117823395e-05,1.1849824296409191e-10,6.010395888925554e-08,1.1849824296409191e-10
1831,3.9910908006796877e-05,1.1849824296409191e-10,5.2460769189061855e-08,1.1849824296409191e-10
1832,4.0469387126254984e-05,1.1849824296409191e-10,4.4240149575460105e-08,2.0364770187646693e-10
1833,4.053317076925721e-05,2.4743478694538064e-10,4.256338189837347e-08,8.5149458912375e-11
1834,4.0352479118155316e-05,3.3049498058902923e-10,4.225393190893101e-08,8.5149458912375e-11
1835,4.074325001316278e-05,4.1427838144108316e-10,3.9877236497026e-08,1.6893285976442892e-10
1836,4.134718411868172e-05,4.893395609352678e-10,4.6685199706075764e-08,3.9411639824698293e-10
1837,4.13155227891236e-05,4.893395609352678e-10,4.5482484318475665e-08,5.489992191013268e-10
1838,4.121448312486921e-05,5.656653082449939e-10,5.323212854640198e-08,6.253249664110529e-10
1839,4.1591268589919696e-05,6.414467449264042e-10,5.5228717091690016e-08,5.401755074986778e-10
1840,4.283445637806186e-05,3.940119579810235e-10,5.9254074155238156e-08,5.401755074986778e-10
1841,4.284865021223335e-05,4.509069863521477e-10,6.311837198934103e-08,6.101531185060643e-10
1842,4.272990866281491e-05,3.671235855000938e-10,6.606658331520521e-08,5.263697176540103e-10
1843,4.260736906352187e-05,2.9206240600590915e-10,6.357625181863114e-08,3.0118617917145636e-10
1844,4.2757084364503885e-05,2.9206240600590915e-10,6.541619918769876e-08,1.463033583171125e-10
1845,4.289401424882401e-05,2.15736658696183e-10,6.719119990553476e-08,6.997761100738638e-11
1846,4.2943569237000444e-05,2.0517572165066967e-10,6.823457760723223e-08,6.997761100738638e-11
1847,4.1912125847634994e-05,2.0517572165066967e-10,6.864935895935429e-08,6.997761100738638e-11
1848,4.300273784403024e-05,6.52204996358969e-11,6.343509412991872e-08,5.4687675023399966e-11
1849,4.35527233223963e-05,1.1896003626610252e-10,5.7099971734991025e-08,5.4687675023399966e-11
1850,4.4196624263089947e-05,8.784785795626756e-10,5.4497760716896796e-08,5.4687675023399966e-11
1851,4.457763134269044e-05,1.3891931295782557e-09,5.1260242780618425e-08,5.4687675023399966e-11
1852,4.486794361063013e-05,1.3891931295782557e-09,4.650592672866034e-08,1.0524924582660284e-10
1853,4.5060533011564985e-05,1.3722319709102188e-09,4.2814025848412843e-08,2.0176792776232284e-10
1854,4.563026751774097e-05,1.3722319709102188e-09,4.050052661495686e-08,2.0176792776232284e-10
1855,4.553032132597374e-05,1.4247337198902699e-09,4.0397827559347984e-08,1.4708025273892288e-10
1856,4.553155927819067e-05,1.5200906010117065e-09,4.125238715703615e-08,1.4708025273892288e-10
1857,4.571422115467223e-05,8.568405112414317e-10,4.3499473991102736e-08,1.4708025273892288e-10
1858,4.634906300842496e-05,3.461259612258516e-10,4.415613779380172e-08,1.4708025273892288e-10
1859,4.6973011714206745e-05,4.070553497445165e-10,4.1733997083578545e-08,9.651868193572e-11
1860,4.7377906282365855e-05,3.587960087766565e-10,3.990219634074167e-08,6.099520888369625e-11
1861,4.730831798432129e-05,3.587960087766565e-10,3.585565419176159e-08,6.099520888369625e-11
1862,4.7693169368098355e-05,3.620125310632716e-10,3.6532990220296465e-08,6.099520888369625e-11
1863,4.801586276568871e-05,2.6065399442006966e-10,3.553191265025037e-08,6.099520888369625e-11
1864,4.855044867976436e-05,2.1148066234718702e-10,2.975406283261301e-08,1.5518545179052775e-10
1865,4.841953913065871e-05,3.8838686631871763e-10,2.777153110652567e-08,1.5518545179052775e-10
1866,4.844456062918263e-05,3.716970977039681e-10,2.6091694392351072e-08,1.5518545179052775e-10
1867,4.8786728647038604e-05,4.1490955512582927e-10,2.503486510160461e-08,9.41902429068315e-11
1868,4.907161980684448e-05,5.941563471382036e-10,2.529876168872696e-08,9.41902429068315e-11
1869,4.952430390403606e-05,5.780239620278849e-10,2.3928998972775972e-08,1.3377612906317893e-10
1870,5.023175877535583e-05,5.725225412803578e-10,2.1577418455162193e-08,1.3377612906317893e-10
1871,5.0605377119999116e-05,5.25427419826942e-10,2.1670264313148176e-08,3.958588615634742e-11
1872,5.114057265538057e-05,3.894729261322283e-10,2.1834168251189112e-08,3.958588615634742e-11
1873,5.1814507709683054e-05,3.452333062283129e-10,1.992245911099287e-08,1.1760339131099736e-10
1874,5.1713284587354534e-05,3.0202084880645176e-10,1.9767782077906304e-08,1.1760339131099736e-10
1875,5.239901552808338e-05,1.2277405679407749e-10,1.9396745289311313e-08,1.5771842165612782e-10
1876,5.243306493087273e-05,1.215201550497369e-10,1.937560486656561e-08,1.1813253549978039e-10
1877,5.253638716697294e-05,7.928369468882376e-11,1.9126373120213558e-08,2.229875490605033e-10
1878,5.2471610875467635e-05,7.928369468882376e-11,1.8442087983722947e-08,2.229875490605033e-10
1879,5.2787900910646256e-05,3.833198441200685e-11,1.761464244306613e-08,2.229875490605033e-10
1880,5.2728355512954295e-05,7.121866786784028e-11,1.7504289573366805e-08,1.4497004390585337e-10
1881,5.322878704256644e-05,1.0278426324347326e-10,1.662795513977601e-08,1.4497004390585337e-10
1882,5.315075603513313e-05,1.3519384223226183e-10,1.5662719121678492e-08,1.3726459254951148e-10
1883,5.296773036077086e-05,1.6110711376082776e-10,1.478049911034824e-08,1.3726459254951148e-10
1884,5.2512484606787826e-05,1.6110711376082776e-10,1.471817360051578e-08,3.240957898878857e-11
1885,5.245681209739165e-05,2.77200225075523e-10,1.4906536830291576e-08,3.240957898878857e-11
1886,5.203545827368673e-05,3.3237745690671364e-10,1.3356631737134909e-08,1.1517542871811567e-10
1887,5.2082622590075645e-05,5.205625216600903e-10,1.349160592768937e-08,1.704433657704182e-10
1888,5.174095401473876e-05,5.159997687068493e-10,1.3749893160560792e-08,1.704433657704182e-10
1889,5.1779781123124326e-05,4.835901897180608e-10,1.2619048536269669e-08,1.642046815979776e-10
1890,5.180792140890844e-05,4.69936314068902e-10,1.2205407985886398e-08,1.642046815979776e-10
1891,5.2069680740325044e-05,5.211464176868574e-10,1.1213135943575838e-08,1.642046815979776e-10
