ngram,condition,conditon,condtion,condiion
1692,9.598906555246296e-05,4.7336089080220386e-08,2.446605305652026e-08,0.0
1693,9.057672182929568e-05,4.7336089080220386e-08,2.446605305652026e-08,0.0
1694,8.863540175038256e-05,4.7336089080220386e-08,2.446605305652026e-08,0.0
1695,8.565139848672385e-05,4.7336089080220386e-08,2.446605305652026e-08,0.0
1696,8.635879515038271e-05,4.7336089080220386e-08,2.446605305652026e-08,0.0
1697,8.755983019779836e-05,4.7336089080220386e-08,2.446605305652026e-08,0.0
1698,8.700111253087275e-05,4.7336089080220386e-08,0.0,0.0
1699,8.212523971451446e-05,0.0,0.0,0.0
1700,8.342698440953557e-05,0.0,0.0,0.0
1701,8.028496605610209e-05,0.0,0.0,0.0
1702,7.580364139617554e-05,0.0,0.0,0.0
1703,6.900072029176434e-05,0.0,0.0,0.0
1704,6.966095835585813e-05,0.0,0.0,0.0
1705,6.411446416417934e-05,0.0,0.0,0.0
1706,5.9829872563048934e-05,0.0,0.0,0.0
1707,5.186197501773547e-05,0.0,0.0,0.0
1708,4.686346021896627e-05,9.645867342961928e-09,0.0,0.0
1709,4.774075153233882e-05,9.645867342961928e-09,0.0,0.0
1710,4.656155683083593e-05,9.645867342961928e-09,0.0,0.0
1711,3.696804352720002e-05,9.645867342961928e-09,0.0,0.0
1712,3.307715944954127e-05,9.645867342961928e-09,0.0,0.0
1713,3.379741948655075e-05,9.645867342961928e-09,0.0,0.0
1714,4.0519667891203426e-05,9.645867342961928e-09,0.0,0.0
1715,4.02613194247741e-05,0.0,0.0,0.0
1716,3.7979956947050854e-05,0.0,0.0,0.0
1717,3.784850429968044e-05,0.0,0.0,0.0
1718,4.1979649592706535e-05,0.0,0.0,0.0
1719,4.16943450025948e-05,0.0,0.0,0.0
1720,4.0037474848629374e-05,0.0,0.0,0.0
1721,3.496851007054959e-05,0.0,0.0,0.0
1722,3.7132734827797064e-05,0.0,0.0,0.0
1723,3.798037245620175e-05,0.0,0.0,0.0
1724,3.8150336227512783e-05,0.0,0.0,0.0
1725,3.8153286628325335e-05,0.0,0.0,0.0
1726,3.9847567677497864e-05,1.2774996045144299e-08,0.0,0.0
1727,4.1058354586961544e-05,1.9617711899400092e-08,0.0,0.0
1728,4.217498488807385e-05,1.9617711899400092e-08,0.0,0.0
1729,4.296820562948207e-05,2.5989688623440088e-08,0.0,0.0
1730,4.1363337784007725e-05,2.5989688623440088e-08,0.0,0.0
1731,4.183442277800558e-05,2.5989688623440088e-08,0.0,0.0
1732,4.1247549753669386e-05,2.5989688623440088e-08,0.0,0.0
1733,4.8291143424908766e-05,2.7264231761137125e-08,0.0,0.0
1734,5.0805311600145486e-05,2.0421515906881334e-08,0.0,0.0
1735,5.033419542347214e-05,2.0421515906881334e-08,0.0,0.0
1736,5.283495037084711e-05,1.4049539182841336e-08,0.0,0.0
1737,5.488124380852761e-05,1.4049539182841336e-08,0.0,0.0
1738,6.0342105695911285e-05,1.4049539182841336e-08,0.0,0.0
1739,6.461060547735542e-05,1.4049539182841336e-08,0.0,0.0
1740,5.808622362175291e-05,7.48727860663426e-09,0.0,0.0
1741,5.7540833950042725e-05,7.48727860663426e-09,0.0,0.0
1742,5.989216359531773e-05,7.48727860663426e-09,0.0,0.0
1743,5.582156518357806e-05,7.48727860663426e-09,9.631393587434495e-09,0.0
1744,5.829788850470712e-05,7.48727860663426e-09,9.631393587434495e-09,0.0
1745,6.0650707642448e-05,7.48727860663426e-09,9.631393587434495e-09,0.0
1746,5.768903845039729e-05,7.48727860663426e-09,9.631393587434495e-09,0.0
1747,6.169541198427655e-05,4.159151753161236e-09,9.631393587434495e-09,0.0
1748,6.41994114890362e-05,4.159151753161236e-09,9.631393587434495e-09,0.0
1749,6.831853586066115e-05,1.4069712506170617e-08,9.631393587434495e-09,0.0
1750,7.291594270749815e-05,1.4069712506170617e-08,0.0,0.0
1751,7.724598149902054e-05,1.7638851141604002e-08,0.0,0.0
1752,7.609443543645154e-05,1.7638851141604002e-08,3.898590149122226e-09,0.0
1753,7.966218254296109e-05,1.7638851141604002e-08,3.898590149122226e-09,0.0
1754,9.00516492298006e-05,1.766376809899027e-08,3.898590149122226e-09,0.0
1755,9.753153634457184e-05,2.537038363519579e-08,3.898590149122226e-09,0.0
1756,0.00010310802463209257,1.8495293423776664e-08,3.898590149122226e-09,0.0
1757,0.00011077080333572147,3.0675786482398896e-08,3.898590149122226e-09,0.0
1758,0.00011593028882219057,3.021423263963438e-08,3.898590149122226e-09,0.0
1759,0.00011884055649196463,3.3693027542572706e-08,0.0,0.0
1760,0.0001234772290834891,3.3693027542572706e-08,0.0,0.0
1761,0.00011767391177792368,3.228452629043334e-08,2.7755674584081393e-09,0.0
1762,0.00011385605570727162,3.262565684281071e-08,2.7755674584081393e-09,0.0
1763,0.00011064119670274002,2.9590186301220456e-08,2.7755674584081393e-09,0.0
1764,0.00010816460625002427,1.7409693242598223e-08,5.5862471473996524e-09,0.0
1765,0.00010649075660954363,1.4302108449929359e-08,5.5862471473996524e-09,0.0
1766,0.00010615774434492258,1.4224365685322482e-08,5.5862471473996524e-09,0.0
1767,0.00010587190627120435,1.4224365685322482e-08,8.530749440183172e-09,0.0
1768,0.00010835764468148617,1.4131010774219379e-08,5.7551819817750325e-09,0.0
1769,0.00011612292603656118,1.2175783936640983e-08,5.7551819817750325e-09,3.046259625502249e-09
1770,0.00011766350819795792,2.0824548688632864e-08,5.7551819817750325e-09,5.929181209499543e-09
1771,0.00011865643006915758,2.3457192505864962e-08,2.9445022927835194e-09,5.929181209499543e-09
1772,0.00011798651394201443,2.3457192505864962e-08,2.9445022927835194e-09,5.929181209499543e-09
1773,0.00011779838470309707,2.005614036753351e-08,2.9445022927835194e-09,8.524372065364462e-09
1774,0.00011992890878380942,2.272860350720813e-08,0.0,8.524372065364462e-09
1775,0.0001201695267809555,2.0046390959903093e-08,2.8886891608895635e-09,8.524372065364462e-09
1776,0.00011321330280874722,1.666624121250087e-08,2.8886891608895635e-09,5.478112439862213e-09
1777,0.0001121714709110425,1.0935526769831735e-08,2.8886891608895635e-09,2.5951908558649197e-09
1778,0.00011200039443792775,8.302882952599638e-09,2.8886891608895635e-09,2.5951908558649197e-09
1779,0.00011200130601147456,8.302882952599638e-09,2.8886891608895635e-09,2.5951908558649197e-09
1780,0.00011376495344198443,1.3001163574293578e-08,1.2285250404277446e-08,0.0
1781,0.00011096628129182915,1.2241217309646605e-08,1.419776727930509e-08,0.0
1782,0.00011147088662255555,1.439935079109286e-08,1.1309078118415528e-08,0.0
1783,0.00011077126068162865,1.1686981287490589e-08,1.1309078118415528e-08,2.174599040521181e-09
1784,0.00011142476640608428,8.76893097816784e-09,1.2973550234107734e-08,2.174599040521181e-09
1785,0.00010916169516609184,1.847766511226772e-08,1.2973550234107734e-08,2.174599040521181e-09
1786,0.00010565646412682586,2.3838058384382877e-08,1.2973550234107734e-08,2.174599040521181e-09
1787,0.00010519576608203351,1.9139777762688936e-08,3.5769889907198505e-09,2.174599040521181e-09
1788,0.00010917873130113418,1.8533812960543272e-08,1.664472115692206e-09,2.174599040521181e-09
1789,0.00011847024455034574,2.102921874731172e-08,1.664472115692206e-09,3.337983857574857e-09
1790,0.0001222259597852826,2.4343764083921216e-08,4.979017452301702e-09,2.2682332202959644e-09
1791,0.00012369250699911,2.6515696559061197e-08,4.400511574179486e-09,2.2682332202959644e-09
1792,0.00012363365489623642,1.898348652876588e-08,4.400511574179486e-09,3.356495272198247e-09
1793,0.00012414211128738577,1.559513749884088e-08,5.386533695274563e-09,4.342517393293324e-09
1794,0.0001228647805484278,1.7591108633244597e-08,5.386533695274563e-09,4.342517393293324e-09
1795,0.00012011482924987962,1.8111100809546443e-08,6.299805819866476e-09,7.082333640186432e-09
1796,0.00010828329790716193,1.630204631603809e-08,8.196129045298254e-09,5.918948823132755e-09
1797,0.0001076584604951287,1.582211936071839e-08,6.582354661333056e-09,4.814100419890468e-09
1798,0.00010584049284391637,1.654347021278519e-08,6.653701780022305e-09,4.814100419890468e-09
1799,0.00010654409249712314,1.737079394611588e-08,6.653701780022305e-09,3.725838367988185e-09
1800,0.00010595292717750584,1.7457069187035553e-08,6.079343568237456e-09,3.151480156203336e-09
1801,0.00010609963646857068,1.6389778994303176e-08,7.008024509908799e-09,3.615820627039008e-09
1802,0.00010493187853301476,1.586561517084663e-08,7.397132811044165e-09,1.3101311781481074e-09
1803,0.00010519364877836779,1.5829130070191662e-08,6.904809422638079e-09,2.0121310966609532e-09
1804,0.00010363603463961876,1.574020970705549e-08,6.42434867208814e-09,2.3172086471845432e-09
1805,0.0001053524184888894,1.4924346393639454e-08,6.04606783686076e-09,2.3172086471845432e-09
1806,0.00010473852099884036,1.3730349238524501e-08,8.631568919932014e-09,2.5757587491475373e-09
1807,0.000106113197814141,1.2927357153001497e-08,1.0521338467128771e-08,3.000979750414753e-09
1808,0.00010693877889674955,1.3410855283422864e-08,1.0769473503456441e-08,3.007365658090423e-09
1809,0.00010768789278310058,1.355587337619519e-08,1.0914491596228767e-08,2.9350884897131178e-09
1810,0.00010798690345836803,1.2055499582735202e-08,1.0164304699498774e-08,2.4510262232522807e-09
1811,0.0001089300453064165,9.309801564581579e-09,9.178378438231708e-09,2.3803326135559846e-09
1812,0.00010724269564629399,1.0574297247347074e-08,9.115470727445135e-09,3.3351656515888196e-09
1813,0.00010937533079413697,1.206209646450621e-08,8.275784311808008e-09,3.2705949535939892e-09
1814,0.0001116158943789612,1.185155973359997e-08,6.8101834013337535e-09,2.6426681795247273e-09
1815,0.00011149465197896851,1.2950209793416434e-08,6.599071003928916e-09,2.365082510788089e-09
1816,0.00011083166776058664,1.3784883964465929e-08,6.863226939149822e-09,2.5737510535504627e-09
1817,0.00011287081101077742,1.658959978913442e-08,8.094237216990256e-09,2.698508543603444e-09
1818,0.0001111133283952118,1.83799484838281e-08,8.396957859194539e-09,3.0012291858077286e-09
1819,0.00011166346874753279,1.759308939800316e-08,9.334104854121148e-09,2.1966935889342463e-09
1820,0.00011250195010299129,1.621159968172898e-08,8.472671770525558e-09,2.1501111208926157e-09
1821,0.00011394765065883153,1.6966568594511955e-08,9.050936000676302e-09,2.326815755943861e-09
1822,0.00011560450366232544,1.5828197419409662e-08,9.707228164147961e-09,2.258443947728799e-09
1823,0.00012051726766263268,1.6214917408774454e-08,9.11937585763261e-09,2.2497768489441026e-09
1824,0.00012258169902322282,1.3846135920354235e-08,8.57575280629622e-09,2.309441756879035e-09
1825,0.000127160973663974,1.5854291340084662e-08,1.0064517092749675e-08,2.405421171771037e-09
1826,0.00013018112388506,1.685418204999678e-08,1.125520324559862e-08,3.0846114472206564e-09
1827,0.00013340258322257017,1.8388851838072436e-08,1.3298798760631923e-08,3.0417851174365953e-09
1828,0.00013479247198639705,1.835436120550022e-08,1.3539641661809907e-08,2.9871102813494588e-09
1829,0.00013840961868741682,2.049561726685007e-08,1.437724567970073e-08,3.4245356074689782e-09
1830,0.0001389122917316854,1.9447001850128994e-08,1.5254938899391035e-08,3.3392072281860206e-09
1831,0.00014091931682612215,1.9654229482008693e-08,1.632899986654073e-08,4.7018457381499596e-09
1832,0.0001426613494654053,1.7388415659727992e-08,1.6687315783160883e-08,4.494509050648585e-09
1833,0.00014614876168447414,1.6390294454993182e-08,1.747240130356431e-08,4.407325710736083e-09
1834,0.0001467758182635797,1.6344932391681207e-08,1.6620929014063028e-08,4.801116266455503e-09
1835,0.00014818671583530625,1.8517483165883926e-08,1.680922410786577e-08,5.9782295304598526e-09
1836,0.00014822675023294453,1.695535978285534e-08,1.5775786772158947e-08,6.016524738734168e-09
1837,0.00014940648647357842,2.021399124276156e-08,1.4858571135383564e-08,6.082091909474587e-09
1838,0.00015087129681238106,2.200316513117124e-08,1.412247639466711e-08,5.6909567851854655e-09
1839,0.00015224047196430286,2.342595095683464e-08,1.2799231706241341e-08,6.023023857437693e-09
1840,0.00015216763131320477,2.2078500297847573e-08,1.0455149698377194e-08,5.809821259004723e-09
1841,0.00015337345290130803,2.2171912813665325e-08,1.0268040449647385e-08,6.221169040238854e-09
1842,0.00015555829824214534,2.1822203980345226e-08,9.945191654330593e-09,5.077960464814981e-09
1843,0.00015759506537246386,2.3346063368226818e-08,1.0158392412965408e-08,4.8709182084597356e-09
1844,0.0001598960453910487,2.0804654760857895e-08,1.107769844109287e-08,4.796308334625061e-09
1845,0.00016131653683260083,2.073532507600768e-08,1.100026235180605e-08,4.089832567848768e-09
1846,0.0001637395700007411,2.0258227857133145e-08,1.1178511703592773e-08,3.919002677932326e-09
1847,0.00016556403508210287,2.141246545152496e-08,1.0923843163368474e-08,4.117166512480302e-09
1848,0.0001665022282395512,1.9718278311740634e-08,9.800075037194996e-09,3.863709637944421e-09
1849,0.00016710094808201705,1.9569497768299826e-08,8.97830305340059e-09,3.8749937544427635e-09
1850,0.0001672753839687045,1.9511881126683354e-08,8.098458411812511e-09,4.146125316089362e-09
1851,0.0001666302767781807,2.0099482459353827e-08,6.977115964344551e-09,4.189359874879577e-09
1852,0.00016748504172677973,1.845131323920311e-08,6.5383017730117186e-09,4.027587913973158e-09
1853,0.0001683332001058651,1.742071452172565e-08,6.071261779031342e-09,3.971456179791793e-09
1854,0.0001680729099981753,1.717817964065814e-08,5.69749301705867e-09,3.5977035953546223e-09
1855,0.0001701562328629994,1.873359829167904e-08,5.98190056219242e-09,3.676476012515195e-09
1856,0.0001711802968722103,1.6785232124862304e-08,5.929371025916095e-09,3.648190892237478e-09
1857,0.00017273807316087186,1.5437170526005113e-08,6.421342315020086e-09,3.320551738334692e-09
1858,0.0001749618032980444,1.40674638921772e-08,6.230441178851314e-09,3.328268803416888e-09
1859,0.00017494429942286973,1.539611752373763e-08,6.103324702775938e-09,3.1882294264968483e-09
1860,0.0001755862550843241,1.6449140969955678e-08,6.551079424964103e-09,2.962352712338705e-09
1861,0.0001782686366433544,1.641806995118194e-08,6.8548288315436625e-09,3.2866798171937717e-09
1862,0.0001788415788074157,1.6066744633137986e-08,6.8077227664632895e-09,2.997401501606386e-09
1863,0.00018095806548704525,1.7535528965392392e-08,7.06865803985173e-09,3.126888684487231e-09
1864,0.00018143105886078307,1.838565464952678e-08,6.806165789693555e-09,4.391183290002638e-09
1865,0.00018212991043193533,2.0324257324741017e-08,6.99945466666106e-09,4.49192337294489e-09
1866,0.00018297639118307934,1.9715997215793583e-08,6.583009692917585e-09,4.568743256732384e-09
1867,0.00018383302917105278,2.05857652194449e-08,6.097717315205793e-09,4.6958917706721846e-09
1868,0.0001836295102423589,2.0825966475155966e-08,6.571418076362079e-09,4.555792029340264e-09
1869,0.00018462726854652698,1.9836060032624962e-08,7.1123387814152144e-09,4.585076477222774e-09
1870,0.0001844743112867166,2.0001809605422035e-08,6.8811024180247065e-09,4.6567716666905716e-09
1871,0.00018610642499489977,2.3087169128846848e-08,6.82535425003802e-09,3.867058736720505e-09
1872,0.0001868777201577489,2.2541794843432073e-08,6.391292003574531e-09,3.862162716623223e-09
1873,0.00018890757097064385,2.3270717543409447e-08,6.591121172659444e-09,3.965889014015797e-09
1874,0.00019031914000931595,2.3238366025119765e-08,6.532101526346423e-09,4.288838046611383e-09
1875,0.0001919842470670119,2.427782026208953e-08,5.699852653354551e-09,4.392938140236018e-09
1876,0.00019308781442565044,2.505717487468116e-08,4.462658909076822e-09,4.416223323541349e-09
1877,0.0001940772427977728,2.5461795719447115e-08,4.136392276318393e-09,4.3564727381095736e-09
1878,0.000195373290417982,2.199651381675137e-08,4.0014207502991894e-09,4.198087940768655e-09
1879,0.000197069496997366,2.2434630661142104e-08,4.074659149771216e-09,4.4915714005254264e-09
1880,0.00019825890194624662,2.2481726702494598e-08,3.880322285709781e-09,4.734729275313043e-09
1881,0.00020048822625540197,2.2489459691347032e-08,4.088566818438721e-09,4.737230005095025e-09
1882,0.00020289341253893717,2.245798366321391e-08,5.4314161422399005e-09,4.970448148305146e-09
1883,0.0002062509655453531,2.4317530084821167e-08,6.281174913524978e-09,5.275198024433183e-09
1884,0.00020909331838733384,2.6065798154815767e-08,6.846985423081264e-09,5.518136360547845e-09
1885,0.00021026009302918931,2.741494218940131e-08,6.890382581963601e-09,5.53253525532276e-09
1886,0.00021155194346127764,2.8856310103313783e-08,7.884049286437694e-09,5.2041370577983665e-09
1887,0.00021256908075883985,2.901275283509871e-08,8.226391187296907e-09,4.88463412575056e-09
1888,0.0002121433291384684,2.9555209073756876e-08,8.125636925220597e-09,4.667116629672055e-09
1889,0.00021201989147812128,3.04828784436495e-08,6.940018084021306e-09,4.4986721332256656e-09
1890,0.00021097896387800574,3.073246114735996e-08,6.365404330616846e-09,4.302703050994085e-09
1891,0.0002118903212249279,3.090794997717694e-08,6.37185897695807e-09,4.466618091265267e-09
1892,0.00021276700551555092,3.113113043541814e-08,6.811064093678201e-09,4.49570174738361e-09
1893,0.00021326018655340055,3.1353628772633006e-08,6.216157112857803e-09,4.723499401139617e-09
1894,0.0002148948863448043,3.353263089422853e-08,6.75120886179619e-09,4.960658677483869e-09
