ngram,literature,literatue,litrature,litearture
1553,4.476979743880552e-06,0.0,0.0,0.0
1554,4.476979743880552e-06,0.0,0.0,0.0
1555,2.4027874262953574e-06,0.0,0.0,0.0
1556,1.3852426621139915e-05,0.0,0.0,0.0
1557,1.2771735198059884e-05,0.0,0.0,0.0
1558,1.4817881167670879e-05,0.0,0.0,0.0
1559,1.4096770168440084e-05,0.0,0.0,0.0
1560,1.9481053121645736e-05,0.0,0.0,0.0
1561,1.9481053121645736e-05,0.0,0.0,0.0
1562,1.8880068117661203e-05,0.0,0.0,0.0
1563,7.88505063350645e-06,0.0,0.0,0.0
1564,4.605493216201596e-05,0.0,0.0,0.0
1565,4.704418811992842e-05,0.0,0.0,0.0
1566,4.704418811992842e-05,0.0,0.0,0.0
1567,5.257826225195978e-05,0.0,0.0,0.0
1568,5.257826225195978e-05,0.0,0.0,0.0
1569,5.554908355926662e-05,0.0,0.0,0.0
1570,5.5094461848576816e-05,0.0,0.0,0.0
1571,3.6539393736997484e-05,0.0,0.0,0.0
1572,3.402395259399782e-05,0.0,0.0,0.0
1573,3.905758999930445e-05,0.0,0.0,0.0
1574,2.868394446003159e-05,0.0,0.0,0.0
1575,2.868394446003159e-05,0.0,0.0,0.0
1576,3.0219927696504912e-05,0.0,0.0,0.0
1577,3.787435567963777e-05,0.0,0.0,0.0
1578,3.6568938704866536e-05,0.0,0.0,0.0
1579,3.734248753062275e-05,0.0,0.0,0.0
1580,3.2308850125316114e-05,0.0,0.0,0.0
1581,3.176413857935196e-05,0.0,0.0,0.0
1582,3.4697008231887594e-05,0.0,0.0,0.0
1583,3.307393931858574e-05,0.0,0.0,0.0
1584,3.530973923001771e-05,0.0,0.0,0.0
1585,1.737777896388642e-05,0.0,0.0,0.0
1586,1.8959844737764797e-05,0.0,0.0,0.0
1587,1.965200385711796e-05,0.0,0.0,0.0
1588,2.233002711753735e-05,0.0,0.0,0.0
1589,2.0144063358072473e-05,0.0,0.0,0.0
1590,2.0120059973903282e-05,0.0,0.0,0.0
1591,1.6626635215288843e-05,0.0,0.0,0.0
1592,1.7443142626559294e-05,0.0,0.0,0.0
1593,1.4790843969032202e-05,0.0,0.0,0.0
1594,1.493684274984324e-05,0.0,0.0,0.0
1595,1.3611210826119141e-05,0.0,0.0,0.0
1596,1.3495559609769511e-05,0.0,0.0,0.0
1597,1.3057069086893794e-05,0.0,0.0,0.0
1598,8.075751273801351e-06,0.0,0.0,0.0
1599,7.353452279598319e-06,0.0,0.0,0.0
1600,8.40824856952947e-06,0.0,0.0,0.0
1601,1.0109300871720603e-05,0.0,0.0,0.0
1602,1.0531721792566323e-05,0.0,0.0,0.0
1603,9.900467115845199e-06,0.0,0.0,0.0
1604,8.160306671405643e-06,0.0,0.0,0.0
1605,7.644316480894173e-06,0.0,0.0,0.0
1606,1.1737238180233231e-05,0.0,0.0,0.0
1607,1.04591651636708e-05,0.0,0.0,0.0
1608,8.119632557931514e-06,0.0,0.0,0.0
1609,7.0995162104736664e-06,0.0,0.0,0.0
1610,7.354412738485345e-06,0.0,0.0,0.0
1611,7.2878051144341176e-06,0.0,0.0,0.0
1612,6.657310710319767e-06,0.0,0.0,0.0
1613,4.010470125389734e-06,0.0,0.0,0.0
1614,4.669689620381437e-06,0.0,0.0,0.0
1615,4.470012023765386e-06,0.0,0.0,0.0
1616,4.796589678335295e-06,0.0,0.0,0.0
1617,5.2829411418185505e-06,0.0,0.0,0.0
1618,4.7669446254466104e-06,0.0,0.0,0.0
1619,5.2856853877918704e-06,0.0,0.0,0.0
1620,3.871654249516203e-06,0.0,0.0,0.0
1621,3.5692707456291828e-06,0.0,0.0,0.0
1622,3.780315970353903e-06,0.0,0.0,0.0
1623,5.662598409474283e-06,0.0,0.0,0.0
1624,7.459997773042103e-06,0.0,0.0,0.0
1625,7.361520634471422e-06,0.0,0.0,0.0
1626,6.5737791438940415e-06,0.0,0.0,0.0
1627,6.0700845746656085e-06,0.0,0.0,0.0
1628,6.302853210269989e-06,0.0,0.0,0.0
1629,6.2568666732788965e-06,0.0,0.0,0.0
1630,6.3982746496549225e-06,0.0,0.0,0.0
1631,4.086347238236547e-06,0.0,0.0,0.0
1632,8.942532352713378e-06,0.0,0.0,0.0
1633,9.079625150271958e-06,0.0,0.0,0.0
1634,1.1918242827440345e-05,0.0,0.0,0.0
1635,1.149327762764837e-05,0.0,0.0,0.0
1636,1.263088508299656e-05,0.0,0.0,0.0
1637,9.599081230200162e-06,0.0,0.0,0.0
1638,9.709036476124311e-06,0.0,0.0,0.0
1639,5.63155364423957e-06,0.0,0.0,0.0
1640,5.700076956470314e-06,0.0,0.0,0.0
1641,3.45868014457145e-06,0.0,0.0,0.0
1642,3.4019905521225676e-06,0.0,0.0,0.0
1643,2.0993244090407515e-06,0.0,0.0,0.0
1644,3.4927477453753194e-06,0.0,0.0,0.0
1645,4.138409207955972e-06,0.0,0.0,0.0
1646,4.7700446381376035e-06,0.0,0.0,0.0
1647,4.876565193561484e-06,0.0,0.0,0.0
1648,4.691987466490641e-06,0.0,0.0,0.0
1649,5.366315398142822e-06,0.0,0.0,0.0
1650,6.069037583854099e-06,0.0,0.0,0.0
1651,4.946454769846501e-06,0.0,0.0,0.0
1652,4.743517657906133e-06,0.0,0.0,0.0
1653,3.5593072880146792e-06,0.0,0.0,0.0
1654,3.496069731616964e-06,0.0,0.0,0.0
1655,3.4901479141678593e-06,0.0,0.0,0.0
1656,3.4780947706687063e-06,0.0,0.0,0.0
1657,3.776332180547927e-06,0.0,0.0,0.0
1658,3.5931784298424773e-06,0.0,0.0,0.0
1659,3.7466272715391824e-06,0.0,0.0,0.0
1660,5.845569083768558e-06,0.0,0.0,0.0
1661,5.7310407929175455e-06,0.0,0.0,0.0
1662,5.6897181934800756e-06,0.0,0.0,0.0
1663,5.445053399658459e-06,0.0,0.0,0.0
1664,4.797820622570725e-06,0.0,0.0,0.0
1665,4.8133401914388485e-06,0.0,0.0,0.0
1666,4.080233801622464e-06,0.0,0.0,0.0
1667,1.9823308597161874e-06,0.0,0.0,0.0
1668,1.935466473566651e-06,0.0,0.0,0.0
1669,1.8696086629331279e-06,0.0,0.0,0.0
1670,1.6918913518436187e-06,0.0,0.0,0.0
1671,1.4946053040278327e-06,0.0,0.0,0.0
1672,1.9578544976996326e-06,0.0,0.0,0.0
1673,1.8075982463220238e-06,0.0,0.0,0.0
1674,7.533518169923679e-06,0.0,0.0,0.0
1675,7.995107730656465e-06,0.0,0.0,0.0
1676,7.738513330325856e-06,0.0,0.0,0.0
1677,7.592188008434927e-06,0.0,0.0,0.0
1678,7.435747237747949e-06,0.0,0.0,0.0
1679,6.819203345490418e-06,0.0,0.0,0.0
1680,6.932634968442082e-06,0.0,0.0,0.0
1681,1.3151865476044935e-06,0.0,0.0,0.0
1682,8.870567528772102e-07,0.0,0.0,0.0
1683,1.0647825336361296e-06,0.0,0.0,0.0
1684,1.2723674558401399e-06,0.0,0.0,0.0
1685,1.6158665841560702e-06,0.0,0.0,0.0
1686,1.7309408560452409e-06,0.0,0.0,0.0
1687,1.5680234923820535e-06,0.0,0.0,0.0
1688,1.3255689330955128e-06,0.0,0.0,0.0
1689,1.488743269614393e-06,0.0,0.0,0.0
1690,1.7250173901369896e-06,0.0,0.0,0.0
1691,1.438245541456646e-06,0.0,0.0,0.0
1692,1.0947464131407157e-06,0.0,0.0,0.0
1693,9.879515658894888e-07,0.0,0.0,0.0
1694,1.0367226670788504e-06,0.0,0.0,0.0
1695,1.9359749318579944e-06,0.0,0.0,0.0
1696,1.6833262890258993e-06,0.0,0.0,0.0
1697,3.658261649418039e-06,0.0,0.0,0.0
1698,3.743356783404904e-06,0.0,0.0,0.0
1699,3.743356783404904e-06,0.0,0.0,0.0
1700,3.99795835700648e-06,0.0,0.0,0.0
1701,3.98785429313518e-06,0.0,0.0,0.0
1702,3.0074040314583987e-06,0.0,0.0,0.0
1703,3.1194478629410175e-06,0.0,0.0,0.0
1704,6.962278575883829e-07,0.0,0.0,0.0
1705,1.5968967578113994e-06,0.0,0.0,0.0
1706,1.929158234556131e-06,0.0,0.0,0.0
1707,1.643205467059618e-06,0.0,0.0,0.0
1708,1.7974557684803066e-06,0.0,0.0,0.0
1709,1.8576207096998587e-06,0.0,0.0,0.0
1710,2.161675588752132e-06,0.0,0.0,0.0
1711,2.269321766691844e-06,0.0,0.0,0.0
1712,1.1720908830170629e-06,0.0,0.0,0.0
1713,8.722834518185405e-07,0.0,0.0,0.0
1714,1.4082936345971575e-06,0.0,0.0,0.0
1715,1.4757904196471827e-06,0.0,0.0,0.0
1716,1.5276097329319782e-06,0.0,0.0,0.0
1717,1.2175644345445238e-06,0.0,0.0,0.0
1718,1.3102839194597697e-06,0.0,0.0,0.0
1719,1.3981935649910935e-06,0.0,0.0,0.0
1720,1.4654119289454165e-06,0.0,0.0,0.0
1721,1.2622839530454906e-06,0.0,0.0,0.0
1722,1.079145696231925e-06,0.0,0.0,0.0
1723,1.4862414445815375e-06,0.0,0.0,0.0
1724,1.5776620167733718e-06,0.0,0.0,0.0
1725,1.8833412858449655e-06,0.0,0.0,0.0
1726,2.1678181139707575e-06,0.0,0.0,0.0
1727,2.348697047896816e-06,0.0,0.0,0.0
1728,2.592495677942809e-06,0.0,0.0,0.0
1729,2.6554032988964797e-06,0.0,0.0,0.0
1730,2.288002893432609e-06,0.0,0.0,0.0
1731,2.950779682058575e-06,0.0,0.0,0.0
1732,2.592536085493131e-06,0.0,0.0,0.0
1733,2.4481283519760055e-06,0.0,0.0,0.0
1734,2.575353797900399e-06,0.0,0.0,0.0
1735,2.2508830690120315e-06,0.0,0.0,0.0
1736,2.204409107824696e-06,0.0,0.0,0.0
1737,2.1999417997774018e-06,0.0,0.0,0.0
1738,1.813446244471249e-06,0.0,0.0,0.0
1739,1.8508381377354714e-06,0.0,0.0,0.0
1740,1.9189744112476807e-06,0.0,0.0,0.0
1741,1.843913261317149e-06,0.0,0.0,0.0
1742,1.751137460814789e-06,0.0,0.0,0.0
1743,1.8596871963641855e-06,0.0,0.0,0.0
1744,1.977261490537785e-06,0.0,0.0,0.0
1745,2.2609614071760527e-06,0.0,1.2623152047451316e-08,0.0
1746,2.6694416257149508e-06,0.0,1.2623152047451316e-08,0.0
1747,2.7243093947098326e-06,0.0,1.2623152047451316e-08,0.0
1748,3.356122696069568e-06,0.0,1.2623152047451316e-08,0.0
1749,4.336402834529249e-06,0.0,1.2623152047451316e-08,0.0
1750,5.05448965018981e-06,0.0,1.2623152047451316e-08,0.0
1751,5.773507609774242e-06,0.0,1.2623152047451316e-08,0.0
1752,6.469923424187332e-06,0.0,0.0,0.0
1753,7.632890921221197e-06,0.0,0.0,0.0
1754,8.635051082299988e-06,0.0,0.0,0.0
1755,9.227258487953804e-06,0.0,0.0,0.0
1756,1.0109167435855073e-05,0.0,0.0,0.0
1757,1.05256304518012e-05,0.0,0.0,0.0
1758,1.1792162565273299e-05,0.0,0.0,0.0
1759,1.3785594611752977e-05,0.0,0.0,0.0
1760,1.465504530122936e-05,0.0,0.0,0.0
1761,1.5830683098881438e-05,0.0,0.0,0.0
1762,1.5891543755839977e-05,0.0,0.0,0.0
1763,1.597053947729624e-05,0.0,0.0,0.0
1764,1.7135235274119104e-05,0.0,0.0,0.0
1765,1.742536902124162e-05,0.0,0.0,0.0
1766,1.685107274949717e-05,0.0,0.0,0.0
1767,1.6804536764019368e-05,2.9445022927835194e-09,0.0,0.0
1768,1.7676667084742803e-05,2.9445022927835194e-09,0.0,0.0
1769,1.880679623614664e-05,2.9445022927835194e-09,0.0,0.0
1770,1.9214318984138246e-05,2.9445022927835194e-09,0.0,0.0
1771,2.0037843309442644e-05,2.9445022927835194e-09,0.0,0.0
1772,1.9657519130435374e-05,2.9445022927835194e-09,0.0,0.0
1773,1.9799774496017824e-05,2.9445022927835194e-09,0.0,0.0
1774,2.045592736976687e-05,0.0,0.0,0.0
1775,2.0709899347691264e-05,0.0,0.0,0.0
1776,2.114378263026343e-05,0.0,0.0,0.0
1777,2.2312384057191332e-05,0.0,0.0,0.0
1778,2.4090753608366606e-05,0.0,0.0,0.0
1779,2.5656121579231694e-05,0.0,0.0,0.0
1780,2.6436117228253613e-05,0.0,0.0,0.0
1781,2.7632611038695488e-05,0.0,0.0,0.0
1782,2.7463040688806878e-05,0.0,0.0,0.0
1783,2.8767629243832615e-05,0.0,0.0,0.0
1784,2.972477653072149e-05,0.0,0.0,0.0
1785,2.8318787371972576e-05,0.0,1.6181223979775235e-09,0.0
1786,2.8324182494543493e-05,0.0,4.298319034035103e-09,0.0
1787,2.8038704840582795e-05,0.0,4.298319034035103e-09,0.0
1788,2.7341112529809054e-05,0.0,4.298319034035103e-09,0.0
1789,2.7779503787834464e-05,0.0,4.298319034035103e-09,0.0
1790,2.6659778866035466e-05,0.0,4.298319034035103e-09,1.1048484032422883e-09
1791,2.59473124190533e-05,0.0,4.298319034035103e-09,1.1048484032422883e-09
1792,2.6820603255016196e-05,0.0,2.6801966360575793e-09,1.1048484032422883e-09
1793,2.7664683459858808e-05,0.0,0.0,1.1048484032422883e-09
1794,2.8130323439004963e-05,0.0,0.0,1.1048484032422883e-09
1795,2.9152505573750075e-05,0.0,0.0,1.1048484032422883e-09
1796,3.116670398282752e-05,0.0,0.0,1.1048484032422883e-09
1797,3.172844481014181e-05,0.0,0.0,0.0
1798,3.2300289863737165e-05,0.0,0.0,0.0
1799,3.208877361820279e-05,1.8023087784107312e-09,1.201539185607154e-09,0.0
1800,3.163449296802615e-05,2.21397268772096e-09,1.201539185607154e-09,0.0
1801,3.2303489725953636e-05,2.21397268772096e-09,1.6658796564428258e-09,0.0
1802,3.282092464879887e-05,2.648099485723167e-09,1.6658796564428258e-09,0.0
1803,3.253133114152921e-05,3.701099331771778e-09,2.0168796156992487e-09,3.5099995925642295e-10
1804,3.435901557427964e-05,4.0061768822953675e-09,2.0168796156992487e-09,3.5099995925642295e-10
1805,3.40709637904573e-05,4.525531885743053e-09,2.0168796156992487e-09,3.5099995925642295e-10
1806,3.344808698914546e-05,2.7232231073323223e-09,1.84954083794407e-09,3.5099995925642295e-10
1807,3.450073199928738e-05,2.730001653310816e-09,3.3140894473149274e-09,3.5099995925642295e-10
1808,3.382858657070236e-05,2.730001653310816e-09,2.849748976479256e-09,3.5099995925642295e-10
1809,3.238908357161563e-05,2.6577244849335102e-09,2.849748976479256e-09,3.5099995925642295e-10
1810,3.107558820504762e-05,1.6047246388848991e-09,2.498749017222833e-09,0.0
1811,3.1381093192196984e-05,1.2996470883613093e-09,3.201900839704714e-09,0.0
1812,3.2236968503899076e-05,1.4964168951589078e-09,3.6793173587211315e-09,0.0
1813,3.283823467167427e-05,1.4964168951589078e-09,2.6451169508691562e-09,0.0
1814,3.263717397723147e-05,1.0779744398701853e-09,1.5984846145146646e-09,0.0
1815,3.3886065336576265e-05,1.850537278969e-09,1.9847660340640718e-09,0.0
1816,3.5141780764596274e-05,1.8690330870287296e-09,2.7454569094333335e-09,0.0
1817,3.5972685249622115e-05,1.8690330870287296e-09,3.9448898433594846e-09,0.0
1818,3.51102753484156e-05,2.0480679533260317e-09,3.4207728871749055e-09,0.0
1819,3.460244365019857e-05,1.3319431430807477e-09,3.093653809317841e-09,0.0
1820,3.596279358524563e-05,1.4793400790072804e-09,3.2410507452443736e-09,0.0
1821,3.669352320555065e-05,2.636328361964908e-09,2.8231344722280075e-09,0.0
1822,3.7069318620654356e-05,1.988534424425735e-09,2.4368530526786003e-09,0.0
1823,3.704794653458521e-05,1.7486517551417486e-09,1.6761621773093388e-09,0.0
1824,3.748106921973106e-05,1.882771771821723e-09,4.767292433831877e-10,0.0
1825,3.7888287936636645e-05,1.8303537098672352e-09,4.243111814287001e-10,0.0
1826,3.8831805016213495e-05,1.9488519528313273e-09,2.7401374026934736e-10,0.0
1827,3.880495465377213e-05,2.1151668353322097e-09,1.266168043428146e-10,0.0
1828,3.8820892119214735e-05,9.581785523745827e-10,1.266168043428146e-10,0.0
1829,3.769688295765913e-05,1.1847810272540877e-09,1.9689108280270976e-10,3.5137137643914684e-10
1830,3.8658602404341635e-05,1.8067545951413626e-09,1.9689108280270976e-10,5.419804605111267e-10
1831,3.9061226354013865e-05,1.8584238988975495e-09,2.897857430207905e-10,5.419804605111267e-10
1832,4.005520427849011e-05,2.668451126730531e-09,2.483183975903509e-10,5.419804605111267e-10
1833,4.0309883063725594e-05,2.714909408396693e-09,2.483183975903509e-10,5.419804605111267e-10
1834,4.0861430274422415e-05,3.0656791391184666e-09,2.483183975903509e-10,5.419804605111267e-10
1835,4.1093852425027375e-05,3.1494625399705203e-09,3.3210179844240477e-10,5.419804605111267e-10
1836,4.247338230405668e-05,3.0232747020139274e-09,2.618275199825096e-10,1.9060908407197985e-10
1837,4.2314215014422576e-05,2.415721186580352e-09,8.813588033998851e-10,0.0
1838,4.244633860902728e-05,2.306257613453917e-09,1.3990701216596131e-09,0.0
1839,4.144821546755598e-05,1.4453950179595309e-09,1.3139206627472382e-09,7.578143668141024e-11
1840,4.1317406742434416e-05,1.6583683077569284e-09,1.3139206627472382e-09,7.578143668141024e-11
1841,4.073918067401142e-05,1.273797202637285e-09,1.3139206627472382e-09,7.578143668141024e-11
1842,4.001111041621438e-05,1.3116446817562633e-09,1.4733990218372485e-09,7.578143668141024e-11
1843,4.003638865209983e-05,1.5454828528049802e-09,1.4733990218372485e-09,7.578143668141024e-11
1844,4.021598371244701e-05,1.4573828889728547e-09,9.874334524643098e-10,7.578143668141024e-11
1845,4.015864137077837e-05,1.6480122028943762e-09,3.7682747398650104e-10,7.578143668141024e-11
1846,4.077867509165246e-05,1.6374512658488628e-09,4.4204797362239796e-10,0.0
1847,4.188571827918557e-05,1.2595214514212115e-09,6.238643768252672e-10,0.0
1848,4.2255108772743757e-05,1.0342986824150658e-09,6.238643768252672e-10,0.0
1849,4.321065976650321e-05,1.288844542995144e-09,3.80602616883203e-10,0.0
1850,4.343656421821963e-05,1.0197024692880164e-09,7.603618885314895e-10,0.0
1851,4.3470023229019716e-05,9.99348207361298e-10,7.660819637386343e-10,0.0
1852,4.348559429802533e-05,7.829547169332532e-10,1.0188898177546486e-09,5.0561570803202876e-11
1853,4.372734994311551e-05,7.659935582652163e-10,1.0984473489524964e-09,1.4708025273892288e-10
1854,4.322451786720194e-05,7.659935582652163e-10,9.166309457496271e-10,1.4708025273892288e-10
1855,4.307255325589462e-05,7.638076322218674e-10,9.69132694729678e-10,1.4708025273892288e-10
1856,4.368075003315296e-05,3.87630891670757e-10,1.167927913111758e-09,1.4708025273892288e-10
1857,4.360497353315752e-05,2.4588548260976294e-10,8.363028682266207e-10,1.4708025273892288e-10
1858,4.351041051060227e-05,1.9945688751426312e-10,7.546205922042454e-10,1.4708025273892288e-10
1859,4.335626623027825e-05,3.316834822670549e-10,5.62742126706896e-10,9.651868193572e-11
1860,4.3749308263483855e-05,4.664097679502837e-10,4.789593047568478e-10,0.0
1861,4.341951197212828e-05,5.228964483627863e-10,4.789593047568478e-10,0.0
1862,4.3089624731302525e-05,4.703946993827352e-10,7.607671833767934e-10,0.0
1863,4.182297042072085e-05,4.703946993827352e-10,5.619719649947135e-10,0.0
1864,4.185746677519221e-05,6.10640958433249e-10,6.551231025918116e-10,0.0
1865,4.169867783535405e-05,6.548675094261317e-10,6.859726913483704e-10,0.0
1866,4.197797430346587e-05,7.817566752673802e-10,6.692829227336209e-10,0.0
1867,4.1404253611939824e-05,5.987710486162915e-10,6.515001712717858e-10,0.0
1868,4.160214770568668e-05,5.422843682037889e-10,6.515001712717858e-10,0.0
1869,4.2042457997532825e-05,5.818702543601364e-10,3.567764298281365e-10,0.0
1870,4.310816283188095e-05,6.663431750819626e-10,3.9901289018904965e-10,0.0
1871,4.3534335418371484e-05,5.591148139710051e-10,2.577275258288024e-10,0.0
1872,4.4085767253168994e-05,5.967916835317563e-10,2.1022613411985398e-10,0.0
1873,4.458179526929078e-05,4.0414061383157017e-10,2.440040193705885e-10,0.0
1874,4.487634162485067e-05,4.0414061383157017e-10,2.0079156194872739e-10,3.974071468729587e-11
1875,4.583997932578703e-05,4.0414061383157017e-10,1.4042424881629704e-09,3.974071468729587e-11
1876,4.6755763573206165e-05,4.79550676946161e-10,1.4029885864186298e-09,3.974071468729587e-11
1877,4.743953416306924e-05,3.9507775622433476e-10,1.3957037985663184e-09,3.974071468729587e-11
1878,4.820950718047763e-05,3.864963507968103e-10,1.5771305927891888e-09,3.974071468729587e-11
1879,4.884854674206248e-05,3.395067441466385e-10,1.6409203202576756e-09,3.974071468729587e-11
1880,4.923103811701627e-05,3.2114053083454053e-10,1.858882976118232e-09,3.974071468729587e-11
1881,4.94454413585897e-05,4.789685037476232e-10,1.890448571493865e-09,0.0
1882,4.9365980625485205e-05,5.437876617252004e-10,8.166359612347764e-10,0.0
1883,4.98758906490236e-05,5.572822243354076e-10,8.746718587510876e-10,0.0
1884,5.005873130617796e-05,7.40347660161638e-10,8.702310935352184e-10,6.102181458546494e-11
1885,5.0391705112165906e-05,9.289864393619801e-10,7.468508549696956e-10,9.004509241413875e-11
1886,5.0755578870718766e-05,1.2251360243758264e-09,7.524638808867731e-10,9.004509241413875e-11
1887,5.206252691485653e-05,1.375181698673852e-09,5.670195939761718e-10,9.004509241413875e-11
1888,5.405601768870838e-05,1.460379309544838e-09,6.164625238851735e-10,1.1704793483653068e-10
1889,5.5376104033452324e-05,1.4740728399813869e-09,5.915077871954111e-10,1.1704793483653068e-10
1890,5.65555809381684e-05,1.6997219980703043e-09,5.710269796692963e-10,1.1704793483653068e-10
1891,5.774917112181096e-05,1.6958919189592946e-09,5.917261759945194e-10,5.6026120251065745e-11
1892,5.889746587074894e-05,1.7268129941833926e-09,6.460375290284759e-10,7.194600669193006e-11
1893,6.0591165882734845e-05,1.6263663273262198e-09,5.818064125711381e-10,2.564393955121044e-10
1894,6.18433696217835e-05,1.5323030146317608e-09,5.154540841775404e-10,2.564393955121044e-10
1895,6.232299243233033e-05,1.4163046767125464e-09,4.556167665370481e-10,5.04662236603234e-10
1896,6.283512526091986e-05,1.4734549612173608e-09,4.090744647784155e-10,6.015643657811662e-10
1897,6.320665436630537e-05,1.4165433746628408e-09,5.003781912625373e-10,6.38717876208109e-10
1898,6.306542127276771e-05,1.3094606906730429e-09,6.836642720196653e-10,8.912522347121715e-10
1899,6.367238373578792e-05,1.1812552761344568e-09,8.263010553566374e-10,8.8273688358953e-10
1900,6.310265754499207e-05,1.0048503576839555e-09,1.0150955710917587e-09,8.428083310617142e-10
1901,6.197984371933021e-05,1.0729848715878327e-09,1.2793723937397162e-09,9.113550787047992e-10
1902,6.0773830357772696e-05,1.135358818864824e-09,1.3615109278093079e-09,6.705659757625223e-10
1903,5.981286449241452e-05,1.1750264372611952e-09,1.3990045154090224e-09,5.896029914298495e-10
1904,5.906620208406821e-05,9.095058337412912e-10,1.564742256400718e-09,6.317181837158157e-10
1905,5.832982528123206e-05,9.28834332859983e-10,1.4674678297918069e-09,4.2492441113381064e-10
1906,5.65428875103992e-05,9.51089007153857e-10,1.3676229989759543e-09,4.040115841081564e-10
1907,5.633814881938244e-05,1.0433789249253422e-09,1.2206061796225599e-09,2.887470956780547e-10
1908,5.562486174832364e-05,9.990199005351285e-10,1.104288176773898e-09,2.476492562607037e-10
1909,5.5137843966284504e-05,9.474288040608618e-10,1.1663505478891928e-09,2.2699368476145462e-10
1910,5.473535981894072e-05,9.098371123965926e-10,1.2360023560198385e-09,2.1105453991619528e-10
1911,5.391900413087569e-05,1.0877986130911462e-09,1.0708090049581033e-09,1.8769756483199325e-10
1912,5.3306265596932333e-05,1.0828020860894787e-09,1.1065565368768254e-09,1.4195697890993587e-10
1913,5.321178105077706e-05,1.0253035246218393e-09,1.1372796276149749e-09,3.2661285679992854e-10
1914,5.2400174484189067e-05,9.08034772373334e-10,1.2247764548588081e-09,3.5577846720290044e-10
1915,5.1708067725745165e-05,8.093104896562358e-10,1.1282664247325158e-09,3.6020700410516985e-10
1916,5.1474228322539215e-05,7.16655978608546e-10,1.0231017620400605e-09,3.6147785756731766e-10
1917,5.151665391167626e-05,7.465058947981567e-10,1.0673011046386754e-09,5.151009400762772e-10
1918,5.145574894933296e-05,6.950195399360989e-10,1.0865090256067284e-09,5.74231124951728e-10
1919,5.196450053647693e-05,8.216210945726538e-10,1.1266259354008363e-09,5.884368716497462e-10
1920,5.2481153293878636e-05,7.625447872345553e-10,1.1031645597014972e-09,3.882660076385111e-10
1921,5.2832960916150894e-05,8.4575824121913e-10,1.0402131219880824e-09,4.984696990490661e-10
1922,5.370949968762163e-05,7.660646244340391e-10,1.0894885549284083e-09,5.148948460058961e-10
1923,5.498526349713627e-05,8.191228171940321e-10,1.127494883171717e-09,5.489498726616939e-10
1924,5.5800328222436034e-05,7.736416507420074e-10,1.1378026378215468e-09,3.9532679015273434e-10
