ngram,meal,mel,meal,meel
1554,1.7394639339077652e-06,0.0,1.7394639339077652e-06,0.0
1555,1.4422219984615886e-06,0.0,1.4422219984615886e-06,0.0
1556,1.4422219984615886e-06,0.0,1.4422219984615886e-06,0.0
1557,1.4422219984615886e-06,0.0,1.4422219984615886e-06,0.0
1558,1.4422219984615886e-06,0.0,1.4422219984615886e-06,0.0
1559,5.157669615333102e-06,0.0,5.157669615333102e-06,0.0
1560,7.401120715907642e-06,0.0,7.401120715907642e-06,0.0
1561,7.401120715907642e-06,0.0,7.401120715907642e-06,0.0
1562,7.401120715907642e-06,1.7777145850621828e-06,7.401120715907642e-06,0.0
1563,8.764985847977056e-06,1.7777145850621828e-06,8.764985847977056e-06,0.0
1564,8.764985847977056e-06,1.7777145850621828e-06,8.764985847977056e-06,0.0
1565,1.2812188418008321e-05,1.7777145850621828e-06,1.2812188418008321e-05,0.0
1566,7.65451880267522e-06,1.7777145850621828e-06,7.65451880267522e-06,0.0
1567,5.411067702100679e-06,1.7777145850621828e-06,5.411067702100679e-06,0.0
1568,5.411067702100679e-06,1.7777145850621828e-06,5.411067702100679e-06,0.0
1569,5.411067702100679e-06,0.0,5.411067702100679e-06,0.0
1570,4.047202570031264e-06,0.0,4.047202570031264e-06,0.0
1571,6.499054247147537e-06,0.0,6.499054247147537e-06,0.0
1572,2.4518516771162728e-06,0.0,2.4518516771162728e-06,0.0
1573,2.4518516771162728e-06,0.0,2.4518516771162728e-06,0.0
1574,2.4518516771162728e-06,0.0,2.4518516771162728e-06,0.0
1575,2.4518516771162728e-06,0.0,2.4518516771162728e-06,0.0
1576,2.4518516771162728e-06,4.5068044788162555e-07,2.4518516771162728e-06,0.0
1577,2.4518516771162728e-06,4.5068044788162555e-07,2.4518516771162728e-06,0.0
1578,0.0,6.915935598174526e-07,0.0,0.0
1579,0.0,6.915935598174526e-07,0.0,0.0
1580,0.0,6.915935598174526e-07,0.0,0.0
1581,0.0,6.915935598174526e-07,0.0,0.0
1582,0.0,1.1105749341108355e-06,0.0,0.0
1583,0.0,6.598944862292098e-07,0.0,0.0
1584,0.0,6.598944862292098e-07,0.0,0.0
1585,3.774361760276536e-07,4.189813742933828e-07,3.774361760276536e-07,0.0
1586,3.774361760276536e-07,4.189813742933828e-07,3.774361760276536e-07,0.0
1587,3.774361760276536e-07,4.189813742933828e-07,3.774361760276536e-07,0.0
1588,3.774361760276536e-07,4.189813742933828e-07,3.774361760276536e-07,0.0
1589,3.774361760276536e-07,0.0,3.774361760276536e-07,0.0
1590,6.374118259243135e-07,2.599756498966599e-07,6.374118259243135e-07,0.0
1591,6.374118259243135e-07,2.599756498966599e-07,6.374118259243135e-07,0.0
1592,2.599756498966599e-07,8.569474435457128e-07,2.599756498966599e-07,0.0
1593,4.832523765279413e-07,1.3035008968082756e-06,4.832523765279413e-07,0.0
1594,4.832523765279413e-07,2.4769219960165046e-06,4.832523765279413e-07,0.0
1595,4.832523765279413e-07,1.1492863547703433e-05,4.832523765279413e-07,0.0
1596,4.832523765279413e-07,1.1492863547703433e-05,4.832523765279413e-07,0.0
1597,4.654009119674031e-07,1.1232887897806774e-05,4.654009119674031e-07,0.0
1598,1.6035739203549122e-05,1.1232887897806774e-05,1.6035739203549122e-05,0.0
1599,1.615365035182289e-05,1.0635916104157722e-05,1.615365035182289e-05,0.0
1600,1.667591618570441e-05,1.0189362650895159e-05,1.667591618570441e-05,0.0
1601,1.7457211632582975e-05,9.211265413406572e-06,1.7457211632582975e-05,0.0
1602,1.777041380332126e-05,5.085260324579264e-07,1.777041380332126e-05,0.0
1603,1.777041380332126e-05,1.3327462511369959e-06,1.777041380332126e-05,0.0
1604,1.76985599377336e-05,1.3327462511369959e-06,1.76985599377336e-05,0.0
1605,2.3530954292384976e-06,1.4451831426803047e-06,2.3530954292384976e-06,0.0
1606,3.4363858958386118e-06,1.6053433569140907e-06,3.4363858958386118e-06,0.0
1607,2.6908433353258132e-06,1.6053433569140907e-06,2.6908433353258132e-06,0.0
1608,3.3072910485186313e-06,1.8093746884265523e-06,3.3072910485186313e-06,0.0
1609,3.371436832821928e-06,1.4961725176882673e-06,3.371436832821928e-06,0.0
1610,3.371436832821928e-06,6.719522990091978e-07,3.371436832821928e-06,0.0
1611,3.201166513073466e-06,9.79189126480508e-07,3.201166513073466e-06,0.0
1612,2.976292729986848e-06,1.13575296316932e-06,2.976292729986848e-06,0.0
1613,3.373195957984925e-06,1.1354032299745346e-06,3.373195957984925e-06,0.0
1614,4.362025232954433e-06,1.7946227249662376e-06,4.362025232954433e-06,0.0
1615,3.3452253254446466e-06,1.7762107842957318e-06,3.3452253254446466e-06,0.0
1616,2.967877370403065e-06,2.1366353166740737e-06,2.967877370403065e-06,0.0
1617,2.967877370403065e-06,2.1366353166740737e-06,2.967877370403065e-06,0.0
1618,3.558740218068124e-06,2.81416985866859e-06,3.558740218068124e-06,0.0
1619,4.909154183353946e-06,2.545169130436469e-06,4.909154183353946e-06,0.0
1620,3.5125271681733594e-06,2.3853586493974684e-06,3.5125271681733594e-06,0.0
1621,2.8805338843085337e-06,1.9045571499581065e-06,2.8805338843085337e-06,0.0
1622,2.4995906317469363e-06,1.5236138973965093e-06,2.4995906317469363e-06,0.0
1623,3.5772473958266867e-06,1.432603556038105e-06,3.5772473958266867e-06,0.0
1624,3.726579588406561e-06,1.432603556038105e-06,3.726579588406561e-06,0.0
1625,3.1357167407415024e-06,4.4783218657227864e-07,3.1357167407415024e-06,4.1532345156675934e-07
1626,1.7853027754556803e-06,6.774540029904788e-07,1.7853027754556803e-06,4.1532345156675934e-07
1627,2.063138984859896e-06,6.774540029904788e-07,2.063138984859896e-06,4.1532345156675934e-07
1628,2.099372766549225e-06,6.300592596224825e-07,2.099372766549225e-06,4.808350776589318e-07
1629,2.2644314542828525e-06,6.300592596224825e-07,2.2644314542828525e-06,5.633644215257456e-07
1630,1.4455216777215746e-06,3.60645068602545e-07,1.4455216777215746e-06,5.633644215257456e-07
1631,1.6362694006082684e-06,6.440449819170421e-07,1.6362694006082684e-06,6.200444074368403e-07
1632,1.7278955348436803e-06,6.440449819170421e-07,1.7278955348436803e-06,2.04720955870081e-07
1633,1.7278955348436803e-06,4.1442316549884186e-07,1.7278955348436803e-06,2.04720955870081e-07
1634,1.2485814977480914e-06,4.1442316549884186e-07,1.2485814977480914e-06,2.04720955870081e-07
1635,1.0201511518711674e-06,7.773181940657585e-07,1.0201511518711674e-06,1.3920932977790862e-07
1636,1.2893145010041605e-06,9.510070120606022e-07,1.2893145010041605e-06,5.6679985911094784e-08
1637,1.7621688194984536e-06,9.510070120606022e-07,1.7621688194984536e-06,5.6679985911094784e-08
1638,1.4894239411335417e-06,6.676070987461051e-07,1.4894239411335417e-06,6.733503710165678e-08
1639,1.9428894242017643e-06,7.454773286294117e-07,1.9428894242017643e-06,6.733503710165678e-08
1640,1.9428894242017643e-06,7.454773286294117e-07,1.9428894242017643e-06,6.733503710165678e-08
1641,2.0026115115407654e-06,7.454773286294117e-07,2.0026115115407654e-06,6.733503710165678e-08
1642,2.053871753560088e-06,2.515590478781503e-07,2.053871753560088e-06,6.733503710165678e-08
1643,1.6196497166934672e-06,1.6819267654812264e-07,1.6196497166934672e-06,6.733503710165678e-08
1644,1.4380171933225938e-06,1.6819267654812264e-07,1.4380171933225938e-06,6.733503710165678e-08
1645,2.1074346453328223e-06,2.1730950753148397e-07,2.1074346453328223e-06,4.9116830983361326e-08
1646,2.267511884416048e-06,2.401776880235827e-07,2.267511884416048e-06,4.9116830983361326e-08
1647,2.579648549629253e-06,2.401776880235827e-07,2.579648549629253e-06,4.9116830983361326e-08
1648,2.9325696004889323e-06,6.842467899202477e-06,2.9325696004889323e-06,4.9116830983361326e-08
1649,3.2642643483476216e-06,6.920695674190418e-06,3.2642643483476216e-06,4.9116830983361326e-08
1650,4.494028124619425e-06,6.962133641406711e-06,4.494028124619425e-06,4.9116830983361326e-08
1651,4.374060154077597e-06,7.005133722616717e-06,4.374060154077597e-06,4.9116830983361326e-08
1652,4.249693055109154e-06,7.011688288522626e-06,4.249693055109154e-06,0.0
1653,4.750536650785112e-06,6.910949878147221e-06,4.750536650785112e-06,0.0
1654,5.019164583635367e-06,7.076882622771206e-06,5.019164583635367e-06,0.0
1655,5.303758013854219e-06,5.3269545625361e-07,5.303758013854219e-06,0.0
1656,5.163929569919544e-06,5.450823437058716e-07,5.163929569919544e-06,0.0
1657,5.157560768306471e-06,4.1332192982476303e-07,5.157560768306471e-06,0.0
1658,8.534270039360439e-06,3.703218486147567e-07,8.534270039360439e-06,0.0
1659,9.176404871271058e-06,3.7898482219134166e-07,9.176404871271058e-06,0.0
1660,8.53161600389285e-06,4.5915962232356833e-07,8.53161600389285e-06,0.0
1661,8.353963851602333e-06,4.275976956640599e-07,8.353963851602333e-06,0.0
1662,8.387524725809012e-06,4.100945107308819e-07,8.387524725809012e-06,4.059985972812033e-08
1663,8.439623603148253e-06,3.1947984829067924e-07,8.439623603148253e-06,4.059985972812033e-08
1664,7.845076327482405e-06,3.5878282947773445e-07,7.845076327482405e-06,4.059985972812033e-08
1665,4.655648873657421e-06,4.469660633990965e-07,4.655648873657421e-06,4.059985972812033e-08
1666,4.839270916688422e-06,4.625284881447962e-07,4.839270916688422e-06,4.059985972812033e-08
1667,5.056902929417058e-06,4.472583197769252e-07,5.056902929417058e-06,4.059985972812033e-08
1668,5.441348386219553e-06,4.441471495348586e-07,5.441348386219553e-06,4.059985972812033e-08
1669,5.699035974820228e-06,4.934095646344108e-07,5.699035974820228e-06,2.995409228593157e-08
1670,6.166751128538246e-06,5.707079010010472e-07,6.166751128538246e-06,2.995409228593157e-08
1671,6.0854461350702745e-06,5.705151124857366e-07,6.0854461350702745e-06,2.995409228593157e-08
1672,5.714169511910379e-06,5.069324799933383e-07,5.714169511910379e-06,7.915529514385916e-08
1673,4.4492273413457695e-06,4.5177855513754495e-07,4.4492273413457695e-06,7.915529514385916e-08
1674,4.613756946777617e-06,4.194044476792312e-07,4.613756946777617e-06,7.915529514385916e-08
1675,4.3066580376814405e-06,3.5678179902528686e-07,4.3066580376814405e-06,1.1347379467809202e-07
1676,4.005317172024141e-06,3.5281254489356275e-07,4.005317172024141e-06,8.351970239216047e-08
1677,3.413599139483787e-06,3.426866044264898e-07,3.413599139483787e-06,8.351970239216047e-08
1678,3.16483499318565e-06,3.234949831819124e-07,3.16483499318565e-06,1.0343827381932766e-07
1679,3.2649055258713944e-06,3.450379202669345e-07,3.2649055258713944e-06,5.4237070961400084e-08
1680,3.417540158677314e-06,3.74600836445487e-07,3.417540158677314e-06,5.4237070961400084e-08
1681,3.8838332849471565e-06,4.091978545212831e-07,3.8838332849471565e-06,5.4237070961400084e-08
1682,3.7461118478989064e-06,4.413660162429421e-07,3.7461118478989064e-06,1.991857142716721e-08
1683,3.7209845231700456e-06,4.878763653388367e-07,3.7209845231700456e-06,1.991857142716721e-08
1684,3.6773383596612675e-06,5.083687101757408e-07,3.6773383596612675e-06,1.991857142716721e-08
1685,3.4795889567768815e-06,5.08655970423076e-07,3.4795889567768815e-06,0.0
1686,3.465062897183608e-06,5.177708451193601e-07,3.465062897183608e-06,0.0
1687,3.2216283492354184e-06,5.046651482741384e-07,3.2216283492354184e-06,0.0
1688,2.464232084418784e-06,5.307207625751939e-07,2.464232084418784e-06,0.0
1689,2.5634908930831964e-06,4.930579413959484e-07,2.5634908930831964e-06,0.0
1690,2.1714878276465503e-06,4.0219515337217414e-07,2.1714878276465503e-06,0.0
1691,2.1483985993394787e-06,3.6346251874874724e-07,2.1483985993394787e-06,0.0
1692,2.3787220746791197e-06,4.142608247548196e-07,2.3787220746791197e-06,2.3668044540110193e-08
1693,2.4233859302772283e-06,4.844071871242964e-07,2.4233859302772283e-06,2.3668044540110193e-08
1694,2.6823834592245736e-06,5.407492998139267e-07,2.6823834592245736e-06,2.3668044540110193e-08
1695,2.3247306444318383e-06,4.6307294659137757e-07,2.3247306444318383e-06,3.9174848000454535e-08
1696,2.150415363238218e-06,4.3142249848772606e-07,2.150415363238218e-06,3.9174848000454535e-08
1697,2.335920222711658e-06,4.6335266899534743e-07,2.335920222711658e-06,4.652192282199914e-08
1698,3.000207990615828e-06,4.6627691371473444e-07,3.000207990615828e-06,4.652192282199914e-08
1699,2.7342030607867074e-06,4.214118567753238e-07,2.7342030607867074e-06,2.2853878281888943e-08
1700,2.500965109675235e-06,3.0900493389448715e-07,2.500965109675235e-06,2.2853878281888943e-08
1701,2.4689036998941968e-06,2.2112949084527956e-07,2.4689036998941968e-06,4.2187396940919693e-08
1702,2.6776511512187947e-06,2.2959300695544827e-07,2.6776511512187947e-06,3.866575326583188e-08
1703,2.818494818614324e-06,2.3122474601677823e-07,2.818494818614324e-06,3.866575326583188e-08
1704,2.484240915074614e-06,1.7507752707907847e-07,2.484240915074614e-06,3.9980445113282515e-08
1705,1.8621919163511587e-06,1.3237898091996873e-07,1.8621919163511587e-06,4.913824978660029e-08
1706,2.1844826148610863e-06,1.5054143176485013e-07,2.1844826148610863e-06,4.913824978660029e-08
1707,2.2237930222347913e-06,1.8615339111452807e-07,2.2237930222347913e-06,4.913824978660029e-08
1708,2.06879060117769e-06,2.0542423381389847e-07,2.06879060117769e-06,2.980473112756954e-08
1709,1.613513964977236e-06,2.0550394655824027e-07,1.613513964977236e-06,2.9844587499740424e-08
1710,1.5837197305959956e-06,2.068103626129414e-07,1.5837197305959956e-06,2.9844587499740424e-08
1711,1.6853785658505721e-06,2.2825614414451983e-07,1.6853785658505721e-06,2.1182820830745186e-08
1712,1.6673255507677304e-06,2.7341543784586975e-07,1.6673255507677304e-06,1.2025016157427411e-08
1713,1.51768348035018e-06,2.723859669881027e-07,1.51768348035018e-06,1.2025016157427411e-08
1714,1.5076856811901962e-06,2.620625971465935e-07,1.5076856811901962e-06,2.1596626709197153e-08
1715,1.579798866454699e-06,2.784144084801353e-07,1.579798866454699e-06,2.1596626709197153e-08
1716,1.9036070365733134e-06,6.262726109136045e-07,1.9036070365733134e-06,9.571610551769742e-09
1717,1.769401494909419e-06,6.30049592181032e-07,1.769401494909419e-06,9.571610551769742e-09
1718,1.8019558833007717e-06,6.532143288495718e-07,1.8019558833007717e-06,1.731336699403333e-08
1719,1.962999655396353e-06,6.318215862880347e-07,1.962999655396353e-06,1.731336699403333e-08
1720,1.9152870111481335e-06,6.338551677182685e-07,1.9152870111481335e-06,1.731336699403333e-08
1721,2.0057997614588075e-06,6.130888416626996e-07,2.0057997614588075e-06,7.741756442263587e-09
1722,2.2043699670705663e-06,6.373477085779606e-07,2.2043699670705663e-06,7.741756442263587e-09
1723,2.388227569229327e-06,2.9014017854933627e-07,2.388227569229327e-06,7.741756442263587e-09
1724,3.1652426254627893e-06,2.7541682966005153e-07,3.1652426254627893e-06,7.741756442263587e-09
1725,3.284765284661262e-06,2.5760049839261357e-07,3.284765284661262e-06,0.0
1726,3.2392090523509457e-06,2.6300112868479377e-07,3.2392090523509457e-06,0.0
1727,3.302105856814056e-06,2.724372133603278e-07,3.302105856814056e-06,6.842715854255792e-09
1728,3.4215981616268565e-06,2.8731489822218593e-07,3.4215981616268565e-06,6.842715854255792e-09
1729,3.5509428601341952e-06,2.5599847828873733e-07,3.5509428601341952e-06,1.3214692578295789e-08
1730,3.5843701685475286e-06,2.9676367725122485e-07,3.5843701685475286e-06,1.3214692578295789e-08
1731,2.932067348280855e-06,7.26118059901637e-07,2.932067348280855e-06,1.3214692578295789e-08
1732,3.0765242107528527e-06,7.383270558745738e-07,3.0765242107528527e-06,1.3214692578295789e-08
1733,3.089210524974208e-06,8.475222240836697e-07,3.089210524974208e-06,1.3214692578295789e-08
1734,3.3315562697160724e-06,8.289126185445639e-07,3.3315562697160724e-06,6.371976724039996e-09
1735,3.214406189856943e-06,8.22382521700352e-07,3.214406189856943e-06,6.371976724039996e-09
1736,3.2057644310563253e-06,8.172246107765854e-07,3.2057644310563253e-06,0.0
1737,2.9280445720100294e-06,7.863668482091921e-07,2.9280445720100294e-06,0.0
1738,2.9377426764248023e-06,3.7746331673003753e-07,2.9377426764248023e-06,0.0
1739,2.7446077735606067e-06,3.43753015386028e-07,2.7446077735606067e-06,3.2309164867326346e-09
1740,2.6226127342202484e-06,2.4115653169636584e-07,2.6226127342202484e-06,3.2309164867326346e-09
1741,2.780635099952633e-06,2.4067251404501023e-07,2.780635099952633e-06,3.2309164867326346e-09
1742,3.389191111377191e-06,2.722011609128978e-07,3.389191111377191e-06,3.2309164867326346e-09
1743,3.5465626037226424e-06,3.0654696558940486e-07,3.5465626037226424e-06,3.2309164867326346e-09
1744,3.8689858813865745e-06,2.8533100606052487e-07,3.8689858813865745e-06,3.2309164867326346e-09
1745,4.026534530307149e-06,2.8557750754641476e-07,4.026534530307149e-06,3.2309164867326346e-09
1746,4.1631638266283384e-06,3.276747954877075e-07,4.1631638266283384e-06,0.0
1747,4.4709088342642644e-06,3.2018349064141406e-07,4.4709088342642644e-06,4.159151753161236e-09
1748,4.323282967431753e-06,2.9909431426793684e-07,4.323282967431753e-06,4.159151753161236e-09
1749,4.014484959822896e-06,3.011613277489492e-07,4.014484959822896e-06,4.159151753161236e-09
1750,4.033815425178286e-06,2.964174724086531e-07,4.033815425178286e-06,7.457883199890603e-09
1751,4.006672400334667e-06,3.187166766695425e-07,4.006672400334667e-06,7.457883199890603e-09
1752,4.4760246769978295e-06,3.758989919333544e-07,4.4760246769978295e-06,2.3052243796379505e-08
1753,5.1597651560898934e-06,4.2183104450746865e-07,5.1597651560898934e-06,2.3052243796379505e-08
1754,6.004400867303568e-06,4.5971191298121994e-07,6.004400867303568e-06,1.889309204321827e-08
1755,7.035947874101112e-06,4.6441952455162596e-07,7.035947874101112e-06,2.274639981132103e-08
1756,7.469715715810058e-06,4.4745274660077226e-07,7.469715715810058e-06,2.8817340894501546e-08
1757,8.059741698421671e-06,4.456793131371991e-07,8.059741698421671e-06,2.5518609447772178e-08
1758,8.609009715395846e-06,4.7213962415883414e-07,8.609009715395846e-06,2.8626194240441042e-08
1759,8.396338736409753e-06,4.1600060894454926e-07,8.396338736409753e-06,1.3031833643952138e-08
1760,8.49516611976599e-06,3.266457895279018e-07,8.49516611976599e-06,1.3031833643952138e-08
1761,9.033376110372565e-06,3.0406833876181085e-07,9.033376110372565e-06,1.5807401102360278e-08
1762,8.982056832402513e-06,3.545489347191376e-07,8.982056832402513e-06,1.1954093334257517e-08
1763,1.0932769977703824e-05,3.77341862645153e-07,1.0932769977703824e-05,5.8831522510770034e-09
1764,1.1860433525206255e-05,3.473568739309485e-07,1.1860433525206255e-05,1.1504511629060029e-08
1765,1.2475804396672174e-05,3.7068002508736496e-07,1.2475804396672174e-05,2.3133968899255057e-08
1766,1.2723361058825894e-05,3.696693694012408e-07,1.2723361058825894e-05,3.333712506048414e-08
1767,1.2758699865246723e-05,4.42602506771956e-07,1.2758699865246723e-05,3.333712506048414e-08
1768,1.2662260035410458e-05,4.354643376050912e-07,1.2662260035410458e-05,3.0561557602076e-08
1769,1.2638314209263107e-05,4.2664239328717356e-07,1.2638314209263107e-05,3.0561557602076e-08
1770,1.150228893363549e-05,4.218942300277766e-07,1.150228893363549e-05,3.0561557602076e-08
1771,1.0952334508017105e-05,4.5152756099144297e-07,1.0952334508017105e-05,2.4940198224092976e-08
1772,1.0754682989499997e-05,4.082300222307822e-07,1.0754682989499997e-05,1.5475319819253334e-08
1773,1.1439762991878005e-05,4.2889611709792265e-07,1.1439762991878005e-05,1.046254536975409e-08
1774,1.2184631486888975e-05,3.613966746180657e-07,1.2184631486888975e-05,1.046254536975409e-08
1775,1.183932688166221e-05,3.5624070855127296e-07,1.183932688166221e-05,1.3351234530643654e-08
1776,1.1798403907700308e-05,3.631247551538763e-07,1.1798403907700308e-05,1.6063604034245926e-08
1777,1.1945976049381507e-05,3.9012491624492084e-07,1.1945976049381507e-05,1.8981654343568673e-08
1778,1.13432459849199e-05,3.935404139708355e-07,1.13432459849199e-05,1.8981654343568673e-08
1779,1.1004237551657883e-05,3.974734466640127e-07,1.1004237551657883e-05,1.3709490685544421e-08
1780,1.1277554092105544e-05,3.654816396192473e-07,1.1277554092105544e-05,1.0868249284661552e-08
1781,1.0885116483093174e-05,3.84657411700573e-07,1.0885116483093174e-05,1.2780766159689198e-08
1782,1.1607135612783687e-05,3.7227149870692043e-07,1.1607135612783687e-05,1.2050210480245888e-08
1783,1.1734168505686934e-05,3.5230344102339064e-07,1.1734168505686934e-05,9.337840976643617e-09
1784,1.1384447654043989e-05,2.963868987697944e-07,1.1384447654043989e-05,9.748734898705282e-09
1785,1.1594754661408452e-05,3.2950793484230546e-07,1.1594754661408452e-05,9.748734898705282e-09
1786,1.1639816096119051e-05,3.1555995251762526e-07,1.1639816096119051e-05,9.748734898705282e-09
1787,1.163499967203409e-05,3.2263538076092247e-07,1.163499967203409e-05,8.688736206709434e-09
1788,1.265531747256838e-05,3.8256569772394347e-07,1.265531747256838e-05,1.722863591473762e-08
1789,1.4125243069429416e-05,4.5223429115789517e-07,1.4125243069429416e-05,1.5070502433291366e-08
1790,1.6416276724027868e-05,4.419579592454933e-07,1.6416276724027868e-05,1.2334564366714824e-07
1791,1.8500610817032532e-05,4.4616987387209e-07,1.8500610817032532e-05,1.2001669943576383e-07
1792,2.0450250563694033e-05,3.8717170371325794e-07,2.0450250563694033e-05,1.5375282393291302e-07
1793,2.2078235945498038e-05,4.220588485687975e-07,2.2078235945498038e-05,1.547388460540081e-07
1794,2.219766728168387e-05,4.55946385662693e-07,2.219766728168387e-05,1.5344970443515698e-07
1795,2.1640932832919395e-05,3.8755982245675114e-07,2.1640932832919395e-05,1.4299728785210114e-07
1796,1.9958161439197803e-05,3.306064440624011e-07,1.9958161439197803e-05,1.458417726268075e-07
1797,1.8930187642191803e-05,5.271810680694346e-07,1.8930187642191803e-05,3.8700478694713477e-08
1798,1.7839757025025653e-05,5.457379107351049e-07,1.7839757025025653e-05,3.9857792050972714e-08
1799,1.6505834277528004e-05,5.479003034127215e-07,1.6505834277528004e-05,8.524745925037841e-09
1800,1.511668311390427e-05,5.15430567052785e-07,1.511668311390427e-05,7.950387713252991e-09
1801,1.466900331641747e-05,5.386267990356178e-07,1.466900331641747e-05,8.414728184088664e-09
1802,1.4365508312559022e-05,5.406881809579187e-07,1.4365508312559022e-05,9.717108609815942e-09
1803,1.4044745382437083e-05,6.027602198953121e-07,1.4044745382437083e-05,8.276623672135282e-09
1804,1.3130038106672665e-05,4.09196063953589e-07,1.3130038106672665e-05,9.27831916059623e-09
1805,1.2357729506870133e-05,4.077765457363317e-07,1.2357729506870133e-05,1.1237135888464422e-08
1806,1.1954210874266988e-05,4.3448945673065153e-07,1.1954210874266988e-05,9.351157721176101e-09
1807,1.202943011386586e-05,4.708356828229755e-07,1.202943011386586e-05,1.0613263633020762e-08
1808,1.1909241948160343e-05,4.121527216024593e-07,1.1909241948160343e-05,1.179646545525413e-08
1809,1.1318471479171421e-05,4.070228994480983e-07,1.1318471479171421e-05,1.3027032341739186e-08
1810,1.137513260930843e-05,3.562670087831066e-07,1.137513260930843e-05,1.3366533721129566e-08
1811,1.1078135815166337e-05,3.5905272203048557e-07,1.1078135815166337e-05,1.3106062457524104e-08
1812,1.0946605730818451e-05,3.50955665291102e-07,1.0946605730818451e-05,1.2615723259707628e-08
1813,1.0957471723876161e-05,3.2550278206144867e-07,1.0957471723876161e-05,1.4814334647894611e-08
1814,1.0971975176029705e-05,2.898907130851772e-07,1.0971975176029705e-05,1.4185355493420308e-08
1815,1.1190063820062538e-05,2.9556259408179487e-07,1.1190063820062538e-05,1.446922036153962e-08
1816,1.1768233889597468e-05,3.1158264895176604e-07,1.1768233889597468e-05,1.516920925378632e-08
1817,1.17105758233395e-05,2.899954186627188e-07,1.17105758233395e-05,1.582457390522255e-08
1818,1.2040901310683694e-05,3.2469359163249986e-07,1.2040901310683694e-05,1.6276955656329458e-08
1819,1.2164088210348772e-05,3.1483574502999545e-07,1.2164088210348772e-05,1.6356518679166195e-08
1820,1.2506386935586176e-05,3.0928900481999986e-07,1.2506386935586176e-05,1.4230394830759354e-08
