ngram,cigarette,cigarete,cigarete,cigarettee
1977,8.040619117569544e-06,2.8725325293014035e-09,2.8725325293014035e-09,7.100026479443602e-10
1978,8.29912440687102e-06,2.7124171480303563e-09,2.7124171480303563e-09,7.786961750014651e-10
1979,8.576866613501416e-06,2.8029274456997655e-09,2.8029274456997655e-09,7.469324008508543e-10
1980,8.561845918718194e-06,2.73420844695441e-09,2.73420844695441e-09,7.741070205481902e-10
1981,8.676344025713791e-06,2.6847803662783623e-09,2.6847803662783623e-09,7.760420758387962e-10
1982,8.7110195506414e-06,2.85261760245094e-09,2.85261760245094e-09,6.939825103469133e-10
1983,8.850514469876153e-06,2.7716394893470155e-09,2.7716394893470155e-09,7.574354318354689e-10
1984,8.999133569886908e-06,2.600807188660578e-09,2.600807188660578e-09,6.857901548227931e-10
1985,9.102976036956534e-06,2.451558495890944e-09,2.451558495890944e-09,6.574341943859402e-10
1986,9.123143432329276e-06,2.2256086973371225e-09,2.2256086973371225e-09,6.79785513594108e-10
1987,9.046343490938722e-06,2.0924885475131258e-09,2.0924885475131258e-09,6.43632068277254e-10
1988,8.9438656557052e-06,1.7150839954587533e-09,1.7150839954587533e-09,6.213885755152709e-10
1989,8.797061257480112e-06,1.4642454629739836e-09,1.4642454629739836e-09,5.78255233379161e-10
1990,8.572612127214338e-06,1.2887245873624158e-09,1.2887245873624158e-09,6.343992513852775e-10
1991,8.461149263894185e-06,1.1662831652817625e-09,1.1662831652817625e-09,6.323739428929339e-10
1992,8.279902821024215e-06,1.102828955141482e-09,1.102828955141482e-09,6.337661625658139e-10
1993,8.146632093744951e-06,1.0105823796838616e-09,1.0105823796838616e-09,5.687859905290082e-10
1994,8.026689231753284e-06,9.457867346439132e-10,9.457867346439132e-10,5.732614105635747e-10
1995,8.137225709755772e-06,9.945624641310197e-10,9.945624641310197e-10,5.550443676100819e-10
1996,8.227837237687449e-06,1.0071690782962962e-09,1.0071690782962962e-09,5.270364303707911e-10
1997,8.477141428946716e-06,1.0263002828533478e-09,1.0263002828533478e-09,4.132775312447125e-10
1998,8.667650295787358e-06,1.0007354786115537e-09,1.0007354786115537e-09,3.864463986908666e-10
1999,8.900081801194964e-06,9.628664056547466e-10,9.628664056547466e-10,3.560901375353e-10
2000,9.074360475226837e-06,9.275029474612292e-10,9.275029474612292e-10,4.472527150221696e-10
2001,9.352667802886572e-06,8.815514826058088e-10,8.815514826058088e-10,3.9963953574988816e-10
2002,9.592917584606247e-06,8.668241521395511e-10,8.668241521395511e-10,3.753852546266907e-10
2003,9.820255919683924e-06,8.789091755976943e-10,8.789091755976943e-10,3.8628406029417306e-10
2004,9.95573256139843e-06,8.879044007973188e-10,8.879044007973188e-10,3.85682779364365e-10
2005,1.0133069216473295e-05,8.734523342696881e-10,8.734523342696881e-10,3.436198795741292e-10
2006,1.0543395286991394e-05,8.370394536224726e-10,8.370394536224726e-10,3.402998170952211e-10
2007,1.1057695051671804e-05,8.348174611911524e-10,8.348174611911524e-10,2.3195772782694642e-10
2008,1.1718132944744347e-05,7.975568697534844e-10,7.975568697534844e-10,2.1740658578961458e-10
2009,1.2176505801367707e-05,9.015266707760158e-10,9.015266707760158e-10,1.9886117405554238e-10
2010,1.2688662666602926e-05,8.594462205405559e-10,8.594462205405559e-10,1.70942003607788e-10
2011,1.331164392987765e-05,8.620572430498693e-10,8.620572430498693e-10,1.6266226560146535e-10
2012,1.3688709259440657e-05,8.606591312647944e-10,8.606591312647944e-10,1.5272507861549149e-10
2013,1.3706882912499299e-05,8.688724660389977e-10,8.688724660389977e-10,9.63172334548076e-11
2014,1.3590895572893455e-05,8.243924788851688e-10,8.243924788851688e-10,8.004433921238174e-11
2015,1.3211067198426463e-05,8.101943362235988e-10,8.101943362235988e-10,8.046311335472924e-11
2016,1.3037988927473115e-05,6.551508660975916e-10,6.551508660975916e-10,9.719969819101313e-11
2017,1.2963569133717101e-05,6.449373766518699e-10,6.449373766518699e-10,1.0384722364438954e-10
2018,1.2558936032291967e-05,5.724448193245024e-10,5.724448193245024e-10,7.262182105671755e-11
2019,1.2231786286065471e-05,5.006267553286925e-10,5.006267553286925e-10,9.077727632089694e-11
