ngram,piece,pece,peice,piecee
1652,5.2662206144304946e-05,1.5645554997588208e-07,2.0548769725792226e-06,0.0
1653,5.0385265889677354e-05,6.840860058738534e-07,2.0541648707096883e-06,0.0
1654,4.6163730855498996e-05,7.255691920298497e-07,1.7209490335647258e-06,0.0
1655,4.981126403436065e-05,7.83672236691148e-07,1.2992180943781153e-06,0.0
1656,5.2646427190796074e-05,6.725240179353673e-07,1.3569123130504783e-06,0.0
1657,4.792487483687832e-05,6.725240179353673e-07,1.519311938734193e-06,0.0
1658,5.248998838526729e-05,6.725240179353673e-07,1.6583898708891605e-06,0.0
1659,5.005441458446772e-05,6.725240179353673e-07,1.534690535923541e-06,0.0
1660,5.642604290707303e-05,2.2506836216962256e-07,1.7142362237011964e-06,0.0
1661,6.0810736093636865e-05,1.835851760136263e-07,2.0343822971621454e-06,0.0
1662,7.263321510565999e-05,1.25482131352328e-07,2.225471876369868e-06,0.0
1663,7.349171677820518e-05,8.017480013222666e-08,2.2209398399094686e-06,0.0
1664,8.858184966291966e-05,8.017480013222666e-08,2.127911865760065e-06,0.0
1665,8.821178926154971e-05,8.017480013222666e-08,1.992108536796877e-06,0.0
1666,9.619916610453012e-05,8.017480013222666e-08,1.870178688737464e-06,0.0
1667,9.467220037809707e-05,3.245231588217783e-08,1.6812007288535824e-06,0.0
1668,9.671714152708384e-05,3.245231588217783e-08,1.409347930803051e-06,0.0
1669,8.609039962591072e-05,3.245231588217783e-08,1.4633064974337425e-06,0.0
1670,8.753296944113182e-05,3.245231588217783e-08,1.6411098857003838e-06,0.0
1671,7.346074198721908e-05,7.15625085539224e-08,1.8749998795491202e-06,0.0
1672,7.27838981090047e-05,7.15625085539224e-08,1.816526841074457e-06,0.0
1673,6.471451914486741e-05,7.15625085539224e-08,1.7404991987340118e-06,0.0
1674,6.769700796991986e-05,3.911019267174457e-08,2.0339778075140202e-06,0.0
1675,6.14741345218915e-05,3.911019267174457e-08,2.039992157928542e-06,0.0
1676,5.958130454278684e-05,3.911019267174457e-08,1.7494744010296666e-06,0.0
1677,5.830272805594307e-05,3.911019267174457e-08,1.5410396534727106e-06,0.0
1678,6.497094104166276e-05,0.0,1.249530587951345e-06,0.0
1679,6.291325189522468e-05,0.0,1.2680158566321812e-06,0.0
1680,6.313540351194595e-05,0.0,1.2891169376416656e-06,0.0
1681,5.8588996970294307e-05,0.0,8.15446721194998e-07,0.0
1682,6.411366744682059e-05,2.016103297007378e-08,9.60427192759588e-07,0.0
1683,7.055520784758431e-05,2.016103297007378e-08,1.0081254881047893e-06,0.0
1684,7.402794290101156e-05,2.016103297007378e-08,1.1119179492067945e-06,0.0
1685,6.838455945918602e-05,2.016103297007378e-08,1.0729425931848319e-06,0.0
1686,7.030437544537043e-05,4.779023957520881e-08,1.0635431359722652e-06,0.0
1687,6.892154851811938e-05,4.779023957520881e-08,1.2071283452184746e-06,0.0
1688,7.016800061267401e-05,4.779023957520881e-08,1.2816154253414425e-06,0.0
1689,6.626547630211073e-05,2.762920660513503e-08,1.1572168026369972e-06,0.0
1690,5.76128378660152e-05,6.91697883732039e-08,1.0637601397840108e-06,0.0
1691,5.639699000831959e-05,9.363584142972416e-08,9.326072358817328e-07,0.0
1692,5.4378783326163625e-05,9.363584142972416e-08,9.666619169885443e-07,0.0
1693,5.851683142412055e-05,6.600663482458913e-08,9.464766849630126e-07,0.0
1694,6.0566545601302225e-05,6.600663482458913e-08,8.775460003107582e-07,0.0
1695,6.1002648830513605e-05,6.600663482458913e-08,8.462477215484146e-07,0.0
1696,6.233824855631351e-05,6.600663482458913e-08,8.773432317151933e-07,0.0
1697,6.64261455572809e-05,3.1813127878064865e-08,8.897740428892575e-07,0.0
1698,6.308108277153224e-05,7.347074821544603e-09,1.1275139927745061e-06,0.0
1699,6.271005414808834e-05,7.347074821544603e-09,1.1896762990610504e-06,0.0
1700,5.8387229468540423e-05,7.347074821544603e-09,1.2439545815011246e-06,0.0
1701,5.966866176874776e-05,7.347074821544603e-09,1.0728184227965748e-06,0.0
1702,5.741679602319242e-05,7.347074821544603e-09,9.77676186104353e-07,0.0
1703,5.509744421163175e-05,7.347074821544603e-09,9.874666042313557e-07,0.0
1704,5.398891620903409e-05,0.0,9.179399285130785e-07,0.0
1705,5.609192521660589e-05,9.157804673317775e-09,6.800642609050556e-07,0.0
1706,5.5239471423971865e-05,9.157804673317775e-09,6.229082194814899e-07,0.0
1707,5.189352356995057e-05,7.261525608117024e-07,5.302324552758364e-07,0.0
1708,4.6441632418593925e-05,7.550901628405882e-07,7.133994748593458e-07,0.0
1709,4.270135754528123e-05,7.550901628405882e-07,9.420740809673589e-07,0.0
1710,4.2460433957915355e-05,7.550901628405882e-07,7.433323056765013e-07,0.0
1711,3.9886480278385405e-05,7.647824915579804e-07,7.948856364237145e-07,0.0
1712,3.53806592881613e-05,7.556246868846626e-07,7.759402974118399e-07,0.0
1713,3.555231471961763e-05,7.556246868846626e-07,6.870798695704902e-07,0.0
1714,3.435748502462437e-05,3.862993074627801e-08,7.297762363935232e-07,0.0
1715,3.4474912224270937e-05,9.692328717392229e-09,5.662095422362004e-07,0.0
1716,3.921653452770053e-05,9.692328717392229e-09,3.3959384536176783e-07,0.0
1717,3.9273660149774514e-05,1.7333734194023365e-08,4.465735250797869e-07,0.0
1718,4.205698002936385e-05,7.641405476631137e-09,3.6903489534064906e-07,0.0
1719,4.3478256494771426e-05,7.641405476631137e-09,3.410572812104614e-07,0.0
1720,4.2810889031638256e-05,1.670253370532139e-08,3.6648377894315285e-07,0.0
1721,4.4362853909011134e-05,5.1742766008341535e-08,5.447641322169667e-07,0.0
1722,4.8843740972058314e-05,2.2174967335380253e-07,8.091162381366043e-07,0.0
1723,4.9824322299433076e-05,2.526255547609578e-07,8.274088198082349e-07,0.0
1724,5.063758050839949e-05,3.565316280936973e-07,7.497837393494982e-07,0.0
1725,5.108868260452125e-05,3.6388458113378874e-07,7.718425994848335e-07,0.0
1726,5.1649018652304744e-05,3.6388458113378874e-07,7.455031152403535e-07,0.0
1727,5.348283697717956e-05,3.548234529050985e-07,7.708430465364862e-07,0.0
1728,5.297280949889682e-05,3.1978322060207833e-07,5.255614204153452e-07,0.0
1729,4.920427454635501e-05,1.5614828998065734e-07,2.1876309931810412e-07,0.0
1730,4.6914837314813796e-05,1.4163888449404893e-07,1.630355248900222e-07,0.0
1731,4.4493456828474465e-05,3.009140568467826e-08,2.1728180042503353e-07,0.0
1732,4.267278823785351e-05,2.2738452644586815e-08,2.452911311528234e-07,0.0
1733,4.141857373594705e-05,3.6787991827428157e-08,3.2256359564338967e-07,0.0
1734,4.318054665678314e-05,3.6787991827428157e-08,2.9711127272743655e-07,0.0
1735,4.4198731172530514e-05,4.3254917869717247e-08,3.1651205136183437e-07,0.0
1736,4.602483386406675e-05,3.688294114567725e-08,2.910241444656744e-07,0.0
1737,4.463413954778973e-05,1.520274014613473e-07,5.779477163514457e-07,0.0
1738,4.6233402307344864e-05,6.517826892807729e-07,4.94346841557152e-07,0.0
1739,4.2861977947593133e-05,6.647063552277035e-07,5.961317189725637e-07,0.0
1740,4.372499227299288e-05,6.506568160448621e-07,5.562956480226993e-07,0.0
1741,3.963868714760922e-05,6.565981668213031e-07,5.558116303713437e-07,0.0
1742,4.266532076664069e-05,6.50131240779014e-07,5.619203408611741e-07,0.0
1743,4.0638525336232435e-05,6.50131240779014e-07,5.811831280360431e-07,0.0
1744,4.2199576845242905e-05,5.186203045427971e-07,2.7417390212138214e-07,0.0
1745,4.2230480955497895e-05,1.886501672337155e-08,2.7417390212138214e-07,0.0
1746,4.973018751895454e-05,3.580921362608283e-08,3.5628576355861696e-07,0.0
1747,5.17442832850585e-05,3.580921362608283e-08,3.438042805368825e-07,0.0
1748,5.4587910459044254e-05,2.9867862849641824e-08,3.1907537234587835e-07,0.0
1749,5.291738852974959e-05,3.482314322614652e-08,3.0843172435116427e-07,4.955280376504691e-09
1750,5.818487677190985e-05,3.812187467287588e-08,3.188575199430943e-07,4.955280376504691e-09
1751,6.189981546153181e-05,4.1691013308309266e-08,3.607922615905019e-07,8.524419011938074e-09
1752,6.653473298813748e-05,4.1691013308309266e-08,5.44025999106777e-07,8.524419011938074e-09
1753,7.173449401826864e-05,2.18818553118386e-08,3.5029588880368987e-07,8.524419011938074e-09
1754,7.651620814743052e-05,2.18818553118386e-08,3.5044539105553797e-07,8.524419011938074e-09
1755,8.305675302316169e-05,2.958847084804412e-08,4.3971220163387314e-07,8.524419011938074e-09
1756,8.907810323372749e-05,3.677507263790046e-08,4.7644936021892394e-07,6.604609177023641e-09
1757,9.9134082639856e-05,4.565683424979332e-08,4.863473788775861e-07,6.604609177023641e-09
1758,0.00010339879580507321,5.141044973860127e-08,4.6791684025850243e-07,6.1430553342591205e-09
1759,0.00010758839094445907,7.228321915623123e-08,3.2990743445030344e-07,6.1430553342591205e-09
1760,0.00010368968547222071,6.488588130285475e-08,3.003180830367975e-07,6.1430553342591205e-09
1761,0.00010866063114787851,7.043701621967102e-08,3.0852047875181856e-07,6.1430553342591205e-09
1762,0.00010762636520667002,6.541298271299314e-08,2.2442996489806838e-07,8.825637363786752e-09
1763,0.00010776675480883569,5.3271100546632104e-08,2.6366455127150144e-07,5.7901668221964945e-09
1764,0.00010475879285617598,1.0854692002380619e-07,2.409420279799893e-07,5.7901668221964945e-09
1765,0.00010468505414402378,1.3164565843786541e-07,2.483426655430776e-07,2.6825820295276313e-09
1766,0.00010617811598681978,1.5158551366515178e-07,3.0855094682432795e-07,2.6825820295276313e-09
1767,0.00010975720735067236,9.40995286770528e-07,3.2440599844513987e-07,2.6825820295276313e-09
1768,0.00010839942011183925,9.408085769483218e-07,3.071924652431335e-07,2.6825820295276313e-09
1769,0.00010938576867504577,9.564035536868687e-07,3.0937453183404226e-07,0.0
1770,0.00011145870043297432,1.037125358038793e-06,2.4448324000201994e-07,0.0
1771,0.000109834224401441,9.775669767009276e-07,2.4078238120799664e-07,0.0
1772,0.00010933306267751115,9.952310406902143e-07,2.344103801224914e-07,0.0
1773,0.00010804603828416605,9.596087977570278e-07,1.4454891226835442e-07,0.0
1774,0.00010575557410317873,1.782275102105554e-07,1.5546287711133898e-07,0.0
1775,0.00010687186399341695,1.7864046343772445e-07,1.5670173679284615e-07,0.0
1776,0.00010702789586503059,1.6850001318045672e-07,1.5198602503525243e-07,0.0
1777,0.00010868779437649729,1.1404066211996775e-07,1.4354803162015222e-07,0.0
1778,0.00010783845937112346,1.1448616226467883e-07,1.4707167496551067e-07,0.0
1779,0.00010750005042479773,1.617446600781542e-07,1.231981465415239e-07,0.0
1780,0.00010460497183625453,1.612525589881183e-07,1.2642012389311015e-07,0.0
1781,0.00010870060214074329,1.677753585584339e-07,1.0430577443035613e-07,0.0
1782,0.00010682383331836068,1.7278864764388606e-07,9.344803990935751e-08,0.0
1783,0.00010898771662531155,1.7117533650840805e-07,9.293378764953428e-08,0.0
1784,0.00010496677922284496,2.1814965986014352e-07,8.541231924904683e-08,0.0
1785,0.00010299709122461666,2.195149626516013e-07,7.034357896174015e-08,0.0
1786,9.922570149813379e-05,1.2887139990068265e-07,8.264148514720254e-08,0.0
1787,0.0001013779962834503,1.2675140251669097e-07,1.0896831767074186e-07,1.2891416188511228e-09
1788,9.420951391803101e-05,1.8662532065759153e-07,1.1195991169086841e-07,2.5956936917331016e-09
1789,9.097320331160777e-05,1.8397834696973599e-07,1.392236719561473e-07,2.5956936917331016e-09
1790,8.72566898968736e-05,1.9513212404628382e-07,1.460633482100856e-07,2.5956936917331016e-09
1791,8.515702523124804e-05,1.4687257099410544e-07,1.4693617789163227e-07,2.5956936917331016e-09
1792,8.455789377746572e-05,1.447816710964389e-07,1.6381850948781513e-07,2.5956936917331016e-09
1793,8.904606095581715e-05,1.5582957679782794e-07,1.6217358579849262e-07,2.5956936917331016e-09
1794,8.849792357068509e-05,1.752069767998624e-07,1.2603550101987692e-07,1.3065520728819786e-09
1795,9.232115865285908e-05,1.346512925286853e-07,1.4427465799826678e-07,0.0
1796,9.529455045204876e-05,1.2840392203474137e-07,1.2191443638747452e-07,0.0
1797,9.565963098014305e-05,1.1299404218639048e-07,1.1336563890803778e-07,0.0
1798,9.83652301199202e-05,1.250508459956937e-07,1.1697239342213703e-07,0.0
1799,9.82279671006836e-05,1.2884763414941096e-07,1.1469271856055587e-07,2.403078371214308e-09
1800,9.519455280886697e-05,1.193325147903173e-07,1.0920796203858377e-07,2.403078371214308e-09
1801,9.345093297140141e-05,1.2616594029830302e-07,1.2437179565592616e-07,2.403078371214308e-09
1802,9.149702860408329e-05,1.0396123822126973e-07,1.0694248889616834e-07,2.403078371214308e-09
1803,9.016100687274178e-05,1.2909191227095107e-07,1.6295653994445403e-07,3.456078217262919e-09
1804,8.982464350992814e-05,1.4848472318362838e-07,1.58939927631861e-07,3.456078217262919e-09
1805,8.851491604998176e-05,1.3248457366086897e-07,1.579767412757909e-07,3.456078217262919e-09
1806,9.07641401032119e-05,2.389687970045478e-07,1.5856171892940957e-07,1.052999846048611e-09
1807,9.250224164653835e-05,2.6128181827646456e-07,1.6563548348764406e-07,1.052999846048611e-09
1808,9.14593692868948e-05,2.536753973864896e-07,1.5961274460859647e-07,1.288363035304282e-09
1809,9.35001257208309e-05,2.89284463812172e-07,1.569753236602927e-07,1.288363035304282e-09
1810,9.369613586126693e-05,2.810001039473978e-07,9.699321371467054e-08,2.35363189255671e-10
1811,9.191479226241686e-05,2.9285650222326307e-07,1.1404728234814294e-07,2.35363189255671e-10
1812,9.203490169186677e-05,2.851902871319518e-07,1.1080850675122228e-07,2.35363189255671e-10
1813,8.868447392680017e-05,1.7931816488823772e-07,1.9370816113044903e-07,6.233219971919977e-10
1814,8.656964200781658e-05,1.9035453594337275e-07,2.147910948784621e-07,6.233219971919977e-10
1815,8.6548512626905e-05,1.7767003918882957e-07,2.144370760959191e-07,3.8795880793632675e-10
1816,8.466414562592815e-05,1.357220428742169e-07,2.1413759857377306e-07,3.8795880793632675e-10
1817,8.243052954120296e-05,1.2708891209253386e-07,2.159804870822362e-07,3.8795880793632675e-10
1818,8.400161147749583e-05,1.2042723897463604e-07,2.043160327908871e-07,7.460285405309313e-10
1819,8.335778693435714e-05,1.6823063475612798e-07,2.0547418395316136e-07,1.1969208798693183e-09
1820,8.57368203079594e-05,1.797874215217884e-07,1.312684422113567e-07,8.089620719329917e-10
1821,8.765114138701133e-05,1.4733210308902146e-07,1.087608743383888e-07,8.089620719329917e-10
1822,8.905019681800955e-05,1.7564073624092608e-07,1.2205938406038642e-07,8.089620719329917e-10
1823,8.781451054216762e-05,1.7537893423228264e-07,1.1390108107483294e-07,9.494248403336363e-10
1824,8.793784633910815e-05,2.146255937418573e-07,1.1618263379935862e-07,9.494248403336363e-10
1825,8.637771575844713e-05,2.2410938628679234e-07,1.284146696280329e-07,7.179719120818464e-10
1826,8.573892409913242e-05,1.9457735841602437e-07,1.31804344200808e-07,2.6707957274345924e-10
1827,8.336168476879331e-05,2.0644328405491512e-07,1.204217063843771e-07,2.6707957274345924e-10
1828,8.137208039572994e-05,2.3339361782908391e-07,1.1805148401679486e-07,3.7740888192416833e-10
1829,7.837922125223226e-05,1.998896847408917e-07,9.836846156677634e-08,3.7740888192416833e-10
1830,7.689161325937935e-05,2.153232363204844e-07,1.093276874744983e-07,3.3225065555951364e-10
1831,7.544436084572226e-05,1.9671520209588573e-07,1.0671125392848677e-07,3.3225065555951364e-10
1832,7.422427630185016e-05,1.7272285062525888e-07,9.479560958425282e-08,2.05633851216699e-10
1833,7.237561866142122e-05,2.550687770203857e-07,9.953067652596864e-08,2.05633851216699e-10
1834,7.160348156633387e-05,2.3324121275639493e-07,9.538086840978264e-08,2.05633851216699e-10
1835,7.043927325867116e-05,2.1442290863506385e-07,9.45454396677243e-08,9.530454203598993e-11
1836,7.103879345647459e-05,2.4392175390630655e-07,9.517079441983306e-08,1.703657215301746e-10
1837,7.095399320990379e-05,2.425237874652859e-07,9.34746253733465e-08,2.2994400034852854e-10
1838,7.118145939395098e-05,2.3329951557928196e-07,1.056226445988224e-07,2.2994400034852854e-10
1839,7.220665117659207e-05,2.635420120863533e-07,1.322284696974358e-07,6.84632604576661e-10
1840,7.220168689465416e-05,1.76314486566298e-07,1.2908327663905895e-07,7.602185706342571e-10
1841,7.149113246539076e-05,1.99360883357258e-07,1.4332830642972893e-07,1.0401290146638026e-09
1842,7.170573891406613e-05,2.1177943665406929e-07,1.462836130323402e-07,1.3442062225215474e-09
1843,7.17549690827062e-05,2.084862395739557e-07,1.4843792379386806e-07,1.4002941028934401e-09
1844,7.184400393660846e-05,2.1397260801287693e-07,1.3844782031924296e-07,1.2454112820390962e-09
1845,7.124454818300105e-05,2.1914425474278687e-07,1.36936372082833e-07,1.2454112820390962e-09
1846,6.976435958806957e-05,2.2123112687820269e-07,1.0754229811433496e-07,8.559431774468607e-10
1847,6.977464883155855e-05,2.1853406500278133e-07,1.2186711373374237e-07,9.621736145921339e-10
1848,7.053111351394494e-05,1.925298929807338e-07,1.315065313787857e-07,9.557015536097525e-10
