ngram,unit,unt,uni,unitt
1700,4.415072790412264e-06,1.3125183094026788e-06,1.6446141606658266e-06,1.0371270572509924e-08
1701,4.443635763859025e-06,1.2573832626523135e-06,1.607500735190115e-06,1.0371270572509924e-08
1702,4.19422240075359e-06,1.2651655895621973e-06,1.5821680433093986e-06,1.0371270572509924e-08
1703,5.05255425764517e-06,1.2749560076892003e-06,1.6267138432470217e-06,1.0371270572509924e-08
1704,4.267499398175849e-06,1.2345850970112743e-06,1.7375370394542448e-06,1.0371270572509924e-08
1705,1.9847199601891977e-06,1.0034402911125134e-06,1.7628107603481373e-06,0.0
1706,2.3714687854083294e-06,1.109316242166512e-06,1.7408750230580544e-06,0.0
1707,2.4036991460109547e-06,1.0488708263827512e-06,1.8627163902757665e-06,0.0
1708,2.4421154794903747e-06,1.1160367340120762e-06,1.8330684546136972e-06,0.0
1709,2.0709342395873265e-06,1.1285001814290548e-06,1.78560610005921e-06,0.0
1710,1.8814640806600176e-06,1.2051987791242676e-06,1.6239071994407693e-06,0.0
1711,1.8356768569966725e-06,1.2293189846397062e-06,1.600792326631303e-06,0.0
1712,1.7686071446730369e-06,1.2263539101046002e-06,1.4391795031899944e-06,0.0
1713,1.4981653545679104e-06,1.2430999488190407e-06,1.5553466222887176e-06,0.0
1714,2.769686013997281e-06,1.2268631378122206e-06,1.4716823508414173e-06,0.0
1715,2.6992250192441654e-06,1.0519740872691078e-06,1.3424957744843726e-06,0.0
1716,2.6706944952690847e-06,9.96223466894922e-07,1.3575848112980436e-06,0.0
1717,1.9589944275009785e-06,8.506869854889893e-07,1.4911782305456915e-06,0.0
1718,2.1021261196502953e-06,8.369119086637511e-07,1.3359193807056208e-06,0.0
1719,2.109713278741765e-06,8.576688108925217e-07,1.449866756177341e-06,0.0
1720,1.978416897990038e-06,7.482851661474602e-07,1.4655820125751364e-06,0.0
1721,6.359567886907566e-07,7.481181439418703e-07,1.4469163066418593e-06,0.0
1722,1.100688097364712e-06,8.846960456919208e-07,1.5861844693582888e-06,0.0
1723,1.0889204174548337e-06,9.690513950642656e-07,1.797305799300375e-06,0.0
1724,1.021266691785578e-06,9.506949822934985e-07,1.8011299484247241e-06,0.0
1725,9.743930401587671e-07,9.58791222923797e-07,1.9938276279520195e-06,0.0
1726,1.0542725387300119e-06,9.616260042223855e-07,1.9845511068134717e-06,0.0
1727,1.1003280958123339e-06,9.60157503219047e-07,2.141402481876347e-06,0.0
1728,1.223077804622465e-06,9.846280103634593e-07,2.2055831030749166e-06,0.0
1729,7.640328963784018e-07,8.679020636139155e-07,2.2214504399796297e-06,0.0
1730,7.77938335464309e-07,8.095624610047838e-07,2.1700861420218383e-06,0.0
1731,7.936716315271042e-07,7.816158569897067e-07,2.187147791638771e-06,0.0
1732,1.7032086735265954e-06,7.921143329830167e-07,2.203767020806221e-06,0.0
1733,1.981606041161805e-06,7.97197726244901e-07,2.1634710784772845e-06,7.024769591420668e-09
1734,1.99084241460566e-06,8.202383047059161e-07,2.232949165253168e-06,7.024769591420668e-09
1735,2.3656335364259055e-06,7.941179173290688e-07,2.3229681411456634e-06,7.024769591420668e-09
1736,2.4855398074968046e-06,8.003390722218942e-07,2.4059093805460307e-06,7.024769591420668e-09
1737,2.479845339361678e-06,7.619116542757962e-07,2.4120796199765337e-06,7.024769591420668e-09
1738,2.6917354927848336e-06,7.442125747404913e-07,2.5112783207857447e-06,7.024769591420668e-09
1739,2.422591908920627e-06,6.81242742725122e-07,2.3990755510437467e-06,7.024769591420668e-09
1740,2.1461390734397616e-06,6.895678999236614e-07,2.5210103038781587e-06,0.0
1741,2.7166159465455815e-06,6.096146632574216e-07,2.4568638049718823e-06,0.0
1742,2.301210266913196e-06,7.293518738801399e-07,2.4328062409040285e-06,0.0
1743,3.4113035261335815e-06,7.237181469983105e-07,2.313836018531999e-06,0.0
1744,3.4780155471837915e-06,7.413255015567952e-07,2.3233240296706626e-06,4.464060359461135e-09
1745,3.3927720193917466e-06,8.016552288024416e-07,2.4081662754075036e-06,4.464060359461135e-09
1746,2.8120195695789463e-06,8.289139624853956e-07,2.5981419509792303e-06,4.464060359461135e-09
1747,2.7745670649892418e-06,7.856442891807092e-07,2.5781369328927084e-06,8.623212112622371e-09
1748,2.587653365740802e-06,8.281432672317481e-07,2.486178508271613e-06,8.623212112622371e-09
1749,2.528790844280593e-06,6.594433240739558e-07,2.5608881384999094e-06,8.623212112622371e-09
1750,2.0691996545403005e-06,6.747566568979632e-07,2.6941839418473786e-06,8.623212112622371e-09
1751,2.244003058292167e-06,6.452558888473245e-07,2.8947502284739e-06,4.159151753161236e-09
1752,2.3158613251845443e-06,6.008947569366033e-07,2.948060877575439e-06,4.159151753161236e-09
1753,2.8360937887685267e-06,6.322524939150753e-07,2.9823983628115717e-06,4.159151753161236e-09
1754,2.958328788541361e-06,6.244325285414172e-07,2.9929342742564458e-06,0.0
1755,2.610178098296144e-06,6.188527379435982e-07,3.0389156953398403e-06,0.0
1756,3.5957207598715158e-06,6.675506532311764e-07,3.0211229256695205e-06,0.0
1757,3.1184355455999528e-06,7.000362286037541e-07,2.9947513147427733e-06,3.045123264655558e-09
1758,2.9872372968904008e-06,7.165889347301604e-07,2.8043224184719814e-06,3.045123264655558e-09
1759,2.9208442648658613e-06,7.529975667759053e-07,2.6640385450653933e-06,3.045123264655558e-09
1760,2.394145407639111e-06,7.056169286962748e-07,2.548510305392223e-06,3.045123264655558e-09
1761,2.577374013006712e-06,7.5238722274662e-07,2.450909375641329e-06,3.045123264655558e-09
1762,2.7692947891669713e-06,7.767707188577333e-07,2.35461519488516e-06,5.7277052941831894e-09
1763,2.046453541229961e-06,7.785956768202595e-07,2.3237479516475493e-06,5.7277052941831894e-09
1764,3.6136167896724406e-06,7.577407684168845e-07,2.2511101178679382e-06,2.6825820295276313e-09
1765,3.6187432540048448e-06,8.21366581606396e-07,2.26280462811701e-06,2.6825820295276313e-09
1766,3.6211917599108086e-06,8.051191246392721e-07,2.2446717074282267e-06,2.6825820295276313e-09
1767,4.455958950139964e-06,8.538736681527683e-07,2.1994295106456515e-06,2.6825820295276313e-09
1768,5.105837414833202e-06,8.226638621116373e-07,2.1311786895239493e-06,5.364794576832667e-09
1769,5.302018540273171e-06,8.146592774340076e-07,2.119533649290263e-06,2.682212547305036e-09
1770,6.177528023597136e-06,8.01881810730265e-07,2.032855296160311e-06,5.5651341313023295e-09
1771,4.645366548824573e-06,7.610701118210272e-07,1.9992179269528217e-06,5.5651341313023295e-09
1772,5.118077589421384e-06,7.299986139384731e-07,1.9483670062722273e-06,5.5651341313023295e-09
1773,5.273762521288258e-06,6.928468191550305e-07,1.9386568835346097e-06,5.5651341313023295e-09
1774,4.389084032092276e-06,6.899347145658144e-07,1.947827221166725e-06,5.5651341313023295e-09
1775,3.4486677772552606e-06,6.889082848309564e-07,2.0301657579174e-06,2.8829215839972935e-09
1776,3.1424097122518494e-06,6.711296123285138e-07,2.0882470315492744e-06,5.595291087599565e-09
1777,2.2085163858979025e-06,7.131064389146299e-07,2.1353198787567507e-06,2.712369503602271e-09
1778,1.9184122704375895e-06,7.611687351527507e-07,2.10437542591535e-06,2.712369503602271e-09
1779,1.4026974456880583e-06,7.374762195208209e-07,2.0624435462325763e-06,2.712369503602271e-09
1780,1.413868249398677e-06,7.665620630957295e-07,2.0784239852998454e-06,2.712369503602271e-09
1781,1.4512696436343373e-06,6.910996554714594e-07,2.194098978439537e-06,2.712369503602271e-09
1782,1.4204186413735442e-06,6.813676967405107e-07,2.280745304363206e-06,4.870502985048526e-09
1783,1.3062200423519243e-06,6.494981334981276e-07,2.2890501603407235e-06,4.332732521967435e-09
1784,1.158875883382799e-06,6.084782577480447e-07,2.2023443112370193e-06,4.332732521967435e-09
1785,1.3093614045698944e-06,6.040285874015743e-07,2.3336654391771716e-06,5.950854919944959e-09
1786,2.4405775483111417e-06,5.920952860703567e-07,2.356592842391235e-06,5.950854919944959e-09
1787,2.4142159093441606e-06,6.03839282575791e-07,2.293362107203783e-06,5.950854919944959e-09
1788,2.4503989054989816e-06,6.434324940788169e-07,2.1334457025139793e-06,5.950854919944959e-09
1789,2.4817952797613022e-06,6.550001135760144e-07,2.0278357624192722e-06,3.792721438498705e-09
1790,2.536793471920516e-06,6.946876445519073e-07,1.954691291367843e-06,1.6181223979775235e-09
1791,2.7028447675547795e-06,7.079018960861763e-07,1.998079109658387e-06,3.790054873117502e-09
1792,2.7539286000839117e-06,6.729311183205157e-07,1.8409996950400194e-06,2.1719324751399783e-09
1793,1.8626273978432956e-06,7.135280709137857e-07,1.8046682888390414e-06,3.157954596235056e-09
1794,1.7993183161836766e-06,7.006311193435977e-07,1.7784128821014228e-06,3.157954596235056e-09
1795,1.863045505550482e-06,6.899074134837844e-07,1.943106829977686e-06,4.0712267208269685e-09
1796,1.8448099094062594e-06,6.609684451827238e-07,1.8893823932687935e-06,4.0712267208269685e-09
1797,2.2083124154700532e-06,6.483584067089916e-07,1.847892625456942e-06,4.0712267208269685e-09
1798,2.4490033670839954e-06,6.107938556202239e-07,1.8341173374990052e-06,3.0566076019462277e-09
1799,2.380121389121216e-06,6.35091688699114e-07,1.8487463324033473e-06,3.657377194749805e-09
1800,2.1888156912349847e-06,6.307999374907272e-07,1.822653546566601e-06,3.0830189829649565e-09
1801,2.146539892627126e-06,6.471072911803535e-07,1.7976207280818407e-06,3.0830189829649565e-09
1802,2.32171230761326e-06,6.657331579974977e-07,1.6391010473983312e-06,2.6038736563752505e-09
1803,2.430275230835832e-06,7.157160228286687e-07,1.69810415887436e-06,2.6038736563752505e-09
1804,2.3546300878609017e-06,7.54928042364814e-07,1.7140973308674541e-06,3.5191063079460197e-09
1805,2.1080504179086087e-06,7.951324505484081e-07,1.6702135618678376e-06,2.3617929516867822e-09
1806,2.2648837817281934e-06,8.200107686207048e-07,1.6385858348907538e-06,1.7610233588832053e-09
1807,2.349099336892583e-06,8.151933457156701e-07,1.6267977766152138e-06,1.5585806772173377e-09
1808,2.5855372151844288e-06,8.261085570536255e-07,1.6271152714710167e-06,2.0293070557286796e-09
1809,2.4205980447992e-06,8.293538777642035e-07,1.629809730729903e-06,1.7761050725389233e-09
1810,2.448606957321837e-06,8.226761565310881e-07,1.5801912403341184e-06,2.2119803766429413e-09
1811,2.2347646628466985e-06,8.018430353981135e-07,1.5696168377741872e-06,1.5311316658994656e-09
1812,2.3247060231109832e-06,8.052100741094494e-07,1.5785831724964998e-06,1.5311316658994656e-09
1813,2.203793331188665e-06,8.114591147594703e-07,1.568893935655069e-06,1.9190904738357925e-09
1814,2.2161859111033015e-06,7.939782530489278e-07,1.5771939193395416e-06,2.336743671576309e-09
1815,2.0121805651537476e-06,7.62594611712432e-07,1.5487078144360567e-06,2.0591580028396704e-09
1816,1.9943113979284784e-06,7.411324369448786e-07,1.5345116415638976e-06,2.448751360414495e-09
1817,1.9636835304481792e-06,7.130743467444387e-07,1.5008554490642773e-06,2.0128760563104767e-09
1818,2.086180432213171e-06,6.998011323438342e-07,1.4584138788060436e-06,1.9575269817804853e-09
1819,2.04788024607946e-06,6.574081550882381e-07,1.4033956371609487e-06,1.9575269817804853e-09
1820,2.128256759143759e-06,6.160900787628114e-07,1.3835052641297807e-06,1.864362045697224e-09
1821,2.093112779480829e-06,5.954479596376976e-07,1.3500686171547777e-06,1.3660418748554344e-09
1822,2.2071836188583153e-06,5.857750937008989e-07,1.3162234284079335e-06,1.2976700666403725e-09
1823,2.5123045718698578e-06,5.654623415856414e-07,1.2520460878866807e-06,7.271518942530975e-10
1824,2.572029318668813e-06,5.574292539936973e-07,1.2055229165395888e-06,7.271518942530975e-10
1825,2.5566873124002347e-06,5.463828805269648e-07,1.1755643721958871e-06,6.747338322986098e-10
1826,2.5366174278523042e-06,5.454287475004094e-07,1.1782443120214988e-06,6.747338322986098e-10
1827,2.6308265920046584e-06,5.207747091974722e-07,1.1458625164907841e-06,4.845105665880161e-10
1828,2.9199604471484364e-06,5.273560402331765e-07,1.0941354519543114e-06,3.5595631204492813e-10
1829,5.049094787474522e-06,5.346038603550239e-07,1.0430138185516365e-06,3.717359674050767e-10
1830,4.856234779383937e-06,5.275987616317122e-07,1.010618234431604e-06,5.623450514770565e-10
1831,5.023123256770694e-06,5.275828698358964e-07,9.970496535061102e-07,6.552397116951373e-10
