ngram,election,electin,electon,election
1553,6.464960272621414e-05,0.0,0.0,6.464960272621414e-05
1554,6.464960272621414e-05,0.0,0.0,6.464960272621414e-05
1555,3.288372337400298e-05,0.0,0.0,3.288372337400298e-05
1556,3.288372337400298e-05,0.0,0.0,3.288372337400298e-05
1557,1.613300647867228e-05,0.0,0.0,1.613300647867228e-05
1558,2.9562821444934733e-05,0.0,0.0,2.9562821444934733e-05
1559,2.884171044570394e-05,0.0,0.0,2.884171044570394e-05
1560,3.108516154627848e-05,0.0,0.0,3.108516154627848e-05
1561,3.108516154627848e-05,0.0,0.0,3.108516154627848e-05
1562,2.747925152237128e-05,0.0,0.0,2.747925152237128e-05
1563,2.838849494375089e-05,0.0,0.0,2.838849494375089e-05
1564,2.838849494375089e-05,0.0,0.0,2.838849494375089e-05
1565,3.1526945219541503e-06,0.0,0.0,3.1526945219541503e-06
1566,3.1526945219541503e-06,0.0,0.0,3.1526945219541503e-06
1567,4.32122994555227e-06,0.0,0.0,4.32122994555227e-06
1568,4.32122994555227e-06,0.0,0.0,4.32122994555227e-06
1569,5.806640599205691e-06,0.0,0.0,5.806640599205691e-06
1570,9.430434147361666e-06,0.0,0.0,9.430434147361666e-06
1571,1.188228582447794e-05,0.0,0.0,1.188228582447794e-05
1572,1.3442168243013189e-05,0.0,0.0,1.3442168243013189e-05
1573,1.847580564831982e-05,0.0,0.0,1.847580564831982e-05
1574,1.6697953729557673e-05,0.0,0.0,1.6697953729557673e-05
1575,1.6697953729557673e-05,0.0,0.0,1.6697953729557673e-05
1576,1.8817986658957254e-05,0.0,0.0,1.8817986658957254e-05
1577,1.6836425597180744e-05,0.0,0.0,1.6836425597180744e-05
1578,1.4866400143936126e-05,0.0,0.0,1.4866400143936126e-05
1579,1.4600027335680871e-05,0.0,0.0,1.4600027335680871e-05
1580,2.4423302907702498e-05,0.0,0.0,2.4423302907702498e-05
1581,2.7535627298545607e-05,0.0,0.0,2.7535627298545607e-05
1582,2.8373590047132374e-05,0.0,0.0,2.8373590047132374e-05
1583,3.125655182754729e-05,0.0,0.0,3.125655182754729e-05
1584,2.9604187505226166e-05,0.0,0.0,2.9604187505226166e-05
1585,2.968851556163697e-05,0.0,0.0,2.968851556163697e-05
1586,2.8395005951356973e-05,0.0,0.0,2.8395005951356973e-05
1587,1.5614570332088207e-05,0.0,0.0,1.5614570332088207e-05
1588,1.6893663411922588e-05,0.0,0.0,1.6893663411922588e-05
1589,4.425139806179297e-05,0.0,0.0,4.425139806179297e-05
1590,3.90628709802903e-05,0.0,0.0,3.90628709802903e-05
1591,4.509362932887078e-05,0.0,0.0,4.509362932887078e-05
1592,4.5124446842237376e-05,0.0,0.0,4.5124446842237376e-05
1593,4.579427702213122e-05,0.0,0.0,4.579427702213122e-05
1594,4.489122076327996e-05,0.0,0.0,4.489122076327996e-05
1595,4.4726031059586345e-05,0.0,0.0,4.4726031059586345e-05
1596,1.6951170112276615e-05,0.0,0.0,1.6951170112276615e-05
1597,1.7346161192628123e-05,0.0,0.0,1.7346161192628123e-05
1598,5.000564559460534e-05,0.0,0.0,5.000564559460534e-05
1599,6.0846055086065985e-05,1.1791114827376856e-07,0.0,6.0846055086065985e-05
1600,6.43299623074459e-05,1.1791114827376856e-07,0.0,6.43299623074459e-05
1601,6.550042754887337e-05,1.1791114827376856e-07,0.0,6.550042754887337e-05
1602,6.172807947483047e-05,1.1791114827376856e-07,0.0,6.172807947483047e-05
1603,6.254357335170166e-05,1.1791114827376856e-07,0.0,6.254357335170166e-05
1604,6.391356964741135e-05,1.1791114827376856e-07,0.0,6.391356964741135e-05
1605,2.6572953174763825e-05,1.1791114827376856e-07,0.0,2.6572953174763825e-05
1606,1.7457894890477682e-05,0.0,0.0,1.7457894890477682e-05
1607,1.4050654564406223e-05,0.0,0.0,1.4050654564406223e-05
1608,1.3104511383841913e-05,0.0,0.0,1.3104511383841913e-05
1609,1.3846606829507177e-05,0.0,0.0,1.3846606829507177e-05
1610,1.6433724405422773e-05,0.0,0.0,1.6433724405422773e-05
1611,2.6375218177625876e-05,0.0,0.0,2.6375218177625876e-05
1612,2.5740484683670468e-05,0.0,0.0,2.5740484683670468e-05
1613,2.6294750244103072e-05,0.0,0.0,2.6294750244103072e-05
1614,2.686669215888417e-05,0.0,0.0,2.686669215888417e-05
1615,2.775460844921846e-05,0.0,0.0,2.775460844921846e-05
1616,2.780789496422845e-05,0.0,0.0,2.780789496422845e-05
1617,2.769068708273283e-05,0.0,0.0,2.769068708273283e-05
1618,2.4827473030849694e-05,0.0,0.0,2.4827473030849694e-05
1619,3.075328004342737e-05,0.0,0.0,3.075328004342737e-05
1620,2.9085558448319455e-05,0.0,0.0,2.9085558448319455e-05
1621,3.044338947282605e-05,0.0,0.0,3.044338947282605e-05
1622,3.223793763546772e-05,0.0,0.0,3.223793763546772e-05
1623,3.4473410908373937e-05,0.0,0.0,3.4473410908373937e-05
1624,3.390314681642589e-05,0.0,0.0,3.390314681642589e-05
1625,2.4175324889646227e-05,0.0,0.0,2.4175324889646227e-05
1626,2.8575848481133498e-05,0.0,0.0,2.8575848481133498e-05
1627,2.800606687612474e-05,0.0,0.0,2.800606687612474e-05
1628,2.81467968891645e-05,0.0,0.0,2.81467968891645e-05
1629,2.9348467283593243e-05,0.0,0.0,2.9348467283593243e-05
1630,2.7852055641882805e-05,0.0,0.0,2.7852055641882805e-05
1631,3.0043998419517137e-05,0.0,0.0,3.0043998419517137e-05
1632,3.2010954458071084e-05,0.0,0.0,3.2010954458071084e-05
1633,2.528014588928532e-05,0.0,0.0,2.528014588928532e-05
1634,2.513473318036371e-05,0.0,0.0,2.513473318036371e-05
1635,2.7997793137858806e-05,0.0,0.0,2.7997793137858806e-05
1636,3.582942135186126e-05,0.0,0.0,3.582942135186126e-05
1637,3.352384578647616e-05,0.0,0.0,3.352384578647616e-05
1638,3.398674013104548e-05,0.0,0.0,3.398674013104548e-05
1639,3.409630799719058e-05,0.0,0.0,3.409630799719058e-05
1640,3.289629574153098e-05,1.028080548946621e-07,0.0,3.289629574153098e-05
1641,4.177899063506629e-05,1.028080548946621e-07,0.0,4.177899063506629e-05
1642,3.868972661231445e-05,1.028080548946621e-07,0.0,3.868972661231445e-05
1643,2.77439591757554e-05,1.028080548946621e-07,0.0,2.77439591757554e-05
1644,3.101015006125506e-05,1.028080548946621e-07,0.0,3.101015006125506e-05
1645,3.130982388808791e-05,1.028080548946621e-07,0.0,3.130982388808791e-05
1646,3.0429791097828585e-05,1.028080548946621e-07,0.0,3.0429791097828585e-05
1647,3.026996247561848e-05,0.0,0.0,3.026996247561848e-05
1648,3.116382322332356e-05,0.0,0.0,3.116382322332356e-05
1649,3.052872164386956e-05,0.0,0.0,3.052872164386956e-05
1650,2.954682648643419e-05,0.0,0.0,2.954682648643419e-05
1651,2.7887758733413648e-05,0.0,0.0,2.7887758733413648e-05
1652,2.652934056511315e-05,0.0,5.567139688927065e-08,2.652934056511315e-05
1653,2.763105411369387e-05,0.0,5.567139688927065e-08,2.763105411369387e-05
1654,2.6643708484438582e-05,4.1483186155996266e-08,5.567139688927065e-08,2.6643708484438582e-05
1655,2.4275494459808605e-05,4.1483186155996266e-08,1.1377444155056895e-07,2.4275494459808605e-05
1656,2.4721088526088613e-05,4.1483186155996266e-08,1.1377444155056895e-07,2.4721088526088613e-05
1657,2.6565928107759517e-05,4.1483186155996266e-08,1.1377444155056895e-07,2.6565928107759517e-05
1658,3.114811131256699e-05,4.1483186155996266e-08,1.1377444155056895e-07,3.114811131256699e-05
1659,2.956842685567348e-05,4.1483186155996266e-08,5.81030446612983e-08,2.956842685567348e-05
1660,2.7816996342673e-05,4.1483186155996266e-08,5.81030446612983e-08,2.7816996342673e-05
1661,2.6163993749962954e-05,0.0,5.81030446612983e-08,2.6163993749962954e-05
1662,1.9033376832209926e-05,0.0,0.0,1.9033376832209926e-05
1663,2.7077590337804785e-05,0.0,0.0,2.7077590337804785e-05
1664,2.6719509800646586e-05,0.0,0.0,2.6719509800646586e-05
1665,2.1947001317000415e-05,0.0,0.0,2.1947001317000415e-05
1666,2.1830695394393323e-05,0.0,0.0,2.1830695394393323e-05
1667,3.167521903638512e-05,0.0,0.0,3.167521903638512e-05
1668,3.0859660682835965e-05,0.0,0.0,3.0859660682835965e-05
1669,3.224495799258875e-05,0.0,0.0,3.224495799258875e-05
1670,2.2920281967994276e-05,0.0,0.0,2.2920281967994276e-05
1671,2.165564621593928e-05,0.0,0.0,2.165564621593928e-05
1672,2.1455827891259105e-05,0.0,0.0,2.1455827891259105e-05
1673,1.918677854259191e-05,0.0,0.0,1.918677854259191e-05
1674,9.616317161739321e-06,0.0,0.0,9.616317161739321e-06
1675,1.2379840232564934e-05,0.0,0.0,1.2379840232564934e-05
1676,1.1339754824543239e-05,0.0,0.0,1.1339754824543239e-05
1677,1.1293687228836851e-05,0.0,0.0,1.1293687228836851e-05
1678,1.1399531753600708e-05,0.0,0.0,1.1399531753600708e-05
1679,1.0157688978194659e-05,0.0,0.0,1.0157688978194659e-05
1680,1.0078533315598698e-05,0.0,0.0,1.0078533315598698e-05
1681,9.49127304141127e-06,0.0,0.0,9.49127304141127e-06
1682,7.967014750777577e-06,0.0,0.0,7.967014750777577e-06
1683,7.77722906215266e-06,0.0,0.0,7.77722906215266e-06
1684,7.666782883981277e-06,0.0,0.0,7.666782883981277e-06
1685,6.456058924543738e-06,0.0,0.0,6.456058924543738e-06
1686,6.158691316418949e-06,0.0,0.0,6.158691316418949e-06
1687,7.5720225660396475e-06,0.0,0.0,7.5720225660396475e-06
1688,7.109489290866934e-06,0.0,0.0,7.109489290866934e-06
1689,5.697443741935006e-06,0.0,0.0,5.697443741935006e-06
1690,4.957552797740001e-06,0.0,0.0,4.957552797740001e-06
1691,5.069746959764286e-06,0.0,0.0,5.069746959764286e-06
1692,5.287356462499052e-06,0.0,0.0,5.287356462499052e-06
1693,4.512163351526917e-06,0.0,0.0,4.512163351526917e-06
1694,4.04479065504607e-06,0.0,0.0,4.04479065504607e-06
1695,4.277108018868603e-06,0.0,0.0,4.277108018868603e-06
1696,5.284293560440087e-06,0.0,0.0,5.284293560440087e-06
1697,1.1445233781159914e-05,0.0,0.0,1.1445233781159914e-05
1698,1.7701215629780824e-05,0.0,0.0,1.7701215629780824e-05
1699,1.789934336622017e-05,0.0,0.0,1.789934336622017e-05
1700,1.810881414192928e-05,0.0,0.0,1.810881414192928e-05
1701,1.663931717692841e-05,0.0,0.0,1.663931717692841e-05
1702,1.7730763569748626e-05,0.0,0.0,1.7730763569748626e-05
1703,1.6955269464753136e-05,0.0,0.0,1.6955269464753136e-05
1704,1.09885143696634e-05,0.0,0.0,1.09885143696634e-05
1705,5.798952543045743e-06,0.0,0.0,5.798952543045743e-06
1706,5.86647999106e-06,0.0,0.0,5.86647999106e-06
1707,6.142393138881224e-06,0.0,0.0,6.142393138881224e-06
1708,6.1709755690182126e-06,0.0,0.0,6.1709755690182126e-06
1709,4.8893207999104305e-06,0.0,0.0,4.8893207999104305e-06
1710,4.953081867954877e-06,0.0,0.0,4.953081867954877e-06
1711,4.736733704443655e-06,0.0,0.0,4.736733704443655e-06
1712,2.7350318175324773e-06,0.0,0.0,2.7350318175324773e-06
1713,2.7059407200015684e-06,1.0818015182069627e-08,0.0,2.7059407200015684e-06
1714,2.3456764211005066e-06,1.0818015182069627e-08,0.0,2.3456764211005066e-06
1715,2.42449557065681e-06,1.0818015182069627e-08,0.0,2.42449557065681e-06
1716,2.4262491738876894e-06,1.0818015182069627e-08,0.0,2.4262491738876894e-06
1717,2.0473437903742057e-06,1.0818015182069627e-08,0.0,2.0473437903742057e-06
1718,2.1148269005217505e-06,1.0818015182069627e-08,0.0,2.1148269005217505e-06
1719,2.5201467224178487e-06,1.0818015182069627e-08,0.0,2.5201467224178487e-06
1720,2.5421426568885053e-06,0.0,0.0,2.5421426568885053e-06
1721,4.1422975657821685e-06,0.0,0.0,4.1422975657821685e-06
1722,7.007961276680622e-06,0.0,0.0,7.007961276680622e-06
1723,7.345848562830984e-06,0.0,0.0,7.345848562830984e-06
1724,8.16526319015663e-06,0.0,0.0,8.16526319015663e-06
1725,1.0021249181590974e-05,0.0,0.0,1.0021249181590974e-05
1726,1.0400892149066618e-05,0.0,0.0,1.0400892149066618e-05
1727,1.0463289202432082e-05,0.0,0.0,1.0463289202432082e-05
1728,9.231307883185633e-06,0.0,0.0,9.231307883185633e-06
1729,7.64867003713984e-06,0.0,0.0,7.64867003713984e-06
1730,7.497898975218829e-06,0.0,0.0,7.497898975218829e-06
1731,6.9519766644329394e-06,0.0,0.0,6.9519766644329394e-06
1732,4.995166981253922e-06,0.0,0.0,4.995166981253922e-06
1733,5.3404630762088345e-06,0.0,0.0,5.3404630762088345e-06
1734,5.74794801520641e-06,0.0,0.0,5.74794801520641e-06
1735,6.231577734589726e-06,0.0,0.0,6.231577734589726e-06
1736,5.740694145320699e-06,0.0,0.0,5.740694145320699e-06
1737,8.320413923814027e-06,0.0,0.0,8.320413923814027e-06
1738,1.4334801497690413e-05,0.0,0.0,1.4334801497690413e-05
1739,1.6051456766165628e-05,3.2309164867326346e-09,0.0,1.6051456766165628e-05
1740,1.5947988880985315e-05,3.2309164867326346e-09,0.0,1.5947988880985315e-05
1741,1.533457439758682e-05,3.2309164867326346e-09,0.0,1.533457439758682e-05
1742,1.5286120157855165e-05,3.2309164867326346e-09,0.0,1.5286120157855165e-05
1743,1.6244834049367845e-05,3.2309164867326346e-09,0.0,1.6244834049367845e-05
1744,1.5104818300772291e-05,3.2309164867326346e-09,0.0,1.5104818300772291e-05
1745,1.0017447168918028e-05,3.2309164867326346e-09,0.0,1.0017447168918028e-05
1746,9.627910198365239e-06,0.0,0.0,9.627910198365239e-06
1747,1.0892998618926089e-05,0.0,0.0,1.0892998618926089e-05
1748,1.404987454277164e-05,0.0,0.0,1.404987454277164e-05
1749,1.598908719253294e-05,0.0,0.0,1.598908719253294e-05
1750,1.5985318246488793e-05,0.0,0.0,1.5985318246488793e-05
1751,1.6869367625206776e-05,0.0,0.0,1.6869367625206776e-05
1752,1.8525430927443915e-05,3.898590149122226e-09,0.0,1.8525430927443915e-05
1753,1.9521207572584638e-05,3.898590149122226e-09,0.0,1.9521207572584638e-05
1754,1.9736619313854525e-05,3.898590149122226e-09,0.0,1.9736619313854525e-05
1755,1.9959165651276374e-05,3.898590149122226e-09,7.70661553620552e-09,1.9959165651276374e-05
1756,2.190180085952826e-05,3.898590149122226e-09,7.70661553620552e-09,2.190180085952826e-05
1757,2.408220201946928e-05,3.898590149122226e-09,7.70661553620552e-09,2.408220201946928e-05
1758,3.0502263793355917e-05,7.00617494179109e-09,1.0814200328874385e-08,3.0502263793355917e-05
1759,3.621209128011417e-05,3.1075847926688637e-09,1.0814200328874385e-08,3.621209128011417e-05
1760,3.814103859310437e-05,3.1075847926688637e-09,1.0814200328874385e-08,3.814103859310437e-05
1761,4.064675158588216e-05,3.1075847926688637e-09,1.3589767787282523e-08,4.064675158588216e-05
1762,4.317173962980243e-05,3.1075847926688637e-09,5.8831522510770034e-09,4.317173962980243e-05
1763,4.220126928495509e-05,3.1075847926688637e-09,5.8831522510770034e-09,4.220126928495509e-05
1764,4.0947636859657776e-05,3.1075847926688637e-09,8.693831940068516e-09,4.0947636859657776e-05
1765,3.675285967931684e-05,0.0,5.5862471473996524e-09,3.675285967931684e-05
1766,3.719094248871053e-05,0.0,5.5862471473996524e-09,3.719094248871053e-05
1767,3.865545295411721e-05,0.0,8.530749440183172e-09,3.865545295411721e-05
1768,3.8871014112373814e-05,0.0,5.7551819817750325e-09,3.8871014112373814e-05
1769,3.628492439539903e-05,0.0,5.7551819817750325e-09,3.628492439539903e-05
1770,3.7538844221022115e-05,0.0,5.7551819817750325e-09,3.7538844221022115e-05
1771,3.9097705147079455e-05,0.0,5.5771461100156165e-09,3.9097705147079455e-05
1772,4.135154995310586e-05,0.0,5.5771461100156165e-09,4.135154995310586e-05
1773,3.578829039595023e-05,0.0,5.5771461100156165e-09,3.578829039595023e-05
1774,3.778686030792804e-05,5.344926279349238e-09,5.305106956906716e-09,3.778686030792804e-05
1775,3.597015815362933e-05,5.344926279349238e-09,5.305106956906716e-09,3.597015815362933e-05
1776,3.5119063665791017e-05,5.344926279349238e-09,5.305106956906716e-09,3.5119063665791017e-05
1777,3.538806933128009e-05,5.344926279349238e-09,5.305106956906716e-09,3.538806933128009e-05
1778,3.6023169481528127e-05,5.344926279349238e-09,2.672463139674619e-09,3.6023169481528127e-05
1779,3.615497969024416e-05,7.906612000039916e-09,2.672463139674619e-09,3.615497969024416e-05
1780,4.146065995363253e-05,7.906612000039916e-09,2.672463139674619e-09,4.146065995363253e-05
1781,4.1528302972437814e-05,2.5616857206906776e-09,0.0,4.1528302972437814e-05
1782,4.718612867041624e-05,2.5616857206906776e-09,2.1581334814462546e-09,4.718612867041624e-05
1783,4.788655184841316e-05,2.5616857206906776e-09,2.1581334814462546e-09,4.788655184841316e-05
1784,4.878411190085379e-05,2.5616857206906776e-09,2.1581334814462546e-09,4.878411190085379e-05
1785,4.883387685237851e-05,2.5616857206906776e-09,2.1581334814462546e-09,4.883387685237851e-05
1786,4.9925798001433055e-05,0.0,2.1581334814462546e-09,4.9925798001433055e-05
1787,5.134159125321146e-05,0.0,2.1581334814462546e-09,5.134159125321146e-05
1788,4.908888669368545e-05,0.0,2.1581334814462546e-09,4.908888669368545e-05
1789,4.975278352503665e-05,0.0,0.0,4.975278352503665e-05
1790,5.420152228907682e-05,0.0,0.0,5.420152228907682e-05
1791,5.338178795812253e-05,0.0,1.0859662375699892e-09,5.338178795812253e-05
1792,5.438250393906076e-05,0.0,2.174228289472272e-09,5.438250393906076e-05
1793,5.0496924814069644e-05,0.0,4.146272531662427e-09,5.0496924814069644e-05
1794,4.626144124943364e-05,1.9959711344037193e-09,6.142243666066147e-09,4.626144124943364e-05
1795,4.547154458123259e-05,1.9959711344037193e-09,7.0555157906580595e-09,4.547154458123259e-05
1796,3.961599161682118e-05,1.9959711344037193e-09,7.0555157906580595e-09,3.961599161682118e-05
1797,3.8438519238427815e-05,1.9959711344037193e-09,7.0555157906580595e-09,3.8438519238427815e-05
1798,3.8400691534791675e-05,1.9959711344037193e-09,5.96954955308807e-09,3.8400691534791675e-05
1799,4.0560753404861316e-05,1.9959711344037193e-09,6.0828266867929415e-09,4.0560753404861316e-05
1800,4.186940714134835e-05,2.8192989530241773e-09,4.110782444602787e-09,4.186940714134835e-05
1801,4.226176783309451e-05,1.2876682894561294e-09,2.114811310199067e-09,4.226176783309451e-05
1802,4.6307339029486426e-05,3.024175481464957e-09,1.201539185607154e-09,4.6307339029486426e-05
1803,4.97033070132602e-05,3.024175481464957e-09,1.5525391448635771e-09,4.97033070132602e-05
1804,4.9045668025168455e-05,3.329253031988547e-09,1.857616695387167e-09,4.9045668025168455e-05
1805,4.9832280637929216e-05,3.58893053371239e-09,1.857616695387167e-09,4.9832280637929216e-05
1806,4.626148282633429e-05,4.1060307376383776e-09,6.560775097800128e-10,4.626148282633429e-05
1807,4.6761469483109454e-05,4.328809041379397e-09,1.0745199650687353e-09,4.6761469483109454e-05
1808,4.8008258870270636e-05,4.805921327566409e-09,1.5452463435800772e-09,4.8008258870270636e-05
1809,4.774999407735387e-05,3.0694141355575813e-09,2.088020803877758e-09,4.774999407735387e-05
1810,4.901348230695086e-05,3.7232270758532795e-09,1.737020844621335e-09,4.901348230695086e-05
1811,4.898860009104412e-05,3.886917406984278e-09,1.900711175752333e-09,4.898860009104412e-05
1812,4.8188926094943394e-05,3.865948164768643e-09,1.900711175752333e-09,4.8188926094943394e-05
1813,5.174162496197303e-05,4.31874501240413e-09,2.8706082273138075e-09,5.174162496197303e-05
1814,5.317438470748519e-05,5.362220223403824e-09,2.4521657720250848e-09,5.317438470748519e-05
1815,5.444089661718213e-05,5.5796116615880464e-09,2.947142974107919e-09,5.444089661718213e-05
1816,5.364108437788673e-05,6.340302536957308e-09,2.594541232652554e-09,5.364108437788673e-05
1817,5.253113600442053e-05,6.200532309819096e-09,2.9372363747575444e-09,5.253113600442053e-05
1818,5.330775197113066e-05,7.164043358542926e-09,2.647503359400259e-09,5.330775197113066e-05
1819,5.448992565756531e-05,7.3762274383731045e-09,3.24869312403767e-09,5.448992565756531e-05
1820,5.310091364663094e-05,7.732902762569438e-09,2.7209868643954647e-09,5.310091364663094e-05
1821,5.0408722537602966e-05,6.671755465552971e-09,3.2352038825678164e-09,5.0408722537602966e-05
1822,4.9246589956705323e-05,6.386293589193721e-09,3.0181137271918193e-09,4.9246589956705323e-05
1823,4.950982163011629e-05,6.889767613569932e-09,3.530254834492398e-09,4.950982163011629e-05
1824,5.0079995812016674e-05,6.912204967132343e-09,3.4557997257473564e-09,5.0079995812016674e-05
1825,5.10224599565845e-05,6.999327657147043e-09,3.6566152645483338e-09,5.10224599565845e-05
1826,5.164377736426624e-05,7.140926516768786e-09,3.884913216519895e-09,5.164377736426624e-05
1827,5.251179806821581e-05,6.964630840298826e-09,4.592999123888473e-09,5.251179806821581e-05
1828,5.744174891983026e-05,7.149819149430771e-09,4.409770041188413e-09,5.744174891983026e-05
1829,6.005267745682171e-05,6.698082501342486e-09,4.2936251062489615e-09,6.005267745682171e-05
1830,6.183165221175711e-05,5.529222143633003e-09,3.8772249220743655e-09,6.183165221175711e-05
1831,6.343021024284618e-05,5.550110069942247e-09,3.98056352958674e-09,6.343021024284618e-05
1832,6.530355104976999e-05,4.626754646075426e-09,3.856161501225586e-09,6.530355104976999e-05
1833,6.829544405003876e-05,4.529133021006057e-09,3.274108571561994e-09,6.829544405003876e-05
1834,7.043089655261221e-05,3.960277708944407e-09,3.86809590707011e-09,7.043089655261221e-05
1835,7.021059302912493e-05,3.668272749049858e-09,4.12359178549236e-09,7.021059302912493e-05
1836,6.884488123302747e-05,3.696994155255595e-09,3.94149037217874e-09,6.884488123302747e-05
1837,6.87243279701631e-05,3.679131023646777e-09,4.120225176913144e-09,6.87243279701631e-05
1838,6.840351956530608e-05,3.8086947484750056e-09,3.901298030660274e-09,6.840351956530608e-05
1839,6.745349050366453e-05,3.743118600788417e-09,3.948975400648789e-09,6.745349050366453e-05
1840,6.54438195592125e-05,3.852936755358424e-09,3.777126579761005e-09,6.54438195592125e-05
1841,6.416996620828286e-05,4.811022810294727e-09,2.242795377987201e-09,6.416996620828286e-05
1842,6.193605025016171e-05,4.375928944596755e-09,2.20365050017181e-09,6.193605025016171e-05
1843,6.0993787753562045e-05,4.581307166962034e-09,2.212305132737973e-09,6.0993787753562045e-05
1844,5.9021966340619004e-05,5.639174365563398e-09,2.215136677260635e-09,5.9021966340619004e-05
1845,5.8554878965618885e-05,5.819846604637746e-09,2.462917758627725e-09,5.8554878965618885e-05
1846,5.878963565919548e-05,5.7459200572144e-09,3.007658487343333e-09,5.878963565919548e-05
1847,5.890121766632157e-05,5.565470592320107e-09,3.174494381649343e-09,5.890121766632157e-05
1848,5.8928710391878015e-05,6.049407165674227e-09,3.566125997675077e-09,5.8928710391878015e-05
1849,6.223613672773354e-05,6.5839348259036765e-09,3.3412242813771596e-09,6.223613672773354e-05
1850,6.530087817476929e-05,7.3522868111146926e-09,3.3094317445200463e-09,6.530087817476929e-05
1851,6.544625908385829e-05,7.56340745589057e-09,3.352666303310262e-09,6.544625908385829e-05
1852,6.479730031320028e-05,7.555350218473628e-09,3.205041581339734e-09,6.479730031320028e-05
1853,6.636592297581956e-05,8.06399350469381e-09,2.598471802807621e-09,6.636592297581956e-05
1854,6.841717809688166e-05,9.154811004512858e-09,2.7600648274831283e-09,6.841717809688166e-05
1855,6.996059112550159e-05,8.601415960437668e-09,2.211002127415286e-09,6.996059112550159e-05
1856,6.787080721031609e-05,8.57434085637416e-09,2.1867577431373367e-09,6.787080721031609e-05
1857,6.841425679989957e-05,8.40173340423332e-09,2.240870838094671e-09,6.841425679989957e-05
1858,7.083979133832534e-05,8.034563871360336e-09,3.1702440831235126e-09,7.083979133832534e-05
1859,7.067730413317414e-05,7.967099234308859e-09,3.039295006144828e-09,7.067730413317414e-05
1860,6.820454083416345e-05,7.977835788811457e-09,3.4079503980726552e-09,6.820454083416345e-05
1861,6.85619150837218e-05,7.423053600368641e-09,3.1169088738585468e-09,6.85619150837218e-05
1862,6.951354173777093e-05,6.955933543447859e-09,3.28728020994516e-09,6.951354173777093e-05
