ngram,bone,bne,bon,bonee
1544,4.820189831532064e-06,0.0,5.564196986337525e-07,0.0
1545,2.1795914660417892e-06,0.0,5.564196986337525e-07,0.0
1546,2.739003856991725e-06,0.0,5.564196986337525e-07,0.0
1547,2.739003856991725e-06,3.277141201708998e-06,3.83356090034275e-06,0.0
1548,3.036245792437902e-06,3.277141201708998e-06,3.83356090034275e-06,0.0
1549,2.7442571958350267e-06,3.277141201708998e-06,3.83356090034275e-06,0.0
1550,2.7442571958350267e-06,3.277141201708998e-06,3.83356090034275e-06,0.0
1551,4.966349414254572e-06,3.277141201708998e-06,5.638338344786982e-06,0.0
1552,8.757175074996277e-06,3.277141201708998e-06,6.359449344017776e-06,0.0
1553,8.197762684046341e-06,3.277141201708998e-06,6.359449344017776e-06,0.0
1554,8.197762684046341e-06,0.0,3.0823081423087776e-06,0.0
1555,8.501505752584698e-06,0.0,3.683293146293311e-06,0.0
1556,7.288848012519468e-06,0.0,3.683293146293311e-06,0.0
1557,2.5978864349391578e-05,0.0,3.683293146293311e-06,0.0
1558,2.3617667206313593e-05,0.0,1.3220960032153277e-06,0.0
1559,3.992167980218905e-05,0.0,2.32020829571411e-06,0.0
1560,4.216513090276359e-05,0.0,3.2175887879150522e-06,0.0
1561,4.216513090276359e-05,0.0,3.2175887879150522e-06,0.0
1562,5.400814760443089e-05,0.0,4.394318368992702e-06,0.0
1563,5.400814760443089e-05,0.0,4.394318368992702e-06,0.0
1564,3.531813126755878e-05,0.0,4.394318368992702e-06,0.0
1565,3.63299319100666e-05,1.011800642507816e-06,4.394318368992702e-06,0.0
1566,1.7602923955044908e-05,1.011800642507816e-06,2.6750950772631247e-06,0.0
1567,2.5595432426988346e-05,1.011800642507816e-06,1.7777145850621828e-06,0.0
1568,2.5595432426988346e-05,1.011800642507816e-06,1.7777145850621828e-06,0.0
1569,1.4636841374989931e-05,1.011800642507816e-06,0.0,0.0
1570,2.37029153140611e-05,1.011800642507816e-06,0.0,0.0
1571,2.37029153140611e-05,1.011800642507816e-06,2.4518516771162728e-06,0.0
1572,2.4250997090088538e-05,0.0,2.4518516771162728e-06,0.0
1573,3.4931419577333145e-05,1.2584093513266583e-06,3.710261028442931e-06,0.0
1574,4.103680657863151e-05,1.2584093513266583e-06,3.710261028442931e-06,0.0
1575,4.3551365836589995e-05,1.2584093513266583e-06,3.710261028442931e-06,0.0
1576,4.567139876598958e-05,1.2584093513266583e-06,4.160941476324556e-06,0.0
1577,3.660532482691841e-05,1.2584093513266583e-06,4.160941476324556e-06,0.0
1578,3.805080346605142e-05,1.2584093513266583e-06,1.7090897992082837e-06,0.0
1579,3.972469494328834e-05,1.2584093513266583e-06,1.7090897992082837e-06,0.0
1580,2.7140601949733017e-05,0.0,4.5068044788162555e-07,0.0
1581,1.079925537591667e-05,0.0,4.5068044788162555e-07,0.0
1582,1.4988398106652312e-05,0.0,4.5068044788162555e-07,0.0
1583,1.1863577128679026e-05,0.0,4.806226050797185e-07,0.0
1584,1.2762688714116979e-05,0.0,2.278845775955623e-06,0.0
1585,1.6978752747880727e-05,0.0,2.84500005623808e-06,0.0
1586,1.518276654418774e-05,0.0,2.84500005623808e-06,0.0
1587,1.656708478289407e-05,0.0,2.84500005623808e-06,0.0
1588,2.0584119673523154e-05,0.0,2.84500005623808e-06,0.0
1589,1.4814050051167474e-05,0.0,3.031726529505769e-06,0.0
1590,1.7973086479677086e-05,0.0,2.5511039244260507e-06,0.0
1591,2.0805443520138006e-05,0.0,7.528807535501463e-07,0.0
1592,1.9919675196433673e-05,0.0,1.9776418542148477e-06,0.0
1593,2.116120822392986e-05,2.2327672663128135e-07,1.9776418542148477e-06,0.0
1594,2.0279784751307617e-05,2.2327672663128135e-07,1.9776418542148477e-06,0.0
1595,2.5729488957689943e-05,2.2327672663128135e-07,1.9776418542148477e-06,0.0
1596,2.5006274816925206e-05,2.2327672663128135e-07,1.7909153809471588e-06,0.0
1597,2.6330161810100045e-05,2.2327672663128135e-07,1.7909153809471588e-06,0.0
1598,2.3085266255813102e-05,2.2327672663128135e-07,1.7909153809471588e-06,0.0
1599,2.0313981459756697e-05,2.2327672663128135e-07,1.1791114827376856e-07,0.0
1600,2.2427434324916768e-05,0.0,1.1791114827376856e-07,0.0
1601,2.446374976118802e-05,0.0,3.132350099934099e-07,0.0
1602,1.7502628030082894e-05,0.0,4.176357281591793e-07,0.0
1603,2.0589090679225463e-05,0.0,8.297458374987141e-07,0.0
1604,1.9541762055398847e-05,0.0,8.297458374987141e-07,0.0
1605,2.107905298284355e-05,0.0,1.0546196205853318e-06,0.0
1606,2.0836325737556244e-05,0.0,1.0968686865453492e-06,0.0
1607,1.6043552152820795e-05,0.0,1.8433657617476586e-06,0.0
1608,1.6699183496322284e-05,0.0,1.8477194966440687e-06,0.0
1609,1.53256100280227e-05,0.0,1.7433187784782994e-06,0.0
1610,1.253852220932978e-05,0.0,1.586105197150443e-06,0.0
1611,1.0670550409486168e-05,0.0,1.8933420246217532e-06,0.0
1612,1.2143695877447109e-05,0.0,1.9374689697672565e-06,0.0
1613,1.2938901266222405e-05,0.0,2.2567401824094953e-06,0.0
1614,1.491655981616142e-05,0.0,1.510243107207186e-06,0.0
1615,1.1721718270304596e-05,0.0,1.3105655105911346e-06,0.0
1616,1.1310523437454581e-05,0.0,1.6709900429694763e-06,0.0
1617,1.2283226364421093e-05,0.0,1.4160935149577978e-06,0.0
1618,1.1022797869892592e-05,0.0,1.2073338260571681e-06,0.0
1619,1.011408195544001e-05,0.0,1.0508675976390286e-06,0.0
1620,8.96745911761952e-06,1.0073891384568664e-07,6.721750846086902e-07,0.0
1621,1.0201324585068505e-05,1.0073891384568664e-07,8.505930801610313e-07,0.0
1622,1.2030383134385505e-05,1.0073891384568664e-07,1.0616383048857512e-06,0.0
1623,1.2656604992246554e-05,1.0073891384568664e-07,7.012137725074094e-07,0.0
1624,1.371275636431944e-05,1.0073891384568664e-07,1.2985425428269082e-06,0.0
1625,1.7493497450362027e-05,1.0073891384568664e-07,1.200065404256228e-06,0.0
1626,1.651255661272444e-05,1.0073891384568664e-07,1.3171527208604466e-06,0.0
1627,1.6859696448331567e-05,1.5977134028487073e-07,1.3761851472996308e-06,0.0
1628,1.5875567831764264e-05,1.5977134028487073e-07,1.918395014399721e-06,0.0
1629,1.5449508152544566e-05,1.5977134028487073e-07,1.7073497896750008e-06,0.0
1630,1.6431160215038938e-05,1.5977134028487073e-07,1.9660967771934727e-06,0.0
1631,1.5876312318141572e-05,1.5977134028487073e-07,1.4821279786961635e-06,0.0
1632,1.2957024539770958e-05,1.5977134028487073e-07,1.7570063814023991e-06,0.0
1633,1.6833383857114575e-05,2.968641378434508e-07,1.9386629414189623e-06,0.0
1634,1.6680335258050555e-05,1.3709279755858006e-07,1.9023097641885606e-06,0.0
1635,1.6099334191364634e-05,1.3709279755858006e-07,1.4286410419117601e-06,0.0
1636,2.0080688435492838e-05,2.239372065560019e-07,1.515485450909182e-06,0.0
1637,1.9654128794042792e-05,2.239372065560019e-07,1.25673846339071e-06,0.0
1638,1.9084365054108537e-05,2.912722436576587e-07,1.278048565771834e-06,0.0
1639,1.852527787247839e-05,2.912722436576587e-07,1.3146510825988246e-06,0.0
1640,1.3555606106560195e-05,1.5417944609907863e-07,1.0061807610587233e-06,0.0
1641,1.2667835075522557e-05,3.9306779545508365e-07,1.002206772682257e-06,0.0
1642,1.4691735194511629e-05,3.9306779545508365e-07,1.0790971275907526e-06,0.0
1643,1.0120284092148982e-05,3.062233864576618e-07,1.2632200667082673e-06,0.0
1644,8.859751005729777e-06,3.062233864576618e-07,1.3548815331887454e-06,0.0
1645,8.722752909307019e-06,2.38888349356005e-07,1.514912428644623e-06,0.0
1646,8.841430534240707e-06,2.38888349356005e-07,1.2034315091113967e-06,0.0
1647,9.784028017228203e-06,3.4293390172024374e-07,1.4127601194299392e-06,0.0
1648,1.090133238384234e-05,1.040455523642387e-07,1.3391651805250149e-06,0.0
1649,8.717365614886927e-06,1.8227332735217976e-07,1.0935434602288296e-06,0.0
1650,1.0934952959879801e-05,1.8227332735217976e-07,9.543365259950015e-07,0.0
1651,1.218532634084113e-05,3.1127357098219885e-07,9.916753031445426e-07,0.0
1652,1.2188730839365494e-05,3.1127357098219885e-07,1.0310026985799986e-06,0.0
1653,1.2487385512421107e-05,3.8664934923612495e-07,1.1063784768339247e-06,0.0
1654,1.3063423856302897e-05,2.826037968718863e-07,9.186913660284648e-07,0.0
1655,1.4715637007611804e-05,3.4070684153318454e-07,1.5700786986729196e-06,0.0
1656,1.4996295249147806e-05,2.6247906654524353e-07,1.53715825490508e-06,0.0
1657,1.3244809841645682e-05,3.4589236617778495e-07,1.6834421623051249e-06,0.0
1658,1.687521645570606e-05,2.1689212254776586e-07,1.8225200944600926e-06,0.0
1659,1.8747158589706358e-05,2.4905930778069365e-07,1.5528260998313011e-06,0.0
1660,1.8442265042852212e-05,1.7368352952676753e-07,1.878324338479485e-06,0.0
1661,1.7215813841175986e-05,1.7368352952676753e-07,1.8882456020362172e-06,0.0
1662,1.531302580458162e-05,1.1558048486546926e-07,1.312808612803045e-06,0.0
1663,1.5648279194075648e-05,1.1558048486546926e-07,2.055841024782369e-06,0.0
1664,1.562697064270781e-05,7.147016641998302e-08,1.9350086282494364e-06,0.0
1665,1.0633659777730437e-05,7.147016641998302e-08,1.7110220694251308e-06,0.0
1666,8.839521017632381e-06,3.9302981187055204e-08,1.8863780764734526e-06,0.0
1667,9.324419417160762e-06,7.175529706923303e-08,1.6153133231000538e-06,0.0
1668,1.1012127743015299e-05,7.175529706923303e-08,1.6559553687654573e-06,0.0
1669,1.014763139599901e-05,7.175529706923303e-08,1.7138803392364416e-06,0.0
1670,9.823253874076596e-06,7.175529706923303e-08,1.0414880965267263e-06,0.0
1671,9.425982690507745e-06,3.245231588217783e-08,1.1580475245409616e-06,0.0
1672,9.880907327897148e-06,3.245231588217783e-08,1.35996191374943e-06,0.0
1673,9.116490738441435e-06,1.0668092897958559e-07,1.3182144990813477e-06,0.0
1674,8.697660762533945e-06,7.422861309740775e-08,1.2209357598586784e-06,0.0
1675,7.816697039483447e-06,2.4582111076857214e-07,1.6636558553630363e-06,0.0
1676,7.999675550049038e-06,2.4582111076857214e-07,1.6557173470995882e-06,0.0
1677,7.430916931688054e-06,2.4582111076857214e-07,1.707700832298542e-06,0.0
1678,7.048538431523152e-06,3.25495396477241e-07,1.4936851938175875e-06,0.0
1679,8.879270321163599e-06,3.485671657342339e-07,1.3399662646764097e-06,0.0
1680,9.208639799648413e-06,2.924404814815976e-07,1.2687367996834707e-06,0.0
1681,8.72310403922581e-06,3.3719217640282295e-07,1.8627300205155604e-06,0.0
1682,1.051734908027616e-05,2.0592174467180614e-07,1.3054801602915437e-06,0.0
1683,1.0100951385538792e-05,2.500562012690872e-07,1.2660974886914898e-06,0.0
1684,9.65160929159278e-06,2.7927778083786894e-07,1.3319391395530796e-06,0.0
1685,1.042632509649723e-05,2.8042682182720977e-07,1.979387535909284e-06,0.0
1686,8.13652409955726e-06,2.5735505257021683e-07,2.16339254117364e-06,0.0
1687,8.325728166320395e-06,3.216533031036306e-07,2.077879133009576e-06,0.0
1688,8.241447176260408e-06,2.7690160818240527e-07,1.6843132795786784e-06,0.0
1689,5.2130866866459e-06,2.365795422422577e-07,1.7501148598902155e-06,0.0
1690,5.66227075588748e-06,1.9244508564497664e-07,1.7838738171706479e-06,0.0
1691,6.541735241886012e-06,2.6108771830227593e-07,1.574567233676914e-06,0.0
1692,5.73866655681091e-06,2.039324361443765e-07,9.146992121194282e-07,0.0
1693,5.809384349829218e-06,2.979860198593087e-07,7.011095176169744e-07,0.0
1694,5.745560559132303e-06,2.1558584048112346e-07,7.818371809012856e-07,0.0
1695,5.775506646646786e-06,2.4659944740181216e-07,6.109065030354291e-07,0.0
1696,5.900522864976665e-06,2.4659944740181216e-07,6.893191165805288e-07,0.0
1697,6.2442508611379055e-06,2.5394652222335677e-07,6.480570635046336e-07,0.0
1698,5.725122459157969e-06,2.390524745773551e-07,7.999026162711484e-07,0.0
1699,5.523750896177912e-06,2.4152351077840907e-07,9.616791731202414e-07,0.0
1700,7.696620855313085e-06,1.6046777976238706e-07,1.0419531690786243e-06,0.0
1701,7.102379884470013e-06,1.7013453909190242e-07,1.0360265280594052e-06,0.0
1702,6.805025886283797e-06,1.5110609195647028e-07,1.021939953359054e-06,0.0
1703,6.676556771318636e-06,2.0631214019723692e-07,8.834899217293111e-07,0.0
1704,5.978504061334076e-06,2.4227389973572956e-07,9.491485205411923e-07,0.0
1705,5.2705081056306625e-06,1.8677715019066454e-07,9.193617894912418e-07,0.0
1706,5.431976010835829e-06,1.6063806944950037e-07,9.317568055524004e-07,0.0
1707,3.1373790209597374e-06,2.2055493482347239e-07,8.616951398770263e-07,0.0
1708,3.039938422131984e-06,2.5911751017864457e-07,8.32506831979377e-07,0.0
1709,2.933148120324144e-06,3.07257429150403e-07,9.649414372298842e-07,0.0
1710,3.7455835614049908e-06,2.8648142753289516e-07,1.0019843200227894e-06,0.0
1711,3.6886309382160628e-06,3.3040355365951004e-07,9.761950293198294e-07,0.0
1712,3.819700720798989e-06,3.246569783803872e-07,9.057140947074263e-07,0.0
1713,3.875086187170902e-06,3.679290391086657e-07,7.49114523809372e-07,0.0
1714,4.186012542309722e-06,3.2372915167603165e-07,7.910591282974824e-07,0.0
1715,4.361266064734082e-06,2.9814452367255786e-07,8.740816294253559e-07,0.0
1716,5.099185630440063e-06,2.9114919389680184e-07,8.708055483046857e-07,0.0
1717,5.202746543935584e-06,3.1785039108659217e-07,8.744950840926842e-07,0.0
1718,5.484503455071328e-06,2.538446994192002e-07,8.181100911640118e-07,0.0
1719,6.850945088185004e-06,2.716270850149678e-07,9.066879239786171e-07,0.0
1720,7.029110552788812e-06,2.6459953720145026e-07,9.32391117203224e-07,0.0
1721,6.9187629898286625e-06,2.8844505501573234e-07,1.010253072308842e-06,0.0
1722,8.31078146542755e-06,2.8125552172956046e-07,1.1031557148401459e-06,0.0
1723,8.841381843792209e-06,2.6517682881279014e-07,1.1792387795139803e-06,0.0
1724,8.125334456313535e-06,2.275292640011425e-07,1.1779356522570846e-06,0.0
1725,7.981957553835986e-06,2.3371580734224802e-07,1.393081000904723e-06,0.0
1726,6.455594822390205e-06,2.069815780357333e-07,1.3178841982153244e-06,6.3874980225721495e-09
1727,6.948145515447582e-06,1.9126521319127017e-07,1.3435990808829956e-06,6.3874980225721495e-09
1728,7.090045593421175e-06,1.581435437206632e-07,1.2091938442283987e-06,6.3874980225721495e-09
1729,5.841306054727673e-06,1.618043004977413e-07,1.0802674077175262e-06,6.3874980225721495e-09
1730,6.3675693127152044e-06,1.3293648239352608e-07,9.580169871372033e-07,6.3874980225721495e-09
1731,8.000675539473637e-06,1.233862825245069e-07,9.916752178794143e-07,6.3874980225721495e-09
1732,8.671975397841639e-06,1.2526708914606388e-07,8.746765688881299e-07,6.3874980225721495e-09
1733,1.0480453641191292e-05,1.4761594207308398e-07,1.108391005897959e-06,0.0
1734,1.0320130123935606e-05,1.4773472045703784e-07,1.2449896960983357e-06,5.161731613562941e-09
1735,9.911121911240375e-06,1.6063067117702952e-07,1.3224791034969842e-06,5.161731613562941e-09
1736,1.057518732393094e-05,1.5253939115008768e-07,1.282377119033689e-06,1.0674056686152004e-08
1737,1.2975551986268588e-05,1.8588592252756696e-07,1.324486017243284e-06,1.0674056686152004e-08
1738,1.1135047348683916e-05,1.7744425966676707e-07,1.3499057282777876e-06,1.0674056686152004e-08
1739,1.0286619206973618e-05,1.8169172173137277e-07,1.33076758856987e-06,1.0674056686152004e-08
1740,9.839427028574782e-06,1.914915433839529e-07,1.1124500848122158e-06,1.0674056686152004e-08
1741,9.677824826732312e-06,1.8866866875149363e-07,9.427041374822563e-07,5.512325072589062e-09
1742,1.052675081934597e-05,1.8822090096039445e-07,9.280687598740249e-07,5.512325072589062e-09
1743,1.0314128888109866e-05,2.0609043056245874e-07,1.0558812846284127e-06,0.0
1744,6.678189557922971e-06,1.7795284281061997e-07,1.0033702112975464e-06,0.0
1745,7.023445927448588e-06,1.9139575410268401e-07,9.396009334393187e-07,0.0
1746,7.82810450670825e-06,1.8074555896419042e-07,9.463488968971692e-07,0.0
1747,8.616492063343425e-06,1.566176471052521e-07,9.91256456472911e-07,0.0
1748,8.774335388547375e-06,1.6791144982367508e-07,9.663132556982288e-07,0.0
1749,8.8658293861954e-06,1.608009897933828e-07,1.0136227258174455e-06,0.0
1750,8.96608441637779e-06,1.4180300464009372e-07,9.83427095694164e-07,0.0
1751,1.4146166969502311e-05,1.5696393213764687e-07,1.055630954332238e-06,0.0
1752,1.4672710611713618e-05,1.6531933612538653e-07,1.1183865191404557e-06,0.0
1753,1.7567835714414415e-05,1.5551750769710842e-07,1.1203901522094384e-06,0.0
1754,1.606837720048913e-05,1.6401022914383896e-07,1.2007844653843286e-06,0.0
1755,1.7578099102268296e-05,1.5415891344413728e-07,1.269707914681411e-06,3.85330776810276e-09
1756,1.7990835723529536e-05,1.3848892267885405e-07,1.3319241410109889e-06,3.85330776810276e-09
1757,1.8883113430742276e-05,1.5904396073145627e-07,1.3933429516198106e-06,3.85330776810276e-09
1758,1.4313895202836388e-05,1.4292119081866466e-07,1.3777417880841573e-06,3.85330776810276e-09
1759,1.4737007469583269e-05,1.3998262358784685e-07,1.4505590521756467e-06,3.85330776810276e-09
1760,1.2559257096914475e-05,1.3820140156082873e-07,1.4540168373449497e-06,3.85330776810276e-09
1761,1.5142356460273731e-05,1.311174610155571e-07,1.4570407285775997e-06,3.85330776810276e-09
1762,1.4442060611535063e-05,1.4672448957396357e-07,1.4586455076174128e-06,0.0
1763,1.3899279110773932e-05,1.603274749787228e-07,1.4777530980479372e-06,0.0
1764,1.532695101299656e-05,1.5236167984409933e-07,1.4358088427408283e-06,0.0
1765,1.7033088235101396e-05,1.6940542479915166e-07,1.5239432806473424e-06,0.0
1766,1.8284925837568672e-05,1.6205912142400587e-07,1.4914483667130947e-06,0.0
1767,1.8666246432985645e-05,1.7819730909910243e-07,1.6098520875727575e-06,0.0
1768,2.1140986973477993e-05,1.8817931999949777e-07,1.6073747052100122e-06,0.0
1769,2.18333153887735e-05,1.7158331136865206e-07,1.6370162744091691e-06,0.0
1770,2.7866071832249872e-05,1.6040560118264174e-07,1.6812709061144102e-06,0.0
1771,2.6896352470170575e-05,1.668792464215585e-07,1.8258768445126146e-06,0.0
1772,2.563035104685696e-05,1.6112989799564404e-07,1.995563577241098e-06,0.0
1773,2.5175890316729366e-05,1.5969578218541107e-07,2.0458291568762173e-06,2.5951908558649197e-09
1774,2.4407411599116002e-05,1.5697539014679152e-07,2.168779328063205e-06,2.5951908558649197e-09
1775,1.9994435076244243e-05,1.392322853835789e-07,2.365635022475284e-06,2.5951908558649197e-09
1776,2.0450231204449665e-05,1.4807842063646603e-07,2.492028329470486e-06,2.5951908558649197e-09
1777,1.5834682796724208e-05,1.5989113677505884e-07,2.6152515439597276e-06,2.5951908558649197e-09
1778,1.5593485321525285e-05,1.4761891670949418e-07,2.6853596182263573e-06,2.5951908558649197e-09
1779,1.531601187057926e-05,1.5207272444480884e-07,2.583425271041051e-06,2.5951908558649197e-09
1780,1.5273036426931086e-05,1.5764384134594627e-07,2.6109934034528644e-06,0.0
1781,2.0888574908894952e-05,1.576944461995871e-07,2.4588270142495664e-06,0.0
1782,2.9618923820505317e-05,1.5404166780237055e-07,2.3010677198596696e-06,0.0
1783,2.9855780927131752e-05,1.5083856348090713e-07,2.4207443272773943e-06,0.0
1784,2.9609299027859898e-05,1.4580335516711784e-07,2.2714431387222637e-06,0.0
1785,3.0184140476714155e-05,1.404433496483242e-07,2.098355236869663e-06,0.0
1786,3.0225974504511604e-05,1.2834598602954168e-07,1.9757315255576813e-06,1.3400983180287896e-09
1787,3.0366366185522304e-05,1.252517064033652e-07,1.903964760328693e-06,1.3400983180287896e-09
1788,2.7202531392893953e-05,1.1284854346221046e-07,1.835982029011315e-06,1.3400983180287896e-09
1789,1.8568015938009402e-05,1.1601849385962331e-07,1.7895852287048392e-06,1.3400983180287896e-09
1790,1.7229219078477138e-05,1.1640456827015961e-07,1.6049746461378942e-06,1.3400983180287896e-09
1791,1.703543927890548e-05,1.1981469835323617e-07,1.605228297713828e-06,1.3400983180287896e-09
1792,1.6534937328417853e-05,1.302530827323218e-07,1.6444554375993903e-06,1.3400983180287896e-09
1793,1.990877665645842e-05,1.3882245549926404e-07,1.6894397276701056e-06,9.860221210950775e-10
1794,1.9802172183907324e-05,1.417321706347658e-07,1.7008624451721386e-06,1.984007688296937e-09
1795,1.8306383156284157e-05,1.4562554083243283e-07,1.8280118346020963e-06,1.984007688296937e-09
1796,1.8694978020253723e-05,1.430428621266141e-07,1.863490069808904e-06,1.984007688296937e-09
1797,2.002418958519619e-05,1.3404313697102615e-07,1.957133999245083e-06,1.984007688296937e-09
1798,2.1176401917598143e-05,1.2679022936319078e-07,1.998481642268806e-06,1.984007688296937e-09
1799,2.1588317005288055e-05,1.2064499697674235e-07,1.971166040805526e-06,3.1855468739040914e-09
1800,1.8983158042829018e-05,1.0752103410790628e-07,2.0216525951712228e-06,2.1995247528090137e-09
1801,1.8444259434805383e-05,1.0420827477121617e-07,2.1418543870562904e-06,1.201539185607154e-09
1802,1.900452999897035e-05,1.0851742615614057e-07,2.1629054864596194e-06,1.6356659836093611e-09
1803,1.9017622045274557e-05,1.1188148566329151e-07,2.324555323087095e-06,1.6356659836093611e-09
1804,1.840106701170693e-05,1.1091319152001233e-07,2.307581943179165e-06,2.2458210846565407e-09
1805,1.722995472976306e-05,1.1046936013566924e-07,2.3418136346923087e-06,2.2458210846565407e-09
1806,1.9392126887396444e-05,1.093281564327039e-07,2.3673096620768774e-06,1.3028320010123805e-09
1807,1.9928409398874335e-05,1.088902915772191e-07,2.4395061310705e-06,1.5120532286567417e-09
1808,1.9979184409229284e-05,1.0183669729713074e-07,2.3886604399844406e-06,1.5120532286567417e-09
1809,1.844828966568457e-05,8.903204319819582e-08,2.674781431518828e-06,1.0779264306545348e-09
1810,1.9877347637832698e-05,8.693042831607403e-08,2.551768375269603e-06,1.2958640827065437e-09
1811,1.966142294155101e-05,8.243590851212243e-08,2.639622640085041e-06,6.85708981659364e-10
1812,2.0255794489847695e-05,7.748423667765434e-08,2.6860976569358693e-06,9.244172411675728e-10
1813,1.7826691613923424e-05,7.134654568728496e-08,2.6552255089232598e-06,8.598465431727423e-10
1814,1.6903080255100838e-05,6.840718823143885e-08,2.6754369498251307e-06,6.506253155283811e-10
1815,1.8648839094177155e-05,6.631403540576944e-08,2.742224653827309e-06,1.0369067350777884e-09
1816,2.082657140687973e-05,6.510186776966163e-08,2.415904516185817e-06,1.227079453920104e-09
1817,1.9930498508204308e-05,6.000077691835162e-08,2.471052929260103e-06,1.18048937292059e-09
1818,1.9847684857917818e-05,5.678094185311368e-08,2.452968601573957e-06,1.5385591055151947e-09
1819,2.0605707894511787e-05,5.462371076094184e-08,2.380409374122142e-06,1.2998508460069858e-09
1820,2.1626515133123447e-05,5.497901511830605e-08,2.5077742325915357e-06,1.1058714420388226e-09
1821,2.2812354083206238e-05,5.300025206013613e-08,2.490277730820318e-06,1.2344256965819105e-09
1822,2.202587867421763e-05,5.173865704120674e-08,2.545690969262588e-06,1.2224509896415929e-09
1823,2.1315263958448278e-05,4.851846974978409e-08,2.643889144694965e-06,1.0322782707992774e-09
1824,2.2228072858914466e-05,4.7014577627838405e-08,2.6942864873750035e-06,9.950507164267565e-10
1825,2.3398805102000813e-05,4.6974361416524905e-08,2.6509806372944567e-06,7.635977881749665e-10
1826,2.383943423670384e-05,4.515610336446636e-08,2.6526046050483794e-06,1.0005942741031504e-09
1827,2.462049477409372e-05,4.106079133846054e-08,2.5841718849863227e-06,1.3143060925305657e-09
1828,2.5639029315373462e-05,3.9965335422006576e-08,2.4998490581700546e-06,1.1857518379874777e-09
1829,2.5115137499856894e-05,3.631272755504662e-08,2.3135845919698894e-06,9.519936822981784e-10
1830,2.5141567415890415e-05,3.736054665637312e-08,2.237584388759777e-06,1.1426027663701583e-09
1831,2.52789070925376e-05,3.559830018064401e-08,2.1748268831548297e-06,1.1013774099082647e-09
1832,2.539492015785072e-05,3.344199837686444e-08,2.1639001813257764e-06,1.2302089823025751e-09
1833,2.5601355706125366e-05,3.296535666663658e-08,2.1236538714219932e-06,1.0756907586895181e-09
1834,2.4956212395669093e-05,3.201889851668836e-08,2.1066863057837637e-06,7.619789402621027e-10
1835,2.4422058101793353e-05,3.356263889031652e-08,2.156508230655163e-06,8.457623411141566e-10
1836,2.609700745129625e-05,3.3881831943257823e-08,2.238164305318995e-06,1.0805196658049608e-09
1837,2.643837199554712e-05,3.14459394396798e-08,2.179189258250907e-06,1.277117641799005e-09
