ngram,theory,theoy,thery,theroy
1899,6.675721773977525e-05,3.2021421427140343e-10,3.136364866231288e-09,9.177175210238277e-10
1900,6.64730417026606e-05,3.382848188079482e-10,3.2983103708567843e-09,1.083450361173886e-09
1901,6.644453138246067e-05,2.499177273859335e-10,3.50539754366354e-09,1.1371318490002329e-09
1902,6.637434853473678e-05,2.8040139059865814e-10,3.762532222292439e-09,1.3107213727079981e-09
1903,6.732440670020878e-05,1.2191669499347516e-10,3.780284878780143e-09,1.2681587208922857e-09
1904,6.788072434054422e-05,1.3777043494129464e-10,3.6805019984090646e-09,1.1562138389566356e-09
1905,6.857260866256963e-05,1.502259913688242e-10,3.3178163391259628e-09,1.193580504274142e-09
1906,6.839101115474477e-05,1.785570431591031e-10,3.1457791609718858e-09,1.2886908048618091e-09
1907,6.888569311870794e-05,1.897867864848151e-10,3.1110597590152824e-09,1.390726930442351e-09
1908,6.967176367262644e-05,3.4075578569143465e-10,2.8852482308090136e-09,1.4629124895597962e-09
1909,7.011852410089756e-05,3.028819239065632e-10,2.9474700140903157e-09,1.3562292400237652e-09
1910,7.02634611765721e-05,3.0071666882815403e-10,3.0629558254803767e-09,1.2070635443553864e-09
1911,7.057850494415366e-05,2.9884086078751134e-10,2.9918563816875933e-09,1.2778004844703007e-09
1912,7.054761850408145e-05,3.4041767619072006e-10,2.7481638710723034e-09,1.402530932662468e-09
1913,7.087264696435471e-05,3.939581498326104e-10,2.611566439293865e-09,1.2878406912315248e-09
1914,7.035143166181765e-05,4.0850726967800455e-10,2.69838959113652e-09,9.655031922771252e-10
1915,6.972605271065342e-05,3.37231887256476e-10,2.644389516883093e-09,9.168093338079203e-10
1916,6.921010728027406e-05,3.5355460325276715e-10,2.601099922751514e-09,9.60892436055857e-10
1917,6.97214636602439e-05,3.537464478088813e-10,2.4541914056541714e-09,9.76776618913774e-10
1918,7.043187880689012e-05,3.829092330907637e-10,2.793385348428704e-09,1.1545694787134281e-09
1919,7.192080062980364e-05,3.3925018647470596e-10,2.945898065170078e-09,1.0520038322612913e-09
1920,7.239288242999464e-05,3.087697191182594e-10,2.9186674347211496e-09,1.0037158951203828e-09
1921,7.340779744221695e-05,2.6492025141060845e-10,2.8726138927887793e-09,1.1858806635091567e-09
1922,7.429408911515825e-05,3.3013440294985385e-10,2.9561989047164973e-09,1.1390373406377258e-09
1923,7.588788763054513e-05,3.736910096839376e-10,2.956106629322822e-09,1.2871113698663196e-09
1924,7.619622296520642e-05,4.085683359094412e-10,2.938408881293851e-09,1.7440265739513246e-09
1925,7.692148730192068e-05,4.3444314217528605e-10,2.7197715191107363e-09,1.5225516403205575e-09
1926,7.636079992932667e-05,4.97723501302616e-10,2.7891871035023996e-09,1.8444419721700252e-09
1927,7.712561221394156e-05,5.418104338199876e-10,2.9195947881532902e-09,2.0486241116200533e-09
1928,7.733551631515314e-05,6.330483795899003e-10,2.840062946723216e-09,1.9886997762849236e-09
1929,7.82432668659437e-05,5.892838003277287e-10,2.7823575824267468e-09,2.144952564770668e-09
1930,7.820469805405342e-05,5.973056454206776e-10,2.6970256187094523e-09,2.046250867161957e-09
1931,7.919579677815949e-05,6.00928604496279e-10,2.8779729076079873e-09,1.5406446198161306e-09
1932,7.940059003885835e-05,5.791995732235782e-10,2.842171704336189e-09,1.639046033817339e-09
1933,7.986630953382701e-05,5.106748793678609e-10,2.70829685662071e-09,1.4815156323955136e-09
1934,8.01245540580047e-05,5.542581116291245e-10,2.972771774776918e-09,1.4114069674902347e-09
1935,8.074840401864744e-05,4.852424989598703e-10,3.1195208321272664e-09,1.5412180341480207e-09
1936,8.075757900119893e-05,3.8409930989770555e-10,3.062992082192295e-09,1.5186718152878802e-09
1937,8.077553814343576e-05,3.248595499748065e-10,2.9960024302714115e-09,1.4307221994437823e-09
1938,7.914613732802016e-05,4.4641153670469235e-10,2.823859019634207e-09,1.391046912578377e-09
1939,7.794714786411663e-05,3.9912504452248905e-10,2.9434475809101255e-09,1.229296529649458e-09
1940,7.62466702976131e-05,3.7595788585484003e-10,3.0602189036800708e-09,1.1834299809950925e-09
1941,7.423335773637518e-05,2.7383989718656107e-10,2.611921916846021e-09,1.1640477074311865e-09
1942,7.181822937647147e-05,2.516175640859026e-10,2.8204558688571524e-09,1.1464601728279028e-09
1943,7.093106978572905e-05,2.9452421454071297e-10,3.084602383042677e-09,9.376017442600367e-10
1944,7.08679311043982e-05,3.47967087683492e-10,3.168806296725636e-09,9.133040772070698e-10
1945,7.205458574130066e-05,3.053350231382471e-10,3.3680663020468113e-09,1.3923604907928322e-09
1946,7.383521005976945e-05,3.5497933560866915e-10,3.2838883993032854e-09,1.5328037589190657e-09
1947,7.793477665732748e-05,6.033339740506096e-10,3.117635261062901e-09,1.6318039320577832e-09
1948,8.160798045407449e-05,6.849768331905284e-10,3.348228107467678e-09,1.699111076043052e-09
1949,8.590713696321473e-05,7.700076409822287e-10,3.280030850102581e-09,1.5690737617931764e-09
1950,8.902023546397686e-05,7.778609185342994e-10,3.2682169351768866e-09,1.9029399246837743e-09
1951,9.241609430838642e-05,8.840157098407733e-10,3.4159394043545686e-09,2.0349262433835438e-09
1952,9.45896068255284e-05,8.467334611239608e-10,3.345230156373954e-09,1.7572402104854795e-09
1953,9.709637067447017e-05,8.441568594934929e-10,3.4963400746030563e-09,1.8088318937919163e-09
1954,9.838719831480245e-05,7.409617879578739e-10,3.764436762310197e-09,1.6954316997949297e-09
1955,0.00010099826197672104,6.621387961734473e-10,3.763947090515021e-09,1.7366339794782399e-09
1956,0.00010384584311395884,6.983200367167391e-10,3.99667140652379e-09,2.0755030234147806e-09
1957,0.00010707498378386455,7.749973678678706e-10,3.994644932297271e-09,2.1917013759420456e-09
1958,0.00011027657144170786,6.524663269986369e-10,3.8412843699526485e-09,2.4743989397129393e-09
1959,0.00011539421809305037,6.487141458931336e-10,4.018910410812688e-09,2.7272929946166512e-09
1960,0.00011836348858196288,7.075250425219487e-10,3.994078781996027e-09,2.799387515446077e-09
1961,0.00012211785360705107,7.086878742576122e-10,4.2833797461331156e-09,3.088148768450237e-09
1962,0.00012494292085258557,7.119214027819152e-10,4.294753727255138e-09,3.2090097246140203e-09
1963,0.00012748858093151024,7.491710585227906e-10,3.8982826173444045e-09,3.2462903793677763e-09
1964,0.00012885978711502894,7.836133884632699e-10,3.834448695069373e-09,3.3593376969065503e-09
1965,0.00013007111140593355,8.915908963505867e-10,3.873628021519185e-09,3.561136465078464e-09
1966,0.00012899440272511647,8.715839558018753e-10,3.751165600363038e-09,3.5691995708171068e-09
1967,0.00012950142679203833,9.425989274828135e-10,3.856846270926846e-09,4.159079303178714e-09
1968,0.00012908967827180668,9.822638972042545e-10,3.5948113057721845e-09,4.0865492577170565e-09
1969,0.00012876130598929843,1.0287759850362882e-09,3.5988557213682627e-09,4.275852941556682e-09
1970,0.0001282545376203156,9.229313345317434e-10,3.6858535588736784e-09,4.754075609371609e-09
1971,0.00012816994317940304,8.953152505089942e-10,3.8090032398027265e-09,4.76922076434302e-09
1972,0.0001273636901584853,9.017376052205301e-10,3.733577510648242e-09,4.863397050160399e-09
1973,0.00012748563520809903,9.717126785752888e-10,3.628030130288705e-09,5.260271615118281e-09
1974,0.0001270810961224405,9.170316410995432e-10,3.634168838877778e-09,4.901905516417417e-09
1975,0.00012645072378550788,9.013437773930377e-10,3.705759572219287e-09,5.0842570153974975e-09
1976,0.00012624364587411816,1.340098492492408e-09,3.8549453470640825e-09,5.467952566919263e-09
1977,0.00012614428539693887,1.4480096645540031e-09,3.960631981111565e-09,5.60218170266223e-09
1978,0.0001263900215105553,1.419825233574455e-09,3.982658171506972e-09,6.0469422485149545e-09
1979,0.00012719862154751484,1.5303858577223446e-09,4.2275947821833276e-09,5.999998720085387e-09
1980,0.00012795154387796565,1.5311291044563445e-09,4.3168641359971255e-09,5.945427705711381e-09
1981,0.00012840962777512947,1.5004741496912492e-09,4.28307757514647e-09,6.191490938992469e-09
1982,0.0001287851212379922,1.5154620177807283e-09,4.4259515417723245e-09,6.397844857072446e-09
1983,0.0001301966923555093,1.1614498331345503e-09,4.40484753434183e-09,6.738215890018344e-09
1984,0.00013103141515914883,1.1699852594685263e-09,4.320028081293361e-09,6.534694246036159e-09
1985,0.0001310107306510742,1.2881625131657059e-09,4.287685317905243e-09,6.6259731669658456e-09
1986,0.00013072699740795151,1.2247667483375073e-09,4.086931650247396e-09,6.58249099672048e-09
1987,0.00013143698535194353,1.2442030739023835e-09,4.101459077127905e-09,6.655536058782932e-09
1988,0.00013194091817630188,1.381382008780463e-09,3.982506863969044e-09,6.920447516632424e-09
1989,0.0001327601369536881,1.395654988404057e-09,3.560470585028952e-09,6.995793151125846e-09
1990,0.00013188662498058484,1.2764219205406236e-09,3.4379697818768105e-09,6.347618557762351e-09
1991,0.00013150254380889237,1.2912977829872473e-09,3.2850567028524277e-09,6.054437522757488e-09
1992,0.00013168631994631141,1.1752013410034782e-09,3.1398419737221114e-09,5.408588402541373e-09
1993,0.00013163486021637385,1.089396120931444e-09,3.1964822852107287e-09,5.254602308824019e-09
1994,0.00013076740599769567,1.0524563680875637e-09,3.0849256799874477e-09,4.883944835855556e-09
1995,0.0001307751642473574,9.897852616878667e-10,2.9690920833047585e-09,4.2689055465164725e-09
1996,0.00013055379843405847,8.532452998112814e-10,2.9424916471652652e-09,3.875047076868603e-09
1997,0.00013088249293754676,8.893111802521503e-10,2.7998384880386797e-09,3.6280072914150553e-09
1998,0.0001310150421756719,7.862606914749953e-10,2.6740724555298e-09,3.4850661087152244e-09
1999,0.0001325846865906247,7.974121759727179e-10,2.6057293783005822e-09,3.3802157898118625e-09
2000,0.00013324241237049655,7.452225027547246e-10,2.5118629081483893e-09,3.087522713686651e-09
2001,0.00013405764184426516,6.926532601449407e-10,2.419415778831535e-09,2.890481314616571e-09
2002,0.00013524782843887806,5.910104905471059e-10,2.3153526714939485e-09,2.617488670253465e-09
2003,0.0001369500719842368,6.156784328391143e-10,2.1985688825054694e-09,2.500185836140645e-09
2004,0.00013790558607849692,5.719855620890866e-10,2.0034018412472066e-09,2.407466384976179e-09
2005,0.00013803016294592192,5.954370012923554e-10,1.9223842200639344e-09,2.073617626814033e-09
2006,0.00013723077635014697,5.378844988460482e-10,1.785752688578311e-09,1.945895888866289e-09
2007,0.0001368476659990847,5.084772404716022e-10,1.5940317954488137e-09,1.881064811851526e-09
2008,0.0001359474117634818,5.221442920890138e-10,1.45910253720619e-09,1.913243896645156e-09
2009,0.00013729580885930254,5.738846620140237e-10,1.3458849114554384e-09,2.2012227437632046e-09
2010,0.00014051297122413025,5.639803544811781e-10,1.275396090326199e-09,2.2278459553350315e-09
2011,0.00014026979416874901,5.540840207286988e-10,1.3135296977091165e-09,2.1626237308883643e-09
2012,0.00013971973800965185,4.817827010355253e-10,1.2760954673903972e-09,2.108569572913309e-09
2013,0.00014102615283003876,4.788850823825694e-10,1.8039360322979243e-09,1.9208042616775903e-09
2014,0.00014118562934787145,4.875624705556549e-10,1.8244296232491512e-09,1.871524760562896e-09
2015,0.0001408176966443924,4.409198958324875e-10,1.8071738708666123e-09,1.637893122717417e-09
2016,0.00013736394508409182,3.6230779487667064e-10,1.816464312298649e-09,1.3631763654383837e-09
2017,0.00013273895456222817,3.3194439789478264e-10,1.9186074580919885e-09,1.1079750080374613e-09
2018,0.00013188444718252866,3.203410092744718e-10,2.022856637751147e-09,1.0111015802394264e-09
2019,0.00013245473746792413,3.4435775758678844e-10,2.220194028623723e-09,1.1237057118140825e-09
