ngram,level,lvel,leve,lvel
1878,6.053273526569163e-05,7.916880365562865e-10,2.7498246473507084e-07,7.916880365562865e-10
1879,6.0605049968996483e-05,7.856501401829316e-10,2.640965480590499e-07,7.856501401829316e-10
1880,6.0082289564888924e-05,8.001706123092081e-10,2.617466330028557e-07,8.001706123092081e-10
1881,5.978900454855258e-05,7.359045436520059e-10,2.6311517079388326e-07,7.359045436520059e-10
1882,5.944837019861942e-05,7.529032159630284e-10,2.6367659091062835e-07,7.529032159630284e-10
1883,5.927142774453387e-05,8.109391134793396e-10,2.2890188436771757e-07,8.109391134793396e-10
1884,5.86267134557212e-05,7.582243761421787e-10,2.0684777471810127e-07,7.582243761421787e-10
1885,5.805750801560602e-05,7.509372528564334e-10,2.0807649190958598e-07,7.509372528564334e-10
1886,5.747381666359226e-05,8.815551384116255e-10,2.2874097892002153e-07,8.815551384116255e-10
1887,5.771889222419954e-05,9.987141272712767e-10,2.257352958525059e-07,9.987141272712767e-10
1888,5.7717052966056925e-05,1.0390315433436319e-09,2.300578155914731e-07,1.0390315433436319e-09
1889,5.801615511050581e-05,1.0726572804590058e-09,2.227360807540078e-07,1.0726572804590058e-09
1890,5.860468341519923e-05,1.1280635473350946e-09,2.1849705993710294e-07,1.1280635473350946e-09
1891,5.957117069296406e-05,1.1596502329831132e-09,2.350003853734961e-07,1.1596502329831132e-09
1892,6.049294565205595e-05,1.1877547992763686e-09,2.3551505177822817e-07,1.1877547992763686e-09
1893,6.17689750340235e-05,1.1144697942278015e-09,2.108665272869205e-07,1.1144697942278015e-09
1894,6.18688905628265e-05,9.320393901113277e-10,2.1904563141106337e-07,9.320393901113277e-10
1895,6.246670714712568e-05,8.605388068794184e-10,2.0645644635156453e-07,8.605388068794184e-10
1896,6.248574313108943e-05,1.0397711501321437e-09,2.1071593891974771e-07,1.0397711501321437e-09
1897,6.308725174416654e-05,1.018034283856955e-09,2.200524461061702e-07,1.018034283856955e-09
1898,6.313337403948285e-05,9.54594807962244e-10,2.2585625661771962e-07,9.54594807962244e-10
1899,6.391835527860426e-05,9.52703543039795e-10,2.246221271207105e-07,9.52703543039795e-10
1900,6.453716196119785e-05,1.2218689552209332e-09,2.287766786171882e-07,1.2218689552209332e-09
1901,6.52281565375493e-05,1.8067877194383186e-09,2.1744682905071905e-07,1.8067877194383186e-09
1902,6.623126994652142e-05,2.1565130633608274e-09,2.1794910562026155e-07,2.1565130633608274e-09
1903,6.803329701402358e-05,1.973939408753519e-09,2.0799439580189626e-07,1.973939408753519e-09
1904,6.885137866317694e-05,2.0024395316501196e-09,1.955859789047411e-07,2.0024395316501196e-09
1905,7.024068223212712e-05,2.1257047709357023e-09,1.6402261288866222e-07,2.1257047709357023e-09
1906,7.160650212816628e-05,2.158076590446407e-09,1.5457498696897736e-07,2.158076590446407e-09
1907,7.284342739564766e-05,2.1629188440286384e-09,1.4532421995941798e-07,2.1629188440286384e-09
1908,7.453532660812405e-05,1.9509072928564866e-09,1.3508352481039765e-07,1.9509072928564866e-09
1909,7.561396757539894e-05,1.8684125516596086e-09,1.3206718563196773e-07,1.8684125516596086e-09
1910,7.7064213525903e-05,2.3056288624344136e-09,1.3170277871462792e-07,2.3056288624344136e-09
1911,7.770058333075472e-05,2.4126721572973307e-09,1.2810369907713592e-07,2.4126721572973307e-09
1912,7.819166473512138e-05,2.3721853687724045e-09,1.2264307461659234e-07,2.3721853687724045e-09
1913,7.77401531065282e-05,2.3825251930073168e-09,1.196597127415901e-07,2.3825251930073168e-09
1914,7.684498580472012e-05,2.1185862588067396e-09,1.1483902641527623e-07,2.1185862588067396e-09
1915,7.55800969532824e-05,1.8228522342360926e-09,1.105336794791713e-07,1.8228522342360926e-09
1916,7.501608862574878e-05,1.672730351057591e-09,1.0907724450654704e-07,1.672730351057591e-09
1917,7.411914806912787e-05,1.233692489436119e-09,1.0392808036385759e-07,1.233692489436119e-09
1918,7.439182913263462e-05,1.2269561002119035e-09,1.0201548507536375e-07,1.2269561002119035e-09
1919,7.511069582376097e-05,1.2670730100060113e-09,1.0315083593630853e-07,1.2670730100060113e-09
1920,7.63310755636277e-05,1.23282329583014e-09,1.051955931887148e-07,1.23282329583014e-09
1921,7.784361306611183e-05,1.1305078698572606e-09,1.1305810484632925e-07,1.1305078698572606e-09
1922,8.098126792382183e-05,1.1078158469933287e-09,1.1649876796582248e-07,1.1078158469933287e-09
1923,8.282553088585181e-05,1.0008538363161433e-09,1.2522037451390133e-07,1.0008538363161433e-09
1924,8.488516635095169e-05,9.240052889492034e-10,1.3123825023545317e-07,9.240052889492034e-10
1925,8.667769101780973e-05,8.952127333079168e-10,1.3519584639100556e-07,8.952127333079168e-10
1926,8.838195000342759e-05,7.050494969597563e-10,1.4062991786951378e-07,7.050494969597563e-10
1927,9.100353158178873e-05,6.781416242044155e-10,1.3795573242500074e-07,6.781416242044155e-10
1928,9.362546968207295e-05,7.465700855143912e-10,1.329160984450287e-07,7.465700855143912e-10
1929,9.559546223109854e-05,7.522425876649308e-10,1.314855789960997e-07,7.522425876649308e-10
1930,9.918796214541154e-05,8.96401399536855e-10,1.2857865324836633e-07,8.96401399536855e-10
1931,0.0001019618014522296,9.000243586124565e-10,1.2700929577899194e-07,9.000243586124565e-10
1932,0.00010520865076354571,6.936158492803252e-10,1.2745644438284997e-07,6.936158492803252e-10
1933,0.0001077679023312937,7.865286794877286e-10,1.2284234226659203e-07,7.865286794877286e-10
1934,0.00010971059548735087,7.394288950976094e-10,1.2544874396423567e-07,7.394288950976094e-10
1935,0.000112185139317132,7.376674311070681e-10,1.26817872520795e-07,7.376674311070681e-10
1936,0.00011419352085795254,7.159256084790907e-10,1.2953905021666807e-07,7.159256084790907e-10
1937,0.0001160239615793606,6.103185457018157e-10,1.2770197242519187e-07,6.103185457018157e-10
1938,0.00011794405249280057,5.578525260777464e-10,1.2949741850271884e-07,5.578525260777464e-10
1939,0.0001199381856297675,7.084674593014841e-10,1.2629744868978117e-07,7.084674593014841e-10
1940,0.00012265532443832074,7.473912362015206e-10,1.241749986645248e-07,7.473912362015206e-10
1941,0.0001264422691227602,9.435268201661374e-10,1.232656633273369e-07,9.435268201661374e-10
1942,0.00013008197129238397,9.51583962421105e-10,1.277907648906356e-07,9.51583962421105e-10
1943,0.0001335975165212793,9.112567763861331e-10,1.2863061016332722e-07,9.112567763861331e-10
1944,0.00013919173008097068,1.083614523508406e-09,1.3253325598887905e-07,1.083614523508406e-09
1945,0.00014537071859064911,1.1774616281989836e-09,1.3391497536271606e-07,1.1774616281989836e-09
1946,0.0001516696231971894,1.135588282138603e-09,1.3482632559609036e-07,1.135588282138603e-09
1947,0.0001593971412928243,1.212626372331422e-09,1.4565693768580396e-07,1.212626372331422e-09
1948,0.00016408985330989317,1.0013835395815208e-09,1.4845818847269194e-07,1.0013835395815208e-09
1949,0.0001685458139815767,1.3348072964396757e-09,1.5903427603396786e-07,1.3348072964396757e-09
1950,0.00017406159895472229,1.3719671747886813e-09,1.5786142780273492e-07,1.3719671747886813e-09
1951,0.00017804278468247503,1.2197901339788026e-09,1.5957439610961695e-07,1.2197901339788026e-09
1952,0.00018255965551361442,1.2670985768562355e-09,1.6188315856067804e-07,1.2670985768562355e-09
1953,0.00018737248943320343,1.2602276365316e-09,1.6618954491929928e-07,1.2602276365316e-09
1954,0.00019104254066145847,1.1590735831441228e-09,1.7904499876359686e-07,1.1590735831441228e-09
1955,0.00019796705081327154,1.256787372584865e-09,1.9075598345352773e-07,1.256787372584865e-09
1956,0.00020545791526923755,9.563835199978753e-10,1.8616782223749136e-07,9.563835199978753e-10
1957,0.00021203384468598024,1.122481909008956e-09,1.953810847713352e-07,1.122481909008956e-09
1958,0.0002179347980667704,1.1210090078428436e-09,2.0060881565443977e-07,1.1210090078428436e-09
1959,0.00022306477850569145,1.1153807322195064e-09,1.9999649225610483e-07,1.1153807322195064e-09
1960,0.00022789008757432124,1.2016240542272222e-09,2.1483535103275893e-07,1.2016240542272222e-09
1961,0.00023300678419348384,1.2623251174507084e-09,2.0574068011163555e-07,1.2623251174507084e-09
1962,0.00023542703378812542,1.1775341654133138e-09,2.1640312094664944e-07,1.1775341654133138e-09
1963,0.00023852019512560219,1.3272903966386552e-09,2.2421030873179655e-07,1.3272903966386552e-09
1964,0.00024150725429145887,1.2125584266823149e-09,2.3650757644385782e-07,1.2125584266823149e-09
1965,0.00024370216124225408,1.3989814862114258e-09,2.514443013166913e-07,1.3989814862114258e-09
1966,0.0002468033864196124,1.5184532837458115e-09,2.647971695880967e-07,1.5184532837458115e-09
1967,0.00025071718430678757,1.5366577217028927e-09,2.614656438026941e-07,1.5366577217028927e-09
1968,0.0002553303825802037,1.4781611728282534e-09,2.6455005297520984e-07,1.4781611728282534e-09
1969,0.00026293275212602954,1.6148449165166922e-09,2.630657819833816e-07,1.6148449165166922e-09
1970,0.0002691770371581827,1.5064262932311984e-09,2.6404357811316004e-07,1.5064262932311984e-09
1971,0.0002767922498086201,1.5236071214199042e-09,2.605856995582404e-07,1.5236071214199042e-09
1972,0.0002865756437781134,1.4410411990668187e-09,2.556776885447627e-07,1.4410411990668187e-09
1973,0.00029523888120560775,1.4666814191726424e-09,2.525588018085857e-07,1.4666814191726424e-09
1974,0.00030396092500138493,1.5544723841465213e-09,2.5378796562693295e-07,1.5544723841465213e-09
1975,0.0003111759807714926,1.851427757136394e-09,2.5389147952280056e-07,1.851427757136394e-09
1976,0.00031586836640989143,1.9517970255884212e-09,2.455032301895699e-07,1.9517970255884212e-09
1977,0.00032154744673919467,2.1639038497564147e-09,2.3700496650950038e-07,2.1639038497564147e-09
1978,0.00032472154375032654,2.458952660536592e-09,2.274274635283291e-07,2.458952660536592e-09
1979,0.00032580366574360857,2.6386883789086824e-09,2.1707438284985464e-07,2.6386883789086824e-09
1980,0.00032768202696128616,3.1730791644995246e-09,2.1547746647294324e-07,3.1730791644995246e-09
1981,0.0003270753742461758,3.564897805523921e-09,2.1120281498302314e-07,3.564897805523921e-09
1982,0.0003257577107953174,3.624252992955641e-09,2.104644758154401e-07,3.624252992955641e-09
1983,0.00032560823767978164,3.891192606226517e-09,2.0625220997771976e-07,3.891192606226517e-09
1984,0.00032363117705764514,3.8828326268510895e-09,2.0713986665603962e-07,3.8828326268510895e-09
1985,0.0003226021653972566,3.80112268644999e-09,2.0578595183451398e-07,3.80112268644999e-09
1986,0.000320921722699755,4.015288450937809e-09,2.0498703585352424e-07,4.015288450937809e-09
1987,0.00031963447275172385,3.822192879659221e-09,1.9696645381372946e-07,3.822192879659221e-09
1988,0.00031865713286346624,3.4938491465043496e-09,1.8736491012662425e-07,3.4938491465043496e-09
1989,0.0003187116069187011,3.2242068538833125e-09,1.7822367835508756e-07,3.2242068538833125e-09
1990,0.00031810288367393823,2.820602576899692e-09,1.7237463875322385e-07,2.820602576899692e-09
1991,0.00031726653521348325,2.684559939426988e-09,1.615476057687764e-07,2.684559939426988e-09
1992,0.00031518147859190194,2.485662009554801e-09,1.5388862907782042e-07,2.485662009554801e-09
1993,0.00031412697613372335,2.217699627112982e-09,1.455682081541454e-07,2.217699627112982e-09
1994,0.00031207520182111433,1.7388339815635083e-09,1.3941410819435468e-07,1.7388339815635083e-09
1995,0.0003098826772267265,2.0538037778397975e-09,1.363648181040844e-07,2.0538037778397975e-09
1996,0.0003062841299522136,2.117879141902027e-09,1.316870818105339e-07,2.117879141902027e-09
1997,0.00030215417999508124,2.195504270449281e-09,1.2765053116124493e-07,2.195504270449281e-09
1998,0.00029870263201051524,2.0653852199942993e-09,1.2404787444860892e-07,2.0653852199942993e-09
1999,0.0002970009102552597,2.016458278131239e-09,1.2086371522660295e-07,2.016458278131239e-09
2000,0.00029531438069950255,1.8218998928557335e-09,1.1714137368049446e-07,1.8218998928557335e-09
2001,0.00029253510625234673,1.8005285595812381e-09,1.1482734306257822e-07,1.8005285595812381e-09
2002,0.00029135660900335224,1.28686206928614e-09,1.1294852088537612e-07,1.28686206928614e-09
2003,0.0002894334653059819,1.1889632532481797e-09,1.117779859782786e-07,1.1889632532481797e-09
2004,0.00028755366968523176,9.893509583009624e-10,1.0784306019624118e-07,9.893509583009624e-10
2005,0.00028354015168068666,9.97087428495596e-10,1.0861427008584152e-07,9.97087428495596e-10
2006,0.0002780983133041965,9.284117680990229e-10,1.0533614057197025e-07,9.284117680990229e-10
2007,0.000272081744956917,8.534957661256368e-10,1.0244167875888316e-07,8.534957661256368e-10
2008,0.0002661656471900642,7.74126877680002e-10,9.733433817668161e-08,7.74126877680002e-10
2009,0.00026206923316099813,6.994617068085368e-10,9.353657657941636e-08,6.994617068085368e-10
2010,0.00025948622663106235,5.628955238431591e-10,9.153570853673695e-08,5.628955238431591e-10
2011,0.00025256552492334904,4.79725889964858e-10,8.848739290507573e-08,4.79725889964858e-10
2012,0.00024804107670206577,4.0134218369315885e-10,8.322082984640084e-08,4.0134218369315885e-10
2013,0.00024699789563393485,3.8259594500481397e-10,8.04742492326633e-08,3.8259594500481397e-10
2014,0.0002422089351707005,3.2252870810608615e-10,9.996361427511147e-08,3.2252870810608615e-10
2015,0.00023682431908257837,2.8563074276820114e-10,1.3503125728675514e-07,2.8563074276820114e-10
2016,0.0002316924385792975,2.4660842564456457e-10,1.363812976202488e-07,2.4660842564456457e-10
2017,0.00022658652354342243,2.303952832914217e-10,1.4196013609080183e-07,2.303952832914217e-10
2018,0.00022609515872318298,2.374782058500724e-10,1.5492919231974155e-07,2.374782058500724e-10
2019,0.00022560509023605846,2.688135053094398e-10,1.7614942748878093e-07,2.688135053094398e-10
