ngram,season,seasn,seaon,seaon
1915,8.763434535857024e-05,1.1314290278484153e-10,5.926853293861509e-09,5.926853293861509e-09
1916,8.691249552482207e-05,1.6084019929410839e-10,6.059300997459818e-09,6.059300997459818e-09
1917,8.6743596641879e-05,1.887716679400369e-10,6.057229638502446e-09,6.057229638502446e-09
1918,8.668240168065364e-05,1.7559834836200494e-10,6.082172670269464e-09,6.082172670269464e-09
1919,8.586129115428776e-05,2.038014796606242e-10,6.026011943406826e-09,6.026011943406826e-09
1920,8.649600931676105e-05,2.7340644430979514e-10,6.2143556332573874e-09,6.2143556332573874e-09
1921,8.774042882058504e-05,2.441734651771808e-10,5.742219779035298e-09,5.742219779035298e-09
1922,8.895281955899139e-05,3.6492994935434705e-10,5.661123506480895e-09,5.661123506480895e-09
1923,9.023986785905436e-05,3.387775238910302e-10,5.1295114029364135e-09,5.1295114029364135e-09
1924,9.159929842488574e-05,3.5968911579356954e-10,4.814875276260011e-09,4.814875276260011e-09
1925,9.303361522532734e-05,3.3092863766753007e-10,4.521435020039226e-09,4.521435020039226e-09
1926,9.420746729509639e-05,2.883113985647461e-10,3.892831327131521e-09,3.892831327131521e-09
1927,9.396109713374503e-05,3.5513669782716306e-10,3.990771839974221e-09,3.990771839974221e-09
1928,9.387762526915009e-05,4.0075567071211944e-10,3.740470219274325e-09,3.740470219274325e-09
1929,9.358721269693757e-05,4.3171397012820023e-10,3.5182437915385177e-09,3.5182437915385177e-09
1930,9.239734936272725e-05,4.642892578335786e-10,4.059629791061273e-09,4.059629791061273e-09
1931,9.098326492156568e-05,4.941452287037557e-10,4.0207833094742435e-09,4.0207833094742435e-09
1932,8.849240735539102e-05,5.41431720885959e-10,3.8482271813577995e-09,3.8482271813577995e-09
1933,8.774799997419385e-05,5.64598879553608e-10,4.152086388994494e-09,4.152086388994494e-09
1934,8.622868855517092e-05,4.731043652077866e-10,3.871922243143493e-09,3.871922243143493e-09
1935,8.414584278528179e-05,4.2748539232283026e-10,3.901100934352744e-09,3.901100934352744e-09
1936,8.232487224241985e-05,3.385829037773545e-10,3.764366437611752e-09,3.764366437611752e-09
1937,8.189773819010173e-05,2.793431438544555e-10,3.450847766269963e-09,3.450847766269963e-09
1938,8.124806793473129e-05,2.2239636323005485e-10,3.4309701111924694e-09,3.4309701111924694e-09
1939,8.022722925358851e-05,2.7468597238059344e-10,3.627742297039406e-09,3.627742297039406e-09
1940,7.782133616274223e-05,2.773120760801717e-10,3.536009199730675e-09,3.536009199730675e-09
1941,7.672800607646682e-05,2.323763265144052e-10,3.6188407825932245e-09,3.6188407825932245e-09
1942,7.531848470015185e-05,3.56916553851632e-10,3.4947763730538586e-09,3.4947763730538586e-09
1943,7.420451272212501e-05,3.1555758403126587e-10,3.845252084998054e-09,3.845252084998054e-09
1944,7.202709405516674e-05,2.9311516705884545e-10,4.212170644026157e-09,4.212170644026157e-09
1945,7.118536970145734e-05,2.901323368062084e-10,4.296703722975589e-09,4.296703722975589e-09
1946,7.072367485047184e-05,2.0710433963027393e-10,4.336277273761116e-09,4.336277273761116e-09
1947,7.029525607192357e-05,2.3098200336540183e-10,4.434935751973512e-09,4.434935751973512e-09
1948,6.944799367504726e-05,2.8228200332769404e-10,4.326871527737808e-09,4.326871527737808e-09
1949,6.957461612598439e-05,2.2576642539589338e-10,4.389913956158255e-09,4.389913956158255e-09
1950,6.935314117332123e-05,2.3815305085138153e-10,4.44003316652746e-09,4.44003316652746e-09
1951,6.939388757538316e-05,2.878003450636411e-10,4.071091939751779e-09,4.071091939751779e-09
1952,6.806836920856898e-05,2.847148737011069e-10,4.1039993942908785e-09,4.1039993942908785e-09
1953,6.695594077297886e-05,2.8385600616052745e-10,4.320672486457511e-09,4.320672486457511e-09
1954,6.619130207192419e-05,2.632169918534036e-10,4.367405453160294e-09,4.367405453160294e-09
1955,6.48810330728468e-05,2.4090549594862106e-10,4.235327263505237e-09,4.235327263505237e-09
1956,6.291403094240065e-05,1.9981685750458666e-10,4.28018414362035e-09,4.28018414362035e-09
1957,6.118590941436455e-05,2.0420808298306425e-10,4.1471890683502414e-09,4.1471890683502414e-09
1958,5.969790384239916e-05,2.021680204197399e-10,4.069319452832636e-09,4.069319452832636e-09
1959,5.7930680278721934e-05,2.3165982723386388e-10,3.868617267802474e-09,3.868617267802474e-09
1960,5.671300043884132e-05,2.371463125078981e-10,3.3500072874456268e-09,3.3500072874456268e-09
1961,5.5039223557936824e-05,2.5313667630287387e-10,3.1230264723498227e-09,3.1230264723498227e-09
1962,5.358968805272265e-05,2.4455168445847164e-10,3.0715731545529123e-09,3.0715731545529123e-09
1963,5.257767406874336e-05,2.3742338650656336e-10,3.049840443683901e-09,3.049840443683901e-09
1964,5.1134997712714334e-05,2.261721405399137e-10,2.9657619534820665e-09,2.9657619534820665e-09
1965,4.987951199707043e-05,1.9619507209332554e-10,2.8700734487431744e-09,2.8700734487431744e-09
1966,4.88854072630472e-05,1.7739853038925953e-10,2.940818382463866e-09,2.940818382463866e-09
1967,4.749677308219751e-05,1.650674874564828e-10,2.925773591653881e-09,2.925773591653881e-09
1968,4.674560529695425e-05,1.5547137783527328e-10,2.9593416923339485e-09,2.9593416923339485e-09
1969,4.618756065610796e-05,1.4404475132520237e-10,3.0821325491814378e-09,3.0821325491814378e-09
1970,4.5211264867767955e-05,1.5054556510138032e-10,2.9801280490967687e-09,2.9801280490967687e-09
1971,4.4992033508606255e-05,1.4146743597993298e-10,2.9778803550024283e-09,2.9778803550024283e-09
1972,4.458648150570558e-05,1.4122816309271513e-10,3.1915577482420433e-09,3.1915577482420433e-09
1973,4.4365386461972124e-05,1.8088172329003679e-10,3.129975707188188e-09,3.129975707188188e-09
1974,4.4193297591326495e-05,2.0462705637079382e-10,3.3472109528531746e-09,3.3472109528531746e-09
1975,4.41126742641375e-05,2.016388911000152e-10,3.4499615228103917e-09,3.4499615228103917e-09
1976,4.3800413030632103e-05,2.408805932496705e-10,3.507925220144362e-09,3.507925220144362e-09
1977,4.3807546587361556e-05,2.3865129911942214e-10,3.539292509862386e-09,3.539292509862386e-09
1978,4.3676151627940794e-05,2.615491394892493e-10,3.6605695934761276e-09,3.6605695934761276e-09
1979,4.352922145959123e-05,2.6854135185391415e-10,3.677542112104756e-09,3.677542112104756e-09
1980,4.323382173814545e-05,2.495295438529967e-10,3.8373429196119395e-09,3.8373429196119395e-09
1981,4.2929058898672725e-05,2.474587261293491e-10,3.6948041134568908e-09,3.6948041134568908e-09
1982,4.2457091434958526e-05,2.446667055463639e-10,3.768715720450391e-09,3.768715720450391e-09
1983,4.202073406694191e-05,2.2605814046069587e-10,3.752683084913753e-09,3.752683084913753e-09
1984,4.1659627770838726e-05,2.387318735554343e-10,3.665327216343225e-09,3.665327216343225e-09
1985,4.113117289047555e-05,2.485707572314715e-10,3.424122065252634e-09,3.424122065252634e-09
1986,4.074595147228267e-05,2.5873042795522746e-10,3.3761692489317088e-09,3.3761692489317088e-09
1987,4.0593101792702715e-05,2.652092018218255e-10,3.2934153499602256e-09,3.2934153499602256e-09
1988,4.038257923509393e-05,2.62415646752017e-10,3.1441013919370722e-09,3.1441013919370722e-09
1989,4.0148549097856244e-05,2.3942167841549203e-10,2.910390404865991e-09,2.910390404865991e-09
1990,3.982280655431428e-05,2.763862744820893e-10,2.767220103854535e-09,2.767220103854535e-09
1991,3.968135258349191e-05,2.790489183969656e-10,2.6430720152197703e-09,2.6430720152197703e-09
1992,3.955693474771189e-05,3.1112089045921236e-10,2.6957925098563304e-09,2.6957925098563304e-09
1993,3.9580233923126275e-05,3.087849138090031e-10,2.6263094556254275e-09,2.6263094556254275e-09
1994,3.946095603168942e-05,2.747945635920132e-10,2.3529119446458982e-09,2.3529119446458982e-09
1995,3.957621915365702e-05,2.598431871455745e-10,2.644654511258742e-09,2.644654511258742e-09
1996,3.978518881402644e-05,2.5949321461446063e-10,2.613151932935003e-09,2.613151932935003e-09
1997,4.004748916486278e-05,1.9867112022969076e-10,2.4641004633555295e-09,2.4641004633555295e-09
1998,3.998055347307984e-05,1.8236666046326074e-10,2.4681368536251723e-09,2.4681368536251723e-09
1999,3.972952669885542e-05,1.0507940747686969e-10,2.310415937932321e-09,2.310415937932321e-09
2000,3.9401569665642455e-05,8.844989819932282e-11,2.16278610893588e-09,2.16278610893588e-09
2001,3.93934289084947e-05,8.922342824886037e-11,2.1524444290424836e-09,2.1524444290424836e-09
2002,3.92852899884539e-05,9.25548268978663e-11,1.767539162652757e-09,1.767539162652757e-09
2003,3.9256418468929564e-05,1.0688533689081784e-10,1.6152097754534062e-09,1.6152097754534062e-09
2004,3.911149438603648e-05,1.0617935846034067e-10,1.4508185922476206e-09,1.4508185922476206e-09
2005,3.925593409803696e-05,9.797398953633899e-11,1.3532767922137217e-09,1.3532767922137217e-09
2006,3.960531103075482e-05,9.255074534134496e-11,1.1912992814444578e-09,1.1912992814444578e-09
2007,4.0125154815281606e-05,8.234061894620202e-11,1.1027280517288724e-09,1.1027280517288724e-09
2008,4.022163297382316e-05,8.322201707528748e-11,1.0319554893151966e-09,1.0319554893151966e-09
2009,3.996160791887503e-05,7.54137139640549e-11,9.668075546492056e-10,9.668075546492056e-10
2010,3.9370306434908085e-05,5.887506082856233e-11,8.814966058677345e-10,8.814966058677345e-10
2011,3.910039595211856e-05,5.847091189202315e-11,8.312279039682632e-10,8.312279039682632e-10
2012,3.881845259456895e-05,4.8904988441836725e-11,6.866252645819162e-10,6.866252645819162e-10
2013,3.814752458960616e-05,1.3987237286064832e-10,6.793988784257823e-10,6.793988784257823e-10
2014,3.7329534409634236e-05,1.3970096186017537e-10,5.75880109472087e-10,5.75880109472087e-10
2015,3.668795553884203e-05,1.5112067029302408e-10,4.923395659415877e-10,4.923395659415877e-10
2016,3.654281109837549e-05,1.4908179775000426e-10,4.2413463217729127e-10,4.2413463217729127e-10
2017,3.6625344364438206e-05,1.6915255191910875e-10,3.8974706795258385e-10,3.8974706795258385e-10
2018,3.650429644039832e-05,1.9648370638836177e-10,3.897042133438333e-10,3.897042133438333e-10
2019,3.608030601753853e-05,2.362598823177353e-10,3.749932586671889e-10,3.749932586671889e-10
