ngram,detail,detil,dtail,detal
1911,4.497701177440051e-05,5.404010631839182e-10,1.5779656252292084e-10,4.181029839805157e-09
1912,4.5445051260425574e-05,5.090745850660256e-10,1.2647008440502816e-10,3.989164459079169e-09
1913,4.586188983271963e-05,4.886913304580354e-10,1.4076800340458361e-10,4.439998781334355e-09
1914,4.6486138931608624e-05,4.5932361386613607e-10,1.1146765554232679e-10,4.321483742281933e-09
1915,4.677175197035207e-05,2.990586934838367e-10,9.995746988059447e-11,4.3480750428719665e-09
1916,4.708370813334893e-05,2.9036109528662076e-10,1.313320464284879e-10,4.613249464975005e-09
1917,4.731863269366191e-05,5.002307982520421e-10,4.668933652394815e-10,4.803437013224863e-09
1918,4.7486295703233085e-05,4.878620969507783e-10,5.967178318926664e-10,4.53675218027781e-09
1919,4.7728813764738985e-05,6.15505450179172e-10,6.249209631912857e-10,4.800618886540471e-09
1920,4.7676682567855876e-05,6.279187388301213e-10,6.338246990747873e-10,4.479891315055186e-09
1921,4.771503466015149e-05,6.267973679768041e-10,6.338246990747873e-10,4.5845267899429535e-09
1922,4.766240973757314e-05,6.190712188912175e-10,6.420372725532023e-10,4.527095396968304e-09
1923,4.757128460499059e-05,6.079706579445851e-10,5.968816869333133e-10,4.350332031119056e-09
1924,4.739491955011285e-05,4.438177682507062e-10,2.337725885886195e-10,3.979907007131292e-09
1925,4.7430316044483334e-05,4.783175125818876e-10,1.129753651740728e-10,4.094868761533072e-09
1926,4.719869944632852e-05,4.279519040726955e-10,9.328108920213042e-11,4.077758892455969e-09
1927,4.729854169584412e-05,4.0382369670410867e-10,1.8377133148561597e-10,4.248084043264758e-09
1928,4.701992604948048e-05,3.757120884248114e-10,2.5219979279559167e-10,3.938357227641274e-09
1929,4.697164175533024e-05,4.5270398144455927e-10,2.53334294018716e-10,3.537995705928308e-09
1930,4.6991112217905796e-05,4.035970922546182e-10,2.53334294018716e-10,3.2401925111256803e-09
1931,4.708707222432297e-05,3.8279851907344463e-10,3.5826633326685453e-10,3.4039641740233962e-09
1932,4.686403657875157e-05,2.9077781849018436e-10,3.352611581210395e-10,3.443559167973628e-09
1933,4.687565472392764e-05,2.6858744196976506e-10,3.123381949901979e-10,3.1031334486136028e-09
1934,4.6729931844830776e-05,2.905143070552896e-10,2.435820473894219e-10,2.9144637972830114e-09
1935,4.6877788658353635e-05,3.571813043747239e-10,2.6404291848208013e-10,2.9495140139802955e-09
1936,4.699890113053178e-05,2.769755476559967e-10,2.596945535599764e-10,3.224440191042431e-09
1937,4.707079798598508e-05,3.4430280253834004e-10,2.8213697053239683e-10,3.522796625838558e-09
1938,4.682732677403172e-05,3.7884578609124834e-10,2.2070943287274706e-10,3.8330319553279784e-09
1939,4.679447946338249e-05,4.2863383675761924e-10,2.4560345820593254e-10,3.765976134114826e-09
1940,4.6759477429856944e-05,4.1071888548912684e-10,2.713967205731598e-10,3.931707879902189e-09
1941,4.70467509460702e-05,3.9847240388254535e-10,2.5403954138715687e-10,3.9767396042833525e-09
1942,4.704557016209167e-05,4.3143759001892535e-10,2.398743485589248e-10,4.323978984390107e-09
1943,4.7348519728984684e-05,4.963134585851086e-10,2.1893691621548735e-10,4.7439736266292294e-09
1944,4.769855773442292e-05,4.289862037027652e-10,2.1546582177186683e-10,5.043564930774989e-09
1945,4.828191023469637e-05,4.358243052163654e-10,2.095001612665927e-10,4.824438943578408e-09
1946,4.8939349133953715e-05,4.5222867117722387e-10,1.8460613593340724e-10,4.839405891894038e-09
1947,4.9534887823808405e-05,4.999839986474797e-10,1.7536984959447873e-10,4.895714119815661e-09
1948,4.991920754296838e-05,5.132268578376755e-10,1.6489127920214586e-10,4.6651855394636806e-09
1949,5.0355596613371745e-05,5.496439731927133e-10,1.5819178903317014e-10,4.785258443464256e-09
1950,5.067315110604146e-05,4.97670622965986e-10,2.0895171704005122e-10,4.607244332076123e-09
1951,5.095968611255687e-05,5.473179171782456e-10,1.8998039451125137e-10,4.3375976778646324e-09
1952,5.109438383702322e-05,5.005226590336167e-10,1.6812550260710982e-10,4.4430105626349e-09
1953,5.128420005868455e-05,5.284656640862956e-10,1.9950397583956558e-10,4.649147638297839e-09
1954,5.136876383663288e-05,4.43639767779201e-10,2.2649486750411389e-10,4.843081205915414e-09
1955,5.159754229160691e-05,4.477110269819816e-10,2.5287762459421815e-10,5.148111080290261e-09
1956,5.205966330582409e-05,3.7900175854842036e-10,1.9832098066948793e-10,5.210089185477987e-09
1957,5.237479438489702e-05,3.7064925930062134e-10,1.7304850409770112e-10,5.357671068700094e-09
1958,5.2554320843358126e-05,4.281182333246544e-10,1.9685211992216877e-10,5.811302677167467e-09
1959,5.3044228219992616e-05,4.488300227510424e-10,1.9246210974139492e-10,5.689057605958883e-09
1960,5.327734834281728e-05,3.970460448516582e-10,2.034350802894634e-10,5.767313864574979e-09
1961,5.3819480464361345e-05,4.162967966379684e-10,1.8239835039171989e-10,5.837401038734567e-09
1962,5.387248945355948e-05,3.642290496985723e-10,2.1032788209497865e-10,5.768276523099303e-09
1963,5.406457785284147e-05,3.4640830085371933e-10,2.067637331190245e-10,5.492638661357725e-09
1964,5.4013284430506504e-05,4.1085395006769584e-10,2.1724952194355851e-10,5.463935653133538e-09
1965,5.3957488229830884e-05,3.566281714384445e-10,2.1989115092261154e-10,5.433842772565153e-09
1966,5.375230778424468e-05,3.5041603745662135e-10,2.1739028335402263e-10,5.661892795874987e-09
1967,5.3649046354361675e-05,3.169092726335825e-10,2.1926223436092533e-10,5.832001992445157e-09
1968,5.318988353662592e-05,3.2742527340217416e-10,2.1446417955032056e-10,5.9072551929416156e-09
1969,5.327394891147768e-05,3.7883684681335895e-10,1.520287764725633e-10,6.291584142559259e-09
1970,5.285604597052692e-05,3.731651099236899e-10,1.596639378249292e-10,6.646423157872862e-09
1971,5.278639738597641e-05,3.8169191616889616e-10,1.505434001664823e-10,6.875075302709937e-09
1972,5.274751155021866e-05,4.2445132726014785e-10,1.588799359932201e-10,6.7749608463023895e-09
1973,5.270995877383809e-05,3.876621166933246e-10,2.0786554323042646e-10,7.2146922087361935e-09
1974,5.262313633076181e-05,3.869649407453998e-10,1.7993715446212073e-10,7.639662172717213e-09
1975,5.255865523525115e-05,3.913392313576696e-10,2.1899057170823458e-10,7.670381536278065e-09
1976,5.244150192343763e-05,3.9185202751241503e-10,2.501958412274138e-10,7.565991071751504e-09
1977,5.2540498083024954e-05,3.8011012641019677e-10,2.406832342554439e-10,8.074489140800064e-09
1978,5.227268879285215e-05,3.224498609590208e-10,2.6279010217900023e-10,8.198308571698881e-09
1979,5.198400218172797e-05,2.430553620472572e-10,2.4426372333527114e-10,8.547919261303605e-09
1980,5.1969145195991064e-05,2.6531403710910213e-10,1.9432187208552014e-10,8.620967241666579e-09
1981,5.178383694978298e-05,2.800559308267582e-10,2.0854606038099377e-10,9.803509940350556e-09
1982,5.1608583557286435e-05,2.758678999522804e-10,1.740140442455359e-10,1.0821536619179791e-08
1983,5.1196562708355486e-05,2.7016256692086975e-10,1.4863690040683204e-10,1.148401894214755e-08
1984,5.07182147495249e-05,2.8216048545256657e-10,1.4796108286997877e-10,1.1944336948082374e-08
1985,5.043334801614817e-05,3.064675180297627e-10,1.1346966223767043e-10,1.2334472237236177e-08
1986,4.994446602982602e-05,3.938404443840479e-10,1.3175703385469107e-10,1.2683559091897223e-08
1987,4.927239881778535e-05,3.8025681413169007e-10,1.7741994678965867e-10,1.2709586399190748e-08
1988,4.8619292231575984e-05,3.989558762716529e-10,1.6769498190865358e-10,1.107612725346842e-08
1989,4.8248349880200946e-05,3.8109495519617857e-10,1.454604978134988e-10,1.0412261338846714e-08
1990,4.783549489470066e-05,3.477597158653621e-10,1.4397041098972759e-10,9.669945606154734e-09
1991,4.7434964861687536e-05,3.430717634581423e-10,1.4318908608415955e-10,8.41525554002536e-09
1992,4.690367599583364e-05,2.9068978176941384e-10,1.541703208548676e-10,7.420076109099227e-09
1993,4.682964260739807e-05,1.9994417232993555e-10,1.4539298485399017e-10,6.360701457605192e-09
1994,4.6799244695908525e-05,1.9251935561610216e-10,1.1790576402120097e-10,5.299893095817814e-09
1995,4.694197975498225e-05,1.8286655324915658e-10,1.3543432397392482e-10,4.877156202707868e-09
1996,4.691961242185373e-05,1.7516462486837677e-10,1.480384024691147e-10,4.280940110338147e-09
1997,4.69854795872899e-05,1.7063993868709256e-10,1.5198105026465695e-10,3.888663962265631e-09
1998,4.700740464613773e-05,1.3122432902206478e-10,1.5696735677123945e-10,3.639822982697589e-09
1999,4.7539491268772895e-05,1.347693692754781e-10,1.31517972108102e-10,3.4249346216240285e-09
2000,4.793284408931088e-05,1.5823365534517464e-10,1.1613739335304883e-10,3.331461582791105e-09
2001,4.805340774640042e-05,1.5757478556104639e-10,1.0026633392604519e-10,3.348364569737734e-09
2002,4.821477289494526e-05,1.4711334432395062e-10,7.268065217130065e-11,3.085917458075674e-09
2003,4.8428354992730806e-05,1.3336536290003183e-10,8.070912291665725e-11,2.9325711383064247e-09
2004,4.8722661241689434e-05,1.298354702520107e-10,6.345155056137436e-11,2.830569271036357e-09
2005,4.884888611351406e-05,1.795214041906095e-10,7.673894258137487e-11,2.6499377295660256e-09
2006,4.8592779681452415e-05,1.8383796023178712e-10,8.188551473791478e-11,2.4599037727414596e-09
2007,4.833340218673194e-05,1.7432676086400915e-10,8.223497825159726e-11,2.2645630291608298e-09
2008,4.803446946815322e-05,1.4897311112879334e-10,7.73845977376984e-11,2.0068345239567164e-09
2009,4.838192554806093e-05,1.3579625420177622e-10,7.494484844225039e-11,1.9248556240977368e-09
2010,4.8752126271470585e-05,1.4291980545461895e-10,5.84061953067578e-11,1.5840151888570274e-09
2011,4.8030377781417754e-05,1.316142656169829e-10,6.769098947042743e-11,1.47034825584821e-09
2012,4.75965794716363e-05,8.192833167838413e-11,7.488716764758596e-11,1.3534165217115352e-09
2013,4.741405064123683e-05,7.739511065759811e-11,6.974059549104604e-11,1.3455414718929352e-09
2014,4.673400742051724e-05,7.653805615086867e-11,7.45935230746429e-11,1.239794362411268e-09
2015,4.5969542822734055e-05,1.4713678142938162e-10,7.473311478584893e-11,3.204035608257121e-09
2016,4.463754469595317e-05,2.0768276681737419e-10,7.895272803593034e-11,3.236604857142262e-09
2017,4.347616110559708e-05,2.279679246301273e-10,8.733530391935584e-11,3.565885660824127e-09
2018,4.329586008680053e-05,2.540634425063359e-10,9.180365287408953e-11,3.993091124421255e-09
2019,4.303801597416168e-05,3.1757930313291993e-10,5.868606208631055e-11,4.6829871369613585e-09
