ngram,painting,paintng,paintiing,paiting
1916,1.5720340343250427e-05,8.068324936732247e-10,6.211408669156069e-11,3.3660894706498215e-10
1917,1.5370081980238736e-05,7.810113151445514e-10,6.211408669156069e-11,3.6492410482313886e-10
1918,1.5175290042991816e-05,9.399985631145365e-10,6.211408669156069e-11,3.369682410087853e-10
1919,1.5072390072288857e-05,9.947379348800617e-10,6.211408669156069e-11,3.507572645032399e-10
1920,1.5836149421894724e-05,9.73161202415846e-10,4.781616769200525e-11,3.345747171376193e-10
1921,1.6485879054276404e-05,1.1238502509566421e-09,4.781616769200525e-11,3.042203671516879e-10
1922,1.707537843945569e-05,1.0533420643657872e-09,0.0,3.047067915445163e-10
1923,1.8034072127193213e-05,1.1745103064722935e-09,0.0,3.672665663653366e-10
1924,1.899077064341067e-05,1.2441909407507573e-09,0.0,3.358251593477135e-10
1925,1.9438906747382134e-05,1.149268529549679e-09,2.3005175145815062e-11,4.048406828026176e-10
1926,2.0174851410307122e-05,9.962340040216488e-10,2.3005175145815062e-11,6.37298993339768e-10
1927,2.0172037953411097e-05,1.1308111788225057e-09,2.3005175145815062e-11,5.904324073308891e-10
1928,2.0266610070913365e-05,1.2199489870682152e-09,2.3005175145815062e-11,6.079397719365482e-10
1929,2.0400875395612923e-05,1.225621489218755e-09,2.3005175145815062e-11,5.596371798517146e-10
1930,1.998177659905715e-05,1.11087610935431e-09,5.0232568105101905e-11,5.185521317896402e-10
1931,1.9589119931749466e-05,1.2040669770753608e-09,5.0232568105101905e-11,5.203636113274409e-10
1932,1.9750884478396203e-05,1.3248354913120153e-09,7.451388514149012e-11,4.513480878725369e-10
1933,1.9671545097870486e-05,1.4179925170562262e-09,1.208482024767881e-10,1.9943969690025146e-10
1934,1.9783723733520935e-05,1.280480221854674e-09,1.208482024767881e-10,2.890406941569168e-10
1935,1.976223809054188e-05,1.0716719337341578e-09,1.208482024767881e-10,2.878663874732774e-10
1936,1.995623149144064e-05,1.0708675375019944e-09,1.208482024767881e-10,3.088038198167149e-10
1937,2.017495899053756e-05,1.0340701945515158e-09,9.362080951750126e-11,2.7200647686623624e-10
1938,2.0095286734950995e-05,8.325160878135713e-10,1.1537306031174564e-10,2.6752571784844596e-10
1939,1.9906084032429915e-05,7.193029743263984e-10,6.808656812954236e-11,3.1731376851481686e-10
1940,1.9613318467496095e-05,8.124393776779268e-10,2.175225079424438e-11,3.199398722143952e-10
1941,1.9261414178929825e-05,1.02593216461904e-09,4.933082117400797e-11,2.3517906669720135e-10
1942,1.936435468711092e-05,1.0918625368918e-09,4.933082117400797e-11,2.4055049222379156e-10
1943,1.9369768259431502e-05,1.1807711951052268e-09,4.933082117400797e-11,2.196130598803541e-10
1944,1.962781399405295e-05,1.2307429757869264e-09,4.933082117400797e-11,1.7472822593551333e-10
1945,2.018368442285074e-05,1.2938893369428074e-09,2.7578570379763587e-11,2.8436191694997907e-10
1946,2.0394446307493907e-05,1.3266980688645243e-09,4.412667453657093e-11,2.6767007459722285e-10
1947,2.1003937945351936e-05,1.2766854557660118e-09,6.06836505648697e-11,3.246616943540305e-10
1948,2.1436147757672836e-05,1.07592116961795e-09,3.3105080185106115e-11,3.8258312787650285e-10
1949,2.1390637422363007e-05,1.1997738913471778e-09,5.0111242536462644e-11,3.667793608513088e-10
1950,2.14911641316056e-05,1.0698405177629005e-09,8.395119321935596e-11,4.1753928885818985e-10
1951,2.158459678217436e-05,1.1735730799853984e-09,1.0050029162053268e-10,4.671865830704494e-10
1952,2.1429747513528647e-05,1.211625101836335e-09,1.0050029162053268e-10,4.4558828848906273e-10
1953,2.1754699056535693e-05,1.3145788108864004e-09,8.395218746372533e-11,4.5955979101540226e-10
1954,2.1673393088609112e-05,1.4372871464425024e-09,6.739521143542656e-11,4.3483873248183006e-10
1955,2.174495187188898e-05,1.6535606772727363e-09,6.739521143542656e-11,3.4933872857959413e-10
1956,2.2110870694242684e-05,1.5189956673441633e-09,7.732506004546177e-11,3.8266643425417206e-10
1957,2.2355131867308436e-05,1.6510391308090432e-09,4.348510936256846e-11,4.3385631198766816e-10
1958,2.234413139896268e-05,1.6428788805557458e-09,2.693601096139174e-11,4.4371805832784817e-10
1959,2.2448257108667997e-05,1.7031381543170759e-09,2.693601096139174e-11,4.920455511290913e-10
1960,2.2275934367956195e-05,1.658381114972534e-09,3.7523871906522797e-11,5.826200395147347e-10
1961,2.2304357896376003e-05,1.4886128678932258e-09,3.7523871906522797e-11,5.920896312921237e-10
1962,2.2167517142536652e-05,1.302362170488688e-09,3.7523871906522797e-11,6.737036801445534e-10
1963,2.196919194830116e-05,1.311887217906157e-09,1.0587860945131057e-11,6.756906462917251e-10
1964,2.171422082548296e-05,1.2571234688150768e-09,3.7567791139852296e-11,7.895802821091178e-10
1965,2.1777111864399297e-05,1.2341810906590922e-09,4.6382872741025845e-11,7.653315679613724e-10
1966,2.154329143065427e-05,1.152782789861005e-09,4.6382872741025845e-11,6.599748565110681e-10
1967,2.1710638715636117e-05,1.1037161502207888e-09,3.579501179589479e-11,6.019347679028389e-10
1968,2.1451167672889176e-05,1.136923602881471e-09,6.236463528137242e-11,5.875405995059424e-10
1969,2.1302140469612952e-05,1.0671389684611755e-09,7.134152098440895e-11,6.405798391728723e-10
1970,2.1222217453344327e-05,9.830654584026227e-10,8.011102991296276e-11,7.115649855052705e-10
1971,2.1074694554304836e-05,8.8384217405186e-10,5.313109971824151e-11,7.732034576094346e-10
1972,2.0794196513764162e-05,8.902645287633959e-10,5.3011463274632575e-11,8.075066924652572e-10
1973,2.0838964961252975e-05,8.717699102283355e-10,6.951965689624576e-11,8.042728467343758e-10
1974,2.045785757737966e-05,8.769101000893897e-10,6.951965689624576e-11,8.142932677352682e-10
1975,2.0476964242074507e-05,8.221688171542293e-10,4.295003341076813e-11,8.909060235571888e-10
1976,2.0458287378590156e-05,8.638042225950215e-10,3.3973147707731603e-11,8.366170454822606e-10
1977,2.0691456873984343e-05,9.02302411358897e-10,2.5203638779177797e-11,8.16701063919924e-10
1978,2.0963813897521633e-05,9.946847551971822e-10,3.3363567365179185e-11,6.208224331441922e-10
1979,2.1335830232211655e-05,9.995852637675488e-10,2.4668122207614575e-11,7.30068283605334e-10
1980,2.1628577607251437e-05,1.0547690419495025e-09,8.15992858600139e-12,7.82422460154919e-10
1981,2.197083761400011e-05,1.037820567579522e-09,8.15992858600139e-12,7.690979123406042e-10
1982,2.2177856278306406e-05,1.1021634398795349e-09,8.15992858600139e-12,7.579298300086634e-10
1983,2.2428183001466095e-05,1.1161299265768525e-09,8.15992858600139e-12,8.256156314168095e-10
1984,2.2496817629351945e-05,1.0959388000283558e-09,8.15992858600139e-12,7.566736245515468e-10
1985,2.2546437841291273e-05,1.0928157267997562e-09,0.0,7.763513919036211e-10
1986,2.2564250165097682e-05,1.0314517494082663e-09,4.145133046330938e-11,6.942617552280999e-10
1987,2.252077190080724e-05,9.815059875961651e-10,5.4826265551342705e-11,7.39507276843148e-10
1988,2.2558770069736056e-05,9.696333735931262e-10,5.4826265551342705e-11,7.533176186022164e-10
1989,2.2826362120602945e-05,8.449735950615584e-10,5.4826265551342705e-11,8.010339891395546e-10
1990,2.2849229675817435e-05,8.596827416607056e-10,5.4826265551342705e-11,7.595032737649023e-10
1991,2.2943773728911765e-05,8.259110895192379e-10,5.4826265551342705e-11,8.000188765423997e-10
1992,2.3026497988861854e-05,7.439813249592626e-10,5.4826265551342705e-11,8.196264064278377e-10
1993,2.377676277579407e-05,7.16714921538448e-10,1.3374935088033319e-11,8.388510996937271e-10
1994,2.4050584865368103e-05,6.279344623637075e-10,0.0,8.868207121029822e-10
1995,2.467115414869373e-05,5.80358939477372e-10,1.9161394693156808e-11,1.0074877202345282e-09
1996,2.5082675295249957e-05,6.216734349528963e-10,1.9161394693156808e-11,1.02394657039032e-09
1997,2.565901715050651e-05,5.575544867067858e-10,2.491391914200796e-11,1.1877958220171285e-09
1998,2.5890240067383274e-05,5.110155473378849e-10,2.491391914200796e-11,1.2980486209711118e-09
1999,2.6270428861607797e-05,5.278016436603496e-10,3.5760407531996006e-11,1.3995170498683406e-09
2000,2.5905387831569116e-05,5.207014819319511e-10,3.5760407531996006e-11,1.5380016149535436e-09
2001,2.6100926334038377e-05,4.911652949436882e-10,3.5760407531996006e-11,1.5609491159957705e-09
2002,2.615491887679257e-05,4.853294988116374e-10,1.6599012838839198e-11,1.4414391981608178e-09
2003,2.6467563917062114e-05,4.52696554845541e-10,2.175715014897582e-11,1.330893982322477e-09
2004,2.6458152206032537e-05,4.1394554054338274e-10,2.1051171718498652e-11,1.1513631635397458e-09
2005,2.649756762756234e-05,4.91128887558645e-10,2.1051171718498652e-11,1.0336067002292282e-09
2006,2.6491102419510882e-05,4.764089876564879e-10,1.0204683328510607e-11,8.524262684606043e-10
2007,2.6139299214784323e-05,4.416345662188499e-10,1.0204683328510607e-11,6.248330404666293e-10
2008,2.565326446658998e-05,4.643413312585157e-10,1.0204683328510607e-11,4.649935218616262e-10
2009,2.482982017681934e-05,4.0821604380522226e-10,1.0204683328510607e-11,4.44255650124324e-10
2010,2.398385134126459e-05,3.4631839806612396e-10,9.14044212342789e-12,4.21168479060517e-10
2011,2.3507844681651996e-05,3.438935044468889e-10,8.736293186888717e-12,3.721122239706633e-10
2012,2.3332571020416382e-05,2.1471007065541692e-10,8.736293186888717e-12,3.357048468575842e-10
2013,2.298958445732881e-05,1.48009086138006e-10,8.736293186888717e-12,3.212873836025817e-10
2014,2.3158951340259853e-05,1.1529188813958718e-10,8.736293186888717e-12,3.308218302474789e-10
2015,2.3064650771889967e-05,6.79513548603897e-11,1.4166964476536315e-11,2.997733113328595e-10
2016,2.3179448752281523e-05,6.591248231736988e-11,1.4166964476536315e-11,2.7305516776226264e-10
2017,2.3300580627013307e-05,7.689789603693153e-11,1.1751913100062813e-11,2.6124981576206946e-10
2018,2.3311057520913892e-05,5.328134114468419e-11,7.602939805506637e-12,2.550055749894753e-10
2019,2.3085834527591942e-05,6.660167643085524e-11,9.503674756883296e-12,2.34654216196839e-10
