ngram,tradition,tradtion,tradtion,trdition
1651,1.6079698720464614e-05,0.0,0.0,0.0
1652,1.549038155904522e-05,0.0,0.0,0.0
1653,1.57658099461904e-05,0.0,0.0,0.0
1654,1.563528381406546e-05,0.0,0.0,0.0
1655,2.9029823313716667e-05,0.0,0.0,0.0
1656,2.454282756454112e-05,0.0,0.0,0.0
1657,2.2574925813907093e-05,0.0,0.0,0.0
1658,2.0756155273764826e-05,0.0,0.0,0.0
1659,2.236579049557414e-05,0.0,0.0,0.0
1660,2.577632332239383e-05,0.0,0.0,0.0
1661,2.537773765912529e-05,0.0,0.0,0.0
1662,1.4071998196283988e-05,0.0,0.0,0.0
1663,1.3498845419235295e-05,0.0,0.0,0.0
1664,1.4010628482148085e-05,3.9302981187055204e-08,3.9302981187055204e-08,0.0
1665,1.3911859826164021e-05,3.9302981187055204e-08,3.9302981187055204e-08,0.0
1666,1.2066379635403532e-05,3.9302981187055204e-08,3.9302981187055204e-08,0.0
1667,9.275557463947085e-06,3.9302981187055204e-08,3.9302981187055204e-08,0.0
1668,8.719407235600687e-06,3.9302981187055204e-08,3.9302981187055204e-08,0.0
1669,8.686422461323673e-06,3.9302981187055204e-08,3.9302981187055204e-08,0.0
1670,8.064368882644755e-06,3.9302981187055204e-08,3.9302981187055204e-08,0.0
1671,8.097695367074006e-06,0.0,0.0,0.0
1672,9.286475817914055e-06,0.0,0.0,0.0
1673,1.2497651953578628e-05,0.0,0.0,0.0
1674,1.3802001181569981e-05,0.0,0.0,0.0
1675,1.3838087267816133e-05,0.0,0.0,0.0
1676,1.1618599761017581e-05,0.0,0.0,0.0
1677,1.1199875643796986e-05,0.0,0.0,0.0
1678,1.0804121107607248e-05,0.0,0.0,0.0
1679,9.094448939452246e-06,0.0,0.0,0.0
1680,6.40636640777562e-06,0.0,0.0,0.0
1681,4.609454988115301e-06,0.0,0.0,0.0
1682,4.914828878099797e-06,0.0,0.0,0.0
1683,6.955705397818487e-06,0.0,0.0,0.0
1684,7.420589164602072e-06,0.0,0.0,0.0
1685,7.109073554342363e-06,0.0,0.0,0.0
1686,7.228420664822417e-06,0.0,0.0,0.0
1687,6.4357018020798155e-06,0.0,0.0,0.0
1688,6.096087093153203e-06,0.0,0.0,0.0
1689,6.166773671014068e-06,0.0,0.0,0.0
1690,4.030162634600336e-06,0.0,0.0,0.0
1691,3.3152665699682463e-06,0.0,0.0,0.0
1692,3.4254899544196505e-06,0.0,0.0,0.0
1693,3.4037294491489386e-06,0.0,0.0,0.0
1694,3.2204420352042817e-06,0.0,0.0,0.0
1695,2.9871283036949795e-06,0.0,0.0,0.0
1696,2.055104930929831e-06,0.0,0.0,0.0
1697,3.5055775729883213e-06,0.0,0.0,0.0
1698,3.8869167805647265e-06,1.0371270572509924e-08,1.0371270572509924e-08,1.0371270572509924e-08
1699,3.363034384814715e-06,1.0371270572509924e-08,1.0371270572509924e-08,1.0371270572509924e-08
1700,3.236847857936352e-06,1.0371270572509924e-08,1.0371270572509924e-08,1.0371270572509924e-08
1701,3.2742029816290597e-06,1.0371270572509924e-08,1.0371270572509924e-08,1.0371270572509924e-08
1702,3.1015267276351163e-06,1.0371270572509924e-08,1.0371270572509924e-08,1.0371270572509924e-08
1703,3.4190297364083174e-06,1.0371270572509924e-08,1.0371270572509924e-08,1.0371270572509924e-08
1704,1.9982583978617185e-06,1.0371270572509924e-08,1.0371270572509924e-08,1.0371270572509924e-08
1705,1.854614948472642e-06,0.0,0.0,0.0
1706,1.896032752516216e-06,0.0,0.0,0.0
1707,1.8129732382021757e-06,0.0,0.0,0.0
1708,1.706471749685079e-06,0.0,0.0,0.0
1709,1.754771095160582e-06,0.0,0.0,0.0
1710,1.32452221838061e-06,0.0,0.0,0.0
1711,1.3529606884990893e-06,0.0,0.0,0.0
1712,9.602509700406309e-07,0.0,0.0,0.0
1713,1.3898831444488939e-06,0.0,0.0,0.0
1714,2.015695981429287e-06,0.0,0.0,0.0
1715,2.5159690478306274e-06,0.0,0.0,0.0
1716,3.0010260729795846e-06,0.0,0.0,0.0
1717,3.694286850272225e-06,0.0,0.0,0.0
1718,4.150505666140296e-06,0.0,0.0,0.0
1719,4.276286404092389e-06,0.0,0.0,0.0
1720,4.746718250966556e-06,0.0,0.0,0.0
1721,4.468473483549522e-06,0.0,0.0,0.0
1722,4.864709402292127e-06,0.0,0.0,0.0
1723,5.747294299648534e-06,0.0,0.0,0.0
1724,5.509673932075592e-06,0.0,0.0,0.0
1725,6.2045337309817635e-06,0.0,0.0,0.0
1726,6.92059718078651e-06,0.0,0.0,0.0
1727,7.694105534028495e-06,0.0,0.0,0.0
1728,8.200199837509509e-06,0.0,0.0,0.0
1729,8.328875927483231e-06,0.0,0.0,0.0
1730,7.744981823114877e-06,0.0,0.0,0.0
1731,7.92164779081109e-06,0.0,0.0,0.0
1732,7.116341488913999e-06,0.0,0.0,0.0
1733,6.841546045117346e-06,0.0,0.0,0.0
1734,6.1190327349842325e-06,0.0,0.0,0.0
1735,6.427638579355387e-06,0.0,0.0,0.0
1736,5.711149307379466e-06,0.0,0.0,0.0
1737,5.5597905494713425e-06,0.0,0.0,0.0
1738,5.393124216165493e-06,0.0,0.0,0.0
1739,6.31388632297915e-06,0.0,0.0,0.0
1740,6.303101209985991e-06,0.0,0.0,0.0
1741,5.831096716844643e-06,0.0,0.0,0.0
1742,6.981050903829912e-06,0.0,0.0,0.0
1743,7.240491543468254e-06,0.0,0.0,0.0
1744,7.5400034152802875e-06,0.0,0.0,0.0
1745,1.2075985588515842e-05,0.0,0.0,0.0
1746,1.2292422979953699e-05,0.0,0.0,0.0
1747,1.2436262750270544e-05,0.0,0.0,0.0
1748,1.2606845952437393e-05,0.0,0.0,0.0
1749,1.1886683101433196e-05,0.0,0.0,0.0
1750,1.2804978463723923e-05,0.0,0.0,0.0
1751,1.7935892953703713e-05,0.0,0.0,0.0
1752,1.4888472833263222e-05,0.0,0.0,0.0
1753,1.4831938642601017e-05,0.0,0.0,0.0
1754,1.5761202510995126e-05,0.0,0.0,0.0
1755,1.5891894106191883e-05,0.0,0.0,0.0
1756,1.637603294771647e-05,0.0,0.0,0.0
1757,1.6688230126809295e-05,0.0,0.0,0.0
1758,1.1921817856221293e-05,0.0,0.0,0.0
1759,1.0967640459317149e-05,0.0,0.0,0.0
1760,1.0387232772960228e-05,0.0,0.0,0.0
1761,1.1060243910573522e-05,0.0,0.0,0.0
1762,1.2059690951511065e-05,0.0,0.0,0.0
1763,1.1761393709873249e-05,0.0,0.0,2.8386745652499356e-09
1764,1.1501738559413102e-05,0.0,0.0,2.8386745652499356e-09
1765,1.2543459238908586e-05,0.0,0.0,2.8386745652499356e-09
1766,1.2714909644273575e-05,0.0,0.0,2.8386745652499356e-09
1767,1.3398548357404902e-05,0.0,0.0,2.8386745652499356e-09
1768,1.285757623138904e-05,0.0,0.0,2.8386745652499356e-09
1769,1.557520967513223e-05,0.0,0.0,2.8386745652499356e-09
1770,1.6630378792927202e-05,0.0,0.0,0.0
1771,1.6899211004783865e-05,0.0,0.0,0.0
1772,1.6303391410994144e-05,0.0,0.0,0.0
1773,1.71361798493308e-05,0.0,0.0,0.0
1774,1.7881946275468052e-05,0.0,0.0,0.0
1775,1.8588739814211814e-05,0.0,0.0,0.0
1776,1.6027963283704594e-05,0.0,0.0,0.0
1777,1.5581894591118077e-05,0.0,0.0,0.0
1778,1.5624254176925335e-05,0.0,0.0,0.0
1779,1.5584836546622682e-05,0.0,0.0,0.0
1780,1.5504626909595182e-05,0.0,0.0,0.0
1781,1.452885758875969e-05,0.0,0.0,0.0
1782,1.4093182991408476e-05,0.0,0.0,0.0
1783,1.4559227435841291e-05,0.0,0.0,0.0
1784,1.399015140382939e-05,0.0,0.0,0.0
1785,1.4570908466079605e-05,0.0,0.0,0.0
1786,1.4446980458160397e-05,0.0,0.0,0.0
1787,1.4362293378716068e-05,0.0,0.0,0.0
1788,1.5654752392687703e-05,0.0,0.0,0.0
1789,1.5964089860582525e-05,1.163384817053676e-09,1.163384817053676e-09,0.0
1790,1.6323210339968292e-05,1.163384817053676e-09,1.163384817053676e-09,0.0
1791,1.7050634596671443e-05,1.163384817053676e-09,1.163384817053676e-09,0.0
1792,1.678762951736904e-05,2.2516468689559588e-09,2.2516468689559588e-09,0.0
1793,1.706854592547253e-05,2.2516468689559588e-09,2.2516468689559588e-09,0.0
1794,1.6864629937377424e-05,2.2516468689559588e-09,2.2516468689559588e-09,0.0
1795,1.5846932391078944e-05,2.2516468689559588e-09,2.2516468689559588e-09,0.0
1796,1.568134328928344e-05,1.0882620519022827e-09,1.0882620519022827e-09,0.0
1797,1.493924953267976e-05,1.0882620519022827e-09,1.0882620519022827e-09,0.0
1798,1.4532032115052321e-05,1.0882620519022827e-09,1.0882620519022827e-09,0.0
1799,1.4335571904666722e-05,6.00769592803577e-10,6.00769592803577e-10,0.0
1800,1.434016524269412e-05,6.00769592803577e-10,6.00769592803577e-10,0.0
1801,1.4909093156997447e-05,6.00769592803577e-10,6.00769592803577e-10,0.0
1802,1.5222797368811111e-05,6.00769592803577e-10,6.00769592803577e-10,0.0
1803,1.4891485079715494e-05,9.5176955206e-10,9.5176955206e-10,0.0
1804,1.483994505438854e-05,1.5619246531071796e-09,1.5619246531071796e-09,0.0
1805,1.449390180953612e-05,1.8216021548310225e-09,1.8216021548310225e-09,0.0
1806,1.48216114601902e-05,1.2208325620274456e-09,1.2208325620274456e-09,0.0
1807,1.4836101139995403e-05,1.2208325620274456e-09,1.2208325620274456e-09,0.0
1808,1.4563517262493925e-05,1.4561957512831165e-09,1.4561957512831165e-09,0.0
1809,1.384568765518322e-05,1.4561957512831165e-09,1.4561957512831165e-09,0.0
1810,1.3782567423602035e-05,1.1051957920266936e-09,1.1051957920266936e-09,0.0
1811,1.360297795015088e-05,4.950406909795138e-10,4.950406909795138e-10,0.0
1812,1.3756491171079688e-05,2.35363189255671e-10,2.35363189255671e-10,0.0
1813,1.32669948860504e-05,2.35363189255671e-10,2.35363189255671e-10,0.0
1814,1.3269302144180983e-05,2.35363189255671e-10,2.35363189255671e-10,0.0
1815,1.3173852754074947e-05,0.0,0.0,0.0
1816,1.3902658923013536e-05,0.0,0.0,0.0
1817,1.4353236890331442e-05,0.0,0.0,0.0
1818,1.463979424443096e-05,0.0,0.0,0.0
1819,1.500634724444743e-05,0.0,0.0,0.0
1820,1.5383231714492596e-05,0.0,0.0,0.0
1821,1.539378834942389e-05,0.0,0.0,0.0
1822,1.561653191726821e-05,0.0,0.0,0.0
1823,1.5457321881383124e-05,0.0,0.0,0.0
1824,1.5442176715753574e-05,0.0,0.0,0.0
1825,1.5902462369662578e-05,0.0,0.0,0.0
1826,1.6030147630122622e-05,0.0,0.0,0.0
1827,1.6429943311127966e-05,0.0,0.0,0.0
1828,1.6616733384060873e-05,0.0,0.0,0.0
1829,1.5976150150111478e-05,2.1082283537968546e-10,2.1082283537968546e-10,0.0
1830,1.625250128459551e-05,2.1082283537968546e-10,2.1082283537968546e-10,0.0
1831,1.6305697369846583e-05,2.1082283537968546e-10,2.1082283537968546e-10,0.0
1832,1.5868035266716367e-05,2.9597229429206047e-10,2.9597229429206047e-10,0.0
1833,1.569749773417633e-05,2.9597229429206047e-10,2.9597229429206047e-10,0.0
1834,1.5358253352003105e-05,3.7903248793570906e-10,3.7903248793570906e-10,0.0
1835,1.6009411280850016e-05,3.7903248793570906e-10,3.7903248793570906e-10,0.0
1836,1.7178330381284468e-05,2.432708320502083e-10,2.432708320502083e-10,0.0
1837,1.742726973524051e-05,2.432708320502083e-10,2.432708320502083e-10,0.0
1838,1.8098930013366044e-05,2.432708320502083e-10,2.432708320502083e-10,0.0
1839,1.908738912399193e-05,2.339028098192435e-10,2.339028098192435e-10,0.0
1840,1.9369515939615667e-05,3.8507474193443565e-10,3.8507474193443565e-10,0.0
1841,1.999738794568527e-05,3.02014548290787e-10,3.02014548290787e-10,6.997761100738638e-11
1842,1.9983965882732135e-05,3.628299882763031e-10,3.628299882763031e-10,1.3079305099290243e-10
1843,1.9821242208958472e-05,2.877688087821184e-10,2.877688087821184e-10,1.3079305099290243e-10
1844,1.9757901100092568e-05,3.5455166580433684e-10,3.5455166580433684e-10,1.3079305099290243e-10
1845,1.9386237649346833e-05,3.5455166580433684e-10,3.5455166580433684e-10,1.3079305099290243e-10
1846,1.9238221024612096e-05,2.787702291229266e-10,2.787702291229266e-10,1.3079305099290243e-10
1847,1.9100518589506726e-05,1.2759829700773447e-10,1.2759829700773447e-10,1.3079305099290243e-10
1848,1.8918631862366704e-05,1.2759829700773447e-10,1.2759829700773447e-10,6.081543998551605e-11
1849,1.8752499922162053e-05,6.678285702221842e-11,6.678285702221842e-11,0.0
1850,1.8698784905219717e-05,6.678285702221842e-11,6.678285702221842e-11,0.0
1851,1.8738125748183976e-05,0.0,0.0,0.0
1852,1.8463046477076466e-05,0.0,0.0,0.0
1853,1.7722628399496898e-05,0.0,0.0,0.0
1854,1.7705476628699607e-05,0.0,0.0,0.0
1855,1.74480041355959e-05,1.0500349796010206e-10,1.0500349796010206e-10,0.0
1856,1.7172620833402368e-05,1.0500349796010206e-10,1.0500349796010206e-10,4.969880459551998e-11
1857,1.7088211669553338e-05,4.900773120652957e-10,4.900773120652957e-10,4.969880459551998e-11
1858,1.6926548466601942e-05,4.900773120652957e-10,4.900773120652957e-10,1.6490583105393293e-10
1859,1.7040140197163316e-05,5.510067005839606e-10,5.510067005839606e-10,1.6490583105393293e-10
1860,1.7374396910392015e-05,6.120019094676568e-10,6.120019094676568e-10,1.6490583105393293e-10
1861,1.725864993724307e-05,6.684885898801594e-10,6.684885898801594e-10,1.6490583105393293e-10
1862,1.724549682486603e-05,8.420764641137168e-10,8.420764641137168e-10,1.6490583105393293e-10
1863,1.7295782007360166e-05,8.898143452221571e-10,8.898143452221571e-10,1.1520702645841295e-10
1864,1.7403905336063224e-05,5.047405311169634e-10,5.047405311169634e-10,1.1520702645841295e-10
1865,1.7422821266726324e-05,5.047405311169634e-10,5.047405311169634e-10,0.0
1866,1.748916578695311e-05,4.4381114259829854e-10,4.4381114259829854e-10,0.0
1867,1.7315854555428295e-05,3.828159337146023e-10,3.828159337146023e-10,0.0
1868,1.7509969828617094e-05,3.2632925330209975e-10,3.2632925330209975e-10,0.0
1869,1.7577600114496556e-05,4.7737881108440257e-11,4.7737881108440257e-11,0.0
1870,1.765006189608747e-05,0.0,0.0,0.0
1871,1.751851622040184e-05,0.0,0.0,0.0
1872,1.781008385088561e-05,0.0,0.0,4.0951710276816906e-11
1873,1.780070150354212e-05,3.900875257732496e-11,3.900875257732496e-11,4.0951710276816906e-11
1874,1.785557651601266e-05,3.900875257732496e-11,3.900875257732496e-11,4.0951710276816906e-11
1875,1.785570410512654e-05,3.900875257732496e-11,3.900875257732496e-11,4.0951710276816906e-11
1876,1.778902774926142e-05,7.734073698933181e-11,7.734073698933181e-11,7.928369468882376e-11
1877,1.798617579749719e-05,1.8219575055005473e-10,1.8219575055005473e-10,7.928369468882376e-11
1878,1.825693990602823e-05,2.1848111018764526e-10,2.1848111018764526e-10,7.928369468882376e-11
1879,1.797510204986403e-05,2.1848111018764526e-10,2.1848111018764526e-10,7.324579831546885e-11
1880,1.8216360331280157e-05,1.7947235761032029e-10,1.7947235761032029e-10,7.324579831546885e-11
1881,1.8093871663690413e-05,2.110379529859533e-10,2.110379529859533e-10,1.0481139369110184e-10
1882,1.786236004720974e-05,2.110379529859533e-10,2.110379529859533e-10,1.0481139369110184e-10
1883,1.764694466796105e-05,1.7270596857394642e-10,1.7270596857394642e-10,6.647940927909498e-11
1884,1.6986697119136807e-05,9.836186230595599e-11,9.836186230595599e-11,6.647940927909498e-11
1885,1.6484282631219166e-05,6.207650266836545e-11,6.207650266836545e-11,6.647940927909498e-11
1886,1.6172147817477317e-05,8.966511858396079e-11,8.966511858396079e-11,3.156559537563299e-11
1887,1.6002168974539798e-05,1.725670261449557e-10,1.725670261449557e-10,3.156559537563299e-11
1888,1.6069434423116036e-05,1.6800427319171466e-10,1.6800427319171466e-10,0.0
1889,1.6140975276357494e-05,1.6800427319171466e-10,1.6800427319171466e-10,0.0
1890,1.624214850640523e-05,1.6800427319171466e-10,1.6800427319171466e-10,0.0
1891,1.6546632650715765e-05,1.630984177079599e-10,1.630984177079599e-10,0.0
1892,1.653903772031689e-05,3.8781423509056824e-10,3.8781423509056824e-10,0.0
1893,1.6602394810303978e-05,4.524723135850601e-10,4.524723135850601e-10,0.0
1894,1.620265369898074e-05,3.695704060240652e-10,3.695704060240652e-10,0.0
1895,1.5933924779736636e-05,3.4256756360167325e-10,3.4256756360167325e-10,0.0
1896,1.5823710132930762e-05,3.4256756360167325e-10,3.4256756360167325e-10,1.9380425835586427e-11
1897,1.560027534911309e-05,4.540280948825018e-10,4.540280948825018e-10,3.795718104905786e-11
1898,1.5440574575872495e-05,4.464612112548798e-10,4.464612112548798e-10,3.795718104905786e-11
1899,1.5506284398725256e-05,2.7638711359261643e-10,2.7638711359261643e-10,3.795718104905786e-11
1900,1.5477535531057845e-05,2.2028162825561892e-10,2.2028162825561892e-10,3.795718104905786e-11
1901,1.5506654433141064e-05,2.545550020771614e-10,2.545550020771614e-10,3.795718104905786e-11
1902,1.535527215829851e-05,3.0620987293402836e-10,3.0620987293402836e-10,5.517547133468018e-11
1903,1.5214209270197898e-05,3.699664523150657e-10,3.699664523150657e-10,3.5795045499093754e-11
1904,1.5361981630641302e-05,2.902134009298761e-10,2.902134009298761e-10,1.721829028562232e-11
1905,1.541524813676785e-05,2.87422095052963e-10,2.87422095052963e-10,1.721829028562232e-11
1906,1.524137029004383e-05,2.9484031981758767e-10,2.9484031981758767e-10,1.721829028562232e-11
1907,1.5363798930983258e-05,2.7334928467562646e-10,2.7334928467562646e-10,1.721829028562232e-11
1908,1.548112478693448e-05,2.5280036496695095e-10,2.5280036496695095e-10,1.721829028562232e-11
1909,1.546186337821252e-05,2.1492650318207954e-10,2.1492650318207954e-10,0.0
1910,1.5384666247492923e-05,1.787177033347425e-10,1.787177033347425e-10,0.0
1911,1.4972704125934147e-05,2.0292195106781056e-10,2.0292195106781056e-10,0.0
1912,1.4471039971145469e-05,2.453315199800267e-10,2.453315199800267e-10,0.0
1913,1.4219130207493436e-05,2.404632514932789e-10,2.404632514932789e-10,0.0
1914,1.3731960799694726e-05,2.2581307756215045e-10,2.2581307756215045e-10,0.0
1915,1.3239063524192066e-05,4.5116945794422744e-10,4.5116945794422744e-10,0.0
1916,1.3182383684449763e-05,7.083219784518948e-10,7.083219784518948e-10,3.0103725068286735e-11
1917,1.3336341908143368e-05,7.785343401702147e-10,7.785343401702147e-10,3.0103725068286735e-11
1918,1.3582635542011953e-05,8.520447680737675e-10,8.520447680737675e-10,3.0103725068286735e-11
1919,1.4048887351236772e-05,9.080343104412541e-10,9.080343104412541e-10,3.0103725068286735e-11
1920,1.4694925214696144e-05,8.508426344430323e-10,8.508426344430323e-10,5.330537995134372e-11
1921,1.5411801281775945e-05,9.070658510016269e-10,9.070658510016269e-10,5.330537995134372e-11
1922,1.6315845251873335e-05,9.094979848610154e-10,9.094979848610154e-10,5.330537995134372e-11
1923,1.729300635945817e-05,8.349920120411167e-10,8.349920120411167e-10,2.3201654883056986e-11
1924,1.8184240746320158e-05,7.616534010633304e-10,7.616534010633304e-10,2.3201654883056986e-11
1925,1.89488291653106e-05,6.322312455310706e-10,6.322312455310706e-10,2.3201654883056986e-11
1926,1.980143263478697e-05,6.332000895836742e-10,6.332000895836742e-10,4.6124618013898555e-11
1927,2.0520637657942382e-05,6.786768468642584e-10,6.786768468642584e-10,2.292296313084157e-11
1928,2.0950563858994948e-05,6.908820916156395e-10,6.908820916156395e-10,2.292296313084157e-11
1929,2.118356886577593e-05,6.01083906854554e-10,6.01083906854554e-10,2.292296313084157e-11
1930,2.130211344462753e-05,5.952480988272565e-10,5.952480988272565e-10,2.292296313084157e-11
