ngram,poem,poem,pome,peom
1585,1.8366013526766828e-05,1.8366013526766828e-05,0.0,0.0
1586,3.296030770018531e-05,3.296030770018531e-05,0.0,0.0
1587,4.195837638170425e-05,4.195837638170425e-05,0.0,0.0
1588,4.0847960008250084e-05,4.0847960008250084e-05,0.0,0.0
1589,4.090271392799748e-05,4.090271392799748e-05,0.0,0.0
1590,5.2498956912521475e-05,5.2498956912521475e-05,0.0,0.0
1591,6.439696244342485e-05,6.439696244342485e-05,0.0,0.0
1592,7.642885118132523e-05,7.642885118132523e-05,0.0,0.0
1593,6.302016663539689e-05,6.302016663539689e-05,0.0,0.0
1594,5.502788748604611e-05,5.502788748604611e-05,0.0,0.0
1595,5.886635244678473e-05,5.886635244678473e-05,0.0,0.0
1596,5.882458403253362e-05,5.882458403253362e-05,0.0,0.0
1597,5.039045871464103e-05,5.039045871464103e-05,1.0895588015305942e-06,0.0
1598,3.0488916942366423e-05,3.0488916942366423e-05,1.0895588015305942e-06,0.0
1599,1.711229887340388e-05,1.711229887340388e-05,1.0895588015305942e-06,0.0
1600,1.4305943084634367e-05,1.4305943084634367e-05,1.0895588015305942e-06,0.0
1601,1.4667420584503685e-05,1.4667420584503685e-05,1.0895588015305942e-06,0.0
1602,1.2247464107011702e-05,1.2247464107011702e-05,1.0895588015305942e-06,0.0
1603,9.301608948979784e-06,9.301608948979784e-06,1.0895588015305942e-06,0.0
1604,5.40889314899167e-06,5.40889314899167e-06,0.0,0.0
1605,5.432862207856358e-06,5.432862207856358e-06,0.0,0.0
1606,8.6827336076567e-06,8.6827336076567e-06,0.0,0.0
1607,9.856209503920712e-06,9.856209503920712e-06,0.0,0.0
1608,8.488942471883223e-06,8.488942471883223e-06,0.0,0.0
1609,6.5896021510525316e-06,6.5896021510525316e-06,0.0,0.0
1610,6.971946934949561e-06,6.971946934949561e-06,0.0,0.0
1611,7.213826531174813e-06,7.213826531174813e-06,0.0,0.0
1612,7.101389639631504e-06,7.101389639631504e-06,2.6900072823212084e-07,0.0
1613,6.3743733562660054e-06,6.3743733562660054e-06,2.6900072823212084e-07,0.0
1614,9.495915735767215e-06,9.495915735767215e-06,2.6900072823212084e-07,0.0
1615,9.876858988328812e-06,9.876858988328812e-06,2.6900072823212084e-07,0.0
1616,1.1850732140114165e-05,1.1850732140114165e-05,2.6900072823212084e-07,0.0
1617,1.208609400496893e-05,1.208609400496893e-05,2.6900072823212084e-07,0.0
1618,1.0652322121781513e-05,1.0652322121781513e-05,2.6900072823212084e-07,0.0
1619,1.2790477642608624e-05,1.2790477642608624e-05,0.0,0.0
1620,1.0115366909043847e-05,1.0115366909043847e-05,0.0,0.0
1621,6.036084382036019e-06,6.036084382036019e-06,0.0,0.0
1622,6.288276771166628e-06,6.288276771166628e-06,0.0,0.0
1623,7.358700064027549e-06,7.358700064027549e-06,0.0,0.0
1624,9.876969345766287e-06,9.876969345766287e-06,0.0,0.0
1625,9.876969345766287e-06,9.876969345766287e-06,0.0,0.0
1626,7.738813824939175e-06,7.738813824939175e-06,0.0,0.0
1627,7.537335997247803e-06,7.537335997247803e-06,0.0,0.0
1628,7.788221539937825e-06,7.788221539937825e-06,0.0,0.0
1629,7.155085898245618e-06,7.155085898245618e-06,0.0,0.0
1630,4.612107464449114e-06,4.612107464449114e-06,0.0,0.0
1631,1.589491505780773e-06,1.589491505780773e-06,0.0,0.0
1632,7.545190231082545e-06,7.545190231082545e-06,0.0,0.0
1633,7.682283028641126e-06,7.682283028641126e-06,0.0,0.0
1634,7.682283028641126e-06,7.682283028641126e-06,1.2341816305446889e-07,0.0
1635,7.06078290997019e-06,7.06078290997019e-06,2.0573787651301245e-07,0.0
1636,9.058204260067474e-06,9.058204260067474e-06,2.0573787651301245e-07,0.0
1637,9.246133799933887e-06,9.246133799933887e-06,2.0573787651301245e-07,0.0
1638,9.536784042601149e-06,9.536784042601149e-06,2.0573787651301245e-07,0.0
1639,3.8925662368326035e-06,3.8925662368326035e-06,2.0573787651301245e-07,0.0
1640,3.755473439274023e-06,3.755473439274023e-06,2.0573787651301245e-07,0.0
1641,3.934639705351271e-06,3.934639705351271e-06,8.231971345854358e-08,0.0
1642,7.332344726559573e-06,7.332344726559573e-06,0.0,0.0
1643,5.425245823127105e-06,5.425245823127105e-06,0.0,0.0
1644,4.730647227851088e-06,4.730647227851088e-06,0.0,0.0
1645,4.375753844344997e-06,4.375753844344997e-06,0.0,0.0
1646,4.064272924811771e-06,4.064272924811771e-06,0.0,0.0
1647,4.16831847717601e-06,4.16831847717601e-06,0.0,0.0
1648,4.310096845269332e-06,4.310096845269332e-06,4.584923577307823e-08,0.0
1649,1.0606634970957072e-06,1.0606634970957072e-06,1.2407701076101928e-07,0.0
1650,1.4095424083799507e-06,1.4095424083799507e-06,1.6799714736797406e-07,4.392013660695479e-08
1651,1.4412198814690264e-06,1.4412198814690264e-06,2.1099722857798042e-07,4.392013660695479e-08
1652,4.39835853122921e-06,4.39835853122921e-06,2.1099722857798042e-07,4.392013660695479e-08
1653,4.549110087737063e-06,4.549110087737063e-06,2.1099722857798042e-07,4.392013660695479e-08
1654,4.984345943220043e-06,4.984345943220043e-06,2.5248041473397667e-07,4.392013660695479e-08
1655,5.244431739421478e-06,5.244431739421478e-06,2.0663117896089845e-07,4.392013660695479e-08
1656,6.24543320425021e-06,6.24543320425021e-06,1.284034039729574e-07,8.922746782705612e-08
1657,5.834036278835291e-06,5.834036278835291e-06,8.448326736600262e-08,4.530733122010133e-08
1658,5.619035872785259e-06,5.619035872785259e-06,1.487144548458933e-07,4.530733122010133e-08
1659,2.8701178739051362e-06,2.8701178739051362e-06,1.487144548458933e-07,4.530733122010133e-08
1660,3.2805899020818937e-06,3.2805899020818937e-06,2.2888925497811995e-07,4.530733122010133e-08
1661,3.2787917660925814e-06,3.2787917660925814e-06,1.8740606882212368e-07,4.530733122010133e-08
1662,3.1443598089708757e-06,3.1443598089708757e-06,2.28005928550244e-07,4.530733122010133e-08
1663,2.1589221371901398e-06,2.1589221371901398e-06,2.28005928550244e-07,0.0
1664,2.877874375631758e-06,2.877874375631758e-06,2.28005928550244e-07,0.0
1665,3.142424069275356e-06,3.142424069275356e-06,1.20774659860347e-07,0.0
1666,2.925034985017711e-06,2.925034985017711e-06,1.20774659860347e-07,0.0
1667,2.3962637162152793e-06,2.3962637162152793e-06,7.305217561029817e-08,0.0
1668,1.946286876172313e-06,1.946286876172313e-06,7.305217561029817e-08,0.0
1669,1.6794129525773575e-06,1.6794129525773575e-06,3.245231588217783e-08,0.0
1670,1.6601314050441424e-06,1.6601314050441424e-06,1.0975065224881422e-07,0.0
1671,9.13374734068384e-07,9.13374734068384e-07,1.0975065224881422e-07,0.0
1672,1.928056363453834e-06,1.928056363453834e-06,1.0975065224881422e-07,0.0
1673,2.259251023214607e-06,2.259251023214607e-06,1.344935226045761e-07,0.0
1674,2.7472870962290993e-06,2.7472870962290993e-06,1.3457173102844016e-07,0.0
1675,3.140239657893419e-06,3.140239657893419e-06,1.6889023056267304e-07,0.0
1676,2.9605151082380743e-06,2.9605151082380743e-06,2.118367409106473e-07,0.0
1677,2.6513217627715287e-06,2.6513217627715287e-06,1.6812460249379262e-07,0.0
1678,2.6712403341986956e-06,2.6712403341986956e-06,1.8804317392095982e-07,0.0
1679,1.3920090111696481e-06,1.3920090111696481e-06,2.3418671243494567e-07,0.0
1680,1.328598748224457e-06,1.328598748224457e-06,2.2754577092395527e-07,0.0
1681,1.3451306983824907e-06,1.3451306983824907e-06,1.9501524661791336e-07,0.0
1682,1.06628202648348e-06,1.06628202648348e-06,1.8085778005375426e-07,0.0
1683,1.06628202648348e-06,1.06628202648348e-06,1.3791126970578e-07,0.0
1684,1.0955036060522616e-06,1.0955036060522616e-06,1.0432507175599832e-07,0.0
1685,1.1362025316787237e-06,1.1362025316787237e-06,8.44065003288311e-08,0.0
1686,1.2743485728248873e-06,1.2743485728248873e-06,6.589216841998028e-08,0.0
1687,1.0078158680926208e-06,1.0078158680926208e-06,4.779023957520881e-08,0.0
1688,5.639786857208102e-07,5.639786857208102e-07,4.779023957520881e-08,0.0
1689,3.6236836414056075e-07,3.6236836414056075e-07,5.920037641057466e-08,0.0
1690,7.362336041134248e-07,7.362336041134248e-07,7.997066729460909e-08,0.0
1691,7.804101796539596e-07,7.804101796539596e-07,7.997066729460909e-08,0.0
1692,7.197926826003303e-07,7.197926826003303e-07,1.2730675637482947e-07,0.0
1693,6.129978353491034e-07,6.129978353491034e-07,9.967754976969445e-08,0.0
1694,6.44954397444053e-07,6.44954397444053e-07,9.967754976969445e-08,0.0
1695,1.0479889514921785e-06,1.0479889514921785e-06,1.1518435323003879e-07,0.0
1696,1.095226790783142e-06,1.095226790783142e-06,9.935912917821302e-08,0.0
1697,4.064280527619043e-06,4.064280527619043e-06,1.006300627588124e-07,7.347074821544603e-09
1698,4.084223805632194e-06,4.084223805632194e-06,1.2137260390383225e-07,7.347074821544603e-09
1699,4.084223805632194e-06,4.084223805632194e-06,1.0017559556477604e-07,7.347074821544603e-09
1700,4.221844692762845e-06,4.221844692762845e-06,1.1317344826368623e-07,7.347074821544603e-09
1701,4.19702183762638e-06,4.19702183762638e-06,1.4217372625223235e-07,7.347074821544603e-09
1702,3.712789286680618e-06,3.712789286680618e-06,1.5063724236240107e-07,7.347074821544603e-09
1703,3.7538811261989783e-06,3.7538811261989783e-06,1.3489129660878722e-07,7.347074821544603e-09
1704,4.1962391605920857e-07,4.1962391605920857e-07,1.2151183881314864e-07,0.0
1705,1.168800500701244e-06,1.168800500701244e-06,1.6487393139641426e-07,0.0
1706,1.8443988259215466e-06,1.8443988259215466e-06,1.4981023355176148e-07,0.0
1707,1.6754267448959581e-06,1.6754267448959581e-06,1.732697398892924e-07,0.0
1708,1.7235516176177562e-06,1.7235516176177562e-06,1.7320706392963204e-07,0.0
1709,1.7476415083349041e-06,1.7476415083349041e-06,1.612617605165464e-07,0.0
1710,1.7798169947371077e-06,1.7798169947371077e-06,1.9569180713980521e-07,0.0
1711,2.0813097470246637e-06,2.0813097470246637e-06,2.0641469790559442e-07,0.0
1712,1.3148356694208424e-06,1.3148356694208424e-06,1.8576374368909194e-07,0.0
1713,8.339616215380374e-07,8.339616215380374e-07,1.855063759746502e-07,0.0
1714,9.583925556658609e-07,9.583925556658609e-07,1.7776384757845725e-07,0.0
1715,1.6997880152302969e-06,1.6997880152302969e-06,1.7147095223078524e-07,0.0
1716,1.7434075841395367e-06,1.7434075841395367e-06,2.2143064321815992e-07,0.0
1717,2.623926523678425e-06,2.623926523678425e-06,2.1756621850142566e-07,0.0
1718,5.8749798443256755e-06,5.8749798443256755e-06,2.2140682988590144e-07,0.0
1719,5.877954354868312e-06,5.877954354868312e-06,1.9770776304994797e-07,0.0
1720,5.7738413618478394e-06,5.7738413618478394e-06,1.959508760965686e-07,0.0
1721,5.728250950401811e-06,5.728250950401811e-06,1.9351621968358552e-07,0.0
1722,5.05267614211594e-06,5.05267614211594e-06,1.9405427309493462e-07,0.0
1723,5.763404073734689e-06,5.763404073734689e-06,1.4441991830998241e-07,0.0
1724,4.838701922186114e-06,4.838701922186114e-06,1.4320889566274024e-07,0.0
1725,2.542201944574377e-06,2.542201944574377e-06,1.3468953292366287e-07,0.0
1726,3.4660206763094592e-06,3.4660206763094592e-06,1.4687241137575517e-07,0.0
1727,3.799657780031599e-06,3.799657780031599e-06,1.6518214656408808e-07,0.0
1728,3.967040535306816e-06,3.967040535306816e-06,1.453815323364844e-07,0.0
1729,4.359123181529867e-06,4.359123181529867e-06,1.4131470241604154e-07,0.0
1730,4.33792500384048e-06,4.33792500384048e-06,1.6988053935002817e-07,0.0
1731,4.477571971100198e-06,4.477571971100198e-06,1.6142615878931922e-07,0.0
1732,4.195452366470168e-06,4.195452366470168e-06,1.7175434814069896e-07,0.0
1733,4.2252563129555454e-06,4.2252563129555454e-06,1.6089116477197812e-07,0.0
1734,5.127572990204499e-06,5.127572990204499e-06,1.4384376458208082e-07,5.161731613562941e-09
1735,6.2070695971020285e-06,6.2070695971020285e-06,1.4383113062470849e-07,5.161731613562941e-09
1736,5.939348527915302e-06,5.939348527915302e-06,1.4125217516282517e-07,5.161731613562941e-09
1737,5.7653841492667975e-06,5.7653841492667975e-06,1.0033598586898864e-07,5.161731613562941e-09
1738,6.087613233570924e-06,6.087613233570924e-06,8.492758344199761e-08,5.161731613562941e-09
1739,5.305341801431496e-06,5.305341801431496e-06,6.958623696310237e-08,5.161731613562941e-09
1740,4.856708398749886e-06,4.856708398749886e-06,7.097376451627366e-08,5.161731613562941e-09
1741,3.6905597978277782e-06,3.6905597978277782e-06,6.065030128914778e-08,0.0
1742,2.6071800545780988e-06,2.6071800545780988e-06,7.969286437108686e-08,0.0
1743,2.6191123652097303e-06,2.6191123652097303e-06,8.241867683571919e-08,9.631393587434495e-09
1744,2.764886370901617e-06,2.764886370901617e-06,1.0473897812549435e-07,9.631393587434495e-09
1745,4.126472731513786e-06,4.126472731513786e-06,1.1818188941755839e-07,9.631393587434495e-09
1746,6.156289665731103e-06,6.156289665731103e-06,1.433349804561398e-07,1.4609370729041465e-08
1747,9.939391215344326e-06,9.939391215344326e-06,1.2919144865009002e-07,1.4609370729041465e-08
1748,1.2570648989042508e-05,1.2570648989042508e-05,1.364709122851439e-07,1.4609370729041465e-08
1749,1.5801960411668654e-05,1.5801960411668654e-05,1.902459091849908e-07,1.4609370729041465e-08
1750,1.997976577123544e-05,1.997976577123544e-05,1.8087931660407515e-07,4.977977141606971e-09
1751,2.3550251171400305e-05,2.3550251171400305e-05,1.6926643147436543e-07,8.547115777040354e-09
1752,2.4083187132159116e-05,2.4083187132159116e-05,1.6592606450720788e-07,8.547115777040354e-09
1753,2.7159019997010807e-05,2.7159019997010807e-05,1.4113892936913025e-07,3.569138635433384e-09
1754,2.7310705003661235e-05,2.7310705003661235e-05,1.4537283224821555e-07,3.569138635433384e-09
1755,2.776351591039981e-05,2.776351591039981e-05,1.4579998414936718e-07,3.569138635433384e-09
1756,2.7534782410449615e-05,2.7534782410449615e-05,9.07992624580142e-08,3.569138635433384e-09
1757,2.793060126090755e-05,2.793060126090755e-05,1.1439942479033302e-07,3.569138635433384e-09
1758,2.6975273483133477e-05,2.6975273483133477e-05,1.2544510192518438e-07,0.0
1759,3.122183963049403e-05,3.122183963049403e-05,1.2028712603751046e-07,0.0
1760,3.246549723761356e-05,3.246549723761356e-05,1.3418072342119558e-07,0.0
1761,3.406682896768741e-05,3.406682896768741e-05,1.577108922187368e-07,0.0
1762,3.539614642379872e-05,3.539614642379872e-05,1.6878234987416363e-07,0.0
1763,3.6837880023605453e-05,3.6837880023605453e-05,1.5301460872966084e-07,0.0
1764,3.648806601371949e-05,3.648806601371949e-05,1.476250486933038e-07,0.0
1765,3.7252351311118605e-05,3.7252351311118605e-05,1.52398631111542e-07,0.0
1766,3.6705161879321425e-05,3.6705161879321425e-05,1.623685587251852e-07,0.0
1767,3.545269724522119e-05,3.545269724522119e-05,1.6491677610831955e-07,0.0
1768,3.238492899981793e-05,3.238492899981793e-05,1.4224546366189576e-07,0.0
1769,3.2255619121964886e-05,3.2255619121964886e-05,1.386986880902441e-07,0.0
1770,3.385085359955805e-05,3.385085359955805e-05,1.6477772390999235e-07,0.0
1771,3.4735920832775135e-05,3.4735920832775135e-05,1.57732077557934e-07,0.0
1772,3.4569566716007625e-05,3.4569566716007625e-05,1.4702189231132123e-07,0.0
1773,3.534586773769531e-05,3.534586773769531e-05,1.4737710683578241e-07,0.0
1774,3.4578533294344584e-05,3.4578533294344584e-05,1.5829107167876698e-07,1.0689852558698476e-08
1775,3.9455627432159546e-05,3.9455627432159546e-05,1.5932345474668962e-07,1.0689852558698476e-08
1776,4.357137264118397e-05,4.357137264118397e-05,1.522292656375157e-07,1.0689852558698476e-08
1777,4.4680907844199934e-05,4.4680907844199934e-05,1.3806055828727688e-07,1.0689852558698476e-08
1778,5.1438179590539744e-05,5.1438179590539744e-05,1.3646741387723133e-07,1.6252139951283036e-08
1779,5.556873709013287e-05,5.556873709013287e-05,1.3602103773483316e-07,1.6252139951283036e-08
1780,5.583461357413658e-05,5.583461357413658e-05,1.3640177292424077e-07,1.6252139951283036e-08
1781,5.754150593669952e-05,5.754150593669952e-05,1.1619994059027963e-07,5.562287392584559e-09
1782,5.5738995018016014e-05,5.5738995018016014e-05,1.4276103093331066e-07,7.720420874030814e-09
1783,5.24652075130559e-05,5.24652075130559e-05,1.585445121220021e-07,7.720420874030814e-09
1784,5.115243818311553e-05,5.115243818311553e-05,1.597562980951547e-07,1.1049365105415226e-08
1785,4.434208260915641e-05,4.434208260915641e-05,1.5808763923327467e-07,1.0341444779880606e-08
1786,4.017048948818618e-05,4.017048948818618e-05,1.534383114533609e-07,1.0341444779880606e-08
1787,3.692809696076438e-05,3.692809696076438e-05,1.4132004062210918e-07,1.0341444779880606e-08
1788,3.480701837231338e-05,3.480701837231338e-05,1.4239911751344282e-07,1.0341444779880606e-08
1789,3.295667998567556e-05,3.295667998567556e-05,1.0953827508533972e-07,8.183311298434352e-09
1790,3.2487368766201795e-05,3.2487368766201795e-05,1.0219041156135842e-07,8.183311298434352e-09
1791,3.0753667618098136e-05,3.0753667618098136e-05,9.358386928884751e-08,5.940333304619929e-09
1792,3.236200141795312e-05,3.236200141795312e-05,9.754976356849251e-08,2.174228289472272e-09
1793,3.436701912765524e-05,3.436701912765524e-05,1.1246555179208631e-07,2.174228289472272e-09
1794,3.586617432509749e-05,3.586617432509749e-05,1.1641537257998737e-07,2.174228289472272e-09
1795,3.7388164076089326e-05,3.7388164076089326e-05,1.2278199181179973e-07,4.000772538656097e-09
1796,3.949742988749806e-05,3.949742988749806e-05,1.2791256105109434e-07,5.897095764087876e-09
1797,4.115569286763535e-05,4.115569286763535e-05,1.3288293437036763e-07,6.4640194149693085e-09
1798,4.360185682474237e-05,4.360185682474237e-05,1.4184029189274433e-07,5.3780531773993195e-09
1799,4.1006150630502293e-05,4.1006150630502293e-05,1.3148967273731875e-07,4.289791125497036e-09
1800,4.005971069480958e-05,4.005971069480958e-05,1.1902634306742194e-07,4.701455034807265e-09
1801,4.076818316077281e-05,4.076818316077281e-05,1.218401075269477e-07,4.701455034807265e-09
1802,4.22619554488587e-05,4.22619554488587e-05,1.136785771547823e-07,2.87491078562344e-09
1803,4.345066606349844e-05,4.345066606349844e-05,1.214643116246147e-07,1.329587519448085e-09
1804,4.331386039016901e-05,4.331386039016901e-05,1.2615788084044004e-07,2.288051684625917e-09
1805,4.295677510007019e-05,4.295677510007019e-05,1.2208667600686696e-07,2.8074066880736025e-09
1806,4.3014348713248705e-05,4.3014348713248705e-05,1.5359137250925414e-07,2.8074066880736025e-09
1807,4.760367560915516e-05,4.760367560915516e-05,1.6385090516126054e-07,2.3957427787633735e-09
1808,4.6842214942444116e-05,4.6842214942444116e-05,1.6406802570502676e-07,2.3957427787633735e-09
1809,4.3940655294656085e-05,4.3940655294656085e-05,1.6475906607281233e-07,2.3957427787633735e-09
1810,4.083096506032494e-05,4.083096506032494e-05,1.696336490957557e-07,2.9164934277149867e-09
1811,3.9595375450777025e-05,3.9595375450777025e-05,1.6777291023117868e-07,1.3911056116557218e-09
1812,3.8433217923738994e-05,3.8433217923738994e-05,1.6489378294539036e-07,1.1104588677162447e-09
1813,3.892156616659902e-05,3.892156616659902e-05,1.4195434313738327e-07,1.4984176756525714e-09
1814,3.3382600512205886e-05,3.3382600512205886e-05,1.3168592768611882e-07,1.4984176756525714e-09
1815,3.1925114724020075e-05,3.1925114724020075e-05,1.328707536377546e-07,1.884699095201979e-09
1816,3.2599447617290677e-05,3.2599447617290677e-05,1.3546085853022305e-07,2.6453899705712404e-09
1817,3.321672790791906e-05,3.321672790791906e-05,1.3094472401624963e-07,2.116334504468195e-09
1818,3.3536865885253064e-05,3.3536865885253064e-05,1.3181271084152157e-07,2.6534390874997727e-09
1819,3.327681224618573e-05,3.327681224618573e-05,1.343588899820653e-07,2.414730827991564e-09
1820,3.327855223947803e-05,3.327855223947803e-05,1.2985568937600484e-07,2.76375671554823e-09
1821,3.467932999358579e-05,3.467932999358579e-05,1.313465125869178e-07,2.8923109700913177e-09
1822,3.541052553503375e-05,3.541052553503375e-05,1.3062648512069635e-07,3.628949720089837e-09
1823,3.4138437643248055e-05,3.4138437643248055e-05,1.2433294825444007e-07,3.4301099183231543e-09
1824,3.2755298629386485e-05,3.2755298629386485e-05,1.1203466345120563e-07,4.0262548929779845e-09
1825,3.0222308851080015e-05,3.0222308851080015e-05,9.565392287770789e-08,4.248851120142965e-09
1826,2.813336816741087e-05,2.813336816741087e-05,9.169642112283327e-08,4.248851120142965e-09
1827,2.6846789166614015e-05,2.6846789166614015e-05,8.866364506080312e-08,4.139290061504803e-09
1828,2.4590987907556284e-05,2.4590987907556284e-05,8.691698890775765e-08,4.341723742434007e-09
1829,2.2326516565434368e-05,2.2326516565434368e-05,8.5064543091968e-08,3.289077851345975e-09
1830,2.2069926542047013e-05,2.2069926542047013e-05,8.511336143815892e-08,3.2990540616799943e-09
1831,2.222537451806212e-05,2.222537451806212e-05,8.426082485714557e-08,2.7317925857924965e-09
1832,2.375796741814286e-05,2.375796741814286e-05,8.893641226645091e-08,2.227540152333063e-09
1833,2.3755150063412396e-05,2.3755150063412396e-05,8.528898425603465e-08,2.3100184146481897e-09
1834,2.4121271313301156e-05,2.4121271313301156e-05,8.306148556260138e-08,1.8487151650806562e-09
1835,2.4157559372335008e-05,2.4157559372335008e-05,8.439613452537742e-08,2.5231280715536694e-09
1836,2.532411859387399e-05,2.532411859387399e-05,7.841112039029343e-08,2.678037331576328e-09
1837,2.5247703888453543e-05,2.5247703888453543e-05,7.680385343584411e-08,2.338534270991082e-09
1838,2.452021544741001e-05,2.452021544741001e-05,7.861122749578239e-08,2.0432813774284853e-09
1839,2.346663443729215e-05,2.346663443729215e-05,7.325685911853594e-08,2.394084494142642e-09
1840,2.3531237145237226e-05,2.3531237145237226e-05,7.446371189498027e-08,2.3871921978851115e-09
1841,2.2665317633904385e-05,2.2665317633904385e-05,7.572363612341957e-08,2.780892698656905e-09
1842,2.2378674527447273e-05,2.2378674527447273e-05,7.668431730881561e-08,1.8971227366826326e-09
