ngram,comparison,comparson,compaison,comparson
1917,4.231396295446237e-05,1.8041790125370279e-09,1.3203822459998245e-10,1.8041790125370279e-09
1918,4.288723097748256e-05,1.9704077893121864e-09,1.464184636630022e-10,1.9704077893121864e-09
1919,4.3611457970525536e-05,2.0510583231825308e-09,2.4565032944298283e-10,2.0510583231825308e-09
1920,4.420665728892865e-05,2.173566263482688e-09,3.152552940921538e-10,2.173566263482688e-09
1921,4.5353234392158424e-05,2.2050806418911454e-09,3.557406512223947e-10,2.2050806418911454e-09
1922,4.651108455228885e-05,2.4722041556758866e-09,3.238632060943912e-10,2.4722041556758866e-09
1923,4.744799194408448e-05,2.612375569834212e-09,3.238632060943912e-10,2.612375569834212e-09
1924,4.8088627019231876e-05,2.559874534568962e-09,3.063875324084618e-10,2.559874534568962e-09
1925,4.867370080319233e-05,2.5051751149719946e-09,2.9200729334544206e-10,2.5051751149719946e-09
1926,4.915756861529579e-05,2.2907979164393008e-09,2.0128428289213828e-10,2.2907979164393008e-09
1927,4.986456925897593e-05,1.8244484653199118e-09,1.7715607552355143e-10,1.8244484653199118e-09
1928,5.021103736778189e-05,1.7205061502474044e-09,9.28212506856596e-11,1.7205061502474044e-09
1929,5.0823380401457795e-05,1.5375063127416005e-09,1.1810704795120079e-10,1.5375063127416005e-09
1930,5.150379157774816e-05,1.4281088216756238e-09,1.1810704795120079e-10,1.4281088216756238e-09
1931,5.196001854658659e-05,1.5981872492076832e-09,1.4615153730103613e-10,1.5981872492076832e-09
1932,5.194926208267654e-05,1.514461461000443e-09,2.407245216654427e-10,1.514461461000443e-09
1933,5.1607508274693305e-05,1.5859165092280136e-09,3.336373518728461e-10,1.5859165092280136e-09
1934,5.116361457372217e-05,1.674435479159797e-09,3.106284693751452e-10,1.674435479159797e-09
1935,5.100772042559194e-05,1.6691511030485019e-09,3.5507313557646217e-10,1.6691511030485019e-09
1936,5.022381342964114e-05,1.5672035098240095e-09,3.2978733831092097e-10,1.5672035098240095e-09
1937,4.947652372980623e-05,1.6106058867545618e-09,3.2978733831092097e-10,1.6106058867545618e-09
1938,4.835370938443313e-05,1.682869510410967e-09,3.2082582027534047e-10,1.682869510410967e-09
1939,4.755272103856052e-05,1.624447560593418e-09,2.2625283591093392e-10,1.624447560593418e-09
1940,4.6721526554652625e-05,1.7049212200756107e-09,1.3621030493991626e-10,1.7049212200756107e-09
1941,4.598165053591531e-05,1.8888103303638104e-09,1.1374243015703302e-10,1.8888103303638104e-09
1942,4.489839765093555e-05,2.18697023982425e-09,6.929776395571606e-11,2.18697023982425e-09
1943,4.431151059439539e-05,2.318785560387734e-09,6.929776395571606e-11,2.318785560387734e-09
1944,4.4047330967649554e-05,2.3669020870238047e-09,8.826908648451592e-11,2.3669020870238047e-09
1945,4.4372808978161106e-05,2.3477671394291276e-09,1.5738110418058885e-10,2.3477671394291276e-09
1946,4.482474832911976e-05,2.3966927490245584e-09,1.5738110418058885e-10,2.3966927490245584e-09
1947,4.5749348958322245e-05,2.2269501005161327e-09,2.474866720289118e-10,2.2269501005161327e-09
1948,4.6452521408874805e-05,2.1828501387385504e-09,4.3558666792556776e-10,2.1828501387385504e-09
1949,4.744055331684649e-05,1.8207385282004956e-09,4.3558666792556776e-10,1.8207385282004956e-09
1950,4.843205325804385e-05,1.8001782762868045e-09,4.694266186084611e-10,1.8001782762868045e-09
1951,4.9210637890999874e-05,1.886955274572293e-09,5.662989878617099e-10,1.886955274572293e-09
1952,4.99298377170427e-05,1.7280566977362355e-09,4.850503669352944e-10,1.7280566977362355e-09
1953,5.067053955696922e-05,1.6341509098286418e-09,5.321180777752486e-10,1.6341509098286418e-09
1954,5.118918644646848e-05,1.686320480079725e-09,4.1621924755969834e-10,1.686320480079725e-09
1955,5.205866857847598e-05,1.7211710152358656e-09,2.571077557205521e-10,1.7211710152358656e-09
1956,5.290600997146352e-05,1.8410138175844232e-09,2.840437666819438e-10,1.8410138175844232e-09
1957,5.375651744543575e-05,1.769802590193389e-09,3.5215362173942767e-10,1.769802590193389e-09
1958,5.445313893557925e-05,1.6815040788336383e-09,3.0772077544824073e-10,1.6815040788336383e-09
1959,5.5435415041366855e-05,1.6947114981188553e-09,2.989407550866931e-10,1.6947114981188553e-09
1960,5.5972175427346625e-05,1.9036780088807095e-09,2.942244880272631e-10,1.9036780088807095e-09
1961,5.673039829291936e-05,1.866027776742385e-09,4.067801750202398e-10,1.866027776742385e-09
1962,5.699715464808313e-05,1.6422035636105242e-09,4.083969392823913e-10,1.6422035636105242e-09
1963,5.730572437252184e-05,1.6636194485489649e-09,4.804994913858757e-10,1.6636194485489649e-09
1964,5.725236821620326e-05,1.7047971447224442e-09,5.314359607140012e-10,1.7047971447224442e-09
1965,5.7336201799833884e-05,1.7431152394513966e-09,4.864703600266601e-10,1.7431152394513966e-09
1966,5.699230210406573e-05,1.70568229381932e-09,5.254339840205751e-10,1.70568229381932e-09
1967,5.6993880986868006e-05,1.690766257159534e-09,5.361506139849632e-10,1.690766257159534e-09
1968,5.6877342493472884e-05,1.7498037780632509e-09,4.944472589299817e-10,1.7498037780632509e-09
1969,5.71551473902738e-05,1.8660840174687466e-09,4.997495334224666e-10,1.8660840174687466e-09
1970,5.7099940022453666e-05,1.8167832635132948e-09,4.0071097035759047e-10,1.8167832635132948e-09
1971,5.7439921615046584e-05,1.9232186636892426e-09,3.552355056938136e-10,1.9232186636892426e-09
1972,5.78499493713025e-05,1.963106804098962e-09,3.635720415205514e-10,1.963106804098962e-09
1973,5.848157681092354e-05,2.073982858468477e-09,3.6805331401649054e-10,2.073982858468477e-09
1974,5.903024897894024e-05,2.0589049512917003e-09,4.209027769176897e-10,2.0589049512917003e-09
1975,5.949246250176137e-05,2.071172836412164e-09,4.3925494590852614e-10,2.071172836412164e-09
1976,5.993481266029578e-05,2.099214215154989e-09,5.881853258417533e-10,2.099214215154989e-09
1977,6.062685081685361e-05,2.144104941212025e-09,6.925286693310844e-10,2.144104941212025e-09
1978,6.095702285944883e-05,2.1245808445868875e-09,6.177575732703642e-10,2.1245808445868875e-09
1979,6.114935240475461e-05,2.1941144932670552e-09,6.561251046445702e-10,2.1941144932670552e-09
1980,6.120361441779616e-05,2.311067067875935e-09,7.860130225261536e-10,2.311067067875935e-09
1981,6.116728815998483e-05,2.363032959782986e-09,7.869126679636653e-10,2.363032959782986e-09
1982,6.103319174144417e-05,2.5118591968314216e-09,7.273541471500674e-10,2.5118591968314216e-09
1983,6.087108236637765e-05,2.5994415508989732e-09,7.127738577932569e-10,2.5994415508989732e-09
1984,6.0382738800918947e-05,2.6940732502010535e-09,7.701435699487241e-10,2.6940732502010535e-09
1985,5.990349278103427e-05,2.7837217927587486e-09,8.677172036453129e-10,2.7837217927587486e-09
1986,5.921205800924716e-05,2.810543765972641e-09,8.774705525674672e-10,2.810543765972641e-09
1987,5.869274588933747e-05,2.8531790898154797e-09,8.420490772907487e-10,2.8531790898154797e-09
1988,5.8170356039356973e-05,2.750988230865963e-09,1.0055568639660046e-09,2.750988230865963e-09
1989,5.749098272644915e-05,2.8230603251902917e-09,1.0756910600357677e-09,2.8230603251902917e-09
1990,5.663602756352962e-05,2.7909755141917815e-09,9.986379025304716e-10,2.7909755141917815e-09
1991,5.599262086824248e-05,2.6139546400421362e-09,8.894789944274046e-10,2.6139546400421362e-09
1992,5.5334666415417034e-05,2.5613906551313903e-09,7.910773782070026e-10,2.5613906551313903e-09
1993,5.471897644123861e-05,2.4698796975895577e-09,7.403815140337246e-10,2.4698796975895577e-09
1994,5.3866060105584825e-05,2.255010368910705e-09,6.254042046143532e-10,2.255010368910705e-09
1995,5.302667445253714e-05,2.196949352598462e-09,4.189505488559421e-10,2.196949352598462e-09
1996,5.220005706567983e-05,1.9830401289309764e-09,3.8849280142067803e-10,1.9830401289309764e-09
1997,5.1362768967270055e-05,1.814275412443627e-09,3.4706104656834214e-10,1.814275412443627e-09
1998,5.041838033191327e-05,1.7913224713085795e-09,3.2339583590422297e-10,1.7913224713085795e-09
1999,4.973393983423843e-05,1.6177545652291364e-09,3.1327708086400664e-10,1.6177545652291364e-09
2000,4.920819316924151e-05,1.4591497692657234e-09,2.966475715864598e-10,1.4591497692657234e-09
2001,4.881487361022404e-05,1.41056282527379e-09,3.018329633849451e-10,1.41056282527379e-09
2002,4.8435083174678895e-05,1.3506583312101433e-09,2.809100809107536e-10,1.3506583312101433e-09
2003,4.825581397329058e-05,1.2676513806906898e-09,2.5801088646534455e-10,1.2676513806906898e-09
2004,4.814587997056411e-05,1.2501066213945121e-09,2.1633125747116162e-10,1.2501066213945121e-09
2005,4.7702032523894946e-05,1.1819226470548877e-09,2.4209684752950014e-10,1.1819226470548877e-09
2006,4.682657267299614e-05,1.0967005716265378e-09,2.5128330468003416e-10,1.0967005716265378e-09
2007,4.575425763115553e-05,9.62221601999832e-10,2.357060172042402e-10,9.62221601999832e-10
2008,4.473530913985867e-05,8.076731644601765e-10,1.902897973122502e-10,8.076731644601765e-10
2009,4.488624316374106e-05,7.090940196130546e-10,1.8053080013045808e-10,7.090940196130546e-10
2010,4.503109032936793e-05,6.565342376894736e-10,1.6685873466656557e-10,6.565342376894736e-10
2011,4.395616997499019e-05,5.457069776218912e-10,1.6605043679348722e-10,5.457069776218912e-10
2012,4.3419677760019635e-05,4.730343973667419e-10,1.1673576738194643e-10,4.730343973667419e-10
2013,4.3833886073636154e-05,4.2238648095033986e-10,9.120735615177265e-11,4.2238648095033986e-10
2014,4.3652815033315816e-05,4.2187224745328575e-10,1.1199035647248477e-10,4.2187224745328575e-10
2015,4.36321840555008e-05,3.6924063310874086e-10,1.1212994818369078e-10,3.6924063310874086e-10
2016,4.276297165363628e-05,3.657303616701389e-10,8.519900063230779e-11,3.657303616701389e-10
2017,4.1717170461197384e-05,2.833990576933676e-10,6.118913709052265e-11,2.833990576933676e-10
2018,4.204882934573106e-05,2.620866010327738e-10,6.04282526794897e-11,2.620866010327738e-10
2019,4.234471089148428e-05,2.808844979523828e-10,6.619056518164523e-11,2.808844979523828e-10
