ngram,block,blok,bloc,blck
1877,2.231490725534968e-05,4.643086391555227e-09,2.0122349602453532e-07,7.127345856363019e-10
1878,2.2146027082011903e-05,4.284152271034307e-09,1.9864488771353145e-07,5.461396295520465e-10
1879,2.2395290735793033e-05,4.146594242574306e-09,2.059580554357256e-07,5.750155470821536e-10
1880,2.2352699098909007e-05,3.4657861342728732e-09,2.1083590289500925e-07,4.1285847161644437e-10
1881,2.300332354414942e-05,3.4846370868178512e-09,2.1355381818466412e-07,4.4442406699207737e-10
1882,2.3632502883888913e-05,3.3443511769450295e-09,2.116707459468411e-07,4.058968221056146e-10
1883,2.4087631702838864e-05,3.615902624939541e-09,2.1509000345888906e-07,4.318100936341805e-10
1884,2.435729896075957e-05,4.456311256514514e-09,2.1747511068172442e-07,4.578802357110437e-10
1885,2.493066339021815e-05,4.369191326197048e-09,2.3299089134200456e-07,4.215948760734532e-10
1886,2.5163462591340897e-05,4.224399528597798e-09,2.365425452970677e-07,4.621217119289105e-10
1887,2.5684335664014464e-05,4.19174171563595e-09,2.5039335176708324e-07,5.12136936034072e-10
1888,2.5717939154544312e-05,4.766432233032398e-09,2.6197477812469773e-07,5.615798659430737e-10
1889,2.6328985768486746e-05,4.685329330860506e-09,2.6203365978614913e-07,5.303864371507063e-10
1890,2.7307433941002402e-05,4.2336004543333925e-09,2.730819375074134e-07,5.673239417929616e-10
1891,2.7870365166953498e-05,3.3765407612764064e-09,2.821267445694632e-07,6.343273842698441e-10
1892,2.8513838904992944e-05,3.9598832149831e-09,2.8102919965736615e-07,8.141000413479966e-10
1893,2.902658317387769e-05,3.984225774697084e-09,2.848656980144629e-07,7.959922720957024e-10
1894,2.9511977637801984e-05,5.1490855388993035e-09,2.783839404076259e-07,7.572739102457149e-10
1895,2.9750388940945932e-05,4.4092320905519955e-09,2.779224165091624e-07,7.186078002493649e-10
1896,2.96740753193652e-05,4.844227495328011e-09,2.767533057327195e-07,7.427967368173987e-10
1897,2.9278462794276754e-05,5.405089011288413e-09,2.730831576107968e-07,6.973442418749848e-10
1898,2.923734401909834e-05,5.577292056762368e-09,2.707736176229706e-07,6.053953211753488e-10
1899,2.9410235843637827e-05,5.209706507461728e-09,2.769828841207657e-07,5.16692196964438e-10
1900,3.0274366248964464e-05,5.259441041413229e-09,2.8506606294545887e-07,4.786573161639853e-10
1901,3.086278697342745e-05,4.003516090073893e-09,3.001504426590275e-07,5.030205180960629e-10
1902,3.22070206623591e-05,3.8186017205431105e-09,3.0802347136419226e-07,5.467695542358899e-10
1903,3.308359295520599e-05,4.589481778743172e-09,3.2895722971001564e-07,4.236044372417171e-10
1904,3.434238819214183e-05,4.36190026954973e-09,3.4527541613117917e-07,4.4714287431421186e-10
1905,3.5600533010438085e-05,4.039793896229835e-09,3.6026327165927796e-07,4.568071238735578e-10
1906,3.653189144513037e-05,4.303533434375189e-09,3.8070697071036973e-07,4.5882750773377067e-10
1907,3.682024232278179e-05,4.592086330238285e-09,4.086186322638241e-07,5.071669156071173e-10
1908,3.729362132227314e-05,5.200054291926952e-09,4.2774377106979955e-07,5.072424345632851e-10
1909,3.727544546044166e-05,5.213994728034013e-09,4.549179258057328e-07,5.313990557111379e-10
1910,3.773105189403785e-05,4.149983785189144e-09,4.783034179516627e-07,6.372596656716618e-10
1911,3.783108955498652e-05,5.800893035764634e-09,4.982799453046027e-07,6.418585583668954e-10
1912,3.8256056931069384e-05,5.992697481106899e-09,5.180202517099783e-07,7.402590524690262e-10
1913,3.86381741139173e-05,5.438719363759503e-09,5.338239686482536e-07,7.043608117397935e-10
1914,3.855550468350495e-05,4.735342594232504e-09,5.516033476331878e-07,6.602755485220411e-10
1915,3.8125477918323926e-05,3.8144876146617435e-09,5.798541126621006e-07,7.032243359057183e-10
1916,3.7227396075780105e-05,3.666907444355161e-09,6.12429711769177e-07,6.682355779830118e-10
1917,3.6326101897949616e-05,3.506033178065796e-09,6.603777283739223e-07,5.863596156238263e-10
1918,3.54693817955974e-05,1.6542097850244124e-09,7.728459162795584e-07,9.051386981199069e-10
1919,3.437691806798934e-05,1.7340268903304995e-09,1.017009407990242e-06,9.030550791282771e-10
1920,3.301657644832241e-05,2.046177053191148e-09,1.1597485679106155e-06,9.618716775453402e-10
1921,3.233842237802621e-05,2.4228803408021804e-09,1.2733628977912304e-06,1.043963760676598e-09
1922,3.166237729601562e-05,2.5948579475608214e-09,1.3139442103238252e-06,9.32392706693668e-10
1923,3.124501667376275e-05,2.6542197646100315e-09,1.3503459967978415e-06,9.307937238427805e-10
1924,3.078258019481187e-05,2.967967649425418e-09,1.3466421121068249e-06,9.97038435939552e-10
1925,3.0452374890696126e-05,2.9391750937841313e-09,1.298112303110039e-06,6.404021083269587e-10
1926,2.996785743951997e-05,3.0576652955614593e-09,1.110982574508463e-06,5.441905735560835e-10
1927,2.987406332977116e-05,2.9579095363528397e-09,1.054210486017837e-06,4.5092067778109065e-10
1928,2.9391906407129553e-05,3.4661222463634137e-09,1.0358335446523727e-06,3.559816092695607e-10
1929,2.913475379630524e-05,3.3612487713798244e-09,1.075075447585862e-06,4.318390010661842e-10
1930,2.905458391718899e-05,3.635708718212933e-09,1.126064059267914e-06,4.398608461591331e-10
1931,2.8957027097931132e-05,3.5254091392187904e-09,1.2804931738433619e-06,3.4398620658253927e-10
1932,2.8810118237743154e-05,3.839152043890895e-09,1.4569217146994821e-06,3.6890559456421405e-10
1933,2.8647545280234355e-05,3.590418184984401e-09,1.645565492123881e-06,3.462268269701799e-10
1934,2.853093844480879e-05,4.41767194254388e-09,1.7631808434868747e-06,4.3582782422684525e-10
1935,2.864906621523135e-05,3.659674499953017e-09,1.913595058665253e-06,4.346535175432058e-10
1936,2.8926374008213835e-05,3.6197348293346263e-09,2.1456787473133384e-06,3.587961257465823e-10
1937,2.938623427845804e-05,3.5240353175274616e-09,2.3042932428195073e-06,3.2199878279610365e-10
1938,2.9643762640521993e-05,3.3039066403363547e-09,2.3654580283099288e-06,3.1751802377831343e-10
1939,3.0009109780491728e-05,3.656296884305529e-09,2.429515721554968e-06,3.959524414692035e-10
1940,3.0550724269622674e-05,3.925201655771307e-09,2.5494648525636876e-06,4.5016506792069523e-10
1941,3.09979404846672e-05,3.942750792518268e-09,2.6126537834768115e-06,3.9298283278326503e-10
1942,3.127242234768346e-05,4.46508309691142e-09,2.7846748642852096e-06,3.9835425830985523e-10
1943,3.151613756407252e-05,4.77316808300543e-09,2.8669604229695063e-06,3.9835425830985523e-10
1944,3.13363616442075e-05,4.798602816689725e-09,2.9557983063049117e-06,4.103833899688729e-10
1945,3.164301025598044e-05,4.963306813162863e-09,3.159859651142532e-06,3.886311391746286e-10
1946,3.221290379380142e-05,4.596661242116186e-09,3.252903655136054e-06,3.3855560815127765e-10
1947,3.242502082555022e-05,4.367669717960812e-09,3.271558625783655e-06,2.942897750887344e-10
1948,3.274478357135584e-05,3.814491135654765e-09,3.5531159677962672e-06,2.56232634316638e-10
1949,3.35265784607535e-05,3.5343180445782505e-09,3.7388958519711324e-06,2.0641654258873084e-10
1950,3.41795280941629e-05,3.944290100881582e-09,3.853019377077414e-06,2.4025649327162416e-10
1951,3.501584693107621e-05,4.479502070862753e-09,4.146402488913736e-06,2.164407244701191e-10
1952,3.550442644544611e-05,4.543520829411055e-09,4.420349731455124e-06,3.105444175620166e-10
1953,3.5728550366392096e-05,4.892578754832146e-09,4.847298928975111e-06,2.1125579262117255e-10
1954,3.6163522184194464e-05,5.471862391764099e-09,5.198562835825474e-06,1.78141840564575e-10
1955,3.6575451563943974e-05,5.563875011509773e-09,5.554677175366253e-06,2.1901884869216356e-10
1956,3.678705875894853e-05,5.956731108369695e-09,5.8619816627469845e-06,2.594228661255217e-10
1957,3.699390072142705e-05,6.007829281681357e-09,6.411694617522049e-06,2.510703668777227e-10
1958,3.7629775761161e-05,5.771951741958706e-09,6.918748827696877e-06,2.2987397798760308e-10
1959,3.7857207644265145e-05,6.142212579821457e-09,7.516286327050434e-06,1.4706422389400486e-10
1960,3.789451875491068e-05,5.920062725753691e-09,7.793388444302504e-06,2.0000352762838958e-10
1961,3.8044930988689885e-05,5.7756709890912e-09,8.04095348680026e-06,2.900480788088038e-10
1962,3.7745537805936434e-05,5.9895199276484485e-09,7.907829123204075e-06,2.3207107069378452e-10
1963,3.749782419098275e-05,6.105273873759285e-09,7.644575037245107e-06,2.4118633479286444e-10
1964,3.713538379607988e-05,6.2271607552994675e-09,7.190964814591487e-06,2.6965874374721265e-10
1965,3.634781803287167e-05,6.2557156914928265e-09,6.6677469346489356e-06,3.1946250506065255e-10
1966,3.5907237491171274e-05,6.2930592165904335e-09,5.897569086040935e-06,3.785131375000361e-10
1967,3.571795917066213e-05,6.450322308028587e-09,5.34639366378542e-06,3.697972285530783e-10
1968,3.614187465115849e-05,6.607683416299486e-09,4.86678462558692e-06,3.860311713145746e-10
1969,3.6714696242207924e-05,7.56324469719516e-09,4.607961922634526e-06,4.398924835502527e-10
1970,3.669263190074291e-05,7.778819176097938e-09,4.481515783741738e-06,4.60529273446245e-10
1971,3.695288562864464e-05,7.808939843962598e-09,4.369313306337322e-06,4.781766173498982e-10
1972,3.729898006505599e-05,8.119784400406616e-09,4.189768593018276e-06,4.599482739120475e-10
1973,3.8170787385232483e-05,8.367515696201216e-09,4.11381902917388e-06,5.711938263644864e-10
1974,3.872522834821471e-05,8.727045625838464e-09,4.024455165563268e-06,6.491829732510216e-10
1975,3.847854532068595e-05,8.978854612199224e-09,3.97642734891893e-06,6.807659793027301e-10
1976,3.83851833508483e-05,8.073212828410955e-09,3.954103151824841e-06,6.751232549197437e-10
1977,3.904935822772261e-05,8.29543722602466e-09,3.9317683656138665e-06,6.531256488021394e-10
1978,4.0173501994494086e-05,8.48820049169165e-09,3.944735421360487e-06,7.039173767685116e-10
1979,4.130706292926334e-05,8.431784603857295e-09,4.048547615249325e-06,8.63632677277388e-10
1980,4.238029110378453e-05,8.324676884338293e-09,4.096769803904213e-06,7.760844863583369e-10
1981,4.3164888795997414e-05,8.410353239237826e-09,4.202964061862856e-06,7.301699284883207e-10
1982,4.404415865012977e-05,8.328584996267604e-09,4.252162398188375e-06,6.812463648753209e-10
1983,4.484055586674783e-05,8.443077284933257e-09,4.335559359398238e-06,7.884803960538684e-10
1984,4.5413458013042274e-05,8.906857664113334e-09,4.317177951764149e-06,9.167361790320325e-10
1985,4.519609449614238e-05,8.694194760952963e-09,4.377817276690621e-06,9.17316524327662e-10
1986,4.497471257179443e-05,9.44763505523432e-09,4.351485196301448e-06,8.868378729788771e-10
1987,4.463955649823349e-05,9.757146075222473e-09,4.380908129470689e-06,9.131703567913771e-10
1988,4.47993770649191e-05,1.0147904865626905e-08,4.316570669158994e-06,9.477749299665765e-10
1989,4.51902841242762e-05,1.1023613133431809e-08,4.353301782040424e-06,1.0317892968585746e-09
1990,4.620478752518206e-05,1.1937850834848568e-08,4.3360271644944855e-06,9.562262251857793e-10
1991,4.633419770730792e-05,1.1471616926225385e-08,4.326147973188199e-06,9.900285670637133e-10
1992,4.6844828570361384e-05,1.1738718949264434e-08,4.251087895162138e-06,9.115857116778362e-10
1993,4.747762120262321e-05,1.1384424831411316e-08,4.125544364796951e-06,8.548163050419483e-10
1994,4.762321519332805e-05,1.1495654586976149e-08,3.941936418933827e-06,7.994731860654675e-10
1995,4.765138094496381e-05,1.1295857836403554e-08,3.7929840540787803e-06,8.418617866315767e-10
1996,4.724691721743771e-05,1.0390157179074322e-08,3.6121587072557304e-06,7.634400730641541e-10
1997,4.6589523013348556e-05,9.534956062801875e-09,3.383695781979311e-06,7.698383914472068e-10
1998,4.6664254374003834e-05,9.159953240356344e-09,3.238997383700085e-06,6.347330359725487e-10
1999,4.662596256821416e-05,8.561515433111059e-09,3.061299886602293e-06,7.312009648557144e-10
2000,4.646667106758936e-05,9.078891289553731e-09,2.96719037708369e-06,7.139126512178962e-10
2001,4.661786702594587e-05,8.433621674035813e-09,2.89062316889093e-06,7.401544932505999e-10
2002,4.651478593586944e-05,7.815868714138624e-09,2.846174376307837e-06,6.244432114245666e-10
2003,4.643716134264001e-05,7.52398327768284e-09,2.797684146571555e-06,6.176009545047886e-10
2004,4.606043356553917e-05,7.290537824238592e-09,2.761386277987705e-06,6.726163752952224e-10
2005,4.569663152713994e-05,7.2383635593301474e-09,2.7137092989245763e-06,6.720340395283131e-10
2006,4.53440760403672e-05,7.167533170157217e-09,2.627125110978211e-06,6.030816956936746e-10
2007,4.511693155758881e-05,6.165866230288332e-09,2.5590674275528206e-06,5.63464314889168e-10
2008,4.527561811430912e-05,6.642264960277089e-09,2.462086415887045e-06,5.674306104351347e-10
2009,4.5677931276648973e-05,7.560881761950862e-09,2.3659482459541844e-06,5.96229601404882e-10
2010,4.5690568055891034e-05,8.225921023706308e-09,2.330165183853491e-06,6.149825688377725e-10
2011,4.5623942112017956e-05,9.683548629624283e-09,2.2988264650588723e-06,5.479576356151991e-10
2012,4.5505175616459125e-05,1.0032875229017333e-08,2.2631655026218922e-06,5.748860316361665e-10
2013,4.506327552787427e-05,1.0568174525969555e-08,2.2996212010184536e-06,6.045034591942563e-10
2014,4.413357185382795e-05,1.115024758239055e-08,2.2837050437374273e-06,7.377074308566125e-10
2015,4.271169798032913e-05,1.2841779449347866e-08,2.2895595585786007e-06,6.804826940027502e-10
2016,4.1588205931475386e-05,1.2661916721461758e-08,2.367647182057096e-06,6.516547420723892e-10
2017,4.112036125055359e-05,1.305757605744399e-08,2.35237007473188e-06,6.360823488297621e-10
2018,4.058519334648736e-05,1.2328422371865599e-08,2.343133110116469e-06,6.593091239626148e-10
2019,4.007656025351025e-05,1.3121064013077444e-08,2.344420920508128e-06,6.465861387972005e-10
