ngram,shop,shp,shopp,shopp
1872,2.193803733721974e-05,7.252608266331403e-08,9.511265679813213e-09,9.511265679813213e-09
1873,2.202020316742294e-05,6.277978619501872e-08,8.916728688745934e-09,8.916728688745934e-09
1874,2.2149002688820474e-05,5.18872211228784e-08,1.0740961199827228e-08,1.0740961199827228e-08
1875,2.2287432459831636e-05,4.754203329428362e-08,9.889925576901857e-09,9.889925576901857e-09
1876,2.2137008272693492e-05,4.508734566651843e-08,1.0640979526093425e-08,1.0640979526093425e-08
1877,2.24955339425443e-05,4.63191816330826e-08,1.3624892452363774e-08,1.3624892452363774e-08
1878,2.2760745196137577e-05,3.757932327224418e-08,1.6574176443993694e-08,1.6574176443993694e-08
1879,2.3149713472646128e-05,4.5391860429130504e-08,1.7204722281759033e-08,1.7204722281759033e-08
1880,2.359101537357284e-05,5.997628501778049e-08,2.04090954295363e-08,2.04090954295363e-08
1881,2.394985858700238e-05,7.775431270269045e-08,1.969422447345437e-08,1.969422447345437e-08
1882,2.4268168220130194e-05,1.0491129844224036e-07,2.3048055400717463e-08,2.3048055400717463e-08
1883,2.4714974642847665e-05,1.22213713435063e-07,2.4192542826183072e-08,2.4192542826183072e-08
1884,2.490345728542057e-05,1.3732460908093864e-07,2.6048383259892815e-08,2.6048383259892815e-08
1885,2.5153552477214752e-05,1.467983159792701e-07,2.4023339635042314e-08,2.4023339635042314e-08
1886,2.551221275228142e-05,1.649005574628453e-07,2.5427887731918223e-08,2.5427887731918223e-08
1887,2.537815713107453e-05,1.6994160034755623e-07,2.590063769807622e-08,2.590063769807622e-08
1888,2.5391922463313676e-05,1.6751437418146713e-07,2.7021521147625142e-08,2.7021521147625142e-08
1889,2.5811585146584548e-05,1.591351731024458e-07,2.5103859943190595e-08,2.5103859943190595e-08
1890,2.607113570515399e-05,1.8169980567758364e-07,2.5932871215518716e-08,2.5932871215518716e-08
1891,2.6416027269858334e-05,1.7567925425510111e-07,2.4536037582631058e-08,2.4536037582631058e-08
1892,2.676042536872306e-05,1.7319816691951928e-07,2.733016505171041e-08,2.733016505171041e-08
1893,2.7282601097665194e-05,1.7067340353703132e-07,2.8381006497316515e-08,2.8381006497316515e-08
1894,2.7725371182896197e-05,1.7802957127547154e-07,2.4809373222467457e-08,2.4809373222467457e-08
1895,2.8238377126399428e-05,1.922933553341214e-07,2.3172212212533135e-08,2.3172212212533135e-08
1896,2.8589042683181886e-05,1.8339357207456226e-07,2.238862796742426e-08,2.238862796742426e-08
1897,2.9257050950296355e-05,1.5515507913375715e-07,2.0785549154871726e-08,2.0785549154871726e-08
1898,3.030310134428354e-05,1.463924910183323e-07,1.7645298428752606e-08,1.7645298428752606e-08
1899,3.1392560880963826e-05,1.491258717781615e-07,1.5416130721186098e-08,1.5416130721186098e-08
1900,3.230639387246421e-05,1.3055806848326158e-07,1.5338490223980117e-08,1.5338490223980117e-08
1901,3.360499977134168e-05,1.0619087577522026e-07,1.4912352876349033e-08,1.4912352876349033e-08
1902,3.4939863845855666e-05,1.2067045978320883e-07,1.5899350027024995e-08,1.5899350027024995e-08
1903,3.603821876043055e-05,1.2565931431903925e-07,1.8660635068913833e-08,1.8660635068913833e-08
1904,3.727088135617253e-05,1.3236250546404855e-07,1.764429453337308e-08,1.764429453337308e-08
1905,3.8016023609088734e-05,1.3364139915341055e-07,1.8061358250268507e-08,1.8061358250268507e-08
1906,3.853842957011823e-05,1.1913065784645888e-07,1.75937970224384e-08,1.75937970224384e-08
1907,3.909144132714053e-05,1.1307708801057612e-07,1.5046686817145527e-08,1.5046686817145527e-08
1908,4.0174138121074066e-05,1.1047752274911155e-07,1.4959101639939424e-08,1.4959101639939424e-08
1909,4.0911362053261004e-05,6.474660642550947e-08,1.4312605830671795e-08,1.4312605830671795e-08
1910,4.210150187386067e-05,4.8965961317394754e-08,1.2271502798049433e-08,1.2271502798049433e-08
1911,4.274886565066741e-05,3.2933297866577504e-08,1.2225395806808592e-08,1.2225395806808592e-08
1912,4.3276956733149875e-05,3.4125078509004784e-08,1.1749032984604518e-08,1.1749032984604518e-08
1913,4.516783623590267e-05,2.9352485267760845e-08,1.0852190701626796e-08,1.0852190701626796e-08
1914,4.588490420636455e-05,2.973894540149656e-08,1.2661974262735093e-08,1.2661974262735093e-08
1915,4.669541106393028e-05,2.7474510920301653e-08,1.2455269767944595e-08,1.2455269767944595e-08
1916,4.8178801080212e-05,2.739019449344531e-08,1.1748941946316499e-08,1.1748941946316499e-08
1917,4.94674636034428e-05,2.6344568685284945e-08,1.1331774185663335e-08,1.1331774185663335e-08
1918,5.112623278234553e-05,2.1295522551716724e-08,1.1799491859777942e-08,1.1799491859777942e-08
1919,5.226950712052972e-05,1.557149228606899e-08,1.1154436358700487e-08,1.1154436358700487e-08
1920,5.139200324525258e-05,1.2265489830148063e-08,1.3623041805743696e-08,1.3623041805743696e-08
1921,5.1449071699088176e-05,9.106162554165361e-09,1.2932934786594582e-08,1.2932934786594582e-08
1922,5.018640253443404e-05,7.843225370761177e-09,1.4265204192501609e-08,1.4265204192501609e-08
1923,4.8086055487926516e-05,7.343884611543672e-09,1.4866909544711656e-08,1.4866909544711656e-08
1924,4.602798227486866e-05,7.109310917741141e-09,1.4223671573887486e-08,1.4223671573887486e-08
1925,4.3530144986496975e-05,7.206958648911918e-09,1.3973179629240512e-08,1.3973179629240512e-08
1926,4.170607436598013e-05,7.052957646485376e-09,1.538923947005547e-08,1.538923947005547e-08
1927,4.082675409985573e-05,7.23768213615829e-09,1.3431536137277687e-08,1.3431536137277687e-08
1928,3.930682890183691e-05,8.16126854985555e-09,1.3891634128729687e-08,1.3891634128729687e-08
1929,3.80237953712432e-05,7.686991804994087e-09,1.2264902236682116e-08,1.2264902236682116e-08
1930,3.717843927526181e-05,7.63544548222837e-09,1.3529990588218815e-08,1.3529990588218815e-08
1931,3.605968595365994e-05,8.35467250936972e-09,1.3635928703641703e-08,1.3635928703641703e-08
1932,3.536394225583146e-05,8.547612268776966e-09,1.3572586610166582e-08,1.3572586610166582e-08
1933,3.514233529650872e-05,9.391642003769057e-09,1.2298179998180915e-08,1.2298179998180915e-08
1934,3.46338638337329e-05,9.175364975736296e-09,1.3133294578843951e-08,1.3133294578843951e-08
1935,3.5015385947190225e-05,1.6975812121091038e-08,1.5173957836265928e-08,1.5173957836265928e-08
1936,3.63757842153843e-05,1.9404076313987517e-08,1.6654884836343953e-08,1.6654884836343953e-08
1937,3.799221043924003e-05,2.0535297399045963e-08,1.4690740306783873e-08,1.4690740306783873e-08
1938,3.972952877770045e-05,6.309663420316675e-08,1.398880440055856e-08,1.398880440055856e-08
1939,4.2232097517366386e-05,7.617874826187127e-08,1.272094607429608e-08,1.272094607429608e-08
1940,4.3649894256044976e-05,7.767062142655895e-08,1.2330666012059867e-08,1.2330666012059867e-08
1941,4.517440278764947e-05,8.561238118431902e-08,1.0643646091474629e-08,1.0643646091474629e-08
1942,4.623518127898153e-05,8.895377437819921e-08,6.5383617884963636e-09,6.5383617884963636e-09
1943,4.6782650835146864e-05,9.553203130151036e-08,5.39527134080231e-09,5.39527134080231e-09
1944,4.720481488870324e-05,1.0275609518828333e-07,4.702548731369152e-09,4.702548731369152e-09
1945,4.7393403552372805e-05,6.436422061995017e-08,4.730773582396961e-09,4.730773582396961e-09
1946,4.6221162067792777e-05,6.002880656045103e-08,6.9628990509837e-09,6.9628990509837e-09
1947,4.521364410590779e-05,6.471696778476144e-08,7.333789797669965e-09,7.333789797669965e-09
1948,4.413922631231669e-05,6.297398919790404e-08,7.181046963416244e-09,7.181046963416244e-09
1949,4.3778036862412204e-05,5.6617791597903174e-08,7.630936422436158e-09,7.630936422436158e-09
1950,4.305824976264765e-05,6.354415812584843e-08,7.338695587729863e-09,7.338695587729863e-09
1951,4.156821108024035e-05,7.158842966045345e-08,7.907005716845106e-09,7.907005716845106e-09
1952,4.0211668030159285e-05,8.185829867914305e-08,8.215796677900146e-09,8.215796677900146e-09
1953,3.9361994692756396e-05,8.637922326621655e-08,6.215023797194265e-09,6.215023797194265e-09
1954,3.855784494330042e-05,1.0309244251922272e-07,5.920183327694823e-09,5.920183327694823e-09
1955,3.767354792216793e-05,1.3026442705462875e-07,6.211044250343483e-09,6.211044250343483e-09
1956,3.6139755788358995e-05,1.494784953592898e-07,5.694697792689242e-09,5.694697792689242e-09
1957,3.48259397599447e-05,1.720629967394416e-07,5.2865918944076745e-09,5.2865918944076745e-09
1958,3.405330114349324e-05,1.8368094905391835e-07,5.267554170629296e-09,5.267554170629296e-09
1959,3.311436012154445e-05,2.058863261465506e-07,5.186094886866499e-09,5.186094886866499e-09
1960,3.194944656570442e-05,2.2176017263778443e-07,5.3027565513222694e-09,5.3027565513222694e-09
1961,3.1010027929109386e-05,2.2773196154243385e-07,6.931470350072086e-09,6.931470350072086e-09
1962,3.0234549090632106e-05,2.2085820562876635e-07,7.504555294650978e-09,7.504555294650978e-09
1963,2.9396691388683394e-05,2.2042242570868048e-07,8.621766126434442e-09,8.621766126434442e-09
1964,2.8502529208448584e-05,2.1775653432801585e-07,1.0689346804529772e-08,1.0689346804529772e-08
1965,2.7985843969093238e-05,2.1979851640350846e-07,1.1085019505482511e-08,1.1085019505482511e-08
1966,2.7296790514290998e-05,2.0851300470375073e-07,1.2645905085000614e-08,1.2645905085000614e-08
1967,2.6834680933721495e-05,2.0004457366797267e-07,1.2437822581391953e-08,1.2437822581391953e-08
1968,2.6222667656838894e-05,2.0642485968177686e-07,1.1137497210203913e-08,1.1137497210203913e-08
1969,2.5520517478331124e-05,2.1591059099331948e-07,1.0346610235245635e-08,1.0346610235245635e-08
1970,2.4894544757054454e-05,2.124983333422798e-07,9.465212042718868e-09,9.465212042718868e-09
1971,2.4517336766751085e-05,2.060691315364238e-07,7.904492171917354e-09,7.904492171917354e-09
1972,2.3654237728416255e-05,1.9713170169260203e-07,7.206985928677665e-09,7.206985928677665e-09
1973,2.3336739884273682e-05,1.8839055420422873e-07,6.009789174247057e-09,6.009789174247057e-09
1974,2.2821111997473054e-05,1.8040240234995508e-07,6.012920574148341e-09,6.012920574148341e-09
1975,2.2472605581112604e-05,1.6865862509770784e-07,6.051002429277982e-09,6.051002429277982e-09
1976,2.2214808268472552e-05,1.6423320252962575e-07,6.056558048734522e-09,6.056558048734522e-09
1977,2.2343199816532433e-05,1.645879237344161e-07,5.752454703054712e-09,5.752454703054712e-09
1978,2.2330625662496978e-05,1.57973733142366e-07,5.384055360277021e-09,5.384055360277021e-09
1979,2.2425573271383265e-05,1.544583229571929e-07,5.206889395838386e-09,5.206889395838386e-09
1980,2.2208381778909825e-05,1.5511386359483887e-07,4.963308684681676e-09,4.963308684681676e-09
1981,2.2372671082848683e-05,1.6395309338739545e-07,5.088576671141709e-09,5.088576671141709e-09
1982,2.2352868264923537e-05,1.6499330156096092e-07,5.186181960072287e-09,5.186181960072287e-09
1983,2.2458814783021808e-05,1.5752734684935733e-07,5.394555659319979e-09,5.394555659319979e-09
1984,2.2330551343787063e-05,1.6180913015822235e-07,5.35662650743721e-09,5.35662650743721e-09
1985,2.222058641824073e-05,1.6282742113357278e-07,5.570995347576562e-09,5.570995347576562e-09
1986,2.2091381522061836e-05,1.7067637665084995e-07,5.765654810728295e-09,5.765654810728295e-09
1987,2.2177433493197896e-05,1.6761122927683963e-07,5.3528134940401225e-09,5.3528134940401225e-09
1988,2.2021157877004172e-05,1.6051448373640857e-07,4.873916508480696e-09,4.873916508480696e-09
1989,2.206691117732719e-05,1.505062375680869e-07,4.6220040493340415e-09,4.6220040493340415e-09
1990,2.1973194764411475e-05,1.3723246386884318e-07,4.523009078383211e-09,4.523009078383211e-09
1991,2.1900767543619232e-05,1.2415458984703166e-07,4.837758003718915e-09,4.837758003718915e-09
1992,2.185368871973229e-05,1.1325486225034962e-07,4.306001650482878e-09,4.306001650482878e-09
1993,2.1948500164268937e-05,1.0773388835007478e-07,3.817999250088633e-09,3.817999250088633e-09
1994,2.2168191987605367e-05,1.0683712961930983e-07,4.111480108751461e-09,4.111480108751461e-09
1995,2.2372997721374433e-05,1.0739342469280797e-07,4.287965918844552e-09,4.287965918844552e-09
1996,2.2657617851759175e-05,1.067366081234208e-07,4.133582428725699e-09,4.133582428725699e-09
1997,2.3269400376843157e-05,1.0664202879492482e-07,3.766708342059896e-09,3.766708342059896e-09
1998,2.3848048970519032e-05,1.058050348287257e-07,3.5241200434045693e-09,3.5241200434045693e-09
1999,2.427783017213057e-05,1.0699392102456581e-07,4.449592440534746e-09,4.449592440534746e-09
2000,2.473290546082093e-05,9.454695210869041e-08,4.8058936512924384e-09,4.8058936512924384e-09
2001,2.5244947339940283e-05,9.051772106464081e-08,4.4969812635591615e-09,4.4969812635591615e-09
2002,2.570988233076475e-05,8.520173874363276e-08,4.324038048255017e-09,4.324038048255017e-09
2003,2.6161650177008206e-05,7.76600787487171e-08,4.458382329985966e-09,4.458382329985966e-09
2004,2.651306931511499e-05,8.036874480207448e-08,4.67854875475991e-09,4.67854875475991e-09
2005,2.708903697826567e-05,7.569472413950149e-08,4.6332186658710435e-09,4.6332186658710435e-09
2006,2.8076601146105012e-05,6.897231890385618e-08,3.781051916007527e-09,3.781051916007527e-09
2007,2.9241268618664306e-05,6.413451281161997e-08,3.457997221900655e-09,3.457997221900655e-09
2008,3.043297510885168e-05,6.42676522793246e-08,3.391849309356384e-09,3.391849309356384e-09
2009,3.132649180770386e-05,6.022578727790265e-08,3.1383184622464047e-09,3.1383184622464047e-09
2010,3.22047204203305e-05,5.826000532798454e-08,2.6297999650941914e-09,2.6297999650941914e-09
2011,3.33953056334784e-05,5.488326060287818e-08,2.2609766598640543e-09,2.2609766598640543e-09
2012,3.442351174141679e-05,5.119708720461144e-08,1.905181203275065e-09,1.905181203275065e-09
2013,3.4963765106762624e-05,4.737822299562465e-08,1.7451579387944044e-09,1.7451579387944044e-09
2014,3.532473835678372e-05,4.75662092571026e-08,1.626962406068141e-09,1.626962406068141e-09
2015,3.518014169198328e-05,4.0676793489069496e-08,1.5169798909095027e-09,1.5169798909095027e-09
2016,3.5691903446734485e-05,3.70731557199276e-08,1.505526925349443e-09,1.505526925349443e-09
2017,3.611165872522785e-05,3.607336799641795e-08,1.465099134604723e-09,1.465099134604723e-09
2018,3.59598605427891e-05,2.785857056153418e-08,1.426651818903224e-09,1.426651818903224e-09
2019,3.575640403141733e-05,2.7431515281506336e-08,1.4842827522620894e-09,1.4842827522620894e-09
