ngram,glass,glas,glss,glass
1847,6.166533369521079e-05,1.7418410992929368e-07,2.487651354751311e-10,6.166533369521079e-05
1848,6.393130856200255e-05,1.6618182030470052e-07,3.034528104985311e-10,6.393130856200255e-05
1849,6.434669610046382e-05,1.468425421892659e-07,2.42637370513015e-10,6.434669610046382e-05
1850,6.450562068494037e-05,1.4552734991671708e-07,3.3757718842508666e-10,6.450562068494037e-05
1851,6.481646518555603e-05,1.2369463624801419e-07,3.3757718842508666e-10,6.481646518555603e-05
1852,6.510291703827014e-05,1.1447522650444495e-07,2.7083842311727477e-10,6.510291703827014e-05
1853,6.533533503118503e-05,1.1749323241312076e-07,4.156164539510192e-10,6.533533503118503e-05
1854,6.638665321848489e-05,1.2239100856602037e-07,3.9540924502899447e-10,6.638665321848489e-05
1855,6.51782684144564e-05,1.2787996338049978e-07,4.4572506796569655e-10,6.51782684144564e-05
1856,6.481495594406235e-05,1.348450118549798e-07,4.4572506796569655e-10,6.481495594406235e-05
1857,6.59220791671292e-05,1.3554062507280052e-07,3.989194768167741e-10,6.59220791671292e-05
1858,6.641978169292477e-05,1.3390993253941425e-07,3.989194768167741e-10,6.641978169292477e-05
1859,6.812460300612397e-05,1.4179208055306196e-07,5.207782538541039e-10,6.812460300612397e-05
1860,6.837834787022854e-05,1.325157157339163e-07,3.7600022302035947e-10,6.837834787022854e-05
1861,6.880982670866485e-05,1.236403467227579e-07,2.749965017605811e-10,6.880982670866485e-05
1862,6.935449450143747e-05,1.2170369956265858e-07,2.2571127506714513e-10,6.935449450143747e-05
1863,6.876149875876893e-05,1.266263721179582e-07,2.2571127506714513e-10,6.876149875876893e-05
1864,6.89380186876016e-05,1.24369865009807e-07,2.717672912108274e-10,6.89380186876016e-05
1865,6.852708091693265e-05,1.2981141647320067e-07,4.0444694418947536e-10,6.852708091693265e-05
1866,6.803015795802432e-05,1.3090922327104897e-07,2.825881671521456e-10,6.803015795802432e-05
1867,6.802344328856893e-05,1.3733475055590005e-07,4.986504463312867e-10,6.802344328856893e-05
1868,6.727630638384394e-05,1.4522506575076477e-07,6.330855443056496e-10,6.727630638384394e-05
1869,6.746332655893639e-05,1.4909735414546178e-07,5.773672730389836e-10,6.746332655893639e-05
1870,6.81004042105217e-05,1.3773306558765137e-07,5.773672730389836e-10,6.81004042105217e-05
1871,6.726479477947578e-05,1.3928948711899076e-07,5.643291548348575e-10,6.726479477947578e-05
1872,6.785637274983205e-05,1.3799595624927212e-07,5.135529224098434e-10,6.785637274983205e-05
1873,6.792162977425116e-05,1.2509239358645834e-07,5.135529224098434e-10,6.792162977425116e-05
1874,6.811593838002799e-05,1.220461842064781e-07,3.372313579179982e-10,6.811593838002799e-05
1875,6.93625770509243e-05,1.1588614816966064e-07,2.4291129028876565e-10,6.93625770509243e-05
1876,6.983075997725661e-05,1.2070413341851755e-07,2.812432747007725e-10,6.983075997725661e-05
1877,7.050612891492034e-05,1.2060231670472733e-07,3.860982882614954e-10,7.050612891492034e-05
1878,7.102505540907649e-05,1.1803944590025952e-07,4.1380224643664375e-10,7.102505540907649e-05
1879,7.121010379965551e-05,1.1776085224417849e-07,3.3189882588300993e-10,7.121010379965551e-05
1880,7.186366565292701e-05,1.2506045164530276e-07,3.3189882588300993e-10,7.186366565292701e-05
1881,7.216053511781086e-05,1.2419165886155626e-07,3.2372370657134704e-10,7.216053511781086e-05
1882,7.151549341090555e-05,1.230166465201624e-07,3.160182552150051e-10,7.151549341090555e-05
1883,7.057956931281037e-05,1.1290698966247095e-07,3.098088987732847e-10,7.057956931281037e-05
1884,6.929225076289316e-05,1.0937019721625672e-07,2.3546479250529424e-10,6.929225076289316e-05
1885,6.835523423173331e-05,1.119069403492696e-07,1.5563198745611421e-10,6.835523423173331e-05
1886,6.724989465770445e-05,1.1057424639407795e-07,1.5563198745611421e-10,6.724989465770445e-05
1887,6.58561080594414e-05,1.0171060844348695e-07,1.5563198745611421e-10,6.58561080594414e-05
1888,6.569884759041347e-05,1.0352678105261606e-07,1.7807207692526513e-10,6.569884759041347e-05
1889,6.596785429532506e-05,1.0392866402396197e-07,2.503460772018684e-10,6.596785429532506e-05
1890,6.638552856332223e-05,1.0485972775800942e-07,2.688148295229961e-10,6.638552856332223e-05
1891,6.695092036222507e-05,1.1062722649057832e-07,2.3830392223026363e-10,6.695092036222507e-05
1892,6.675234284817375e-05,1.0487331536523925e-07,2.766953927884381e-10,6.675234284817375e-05
1893,6.713373503381652e-05,1.0080300378539115e-07,2.997570663909599e-10,6.713373503381652e-05
1894,6.712128898860621e-05,1.06378440786362e-07,3.4394061210196725e-10,6.712128898860621e-05
1895,6.653832575206511e-05,1.0566759251722552e-07,3.111061349013257e-10,6.653832575206511e-05
1896,6.543754196692524e-05,1.0648639049902289e-07,2.2580298147152027e-10,6.543754196692524e-05
1897,6.490581082679065e-05,1.072379386560637e-07,2.1236511160704907e-10,6.490581082679065e-05
1898,6.389426978005628e-05,1.0255831536401924e-07,2.6647961813365736e-10,6.389426978005628e-05
1899,6.398996109575299e-05,1.028337227434609e-07,2.5370658946715404e-10,6.398996109575299e-05
1900,6.33284538967668e-05,1.0480472464483423e-07,2.4871552040117706e-10,6.33284538967668e-05
1901,6.31478677470503e-05,1.0092943471460916e-07,2.2166866160094097e-10,6.31478677470503e-05
1902,6.300452306667077e-05,9.80971342252295e-08,2.349340345280433e-10,6.300452306667077e-05
1903,6.275152450793289e-05,9.64312261787979e-08,2.7931018807349414e-10,6.275152450793289e-05
1904,6.230285258165427e-05,9.511660132537664e-08,2.738641575421903e-10,6.230285258165427e-05
1905,6.239918937873361e-05,9.453924982543477e-08,2.5024337562446723e-10,6.239918937873361e-05
1906,6.205326124992487e-05,9.279434465270242e-08,1.956016559041223e-10,6.205326124992487e-05
1907,6.211121944943443e-05,9.239382693847022e-08,1.7753105136757748e-10,6.211121944943443e-05
1908,6.189521497747461e-05,9.274157974914488e-08,1.8784327268254027e-10,6.189521497747461e-05
1909,6.159765429661743e-05,9.056329933595667e-08,1.8096871025528672e-10,6.159765429661743e-05
1910,6.181296443433634e-05,8.876968645868796e-08,1.3098602064109954e-10,6.181296443433634e-05
1911,6.148210689259161e-05,8.608394149892515e-08,1.272344045598141e-10,6.148210689259161e-05
1912,6.126264114365248e-05,8.117039028223059e-08,1.255688955592582e-10,6.126264114365248e-05
1913,6.093130234928269e-05,7.898173086979504e-08,1.6846265156665397e-10,6.093130234928269e-05
1914,6.113151799321972e-05,7.525347659306395e-08,2.4154509642437816e-10,6.113151799321972e-05
1915,6.070851148771388e-05,7.035598262713652e-08,3.097285235826546e-10,6.070851148771388e-05
1916,6.068779475754127e-05,6.926012271638423e-08,3.42373955575237e-10,6.068779475754127e-05
1917,6.112391045982284e-05,6.856571742121429e-08,3.425658001313511e-10,6.112391045982284e-05
1918,6.182591356004455e-05,7.014538080544039e-08,3.5775065350605676e-10,6.182591356004455e-05
1919,6.251770641288854e-05,7.138498554175904e-08,3.4312818459574553e-10,6.251770641288854e-05
1920,6.31309106081192e-05,7.244817977282634e-08,3.2343608347140673e-10,6.31309106081192e-05
1921,6.273973797630918e-05,7.604971382793987e-08,3.065768551722771e-10,6.273973797630918e-05
1922,6.318203928198532e-05,7.82263853693621e-08,2.109445197882666e-10,6.318203928198532e-05
1923,6.382285885462937e-05,8.104019144639096e-08,1.998439588416342e-10,6.382285885462937e-05
1924,6.377604222507216e-05,8.566526738767217e-08,2.1029975479290386e-10,6.377604222507216e-05
1925,6.39681337426217e-05,8.911142604769598e-08,2.5917973818710497e-10,6.39681337426217e-05
1926,6.482021594170615e-05,9.338416313247372e-08,3.137428788990704e-10,6.482021594170615e-05
1927,6.535577423554579e-05,9.31770784973196e-08,3.3601798129659754e-10,6.535577423554579e-05
1928,6.61397841343257e-05,9.076251318772068e-08,3.0260425118048117e-10,6.61397841343257e-05
1929,6.655839492201007e-05,9.457494140211306e-08,4.0374744024264583e-10,6.655839492201007e-05
1930,6.668654948173623e-05,9.313423378541432e-08,3.546405510527048e-10,6.668654948173623e-05
1931,6.681809048002054e-05,9.109040328374768e-08,3.5645203059050546e-10,6.681809048002054e-05
1932,6.677981166701232e-05,8.692215353838556e-08,2.880745760983469e-10,6.677981166701232e-05
1933,6.579238314381135e-05,8.356142647666534e-08,2.4247284735601227e-10,6.579238314381135e-05
1934,6.577923756724755e-05,8.539521648539708e-08,2.419318396411947e-10,6.577923756724755e-05
1935,6.624774271455993e-05,8.578827248584275e-08,2.1912235319871646e-10,6.624774271455993e-05
1936,6.59719475411943e-05,8.279094337077758e-08,1.5985402882342673e-10,6.59719475411943e-05
1937,6.576180333338146e-05,8.468111088534767e-08,1.5985402882342673e-10,6.576180333338146e-05
1938,6.52522565880125e-05,8.410221243236395e-08,1.9887777139412525e-10,6.52522565880125e-05
1939,6.511875004174985e-05,8.587022546992427e-08,1.752345253030236e-10,6.511875004174985e-05
1940,6.443986889540351e-05,8.784386551496937e-08,1.520673666353746e-10,6.443986889540351e-05
1941,6.414817991234096e-05,9.203464149517718e-08,1.0713161706960811e-10,6.414817991234096e-05
1942,6.303735114800344e-05,9.842308961489315e-08,1.0713161706960811e-10,6.303735114800344e-05
1943,6.326522270683199e-05,1.0300936180231344e-07,8.671007761013832e-11,6.326522270683199e-05
1944,6.268262014990407e-05,1.041902513471931e-07,8.671007761013832e-11,6.268262014990407e-05
1945,6.319042690198071e-05,1.0574485794937313e-07,4.0222745769012496e-11,6.319042690198071e-05
1946,6.329784810077399e-05,1.0661590721383618e-07,5.677084992581984e-11,6.329784810077399e-05
1947,6.382726028927468e-05,1.0840045661097975e-07,7.332782595411861e-11,6.382726028927468e-05
1948,6.356485703560923e-05,1.0710593605673629e-07,7.332782595411861e-11,6.356485703560923e-05
1949,6.404110899893567e-05,1.0522183759219064e-07,1.243463130081882e-10,6.404110899893567e-05
1950,6.343536785737212e-05,1.0342647474966985e-07,1.1981296312222967e-10,6.343536785737212e-05
1951,6.372349473947127e-05,1.0400256554378626e-07,2.356566549042784e-10,6.372349473947127e-05
1952,6.32992378086783e-05,1.0772703973316311e-07,2.796230310789635e-10,6.32992378086783e-05
1953,6.303394599984e-05,1.1151315553498925e-07,2.6307492692215616e-10,6.303394599984e-05
1954,6.282209506025538e-05,1.1687729539744396e-07,3.626455980747829e-10,6.282209506025538e-05
1955,6.330351087464286e-05,1.17680469559543e-07,4.061283551523179e-10,6.330351087464286e-05
1956,6.29917111447347e-05,1.2115719881324238e-07,4.089818900210318e-10,6.29917111447347e-05
1957,6.335379086002442e-05,1.225154408400288e-07,4.430368175497737e-10,6.335379086002442e-05
1958,6.313398106223238e-05,1.255442419229829e-07,3.6289854851315594e-10,6.313398106223238e-05
1959,6.325961502235649e-05,1.2438647343872488e-07,3.114566907951628e-10,6.325961502235649e-05
1960,6.279902143952703e-05,1.2315930015509885e-07,3.326324126854249e-10,6.279902143952703e-05
1961,6.264012751801471e-05,1.1870249595956142e-07,2.2776033440205116e-10,6.264012751801471e-05
1962,6.155504317056122e-05,1.3683424425283063e-07,1.9447933343106983e-10,6.155504317056122e-05
1963,6.056095506729824e-05,1.3223109566037499e-07,1.6041502451776982e-10,6.056095506729824e-05
1964,5.9215699106321805e-05,1.3077087044978596e-07,1.4541336190720955e-10,5.9215699106321805e-05
1965,5.8136008322305444e-05,1.2642111154751286e-07,1.1852302076295222e-10,5.8136008322305444e-05
1966,5.618893088207447e-05,1.225213779321166e-07,1.775736532023358e-10,5.618893088207447e-05
1967,5.5790932882311086e-05,1.1878067596171604e-07,2.0946600505698599e-10,5.5790932882311086e-05
1968,5.419826525862196e-05,1.1920228359940666e-07,2.2478005964491184e-10,5.419826525862196e-05
1969,5.3111118696896096e-05,9.759977867166267e-08,2.7741650246834327e-10,5.3111118696896096e-05
1970,5.214284673067076e-05,9.50120997751063e-08,2.7514780731596744e-10,5.214284673067076e-05
1971,5.164434073127008e-05,9.150569927182265e-08,2.6602726965752055e-10,5.164434073127008e-05
1972,5.1067994458467835e-05,9.168024510992317e-08,2.746030783714762e-10,5.1067994458467835e-05
1973,5.0830219281903866e-05,9.116572791916561e-08,2.2076670055540656e-10,5.0830219281903866e-05
1974,4.994856603194161e-05,8.84688101824135e-08,2.1658364585912844e-10,4.994856603194161e-05
1975,4.9806261293789635e-05,8.266368618186399e-08,2.1434252190604449e-10,4.9806261293789635e-05
1976,4.963185555035514e-05,8.094881971081642e-08,2.318686334204908e-10,4.963185555035514e-05
1977,4.988811217897039e-05,7.980339132375645e-08,2.3840884821879627e-10,4.988811217897039e-05
1978,4.9990567016980746e-05,7.867674867156893e-08,2.605157161423526e-10,4.9990567016980746e-05
1979,5.00754732846482e-05,7.63919680529008e-08,2.756356294002822e-10,5.00754732846482e-05
1980,5.06039203693425e-05,7.42878236386397e-08,2.7480109061300036e-10,5.06039203693425e-05
1981,5.070510243448163e-05,7.844809398907923e-08,4.166610310742312e-10,5.070510243448163e-05
1982,5.096051401259112e-05,7.659669876147746e-08,5.257394361127662e-10,5.096051401259112e-05
1983,5.106545255070419e-05,7.724062304045479e-08,4.749851484353584e-10,5.106545255070419e-05
1984,5.12056628524858e-05,8.142172142860155e-08,4.729576968160692e-10,5.12056628524858e-05
1985,5.086342363418745e-05,8.234278173599055e-08,5.759137016487464e-10,5.086342363418745e-05
1986,5.087132428473394e-05,8.106959065961356e-08,6.055798917881106e-10,5.087132428473394e-05
1987,5.054174575239553e-05,8.048032132787089e-08,6.434059773059125e-10,5.054174575239553e-05
1988,5.0638909410086595e-05,7.607847253763924e-08,5.635635747751927e-10,5.0638909410086595e-05
1989,5.051721538101057e-05,7.560615143477532e-08,4.634167295934434e-10,5.051721538101057e-05
1990,5.044753405465079e-05,7.378433813138535e-08,4.4712163138616035e-10,5.044753405465079e-05
1991,5.014993699400553e-05,6.752217375703497e-08,4.2506985035003654e-10,5.014993699400553e-05
1992,5.007683544785583e-05,6.590073045994619e-08,3.4950242501695175e-10,5.007683544785583e-05
1993,4.9822286590434874e-05,6.45786936307299e-08,3.2597358740853773e-10,4.9822286590434874e-05
1994,4.950328885960127e-05,6.379950028596276e-08,3.1799575472835073e-10,4.950328885960127e-05
1995,4.897532874435585e-05,6.188627312196462e-08,2.773516396706707e-10,4.897532874435585e-05
1996,4.878235111911116e-05,6.132872647819048e-08,3.071119707748997e-10,4.878235111911116e-05
1997,4.896821701549925e-05,6.024983635809025e-08,3.053020951128614e-10,4.896821701549925e-05
1998,4.907707729476637e-05,5.9458037477660193e-08,3.168576700621603e-10,4.907707729476637e-05
1999,4.932956497733747e-05,5.694952319247802e-08,2.622024968178062e-10,4.932956497733747e-05
2000,4.981204775893795e-05,5.64201302820168e-08,2.391316281895912e-10,4.981204775893795e-05
2001,5.03758284529405e-05,5.437936069694972e-08,2.544584830542286e-10,5.03758284529405e-05
2002,5.089746939899799e-05,5.2989301581517016e-08,2.2714847165903962e-10,5.089746939899799e-05
2003,5.17755288456101e-05,5.2494858238105735e-08,1.7960249260040584e-10,5.17755288456101e-05
2004,5.251792026683688e-05,5.1501965612845065e-08,1.781905357394515e-10,5.251792026683688e-05
2005,5.3597426033645335e-05,5.1026468891482834e-08,1.6663496079015261e-10,5.3597426033645335e-05
2006,5.550319838221185e-05,4.974063218453141e-08,1.912611349059417e-10,5.550319838221185e-05
2007,5.731470706190781e-05,4.8131786302617133e-08,1.9178533067210068e-10,5.731470706190781e-05
2008,6.004551427655055e-05,5.091452288346383e-08,1.4151872729240011e-10,6.004551427655055e-05
2009,6.290678200977189e-05,5.771902371926834e-08,1.151650134383659e-10,6.290678200977189e-05
2010,6.514598343138849e-05,6.388247442146167e-08,1.2425397912955002e-10,6.514598343138849e-05
2011,6.800039253513595e-05,7.097942855693873e-08,1.1416088709280205e-10,6.800039253513595e-05
2012,7.0348364325972e-05,7.63108123992749e-08,1.1416088709280205e-10,7.0348364325972e-05
2013,7.135906136162313e-05,8.281907122003368e-08,9.459685019435377e-11,7.135906136162313e-05
2014,7.281213765963912e-05,9.202413459823739e-08,8.888686711275692e-11,7.281213765963912e-05
2015,7.285600128982748e-05,1.1060029996607617e-07,8.373537924552136e-11,7.285600128982748e-05
2016,7.293524998073866e-05,1.0968590556460964e-07,7.339914836638047e-11,7.293524998073866e-05
2017,7.345506431496081e-05,1.1187583126570644e-07,5.697506644715874e-11,7.345506431496081e-05
2018,7.287465123226867e-05,1.1414849012680862e-07,6.837007973659049e-11,7.287465123226867e-05
2019,7.243316395033617e-05,1.205478987742481e-07,8.54625996707381e-11,7.243316395033617e-05
