ngram,confusion,confusin,confuson,confusion
1663,2.628866176174987e-05,0.0,0.0,2.628866176174987e-05
1664,2.521812517183467e-05,0.0,0.0,2.521812517183467e-05
1665,2.4619173408219857e-05,0.0,0.0,2.4619173408219857e-05
1666,2.107605632772902e-05,0.0,0.0,2.107605632772902e-05
1667,1.7498781874434955e-05,0.0,0.0,1.7498781874434955e-05
1668,1.784278200440375e-05,0.0,0.0,1.784278200440375e-05
1669,1.7706576337721864e-05,0.0,0.0,1.7706576337721864e-05
1670,1.9264576621935703e-05,0.0,0.0,1.9264576621935703e-05
1671,1.815387531678425e-05,0.0,0.0,1.815387531678425e-05
1672,1.8413516954751685e-05,0.0,0.0,1.8413516954751685e-05
1673,2.0810790504453636e-05,0.0,0.0,2.0810790504453636e-05
1674,2.0784516501797562e-05,0.0,0.0,2.0784516501797562e-05
1675,2.227152916540425e-05,0.0,0.0,2.227152916540425e-05
1676,2.2193228687683586e-05,0.0,0.0,2.2193228687683586e-05
1677,1.9770163297445314e-05,0.0,0.0,1.9770163297445314e-05
1678,2.0406248950166628e-05,0.0,0.0,2.0406248950166628e-05
1679,2.037942639227757e-05,0.0,0.0,2.037942639227757e-05
1680,1.848654366248021e-05,0.0,0.0,1.848654366248021e-05
1681,1.85793581165074e-05,0.0,0.0,1.85793581165074e-05
1682,1.6634676545176523e-05,0.0,0.0,1.6634676545176523e-05
1683,1.6778778834642643e-05,0.0,0.0,1.6778778834642643e-05
1684,1.6280467467108144e-05,0.0,0.0,1.6280467467108144e-05
1685,1.4642450748527023e-05,0.0,0.0,1.4642450748527023e-05
1686,1.5641663724506672e-05,0.0,0.0,1.5641663724506672e-05
1687,1.5569406449295847e-05,0.0,4.1200089689092627e-08,1.5569406449295847e-05
1688,1.5096484795711668e-05,0.0,4.1200089689092627e-08,1.5096484795711668e-05
1689,1.4259924942702387e-05,0.0,4.1200089689092627e-08,1.4259924942702387e-05
1690,1.3509716414513864e-05,0.0,4.1200089689092627e-08,1.3509716414513864e-05
1691,1.4213914775090026e-05,0.0,4.1200089689092627e-08,1.4213914775090026e-05
1692,1.5012781139895587e-05,0.0,4.1200089689092627e-08,1.5012781139895587e-05
1693,1.2818475300134327e-05,0.0,4.1200089689092627e-08,1.2818475300134327e-05
1694,1.167253328406202e-05,0.0,0.0,1.167253328406202e-05
1695,1.0723273395082547e-05,0.0,0.0,1.0723273395082547e-05
1696,1.1129655376862502e-05,0.0,0.0,1.1129655376862502e-05
1697,1.2038951289079186e-05,0.0,0.0,1.2038951289079186e-05
1698,1.071669320091522e-05,0.0,0.0,1.071669320091522e-05
1699,9.983967759451065e-06,0.0,0.0,9.983967759451065e-06
1700,1.1010681451547758e-05,0.0,0.0,1.1010681451547758e-05
1701,1.153603534476133e-05,0.0,0.0,1.153603534476133e-05
1702,1.1158422564351764e-05,0.0,0.0,1.1158422564351764e-05
1703,1.0844157714018365e-05,0.0,0.0,1.0844157714018365e-05
1704,1.1086364988191885e-05,0.0,0.0,1.1086364988191885e-05
1705,1.1448182379224039e-05,0.0,0.0,1.1448182379224039e-05
1706,1.145189675558608e-05,0.0,0.0,1.145189675558608e-05
1707,9.893950391415274e-06,0.0,0.0,9.893950391415274e-06
1708,8.838727613432898e-06,0.0,0.0,8.838727613432898e-06
1709,9.899798637239396e-06,0.0,0.0,9.899798637239396e-06
1710,9.744168632356118e-06,0.0,0.0,9.744168632356118e-06
1711,8.062287568983656e-06,0.0,0.0,8.062287568983656e-06
1712,7.015857980669742e-06,0.0,0.0,7.015857980669742e-06
1713,7.346343669009262e-06,0.0,0.0,7.346343669009262e-06
1714,8.725957871190206e-06,0.0,0.0,8.725957871190206e-06
1715,9.031175522977719e-06,0.0,0.0,9.031175522977719e-06
1716,8.090073346725798e-06,0.0,0.0,8.090073346725798e-06
1717,8.359900415858387e-06,0.0,0.0,8.359900415858387e-06
1718,1.0141062700443268e-05,0.0,0.0,1.0141062700443268e-05
1719,1.0246851746030319e-05,0.0,0.0,1.0246851746030319e-05
1720,9.980731777302157e-06,0.0,0.0,9.980731777302157e-06
1721,9.406698479454332e-06,0.0,0.0,9.406698479454332e-06
1722,9.376817745630564e-06,0.0,0.0,9.376817745630564e-06
1723,9.845083760800272e-06,0.0,0.0,9.845083760800272e-06
1724,9.865698627566286e-06,0.0,0.0,9.865698627566286e-06
1725,9.14371405867444e-06,0.0,0.0,9.14371405867444e-06
1726,1.0065379033871327e-05,0.0,0.0,1.0065379033871327e-05
1727,1.0673568665099862e-05,0.0,0.0,1.0673568665099862e-05
1728,1.1192913526818821e-05,0.0,0.0,1.1192913526818821e-05
1729,1.1427201960551819e-05,0.0,0.0,1.1427201960551819e-05
1730,1.1588133539979545e-05,0.0,0.0,1.1588133539979545e-05
1731,1.1533947664637318e-05,0.0,0.0,1.1533947664637318e-05
1732,1.0581614787952276e-05,0.0,0.0,1.0581614787952276e-05
1733,1.0436288968256641e-05,0.0,0.0,1.0436288968256641e-05
1734,1.0651529724522593e-05,0.0,0.0,1.0651529724522593e-05
1735,1.007881428449764e-05,0.0,0.0,1.007881428449764e-05
1736,1.0112204823339458e-05,0.0,0.0,1.0112204823339458e-05
1737,9.711391807546274e-06,0.0,0.0,9.711391807546274e-06
1738,1.012378450988243e-05,0.0,0.0,1.012378450988243e-05
1739,1.0375609625563292e-05,0.0,0.0,1.0375609625563292e-05
1740,9.954639608622529e-06,0.0,0.0,9.954639608622529e-06
1741,9.750073851526914e-06,0.0,0.0,9.750073851526914e-06
1742,1.0701613324012474e-05,0.0,0.0,1.0701613324012474e-05
1743,1.1207348247158474e-05,0.0,0.0,1.1207348247158474e-05
1744,1.275485257273041e-05,0.0,0.0,1.275485257273041e-05
1745,1.4068996149165156e-05,0.0,0.0,1.4068996149165156e-05
1746,1.5272510998849092e-05,0.0,0.0,1.5272510998849092e-05
1747,1.706747765898139e-05,0.0,0.0,1.706747765898139e-05
1748,1.7303571179841777e-05,0.0,0.0,1.7303571179841777e-05
1749,1.7958997237396295e-05,0.0,0.0,1.7958997237396295e-05
1750,1.933354581394399e-05,0.0,0.0,1.933354581394399e-05
1751,1.9765566451366923e-05,0.0,0.0,1.9765566451366923e-05
1752,2.007005176502779e-05,0.0,0.0,2.007005176502779e-05
1753,2.10055899775138e-05,0.0,0.0,2.10055899775138e-05
1754,2.2182193138827904e-05,0.0,0.0,2.2182193138827904e-05
1755,2.4449369448120706e-05,0.0,0.0,2.4449369448120706e-05
1756,2.6551870178082027e-05,0.0,0.0,2.6551870178082027e-05
1757,2.8874682746910757e-05,0.0,0.0,2.8874682746910757e-05
1758,3.0354573027580045e-05,0.0,0.0,3.0354573027580045e-05
1759,3.128568226072405e-05,0.0,0.0,3.128568226072405e-05
1760,3.113153408256559e-05,0.0,0.0,3.113153408256559e-05
1761,3.06254239278912e-05,0.0,0.0,3.06254239278912e-05
1762,2.9718451384854105e-05,0.0,0.0,2.9718451384854105e-05
1763,2.855427763799006e-05,0.0,0.0,2.855427763799006e-05
1764,2.758302720654423e-05,0.0,0.0,2.758302720654423e-05
1765,2.776376147396929e-05,0.0,2.9474084125727782e-09,2.776376147396929e-05
1766,2.7479836197536705e-05,0.0,2.9474084125727782e-09,2.7479836197536705e-05
1767,3.0022539379258107e-05,0.0,2.9474084125727782e-09,3.0022539379258107e-05
1768,3.042143388094181e-05,0.0,2.9474084125727782e-09,3.042143388094181e-05
1769,3.094909438264689e-05,0.0,5.993668038075027e-09,3.094909438264689e-05
1770,3.170072912845561e-05,0.0,5.993668038075027e-09,3.170072912845561e-05
1771,3.178497588253647e-05,0.0,5.993668038075027e-09,3.178497588253647e-05
1772,3.185510623942329e-05,0.0,3.046259625502249e-09,3.185510623942329e-05
1773,3.23590128183631e-05,0.0,3.046259625502249e-09,3.23590128183631e-05
1774,3.148935762250663e-05,0.0,3.046259625502249e-09,3.148935762250663e-05
1775,3.179226275408707e-05,0.0,3.046259625502249e-09,3.179226275408707e-05
1776,3.2973400915839844e-05,0.0,0.0,3.2973400915839844e-05
1777,3.273453226678872e-05,0.0,0.0,3.273453226678872e-05
1778,3.243346665320652e-05,0.0,0.0,3.243346665320652e-05
1779,3.151069332878771e-05,0.0,0.0,3.151069332878771e-05
1780,3.1327883854308834e-05,0.0,0.0,3.1327883854308834e-05
1781,3.023516780688494e-05,0.0,0.0,3.023516780688494e-05
1782,3.0102659366093576e-05,0.0,4.316266962892509e-09,3.0102659366093576e-05
1783,2.9498909238360022e-05,0.0,4.316266962892509e-09,2.9498909238360022e-05
1784,2.9285152257736108e-05,0.0,4.316266962892509e-09,2.9285152257736108e-05
1785,2.9982569425815848e-05,0.0,4.316266962892509e-09,2.9982569425815848e-05
1786,3.0022834315397112e-05,0.0,4.316266962892509e-09,3.0022834315397112e-05
1787,2.9963262672286612e-05,0.0,4.316266962892509e-09,2.9963262672286612e-05
1788,3.097983790212311e-05,0.0,4.316266962892509e-09,3.097983790212311e-05
1789,3.235702258409999e-05,0.0,1.163384817053676e-09,3.235702258409999e-05
1790,3.2764830133861066e-05,0.0,1.163384817053676e-09,3.2764830133861066e-05
1791,3.329131920639027e-05,0.0,1.163384817053676e-09,3.329131920639027e-05
1792,3.3525045832253196e-05,0.0,1.163384817053676e-09,3.3525045832253196e-05
1793,3.412127963591567e-05,0.0,2.1494069381487536e-09,3.412127963591567e-05
1794,3.434095352921369e-05,0.0,2.1494069381487536e-09,3.434095352921369e-05
1795,3.3801715939521925e-05,0.0,3.0626790627406665e-09,3.3801715939521925e-05
1796,3.28371214501593e-05,0.0,1.89929424568699e-09,3.28371214501593e-05
1797,3.271318642613811e-05,0.0,3.0331415474498566e-09,3.271318642613811e-05
1798,3.330852294831337e-05,0.0,3.0331415474498566e-09,3.330852294831337e-05
1799,3.316041771280912e-05,0.0,4.835450325860588e-09,3.316041771280912e-05
1800,3.2896586812317506e-05,0.0,3.84942820476551e-09,3.2896586812317506e-05
1801,3.443180711266385e-05,0.0,5.242449648993183e-09,3.443180711266385e-05
1802,3.6020560011300926e-05,0.0,4.763304322403477e-09,3.6020560011300926e-05
1803,3.672390344685742e-05,0.0,5.1143042816599e-09,3.672390344685742e-05
1804,3.70262647006062e-05,0.0,4.285534530420623e-09,3.70262647006062e-05
1805,3.7557016185019165e-05,0.0,4.545212032144466e-09,3.7557016185019165e-05
1806,3.761264192040211e-05,0.0,3.0014533556967292e-09,3.761264192040211e-05
1807,3.8883670120932425e-05,0.0,3.4198958109854516e-09,3.8883670120932425e-05
1808,3.831209219892376e-05,0.0,2.026874366757779e-09,3.831209219892376e-05
1809,3.7464375054696575e-05,0.0,1.954597198380473e-09,3.7464375054696575e-05
1810,3.7193561313740376e-05,0.0,1.8215348911760592e-09,3.7193561313740376e-05
1811,3.711749169659535e-05,0.0,1.9852252223070568e-09,3.711749169659535e-05
1812,3.6678850197599134e-05,0.0,1.7255477205832141e-09,3.6678850197599134e-05
1813,3.6841679372758206e-05,0.0,1.854956426556547e-09,3.6841679372758206e-05
1814,3.674828414140003e-05,2.0895813650818289e-10,2.48130463794841e-09,3.674828414140003e-05
1815,3.628391173801252e-05,2.0895813650818289e-10,2.48130463794841e-09,3.628391173801252e-05
1816,3.5974581676003125e-05,2.0895813650818289e-10,2.4998004460081394e-09,3.5974581676003125e-05
1817,3.679964876417736e-05,2.0895813650818289e-10,2.4532103650086258e-09,3.679964876417736e-05
1818,3.696403291542083e-05,3.879930028054852e-10,2.7005819485432473e-09,3.696403291542083e-05
1819,3.687583115866541e-05,5.382904439648379e-10,2.7005819485432473e-09,3.687583115866541e-05
1820,3.7114998641689976e-05,5.382904439648379e-10,2.3126231406069208e-09,3.7114998641689976e-05
1821,3.6893837594626735e-05,3.29332307456655e-10,1.524940983012511e-09,3.6893837594626735e-05
1822,3.7073064179691884e-05,3.29332307456655e-10,1.649709884572153e-09,3.7073064179691884e-05
1823,3.753486765033033e-05,3.29332307456655e-10,1.4098272152881668e-09,3.753486765033033e-05
1824,3.705011580937675e-05,7.31692357496578e-10,1.909079727635543e-09,3.705011580937675e-05
1825,3.6844626655303205e-05,6.792742955420903e-10,1.192940262446334e-09,3.6844626655303205e-05
1826,3.645309230445751e-05,8.844715991353423e-10,1.7854314614064647e-09,3.645309230445751e-05
1827,3.5991773204711664e-05,8.844715991353423e-10,2.09914327983388e-09,3.5991773204711664e-05
1828,3.591187643386158e-05,9.948009083160514e-10,2.6143399112221744e-09,3.591187643386158e-05
1829,3.502304415243478e-05,9.948009083160514e-10,2.700393845042218e-09,3.502304415243478e-05
1830,3.4750279415415465e-05,9.948009083160514e-10,3.227062886753832e-09,3.4750279415415465e-05
1831,3.419267445029358e-05,1.1498088513052706e-09,2.7422521237901218e-09,3.419267445029358e-05
1832,3.394748559263202e-05,1.193490964787206e-09,2.8274015827024967e-09,3.394748559263202e-05
1833,3.3924117815331556e-05,1.002952744664855e-09,3.1421712533484326e-09,3.3924117815331556e-05
1834,3.364973105947554e-05,1.002952744664855e-09,3.1607002094956117e-09,3.364973105947554e-05
1835,3.287087097955269e-05,8.926234354841459e-10,2.723528672429357e-09,3.287087097955269e-05
1836,3.333172727642315e-05,8.926234354841459e-10,2.81295055502641e-09,3.333172727642315e-05
1837,3.3223140884989076e-05,8.926234354841459e-10,2.2232601553413237e-09,3.3223140884989076e-05
1838,3.33467178279534e-05,7.168841710734699e-10,2.2664480847645052e-09,3.33467178279534e-05
1839,3.336090074818847e-05,9.254924445859355e-10,2.2570800625335406e-09,3.336090074818847e-05
1840,3.3369351772957346e-05,9.117078520708738e-10,1.4254051589850697e-09,3.3369351772957346e-05
1841,3.322542761452496e-05,9.816854630782602e-10,1.0931643844104754e-09,3.322542761452496e-05
1842,3.325848125054368e-05,1.1033163430492925e-09,1.0621079888600044e-09,3.325848125054368e-05
1843,3.289845439472369e-05,1.168890872982331e-09,9.585868606823818e-10,3.289845439472369e-05
1844,3.267413610176716e-05,1.2356737300045495e-09,1.0814940133917007e-09,3.267413610176716e-05
1845,3.239458341600506e-05,8.540450013860834e-10,1.4531656275121714e-09,3.239458341600506e-05
1846,3.216081833150903e-05,4.751378100488677e-10,2.160030202321853e-09,3.216081833150903e-05
1847,3.1808089780887326e-05,3.845713430245772e-10,2.1450497013551585e-09,3.1808089780887326e-05
1848,3.139218850784735e-05,4.786567491572263e-10,2.4184880844023228e-09,3.139218850784735e-05
1849,3.1116897454402146e-05,5.18244479076811e-10,2.114410876544578e-09,3.1116897454402146e-05
1850,3.092563903399943e-05,7.374894187403161e-10,2.0126271046575337e-09,3.092563903399943e-05
1851,3.072979779972229e-05,7.635637519090973e-10,2.0444215130334597e-09,3.072979779972229e-05
1852,3.0438675301931134e-05,1.269179459941126e-09,2.0505114986920805e-09,3.0438675301931134e-05
1853,3.032279788125639e-05,1.365698141876846e-09,1.2678654872009888e-09,3.032279788125639e-05
1854,3.0140761217418393e-05,1.5576019759703082e-09,1.2072600221100872e-09,3.0140761217418393e-05
1855,2.9940756056540912e-05,1.4460407078103238e-09,1.1438286349831272e-09,2.9940756056540912e-05
1856,2.9691562303924002e-05,1.334520902515227e-09,1.2929250527347692e-09,2.9691562303924002e-05
1857,2.9498310271134998e-05,1.24223833997128e-09,1.1979852348226976e-09,2.9498310271134998e-05
1858,2.9085668627106186e-05,1.2645881762386934e-09,1.0234457765394873e-09,2.9085668627106186e-05
1859,2.879654311982449e-05,7.589724682066645e-10,4.776363154197177e-10,2.879654311982449e-05
1860,2.859670686510591e-05,9.674298306894258e-10,5.386315243034139e-10,2.859670686510591e-05
1861,2.8383032258716412e-05,1.1103272864624154e-09,5.951182047159165e-10,2.8383032258716412e-05
1862,2.8346807084744796e-05,1.2249803512823627e-09,4.4082948006237844e-10,2.8346807084744796e-05
1863,2.8568087925253038e-05,1.4617088412676488e-09,7.691118654649744e-10,2.8568087925253038e-05
1864,2.8371188818709925e-05,1.6459329058423781e-09,1.0987777156388846e-09,2.8371188818709925e-05
1865,2.8115433971314424e-05,1.7960851853412611e-09,1.3065335083669742e-09,2.8115433971314424e-05
1866,2.7636045550545013e-05,2.1057625167385042e-09,1.864958782642796e-09,2.7636045550545013e-05
1867,2.702700008480211e-05,2.016848751499164e-09,1.8471760311809605e-09,2.702700008480211e-05
1868,2.6734827770269476e-05,2.1591823884392625e-09,1.8355010487715516e-09,2.6734827770269476e-05
1869,2.6226961511253777e-05,2.348300554011473e-09,2.096469866755665e-09,2.6226961511253777e-05
1870,2.5589062456024942e-05,2.1463461801524933e-09,1.6190910636014267e-09,2.5589062456024942e-05
1871,2.521563432570214e-05,1.9724655242470135e-09,1.2894252134275165e-09,2.521563432570214e-05
1872,2.5084607321852153e-05,1.952816479950619e-09,1.0650176177470376e-09,2.5084607321852153e-05
