ngram,family,fmily,famly,famliy
1911,0.00012162246067808675,1.4201233443168959e-10,1.7616475770207022e-08,9.036554171615307e-09
1912,0.00012065955525031313,1.4117957993141162e-10,1.6922174772560084e-08,8.975187640710861e-09
1913,0.00011913242633454502,2.400479458066128e-10,1.5599125419945333e-08,8.99707387956385e-09
1914,0.00011669846987518082,2.6924723958313534e-10,1.417546499230379e-08,9.037420145574515e-09
1915,0.00011439653254845845,3.1927767572627527e-10,1.0898492648030761e-08,9.758692457292487e-09
1916,0.00011252777871309913,3.544648106780711e-10,1.0075085147117794e-08,1.0241542344350104e-08
1917,0.00011190222617837467,3.8258812487138426e-10,1.0438616828066318e-08,1.0333049463692338e-08
1918,0.00011043985328537278,3.829904320272272e-10,1.0917393338567244e-08,1.0398822247736916e-08
1919,0.00011128740879939869,5.390452806341983e-10,1.040564409241337e-08,1.0763208102559929e-08
1920,0.0001127128821930715,4.246619286377548e-10,1.0723514901453005e-08,1.107029046210073e-08
1921,0.00011505436954653956,3.808124609301038e-10,1.1087960391112769e-08,1.091190655293823e-08
1922,0.00011711614206433296,3.6536016275893045e-10,1.119483718424265e-08,1.0093307903754782e-08
1923,0.00012048306442531092,3.2415588070909354e-10,1.1298232064202044e-08,9.870450996223618e-09
1924,0.0001237863304725449,3.3110173729739804e-10,1.1000627583460495e-08,9.370306181771021e-09
1925,0.00012746409213702594,3.6273184852600847e-10,1.0387888327301198e-08,9.467889710330318e-09
1926,0.00012940939632244408,1.9226289211487265e-10,1.0354637338037622e-08,9.313244397901599e-09
1927,0.00013187172797708108,2.3773964939545675e-10,1.039366605480398e-08,8.896578965586092e-09
1928,0.00013361766052964543,2.3773964939545675e-10,9.975796633199252e-09,8.905186683299299e-09
1929,0.00013592468375074013,2.400086518417055e-10,9.357419918286171e-09,9.028693094746489e-09
1930,0.0001366959893078144,2.1812915561105128e-10,8.561248281730677e-09,8.375470095245419e-09
1931,0.00013700224060033049,2.7421813431072195e-10,8.80016282067686e-09,8.067114531939978e-09
1932,0.0001383646304020658,2.518510301101935e-10,9.088313593760437e-09,7.658091367395464e-09
1933,0.00013954724168537984,3.2135250611314044e-10,9.103697985933325e-09,7.906124072880921e-09
1934,0.0001407216041116044,4.5561874709562234e-10,9.018441105013153e-09,7.915607788281217e-09
1935,0.00014106466135542308,7.00064417150489e-10,8.924177968034591e-09,7.812537347210276e-09
1936,0.0001437232006407742,7.751174127149493e-10,8.828035953050467e-09,8.64279511450913e-09
1937,0.0001467046427673527,8.825445295203491e-10,8.918818318802226e-09,9.21079815593576e-09
1938,0.0001501905852429835,9.298782458319213e-10,9.277610425937967e-09,9.959256149930492e-09
1939,0.0001513509965401941,9.560230504071905e-10,9.89407184753028e-09,1.0288124764810748e-08
1940,0.00015178393057015325,9.896946238731529e-10,1.0007929849921636e-08,1.0051849257714757e-08
1941,0.000150881807452866,8.926873327842953e-10,1.1157260766075133e-08,1.0550480489257552e-08
1942,0.0001508167853379356,7.47873846185243e-10,1.2097397623327716e-08,1.075875363401987e-08
1943,0.00014849135602292205,8.153291890839703e-10,1.283476322048013e-08,1.0292367720004286e-08
1944,0.000146630617174586,8.893592251535409e-10,1.2890480302222126e-08,1.0510268591953524e-08
1945,0.00014525192299125983,8.30940574284408e-10,1.2714127782333305e-08,1.0198674920453804e-08
1946,0.00014440086462335394,8.804411485588811e-10,1.207149186959506e-08,1.0202996162230908e-08
1947,0.00014571064509384866,8.434960032031671e-10,1.2253142246874762e-08,1.0029629444423854e-08
1948,0.00014671594336895005,8.462602999311944e-10,1.1278635168667149e-08,9.81517242085569e-09
1949,0.0001478213130862319,7.976466035294497e-10,1.1214387386969195e-08,9.622262225101558e-09
1950,0.00014897422391056483,7.230064999078475e-10,1.0772545902934131e-08,9.389527631599646e-09
1951,0.00014989175542723387,6.301656458556388e-10,1.0938816582698304e-08,9.345098028745724e-09
1952,0.0001504832970178021,5.833703877110099e-10,1.1049624199748515e-08,9.307809380386191e-09
1953,0.00015233801760976867,5.468387092350773e-10,1.1516925445066915e-08,9.142387926073882e-09
1954,0.00015222989895846695,6.257703720282035e-10,1.1068322004957411e-08,9.263302379127123e-09
1955,0.00015331565685171102,5.98247376240987e-10,1.0521608219603098e-08,9.110213789702876e-09
1956,0.0001544385533114629,6.41504928543059e-10,1.0082077014520304e-08,9.144001746262477e-09
1957,0.0001553928679121392,6.377586316195862e-10,1.0186084991354555e-08,9.225838505853647e-09
1958,0.0001554776432125696,5.933257853283993e-10,9.729516176853231e-09,9.480203796588934e-09
1959,0.00015510995789164945,7.156830287132923e-10,9.67953698146776e-09,9.483505155774959e-09
1960,0.00015515465929638594,8.329197212894205e-10,9.250926564468337e-09,9.408335063402059e-09
1961,0.00015620327862312218,7.890602734697946e-10,9.317670000643017e-09,9.083770814908933e-09
1962,0.0001572628368324201,7.922938019940976e-10,9.651320948782832e-09,9.03516309388611e-09
1963,0.00015847272048371712,8.267679001734101e-10,9.326604568014675e-09,9.041626748894162e-09
1964,0.00015986238681112548,8.379807086329144e-10,9.514314225356202e-09,9.003815090328056e-09
1965,0.0001624356664251536,8.37090515951441e-10,9.951420639911897e-09,8.66952947526605e-09
1966,0.00016541251638305506,8.523359240619754e-10,1.029595177369304e-08,8.816501433679086e-09
1967,0.0001686643497253369,7.607890745957896e-10,1.0681235324787913e-08,8.859942620834512e-09
1968,0.00017152086573852493,7.834805344180446e-10,1.0760528722032956e-08,8.884996484580045e-09
1969,0.0001756203211178737,8.210157395208536e-10,1.09632234719064e-08,9.263570862775135e-09
1970,0.00017815620646745498,8.062692180565989e-10,1.1592622988538487e-08,8.966718669155073e-09
1971,0.00018078203512621776,8.235772857340911e-10,1.171848941692945e-08,9.139544993835053e-09
1972,0.00018380273416239236,9.008791966382188e-10,1.1707684218923272e-08,9.087655199786176e-09
1973,0.00018644118141050318,1.0051180840012615e-09,1.151536199728298e-08,8.548521890361371e-09
1974,0.00018766542780213058,1.0796213605652432e-09,1.130002922979299e-08,8.341732447649162e-09
1975,0.000190867339759799,1.125929286313213e-09,1.1793836510573134e-08,7.981377907790538e-09
1976,0.0001914350162093927,1.1959485941253384e-09,1.1805118025977533e-08,7.182860782352561e-09
1977,0.00019425536031901305,1.3227373006431874e-09,1.1844078353005573e-08,6.843384145075301e-09
1978,0.00019626423558552882,1.391681040249385e-09,1.1675601311164233e-08,5.994009035146876e-09
1979,0.00019776820304936597,1.479561806405627e-09,1.1801939108530796e-08,5.581856881471075e-09
1980,0.00019997062086726407,1.3944259397951392e-09,1.1549739069900106e-08,5.24107868216106e-09
1981,0.00020169248247319565,1.4374804362710896e-09,1.1882785549184e-08,5.17184200227965e-09
1982,0.00020175106848390506,1.482114288440885e-09,1.1707852719057752e-08,4.759018702925135e-09
1983,0.0002030903145038922,1.579839433877136e-09,1.1693373000046644e-08,4.4100980327905455e-09
1984,0.0002040087149777849,1.574266098433189e-09,1.2148117559515218e-08,4.157483183117197e-09
1985,0.00020657662701393877,1.6080665053509945e-09,1.211006038305738e-08,4.12867105583002e-09
1986,0.000209566654770502,1.5174428380504423e-09,1.2091368795097424e-08,3.7535782418781795e-09
1987,0.00021249214270418243,1.4273722680004296e-09,1.2275387817339833e-08,3.5183706107285875e-09
1988,0.00021738056966569275,1.2906817995325274e-09,1.3183539720224807e-08,2.9784877104382143e-09
1989,0.00022532064966591342,1.2553527582527734e-09,1.3480968087873992e-08,3.1347575011965644e-09
1990,0.00023131875579045818,1.0554371820958863e-09,1.3928102988407837e-08,3.2794440179324216e-09
1991,0.0002365276949214084,9.253264900342475e-10,1.4244742655275137e-08,3.3009198549141925e-09
1992,0.00024066526176674024,8.002525150477677e-10,1.4052611011347186e-08,2.9350267137319618e-09
1993,0.00024473318938232424,7.260278093009934e-10,1.4290285526336838e-08,2.8227901127664268e-09
1994,0.00024957024184654335,7.359003248045123e-10,1.4140335378799916e-08,2.7892197599196524e-09
1995,0.0002568616473581642,7.240704147370991e-10,1.267455626166988e-08,2.658723193985476e-09
1996,0.0002586277675748404,6.768089263634433e-10,1.1904000705799587e-08,2.269059368969246e-09
1997,0.00026161897611538213,6.735120754759144e-10,1.1289500635923235e-08,1.8939133277535395e-09
1998,0.0002651898913817214,6.550705890427468e-10,1.0147001334408806e-08,1.5795381193482528e-09
1999,0.0002689960736980928,5.667254740889963e-10,9.962396875705184e-09,1.489619792595574e-09
2000,0.0002732195841547634,5.5817966716974e-10,9.286625690663186e-09,1.346592282125414e-09
2001,0.00027669274381228855,4.954689654588864e-10,8.993442435212273e-09,1.2479569124122592e-09
2002,0.00027667826673548134,4.970388723617753e-10,9.152475729682204e-09,1.162971132094372e-09
2003,0.0002793405604149614,4.2143555510433725e-10,9.081892317551267e-09,1.118337803315431e-09
2004,0.0002816301005493317,3.98530155305237e-10,8.626320990856584e-09,1.0856534084423076e-09
2005,0.00028120967492993387,3.615492805935412e-10,9.107843241500696e-09,1.0448534260021347e-09
2006,0.00028365161935133595,3.5474267571064134e-10,8.988869585177132e-09,1.0165203282294248e-09
2007,0.00028581223783216307,3.085350090494186e-10,9.057940936989845e-09,9.30870008059819e-10
2008,0.0002897600019683263,2.900148831403675e-10,8.47082454973653e-09,9.105843936017623e-10
2009,0.0002894865382196648,2.5585286667073603e-10,7.891559596272048e-09,9.60621352305172e-10
2010,0.00028996815672144294,2.2367673388082717e-10,7.72014813981465e-09,9.267286937841845e-10
2011,0.00029291703581943044,2.158011448110437e-10,8.047652512642247e-09,8.310410692935477e-10
2012,0.0002972051900412355,1.7679492592126422e-10,6.745486201355431e-09,7.456902872959859e-10
2013,0.00029736322799830565,2.4738047126644195e-10,6.3545438117833845e-09,6.863848219954402e-10
2014,0.00029513438598119786,2.676492400726411e-10,6.296564666489043e-09,7.04596658795964e-10
2015,0.0002887114741107715,2.2532060344510844e-10,6.688031969507133e-09,6.100551869225868e-10
2016,0.0002894391322375408,2.692718726564942e-10,6.882648926977351e-09,4.839106159432965e-10
2017,0.0002889366733143106,2.854932447856247e-10,6.797494345178734e-09,4.356046611383076e-10
2018,0.0002858850348275155,2.970964030346579e-10,6.363171056733563e-09,4.447333251667018e-10
2019,0.00028308034961810336,3.526810024578886e-10,6.9634202848334326e-09,4.531243956440445e-10
