ngram,contact,contct,conact,contac
1915,5.833737200841175e-05,4.1856431812600393e-10,4.997035452092291e-09,7.66908498610925e-09
1916,5.834472852127094e-05,5.553019383605243e-10,5.584653247784185e-09,7.677900410690036e-09
1917,5.8577698967253256e-05,5.694595172396027e-10,5.763944559739847e-09,8.041432091638562e-09
1918,5.867011558231232e-05,5.139500987492798e-10,5.811211194790238e-09,7.809140064754923e-09
1919,5.885517332769398e-05,5.983511285651793e-10,6.027668396159567e-09,8.13361739864555e-09
1920,5.8551592831333566e-05,6.018606823238975e-10,6.6603530310008605e-09,8.340874086647837e-09
1921,5.873997880761246e-05,4.5345304693673276e-10,6.7526534839958325e-09,8.396091885235331e-09
1922,5.854647887255331e-05,4.858169164575646e-10,6.8164649797657666e-09,8.320346253246465e-09
1923,5.8978632815913965e-05,4.580655121084425e-10,6.493887649838825e-09,8.70981883441654e-09
1924,5.9127276472281665e-05,5.033986362677569e-10,6.402407239290499e-09,8.534322010993783e-09
1925,5.954381517117976e-05,5.810390977879974e-10,7.690600854561223e-09,9.155365481612015e-09
1926,5.944088687621323e-05,4.3898163675543904e-10,7.779066406905194e-09,8.975859547685365e-09
1927,6.004800733145592e-05,3.9257832698932505e-10,7.412510605320222e-09,9.222313325705857e-09
1928,6.0147147451061755e-05,3.591645968732087e-10,7.31817425706335e-09,9.068052657974185e-09
1929,6.067641360069891e-05,3.108620047883751e-10,7.886614599479053e-09,8.92135685960836e-09
1930,6.0908260430941095e-05,2.1532217279026814e-10,7.833370016133553e-09,8.755064990444744e-09
1931,6.153354739321262e-05,1.9452359960909453e-10,7.875973206949993e-09,8.609541777916872e-09
1932,6.296173991618812e-05,1.4978939120803758e-10,6.72504172984288e-09,8.52769562901098e-09
1933,6.32438511404741e-05,1.7295654987568654e-10,6.5277702608414396e-09,8.680373499357432e-09
1934,6.314387116747509e-05,2.403601722417952e-10,6.764096647872618e-09,8.616772945962176e-09
1935,6.33564476239761e-05,2.1755068579931702e-10,6.8300870356300234e-09,8.923686107514023e-09
1936,6.35031278112105e-05,2.384881181427545e-10,6.7208998366652395e-09,9.876024442689868e-09
1937,6.424734913577725e-05,3.459152349481544e-10,7.404417460118598e-09,9.87076985227629e-09
1938,6.40796248002776e-05,3.1520146611832954e-10,7.521408638768077e-09,1.0448387551978807e-08
1939,6.391913380606898e-05,2.6791497393612625e-10,8.436476850448571e-09,1.113577864840311e-08
1940,6.514451004997162e-05,2.7054107763570453e-10,9.69433955333443e-09,1.2072394893282632e-08
1941,6.635741530252355e-05,2.5829459602912305e-10,1.045139936500001e-08,1.3573111523612624e-08
1942,6.69473156449385e-05,3.3301873560352494e-10,1.1712655226655703e-08,1.5403093277045954e-08
1943,6.79534932714887e-05,3.3353462848749263e-10,1.2601741872231287e-08,1.596698303732832e-08
1944,6.785413383373193e-05,1.9888011872280587e-10,1.310744427282121e-08,1.675216828748002e-08
1945,6.885200231668673e-05,1.771278679285615e-10,1.3671540724910107e-08,1.7257480650861064e-08
1946,6.999981997068971e-05,2.102240762421762e-10,1.3567221251215805e-08,1.7376057545196285e-08
1947,7.030139490130491e-05,2.0098778990324766e-10,1.3554909702609815e-08,1.743695308777303e-08
1948,7.024388157463233e-05,2.3133065304595642e-10,1.3567188261731644e-08,1.6807788811539533e-08
1949,7.08314827144412e-05,2.246311628769807e-10,1.3136019129587697e-08,1.6161379155578614e-08
1950,7.102256911041747e-05,2.370177883324688e-10,1.308876346988492e-08,1.6383309312370135e-08
1951,7.207388989627361e-05,3.032141819371757e-10,1.2796893830316743e-08,1.659678857838084e-08
1952,7.220813859021291e-05,3.8163392882381176e-10,1.3278201903079077e-08,1.690068516881281e-08
1953,7.192950059626517e-05,4.269839065651482e-10,1.3616783383391912e-08,1.7563817067411946e-08
1954,7.202047397316034e-05,5.410705375804728e-10,1.3328541825785578e-08,1.755410623210147e-08
1955,7.269199185040114e-05,4.990532907557719e-10,1.3616468206935548e-08,1.8438412955187492e-08
1956,7.325560207911102e-05,5.52240689685338e-10,1.3595129847284885e-08,1.8089849618263543e-08
1957,7.38847634888121e-05,5.693756418726334e-10,1.3255687087670204e-08,1.780000020395229e-08
1958,7.399344966480774e-05,5.98393711565797e-10,1.3292873976159366e-08,1.798715335407256e-08
1959,7.477412457644408e-05,6.216194186376661e-10,1.263936295308505e-08,1.7998145957725294e-08
1960,7.439629968887727e-05,5.749368164093787e-10,1.230363760080471e-08,1.7692453724293955e-08
1961,7.486721213873742e-05,5.005710528622436e-10,1.1986133863217674e-08,1.7598191856141706e-08
1962,7.457246829289943e-05,5.285005845655024e-10,1.1966183345789107e-08,1.6662985657944773e-08
1963,7.429946500841262e-05,4.3700010673600586e-10,1.1895434098058949e-08,1.6970600924537393e-08
1964,7.36149657833656e-05,4.2199844412544556e-10,1.1710629291680367e-08,1.729148709931191e-08
1965,7.328082574531436e-05,3.620443072322692e-10,1.1460962718550555e-08,1.72722321524686e-08
1966,7.262233183220295e-05,3.131572818520263e-10,1.1476278847867758e-08,1.7682987011166266e-08
1967,7.22744589438662e-05,3.3446177177027485e-10,1.1064570719960492e-08,1.7952378885053932e-08
1968,7.128167947355126e-05,3.313231752447418e-10,1.0656934636342287e-08,1.8288295068811877e-08
1969,7.147103523103786e-05,2.8684154258178703e-10,9.80233786204313e-09,1.8377076876114577e-08
1970,7.133484073814802e-05,3.711335881474907e-10,9.266353525764056e-09,1.8654738706150705e-08
1971,7.198159853162776e-05,3.709639500344102e-10,8.874043087660409e-09,1.877577052563798e-08
1972,7.261016227338197e-05,3.704854042599745e-10,8.455150040426979e-09,1.942921227079556e-08
1973,7.331526701039235e-05,3.67251558529093e-10,8.297491519268111e-09,1.9615608692902242e-08
1974,7.449111685023777e-05,4.363960264581428e-10,8.135404032978094e-09,2.0000526441370832e-08
1975,7.577489512706441e-05,4.481327808836255e-10,8.32735042826422e-09,2.0813682967611513e-08
1976,7.629990744005357e-05,5.176393004711701e-10,8.188163226817226e-09,2.1967076031208828e-08
1977,7.76859316309648e-05,4.999526150216229e-10,8.411130776002956e-09,2.2745070842639896e-08
1978,7.900948133153309e-05,7.089468773940106e-10,8.763678481317681e-09,2.339217505412502e-08
1979,7.996313901717908e-05,8.854853279187986e-10,9.220263917443714e-09,2.439125473025732e-08
1980,8.117414420537119e-05,9.535131573201738e-10,9.136992622822099e-09,2.47297506916766e-08
1981,8.208783921353253e-05,9.991561863590244e-10,9.565110227681219e-09,2.5596671195314358e-08
1982,8.3010718559048e-05,1.0825100895038376e-09,9.514117366953606e-09,2.5556629320736387e-08
1983,8.402614912483841e-05,1.12672051847237e-09,9.65717651877997e-09,2.4697770939496877e-08
1984,8.478286326862872e-05,1.1553636777453642e-09,9.511533529048068e-09,2.4407761906835342e-08
1985,8.5110218995916e-05,1.4820577463682737e-09,9.19279154386134e-09,2.3749045396925794e-08
1986,8.604038573269333e-05,1.353640176139846e-09,9.01276475673285e-09,2.2688791036427703e-08
1987,8.665160567034036e-05,1.3297123085160528e-09,8.581430930933363e-09,2.1613697244658525e-08
1988,8.720875276984381e-05,1.3559362204469088e-09,7.786062842082434e-09,1.9980044539482022e-08
1989,8.736960548308812e-05,1.3540505700808986e-09,7.55355644699307e-09,1.881609890119762e-08
1990,8.759276014253763e-05,1.3332372824795664e-09,7.213067349758668e-09,1.848349587671042e-08
1991,8.756345986122531e-05,1.3330932944834372e-09,6.858449617754201e-09,1.7488573890643366e-08
1992,8.802359765728138e-05,8.952106278492522e-10,6.584752235535721e-09,1.717544125970757e-08
1993,8.839393454504066e-05,9.024869978319877e-10,5.9462328394488395e-09,1.6524019739806916e-08
1994,8.869421435520053e-05,9.194156626511431e-10,5.806502960987408e-09,1.6316617136778533e-08
1995,8.918183448258787e-05,7.892074930079421e-10,5.694046694466286e-09,1.6086452424092712e-08
1996,9.001724122624313e-05,7.121856675824339e-10,5.534416163450422e-09,1.5720982230301876e-08
1997,9.099802887898736e-05,6.958967925717121e-10,5.307540058246169e-09,1.5524475038830587e-08
1998,9.123534774906667e-05,6.05747416512362e-10,5.178370494312341e-09,1.5352011090945846e-08
1999,9.052278307665671e-05,5.263705939371834e-10,4.860416386825201e-09,1.4713025845277831e-08
2000,8.970139190621142e-05,4.67346137979417e-10,4.746960475492707e-09,1.4022651484424387e-08
2001,8.893160390601094e-05,4.0242949845519556e-10,4.5712048432225825e-09,1.3412276242011752e-08
2002,8.786216494627297e-05,4.0834938208611504e-10,4.8103459945484215e-09,1.3192683897703513e-08
2003,8.640853151778824e-05,3.6481764038270066e-10,4.420932699287862e-09,1.2913137353060783e-08
2004,8.564937161281705e-05,3.2183074855878553e-10,4.150408429635734e-09,1.1908775806749157e-08
2005,8.434781089558132e-05,3.0703839669156604e-10,3.7123174375811428e-09,1.084814314568559e-08
2006,8.345171331062115e-05,2.8883195636795836e-10,3.325386648584632e-09,9.811311763030517e-09
2007,8.220454661308654e-05,3.0598182915968815e-10,2.9610924823231244e-09,8.784981377272873e-09
2008,8.152892405632883e-05,3.185471350982841e-10,2.6550804888003654e-09,7.840269766745678e-09
2009,8.843726287263312e-05,2.7779669239550285e-10,1.923742847560155e-09,6.499137101505832e-09
2010,8.945873144382079e-05,2.642876939121638e-10,1.5896139880590609e-09,5.577409772123636e-09
2011,8.758255613169499e-05,2.1765633442408624e-10,1.2111124087737274e-09,4.847234677133169e-09
2012,8.741293796837064e-05,2.191413905497771e-10,1.015567891687092e-09,4.212771465006426e-09
2013,8.685778240240844e-05,1.9381743234157612e-10,9.71462378794387e-10,3.548588613431848e-09
2014,8.572611841373146e-05,2.1305773217112593e-10,8.684578453202871e-10,3.1264038500923773e-09
2015,8.374002105223813e-05,1.711478696859408e-10,7.054115188801343e-10,2.8970995285299797e-09
2016,7.501387985290162e-05,1.6088257313663845e-10,6.788352380215912e-10,2.5327250931437918e-09
2017,7.268889627691048e-05,1.7336769866926893e-10,6.582405037702799e-10,2.128561271685925e-09
2018,7.22155484254472e-05,1.885431713533059e-10,6.274047115173431e-10,1.930335380428971e-09
2019,7.057675611576997e-05,1.982999615207648e-10,5.786713677680133e-10,1.7494419524144433e-09
