ngram,street,strret,stree,stret
1877,0.00014640145153472467,5.768071227001721e-09,1.0455793386654477e-07,4.167261025145308e-08
1878,0.00014460780117328146,5.98737193158172e-09,1.0981580597250026e-07,4.1731299051304763e-08
1879,0.00014669181213581136,6.071372547568541e-09,1.1400461374933002e-07,4.33895560750638e-08
1880,0.00014492960846317665,6.269399602639883e-09,1.2404103395218564e-07,4.344261889903984e-08
1881,0.0001476167796811621,6.29756056826279e-09,1.2560867799850583e-07,4.239279911238165e-08
1882,0.0001503639463667891,5.91817223798736e-09,1.2791302594905574e-07,4.236949534077082e-08
1883,0.00015389283570194884,5.315373157494767e-09,1.220946462662401e-07,4.2407488568382435e-08
1884,0.0001570286092049043,5.283138878756485e-09,1.1814590245811424e-07,3.3765808942527135e-08
1885,0.00015933656582741866,4.42673919742731e-09,1.1251924243132245e-07,3.174765161872983e-08
1886,0.00016232325080116943,4.280235245600141e-09,1.0807874214638754e-07,3.0425215362989936e-08
1887,0.00016582703184602515,3.9002116457100195e-09,9.183135826365937e-08,3.062299594854981e-08
1888,0.00017029132660744445,4.04323032197697e-09,9.507972314232965e-08,3.075360486905408e-08
1889,0.00017581033379039063,4.428181059929719e-09,9.576811217064979e-08,2.960965136570134e-08
1890,0.000177312723410848,4.473527009147509e-09,9.29365141035175e-08,3.000583350041909e-08
1891,0.00018180463978621577,4.539927735334816e-09,9.760110332633434e-08,3.1363114771920664e-08
1892,0.0001867272304869922,5.0839600148780815e-09,1.0417619782694082e-07,3.225670727350202e-08
1893,0.0001899129690303068,4.90117445041603e-09,1.0235969532297012e-07,3.328141038951214e-08
1894,0.00019348605668970516,5.05550880523588e-09,1.0130213366567529e-07,3.222831601590315e-08
1895,0.00019538947422656098,4.936720778202032e-09,9.726842315720724e-08,3.196626683989377e-08
1896,0.00019506264860475703,4.3366257251875595e-09,9.296667765771158e-08,3.350690366435824e-08
1897,0.00019545649411156774,3.923994462695646e-09,9.162494356879896e-08,3.3694694526583846e-08
1898,0.00019624534927840744,3.6969879221463285e-09,8.745138606920072e-08,3.361856241009978e-08
1899,0.000195407510286064,3.1945728919323203e-09,7.754620615482314e-08,3.403821808538916e-08
1900,0.0001965384976106829,3.421916083823362e-09,7.513120335391119e-08,3.243402981110778e-08
1901,0.00019632553864669587,3.339538835943147e-09,7.485293654748862e-08,3.3284276921920405e-08
1902,0.00019857784458768686,3.292370788697342e-09,7.353525940548674e-08,3.444612645913432e-08
1903,0.00020203780773694495,3.625465071012611e-09,7.215170074102519e-08,3.446173809810002e-08
1904,0.00020357555435371717,3.6027122237872587e-09,7.070577977076806e-08,3.5815892220268456e-08
1905,0.0002032958873314783,3.656194838949237e-09,6.850101641475703e-08,3.6712982368466585e-08
1906,0.00020344851405492851,3.795814488124652e-09,6.825845742598955e-08,3.727470142069121e-08
1907,0.00020091225451324135,3.770841321732681e-09,6.661737269756226e-08,3.7707387434693374e-08
1908,0.00019750694419989095,3.778269982593738e-09,6.385310007723482e-08,3.717438547466502e-08
1909,0.00019363803273466016,3.68202611257727e-09,6.244852761889369e-08,3.722518572755819e-08
1910,0.000189584303630649,3.32505099644363e-09,6.274106922887768e-08,3.6807963661138795e-08
1911,0.00018710141219863935,3.269805283677231e-09,6.322667646583926e-08,3.5382825812137394e-08
1912,0.00018565557547844946,2.934631569497169e-09,6.360961535278875e-08,3.392516616835499e-08
1913,0.00018282040088836635,2.5905608610646678e-09,6.281425716078307e-08,3.272040594026748e-08
1914,0.00017965428664215973,2.2092184272435945e-09,6.160899904525e-08,3.219831918548672e-08
1915,0.00017676516810232506,1.86301510726342e-09,6.053566029403815e-08,3.111157477673844e-08
1916,0.00017130656384064684,1.7631322433788098e-09,5.950338685270903e-08,2.9294502569752823e-08
1917,0.00016484693125156418,1.6701682100820188e-09,5.67572833176655e-08,2.8023240109372897e-08
1918,0.00016029727079772523,1.8511795429887457e-09,5.5877513663712564e-08,3.661942241503116e-08
1919,0.00015373924855209355,2.088926745865852e-09,5.424901670737979e-08,3.61725255463138e-08
1920,0.00014497554366244003,2.2224827692493167e-09,5.1617233915684276e-08,3.467573276135941e-08
1921,0.00013655016248646592,2.3135844827239437e-09,4.849657488291216e-08,3.478748311636082e-08
1922,0.0001297004512577717,2.379771506839339e-09,4.704216952485954e-08,3.455781413411582e-08
1923,0.00012240119186961756,2.2165533377003855e-09,4.5967490385529734e-08,3.3505229067389205e-08
1924,0.00011834352751195963,2.038434714674813e-09,4.4375057533280985e-08,3.257439803608772e-08
1925,0.00011139114108768158,1.60989717192171e-09,4.1757100380631785e-08,2.2116806037380295e-08
1926,0.00010407142274613892,1.296079739563995e-09,3.9325347549785354e-08,2.1115953557122273e-08
1927,0.00010015111391632152,1.0390084388094729e-09,3.590972167241294e-08,2.1666420911360873e-08
1928,9.64876900460305e-05,7.578923560165001e-10,3.479407238517394e-08,2.0357088586259968e-08
1929,9.261060871982149e-05,6.428083739898735e-10,3.334157280424474e-08,2.3445667629573563e-08
1930,8.879775850800797e-05,5.744959349510534e-10,3.045931507017485e-08,2.3007336353535786e-08
1931,8.189049237574051e-05,5.274643519578451e-10,2.902421363566126e-08,2.318761195750442e-08
1932,7.744375450004424e-05,5.287404938484183e-10,2.688076554997159e-08,2.374027044790442e-08
1933,7.370813234177019e-05,4.148582648046327e-10,2.575687066804936e-08,2.3030178399251e-08
1934,7.010473720064121e-05,3.2390475024346443e-10,2.6836713169180778e-08,2.1592807541992443e-08
1935,6.883236970419862e-05,4.572387448823331e-10,2.6671404386645137e-08,2.0563853096535112e-08
1936,6.656811819993891e-05,3.517471908980647e-10,2.6078418155098656e-08,1.559029197803089e-08
1937,6.468194728118501e-05,3.4217723892433176e-10,2.613112621523734e-08,1.592895364816676e-08
1938,6.375475797020564e-05,9.032550005568954e-10,2.5730303982689813e-08,1.4313263209585005e-08
1939,6.179602600501053e-05,1.1795908436537265e-09,2.6301215681558332e-08,1.3603201232115225e-08
1940,5.954399187300753e-05,1.161675892385234e-09,2.6529112113442873e-08,1.2952543038124986e-08
1941,5.791799256777657e-05,1.2168330331447613e-09,2.664221935130432e-08,1.2591319859771893e-08
1942,5.4878487779725606e-05,1.1333151302337997e-09,3.144426991801603e-08,1.2761732242389762e-08
1943,5.406159626935343e-05,1.1552843483451726e-09,3.274346152945132e-08,1.3140066177998376e-08
1944,5.3221806800658146e-05,1.1293708369291317e-09,3.429575836020961e-08,1.2202751190467812e-08
1945,5.193604582538163e-05,5.608294860261407e-10,3.4867848291193175e-08,1.2618437215751653e-08
1946,5.139634699194825e-05,2.3720715074710645e-10,3.518774275132078e-08,1.2340003304903543e-08
1947,5.098015078276928e-05,2.0217760204095063e-10,3.459792528661053e-08,1.233952698750532e-08
1948,5.0183285826018876e-05,1.8122046125628495e-10,3.4172996876691286e-08,1.1640227067947047e-08
1949,4.9447468232496507e-05,1.6541669423109084e-10,3.034694349781018e-08,1.1467242774390992e-08
1950,4.803618451530513e-05,1.225100437762805e-10,2.9502206645913376e-08,1.1103361278027738e-08
1951,4.72864942691688e-05,1.2008781964865734e-10,2.8548306829634384e-08,1.120221617055352e-08
1952,4.711732305752646e-05,1.797381459936861e-10,2.914838960675427e-08,1.1100389179270159e-08
1953,4.588026578338551e-05,1.797381459936861e-10,2.8681786089025862e-08,1.0892423978654214e-08
1954,4.58350836457352e-05,1.7769712586300302e-10,2.922869743063724e-08,1.1743675999907412e-08
1955,4.5064369000361436e-05,1.724856299456512e-10,2.895964763232379e-08,1.2034372482665795e-08
1956,4.420390853608426e-05,1.3847330524293814e-10,2.808800709479848e-08,1.1696193727824981e-08
1957,4.361038008937612e-05,1.512170309604853e-10,2.8179517893737024e-08,1.1353956251371398e-08
1958,4.276590542368857e-05,1.7037335530473944e-10,2.7159949717819084e-08,1.0982968820120017e-08
1959,4.1261871956521645e-05,9.195360841810337e-11,2.6077568041468372e-08,1.0630567156714018e-08
1960,4.063895747614359e-05,9.195360841810337e-11,2.6593978067320937e-08,1.0721627014780616e-08
1961,3.908499223013807e-05,8.869322141803946e-11,2.4689333244509726e-08,9.83947526630605e-09
1962,3.801062536825027e-05,1.311170061413236e-10,2.3916466013978218e-08,1.0357930005763397e-08
1963,3.697084165261393e-05,2.0044400266578625e-10,2.300763896861164e-08,1.0470970376478102e-08
1964,3.672724882822617e-05,2.2367351720786743e-10,2.233072571300454e-08,1.1191658647443807e-08
1965,3.6697259929496795e-05,2.673038308555396e-10,2.254852990038866e-08,1.1908593222642594e-08
1966,3.6989188499449354e-05,3.02476116574381e-10,2.3073185013393934e-08,1.243624822170172e-08
1967,3.707041157343026e-05,3.7323354823426413e-10,2.20096652014945e-08,1.2680403267089396e-08
1968,3.665815165732056e-05,3.9740414530570993e-10,2.2109214522661854e-08,1.3706787324200117e-08
1969,3.675952757475898e-05,3.5292251264275517e-10,2.1478135333755484e-08,1.303092275354142e-08
1970,3.6576807490616504e-05,3.0113453397540013e-10,2.1448472204659604e-08,1.3102608521973837e-08
1971,3.581921919248998e-05,3.0096489586231966e-10,2.152398614896356e-08,1.2709153095004564e-08
1972,3.463605493639729e-05,2.6510638525703966e-10,2.187983077257221e-08,1.1941088245188375e-08
1973,3.363462591161286e-05,2.381881963490048e-10,2.1322927931269727e-08,1.1415737688480476e-08
1974,3.256050929069586e-05,1.918732742134388e-10,2.1148758173288636e-08,1.1353813127763196e-08
1975,3.1974496908203166e-05,1.888851089426602e-10,2.1605096632372678e-08,1.022890711815145e-08
1976,3.120647800512545e-05,2.262459019733828e-10,2.2144129577636055e-08,1.0053812258904924e-08
1977,3.079839059085186e-05,2.3278611677168826e-10,2.21850332390464e-08,9.543408729939529e-09
1978,3.0379821899779408e-05,2.133023717971432e-10,2.160602541323442e-08,9.531883092352343e-09
1979,3.073170799845164e-05,1.7795284690258484e-10,2.0175639444833645e-08,9.402108678914698e-09
1980,3.0634947116985654e-05,1.6969875009177826e-10,1.956328432584087e-08,9.617888707680322e-09
1981,3.0611155515154156e-05,1.6814563729467784e-10,1.8833124012676957e-08,8.849002229384593e-09
1982,3.0522311135428026e-05,1.5053062665407576e-10,1.7882534564250818e-08,9.31026538404061e-09
1983,3.0630930788382625e-05,1.0104418888902598e-10,1.7134059504542165e-08,9.246054398305757e-09
1984,3.075353924941737e-05,8.431554958189734e-11,1.679655906424874e-08,9.51626631464007e-09
1985,3.110579174452661e-05,8.9697917744174e-11,1.6791846135788546e-08,1.0050564888278553e-08
1986,3.116451184074062e-05,1.1611299025445935e-10,1.6831268569360092e-08,9.775443565729347e-09
1987,3.166366592008022e-05,1.4286286043052598e-10,1.66477978069679e-08,9.651630352079467e-09
1988,3.23766463614967e-05,1.2690487351450586e-10,1.6554072652346415e-08,9.383469176274924e-09
1989,3.3450388270596575e-05,1.1873389523559778e-10,1.6770576800289357e-08,8.596252915842634e-09
1990,3.454600040900654e-05,1.1724380841182658e-10,1.6614143965349674e-08,8.236680226758608e-09
1991,3.538895076157392e-05,1.1646248350625855e-10,1.647597233248429e-08,7.658100756710188e-09
1992,3.589960189336645e-05,1.0748495050354784e-10,1.662494878270796e-08,7.1436624869493565e-09
1993,3.646370844632786e-05,9.226625515200228e-11,1.6494302939357956e-08,7.246197610198481e-09
1994,3.722569246227587e-05,8.502577511107897e-11,1.6256832197874312e-08,7.25951178535768e-09
1995,3.7813411576540344e-05,1.2280428360719346e-10,1.5711809377348474e-08,7.52404043830828e-09
1996,3.82836270936033e-05,1.4766246707518882e-10,1.545382653590975e-08,7.2194655967702406e-09
1997,3.913445263086552e-05,1.6886268722601398e-10,1.489310034027572e-08,7.218943220976826e-09
1998,4.035317449181873e-05,1.796267817028812e-10,1.4378875994631407e-08,6.972397453048578e-09
1999,4.173668899706432e-05,1.9401831133755313e-10,1.5479812986995967e-08,6.603825423009571e-09
2000,4.300947901875978e-05,2.1104123805658149e-10,1.506477482442798e-08,6.6417961289541185e-09
2001,4.432300504829202e-05,2.016733080137786e-10,1.4311989688613785e-08,6.00500620657434e-09
2002,4.5799124304072135e-05,1.838061597766608e-10,1.4846522614472439e-08,5.687280234058432e-09
2003,4.719212042151152e-05,1.677703759647312e-10,1.436703721070996e-08,5.64803772005819e-09
2004,4.840594556299038e-05,1.6858105288714802e-10,1.4268699745554971e-08,5.76105093788978e-09
2005,5.008026242389211e-05,2.0590221690351485e-10,1.3965153731833522e-08,6.387403621894399e-09
2006,5.232587500358932e-05,2.1481199854614782e-10,1.151141835821688e-08,6.075847253888307e-09
2007,5.4716664245851075e-05,2.0530079917836985e-10,1.0778709290195008e-08,5.839165151400039e-09
2008,5.7157275607875946e-05,2.1632365739979572e-10,1.0605393452323142e-08,5.772568454988556e-09
2009,5.858540524578919e-05,1.9362956649766298e-10,9.55688284065559e-09,5.7316038581944895e-09
2010,5.9862783278471655e-05,1.8224905116794232e-10,8.782372606930267e-09,5.5719676809015286e-09
2011,6.19851348996495e-05,1.6085042028482884e-10,8.035595427153502e-09,5.213817155791389e-09
2012,6.33875975576562e-05,1.2221546592210737e-10,7.219182331295672e-09,4.6006582353287834e-09
2013,6.369864786393009e-05,9.689150771390637e-11,7.402843798282837e-09,4.271989524034276e-09
2014,6.429054805526644e-05,1.0123020180044914e-10,7.606655686284317e-09,4.275566852943566e-09
2015,6.401697828550823e-05,9.092722606597801e-11,7.929239550666774e-09,4.098907594293369e-09
2016,6.481473714562267e-05,9.929551848411996e-11,7.954186325471418e-09,4.371001719302317e-09
2017,6.5733428831057e-05,1.1106855944224374e-10,8.257774686271091e-09,4.3830702030807816e-09
2018,6.532465486088767e-05,1.1378420428087566e-10,8.53146620016787e-09,4.531756392367469e-09
2019,6.498499897134025e-05,1.1419600334794389e-10,9.328033456768026e-09,4.590049118569084e-09
