ngram,region,regin,regoin,regin
1894,6.437804716240083e-05,6.778848910775943e-09,4.146909561773628e-10,6.778848910775943e-09
1895,6.43151527453613e-05,6.3326026961923225e-09,3.0084795765716876e-10,6.3326026961923225e-09
1896,6.367976103709745e-05,6.164676515295144e-09,4.171305126706873e-10,6.164676515295144e-09
1897,6.416707141657494e-05,6.446502887058614e-09,5.657445543784587e-10,6.446502887058614e-09
1898,6.46807810491217e-05,6.252668351334835e-09,5.866871234859263e-10,6.252668351334835e-09
1899,6.556121349733855e-05,6.4516052183145285e-09,6.874552118039747e-10,6.4516052183145285e-09
1900,6.554456194862723e-05,5.860603938653444e-09,6.70588338826304e-10,5.860603938653444e-09
1901,6.631787151231297e-05,5.826953078777056e-09,6.656332528815717e-10,5.826953078777056e-09
1902,6.722951158215957e-05,5.80430338713102e-09,6.961169160942962e-10,5.80430338713102e-09
1903,6.885418094628091e-05,7.0077143453163765e-09,5.95773505926037e-10,7.0077143453163765e-09
1904,6.904594504573782e-05,7.416822394341287e-09,4.4715946421826555e-10,7.416822394341287e-09
1905,6.884245626029692e-05,7.534083706112987e-09,4.5124110400632643e-10,7.534083706112987e-09
1906,6.79520599078387e-05,7.309425192098778e-09,3.210448375399823e-10,7.309425192098778e-09
1907,6.800691231286951e-05,7.601398494776795e-09,3.522820884211646e-10,7.601398494776795e-09
1908,6.833229417679831e-05,7.732498324181897e-09,3.7631876384899444e-10,7.732498324181897e-09
1909,6.750505625469876e-05,7.188706455504448e-09,3.3844490206412306e-10,7.188706455504448e-09
1910,6.681986685310091e-05,6.0140857373523565e-09,3.91375207044385e-10,6.0140857373523565e-09
1911,6.616660331409159e-05,5.208571542323983e-09,4.752428024525277e-10,5.208571542323983e-09
1912,6.610883428948e-05,5.058282998809156e-09,4.4225081236026753e-10,5.058282998809156e-09
1913,6.590350052907265e-05,1.0433379810897187e-08,4.4103374523858056e-10,1.0433379810897187e-08
1914,6.493718267717798e-05,1.0314696335151602e-08,3.3831410292276386e-10,1.0314696335151602e-08
1915,6.430301125094826e-05,1.0201828778580842e-08,4.565279741543447e-10,1.0201828778580842e-08
1916,6.425502527106022e-05,1.0142414844490792e-08,4.879025507022381e-10,1.0142414844490792e-08
1917,6.410880970569062e-05,9.777618080266035e-09,4.888617754653498e-10,9.777618080266035e-09
1918,6.42476516077295e-05,9.617227268522908e-09,6.206977620374207e-10,9.617227268522908e-09
1919,6.461851028559198e-05,9.86584642553063e-09,6.911014132003426e-10,9.86584642553063e-09
1920,6.476758530230395e-05,4.465848199178676e-09,7.46408458849958e-10,4.465848199178676e-09
1921,6.52002906593095e-05,4.216285162276076e-09,7.295492305508284e-10,4.216285162276076e-09
1922,6.55534812332397e-05,4.150641227543669e-09,6.426158811428146e-10,4.150641227543669e-09
1923,6.636496774652707e-05,4.260616621414621e-09,6.220137401178962e-10,4.260616621414621e-09
1924,6.745288659918256e-05,4.794010268126061e-09,6.010281260777311e-10,4.794010268126061e-09
1925,6.8765007849184e-05,5.067090429784165e-09,4.313348943891475e-10,5.067090429784165e-09
1926,6.954411115397566e-05,5.245310154476459e-09,3.4061188393584377e-10,5.245310154476459e-09
1927,7.124845641166238e-05,5.371085037048877e-09,4.074371831982607e-10,5.371085037048877e-09
1928,7.236137129699014e-05,5.388093273138241e-09,3.9683293952462254e-10,5.388093273138241e-09
1929,7.334170576151726e-05,5.644027975141139e-09,3.2437905536245436e-10,5.644027975141139e-09
1930,7.45971389863241e-05,5.3948437463345405e-09,3.542803966860575e-10,5.3948437463345405e-09
1931,7.531713449030317e-05,5.026776201637923e-09,4.103693753857282e-10,5.026776201637923e-09
1932,7.634717933667292e-05,4.417121779454192e-09,3.8800227118519967e-10,4.417121779454192e-09
1933,7.730074971082754e-05,4.172050831791856e-09,3.882464667220071e-10,4.172050831791856e-09
1934,7.771964841854892e-05,4.276545593841417e-09,2.518162028104192e-10,4.276545593841417e-09
1935,7.91080975821907e-05,4.243754490675298e-09,2.950865623280967e-10,4.243754490675298e-09
1936,7.938000531534531e-05,4.368096678015425e-09,3.7883629170184664e-10,4.368096678015425e-09
1937,7.99113341989661e-05,4.645830767710127e-09,4.814784285552978e-10,4.645830767710127e-09
1938,8.011760343963812e-05,4.942623770582648e-09,5.940688972496031e-10,4.942623770582648e-09
1939,8.016579522518441e-05,5.139395956429585e-09,6.700017524912433e-10,5.139395956429585e-09
1940,7.993174533891891e-05,5.163966460790854e-09,6.468345938235944e-10,5.163966460790854e-09
1941,7.966135204437055e-05,4.868894430489133e-09,7.571488753426487e-10,4.868894430489133e-09
1942,7.796018741958375e-05,5.138723986013767e-09,9.173399976144684e-10,5.138723986013767e-09
1943,7.716182049729728e-05,4.8411710830618764e-09,8.979502459054751e-10,4.8411710830618764e-09
1944,7.631664422141122e-05,4.878395528809928e-09,8.167386132486496e-10,4.878395528809928e-09
1945,7.620501128258184e-05,4.518935130854678e-09,6.742937874726351e-10,4.518935130854678e-09
1946,7.753515092190355e-05,4.608152970320134e-09,6.574582069239301e-10,4.608152970320134e-09
1947,7.855689390063552e-05,4.6567988195736885e-09,6.905721589805275e-10,4.6567988195736885e-09
1948,7.857348828110844e-05,4.837763142465487e-09,6.828578773860577e-10,4.837763142465487e-09
1949,7.986107812030241e-05,5.2615421226270036e-09,4.337774227116041e-10,5.2615421226270036e-09
1950,8.212505261846153e-05,5.607154232986236e-09,4.0325739572974074e-10,5.607154232986236e-09
1951,8.343913421932874e-05,5.491293959230299e-09,3.9356849921924816e-10,5.491293959230299e-09
1952,8.443720954736429e-05,5.87567581890523e-09,3.6554266359876767e-10,5.87567581890523e-09
1953,8.459105655284864e-05,5.744609105866922e-09,4.240052713695113e-10,5.744609105866922e-09
1954,8.561937595784132e-05,5.580183426445728e-09,5.360508862192351e-10,5.580183426445728e-09
1955,8.881065254432283e-05,5.379705220980619e-09,4.769336433721857e-10,5.379705220980619e-09
1956,9.188569778676278e-05,5.3992254794061574e-09,5.173376608055439e-10,5.3992254794061574e-09
1957,9.429726820339315e-05,5.080755594022435e-09,5.7270378915421e-10,5.080755594022435e-09
1958,9.692759236453899e-05,5.097194698068717e-09,5.42212818294934e-10,5.097194698068717e-09
1959,0.00010087422664842702,5.211521848989622e-09,6.306882436936587e-10,5.211521848989622e-09
1960,0.00010353234392823651,5.943914915818027e-09,5.636001387809841e-10,5.943914915818027e-09
1961,0.00010677585565385275,6.736456059641682e-09,5.309962588676395e-10,6.736456059641682e-09
1962,0.00010890758234641648,7.317511612520937e-09,6.507415994949639e-10,7.317511612520937e-09
1963,0.0001106894706026651,7.771604756559976e-09,8.183185637048293e-10,7.771604756559976e-09
1964,0.00011170204379595816,8.55084561887257e-09,8.010589651925265e-10,8.55084561887257e-09
1965,0.00011241115030965634,9.238780217048413e-09,8.799496052448928e-10,9.238780217048413e-09
1966,0.00011235323888416003,9.422054945775114e-09,7.532154047299297e-10,9.422054945775114e-09
1967,0.00011208632973388635,9.320881146278128e-09,7.233237758752509e-10,9.320881146278128e-09
1968,0.00011205574680518891,8.93963436610079e-09,8.410381617331351e-10,8.93963436610079e-09
1969,0.0001124957374746113,8.950575709170444e-09,8.03486461888246e-10,8.950575709170444e-09
1970,0.00011278609703627549,8.335142036892357e-09,7.445871320304371e-10,8.335142036892357e-09
1971,0.00011421393303732787,7.889507904122541e-09,7.352969562589098e-10,7.889507904122541e-09
1972,0.0001162127113535202,7.462278350800489e-09,6.902644547216294e-10,7.462278350800489e-09
1973,0.000117204049144805,7.349493648588025e-09,8.135369322648245e-10,7.349493648588025e-09
1974,0.00011895862761386005,7.115472972734389e-09,8.426410640678078e-10,7.115472972734389e-09
1975,0.00011992564811537574,7.364293873126014e-09,7.17794494477429e-10,7.364293873126014e-09
1976,0.00012114610269366364,7.745423477193266e-09,6.80518835727284e-10,7.745423477193266e-09
1977,0.00012336698793140904,7.995737913038932e-09,6.598597581040724e-10,7.995737913038932e-09
1978,0.0001252156580449082,8.662067507714255e-09,7.848818182689041e-10,8.662067507714255e-09
1979,0.00012615447069817622,9.015263837040623e-09,9.266384881634337e-10,9.015263837040623e-09
1980,0.00012821601454301605,9.409713008778908e-09,9.04288525013389e-10,9.409713008778908e-09
1981,0.00013030254194745794,9.96560218473925e-09,1.0369655610377647e-09,9.96560218473925e-09
1982,0.00013213738358380006,1.0407258039484596e-08,1.0278914941430628e-09,1.0407258039484596e-08
1983,0.0001334886037511751,1.0539335880212417e-08,1.0579308461013325e-09,1.0539335880212417e-08
1984,0.00013425058360943303,1.0734014439200174e-08,9.809624263683909e-10,1.0734014439200174e-08
1985,0.00013452966647621776,1.0315328908510374e-08,9.16263339010927e-10,1.0315328908510374e-08
1986,0.00013510205358865539,1.0611992173892304e-08,7.947543218771764e-10,1.0611992173892304e-08
1987,0.00013564199200897877,1.0506883363348152e-08,7.853507487189302e-10,1.0506883363348152e-08
1988,0.00013652534523446645,1.0241741803846643e-08,7.041115587406007e-10,1.0241741803846643e-08
1989,0.00013769171865923063,9.617002305617461e-09,7.607583888244055e-10,9.617002305617461e-09
1990,0.00013815811585767994,9.04778055651637e-09,7.821250036510463e-10,9.04778055651637e-09
1991,0.00013858856151013503,8.717733328873173e-09,8.357791443052471e-10,8.717733328873173e-09
1992,0.00013859626778867096,8.364461123733236e-09,8.273220997168096e-10,8.364461123733236e-09
1993,0.00013902875486694808,7.722373280521261e-09,8.921035101115495e-10,7.722373280521261e-09
1994,0.0001389238563466019,7.759672206373937e-09,8.893384441575693e-10,7.759672206373937e-09
1995,0.0001382259069941938,7.200195868100374e-09,8.412186502937402e-10,7.200195868100374e-09
1996,0.00013648857670237443,7.131946144767198e-09,7.764509352930255e-10,7.131946144767198e-09
1997,0.0001345069904346019,6.951995170010962e-09,7.171795696996647e-10,6.951995170010962e-09
1998,0.00013218360046656535,6.785705204086818e-09,6.525157874343839e-10,6.785705204086818e-09
1999,0.0001300649018958211,6.8094154442072914e-09,5.705330196376884e-10,6.8094154442072914e-09
2000,0.0001275394783338665,6.968523028457899e-09,4.730571192704655e-10,6.968523028457899e-09
2001,0.00012475023478535668,6.305176444446456e-09,4.5664185329855455e-10,6.305176444446456e-09
2002,0.00012225984911700443,6.261905533782348e-09,4.2294470505220364e-10,6.261905533782348e-09
2003,0.00012025313065221001,6.030731533205166e-09,3.81139387907657e-10,6.030731533205166e-09
2004,0.00011845405554465418,5.921801461892886e-09,3.1069713964302995e-10,5.921801461892886e-09
2005,0.00011518478277139366,5.60006022506546e-09,2.9509559379414796e-10,5.60006022506546e-09
2006,0.0001107115562522917,4.984689676896486e-09,2.8314241725034353e-10,4.984689676896486e-09
2007,0.00010617415474761012,4.431519849492003e-09,2.6359582274862857e-10,4.431519849492003e-09
2008,0.00010138946838976284,3.902393075350119e-09,2.195016975720903e-10,3.902393075350119e-09
2009,9.912716840127749e-05,3.6349655666409066e-09,2.097427003902982e-10,3.6349655666409066e-09
2010,9.634682854604242e-05,3.183761603559836e-09,1.7969505050619006e-10,3.183761603559836e-09
2011,9.101807829990451e-05,2.993359528500962e-09,1.8817154679678135e-10,2.993359528500962e-09
2012,8.813739259494469e-05,2.837366373599691e-09,2.1138729556462772e-10,2.837366373599691e-09
2013,8.77901547937654e-05,3.070660963595222e-09,2.068540745438417e-10,3.070660963595222e-09
2014,8.601475253401856e-05,2.860762864693405e-09,1.7967544515709984e-10,2.860762864693405e-09
2015,8.514012941824538e-05,2.983322065576642e-09,1.697912465387879e-10,2.983322065576642e-09
2016,8.1774804649675e-05,2.96055802095907e-09,1.428602989874049e-10,2.96055802095907e-09
2017,7.938415971390593e-05,3.0957684563996204e-09,1.4756550032838747e-10,3.0957684563996204e-09
2018,8.018494263524189e-05,3.0064923439709902e-09,1.5108117673579002e-10,3.0064923439709902e-09
2019,8.018744483706541e-05,3.0572591125377357e-09,1.0474871837973243e-10,3.0572591125377357e-09
