ngram,band,bnd,bnd,bnd
1810,1.9796521363397395e-05,4.5156446708866886e-08,4.5156446708866886e-08,4.5156446708866886e-08
1811,1.955647193036774e-05,4.144334120326221e-08,4.144334120326221e-08,4.144334120326221e-08
1812,1.9290676001609036e-05,3.894653615483483e-08,3.894653615483483e-08,3.894653615483483e-08
1813,1.8971807159167448e-05,3.675059773960194e-08,3.675059773960194e-08,3.675059773960194e-08
1814,1.8227789301558266e-05,3.319146925560647e-08,3.319146925560647e-08,3.319146925560647e-08
1815,1.8370946106317986e-05,3.0783922585645284e-08,3.0783922585645284e-08,3.0783922585645284e-08
1816,1.9264688359856207e-05,3.0226685535491727e-08,3.0226685535491727e-08,3.0226685535491727e-08
1817,1.9569618286498424e-05,2.7785884957966444e-08,2.7785884957966444e-08,2.7785884957966444e-08
1818,2.03641765048295e-05,2.4999252953453573e-08,2.4999252953453573e-08,2.4999252953453573e-08
1819,2.135325121344067e-05,2.3080739351501378e-08,2.3080739351501378e-08,2.3080739351501378e-08
1820,2.223893118623112e-05,2.0543023028705776e-08,2.0543023028705776e-08,2.0543023028705776e-08
1821,2.2558409130267266e-05,2.071926782524055e-08,2.071926782524055e-08,2.071926782524055e-08
1822,2.3181201218644025e-05,1.961334409169727e-08,1.961334409169727e-08,1.961334409169727e-08
1823,2.3329492250923067e-05,2.5741703879589295e-08,2.5741703879589295e-08,2.5741703879589295e-08
1824,2.3904178565966765e-05,2.3991504655945002e-08,2.3991504655945002e-08,2.3991504655945002e-08
1825,2.3997623429750092e-05,2.3825393721413742e-08,2.3825393721413742e-08,2.3825393721413742e-08
1826,2.4043589032122066e-05,2.2510219466198578e-08,2.2510219466198578e-08,2.2510219466198578e-08
1827,2.4125459146619376e-05,2.1782171748847238e-08,2.1782171748847238e-08,2.1782171748847238e-08
1828,2.448291992810222e-05,2.303518303088075e-08,2.303518303088075e-08,2.303518303088075e-08
1829,2.3676319740064044e-05,2.326472233907647e-08,2.326472233907647e-08,2.326472233907647e-08
1830,2.3849660854986204e-05,1.695360816812906e-08,1.695360816812906e-08,1.695360816812906e-08
1831,2.3698123966044348e-05,1.5313937039098035e-08,1.5313937039098035e-08,1.5313937039098035e-08
1832,2.3586760237646687e-05,1.7709195760622672e-08,1.7709195760622672e-08,1.7709195760622672e-08
1833,2.3394658585727613e-05,2.0210153423810036e-08,2.0210153423810036e-08,2.0210153423810036e-08
1834,2.3694076974477086e-05,2.1505680411085644e-08,2.1505680411085644e-08,2.1505680411085644e-08
1835,2.370176194485144e-05,2.2217404424143946e-08,2.2217404424143946e-08,2.2217404424143946e-08
1836,2.489555455602905e-05,4.0934630288599494e-08,4.0934630288599494e-08,4.0934630288599494e-08
1837,2.5041829888193335e-05,4.1488904883075454e-08,4.1488904883075454e-08,4.1488904883075454e-08
1838,2.5726251936118517e-05,4.326802839825307e-08,4.326802839825307e-08,4.326802839825307e-08
1839,2.636748883690286e-05,4.271364062446992e-08,4.271364062446992e-08,4.271364062446992e-08
1840,2.66554735779729e-05,4.093978464173428e-08,4.093978464173428e-08,4.093978464173428e-08
1841,2.683056767896882e-05,4.122548271011185e-08,4.122548271011185e-08,4.122548271011185e-08
1842,2.7291016002501628e-05,3.981894331721898e-08,3.981894331721898e-08,3.981894331721898e-08
1843,2.7302867498032617e-05,2.1517997542527415e-08,2.1517997542527415e-08,2.1517997542527415e-08
1844,2.758390941640495e-05,2.0661814100922778e-08,2.0661814100922778e-08,2.0661814100922778e-08
1845,2.7473821579146067e-05,2.0373464439314504e-08,2.0373464439314504e-08,2.0373464439314504e-08
1846,2.737284272110888e-05,1.9810024858608292e-08,1.9810024858608292e-08,1.9810024858608292e-08
1847,2.7654794653894248e-05,2.4269652446459337e-08,2.4269652446459337e-08,2.4269652446459337e-08
1848,2.788064011838287e-05,2.873106451163819e-08,2.873106451163819e-08,2.873106451163819e-08
1849,2.796017906803172e-05,3.7132605308037066e-08,3.7132605308037066e-08,3.7132605308037066e-08
1850,2.793893431122082e-05,4.1711361983435124e-08,4.1711361983435124e-08,4.1711361983435124e-08
1851,2.847148919369959e-05,4.527291963540847e-08,4.527291963540847e-08,4.527291963540847e-08
