ngram,medium,mdium,medum,medim
1562,2.444310017121357e-05,0.0,0.0,0.0
1563,4.080196829038739e-06,0.0,0.0,0.0
1564,1.0441843577219906e-05,0.0,0.0,0.0
1565,8.725449593579729e-06,0.0,0.0,0.0
1566,8.725449593579729e-06,0.0,0.0,0.0
1567,9.192863737033414e-06,0.0,0.0,0.0
1568,9.192863737033414e-06,0.0,0.0,0.0
1569,1.0678274390686835e-05,0.0,0.0,0.0
1570,1.022365267999703e-05,0.0,0.0,0.0
1571,3.862005931815864e-06,0.0,0.0,0.0
1572,2.8502052893080484e-06,0.0,0.0,0.0
1573,2.8502052893080484e-06,0.0,0.0,0.0
1574,1.4854106536534215e-06,0.0,0.0,0.0
1575,1.4854106536534215e-06,0.0,0.0,0.0
1576,1.8027217915265022e-06,0.0,0.0,0.0
1577,4.354197699285578e-06,0.0,0.0,0.0
1578,4.354197699285578e-06,0.0,0.0,0.0
1579,5.000952504425575e-06,0.0,0.0,0.0
1580,5.000952504425575e-06,0.0,0.0,0.0
1581,5.594259878957278e-06,0.0,0.0,0.0
1582,5.594259878957278e-06,0.0,0.0,0.0
1583,4.031849389970635e-06,0.0,0.0,0.0
1584,1.4803734822115594e-06,0.0,0.0,0.0
1585,1.4803734822115594e-06,0.0,0.0,0.0
1586,8.336186770715617e-07,0.0,0.0,0.0
1587,1.1796982367481438e-06,0.0,0.0,0.0
1588,5.863908622164413e-07,0.0,0.0,0.0
1589,1.1465702820195084e-06,0.0,0.0,0.0
1590,9.062589794796492e-07,0.0,0.0,0.0
1591,9.062589794796492e-07,0.0,0.0,0.0
1592,9.062589794796492e-07,0.0,0.0,0.0
1593,1.5760891593734932e-06,0.0,0.0,0.0
1594,1.5652727662589832e-06,0.0,0.0,0.0
1595,1.5652727662589832e-06,0.0,0.0,0.0
1596,6.055130760224918e-06,0.0,0.0,0.0
1597,6.4183170382291014e-06,0.0,0.0,0.0
1598,9.912796550841968e-06,0.0,0.0,0.0
1599,1.0148618847389506e-05,0.0,0.0,0.0
1600,1.1395898257303219e-05,0.0,0.0,0.0
1601,1.1255958952460787e-05,0.0,0.0,0.0
1602,1.2195565399711736e-05,0.0,0.0,0.0
1603,7.145527985942733e-06,0.0,0.0,0.0
1604,7.293152650942959e-06,0.0,0.0,0.0
1605,3.911110029873401e-06,0.0,0.0,0.0
1606,5.677290468091607e-06,0.0,0.0,0.0
1607,3.7601808782840507e-06,0.0,0.0,0.0
1608,3.5648570165644093e-06,0.0,0.0,0.0
1609,2.625250569313461e-06,0.0,1.886739775207908e-07,0.0
1610,2.625250569313461e-06,0.0,1.886739775207908e-07,0.0
1611,2.83132556790276e-06,0.0,1.886739775207908e-07,0.0
1612,2.718888676359451e-06,0.0,1.886739775207908e-07,0.0
1613,8.766964226327088e-07,0.0,1.886739775207908e-07,0.0
1614,1.2063061701285603e-06,0.0,1.886739775207908e-07,0.0
1615,1.968192675251755e-06,0.0,1.886739775207908e-07,0.0
1616,2.6890417400084388e-06,0.0,0.0,0.0
1617,2.8125830746310906e-06,0.0,1.2354133462265183e-07,0.0
1618,2.292651410178743e-06,0.0,1.2354133462265183e-07,0.0
1619,2.405185909992724e-06,0.0,1.2354133462265183e-07,0.0
1620,3.1520256210829497e-06,0.0,1.2354133462265183e-07,0.0
1621,3.0008338691394395e-06,0.0,1.2354133462265183e-07,0.0
1622,2.942431446431978e-06,0.0,1.2354133462265183e-07,0.0
1623,3.2992391457550444e-06,0.0,1.2354133462265183e-07,0.0
1624,5.7143451661951465e-06,0.0,0.0,0.0
1625,5.517390889053786e-06,0.0,0.0,0.0
1626,6.093721838494405e-06,0.0,0.0,0.0
1627,5.34684298665005e-06,0.0,0.0,0.0
1628,6.216611008572467e-06,0.0,1.310232521843448e-07,0.0
1629,5.5131269261567335e-06,0.0,1.310232521843448e-07,0.0
1630,9.00666693074267e-06,0.0,1.310232521843448e-07,0.0
1631,6.6380595334132e-06,0.0,1.310232521843448e-07,0.0
1632,7.187816338825671e-06,0.0,1.310232521843448e-07,0.0
1633,6.636043687129651e-06,0.0,1.310232521843448e-07,0.0
1634,8.080708442191411e-06,0.0,1.310232521843448e-07,0.0
1635,7.279481565092283e-06,0.0,0.0,0.0
1636,7.540014800205037e-06,0.0,0.0,0.0
1637,3.4077787956578376e-06,0.0,0.0,0.0
1638,3.50707898633118e-06,0.0,0.0,0.0
1639,3.8917649720003415e-06,0.0,0.0,0.0
1640,4.16590439402041e-06,0.0,0.0,0.0
1641,3.337855462502505e-06,0.0,5.972208733900125e-08,0.0
1642,3.954494997872514e-06,0.0,5.972208733900125e-08,0.0
1643,3.69396176275976e-06,0.0,5.972208733900125e-08,0.0
1644,4.079954205086064e-06,0.0,5.972208733900125e-08,0.0
1645,4.105315026338628e-06,0.0,5.972208733900125e-08,0.0
1646,5.689332445919197e-06,0.0,5.972208733900125e-08,0.0
1647,6.110464645254459e-06,0.0,5.972208733900125e-08,0.0
1648,5.609172896064203e-06,0.0,0.0,0.0
1649,5.449624203330521e-06,0.0,0.0,0.0
1650,5.88882556127958e-06,0.0,8.784027321390958e-08,0.0
1651,6.224874563745938e-06,0.0,8.784027321390958e-08,0.0
1652,7.990015254628296e-06,0.0,8.784027321390958e-08,0.0
1653,7.280573787024228e-06,0.0,8.784027321390958e-08,0.0
1654,7.775671325102199e-06,0.0,8.784027321390958e-08,0.0
1655,7.791091125649732e-06,0.0,8.784027321390958e-08,0.0
1656,7.811958442159397e-06,0.0,8.784027321390958e-08,0.0
1657,7.901041304389114e-06,0.0,0.0,0.0
1658,7.22257979240177e-06,0.0,0.0,0.0
1659,5.452242800986694e-06,0.0,0.0,0.0
1660,4.525146843142076e-06,0.0,0.0,0.0
1661,4.675763843156996e-06,0.0,0.0,0.0
1662,7.511437875759189e-06,0.0,0.0,0.0
1663,7.443470362237089e-06,0.0,0.0,0.0
1664,9.784303853978469e-06,0.0,0.0,0.0
1665,1.0051320616964534e-05,0.0,0.0,4.4091616960681024e-08
1666,1.0560783916194591e-05,0.0,0.0,4.4091616960681024e-08
1667,1.0100741227298776e-05,0.0,0.0,4.4091616960681024e-08
1668,9.147700861181615e-06,0.0,0.0,4.4091616960681024e-08
1669,6.500777089968324e-06,0.0,0.0,4.4091616960681024e-08
1670,6.616810683876143e-06,0.0,0.0,4.4091616960681024e-08
1671,4.881888604099263e-06,0.0,0.0,4.4091616960681024e-08
1672,6.5185895437025465e-06,0.0,0.0,2.4600601428963794e-08
1673,6.1402503693638466e-06,0.0,0.0,2.4600601428963794e-08
1674,6.889469172425119e-06,0.0,0.0,2.4600601428963794e-08
1675,6.707615576877808e-06,0.0,0.0,2.4600601428963794e-08
1676,7.044333805034901e-06,0.0,0.0,2.4600601428963794e-08
1677,6.808729592324068e-06,0.0,0.0,2.4600601428963794e-08
1678,5.8737196663319736e-06,0.0,0.0,2.4600601428963794e-08
1679,4.0411837289866526e-06,0.0,0.0,0.0
1680,3.83777808110608e-06,0.0,0.0,0.0
1681,3.6512164862350412e-06,0.0,0.0,0.0
1682,3.711252134053211e-06,2.016103297007378e-08,0.0,0.0
1683,3.29247854681723e-06,2.016103297007378e-08,0.0,0.0
1684,3.2518662302598907e-06,2.016103297007378e-08,0.0,0.0
1685,3.5376205005377415e-06,2.016103297007378e-08,0.0,0.0
1686,3.868032649734232e-06,2.016103297007378e-08,0.0,0.0
1687,4.3100109386224565e-06,6.136112265916641e-08,0.0,0.0
1688,3.83798097962946e-06,6.136112265916641e-08,0.0,0.0
1689,3.529473847915402e-06,4.1200089689092627e-08,0.0,0.0
1690,3.7138318670518596e-06,4.1200089689092627e-08,0.0,0.0
1691,3.3883273837480895e-06,4.1200089689092627e-08,0.0,2.446605305652026e-08
1692,3.1637359013205113e-06,4.1200089689092627e-08,0.0,2.446605305652026e-08
1693,2.8439228084867603e-06,4.1200089689092627e-08,0.0,2.446605305652026e-08
1694,2.404191328813405e-06,0.0,0.0,2.446605305652026e-08
1695,2.5584765158522975e-06,0.0,0.0,2.446605305652026e-08
1696,3.1408386738413744e-06,0.0,0.0,4.021199881013412e-08
1697,3.4703078069599414e-06,0.0,0.0,4.021199881013412e-08
1698,4.273944893741698e-06,0.0,0.0,1.5745945753613862e-08
1699,4.431821691598868e-06,0.0,0.0,1.5745945753613862e-08
1700,4.166450789203477e-06,0.0,0.0,1.5745945753613862e-08
1701,4.430318800327118e-06,0.0,0.0,1.5745945753613862e-08
1702,4.039184951969739e-06,0.0,0.0,1.5745945753613862e-08
1703,3.7927164677447375e-06,0.0,0.0,1.104120985116554e-08
1704,3.0462527677497875e-06,8.66176666899524e-09,0.0,1.104120985116554e-08
1705,2.35524526358079e-06,8.66176666899524e-09,0.0,2.0199014524483313e-08
1706,2.3135830003541613e-06,8.66176666899524e-09,0.0,3.127439742099471e-08
1707,2.257681444461923e-06,8.66176666899524e-09,0.0,3.127439742099471e-08
1708,2.0058442942172405e-06,8.66176666899524e-09,0.0,3.127439742099471e-08
1709,1.8263857392802102e-06,8.66176666899524e-09,0.0,3.127439742099471e-08
1710,2.945130713020002e-06,8.66176666899524e-09,0.0,2.023318756982917e-08
1711,2.9453267253692113e-06,0.0,9.692328717392229e-09,2.99255162872214e-08
1712,2.889566595903099e-06,0.0,9.692328717392229e-09,2.0767711613903624e-08
1713,2.8483620358851373e-06,0.0,9.692328717392229e-09,9.692328717392229e-09
1714,3.2848973562847405e-06,0.0,9.692328717392229e-09,9.692328717392229e-09
1715,3.2571989062749447e-06,0.0,9.692328717392229e-09,9.692328717392229e-09
1716,3.293823153528917e-06,0.0,9.692328717392229e-09,9.692328717392229e-09
1717,2.0424858056295695e-06,0.0,9.692328717392229e-09,9.692328717392229e-09
1718,2.357705138170526e-06,0.0,1.5483512884527173e-08,0.0
1719,2.392968164193527e-06,0.0,1.5483512884527173e-08,6.584871061120014e-09
1720,2.528788367531628e-06,0.0,3.360576934190769e-08,6.584871061120014e-09
1721,2.0419252645556947e-06,0.0,3.360576934190769e-08,6.584871061120014e-09
1722,2.7345229552468353e-06,0.0,3.360576934190769e-08,6.584871061120014e-09
1723,3.0771871511855612e-06,0.0,3.978094552183263e-08,6.584871061120014e-09
1724,3.278200519421911e-06,0.0,3.978094552183263e-08,2.419762980464059e-08
1725,4.004095948013335e-06,0.0,2.4297432637305453e-08,2.419762980464059e-08
1726,7.145237564795284e-06,0.0,2.4297432637305453e-08,1.7612758743520577e-08
1727,7.351487771042489e-06,0.0,6.175176179924944e-09,1.7612758743520577e-08
1728,7.981670608257576e-06,0.0,1.2654736179586377e-08,1.7612758743520577e-08
1729,7.429357278202328e-06,0.0,1.2654736179586377e-08,1.7612758743520577e-08
1730,8.304102980868525e-06,0.0,6.479559999661433e-09,2.579599670379399e-08
1731,8.181278742215778e-06,0.0,6.479559999661433e-09,8.18323796027341e-09
1732,7.632539401518962e-06,0.0,6.479559999661433e-09,8.18323796027341e-09
1733,5.021801923378787e-06,0.0,6.479559999661433e-09,8.18323796027341e-09
1734,5.428336700268639e-06,0.0,6.479559999661433e-09,8.18323796027341e-09
1735,5.995821701227604e-06,0.0,6.466926042289092e-09,8.18323796027341e-09
1736,6.693564403446674e-06,0.0,1.1979251114878155e-08,8.18323796027341e-09
1737,6.506163669785435e-06,0.0,1.1979251114878155e-08,0.0
1738,7.123978450960879e-06,0.0,1.1979251114878155e-08,0.0
1739,7.339180878521542e-06,0.0,1.1979251114878155e-08,0.0
1740,6.979644045454084e-06,0.0,1.1979251114878155e-08,0.0
1741,8.569288183934987e-06,0.0,1.1979251114878155e-08,5.9413507764410105e-09
1742,8.097240684687027e-06,0.0,1.8267069634703148e-08,5.9413507764410105e-09
1743,7.5080867450846455e-06,0.0,1.2754744562114086e-08,5.9413507764410105e-09
1744,6.921116989490526e-06,0.0,1.2754744562114086e-08,5.9413507764410105e-09
1745,7.990983671593962e-06,0.0,1.2754744562114086e-08,5.9413507764410105e-09
1746,8.124187615976552e-06,0.0,1.7732721703721055e-08,5.9413507764410105e-09
1747,9.528270473830552e-06,0.0,1.7732721703721055e-08,5.9413507764410105e-09
1748,7.677242040569712e-06,0.0,1.7732721703721055e-08,0.0
1749,7.626074518287039e-06,0.0,4.977977141606971e-09,0.0
1750,8.878843215955254e-06,0.0,1.1575440035065704e-08,0.0
1751,9.395135878418972e-06,0.0,1.1575440035065704e-08,0.0
1752,9.912117093335837e-06,0.0,1.1575440035065704e-08,0.0
1753,1.1526858413292627e-05,0.0,6.597462893458734e-09,0.0
1754,1.1470926697906439e-05,0.0,6.597462893458734e-09,0.0
1755,1.24979350013226e-05,0.0,1.4304078429664254e-08,0.0
1756,1.3206170089168673e-05,0.0,1.4304078429664254e-08,0.0
1757,1.305982901353023e-05,0.0,7.70661553620552e-09,0.0
1758,1.3192060967932256e-05,0.0,1.7029369660446847e-08,0.0
1759,1.2020106234038913e-05,0.0,1.7029369660446847e-08,0.0
1760,1.047766714431678e-05,0.0,1.7029369660446847e-08,0.0
1761,1.1101670809564115e-05,0.0,1.7029369660446847e-08,0.0
1762,1.0778472382558643e-05,0.0,9.322754124241328e-09,0.0
1763,1.083246245668436e-05,0.0,1.2161428689491264e-08,0.0
1764,1.1847941875333032e-05,0.0,1.2161428689491264e-08,0.0
1765,1.3792017593264713e-05,0.0,2.8386745652499356e-09,0.0
1766,1.503932734132312e-05,0.0,2.8386745652499356e-09,0.0
1767,1.6908920510364362e-05,0.0,5.7831768580334546e-09,0.0
1768,1.920710448238034e-05,0.0,5.7831768580334546e-09,0.0
1769,2.0449765153378913e-05,0.0,5.7831768580334546e-09,0.0
1770,2.172923372459731e-05,0.0,8.710345460778107e-09,0.0
1771,2.230329326786367e-05,0.0,8.710345460778107e-09,0.0
1772,2.2213772743790677e-05,0.0,1.3982509118802357e-08,0.0
1773,2.232402454995151e-05,0.0,1.3982509118802357e-08,0.0
1774,2.1837916262614143e-05,0.0,1.9055396498807957e-08,0.0
1775,1.9964230627270547e-05,0.0,1.9055396498807957e-08,0.0
1776,1.9272855752205942e-05,0.0,1.9055396498807957e-08,0.0
1777,1.8473738236934878e-05,0.0,1.328955333081337e-08,0.0
1778,1.755001124235735e-05,0.0,1.328955333081337e-08,0.0
1779,1.706349368240418e-05,0.0,8.01738967278912e-09,0.0
1780,1.6946850467190545e-05,0.0,1.0366529983636091e-08,2.349140310846971e-09
1781,1.7067409706734387e-05,0.0,4.261657185874615e-09,2.349140310846971e-09
1782,1.7424057659809478e-05,0.0,4.261657185874615e-09,2.349140310846971e-09
1783,1.8660471661340644e-05,0.0,6.436256226395796e-09,2.349140310846971e-09
1784,1.9801435493198888e-05,1.664472115692206e-09,6.436256226395796e-09,2.349140310846971e-09
1785,2.107813738153449e-05,1.664472115692206e-09,6.436256226395796e-09,2.349140310846971e-09
1786,2.0521320688463413e-05,1.664472115692206e-09,7.776354544424585e-09,2.349140310846971e-09
1787,2.0831359636628933e-05,1.664472115692206e-09,5.427214233577615e-09,0.0
1788,2.183594746644043e-05,1.664472115692206e-09,3.5146973585499707e-09,0.0
1789,2.17918499661859e-05,1.664472115692206e-09,3.5146973585499707e-09,0.0
1790,2.1773523647945175e-05,1.664472115692206e-09,1.3400983180287896e-09,0.0
1791,2.2469210697246516e-05,0.0,2.426064555598779e-09,0.0
1792,2.2114847654717907e-05,0.0,3.5143266075010615e-09,0.0
1793,2.3261131770725895e-05,0.0,3.1602504105673492e-09,0.0
1794,2.376327444965552e-05,0.0,4.158235977769209e-09,0.0
1795,2.380521904602314e-05,0.0,5.071508102361122e-09,0.0
1796,2.4343464766778717e-05,0.0,5.071508102361122e-09,0.0
1797,2.4227576692023183e-05,0.0,5.638431753242555e-09,0.0
1798,2.385785254383726e-05,0.0,5.1311221938021845e-09,0.0
1799,2.4615000126816865e-05,0.0,4.643629734703479e-09,0.0
1800,2.5069745658713926e-05,0.0,3.6576076136084014e-09,0.0
1801,2.5380035887272762e-05,0.0,2.6596220464065415e-09,0.0
1802,2.5217674192390405e-05,0.0,2.6146035178190428e-09,4.341267980022069e-10
1803,2.4963477439346855e-05,3.5099995925642295e-10,3.3166034363318886e-09,4.341267980022069e-10
1804,2.5657782576412762e-05,3.5099995925642295e-10,3.3598348864976354e-09,4.341267980022069e-10
1805,2.5053114638597306e-05,3.5099995925642295e-10,3.0408557100918595e-09,4.341267980022069e-10
1806,2.5417116765830932e-05,3.5099995925642295e-10,3.215736391456606e-09,1.4683272058541824e-09
1807,2.5270078757395303e-05,3.5099995925642295e-10,3.843400090250018e-09,1.4683272058541824e-09
1808,2.5390919160729807e-05,3.5099995925642295e-10,5.255579162342729e-09,1.4683272058541824e-09
1809,2.5623677564518793e-05,3.5099995925642295e-10,4.568250381150765e-09,1.215125222664426e-09
1810,2.563042445607217e-05,0.0,4.0841881146899286e-09,1.215125222664426e-09
1811,2.551505999040923e-05,2.343839408272938e-10,3.942800895297336e-09,1.215125222664426e-09
1812,2.6804232090528656e-05,2.343839408272938e-10,4.160539912589911e-09,2.169958260697261e-09
1813,2.5930080093010993e-05,2.343839408272938e-10,3.7728484463579144e-09,1.5237166607816123e-09
1814,2.6275905578846243e-05,2.343839408272938e-10,3.981017293597233e-09,2.15059108616649e-09
1815,2.6554023081968937e-05,4.275246506019974e-10,3.148260319107976e-09,2.3437317959411938e-09
1816,2.73640011333295e-05,4.275246506019974e-10,3.1575082231378407e-09,2.162806981128743e-09
1817,2.746943755482789e-05,4.275246506019974e-10,2.939570571085832e-09,2.334154552181238e-09
1818,2.7348789704514536e-05,1.9314070977470366e-10,2.6498375557285468e-09,2.334154552181238e-09
1819,2.6544299284328838e-05,1.9314070977470366e-10,2.3227184778714818e-09,1.3793215141484033e-09
1820,2.673356201350024e-05,1.9314070977470366e-10,1.9347596699351553e-09,9.913627062120766e-10
1821,2.6373856858949045e-05,1.9314070977470366e-10,1.484589895461852e-09,4.930425353702869e-10
1822,2.5415021809749305e-05,0.0,1.2794745104674883e-09,4.2467072715522494e-10
1823,2.490491091780963e-05,1.4046276840064464e-10,1.6511528652277514e-09,8.460590482174877e-10
1824,2.4665906624120127e-05,1.4046276840064464e-10,2.3217529486276233e-09,6.747114771649925e-10
1825,2.46835461439332e-05,1.4046276840064464e-10,2.5225684874286003e-09,6.747114771649925e-10
1826,2.509049045329448e-05,1.4046276840064464e-10,2.6092675321974313e-09,1.2672026761251232e-09
1827,2.5407041383524692e-05,1.4046276840064464e-10,2.818408744482375e-09,1.2672026761251232e-09
1828,2.5573511136047144e-05,1.4046276840064464e-10,3.3153804463686195e-09,1.1386484215820352e-09
1829,2.5814223720642205e-05,1.4046276840064464e-10,3.1518965691392152e-09,1.0138795200223934e-09
1830,2.5783438884120968e-05,0.0,2.7806545796086166e-09,6.877957409961206e-10
1831,2.6402156696089412e-05,9.289466021808072e-11,2.110054496208745e-09,1.1522690262261953e-09
1832,2.6435535151644478e-05,1.780441191304557e-10,1.7302040911104655e-09,1.4077174029633203e-09
1833,2.6351961423642933e-05,1.780441191304557e-10,1.988077179073043e-09,1.227617531439153e-09
1834,2.6615537405762423e-05,1.780441191304557e-10,2.0281165477190453e-09,1.892099080588342e-09
1835,2.6811128918780014e-05,2.618275199825096e-10,1.3968322847596986e-09,1.9758824814403955e-09
1836,2.6863573761407418e-05,3.368886994766943e-10,1.2610706288741979e-09,2.126004840428765e-09
1837,2.6212790024666382e-05,3.368886994766943e-10,1.612551409862257e-09,2.030700298392775e-09
1838,2.574521048310479e-05,2.439940392586136e-10,1.9178543991011613e-09,1.5662270131627005e-09
1839,2.562085969007707e-05,2.3462601702764884e-10,2.372543003329294e-09,1.4623415097883959e-09
1840,2.5331962855748964e-05,2.3462601702764884e-10,1.8776734294385325e-09,1.2011221144676248e-09
1841,2.451786999050195e-05,2.3462601702764884e-10,1.6284928485075868e-09,7.46573398340595e-10
1842,2.40613041699232e-05,2.72473496146627e-10,1.4987735179922928e-09,8.452363095149248e-10
1843,2.3746185044209206e-05,3.285613765185198e-10,1.6204359282972242e-09,1.0885611301247877e-09
1844,2.432523823309956e-05,3.953442335407382e-10,1.1451289202594035e-09,1.2221268441692246e-09
1845,2.4435788093666944e-05,3.953442335407382e-10,1.0400422190137704e-09,1.2221268441692246e-09
1846,2.422511326065952e-05,3.1956279685932797e-10,6.505741144215347e-10,1.135784470442301e-09
1847,2.3975553111605613e-05,5.013792000621972e-10,9.536014319458781e-10,1.105823468508912e-09
1848,2.4213078566910034e-05,5.560668750855971e-10,1.3364151491795135e-09,1.0599536526267883e-09
1849,2.416387438383286e-05,6.493941416353875e-10,1.4297424157293038e-09,1.092465487121227e-09
1850,2.4454237063764594e-05,5.182450817693101e-10,1.422898461754331e-09,1.4110669497936966e-09
1851,2.4198803138071006e-05,5.443194149380912e-10,1.4489727949231123e-09,1.4632156161312589e-09
1852,2.4465246886913e-05,5.443194149380912e-10,1.2993180777330439e-09,1.5643387577376648e-09
1853,2.459459106570908e-05,6.890974457718357e-10,1.620172305840027e-09,1.6438962889355123e-09
1854,2.5005584185627023e-05,5.072810425689665e-10,1.5191524308352404e-09,1.724692801273266e-09
1855,2.5020287856542772e-05,5.575968655056687e-10,1.346345709521809e-09,1.5606297841332305e-09
1856,2.542915405813671e-05,3.923375235803661e-10,1.2307851721920266e-09,1.4947680553640502e-09
1857,2.5720607611999314e-05,6.811428841592613e-10,1.6185162575256739e-09,1.0233905469090944e-09
1858,2.5329565167859463e-05,6.458892071974682e-10,1.7560731202515e-09,1.010486710179797e-09
1859,2.463452074152883e-05,7.068185957161331e-10,1.949229103522957e-09,1.2749398996853805e-09
1860,2.4568456345670192e-05,6.840309826497812e-10,1.6241495846637731e-09,1.3741427043864211e-09
1861,2.39360321886904e-05,7.970043434747862e-10,1.5916021754515596e-09,1.2851086226918694e-09
1862,2.3413580752925816e-05,8.034373880480164e-10,1.4930317220646877e-09,1.4522634364918678e-09
1863,2.262132771388029e-05,7.537385834524965e-10,1.6323235144507668e-09,1.3509048998486657e-09
1864,2.2001831114591497e-05,5.591234657804328e-10,1.2430932791066392e-09,1.251519130393167e-09
1865,2.1633709755925728e-05,6.341996055298743e-10,1.1011323281755787e-09,1.3882944357604794e-09
1866,2.180064672886926e-05,6.175098369151247e-10,9.901336338126653e-10,1.3766350638798131e-09
1867,2.1536895604055773e-05,4.955194191477322e-10,1.3180505337955545e-09,1.478353887719917e-09
1868,2.155656849416638e-05,3.8254605832272707e-10,1.3278372925005856e-09,1.8583092088940235e-09
1869,2.1633543968034375e-05,3.8986717029335493e-10,1.2164007499672535e-09,1.9286697041019453e-09
1870,2.1894044558783727e-05,5.588130117370075e-10,1.0621842691119605e-09,2.387769347324463e-09
1871,2.199400114477612e-05,4.64622768830176e-10,9.955319663872736e-10,2.4493642986860617e-09
1872,2.233241216994689e-05,5.776533775124295e-10,1.0299339952319591e-09,2.508343850087564e-09
1873,2.2288924810709432e-05,6.894487679178139e-10,1.0532501458295128e-09,2.3494706497777837e-09
1874,2.2427436696099384e-05,6.894487679178139e-10,9.42523035808916e-10,2.1229931304997e-09
1875,2.268287971673999e-05,8.499088892983358e-10,9.638513875920296e-10,1.870754630571371e-09
1876,2.2429957555557068e-05,8.46147184065314e-10,1.0021833720040364e-09,1.863231220105328e-09
1877,2.221786728893806e-05,7.121530151302632e-10,9.876137962994136e-10,1.496200385808777e-09
1878,2.2181462035015492e-05,7.484383747678538e-10,1.1561684903111618e-09,1.583602947187655e-09
1879,2.219941208230531e-05,5.725557409138763e-10,1.3475376885769513e-09,1.424520422256746e-09
1880,2.2450039458427845e-05,5.809541498662846e-10,1.3888227750375697e-09,1.4596834534736607e-09
1881,2.259302813659555e-05,7.072165313688166e-10,1.584121694930829e-09,1.4982892862899381e-09
1882,2.27676381265545e-05,6.763947259434491e-10,1.610413600091779e-09,1.7113332021320308e-09
1883,2.3353000869974494e-05,6.256440326130835e-10,1.7005721275609176e-09,1.8989354533260894e-09
1884,2.3659350128062734e-05,6.517141746899467e-10,2.118843299227434e-09,2.1252596349441433e-09
1885,2.4094173308445272e-05,6.154288150523562e-10,2.321956159091952e-09,2.2413026514099344e-09
1886,2.4508495178971706e-05,5.731898031610275e-10,2.173263529454366e-09,2.2249400893110352e-09
1887,2.467117415757717e-05,5.192922580039244e-10,2.1970151808936578e-09,2.4368767955909985e-09
1888,2.500506889191456e-05,4.200327189237843e-10,3.748744402200442e-09,2.3060516651003074e-09
1889,2.545596232396617e-05,3.42736192601326e-10,3.809757200188914e-09,2.0093429440156842e-09
1890,2.6117155097641182e-05,3.796736972435813e-10,3.757153762709972e-09,1.7688186292647806e-09
