ngram,courage,corage,curage,courage
1848,3.9422275481878645e-05,1.2303641584919335e-07,2.1970812788144452e-08,3.9422275481878645e-05
1849,3.8757282059772736e-05,1.0891885133495244e-07,2.1123604897001413e-08,3.8757282059772736e-05
1850,3.7945140190588844e-05,8.39950382263461e-08,1.8428205215771853e-08,3.7945140190588844e-05
1851,3.7723086799295356e-05,8.12559812451192e-08,7.236618003249516e-09,3.7723086799295356e-05
1852,3.7575563640400234e-05,9.883148420288177e-08,6.7573294578896335e-09,3.7575563640400234e-05
1853,3.767036884840179e-05,8.378475158110632e-08,7.603788107094341e-09,3.767036884840179e-05
1854,3.7512492001821685e-05,9.992460598644876e-08,7.533046662646013e-09,3.7512492001821685e-05
1855,3.7401933306162914e-05,9.815067362036903e-08,1.3888813042507918e-07,3.7401933306162914e-05
1856,3.715880198537239e-05,8.803428640037834e-08,1.3860731054978919e-07,3.715880198537239e-05
1857,3.6993145580968955e-05,8.860965853127059e-08,1.3889877318159653e-07,3.6993145580968955e-05
1858,3.630567100896899e-05,8.574108026745567e-08,1.3915060957460567e-07,3.630567100896899e-05
1859,3.561729161966858e-05,7.270837950760064e-08,1.386955554215165e-07,3.561729161966858e-05
1860,3.4786661022475786e-05,7.397928212883795e-08,1.3781951973308132e-07,3.4786661022475786e-05
1861,3.444902436707967e-05,5.732105025556068e-08,1.3795380907463288e-07,3.444902436707967e-05
1862,3.408326977348354e-05,5.910206470259384e-08,5.591608128899647e-09,3.408326977348354e-05
1863,3.395037908506181e-05,7.962684936809897e-08,5.633463235581766e-09,3.395037908506181e-05
1864,3.348507172112087e-05,7.930093864112158e-08,7.035925826086904e-09,3.348507172112087e-05
1865,3.321609256090596e-05,8.276210447125517e-08,6.30237279824237e-09,3.321609256090596e-05
1866,3.27327215927653e-05,8.476548479003603e-08,7.894999146503982e-09,3.27327215927653e-05
1867,3.2227547178211224e-05,8.96698466590351e-08,8.677981523850877e-09,3.2227547178211224e-05
1868,3.180743078701198e-05,8.983606189108936e-08,1.0127752874440027e-08,3.180743078701198e-05
1869,3.116051214289785e-05,8.737972808806457e-08,1.441754095475391e-08,3.116051214289785e-05
1870,3.0416139582354974e-05,6.76687701428591e-08,1.625393952764398e-08,3.0416139582354974e-05
1871,2.9676409342625577e-05,7.081315318251719e-08,3.03976796749745e-08,2.9676409342625577e-05
1872,2.9409568274526725e-05,6.808446504992713e-08,2.9729385366193484e-08,2.9409568274526725e-05
1873,2.907011288958269e-05,5.719645328789673e-08,2.887792532086613e-08,2.907011288958269e-05
1874,2.874452028273871e-05,5.251688074890483e-08,2.8065383636136484e-08,2.874452028273871e-05
1875,2.810057178846494e-05,5.221507772189073e-08,2.6466639261154716e-08,2.810057178846494e-05
1876,2.817787831840438e-05,6.81545496864341e-08,2.278783571364938e-08,2.817787831840438e-05
1877,2.8352401516583215e-05,7.506863194553911e-08,2.1634277448866002e-08,2.8352401516583215e-05
1878,2.860895853830568e-05,6.844673094974496e-08,6.151012810207135e-09,2.860895853830568e-05
1879,2.838149183454724e-05,6.594471356282026e-08,6.130271940867666e-09,2.838149183454724e-05
1880,2.844370880796175e-05,7.191368871823605e-08,5.586425734703328e-09,2.844370880796175e-05
1881,2.8256189190350206e-05,6.981062432893331e-08,1.652106778366707e-08,2.8256189190350206e-05
1882,2.830777235171159e-05,6.724671714713232e-08,1.646259969615268e-08,2.830777235171159e-05
1883,2.794946418102232e-05,5.366708119173122e-08,1.4349207108236125e-08,2.794946418102232e-05
1884,2.7314265545490863e-05,4.278577720689165e-08,1.716723495105908e-08,2.7314265545490863e-05
1885,2.72151456946241e-05,4.238551072026959e-08,1.7377559787970905e-08,2.72151456946241e-05
1886,2.695844081504869e-05,4.558589518564661e-08,1.8328987486501295e-08,2.695844081504869e-05
1887,2.6662913504489033e-05,4.178086473619455e-08,1.8850150567446226e-08,2.6662913504489033e-05
1888,2.6484619541276644e-05,4.582344383306593e-08,1.073143953065982e-08,2.6484619541276644e-05
1889,2.6404592842612017e-05,4.16943183470916e-08,1.132575745886401e-08,2.6404592842612017e-05
1890,2.6641716561113882e-05,4.1489729747062095e-08,1.459170441618442e-08,2.6641716561113882e-05
1891,2.668131570057345e-05,6.969152087167783e-08,1.1488800958200533e-08,2.668131570057345e-05
1892,2.6345645892433822e-05,1.0349777136907181e-07,1.1700473796188199e-08,2.6345645892433822e-05
1893,2.638182585152598e-05,1.1521907415458697e-07,1.2046568504635907e-08,2.638182585152598e-05
1894,2.6150386734765823e-05,1.1720879428927284e-07,1.216757266370954e-08,2.6150386734765823e-05
1895,2.662259508464818e-05,1.1977455395749204e-07,9.568199502548883e-09,2.662259508464818e-05
1896,2.7311733772096757e-05,1.2391925098752055e-07,1.3681365183616987e-08,2.7311733772096757e-05
1897,2.760950259731284e-05,1.2925599333714543e-07,1.2754152083666831e-08,2.760950259731284e-05
1898,2.7711569730724606e-05,1.1043275094380078e-07,1.8406442275115912e-08,2.7711569730724606e-05
1899,2.7724410236779867e-05,7.842001841546725e-08,2.0044752778249275e-08,2.7724410236779867e-05
1900,2.738256885744964e-05,6.344452125566541e-08,2.4135065628578493e-08,2.738256885744964e-05
1901,2.734311497728673e-05,5.983965856160012e-08,2.362117533318196e-08,2.734311497728673e-05
1902,2.6467255468430396e-05,5.28182409555354e-08,2.3248266391360872e-08,2.6467255468430396e-05
1903,2.50769142959533e-05,5.069711152470648e-08,1.8547158761198342e-08,2.50769142959533e-05
1904,2.404795070885614e-05,4.3994582707033e-08,1.6712838509950042e-08,2.404795070885614e-05
1905,2.321380972197013e-05,3.82888610975637e-08,1.1371196968162117e-08,2.321380972197013e-05
1906,2.2625719533867334e-05,3.4293786857883135e-08,9.557872747225003e-09,2.2625719533867334e-05
1907,2.224822622208324e-05,3.303170968495449e-08,4.689915915940495e-09,2.224822622208324e-05
1908,2.141165272665343e-05,3.2411891837114126e-08,5.077990472557303e-09,2.141165272665343e-05
1909,2.098417774374996e-05,3.172793659546512e-08,5.374393755427523e-09,2.098417774374996e-05
1910,2.0498251095497316e-05,3.136544662092027e-08,5.00502761457966e-09,2.0498251095497316e-05
1911,2.0132060724011224e-05,2.901455761364754e-08,1.206146368496316e-08,2.0132060724011224e-05
1912,1.988425953771054e-05,2.771539264756484e-08,1.2228542733971892e-08,1.988425953771054e-05
1913,1.9542618507070335e-05,2.6117613976290547e-08,1.17089388819634e-08,1.9542618507070335e-05
1914,1.934584439108481e-05,2.3022351263486078e-08,1.088785542676821e-08,1.934584439108481e-05
1915,1.9761227252144765e-05,2.017566412350545e-08,1.0572651880964251e-08,1.9761227252144765e-05
1916,1.997493460034353e-05,1.8379167330907975e-08,1.1299549026614183e-08,1.997493460034353e-05
1917,2.012096904633966e-05,1.5885211812616262e-08,1.2000905285398339e-08,2.012096904633966e-05
1918,1.995531212222496e-05,1.6051449376013645e-08,4.646604371113686e-09,1.995531212222496e-05
1919,1.9860413366196944e-05,1.2877502683242677e-08,3.7220179160968314e-09,1.9860413366196944e-05
1920,1.9913147168283884e-05,1.5831005522366174e-08,3.844785585143435e-09,1.9913147168283884e-05
1921,1.992660249275754e-05,1.8475932847142725e-08,4.227134404415673e-09,1.992660249275754e-05
1922,1.9446489854349886e-05,2.139780987318675e-08,4.215087088889545e-09,1.9446489854349886e-05
1923,1.9282024368294515e-05,2.630511630741239e-08,3.908314957382483e-09,1.9282024368294515e-05
1924,1.933826570166275e-05,3.13728585967153e-08,4.1588099472126115e-09,1.933826570166275e-05
1925,1.9479545829069268e-05,4.719432692265205e-08,4.8546563753098275e-09,1.9479545829069268e-05
1926,1.960260773817676e-05,7.022739088670602e-08,4.941828549550767e-09,1.960260773817676e-05
1927,1.9596059376323994e-05,6.688503846013256e-08,5.3659820555194776e-09,1.9596059376323994e-05
1928,1.9440211222640107e-05,6.650879516964128e-08,5.215921646975882e-09,1.9440211222640107e-05
1929,1.9777364806421766e-05,6.979139222096364e-08,7.358080668571989e-09,1.9777364806421766e-05
1930,1.9549545218719038e-05,6.995374260806589e-08,7.35345503536219e-09,1.9549545218719038e-05
1931,1.938855374256881e-05,6.588286031014182e-08,7.0993768800217285e-09,1.938855374256881e-05
1932,1.923300156444644e-05,5.102137886784216e-08,6.350415225421711e-09,1.923300156444644e-05
1933,1.8982754097253617e-05,3.463256145356094e-08,8.252564092409947e-09,1.8982754097253617e-05
1934,1.872351224717152e-05,3.752552351394505e-08,7.860872080251674e-09,1.872351224717152e-05
1935,1.8445550397570643e-05,3.9932720749139405e-08,1.0180712526976419e-08,1.8445550397570643e-05
1936,1.7691731565199526e-05,3.4926307941012576e-08,8.1965060135961e-09,1.7691731565199526e-05
1937,1.7479235144232268e-05,3.310430329861447e-08,7.647510783367499e-09,1.7479235144232268e-05
1938,1.7232832500927282e-05,3.225442237107602e-08,1.5277990523492642e-08,1.7232832500927282e-05
1939,1.7463021192400318e-05,3.109025722583933e-08,1.504906274199921e-08,1.7463021192400318e-05
1940,1.7599863245517815e-05,2.3911712863723877e-08,1.3278789924773906e-08,1.7599863245517815e-05
1941,1.7791672819709803e-05,1.958679072901402e-08,1.3265578841752707e-08,1.7791672819709803e-05
1942,1.7757818568497896e-05,1.4736429219754297e-08,1.0695108719284617e-08,1.7757818568497896e-05
1943,1.7949505750688593e-05,1.5985793514313888e-08,1.7766665963822196e-08,1.7949505750688593e-05
1944,1.769671468667054e-05,1.3911994603940262e-08,1.8045670053495096e-08,1.769671468667054e-05
1945,1.7348697188676203e-05,1.4376419800653042e-08,9.816115142946558e-09,1.7348697188676203e-05
1946,1.6501336046660852e-05,1.4055537559240098e-08,1.0113549807146325e-08,1.6501336046660852e-05
1947,1.6016868227909852e-05,1.7149300138693694e-08,1.0067026672595197e-08,1.6016868227909852e-05
1948,1.5458714447699356e-05,1.7453307370780228e-08,9.944048124615229e-09,1.5458714447699356e-05
1949,1.542923616528112e-05,2.2474589427596518e-08,1.0146232171897346e-08,1.542923616528112e-05
1950,1.501211032258912e-05,2.1088481310422528e-08,2.8348612346462687e-09,1.501211032258912e-05
1951,1.482308795987462e-05,2.2753030190106723e-08,2.6814647962376218e-09,1.482308795987462e-05
1952,1.4730136172147468e-05,2.4215479906989198e-08,3.319105561822815e-09,1.4730136172147468e-05
1953,1.4773418635221397e-05,2.8006782036373223e-08,3.2331591689630355e-09,1.4773418635221397e-05
1954,1.454420622134681e-05,3.654111134311831e-08,3.441151046652229e-09,1.454420622134681e-05
1955,1.4473115178199286e-05,4.013910308892881e-08,3.6722441278312446e-09,1.4473115178199286e-05
1956,1.4005008129710664e-05,3.651360318863388e-08,3.5462397145786487e-09,1.4005008129710664e-05
1957,1.3936227203105642e-05,3.813122795293111e-08,3.776916652447377e-09,1.3936227203105642e-05
1958,1.3950530696352611e-05,3.8696073139427815e-08,3.6401051696697907e-09,1.3950530696352611e-05
1959,1.3977079886119879e-05,3.917596989668125e-08,2.9770266569378076e-09,1.3977079886119879e-05
1960,1.3965594916953705e-05,4.031543378500503e-08,3.4526152413251664e-09,1.3965594916953705e-05
1961,1.4034778359928168e-05,3.2780195066298545e-08,3.2114300425283612e-09,1.4034778359928168e-05
1962,1.4033120351086836e-05,3.440541134531421e-08,3.301742308130835e-09,1.4033120351086836e-05
1963,1.421939396095695e-05,3.776388624032734e-08,4.4866719228764396e-09,1.421939396095695e-05
1964,1.4289916050204607e-05,5.228647026456201e-08,5.219492203524721e-09,1.4289916050204607e-05
1965,1.4477792059811431e-05,5.44901358320463e-08,5.576014443826287e-09,1.4477792059811431e-05
1966,1.4615032991319562e-05,5.502478472863004e-08,5.889093942660192e-09,1.4615032991319562e-05
1967,1.4606339521248759e-05,5.122585301973816e-08,6.644695111595362e-09,1.4606339521248759e-05
1968,1.4428509140478646e-05,4.8129560527497365e-08,6.9124114686149235e-09,1.4428509140478646e-05
1969,1.4056986141700431e-05,4.49867696110979e-08,6.767104178605012e-09,1.4056986141700431e-05
1970,1.351900157585208e-05,4.1698956161034014e-08,5.714329422344479e-09,1.351900157585208e-05
1971,1.2986773721682507e-05,2.8098447505239425e-08,6.003729291492732e-09,1.2986773721682507e-05
1972,1.2205154624617925e-05,2.4712069596993e-08,5.584874309048717e-09,1.2205154624617925e-05
1973,1.1385017127655114e-05,2.294280118267774e-08,5.2918080711046e-09,1.1385017127655114e-05
1974,1.0740345585093434e-05,2.292225786959534e-08,3.919748478179283e-09,1.0740345585093434e-05
1975,1.0222491255262867e-05,2.1890183633997496e-08,3.5247234020374663e-09,1.0222491255262867e-05
1976,9.878592858772858e-06,2.0178843358158767e-08,3.9981878125721386e-09,9.878592858772858e-06
1977,9.668228293386555e-06,1.8988438504103603e-08,3.957317394411218e-09,9.668228293386555e-06
1978,9.472937173476176e-06,1.6645643466769603e-08,3.1097745331213187e-09,9.472937173476176e-06
1979,9.418501057163147e-06,1.4658061938835739e-08,3.1125833339323047e-09,9.418501057163147e-06
1980,9.422738133123079e-06,1.2988569711832757e-08,3.018358832714999e-09,9.422738133123079e-06
1981,9.442880842211057e-06,1.1193726073039606e-08,3.0501596010828233e-09,9.442880842211057e-06
1982,9.50203151920245e-06,1.0982802096342376e-08,3.3185343044956586e-09,9.50203151920245e-06
1983,9.561074875819031e-06,1.1057786432542928e-08,2.8446297063920512e-09,9.561074875819031e-06
1984,9.619216403474898e-06,1.2083766622237948e-08,2.7780573714457954e-09,9.619216403474898e-06
1985,9.747860531206243e-06,1.1602813947726126e-08,2.321336218485166e-09,9.747860531206243e-06
1986,9.847503991165598e-06,1.4030563250904443e-08,2.167722921799152e-09,9.847503991165598e-06
1987,9.940042218659073e-06,1.474017619074175e-08,2.429789417287712e-09,9.940042218659073e-06
1988,1.0018264219979756e-05,1.5188481329784864e-08,2.4899195086699623e-09,1.0018264219979756e-05
1989,1.0113589399095093e-05,1.5399774154291534e-08,2.4067168892725833e-09,1.0113589399095093e-05
1990,1.0207250722617442e-05,1.5459238207020983e-08,2.313176919851604e-09,1.0207250722617442e-05
1991,1.030570976061946e-05,1.356163314980563e-08,2.1879288698250274e-09,1.030570976061946e-05
1992,1.0392825190917523e-05,1.3670366362715316e-08,2.151056015848545e-09,1.0392825190917523e-05
1993,1.0521308468014468e-05,1.1098256853208405e-08,2.203322524430007e-09,1.0521308468014468e-05
1994,1.063789945224666e-05,9.825262444910062e-09,2.020968836724535e-09,1.063789945224666e-05
1995,1.0843078208771268e-05,9.967649499437975e-09,2.085896138354875e-09,1.0843078208771268e-05
1996,1.108091912880939e-05,1.0218014053923038e-08,3.0070514491141255e-09,1.108091912880939e-05
1997,1.1430955834969478e-05,1.0623070232997276e-08,2.979385008547045e-09,1.1430955834969478e-05
1998,1.1736992746591568e-05,1.179698954396307e-08,2.931975360910753e-09,1.1736992746591568e-05
1999,1.2063533826481684e-05,1.1777993310805153e-08,2.889199403531352e-09,1.2063533826481684e-05
2000,1.2443067654593115e-05,1.2641098199951882e-08,3.540023480701799e-09,1.2443067654593115e-05
2001,1.3045567616895174e-05,1.34238542821257e-08,3.7935890619321205e-09,1.3045567616895174e-05
2002,1.3503785989347047e-05,1.3996878323041528e-08,3.7173873186040804e-09,1.3503785989347047e-05
2003,1.412465748476929e-05,1.4838914224364025e-08,2.8386815755153195e-09,1.412465748476929e-05
2004,1.4606473476825549e-05,1.494680607854499e-08,2.6651126702351544e-09,1.4606473476825549e-05
2005,1.543175975322291e-05,1.6470991554789246e-08,2.974655252277866e-09,1.543175975322291e-05
2006,1.633838434957267e-05,1.6717923934095325e-08,3.0327071806216364e-09,1.633838434957267e-05
2007,1.7120483789767604e-05,1.636241313868985e-08,2.8423579204580764e-09,1.7120483789767604e-05
2008,1.765576741620732e-05,1.6769124882338408e-08,2.612404213588247e-09,1.765576741620732e-05
2009,1.7988621298822443e-05,1.5929284558069412e-08,3.037784071909958e-09,1.7988621298822443e-05
2010,1.8257790673357833e-05,1.5826207899749534e-08,3.4584855772885295e-09,1.8257790673357833e-05
2011,1.885174866142084e-05,1.590754829448672e-08,3.4586717141087728e-09,1.885174866142084e-05
2012,1.917917065189353e-05,1.3748793595677204e-08,3.0537037263935117e-09,1.917917065189353e-05
2013,1.908993986684696e-05,1.407430273912626e-08,3.073606044282481e-09,1.908993986684696e-05
2014,1.952614340033116e-05,1.408819575284984e-08,2.7241617929694785e-09,1.952614340033116e-05
2015,2.027161696917444e-05,1.592794493124724e-08,2.6566474972281438e-09,2.027161696917444e-05
2016,2.1168553368105287e-05,1.8242044446432308e-08,2.894435445290254e-09,2.1168553368105287e-05
2017,2.1648366782756057e-05,1.8273371408620658e-08,2.440703740965352e-09,2.1648366782756057e-05
2018,2.1880852727917954e-05,1.869136649901293e-08,2.688368316849932e-09,2.1880852727917954e-05
2019,2.2172663193487097e-05,2.0672920042485998e-08,3.1735653827080768e-09,2.2172663193487097e-05
