ngram,top,tp,top
1887,7.5930157826016e-05,5.084414900531036e-07,7.5930157826016e-05
1888,7.621812879473769e-05,5.014994753439948e-07,7.621812879473769e-05
1889,7.654166776254507e-05,4.969003717698277e-07,7.654166776254507e-05
1890,7.813967074201043e-05,4.713230420553113e-07,7.813967074201043e-05
1891,7.940022208328758e-05,4.637565739683071e-07,7.940022208328758e-05
1892,8.041699038585648e-05,5.044856022453002e-07,8.041699038585648e-05
1893,8.152668825849625e-05,4.913117907433064e-07,8.152668825849625e-05
1894,8.271003753179684e-05,4.7156495546525026e-07,8.271003753179684e-05
1895,8.389536482614599e-05,4.6223913484157363e-07,8.389536482614599e-05
1896,8.463564673937591e-05,4.2318306116482874e-07,8.463564673937591e-05
1897,8.508102785396789e-05,4.2270872719590055e-07,8.508102785396789e-05
1898,8.469089828265299e-05,4.3080284431848017e-07,8.469089828265299e-05
1899,8.525522883116667e-05,3.7894033815583885e-07,8.525522883116667e-05
1900,8.6384526054774e-05,3.9127454799979334e-07,8.6384526054774e-05
1901,8.725453933168734e-05,3.8029954144544066e-07,8.725453933168734e-05
1902,8.860927274716752e-05,3.842129997013087e-07,8.860927274716752e-05
1903,8.958895029666434e-05,4.1696318930917187e-07,8.958895029666434e-05
1904,9.072798898809456e-05,4.2302377372444813e-07,9.072798898809456e-05
1905,9.305497223977e-05,4.660230956687883e-07,9.305497223977e-05
1906,9.4569158266365e-05,4.923335105948874e-07,9.4569158266365e-05
1907,9.506271557516552e-05,5.242282676525585e-07,9.506271557516552e-05
1908,9.539120947010815e-05,5.312181485805922e-07,9.539120947010815e-05
1909,9.560516212202077e-05,5.428633674650232e-07,9.560516212202077e-05
1910,9.599444872167493e-05,5.185715963307302e-07,9.599444872167493e-05
1911,9.664576646173373e-05,5.281978709652841e-07,9.664576646173373e-05
1912,9.684516927726301e-05,5.199803102381598e-07,9.684516927726301e-05
1913,9.710634601235922e-05,5.502236319898657e-07,9.710634601235922e-05
1914,9.720624491040195e-05,6.104731328702786e-07,9.720624491040195e-05
1915,9.74929249163584e-05,6.525536296716641e-07,9.74929249163584e-05
1916,9.648421317771343e-05,7.047089728270553e-07,9.648421317771343e-05
1917,9.603633537023728e-05,7.211906043786647e-07,9.603633537023728e-05
1918,9.450406547070347e-05,7.60219206443123e-07,9.450406547070347e-05
1919,9.333749143739365e-05,7.81668039248221e-07,9.333749143739365e-05
1920,9.230451541952789e-05,8.362635607487132e-07,9.230451541952789e-05
1921,9.156928198145968e-05,8.037395917069392e-07,9.156928198145968e-05
1922,9.089009940258361e-05,8.519180596522347e-07,9.089009940258361e-05
1923,9.046731949118631e-05,8.801893045529141e-07,9.046731949118631e-05
1924,9.04514901256854e-05,1.018212019841615e-06,9.04514901256854e-05
1925,9.08815792562174e-05,1.0376066776578746e-06,9.08815792562174e-05
1926,9.105687682417088e-05,1.0756154763060164e-06,9.105687682417088e-05
1927,9.094130239515965e-05,1.1367697538844368e-06,9.094130239515965e-05
1928,9.029068730472188e-05,1.1339646367300053e-06,9.029068730472188e-05
1929,8.973966656152957e-05,1.1746942618628964e-06,8.973966656152957e-05
1930,8.934638026403263e-05,1.1404949223755726e-06,8.934638026403263e-05
1931,8.931707582503025e-05,1.0027121106759296e-06,8.931707582503025e-05
1932,8.975914326064023e-05,1.149727389864503e-06,8.975914326064023e-05
1933,8.95082370594277e-05,1.2306915177110308e-06,8.95082370594277e-05
1934,8.927046188286372e-05,1.1343424668146845e-06,8.927046188286372e-05
1935,9.093938362119453e-05,1.153524968750779e-06,9.093938362119453e-05
1936,9.143088079456772e-05,1.072884393644407e-06,9.143088079456772e-05
1937,9.30784798193989e-05,1.077493217443199e-06,9.30784798193989e-05
1938,9.287108072645165e-05,1.215856384208434e-06,9.287108072645165e-05
1939,9.338739723066933e-05,1.0388835432552566e-06,9.338739723066933e-05
1940,9.447301688071872e-05,9.237240468402368e-07,9.447301688071872e-05
1941,9.624146124614137e-05,9.224399052852407e-07,9.624146124614137e-05
1942,9.607220168358513e-05,9.39554662896366e-07,9.607220168358513e-05
1943,9.734800135317658e-05,1.0276751498037941e-06,9.734800135317658e-05
1944,9.755877129334425e-05,1.0320803848376921e-06,9.755877129334425e-05
1945,0.00010002870216599799,9.543749521461514e-07,0.00010002870216599799
1946,0.00010245536499756522,1.094477283913875e-06,0.00010245536499756522
1947,0.00010413724417698436,1.1289731917583725e-06,0.00010413724417698436
1948,0.00010505360010678746,1.137672338050574e-06,0.00010505360010678746
1949,0.00010664002807711117,1.0772238364812177e-06,0.00010664002807711117
1950,0.00010766560132781575,9.522775436770254e-07,0.00010766560132781575
1951,0.00010900315101025626,1.050225063993691e-06,0.00010900315101025626
1952,0.00010871993332070165,1.0005516953372405e-06,0.00010871993332070165
1953,0.00010790816408448986,8.36531918529155e-07,0.00010790816408448986
1954,0.00010741343534651346,7.548834690039387e-07,0.00010741343534651346
1955,0.00010710036648171288,7.113652356695508e-07,0.00010710036648171288
1956,0.0001060897037470048,6.961804258155877e-07,0.0001060897037470048
1957,0.00010496837889409758,7.355376315639919e-07,0.00010496837889409758
1958,0.00010333888349123299,5.923358230575104e-07,0.00010333888349123299
1959,0.00010192423048595498,6.263570315111013e-07,0.00010192423048595498
1960,9.98238829197362e-05,6.221721784121266e-07,9.98238829197362e-05
1961,9.826483957502725e-05,6.364853918837201e-07,9.826483957502725e-05
1962,9.612588058059503e-05,6.408252569859282e-07,9.612588058059503e-05
1963,9.443099926491933e-05,6.529572017045991e-07,9.443099926491933e-05
1964,9.237818137210394e-05,6.16235159408721e-07,9.237818137210394e-05
1965,9.112786002723234e-05,6.241945129659143e-07,9.112786002723234e-05
1966,8.989126009899857e-05,5.849005089787949e-07,8.989126009899857e-05
1967,8.881595463857852e-05,5.896983452657878e-07,8.881595463857852e-05
1968,8.721642682628174e-05,5.809023377878475e-07,8.721642682628174e-05
1969,8.671968680573627e-05,5.725170483726418e-07,8.671968680573627e-05
1970,8.592480610656952e-05,5.711695264056158e-07,8.592480610656952e-05
1971,8.591336414350994e-05,5.70339750538551e-07,8.591336414350994e-05
1972,8.590517869119399e-05,5.736231969422079e-07,8.590517869119399e-05
1973,8.559925065908049e-05,5.738991798612655e-07,8.559925065908049e-05
1974,8.558234029416261e-05,5.79862744741279e-07,8.558234029416261e-05
1975,8.595930142161836e-05,5.900457803623535e-07,8.595930142161836e-05
1976,8.58283560124359e-05,6.29099482856483e-07,8.58283560124359e-05
1977,8.653680145341371e-05,7.187969686128781e-07,8.653680145341371e-05
1978,8.695739857752674e-05,7.32731133926531e-07,8.695739857752674e-05
1979,8.718438246952636e-05,7.322417364516046e-07,8.718438246952636e-05
1980,8.836759038136474e-05,7.473464620488812e-07,8.836759038136474e-05
1981,8.943137384319146e-05,7.56585076747537e-07,8.943137384319146e-05
1982,9.03241359212968e-05,7.672485123423809e-07,9.03241359212968e-05
1983,9.161928444102938e-05,7.43411322088962e-07,9.161928444102938e-05
1984,9.27150945894287e-05,6.635275683817911e-07,9.27150945894287e-05
1985,9.377072378161497e-05,6.753578856790097e-07,9.377072378161497e-05
1986,9.483872106232281e-05,6.789935257854398e-07,9.483872106232281e-05
1987,9.562329172955028e-05,6.968092195945376e-07,9.562329172955028e-05
1988,9.631391107437334e-05,6.928825087015866e-07,9.631391107437334e-05
1989,9.727647972925167e-05,6.874862898647345e-07,9.727647972925167e-05
1990,9.7855316458403e-05,6.862969468914213e-07,9.7855316458403e-05
1991,9.856329415924847e-05,6.894322755865037e-07,9.856329415924847e-05
1992,9.917168167053855e-05,6.813748508907988e-07,9.917168167053855e-05
1993,0.00010020620434910857,7.029910956849303e-07,0.00010020620434910857
1994,0.00010137657955056056,6.896471274688208e-07,0.00010137657955056056
1995,0.00010262634688323098,7.010107034537733e-07,0.00010262634688323098
1996,0.00010419848591222294,7.005256748016109e-07,0.00010419848591222294
1997,0.00010617180149503318,6.938253867312077e-07,0.00010617180149503318
1998,0.00010811370676882299,6.839157192319232e-07,0.00010811370676882299
1999,0.00011009959104870047,6.657093974484139e-07,0.00011009959104870047
2000,0.00011209128881871168,6.391757746574253e-07,0.00011209128881871168
2001,0.00011386727211564513,6.230637187140278e-07,0.00011386727211564513
2002,0.00011580549575488217,6.025420995164106e-07,0.00011580549575488217
2003,0.00011736606497184507,5.860885445534742e-07,0.00011736606497184507
2004,0.00011897015688841098,5.534853479665409e-07,0.00011897015688841098
2005,0.00012042242763397683,5.437524878613788e-07,0.00012042242763397683
2006,0.00012291059517467926,5.163309383858307e-07,0.00012291059517467926
2007,0.00012676429573080635,4.812632710127218e-07,0.00012676429573080635
2008,0.00013150413620418737,4.3340976471232094e-07,0.00013150413620418737
2009,0.00013432148677696074,3.9196019737833663e-07,0.00013432148677696074
2010,0.0001366097110024254,3.523603636170135e-07,0.0001366097110024254
2011,0.00013986916331175183,3.2635881958802724e-07,0.00013986916331175183
2012,0.00014283494965638965,2.803606093948474e-07,0.00014283494965638965
2013,0.00014399134254615222,2.6618790879443364e-07,0.00014399134254615222
2014,0.00014302095431568368,2.514039749712538e-07,0.00014302095431568368
2015,0.00013956052966282835,2.4736858149156304e-07,0.00013956052966282835
2016,0.0001391162014832454,2.3977457479824285e-07,0.0001391162014832454
2017,0.00013951269162741178,2.3656004562629582e-07,0.00013951269162741178
2018,0.00013793846010230483,2.41886215235354e-07,0.00013793846010230483
2019,0.00013596087592304684,2.4542954690787155e-07,0.00013596087592304684
