ngram,risk,rsk,riskk,riisk
1942,2.7946421271605815e-05,2.08660587221386e-09,0.0,9.578119250111935e-11
1943,2.7866404187599464e-05,2.1990314331381863e-09,0.0,9.578119250111935e-11
1944,2.8020912785515456e-05,2.2781484318049448e-09,0.0,7.333877552869898e-11
1945,2.7750953449867666e-05,2.2679619769507197e-09,0.0,5.158652473445459e-11
1946,2.776526655777291e-05,2.3000520218577745e-09,0.0,6.813462889126193e-11
1947,2.849292208598594e-05,2.2720014758448315e-09,0.0,1.6548104156807344e-11
1948,2.8681453061705853e-05,2.3657943540708206e-09,0.0,1.6548104156807344e-11
1949,2.889129012016513e-05,2.358407342433517e-09,0.0,1.6548104156807344e-11
1950,2.9203208863951397e-05,2.5103667716004044e-09,0.0,1.6548104156807344e-11
1951,2.9713721752549255e-05,2.5874548852706472e-09,0.0,3.3097202557984067e-11
1952,2.9923214502300004e-05,2.5319164225529836e-09,0.0,3.3097202557984067e-11
1953,3.0342498575919308e-05,2.716122533235372e-09,4.70677108399542e-11,1.654909840117672e-11
1954,3.0240162232075818e-05,2.9572283669462453e-09,4.70677108399542e-11,1.654909840117672e-11
1955,3.074745083202808e-05,3.03556167504025e-09,4.70677108399542e-11,3.104335042993154e-11
1956,3.11501033658195e-05,3.5333083443183408e-09,4.70677108399542e-11,3.104335042993154e-11
1957,3.160471195380004e-05,3.6457604237126263e-09,4.70677108399542e-11,3.104335042993154e-11
1958,3.181337706337217e-05,3.645989002773068e-09,4.70677108399542e-11,2.639605994098864e-11
1959,3.200793331156352e-05,3.804141541457235e-09,4.70677108399542e-11,2.639605994098864e-11
1960,3.240346008429437e-05,3.87460067205073e-09,0.0,2.639605994098864e-11
1961,3.268560301096711e-05,3.869782399285831e-09,0.0,2.639605994098864e-11
1962,3.2720970921218395e-05,4.1635719951114785e-09,0.0,1.1901807912233814e-11
1963,3.310990723548457e-05,3.6609340003934676e-09,0.0,2.1805664416975544e-11
1964,3.368052265224313e-05,3.4614349481947623e-09,8.99331006490708e-12,2.1805664416975544e-11
1965,3.432428327089708e-05,3.4067351162292425e-09,8.99331006490708e-12,1.871893810591528e-11
1966,3.5292551599143606e-05,3.4938557761218394e-09,8.99331006490708e-12,1.871893810591528e-11
1967,3.6234870224559146e-05,3.2742840502412005e-09,8.99331006490708e-12,2.7563617063400667e-11
1968,3.751288282468782e-05,3.155072266939182e-09,1.7849851557156474e-11,6.298978303239825e-11
1969,3.920341779511156e-05,2.8090016661914366e-09,1.7849851557156474e-11,7.196666873543478e-11
1970,4.091348819201812e-05,2.8349182049477608e-09,1.7849851557156474e-11,7.083232115924685e-11
1971,4.288025073557427e-05,2.868898198369964e-09,2.675834256552331e-11,7.978322169588381e-11
1972,4.5346891316252626e-05,3.0209896489148083e-09,2.675834256552331e-11,7.096814009471025e-11
1973,4.853925721753123e-05,2.840077411343194e-09,2.675834256552331e-11,7.922223690551685e-11
1974,5.2206177705167125e-05,2.839900156307148e-09,2.675834256552331e-11,7.852506095759208e-11
1975,5.6007957547470664e-05,2.798173787914899e-09,3.41208014223834e-11,5.1208395163149234e-11
1976,6.027081898147506e-05,2.727469424915593e-09,3.41208014223834e-11,4.22315094601127e-11
1977,6.455403334777137e-05,2.6283325040208995e-09,4.214721230752108e-11,4.1488411416696587e-11
1978,6.829948220651463e-05,2.746195461509972e-09,2.4245411234247172e-11,5.701729614242852e-11
1979,7.244086892959396e-05,2.6336925339011584e-09,2.4245411234247172e-11,7.32726979289579e-11
1980,7.647058685376708e-05,2.647514525071821e-09,2.4245411234247172e-11,1.1203956760368655e-10
1981,7.966119405214808e-05,2.804226755565813e-09,2.4245411234247172e-11,1.4967085804855936e-10
1982,8.351352153113112e-05,2.8253949973284468e-09,8.026410885137685e-12,1.4897285290281304e-10
1983,8.77717008864108e-05,2.8833673226813517e-09,1.5428916576893618e-11,3.4143800782736125e-10
1984,9.18249341858817e-05,3.2759943012296488e-09,1.4753099040040343e-11,3.7016456269237507e-10
1985,9.668601290156533e-05,3.279994656831978e-09,3.645532437431978e-11,5.554729483920567e-10
1986,0.0001005283702397719,3.65346353170537e-09,3.645532437431978e-11,5.461261016827455e-10
1987,0.00010482151784734535,4.657212805879242e-09,3.645532437431978e-11,5.057926027412269e-10
1988,0.00010909264944660078,5.1801406021821455e-09,4.338673418551637e-11,4.600138092867935e-10
1989,0.00011192949334924509,5.587091741635472e-09,4.338673418551637e-11,4.5260231425798507e-10
1990,0.00011464420094853267,6.4367721311750105e-09,4.264169077363076e-11,2.7345208389317754e-10
1991,0.00011830267508880102,6.690228307856419e-09,3.5291097425346354e-11,2.4326838658574243e-10
1992,0.00012082093806904075,7.1338363153269515e-09,1.3588872091066913e-11,4.6204907955260666e-11
1993,0.00012381367663952654,7.373707549313784e-09,1.3588872091066913e-11,5.217907157937875e-11
1994,0.00012594358122441918,6.640267827659077e-09,1.3588872091066913e-11,4.549160403536209e-11
1995,0.00012936416689106927,6.32433515081386e-09,1.304459367904417e-11,5.826586683370977e-11
1996,0.00013307345424047007,6.528817930728792e-09,1.304459367904417e-11,7.086994532889968e-11
1997,0.0001355059419958187,6.002615166827192e-09,6.387131399173843e-12,5.755502076915902e-11
1998,0.00013750376612214104,5.563502864751919e-09,6.387131399173843e-12,5.6763539801092073e-11
1999,0.00014039591561803327,5.233551750701995e-09,1.1810375594167866e-11,4.946209166451736e-11
2000,0.0001431322723094906,4.893133898065116e-09,2.738766306996178e-11,3.657937296318105e-11
2001,0.00014621019779172326,4.738978923565387e-09,3.2458393116131996e-11,3.657937296318105e-11
2002,0.00014926990427609,4.4107074183484335e-09,2.6071261716958157e-11,3.454221779640245e-11
2003,0.00015201258897182664,3.839096374136375e-09,2.6071261716958157e-11,4.772882634753093e-11
2004,0.0001557635800314269,3.811302924055277e-09,3.6164353753706127e-11,4.772882634753093e-11
2005,0.0001589705207152292,3.7533812565929534e-09,4.113294724669306e-11,5.188822585885536e-11
2006,0.0001615521385766832,3.3390576018429587e-09,4.085627520823896e-11,4.646498166386134e-11
2007,0.00016422642511315644,3.2317377345642787e-09,3.064614881309602e-11,5.719930382516328e-11
2008,0.0001665648929442146,3.0672627929614495e-09,5.732189722884584e-11,7.836362213892961e-11
2009,0.00016824289299880287,3.2012680443013355e-09,5.732189722884584e-11,7.177519367542105e-11
2010,0.0001688098127488047,3.413918925332382e-09,6.141579333389974e-11,5.417229883921047e-11
2011,0.00016711860994941423,3.134306243118041e-09,6.524989204702094e-11,6.34570930028801e-11
2012,0.0001668664107065914,3.0994156447710405e-09,1.2435958884694986e-10,5.351990601690623e-11
2013,0.00016778749704826623,3.1411309426537012e-09,1.406171074917552e-10,5.887092871724255e-11
2014,0.00016565180391938026,3.113769781697735e-09,1.4044569649128225e-10,4.8136606555940606e-11
2015,0.00016236266362414296,3.6922262073143688e-09,1.0869921802936222e-10,7.584833034463795e-11
2016,0.0001599546438748283,3.82072982775737e-09,3.0271227761550067e-10,7.169965117657741e-11
2017,0.0001590970229396286,3.7219814637741897e-09,3.4838811176218787e-10,7.409716879421453e-11
2018,0.0001599910348886624,3.946429272261298e-09,3.985676670648086e-10,7.591789072391996e-11
2019,0.00015881710351095535,4.185456536909271e-09,3.8607257581840804e-10,9.489736340489996e-11
