ngram,entertainment,entertinment,enterainment,enterntainment
1944,9.990635200145853e-06,2.7921532942874553e-10,1.969611331174649e-09,0.0
1945,1.0183746001400453e-05,2.920190874825376e-10,1.9278517036726483e-09,0.0
1946,1.0167698357171112e-05,3.0022127046296683e-10,1.7531622978747156e-09,1.6548104156807344e-11
1947,1.0301026642472217e-05,1.9704822099405765e-10,1.710470352657621e-09,1.6548104156807344e-11
1948,1.0407228988437314e-05,1.1431251381984912e-10,1.6161632191266255e-09,1.6548104156807344e-11
1949,1.0507175569987989e-05,8.940446795589553e-11,1.445414074144732e-09,1.6548104156807344e-11
1950,1.0564844550182378e-05,8.940446795589553e-11,1.3097339086292387e-09,1.6548104156807344e-11
1951,1.0543647866662858e-05,8.940446795589553e-11,1.5006499535071986e-09,1.6548104156807344e-11
1952,1.0345284343722077e-05,3.309620831361469e-11,1.7397644436201176e-09,1.6548104156807344e-11
1953,1.0453173282647704e-05,0.0,1.8261700564435402e-09,0.0
1954,1.037916250165186e-05,1.451595589761569e-11,1.9447963715636872e-09,0.0
1955,1.0213423333230562e-05,2.9010207926370514e-11,2.1532526714044107e-09,0.0
1956,1.0086611187684216e-05,2.9010207926370514e-11,2.2830253243455445e-09,0.0
1957,9.921557128628982e-06,2.9010207926370514e-11,2.3772675574105863e-09,0.0
1958,9.789738214749377e-06,5.281382375083814e-11,2.401299762208201e-09,3.570542274543089e-11
1959,9.873225670682067e-06,5.281382375083814e-11,2.283407304507331e-09,3.570542274543089e-11
1960,9.776431397767738e-06,7.398954564110026e-11,2.2492381132214032e-09,3.570542274543089e-11
1961,9.667934136814438e-06,5.947358974348457e-11,2.444382838996871e-09,3.570542274543089e-11
1962,9.505601285906908e-06,5.518109382128346e-11,2.2044476085828333e-09,3.570542274543089e-11
1963,9.43394284799329e-06,7.498880683076692e-11,2.1296004800877964e-09,3.570542274543089e-11
1964,9.324050422167471e-06,2.0089514773946604e-10,2.1190378182315126e-09,4.4698732810337964e-11
1965,9.272822743306669e-06,1.7709153191499841e-10,1.952383540552002e-09,8.99331006490708e-12
1966,9.050590311484744e-06,1.8588460334470876e-10,1.8409748487562589e-09,8.99331006490708e-12
1967,8.949805565602478e-06,1.7355356041193204e-10,2.0643500876969613e-09,1.7837989022392466e-11
1968,8.908038970340776e-06,2.0012318389740968e-10,1.9161696356612926e-09,2.6694530514641864e-11
1969,9.007911622964976e-06,1.988983134938925e-10,2.036124475373364e-09,3.5671416217678396e-11
1970,8.940292900661007e-06,1.9662961834151663e-10,2.152615308226302e-09,3.5671416217678396e-11
1971,8.864358278515283e-06,8.862507850609142e-11,2.1244903296897225e-09,3.562900668940827e-11
1972,8.826236678162655e-06,1.4949319460904372e-10,2.2343009347431622e-09,3.562900668940827e-11
1973,8.78005864381391e-06,1.8197060624209575e-10,2.4156910440252334e-09,4.3883103500214866e-11
1974,8.698130841366947e-06,2.1386344381931925e-10,2.21112904176733e-09,3.5038424542729476e-11
1975,8.74793126318504e-06,1.872938203338416e-10,2.0492542742088305e-09,3.4291383225034824e-11
1976,8.668096467902484e-06,2.0242622855715098e-10,2.0479713004815737e-09,4.1387359809138704e-11
1977,8.766618780750182e-06,1.9291362158518107e-10,1.8920541165558446e-09,4.941377069427639e-11
1978,8.861199213632582e-06,1.913316776839099e-10,1.968617015433795e-09,6.494265542000832e-11
1979,9.009392150411649e-06,1.4671896336748702e-10,1.8565025390009688e-09,6.494265542000832e-11
1980,9.166398090850894e-06,1.2895896354749225e-10,1.7238371365278583e-09,5.668855860920173e-11
1981,9.340955460044955e-06,1.034810441700808e-10,1.8548252933570097e-09,7.194815576649916e-11
1982,9.36107945952764e-06,1.1830403422769768e-10,2.028678035083585e-09,7.86616456495613e-11
1983,9.515760081870082e-06,1.1640225787225487e-10,2.091087842564272e-09,6.258878336242089e-11
1984,9.587364080029406e-06,1.157264403354016e-10,2.2312581306392433e-09,8.396474587042085e-11
1985,9.687185671022494e-06,1.1387473305582826e-10,2.166213541876516e-09,1.0288941127661083e-10
1986,9.783223374272762e-06,1.1143644142373534e-10,2.13085831519371e-09,1.0979796635382907e-10
1987,9.933316505339462e-06,9.461342572498438e-11,2.010172409480252e-09,1.1648543389784572e-10
1988,1.0033895445563498e-05,1.001480580012767e-10,1.7978298532434727e-09,1.2202006617413807e-10
1989,1.0249152832589711e-05,9.197707972236862e-11,1.611232972439528e-09,1.1384908789522998e-10
1990,1.0427374036225956e-05,7.642702443133587e-11,1.4342220109954594e-09,1.1384908789522998e-10
1991,1.0889376686204092e-05,8.878423591556534e-11,1.3094366067635731e-09,1.1729305721130956e-10
1992,1.1259909245252078e-05,1.188525081923559e-10,1.2407520249319808e-09,9.297564404883322e-11
1993,1.1715998100823657e-05,1.1147675738858759e-10,1.2014379015466504e-09,9.89498076729513e-11
1994,1.223131442072502e-05,1.1129241972440695e-10,1.150385865931826e-09,1.182748596482787e-10
1995,1.280219515008087e-05,9.04981902908172e-11,1.1714359641043108e-09,9.748063021468895e-11
1996,1.3320680019595394e-05,9.014821775970333e-11,1.0912643804467897e-09,9.71306576835751e-11
1997,1.3880713205643197e-05,8.924327992868416e-11,1.0740705626486958e-09,1.086357065812774e-10
1998,1.4171165016055706e-05,6.953547509617027e-11,1.0461313085638073e-09,7.578936387206018e-11
1999,1.453588096670241e-05,3.584554131693832e-11,9.592416622921413e-10,7.839530314595372e-11
2000,1.4766552340006456e-05,3.4596611290079895e-11,9.695578546369583e-10,7.070501376842714e-11
2001,1.4975212252466008e-05,3.31642114564141e-11,9.214004638634168e-10,5.483395434142351e-11
2002,1.511723439762136e-05,3.31642114564141e-11,9.335158995022702e-10,5.483395434142351e-11
2003,1.529553043967878e-05,3.717844682909239e-11,8.796890438311777e-10,5.884818971410181e-11
2004,1.533503733039002e-05,4.151901441698921e-11,8.51135812623178e-10,5.743623285314747e-11
2005,1.5347338895870572e-05,4.151901441698921e-11,7.249471142437411e-10,7.731060682509522e-11
2006,1.5240170276748749e-05,3.0672526027001166e-11,6.685012940036269e-10,7.620391867127881e-11
2007,1.5064500725462235e-05,3.0847257783842406e-11,5.186197661797922e-10,7.637865042812005e-11
2008,1.4702304594850699e-05,3.106760731611377e-11,4.80698124162769e-10,8.211042956673964e-11
2009,1.4184329302224796e-05,4.351364457247772e-11,3.337964765703916e-10,8.211042956673964e-11
2010,1.3713420100560012e-05,4.138516216231228e-11,3.188970972210571e-10,7.99819471565742e-11
2011,1.3354652635046347e-05,3.5934467207399123e-11,2.4743715509074297e-10,7.453125220166105e-11
2012,1.3022371734093343e-05,4.127432473180878e-11,2.5500459779495953e-10,6.533659327853262e-11
2013,1.287966655841696e-05,5.197637013248142e-11,2.512891809319002e-10,5.545235005304556e-11
2014,1.260739489745382e-05,5.70007092121865e-11,2.6099503609909394e-10,5.0085188972394585e-11
2015,1.2372866097263926e-05,5.1709629633744925e-11,2.2465543611912712e-10,5.5934634900024956e-11
2016,1.2386559839277262e-05,5.1780563963583455e-11,2.1853881898570293e-10,5.5934634900024956e-11
2017,1.239233870364842e-05,5.0858233712388255e-11,1.880949851891985e-10,5.570464980490334e-11
2018,1.230239104188513e-05,5.4530524540297164e-11,2.1271527039790072e-10,6.034622385131528e-11
2019,1.2180738394818036e-05,5.881840500765456e-11,2.004808298539107e-10,5.67432784787103e-11
