ngram,device,devie,devce,deivce
1929,3.391967714248624e-05,2.737390124098381e-09,5.041441589589571e-10,4.7476407725812104e-11
1930,3.434086569801106e-05,2.409685578059444e-09,6.130537307961045e-10,1.3183253496798893e-10
1931,3.500361240834796e-05,2.2984468138277846e-09,5.397891379908617e-10,1.3183253496798893e-10
1932,3.5434916623801526e-05,1.9143775929565875e-09,4.950549295898047e-10,1.5547578105909058e-10
1933,3.563615661862839e-05,1.6178442395288683e-09,4.950549295898047e-10,1.3255281792824902e-10
1934,3.593366065095844e-05,1.6386891050450864e-09,4.041014150286364e-10,1.3255281792824902e-10
1935,3.644628252784189e-05,1.6334047289337912e-09,4.02927108344997e-10,1.3255281792824902e-10
1936,3.704759988717602e-05,1.2655540900955283e-09,3.472027625723533e-10,1.3255281792824902e-10
1937,3.747540228817213e-05,1.3041714850915908e-09,2.607356077076263e-10,2.3643246091101642e-11
1938,3.771706438523584e-05,1.3207914286082557e-09,3.2599236009035945e-10,8.889999847383478e-11
1939,3.8163815978415574e-05,1.2100798775703326e-09,2.787058679081562e-10,1.1504480304910406e-10
1940,3.8746598355438823e-05,1.2000432393831163e-09,3.3029239264261076e-10,1.6663132778355864e-10
1941,3.918036080514347e-05,1.2909752473382647e-09,3.3029239264261076e-10,2.2178846854308583e-10
1942,3.881104722885149e-05,1.215514474787024e-09,3.6057186601569565e-10,2.2178846854308583e-10
1943,3.8037626446956505e-05,1.22015752263798e-09,2.354631588914151e-10,2.43241793770491e-10
1944,3.76271922764967e-05,1.2837742852893947e-09,2.3199206444779463e-10,2.622131162992909e-10
1945,3.742598034607779e-05,1.297450488316595e-09,2.2304357170734234e-10,2.1572578445816504e-10
1946,3.781320784972715e-05,2.538127049803559e-09,2.3959167586414965e-10,2.1558204626221615e-10
1947,3.8079855065526704e-05,2.657515374426822e-09,1.8800515112969507e-10,1.8055249755606033e-10
1948,3.836904319801501e-05,2.700008240795272e-09,2.5640515107941807e-10,1.424953567839639e-10
1949,3.939089011899861e-05,2.779541961674324e-09,2.1569333620772924e-10,1.5950151913532044e-10
1950,4.0391711601322254e-05,2.7049018580527218e-09,1.9424001098032407e-10,1.3804819390791526e-10
1951,4.1436882124149376e-05,2.9688744954522608e-09,2.0836688525387766e-10,1.1907687137911538e-10
1952,4.204003458393605e-05,2.8752839791630028e-09,1.677425747906699e-10,1.0030745083750808e-10
1953,4.22677918062878e-05,1.642135633821746e-09,1.9826218147381677e-10,5.066313836708604e-11
1954,4.247620433618847e-05,1.6260362897416565e-09,2.1277813737143247e-10,1.2120189772448142e-10
1955,4.2798686211296755e-05,1.4657845572228568e-09,1.8786089449924452e-10,1.3309040179456033e-10
1956,4.350866324135235e-05,1.3829226573415708e-09,1.6731657527722732e-10,1.6995626136598726e-10
1957,4.398874963434147e-05,1.4811261661584751e-09,1.8006030099477448e-10,1.826999870835344e-10
1958,4.434713108431814e-05,1.1062785211711302e-09,1.5886391210465486e-10,1.9460179499576824e-10
1959,4.534683726628178e-05,1.1477021000239063e-09,2.335314749119759e-10,2.6236543096810495e-10
1960,4.566499306487718e-05,1.1390397751982156e-09,2.1822734789868547e-10,3.4706831852915343e-10
1961,4.596913796766395e-05,1.1093847190097555e-09,2.487336675912769e-10,3.72528270136436e-10
1962,4.629049622703211e-05,1.2747873788322904e-09,3.0726847157927905e-10,4.3535557500299204e-10
1963,4.606032234732993e-05,1.5398257272433317e-09,3.4331974763102124e-10,5.102336906156627e-10
1964,4.588013377672594e-05,1.5839883849011471e-09,3.4856264204328827e-10,6.054096856770005e-10
1965,4.559942473341445e-05,1.7554229022767994e-09,3.807362441194633e-10,6.46398367371808e-10
1966,4.4605682238138146e-05,1.8221362672678408e-09,2.9917780356277946e-10,7.457030905465092e-10
1967,4.434032494568133e-05,2.416859220691744e-09,3.4701633035348426e-10,7.14068276730373e-10
1968,4.417924875659602e-05,2.3471071039108236e-09,3.6398984421775234e-10,7.343607111298667e-10
1969,4.378152620379946e-05,2.3564702808113023e-09,2.889029392700542e-10,7.143599878300932e-10
1970,4.346421493599857e-05,2.2420746767107656e-09,2.656921845232775e-10,6.908439574372847e-10
1971,4.3381713372322596e-05,2.124483089449569e-09,3.7301817388892186e-10,6.724332400422282e-10
1972,4.3708560302288137e-05,1.885279519799253e-09,3.985063251610299e-10,6.891063116957038e-10
1973,4.429224697690058e-05,2.0132027473656375e-09,4.970165152456169e-10,5.963248228546547e-10
1974,4.468926480123108e-05,1.4494948098940442e-09,5.2333194127436e-10,6.817643037417196e-10
1975,4.477579932427034e-05,2.038392208993299e-09,5.343216504170658e-10,6.381206832780809e-10
1976,4.498439115455507e-05,2.0385624854846185e-09,5.716824434477883e-10,6.948884959509119e-10
1977,4.515181977434882e-05,1.9192094976741967e-09,6.737964908243299e-10,6.939977322975973e-10
1978,4.550777729101745e-05,2.1676716532859075e-09,6.382430972617925e-10,8.656064436658134e-10
1979,4.553964286710003e-05,2.3570590400114254e-09,6.987227502935107e-10,8.448090877648846e-10
1980,4.6377896069316193e-05,2.2933473057104183e-09,6.854614217502838e-10,8.880746297076517e-10
1981,4.698275526087465e-05,2.4192941776896807e-09,6.78731265635335e-10,8.334948604320808e-10
1982,4.789501274769593e-05,1.9421279981049875e-09,7.317411795540859e-10,8.332282958838683e-10
1983,4.8449269732892776e-05,1.9402463604021948e-09,7.1926726876091e-10,7.786704535130338e-10
1984,4.8964531223256404e-05,2.074417685246236e-09,8.995696132441111e-10,7.845860072741573e-10
1985,4.8858438406438965e-05,1.9793381854173374e-09,8.821511497471488e-10,5.741068176412512e-10
1986,4.8840056738949246e-05,2.0138813156782884e-09,8.488277105010513e-10,6.49694599706509e-10
1987,4.808416685721438e-05,2.0818025715994638e-09,8.484103221549435e-10,5.923293958495382e-10
1988,4.782179842420321e-05,2.0538670129712143e-09,8.323998593581397e-10,5.777157046400155e-10
1989,4.718935919559694e-05,2.1352362417863854e-09,7.862285862041724e-10,5.353418502147228e-10
1990,4.660025401140696e-05,2.184578993892826e-09,8.076431349099014e-10,5.01261567967656e-10
1991,4.612520310079812e-05,2.469432245989976e-09,5.843187045329046e-10,4.17279744488067e-10
1992,4.664567573594728e-05,2.4146043418684015e-09,6.64674252145606e-10,4.175399886952036e-10
1993,4.690032645677482e-05,2.42578733290953e-09,8.256088511261948e-10,3.382755167250348e-10
1994,4.717722913483158e-05,2.462092355389903e-09,9.075688058222755e-10,2.8459143821308556e-10
1995,4.745777083111794e-05,2.453095488646235e-09,9.138117247025385e-10,2.2166447546537579e-10
1996,4.807600583132755e-05,2.6313100428712997e-09,9.78934481096364e-10,2.003085505004292e-10
1997,4.862168238365224e-05,2.6926463122681608e-09,1.0610205491978775e-09,1.8337387461661184e-10
1998,4.951768174318464e-05,2.5024539107576516e-09,1.1893981989784054e-09,1.8020795074434404e-10
1999,4.9838394001458907e-05,2.6511583404799565e-09,1.172283000830784e-09,1.455789140030512e-10
2000,4.9994646750357265e-05,2.521210272300932e-09,1.1275182216457275e-09,1.1606668602416801e-10
2001,4.9813532574002496e-05,2.388856176363926e-09,1.1395507394849703e-09,1.2984647632901288e-10
2002,4.924227375470634e-05,2.3836557965546082e-09,1.2756101571856755e-09,1.3956500637719264e-10
2003,4.867529008021977e-05,2.4159389251059746e-09,1.2544585529080825e-09,1.2983126082158743e-10
2004,4.772760335721874e-05,2.238944823191551e-09,1.2707229554312756e-09,1.371004381451562e-10
2005,4.625971684747908e-05,2.0414488036532165e-09,1.1066307513209394e-09,1.4380085019575058e-10
2006,4.492050304958996e-05,1.8053723754058687e-09,1.0019290833504106e-09,1.5326397789783286e-10
2007,4.386293689354456e-05,1.9030791863018847e-09,7.997738106700427e-10,1.5378817366399185e-10
2008,4.375124262878671e-05,1.7864497024534997e-09,6.227389526666397e-10,1.9699821040315106e-10
2009,4.397142921724091e-05,1.6229588704698627e-09,4.0970573560767624e-10,2.0163594405264718e-10
2010,4.399854463242393e-05,1.250268468121009e-09,2.9000434023453344e-10,2.1481880560106755e-10
2011,4.3848209835622196e-05,1.22663107449128e-09,1.1842178254871183e-10,1.89181927563929e-10
2012,4.382248568747725e-05,1.1816294054334264e-09,9.009527870775167e-11,1.5937036561473684e-10
2013,4.396261127632377e-05,1.2145180337620941e-09,5.921584477724157e-11,1.4969057293304618e-10
2014,4.3837279268440655e-05,1.2468278393867089e-09,5.367727269611766e-11,1.595678405876187e-10
2015,4.293220367149583e-05,1.6030320959536937e-09,5.39564561185297e-11,1.0150555495342622e-10
2016,4.169518017858666e-05,1.7037353432820218e-09,4.151041886216575e-11,9.953761723588021e-11
2017,4.0830699314634934e-05,1.7966427419876159e-09,4.3652609883297146e-11,8.26937349614661e-11
2018,4.074236494489014e-05,1.8570009086005256e-09,5.238313185995658e-11,9.27331260391906e-11
2019,4.054564851685427e-05,2.0782876253289118e-09,2.8099912154078144e-11,1.1591640754898824e-10
