ngram,employer,emploter,employer,employeer
1908,2.452570255887362e-05,1.721829028562232e-11,2.452570255887362e-05,3.754546980856104e-10
1909,2.6817605300623525e-05,0.0,2.6817605300623525e-05,4.409224642145025e-10
1910,2.9854585851093623e-05,0.0,2.9854585851093623e-05,4.916875111425436e-10
1911,3.223509052726773e-05,0.0,3.223509052726773e-05,4.3849886717715695e-10
1912,3.438959720369894e-05,0.0,3.438959720369894e-05,5.241507624756789e-10
1913,3.794886937872174e-05,0.0,3.794886937872174e-05,6.9450872830501e-10
1914,4.025939831210833e-05,0.0,4.025939831210833e-05,6.065066345975875e-10
1915,4.2245945743551215e-05,1.593872256400175e-11,4.2245945743551215e-05,7.291490387663555e-10
1916,4.3528024564563695e-05,3.099058509814512e-11,4.3528024564563695e-05,7.819297471416726e-10
1917,4.435335358721204e-05,4.4956319421109365e-11,4.435335358721204e-05,8.249780184385206e-10
1918,4.531474405666813e-05,4.4956319421109365e-11,4.531474405666813e-05,8.693256551125675e-10
1919,4.550831155419084e-05,4.4956319421109365e-11,4.550831155419084e-05,8.252498843016756e-10
1920,4.4044957446333554e-05,4.4956319421109365e-11,4.4044957446333554e-05,6.625785872341591e-10
1921,4.2519103382281696e-05,4.4956319421109365e-11,4.2519103382281696e-05,7.311755526436972e-10
1922,4.127710209494191e-05,2.9017596857107618e-11,4.127710209494191e-05,5.399108818756762e-10
1923,4.0187460919176896e-05,1.396573432296425e-11,4.0187460919176896e-05,5.02657895465727e-10
1924,3.972930738070447e-05,0.0,3.972930738070447e-05,4.258093480987871e-10
1925,3.794421146657052e-05,0.0,3.794421146657052e-05,4.775589606304769e-10
1926,3.6926101789244316e-05,0.0,3.6926101789244316e-05,5.353507914751532e-10
1927,3.609599921868981e-05,0.0,3.609599921868981e-05,8.759631948367691e-10
1928,3.6310819268692285e-05,0.0,3.6310819268692285e-05,8.547547074894928e-10
1929,3.5946658109813665e-05,0.0,3.5946658109813665e-05,9.053263020205751e-10
1930,3.6954446841264144e-05,0.0,3.6954446841264144e-05,8.343399165999799e-10
1931,3.754748987765717e-05,0.0,3.754748987765717e-05,9.16661903129144e-10
1932,3.9420619681810164e-05,2.3643246091101642e-11,3.9420619681810164e-05,9.441335788570475e-10
1933,4.294729036960884e-05,4.681040475875063e-11,4.294729036960884e-05,1.0148560305614902e-09
1934,4.6239865436551296e-05,4.681040475875063e-11,4.6239865436551296e-05,8.083171017446235e-10
1935,4.9324768042424694e-05,4.681040475875063e-11,4.9324768042424694e-05,8.72635485696779e-10
1936,5.559660348808393e-05,4.681040475875063e-11,5.559660348808393e-05,9.058136205394466e-10
1937,6.0482255191475686e-05,1.14137659641094e-10,6.0482255191475686e-05,9.907983084771794e-10
1938,6.453393611341848e-05,1.14137659641094e-10,6.453393611341848e-05,1.1424125217247244e-09
1939,6.775278390185642e-05,9.049441354999236e-11,6.775278390185642e-05,1.0764859004197547e-09
1940,6.967456907399796e-05,6.732725488234337e-11,6.967456907399796e-05,9.94321680547472e-10
1941,7.151359126770071e-05,9.490582526210695e-11,7.151359126770071e-05,1.0852536885026203e-09
1942,7.321643663869639e-05,9.490582526210695e-11,7.321643663869639e-05,1.3033180487223968e-09
1943,7.202718864261572e-05,2.2362578059162023e-10,7.202718864261572e-05,1.3053816202582676e-09
1944,7.178065944961938e-05,1.942411707668766e-10,7.178065944961938e-05,1.4587680507993639e-09
1945,7.333100074902177e-05,2.6931885293330586e-10,7.333100074902177e-05,1.495068949594217e-09
1946,7.478616420745052e-05,2.858669570901132e-10,7.478616420745052e-05,1.445137160731897e-09
1947,7.366760317901415e-05,2.858669570901132e-10,7.366760317901415e-05,1.4744199194893781e-09
1948,7.225111507328361e-05,2.582883867103496e-10,7.225111507328361e-05,1.3630127820058696e-09
1949,7.087277845130302e-05,2.582883867103496e-10,7.087277845130302e-05,1.0744228998557252e-09
1950,7.101095824119901e-05,1.2956843138083636e-10,7.101095824119901e-05,1.3100891403462965e-09
1951,6.883063854599771e-05,9.162578632323663e-11,6.883063854599771e-05,1.1934325194751239e-09
1952,6.494592993736401e-05,1.6548104156807344e-11,6.494592993736401e-05,1.2037152782465706e-09
1953,6.196474506785827e-05,0.0,6.196474506785827e-05,1.2795848587059717e-09
1954,6.115088503325492e-05,0.0,6.115088503325492e-05,1.2487407377978092e-09
1955,6.142166239442304e-05,0.0,6.142166239442304e-05,1.2713775032757724e-09
1956,6.131461434831311e-05,0.0,6.131461434831311e-05,1.294090739329639e-09
1957,5.964610733956631e-05,0.0,5.964610733956631e-05,1.0490735502521886e-09
1958,5.9458250429348224e-05,0.0,5.9458250429348224e-05,1.0786587734123998e-09
1959,5.866361919158537e-05,0.0,5.866361919158537e-05,9.299988794937114e-10
1960,5.744161015692433e-05,0.0,5.744161015692433e-05,9.950664895238707e-10
1961,5.709414991932655e-05,2.2511137795103562e-11,5.709414991932655e-05,1.0285216329413466e-09
1962,5.6120048871629736e-05,4.2914650008210995e-11,5.6120048871629736e-05,1.022111205197161e-09
1963,5.523232279561593e-05,5.281850651295272e-11,5.523232279561593e-05,1.033213443373577e-09
1964,5.3777010699767356e-05,6.18118165778598e-11,5.3777010699767356e-05,1.1815838466385946e-09
1965,5.2362421099262845e-05,7.94419797802069e-11,5.2362421099262845e-05,1.1088377121255227e-09
1966,5.121131367299573e-05,8.823505120991726e-11,5.121131367299573e-05,1.1919268350091272e-09
1967,5.146485325115334e-05,8.823505120991726e-11,5.146485325115334e-05,1.1870835822261734e-09
1968,5.063288647631582e-05,6.57239134148137e-11,5.063288647631582e-05,1.2734302897879753e-09
1969,5.063089650190834e-05,5.42972869047428e-11,5.063089650190834e-05,1.3538029824162428e-09
1970,5.170231140384983e-05,4.439343040000107e-11,5.170231140384983e-05,1.4629639325366588e-09
1971,5.3152493949580404e-05,4.4351020871730946e-11,5.3152493949580404e-05,1.3902964890455394e-09
1972,5.5151415706079986e-05,2.6720857669383845e-11,5.5151415706079986e-05,1.5453788724885597e-09
1973,5.7338917291157744e-05,1.792778623967349e-11,5.7338917291157744e-05,1.7025456758698203e-09
1974,5.865020960170243e-05,1.792778623967349e-11,5.865020960170243e-05,1.785675020547574e-09
1975,6.079013941676489e-05,3.414678658878298e-11,6.079013941676489e-05,1.8237654878358204e-09
1976,6.179448506113008e-05,4.927919481209234e-11,6.179448506113008e-05,1.8957508420212677e-09
1977,6.322781648902622e-05,4.927919481209234e-11,6.322781648902622e-05,2.3098565124105417e-09
1978,6.490748897444323e-05,4.0328294275455385e-11,6.490748897444323e-05,2.639126980444725e-09
1979,6.502933320007287e-05,4.0328294275455385e-11,6.502933320007287e-05,2.7440101619496157e-09
1980,6.512534517761586e-05,4.8165121692621076e-11,6.512534517761586e-05,2.926486925807532e-09
1981,6.475420533596272e-05,2.1602069240543387e-10,6.475420533596272e-05,3.4053395658872887e-09
1982,6.519269300042652e-05,1.998016920563244e-10,6.519269300042652e-05,3.6794631785852516e-09
1983,6.64434082864318e-05,1.756923981299785e-10,6.64434082864318e-05,3.751606580948419e-09
1984,6.59505141291967e-05,1.756923981299785e-10,6.59505141291967e-05,3.5431786710964683e-09
1985,6.522453778805877e-05,1.756923981299785e-10,6.522453778805877e-05,3.300467359730013e-09
1986,6.469187532534956e-05,1.756923981299785e-10,6.469187532534956e-05,3.1972459124673946e-09
1987,6.415152581342096e-05,1.7454303825682948e-10,6.415152581342096e-05,2.8345590319389657e-09
1988,6.487586038669438e-05,6.6874675440166595e-12,6.487586038669438e-05,2.322506726620028e-09
1989,6.453660015332778e-05,2.664350238450781e-11,6.453660015332778e-05,2.048307571175404e-09
1990,6.40148609818425e-05,2.664350238450781e-11,6.40148609818425e-05,1.9703656008372506e-09
1991,6.330566715665295e-05,2.664350238450781e-11,6.330566715665295e-05,1.957113788491378e-09
1992,6.25363084379517e-05,2.664350238450781e-11,6.25363084379517e-05,1.9537961248872193e-09
1993,6.234225397098012e-05,2.664350238450781e-11,6.234225397098012e-05,1.8329809416327082e-09
1994,6.30895389934137e-05,1.9956034840491147e-11,6.30895389934137e-05,1.7353009664132303e-09
1995,6.361102558522751e-05,1.9956034840491147e-11,6.361102558522751e-05,1.620988533877567e-09
1996,6.29903250748092e-05,6.30203924759495e-12,6.29903250748092e-05,1.519111059167244e-09
1997,6.154350817918644e-05,6.30203924759495e-12,6.154350817918644e-05,1.3345757356373967e-09
1998,6.178004124584342e-05,6.30203924759495e-12,6.178004124584342e-05,1.0181427288559674e-09
1999,6.086878836088415e-05,6.30203924759495e-12,6.086878836088415e-05,8.532380992219504e-10
2000,6.0388723795767874e-05,6.30203924759495e-12,6.0388723795767874e-05,7.894146289036793e-10
2001,5.960042420026314e-05,6.30203924759495e-12,5.960042420026314e-05,7.224067217442049e-10
2002,5.701502439998356e-05,2.2407700694948574e-11,5.701502439998356e-05,6.923166405238743e-10
2003,5.4942332228945035e-05,2.642193606762687e-11,5.4942332228945035e-05,6.482446722268418e-10
2004,5.3229364961485513e-05,2.642193606762687e-11,5.3229364961485513e-05,6.290785511556659e-10
2005,5.057527388479295e-05,3.1390529560613805e-11,5.057527388479295e-05,5.64827125547142e-10
2006,4.785795681527816e-05,3.1390529560613805e-11,4.785795681527816e-05,5.354975272732685e-10
2007,4.39701717758518e-05,3.1390529560613805e-11,4.39701717758518e-05,4.898140504305815e-10
2008,3.925721830455586e-05,4.726376879157382e-11,3.925721830455586e-05,4.5608173586992555e-10
2009,3.522136388970206e-05,3.11581073442202e-11,3.522136388970206e-05,3.897083945230457e-10
2010,3.134574373169536e-05,2.0841832723946954e-11,3.134574373169536e-05,4.03140150230717e-10
2011,2.8225509595358744e-05,2.0841832723946954e-11,2.8225509595358744e-05,3.490373525919363e-10
2012,2.483276226225176e-05,1.587323923096002e-11,2.483276226225176e-05,3.5734732038518654e-10
2013,2.2756067794814173e-05,1.587323923096002e-11,2.2756067794814173e-05,3.215257658332035e-10
2014,2.1179382071880226e-05,1.587323923096002e-11,2.1179382071880226e-05,3.256930513974497e-10
2015,2.029593581807733e-05,0.0,2.029593581807733e-05,3.4853246826314713e-10
2016,2.005438623850101e-05,0.0,2.005438623850101e-05,3.7370828009522915e-10
2017,2.0150187083345372e-05,0.0,2.0150187083345372e-05,2.8793042198179314e-10
2018,1.9840383538394234e-05,0.0,1.9840383538394234e-05,2.8702230245314376e-10
2019,1.9637327113741776e-05,0.0,1.9637327113741776e-05,2.746751255264246e-10
