ngram,candidate,candiate,candate,candiate
1921,2.033312375715468e-05,5.414663955300674e-09,1.3381395674067725e-09,5.414663955300674e-09
1922,2.020560272545221e-05,5.203139379667781e-09,1.324632974737077e-09,5.203139379667781e-09
1923,2.054233404383662e-05,5.119039541463215e-09,1.1479619278974086e-09,5.119039541463215e-09
1924,2.0316904088498893e-05,5.006721513568988e-09,1.0012847059418358e-09,5.006721513568988e-09
1925,2.1225828667021623e-05,5.2510893411295e-09,8.948677255553911e-10,5.2510893411295e-09
1926,2.1396064247320673e-05,5.476445963381593e-09,9.219882218802766e-10,5.476445963381593e-09
1927,2.1874501076776403e-05,5.364644982210263e-09,6.649169211257546e-10,5.364644982210263e-09
1928,2.196139030274935e-05,4.731385124959583e-09,8.87709657766094e-10,4.731385124959583e-09
1929,2.2111039340545956e-05,4.874831617738908e-09,7.979114730050085e-10,4.874831617738908e-09
1930,2.1731436780620633e-05,4.94435429107146e-09,8.849415426638783e-10,4.94435429107146e-09
1931,2.162965626796774e-05,4.792457573645135e-09,9.41030521363549e-10,4.792457573645135e-09
1932,2.0733012206619605e-05,4.551524014827026e-09,1.1308145610376486e-09,4.551524014827026e-09
1933,2.0554088353362333e-05,4.467158040303129e-09,9.705980146585652e-10,4.467158040303129e-09
1934,2.043515581005652e-05,4.253856536858994e-09,1.7109558373259608e-09,4.253856536858994e-09
1935,2.0099528098528807e-05,4.2842095268217204e-09,1.5933854870451925e-09,4.2842095268217204e-09
1936,2.0060006915757966e-05,4.553178596060954e-09,1.5254204328256954e-09,4.553178596060954e-09
1937,2.030482833756001e-05,4.428769224367508e-09,1.5912652227635859e-09,4.428769224367508e-09
1938,2.0068619310872498e-05,4.4517444968456795e-09,1.5733421866924247e-09,4.4517444968456795e-09
1939,1.980570777959656e-05,4.42572124979636e-09,1.5348111511873493e-09,4.42572124979636e-09
1940,1.9509183922699386e-05,4.581884141937767e-09,1.7179900914575187e-09,4.581884141937767e-09
1941,1.948641095493388e-05,4.80058354972763e-09,9.41835894988482e-10,4.80058354972763e-09
1942,1.9096131966632258e-05,5.069676424694438e-09,1.057582355024067e-09,5.069676424694438e-09
1943,1.901341991989674e-05,5.1531244033802585e-09,1.0596459265599378e-09,5.1531244033802585e-09
1944,1.877469003375154e-05,5.42333105408537e-09,9.52520792399777e-10,5.42333105408537e-09
1945,1.9670034557098654e-05,5.840620495182033e-09,1.1095142582462358e-09,5.840620495182033e-09
1946,2.0405080379402663e-05,6.459952636309449e-09,1.10073712049947e-09,6.459952636309449e-09
1947,2.1129491090375397e-05,6.519408631991805e-09,1.0765177638205614e-09,6.519408631991805e-09
1948,2.1114226651012098e-05,6.402537230546354e-09,1.1239606229856187e-09,6.402537230546354e-09
1949,2.1959372004078303e-05,6.542021083585528e-09,1.0959602749137177e-09,6.542021083585528e-09
1950,2.1932627143022338e-05,6.191487354558132e-09,1.1624267500945758e-09,6.191487354558132e-09
1951,2.2083408371794837e-05,5.9004472101926404e-09,1.1668647238925546e-09,5.9004472101926404e-09
1952,2.1674438487804893e-05,5.865730916860506e-09,9.69914101415067e-10,5.865730916860506e-09
1953,2.1523530189629776e-05,5.827311490490063e-09,1.0083931309016032e-09,5.827311490490063e-09
1954,2.119233067787718e-05,5.889246899672327e-09,8.988461720958542e-10,5.889246899672327e-09
1955,2.1067723147487933e-05,6.1845043689398185e-09,9.266944434038749e-10,6.1845043689398185e-09
1956,2.104934823624457e-05,6.706563590189571e-09,8.133583806468891e-10,6.706563590189571e-09
1957,2.171046851019907e-05,7.3204121494744155e-09,8.394907626195294e-10,7.3204121494744155e-09
1958,2.2642956277455335e-05,7.817003742717686e-09,9.306251007907512e-10,7.817003742717686e-09
1959,2.295299418619834e-05,8.024196418432439e-09,1.041688394273369e-09,8.024196418432439e-09
1960,2.3197525349262704e-05,8.332980083736174e-09,9.859583705029706e-10,8.332980083736174e-09
1961,2.3714467325979577e-05,8.756101558101851e-09,1.0934676894106384e-09,8.756101558101851e-09
1962,2.3748961081894648e-05,8.609210931455534e-09,1.1160457558112569e-09,8.609210931455534e-09
1963,2.336056084979126e-05,8.110987691013958e-09,1.097436419517095e-09,8.110987691013958e-09
1964,2.2944827703343306e-05,7.924844145991626e-09,1.107883776782107e-09,7.924844145991626e-09
1965,2.2299365030318897e-05,7.941023140643568e-09,1.076126322972572e-09,7.941023140643568e-09
1966,2.2029206645259235e-05,8.22868421021131e-09,1.032321109547699e-09,8.22868421021131e-09
1967,2.190686739465621e-05,8.145199752768967e-09,1.0963633572431369e-09,8.145199752768967e-09
1968,2.2156822524266317e-05,8.131129737774602e-09,1.1111181736594184e-09,8.131129737774602e-09
1969,2.278885170068991e-05,8.625195224709614e-09,1.2273984130649141e-09,8.625195224709614e-09
1970,2.347582994843833e-05,9.351364635027234e-09,1.3575014287273542e-09,9.351364635027234e-09
1971,2.409633037002225e-05,1.0537423758957435e-08,1.3745126306982262e-09,1.0537423758957435e-08
1972,2.4389551202018212e-05,1.1070641165693879e-08,1.4332272828860531e-09,1.1070641165693879e-08
1973,2.5186249331454746e-05,1.1207974358131066e-08,1.5417779751304904e-09,1.1207974358131066e-08
1974,2.545795697577497e-05,1.1828047240060511e-08,1.549488267852236e-09,1.1828047240060511e-08
1975,2.503046562196687e-05,1.2214297763689177e-08,1.7276813471919387e-09,1.2214297763689177e-08
1976,2.4728995673025827e-05,1.2639626742075701e-08,1.6592855502293803e-09,1.2639626742075701e-08
1977,2.4387177420846585e-05,1.2757364815334832e-08,1.6086024575859677e-09,1.2757364815334832e-08
1978,2.3755571289387133e-05,1.2341426547379797e-08,1.5496104558262606e-09,1.2341426547379797e-08
1979,2.320019510599585e-05,1.260214041057647e-08,1.5679276607219857e-09,1.260214041057647e-08
1980,2.2333579961143967e-05,1.26902621744307e-08,1.4861299334002963e-09,1.26902621744307e-08
1981,2.2407612829868284e-05,1.2443036696246118e-08,1.4187433133067933e-09,1.2443036696246118e-08
1982,2.2115529645816423e-05,1.207593821764671e-08,1.156878743595919e-09,1.207593821764671e-08
1983,2.2187050490174443e-05,1.146060782783057e-08,1.0818105617665147e-09,1.146060782783057e-08
1984,2.2210034200855133e-05,1.0789952423603414e-08,1.1558255146632795e-09,1.0789952423603414e-08
1985,2.2794494465675337e-05,1.0553044533472594e-08,1.2259690405715317e-09,1.0553044533472594e-08
1986,2.3284331941145604e-05,1.000320740526409e-08,1.1284368043159736e-09,1.000320740526409e-08
1987,2.4200927977549975e-05,9.678876113282188e-09,1.0809984574144949e-09,9.678876113282188e-09
1988,2.420331631063683e-05,8.901456143612613e-09,1.0393050467857483e-09,8.901456143612613e-09
1989,2.488356299831399e-05,8.385401135362663e-09,9.680446880607922e-10,8.385401135362663e-09
1990,2.504135851008219e-05,7.737971660251982e-09,9.487214862919607e-10,7.737971660251982e-09
1991,2.547215938518223e-05,7.007805700810974e-09,8.178294668465774e-10,7.007805700810974e-09
1992,2.5391125486099293e-05,6.239146532749373e-09,6.644306890394144e-10,6.239146532749373e-09
1993,2.587963587887186e-05,5.531541573995063e-09,6.164386263345684e-10,5.531541573995063e-09
1994,2.560056210703416e-05,4.6011644970280125e-09,6.203610284202402e-10,4.6011644970280125e-09
1995,2.5931258018577603e-05,4.102070397645921e-09,5.733297844415627e-10,4.102070397645921e-09
1996,2.5846270156242618e-05,3.563964996138631e-09,6.65760541933886e-10,3.563964996138631e-09
1997,2.623577971202654e-05,3.3178301693327838e-09,6.627865875178226e-10,3.3178301693327838e-09
1998,2.6213194360025227e-05,3.257440222321455e-09,6.377758321463034e-10,3.257440222321455e-09
1999,2.6133597202715464e-05,2.9317859885834098e-09,6.717707659983521e-10,2.9317859885834098e-09
2000,2.5665231078164652e-05,2.6989042112290917e-09,6.335160293183658e-10,2.6989042112290917e-09
2001,2.5848002613721682e-05,2.5024070117650255e-09,5.866763820781631e-10,2.5024070117650255e-09
2002,2.581346104437086e-05,2.4719338005090616e-09,5.925962657090825e-10,2.4719338005090616e-09
2003,2.571924155095725e-05,2.4090191746190773e-09,5.221510842748753e-10,2.4090191746190773e-09
2004,2.5511862726749053e-05,2.261493674866293e-09,5.195365645630342e-10,2.261493674866293e-09
2005,2.544395881289217e-05,2.0673478484667385e-09,5.024300658058272e-10,2.0673478484667385e-09
2006,2.5087974011382486e-05,1.847541167673431e-09,4.3054452860045803e-10,1.847541167673431e-09
2007,2.4614235111844858e-05,1.6724459594996688e-09,4.2155752301629793e-10,1.6724459594996688e-09
2008,2.3704527588311714e-05,1.5639720946885355e-09,4.819628981625864e-10,1.5639720946885355e-09
2009,2.2662850044850658e-05,1.4222027523911963e-09,4.992939633170173e-10,1.4222027523911963e-09
2010,2.1858409776801375e-05,1.2613220943892755e-09,5.069925511160176e-10,1.2613220943892755e-09
2011,2.0787472489506138e-05,1.1173865245771098e-09,4.3391601026573513e-10,1.1173865245771098e-09
2012,1.9888654995676397e-05,9.987406536714006e-10,3.8571513047028615e-10,9.987406536714006e-10
2013,1.9548827237615895e-05,9.085557623705093e-10,3.8138636098456706e-10,9.085557623705093e-10
2014,1.8924755620121558e-05,7.773441414369944e-10,3.384490723393593e-10,7.773441414369944e-10
2015,1.8547345981850022e-05,6.195889000272712e-10,2.4905908288122957e-10,6.195889000272712e-10
2016,1.8431983335176483e-05,5.724820260701233e-10,1.744537926816138e-10,5.724820260701233e-10
2017,1.8349583721525658e-05,5.246093328266829e-10,1.223338190007676e-10,5.246093328266829e-10
2018,1.844610924308654e-05,5.060434349335452e-10,1.0780444870128747e-10,5.060434349335452e-10
2019,1.8306952370039653e-05,4.923830301817311e-10,9.737655820574176e-11,4.923830301817311e-10
